name,label,types,merge_global_identifier,caption,wikipedia_url,wikidata_id,dbpedia_id,file_source,data_source,source_identifier,global_identifier,description,logo,image
Jaguar Land Rover,Company,"[""Company"",""Organisation"",""Agent"",""Subsidiary"",""Automobilemanufacturer""]",,Jaguar Land Rover,https://en.wikipedia.org/wiki/Jaguar_Land_Rover,Q6122893,http://dbpedia.org/resource/Jaguar_Land_Rover,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Jaguar_Land_Rover,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Jaguar_Land_Rover,"Jaguar Land Rover Automotive PLC is the holding company of Jaguar Land Rover Limited, and is a British multinational automotive company which produces luxury vehicles and sport utility vehicles. Jaguar Land Rover is a subsidiary of Indian automotive company Tata Motors Limited and has its root office at Whitley, Coventry, England. The principal activity of Jaguar Land Rover Limited is the design, development, manufacture and sale of vehicles bearing the Jaguar and Land Rover marques. Both marques have long and complex histories prior to their merger – Jaguar going back to the 1930s and Land Rover to the 1940s – first coming together in 1968 as part of the British Leyland conglomerate, later again independent of each other, and then as subsidiaries of BMW (in the case of Land Rover), and Ford Motor Company (Jaguar). Ford acquired Land Rover from BMW in 2000 following the break-up of the former Rover Group, which was effectively the remainder of the British Leyland car producing companies. Jaguar Land Rover has been a subsidiary of Tata Motors since they founded it as a holding company for the acquisition of Jaguar Cars Limited and Land Rover Limited from Ford in 2008. In January 2013, the operations of Jaguar Cars Limited and Land Rover were merged as Jaguar Land Rover Limited and the original holding company of Jaguar Land Rover Limited was renamed as Jaguar Land Rover Automotive PLC.",[],"[""http://commons.wikimedia.org/wiki/Special:FilePath/Land_Rover_Range_Rover_Autobiography_2016.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2017_Land_Rover_Range_Rover_Velar_First_Edition_D3_3.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2017_Land_Rover_Discovery_HSE_TD6_Automatic_3.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Land_Rover_Defender_(L663)_at_IAA_2019_IMG_0688.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2019_Land_Rover_Range_Rover_Evoque_R-Dynamic_S_2.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2016_Jaguar_F-Pace_V6_S_AWD_Automatic_3.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2017_Jaguar_XE_Portfolio_Diesel_Automatic_2.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2017_Jaguar_XF_Portfolio_D_Automatic_2.0.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2017_Jaguar_F-Type_Convertible_V8_R_AWD_Automatic_5.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_Land_Rover_logo.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Where_rabbits_once_hopped..._-_geograph.org.uk_-_119794.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/ALL-NEW_RANGE_ROVER_SPORT_REVEALED_(8594176684).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Land_Rover_Discovery_Sport_HSE_Luxury_TD4_2016.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2018_Jaguar_I-Pace_EV400_AWD_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2018_Jaguar_E-Pace_R-Dynamic_SE_Diesel_AWD_2.0_Front.jpg""]"
Jaguar Cars,Company,"[""Company"",""Organisation"",""Agent"",""Subsidiary"",""Automobilemanufacturer""]",,Jaguar Cars,https://en.wikipedia.org/wiki/Jaguar_Cars,Q30055,http://dbpedia.org/resource/Jaguar_Cars,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Jaguar_Cars,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Jaguar_Cars,"Jaguar (UK: /ˈdʒæɡjuər/, US: /ˈdʒæɡwɑːr/) is the luxury vehicle brand of Jaguar Land Rover, a British multinational car manufacturer with its headquarters in Whitley, Coventry, England. Jaguar Cars was the company that was responsible for the production of Jaguar cars until its operations were fully merged with those of Land Rover to form Jaguar Land Rover on 1 January 2013. Jaguar's business was founded as the Swallow Sidecar Company in 1922, originally making motorcycle sidecars before developing bodies for passenger cars. Under the ownership of S. S. Cars Limited, the business extended to complete cars made in association with Standard Motor Co, many bearing Jaguar as a model name. The company's name was changed from S. S. Cars to Jaguar Cars in 1945. A merger with the British Motor Corporation followed in 1966, the resulting enlarged company now being renamed as British Motor Holdings (BMH), which in 1968 merged with Leyland Motor Corporation and became British Leyland, itself to be nationalised in 1975. Jaguar was spun off from British Leyland and was listed on the London Stock Exchange in 1984, becoming a constituent of the FTSE 100 Index until it was acquired by Ford in 1990. Jaguar has, in recent years, manufactured cars for the British Prime Minister, the most recent delivery being an XJ in May 2010. The company also holds royal warrants from Queen Elizabeth II and Prince Charles. Ford owned Jaguar Cars, also buying Land Rover in 2000, until 2008 when it sold both to Tata Motors. Tata created Jaguar Land Rover as a subsidiary holding company. At operating company level, in 2013 Jaguar Cars was merged with Land Rover to form Jaguar Land Rover Limited as the single design, manufacture, sales company and brand owner for both Jaguar and Land Rover vehicles. Since the Ford ownership era, Jaguar and Land Rover have used joint design facilities in engineering centres at Whitley in Coventry and Gaydon in Warwickshire and Jaguar cars have been assembled in plants at Castle Bromwich and Solihull. On 15 February 2021 Jaguar Land Rover announced that all cars made under the Jaguar brand will be fully electric by 2025.","[""http://commons.wikimedia.org/wiki/Special:FilePath/The_original_SS_Jaguar_marque.JPG?width=300"",""https://commons.wikimedia.org/wiki/File:Jaguar_Logo_Text.png""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_XJ6.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_XJS_TWR_1984.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_XKR-S_-_Goodwood_Festival_of_Speed.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_XK120_front-right_2016_Shanghai_Auto_Museum.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_XK6_engine_1.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Webber_usgp_2004.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/S_S_Jaguar_drophead_coupe_1940_(8679189922).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Mr_Wyatt&apos;s_New_Jaguar_(3408151811).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/1963_Jaguar_XK-E_Roadster.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2004_Jaguar_X-Type_V6_SE_Automatic_2.1.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Cal3_map.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/NorCal_county_map_(labeled_and_colored).png"",""http://commons.wikimedia.org/wiki/Special:FilePath/2018_Jaguar_E-Pace_R-Dynamic_SE_Diesel_AWD_2.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2018_Jaguar_I-Pace_EV400_AWD_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2018_Jaguar_XF_V6_S_Diesel_Automatic_3.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2018_Jaguar_XJL_Autobiography_Diesel_V6_Automatic_3.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2017_Jaguar_F-Type_Convertible_V8_R_AWD_Automatic_5.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2017_Jaguar_XE_Portfolio_Diesel_Automatic_2.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2001_Jaguar_S-Type.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/1950_Jaguar_XK120_34.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/JaguarSzczesnyShadowsculpture_SaintTropez.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/JaguarXJ220.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_3.4_registered_April_1964.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_2012_logo.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_Mk_V_Drophead_Coupe.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_Mark_VII_reg_1954_3442_cc_grey_amended.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2016_Jaguar_F-Pace_V6_S_AWD_Automatic_3.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_SS100_-_1937_publicity_photo.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/1970_Jaguar_XJ6_4.2_Series_1_-_Flickr_-_The_Car_Spy_(14).jpg""]"
Vehicles,Company,"[""Company"",""Organisation"",""Agent"",""Business""]",,Sunbeam Commercial Vehicles,https://en.wikipedia.org/wiki/Sunbeam_Commercial_Vehicles,Q28402749,http://dbpedia.org/resource/Sunbeam_Commercial_Vehicles,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Sunbeam_Commercial_Vehicles,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Sunbeam_Commercial_Vehicles,"Sunbeam Commercial Vehicles was a commercial vehicle manufacturing offshoot of the Wolverhampton based Sunbeam Motor Car Company when it was a subsidiary of S T D Motors Limited. Sunbeam had always made ambulances on modified Sunbeam car chassis. S T D Motors chose to enter the large commercial vehicle market in the late 1920s, and once established they made petrol and diesel buses and electrically powered trolleybuses and milk floats. Commercial Vehicles became a separate department of Sunbeam in 1931. Ownership switched from S T D Motors to Rootes Securities in mid-1935, and later that year their Karrier trolleybus designs were added to Sunbeam production lines. In 1946 J. Brockhouse and Co of West Bromwich bought Sunbeam but in September 1948 sold the trolleybus part of the business to Guy Motors. In the early 1950s the amalgamated Sunbeam, Karrier and Guy trolleybus operation was the largest in Britain and possibly the world. In 1954 Sunbeam Commercial Vehicles moved within Wolverhampton from the Moorfield Works in Blakenhall to new extensions at Guy Motors Fallings Park. Guy Motors was bought by Jaguar Cars in 1961 and was closed by Jaguar's parent company, British Leyland, in 1982.","[""http://commons.wikimedia.org/wiki/Special:FilePath/BCLM_Wallsall_trolleybus.jpg?width=300""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/BCLM_Wallsall_trolleybus.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Sunbeam_Works_Upper_Villiers_St_Wolverhampton.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Bradford&apos;s_last_Trolleybus_at_Thornbury_Depot_-_geograph.org.uk_-_1390845.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Cape_Town_trolleybus_number_86_-_1940.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Perth_trolleybus_number_41_-_1950.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Tetley_Bitter_Advert_on_Bradford_Trolleybus_Cropped.jpg""]"
Ralf Speth,AAEntity,,,Jaguar Land Rover CEO Ralf Speth,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Ralf Speth,crisk_keyword_to_guid_caption_name__Ralf Speth,,,
Jaguar,Company,"[""Company"",""Organisation"",""Agent"",""Subsidiary"",""Automobilemanufacturer""]",,Jaguar,https://en.wikipedia.org/wiki/Jaguar_Cars,Q30055,http://dbpedia.org/resource/Jaguar_(company),crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Jaguar_Cars,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Jaguar_Cars,"Jaguar (UK: /ˈdʒæɡjuər/, US: /ˈdʒæɡwɑːr/) is the luxury vehicle brand of Jaguar Land Rover, a British multinational car manufacturer with its headquarters in Whitley, Coventry, England. Jaguar Cars was the company that was responsible for the production of Jaguar cars until its operations were fully merged with those of Land Rover to form Jaguar Land Rover on 1 January 2013. Jaguar's business was founded as the Swallow Sidecar Company in 1922, originally making motorcycle sidecars before developing bodies for passenger cars. Under the ownership of S. S. Cars Limited, the business extended to complete cars made in association with Standard Motor Co, many bearing Jaguar as a model name. The company's name was changed from S. S. Cars to Jaguar Cars in 1945. A merger with the British Motor Corporation followed in 1966, the resulting enlarged company now being renamed as British Motor Holdings (BMH), which in 1968 merged with Leyland Motor Corporation and became British Leyland, itself to be nationalised in 1975. Jaguar was spun off from British Leyland and was listed on the London Stock Exchange in 1984, becoming a constituent of the FTSE 100 Index until it was acquired by Ford in 1990. Jaguar has, in recent years, manufactured cars for the British Prime Minister, the most recent delivery being an XJ in May 2010. The company also holds royal warrants from Queen Elizabeth II and Prince Charles. Ford owned Jaguar Cars, also buying Land Rover in 2000, until 2008 when it sold both to Tata Motors. Tata created Jaguar Land Rover as a subsidiary holding company. At operating company level, in 2013 Jaguar Cars was merged with Land Rover to form Jaguar Land Rover Limited as the single design, manufacture, sales company and brand owner for both Jaguar and Land Rover vehicles. Since the Ford ownership era, Jaguar and Land Rover have used joint design facilities in engineering centres at Whitley in Coventry and Gaydon in Warwickshire and Jaguar cars have been assembled in plants at Castle Bromwich and Solihull. On 15 February 2021 Jaguar Land Rover announced that all cars made under the Jaguar brand will be fully electric by 2025.","[""http://commons.wikimedia.org/wiki/Special:FilePath/The_original_SS_Jaguar_marque.JPG?width=300"",""https://commons.wikimedia.org/wiki/File:Jaguar_Logo_Text.png""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_XJ6.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_XJS_TWR_1984.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_XKR-S_-_Goodwood_Festival_of_Speed.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_XK120_front-right_2016_Shanghai_Auto_Museum.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_XK6_engine_1.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Webber_usgp_2004.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/S_S_Jaguar_drophead_coupe_1940_(8679189922).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Mr_Wyatt&apos;s_New_Jaguar_(3408151811).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/1963_Jaguar_XK-E_Roadster.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2004_Jaguar_X-Type_V6_SE_Automatic_2.1.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Cal3_map.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/NorCal_county_map_(labeled_and_colored).png"",""http://commons.wikimedia.org/wiki/Special:FilePath/2018_Jaguar_E-Pace_R-Dynamic_SE_Diesel_AWD_2.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2018_Jaguar_I-Pace_EV400_AWD_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2018_Jaguar_XF_V6_S_Diesel_Automatic_3.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2018_Jaguar_XJL_Autobiography_Diesel_V6_Automatic_3.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2017_Jaguar_F-Type_Convertible_V8_R_AWD_Automatic_5.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2017_Jaguar_XE_Portfolio_Diesel_Automatic_2.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2001_Jaguar_S-Type.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/1950_Jaguar_XK120_34.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/JaguarSzczesnyShadowsculpture_SaintTropez.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/JaguarXJ220.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_3.4_registered_April_1964.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_2012_logo.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_Mk_V_Drophead_Coupe.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_Mark_VII_reg_1954_3442_cc_grey_amended.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/2016_Jaguar_F-Pace_V6_S_AWD_Automatic_3.0_Front.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Jaguar_SS100_-_1937_publicity_photo.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/1970_Jaguar_XJ6_4.2_Series_1_-_Flickr_-_The_Car_Spy_(14).jpg""]"
Canadian Pacific Railway,Organization,"[""Company"",""Organisation"",""Railwayline"",""Publictransitsystem"",""Agent"",""Public_company"",""Publiccompany"",""Railwaycompany""]",KP__33de4e3571e77e8e73697f427ab328f0,Canadian Pacific Railway,https://en.wikipedia.org/wiki/Canadian_Pacific_Railway,Q46974,http://dbpedia.org/resource/Canadian_Pacific_Railway,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Canadian_Pacific_Railway,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Canadian_Pacific_Railway,"The Canadian Pacific Railway (CPR) (reporting marks CP, CPAA, MILW, SOO), known as CP Rail between 1968 and 1996 and simply Canadian Pacific, is a historic Canadian Class I railway incorporated in 1881. The railway is owned by Canadian Pacific Railway Limited, which began operations as legal owner in a corporate restructuring in 2001. Headquartered in Calgary, Alberta, it owns approximately 20,100 kilometres (12,500 mi) of track in seven provinces of Canada and into the United States, stretching from Montreal to Vancouver, and as far north as Edmonton. Its rail network also serves Minneapolis–St. Paul, Milwaukee, Detroit, Chicago, and Albany, New York in the United States. The railway was first built between eastern Canada and British Columbia between 1881 and 1885 (connecting with Ottawa Valley and Georgian Bay area lines built earlier), fulfilling a commitment extended to British Columbia when it entered Confederation in 1871; it was Canada's first transcontinental railway. Primarily a freight railway, the CPR was for decades the only practical means of long-distance passenger transport in most regions of Canada, and was instrumental in the settlement and development of Western Canada. The CPR became one of the largest and most powerful companies in Canada, a position it held as late as 1975. Its primary passenger services were eliminated in 1986, after being assumed by Via Rail Canada in 1978. The company acquired two American lines in 2009: the Dakota, Minnesota and Eastern Railroad (DM&E) and the Iowa, Chicago and Eastern Railroad (IC&E). The trackage of the IC&E was at one time part of CP subsidiary Soo Line and predecessor line The Milwaukee Road. The combined DM&E/IC&E system spanned North Dakota, South Dakota, Minnesota, Wisconsin, Nebraska and Iowa, with two short stretches into Kansas City, Missouri, and a line to Chicago, Illinois. The railroad also has regulatory approval to build a line into the Powder River Basin of Wyoming. It is publicly traded on both the Toronto Stock Exchange and the New York Stock Exchange under the ticker CP. Its U.S. headquarters are in Minneapolis.","[""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_Railway_logo_2014.svg?width=300"",""https://commons.wikimedia.org/wiki/File:Canadian_Pacific_Railway_logo_2014.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/Land_Ticket.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_2816.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_-_Trans_Canada_passenger_train.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_System_Railmap.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_Railway_train_step_stool.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_Ry_free_farms_1893.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_Railway_Survey_Engineers,_1872.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_Railway_logo_2014.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_Railway_Crew_at_lower_Fraser_Valley_(1881).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_Railroad_2.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_Railroad_2317.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_Railroad_3.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_Logo_1996.png"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_Railroad_1.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Pacific_First_Train.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Canadian_Trans-Continental_Railways.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/CPR_2816_Locomotive.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Campbellville_ON_GE-ES44AC_CP-8863_2011-08-23.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/CP_RAIL_TBAY.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/CP_Multimark.svg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Lethbridge_High_Level.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/CPtrainleavesBoltonpassingsiding.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Johnamacdonaldfuneraltrain.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/CP_7028.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/CP_8137_at_Chesterton_(31292201928).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/CP_Holiday_Train.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Kamloops_on_to_Ottawa.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/EMD_SD60_SOO_6022.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Telegram_to_Prime_Minister_John_A._Macdonald_announcing_the_completion_of_the_Canadian_Pacific_Railway.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Map_of_part_of_Manitoba_and_the_Canadian_North-West_Territories_-_Alberta,_Assiniboia_and_Saskatchewan_shewing_system_of_land_survey_and_the_lines_of_the_Canadian_Pacific_Railway_CTASC.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Countess-1.gif"",""http://commons.wikimedia.org/wiki/Special:FilePath/To_the_Far_East_by_the_white_Empress_route_(11411211505).jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Angus.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/William_Cornelius_Van_Horne.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/JaMAC.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/LastSpike_Craigellachie_BC_Canada.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/WCE_train_no._901_at_Waterfront.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Eastbound_over_SCB.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Royaltrain-hopebc.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Train_Noel_Canadien_Pacifique_Montreal_2009.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Crtc1.svg"",""https://commons.wikimedia.org/wiki/File:Eastbound_over_SCB.jpg""]"
Fiat Chrysler,Company,"[""Company"",""Organisation"",""Agent"",""Automobilemanufacturer""]",,Fiat Chrysler,https://en.wikipedia.org/wiki/Fiat_Chrysler_Automobiles,Q15678788,http://dbpedia.org/resource/Fiat_Chrysler,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,https://en.wikipedia.org/wiki/Fiat_Chrysler_Automobiles,crisk_keyword_to_guid_caption_name__https://en.wikipedia.org/wiki/Fiat_Chrysler_Automobiles,"Fiat Chrysler Automobiles N.V. (FCA) was an Italian-American multinational corporation primarily known as a manufacturer of automobiles, commercial vehicles, auto parts and production systems. The Italian holding company Exor was the largest shareholder and owner of voting rights. At the time it was the world's eighth largest auto maker. The group was established in October 2014 through the merger of Chrysler Group and Fiat S.p.A. Its corporate headquarters were domiciled in Amsterdam and its financial headquarters were in London. The holding company was listed on the New York Stock Exchange and Milan's Borsa Italiana. Exor, an Italian investment group controlled by the Agnelli family, owned 29.19% of FCA and controlled 44.31% through a loyalty voting mechanism. FCA's mass-market brands operated through two main subsidiaries: FCA Italy (previously Fiat Group Automobiles SpA) headquartered in Turin and FCA US (previously Chrysler Group LLC) in Auburn Hills, Michigan. The company's portfolio included brands Abarth, Alfa Romeo, Chrysler, Dodge, Fiat, Fiat Professional, Jeep, Lancia, Maserati, and Ram Trucks. Ferrari was spun off in 2016. FCA operated in four global markets (NAFTA, LATAM, APAC, EMEA). On 31 October 2019, FCA announced its intention to merge with the PSA Group (owner of the Peugeot and Citroën brands among others) on a 50-50 all-stock basis. On 18 December 2019, FCA and PSA announced that they had agreed to the terms of a binding $50 billion merger. In July 2020, the company announced its new name, Stellantis, derived from the Latin verb stello, meaning ""to brighten with stars"". On 16 January 2021, after FCA and PSA both having approved the merger on 4 January of the same year, the merger was complete with FCA resulted as a surviving entity and changed its name to Stellantis. FCA also owned industrial subsidiaries Comau, Teksid, and Mopar.","[""http://commons.wikimedia.org/wiki/Special:FilePath/Logo_Fiat_Chrysler_Automobiles.png?width=300"",""https://commons.wikimedia.org/wiki/File:Fiat_Chrysler_Automobiles_logo.svg""]","[""http://commons.wikimedia.org/wiki/Special:FilePath/FCA_Pressconference_Genf_2019_1Y7A5368.jpg"",""http://commons.wikimedia.org/wiki/Special:FilePath/Fiat_Chrysler_Automobiles_logo.svg""]"
Xin Qi,AAEntity,,,Jiangsu Zhongnan Construction executive Xin Qi,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Xin Qi,crisk_keyword_to_guid_caption_name__Xin Qi,,,
Xin Rong Zhang,AAEntity,,,C.Q. Pharmaceutical Holding executive Xin Rong Zhang,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Xin Rong Zhang,crisk_keyword_to_guid_caption_name__Xin Rong Zhang,,,
Xin She Lu,AAEntity,,,Greenland Holdings Corporation executive Xin She Lu,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Xin She Lu,crisk_keyword_to_guid_caption_name__Xin She Lu,,,
Xin Tian,AAEntity,,,Hbis executive Xin Tian,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Xin Tian,crisk_keyword_to_guid_caption_name__Xin Tian,,,
Xin Wen Wang,AAEntity,,,Lianyungang Port Group executive Xin Wen Wang,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Xin Wen Wang,crisk_keyword_to_guid_caption_name__Xin Wen Wang,,,
Xin Yi Zhou,AAEntity,,,Lens Technology executive Xin Yi Zhou,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Xin Yi Zhou,crisk_keyword_to_guid_caption_name__Xin Yi Zhou,,,
Xin Zhang,AAEntity,,,TBEA executive Xin Zhang,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Xin Zhang,crisk_keyword_to_guid_caption_name__Xin Zhang,,,
Xing Quan Wang,AAEntity,,,Shenzhen Neptunus Bioengineering  executive Xing Quan Wang,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Xing Quan Wang,crisk_keyword_to_guid_caption_name__Xing Quan Wang,,,
Walmart International Board,Role,,,Walmart International Board,,,,crisk_keyword_to_guid_caption_name,crisk_keyword_to_guid_caption_name,Walmart International Board,crisk_keyword_to_guid_caption_name__Walmart International Board,,,
