name,labels,type,type_list,caption,wikipedia_url,wikidata_id,dbpedia_id,file_source,data_source,source_identifier,global_identifier,description,needs_human_review,human_review_reason,logo,image
Henry Eyring,"[""Person""]",Person,"[""Person"",""Human""]",LDS Quorum of the Twelve Apostles member Henry Eyring,https://en.wikipedia.org/wiki/Henry_B._Eyring,Q949425,http://dbpedia.org/resource/Henry_B._Eyring,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Henry_B._Eyring,mapping__https://en.wikipedia.org/wiki/Henry_B._Eyring,American Apostle of The Church of Jesus Christ of Latter Day Saints,true,Top candidate has similarity below 0.9,[],"[""https://commons.wikimedia.org/wiki/File:Henry_B._Eyring.jpg""]"
Jeffery R. Holland,"[""Person""]",Person,,LDS Quorum of the Twelve Apostles member Jeffery R. Holland,,,,crisk_keyword_to_guid_caption_name,mapping,Jeffery R. Holland,mapping__Jeffery R. Holland,,,,,
Dieter Uchtdorf,"[""Person""]",Person,"[""Person"",""Human""]",LDS Quorum of the Twelve Apostles member Dieter Uchtdorf,https://en.wikipedia.org/wiki/Dieter_F._Uchtdorf,Q75991,http://dbpedia.org/resource/Dieter_F._Uchtdorf,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Dieter_F._Uchtdorf,mapping__https://en.wikipedia.org/wiki/Dieter_F._Uchtdorf,"Dieter Friedrich Uchtdorf (born 6 November 1940) is a German aviator, airline executive and religious leader. He is a member of the Quorum of the Twelve Apostles of The Church of Jesus Christ of Latter-day Saints (LDS Church). Called as an apostle in 2004, he served as Second Counselor to Thomas S. Monson in the church's First Presidency from 2008 until Monson's death on 2 January 2018. Currently, Uchtdorf is the sixth most senior apostle in the ranks of the church.",true,Top candidate has similarity below 0.9,[],"[""https://commons.wikimedia.org/wiki/File:Dieter_F._Uchtdorf3.jpg""]"
Quentin Cook,"[""Person""]",Person,"[""Person"",""Human""]",LDS Quorum of the Twelve Apostles member Quentin Cook,https://en.wikipedia.org/wiki/Quentin_L._Cook,Q3027815,http://dbpedia.org/resource/Quentin_L._Cook,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Quentin_L._Cook,mapping__https://en.wikipedia.org/wiki/Quentin_L._Cook,"Quentin LaMar Cook (born September 8, 1940) is an American religious leader and former lawyer and business executive who is currently a member of the Quorum of the Twelve Apostles in The Church of Jesus Christ of Latter-day Saints (LDS Church). Currently, he is the eighth most senior apostle in the church.",true,Top candidate has similarity below 0.9,[],"[""https://commons.wikimedia.org/wiki/File:Quentin_L._Cook_01.jpg""]"
Ronald Rasband,"[""Person""]",Person,"[""Person"",""Human""]",LDS Quorum of the Twelve Apostles member Ronald Rasband,https://en.wikipedia.org/wiki/Ronald_A._Rasband,Q7364620,http://dbpedia.org/resource/Ronald_A._Rasband,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Ronald_A._Rasband,mapping__https://en.wikipedia.org/wiki/Ronald_A._Rasband,"Ronald Anderson Rasband (born February 6, 1951) is a member of the Quorum of the Twelve Apostles of The Church of Jesus Christ of Latter-day Saints (LDS Church). He has been a general authority of the church since 2000. Currently, he is the eleventh most senior apostle in the church.",true,Top candidate has similarity below 0.9,[],"[""https://commons.wikimedia.org/wiki/File:Elder_Ronald_A._Rasband_(26728664277).jpg""]"
Gary E. Stevenson,"[""Person""]",Person,"[""Person"",""Human""]",LDS Quorum of the Twelve Apostles member Gary E. Stevenson,https://en.wikipedia.org/wiki/Gary_E._Stevenson,Q5525010,http://dbpedia.org/resource/Gary_E._Stevenson,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Gary_E._Stevenson,mapping__https://en.wikipedia.org/wiki/Gary_E._Stevenson,"Gary Evan Stevenson (born August 6, 1955) is an American religious leader and former businessman who is a member of the Quorum of the Twelve Apostles of The Church of Jesus Christ of Latter-day Saints (LDS Church). He served previously as the church's Presiding Bishop and was the fourteenth man to serve in that position. He has been a general authority of the church since 2008. Stevenson was appointed to the Quorum of the Twelve Apostles in October 2015. Currently, he is the twelfth most senior apostle in the church. Stevenson was born in Ogden, Utah, and was raised primarily in the state's Cache Valley area. Stevenson was an LDS Church missionary in the Japan Fukuoka Mission in the mid-1970s. After this, he attended the Jon M. Huntsman School of Business at Utah State University (USU). Prior to his call as a general authority, Stevenson worked as the chief operating officer of ICON Health & Fitness. He has also served on the Marriott School of Management National Advisory Council and the Utah State University Foundation Board.",,,[],"[""https://commons.wikimedia.org/wiki/File:Gary_E_Stevenson.jpg""]"
Dale G. Reniund,"[""Person""]",Person,,LDS Quorum of the Twelve Apostles member Dale G. Reniund,,,,crisk_keyword_to_guid_caption_name,mapping,Dale G. Reniund,mapping__Dale G. Reniund,,,,,
Gerrit Gong,"[""Person""]",Person,"[""Human""]",LDS Quorum of the Twelve Apostles member Gerrit Gong,https://en.wikipedia.org/wiki/Gerrit_W._Gong,Q5552596,http://dbpedia.org/resource/Gerrit_W._Gong,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Gerrit_W._Gong,mapping__https://en.wikipedia.org/wiki/Gerrit_W._Gong,"Leader of The Church of Jesus Christ of Latter-day Saints, first leader of Asian descent",,,[],"[""https://commons.wikimedia.org/wiki/File:Elder_Gerrit_W._Gong_(27223015317).jpg""]"
Church of Jesus Christ of Latter-day Saints,"[""Organization""]",Organization,"[""Company"",""Building"",""ReligiousMovement""]",Church of Jesus Christ of Latter-day Saints,https://en.wikipedia.org/wiki/The_Church_of_Jesus_Christ_of_Latter-day_Saints,Q747802,http://dbpedia.org/resource/Church_of_Jesus_Christ_of_Latter-day_Saints,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/The_Church_of_Jesus_Christ_of_Latter-day_Saints,mapping__https://en.wikipedia.org/wiki/The_Church_of_Jesus_Christ_of_Latter-day_Saints,"The Church of Jesus Christ of Latter-day Saints, often informally known as the LDS Church or Mormon Church, is a nontrinitarian, Christian restorationist church that considers itself to be the restoration of the original church founded by Jesus Christ. The church is headquartered in the United States in Salt Lake City, Utah, and has established congregations and built temples worldwide. According to the church, it has over 16.6 million members and 51,000 full-time volunteer missionaries. The church is the third-largest Christian denomination in the United States, with over 6.7 million self-reported members as of January 2021. It is the largest denomination in the Latter Day Saint movement founded by Joseph Smith during the early 19th century period of religious revival known as the Second Great Awakening. Church theology includes the Christian doctrine of salvation only through Jesus Christ, and the substitutionary atonement of Jesus Christ. The church has an open canon which includes four scriptural texts: the Bible, the Book of Mormon, the Doctrine and Covenants, and the Pearl of Great Price. Other than the Bible, the majority of the church's canon consists of material believed to have been revealed by God to Joseph Smith; these include commentary and exegesis about the Bible, texts described as lost parts of the Bible, and other works believed to be written by ancient prophets, including the Book of Mormon. Because of doctrinal differences, Catholic, Orthodox, and many Protestant churches consider the church to be distinct and separate from mainstream Christianity. Latter-day Saints believe that the church president is a modern-day ""prophet, seer, and revelator"" and that Jesus Christ, under the direction of God the Father, leads the church by revealing his will to its president. The president heads a hierarchical structure with various levels reaching down to local congregations, known as wards. Bishops, drawn from the laity, lead the wards. Male members may be ordained to the priesthood, provided they are living the standards of the church. Women are not ordained to the priesthood, but occupy leadership roles in some church organizations. Both men and women may serve as missionaries; the church maintains a large missionary program that proselytizes and conducts humanitarian services worldwide. Faithful members adhere to church laws of sexual purity, health, fasting, and Sabbath observance, and contribute ten percent of their income to the church in tithing. The church also teaches about sacred ordinances through which adherents make covenants with God, including baptism, confirmation, the sacrament, priesthood ordination, endowment, and celestial marriage.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/Logo_of_the_Church_of_Jesus_Christ_of_Latter-day_Saints.svg?width=300""]","[""https://commons.wikimedia.org/wiki/File:Salt_Lake_Temple,_Utah_-_Sept_2004-2.jpg""]"
UnitedHealth Capital,"[""AAEntity""]",AAEntity,,UnitedHealth Capital,,,,crisk_keyword_to_guid_caption_name,mapping,UnitedHealth Capital,mapping__UnitedHealth Capital,,,,,
David Wichmann,"[""AAEntity""]",AAEntity,,UnitedHealth CEO David Wichmann,,,,crisk_keyword_to_guid_caption_name,mapping,David Wichmann,mapping__David Wichmann,,,,,
Larry Renfro,"[""AAEntity""]",AAEntity,,UnitedHealth executive Larry Renfro,,,,crisk_keyword_to_guid_caption_name,mapping,Larry Renfro,mapping__Larry Renfro,,,,,
Cory Alexander,"[""AAEntity""]",AAEntity,,UnitedHealth executive Cory Alexander,,,,crisk_keyword_to_guid_caption_name,mapping,Cory Alexander,mapping__Cory Alexander,,,,,
Ken Ehlert,"[""AAEntity""]",AAEntity,,UnitedHealth executive Ken Ehlert,,,,crisk_keyword_to_guid_caption_name,mapping,Ken Ehlert,mapping__Ken Ehlert,,,,,
Dirk McMahon,"[""AAEntity""]",AAEntity,,UnitedHealth executive Dirk McMahon,,,,crisk_keyword_to_guid_caption_name,mapping,Dirk McMahon,mapping__Dirk McMahon,,,,,
Richard Migliori,"[""AAEntity""]",AAEntity,,UnitedHealth executive Richard Migliori,,,,crisk_keyword_to_guid_caption_name,mapping,Richard Migliori,mapping__Richard Migliori,,,,,
Dan Schumacher,"[""AAEntity""]",AAEntity,,UnitedHealth executive Dan Schumacher,,,,crisk_keyword_to_guid_caption_name,mapping,Dan Schumacher,mapping__Dan Schumacher,,,,,
Marianne Short,"[""AAEntity""]",AAEntity,,UnitedHealth executive Marianne Short,,,,crisk_keyword_to_guid_caption_name,mapping,Marianne Short,mapping__Marianne Short,,,,,
Terry Clark,"[""AAEntity""]",AAEntity,,UnitedHealth executive Terry Clark,,,,crisk_keyword_to_guid_caption_name,mapping,Terry Clark,mapping__Terry Clark,,,,,
Brett Manderfeld,"[""AAEntity""]",AAEntity,,UnitedHealth executive Brett Manderfeld,,,,crisk_keyword_to_guid_caption_name,mapping,Brett Manderfeld,mapping__Brett Manderfeld,,,,,
Jennifer Whitlow,"[""AAEntity""]",AAEntity,,UnitedHealth executive Jennifer Whitlow,,,,crisk_keyword_to_guid_caption_name,mapping,Jennifer Whitlow,mapping__Jennifer Whitlow,,,,,
John Rex,"[""AAEntity""]",AAEntity,,UnitedHealth CFO John Rex,,,,crisk_keyword_to_guid_caption_name,mapping,John Rex,mapping__John Rex,,,,,
Ellen Wilson,"[""AAEntity""]",AAEntity,,UnitedHealth executive Ellen Wilson,,,,crisk_keyword_to_guid_caption_name,mapping,Ellen Wilson,mapping__Ellen Wilson,,,,,
Andrew Witty,"[""AAEntity""]",AAEntity,,UnitedHealth president Andrew Witty,,,,crisk_keyword_to_guid_caption_name,mapping,Andrew Witty,mapping__Andrew Witty,,,,,
Tom Roos,"[""Person""]",Person,"[""Human""]",UnitedHealth executive Tom Roos,,Q52188619,,crisk_keyword_to_guid_caption_name,mapping,Tom Roos,mapping__Tom Roos,,,,,
Molly Joseph,"[""AAEntity""]",AAEntity,,UnitedHealth executive Molly Joseph,,,,crisk_keyword_to_guid_caption_name,mapping,Molly Joseph,mapping__Molly Joseph,,,,,
Tim Flynn,"[""AAEntity""]",AAEntity,,UnitedHealth board member Tim Flynn,,,,crisk_keyword_to_guid_caption_name,mapping,Tim Flynn,mapping__Tim Flynn,,,,,
Robyn Lippert,"[""AAEntity""]",AAEntity,,UnitedHealth executive Robyn Lippert,,,,crisk_keyword_to_guid_caption_name,mapping,Robyn Lippert,mapping__Robyn Lippert,,,,,
Valerie Montgomery Rice,"[""AAEntity""]",AAEntity,,UnitedHealth board member Valerie Montgomery Rice,,,,crisk_keyword_to_guid_caption_name,mapping,Valerie Montgomery Rice,mapping__Valerie Montgomery Rice,,,,,
UnitedHealth,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""PublicCompany"",""Enterprise""]",UnitedHealth,https://en.wikipedia.org/wiki/UnitedHealth_Group,Q2103926,http://dbpedia.org/resource/UnitedHealth,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/UnitedHealth_Group,mapping__https://en.wikipedia.org/wiki/UnitedHealth_Group,"UnitedHealth Group Incorporated is an American multinational managed healthcare and insurance company based in Minnetonka, Minnesota. It offers health care products and insurance services. UnitedHealth Group is the world's eighth largest company by revenue and second-largest healthcare company behind CVS Health by revenue, and the largest insurance company by net premiums. UnitedHealthcare revenues comprise 80% of the Group's overall revenue. The company is ranked 8th on the 2021 Fortune Global 500. UnitedHealth Group has a market capitalization of $400.7 billion as of March 31, 2021.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/UnitedHealth_Group,_Inc._logo.png?width=300"",""https://commons.wikimedia.org/wiki/File:UnitedHealth_Group,_Inc._logo.png""]",[]
UnitedHealth Group,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""PublicCompany"",""Enterprise""]",UnitedHealth Group,https://en.wikipedia.org/wiki/UnitedHealth_Group,Q2103926,http://dbpedia.org/resource/UnitedHealth_Group,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/UnitedHealth_Group,mapping__https://en.wikipedia.org/wiki/UnitedHealth_Group,"UnitedHealth Group Incorporated is an American multinational managed healthcare and insurance company based in Minnetonka, Minnesota. It offers health care products and insurance services. UnitedHealth Group is the world's eighth largest company by revenue and second-largest healthcare company behind CVS Health by revenue, and the largest insurance company by net premiums. UnitedHealthcare revenues comprise 80% of the Group's overall revenue. The company is ranked 8th on the 2021 Fortune Global 500. UnitedHealth Group has a market capitalization of $400.7 billion as of March 31, 2021.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/UnitedHealth_Group,_Inc._logo.png?width=300"",""https://commons.wikimedia.org/wiki/File:UnitedHealth_Group,_Inc._logo.png""]",[]
Barbara Rentler,"[""Person""]",Person,"[""Person"",""Human"",""Agent""]",Ross Stores CEO Barbara Rentler,https://en.wikipedia.org/wiki/Barbara_Rentler,Q18684532,http://dbpedia.org/resource/Barbara_Rentler,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Barbara_Rentler,mapping__https://en.wikipedia.org/wiki/Barbara_Rentler,"Barbara Rentler (born between 1947 and 1948) is a businesswoman, and the current CEO of Fortune 500 company, Ross Stores Inc.",,,[],[]
Ross Stores Chairman,"[""Role""]",Role,,Ross Stores Chairman,,,,crisk_keyword_to_guid_caption_name,mapping,Ross Stores Chairman,mapping__Ross Stores Chairman,,,,,
Ross Stores board member,"[""Role""]",Role,,Ross Stores board member,,,,crisk_keyword_to_guid_caption_name,mapping,Ross Stores board member,mapping__Ross Stores board member,,,,,
Ross Stores CEO,"[""Role""]",Role,,Ross Stores CEO,,,,crisk_keyword_to_guid_caption_name,mapping,Ross Stores CEO,mapping__Ross Stores CEO,,,,,
Ross Stores President,"[""Role""]",Role,,Ross Stores President,,,,crisk_keyword_to_guid_caption_name,mapping,Ross Stores President,mapping__Ross Stores President,,,,,
Ross Stores executive,"[""Role""]",Role,,Ross Stores executive,,,,crisk_keyword_to_guid_caption_name,mapping,Ross Stores executive,mapping__Ross Stores executive,,,,,
Ross Stores Board,"[""Role""]",Role,,Ross Stores Board,,,,crisk_keyword_to_guid_caption_name,mapping,Ross Stores Board,mapping__Ross Stores Board,,,,,
dd's Discount,"[""DepartmentStoreChain""]",DepartmentStoreChain,"[""DepartmentStoreChain""]",dd's Discount,,Q83743863,,crisk_keyword_to_guid_caption_name,mapping,dd's Discount,mapping__dd's Discount,American discount department store chain,,,,"[""https://commons.wikimedia.org/wiki/File:DD&apos;s_Discounts_-_Portland,_Oregon.jpg""]"
Ross Stores,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""PublicCompany"",""Enterprise""]",Ross Stores,https://en.wikipedia.org/wiki/Ross_Stores,Q3442791,http://dbpedia.org/resource/Ross_Stores,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Ross_Stores,mapping__https://en.wikipedia.org/wiki/Ross_Stores,"Ross Stores, Inc., operating under the brand name Ross Dress for Less, is an American chain of discount department stores headquartered in Dublin, California. It is the largest off-price retailer in the U.S.; as of 2018, Ross operates 1,483 stores in 37 U.S. states, the District of Columbia and Guam, covering much of the country, but with no presence in New England, northern New Jersey, Alaska, Puerto Rico and areas of the Midwest.",,,"[""https://commons.wikimedia.org/wiki/File:Ross_Stores_logo.svg""]","[""https://commons.wikimedia.org/wiki/File:Ross_Store_01.jpg""]"
Pripal Financial Group,"[""Organization""]",Organization,"[""Company"",""Person"",""Business"",""Organisation"",""Bank"",""Agent"",""PublicCompany"",""Enterprise""]",Pripal Financial Group,https://en.wikipedia.org/wiki/Principal_Financial_Group,Q3403513,http://dbpedia.org/resource/Principal_Financial_Group,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Principal_Financial_Group,mapping__https://en.wikipedia.org/wiki/Principal_Financial_Group,"Principal Financial Group is an American global financial investment management and insurance company headquartered in Des Moines, Iowa, U.S.A.",true,"Multiple top priority types: Person, Organization",[],"[""https://commons.wikimedia.org/wiki/File:Photo_801grand_north-eastside_des_moines_usa_2007-06-15.jpg""]"
David Abney,"[""Person""]",Person,"[""Person"",""Human"",""Agent""]",UPS executive chairman David Abney,https://en.wikipedia.org/wiki/David_Abney,Q55196710,http://dbpedia.org/resource/David_Abney,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/David_Abney,mapping__https://en.wikipedia.org/wiki/David_Abney,"David Phillip Abney (born c. 1956) is an American business executive. He is the former executive chairman of United Parcel Service (UPS), having previously served as chairman and CEO from September 2014 to May 2020. (UPS).",,,[],"[""https://commons.wikimedia.org/wiki/File:David_Abney_by_Gage_Skidmore.jpg""]"
Alan Gershenhorn,"[""Person""]",Person,"[""Person"",""Human""]",UPS executive Alan Gershenhorn,https://en.wikipedia.org/wiki/Alan_Gershenhorn,Q17305953,http://dbpedia.org/resource/Alan_Gershenhorn,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Alan_Gershenhorn,mapping__https://en.wikipedia.org/wiki/Alan_Gershenhorn,"Alan Gershenhorn is an American businessman who was the Executive Vice President and Chief Commercial Officer for United Parcel Service from June 2014 to June 2018. He joined the company in 1979 as a part-time package handler. He became a member of the UPS Management Committee in 2007 to serve as president of UPS International, where he was responsible for the UPS international package, freight forwarding, customs brokerage, and logistics businesses. Alan became the company's first Chief Commercial Officer in 2014. In addition to his corporate responsibilities, Gershenhorn served as a Trustee of The UPS Foundation and a delegate of the World Business Council for Sustainable Development. In 2018, Gershenhorn joined 8VC as an advisor to the company. He also has been on the Board of Directors for Beacon Roofing Supply since May 2015 He was born in Long Island, New York in 1958, and earned a degree in finance from the University of Houston in 1982.",,,[],[]
Norman Brothers,"[""Person""]",Person,,UPS executive Norman Brothers,,,,crisk_keyword_to_guid_caption_name,mapping,Norman Brothers,mapping__Norman Brothers,,,,,
Nando Cesarone,"[""Person""]",Person,,UPS executive Nando Cesarone,,,,crisk_keyword_to_guid_caption_name,mapping,Nando Cesarone,mapping__Nando Cesarone,,,,,
Kate Gutmann,"[""Person""]",Person,,UPS executive Kate Gutmann,,,,crisk_keyword_to_guid_caption_name,mapping,Kate Gutmann,mapping__Kate Gutmann,,,,,
Teri McClure,"[""AAEntity""]",AAEntity,,UPS executive Teri McClure,,,,crisk_keyword_to_guid_caption_name,mapping,Teri McClure,mapping__Teri McClure,,,,,
CFO Richard Peretz,"[""AAEntity""]",AAEntity,,UPS executive CFO Richard Peretz,,,,crisk_keyword_to_guid_caption_name,mapping,CFO Richard Peretz,mapping__CFO Richard Peretz,,,,,
UPS,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""Subsidiary"",""BrickAndMortar"",""RetailChain""]",UPS,https://en.wikipedia.org/wiki/The_UPS_Store,Q7771029,http://dbpedia.org/resource/The_UPS_Store,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/The_UPS_Store,mapping__https://en.wikipedia.org/wiki/The_UPS_Store,"The UPS Store is a subsidiary of United Parcel Service which provides, according to its website, shipping, shredding, printing, fax, passport photos, personal and business mailboxes, and notary services.",true,Disambiguated from https://en.wikipedia.org/wiki/UPS,"[""http://commons.wikimedia.org/wiki/Special:FilePath/The_UPS_Store_Pinckney_Michigan.JPG?width=300"",""https://commons.wikimedia.org/wiki/File:The_UPS_Store_Logo.svg""]","[""https://commons.wikimedia.org/wiki/File:1200x800_theUPSstore_Exterior-Storefront.jpg""]"
Ted Mathas,"[""AAEntity""]",AAEntity,,New York Life CEO Ted Mathas,,,,crisk_keyword_to_guid_caption_name,mapping,Ted Mathas,mapping__Ted Mathas,,,,,
Candriam,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent""]",Candriam,https://en.wikipedia.org/wiki/Candriam_Investors_Group,Q29044246,http://dbpedia.org/resource/Candriam,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/Candriam_Investors_Group,mapping__https://en.wikipedia.org/wiki/Candriam_Investors_Group,"Candriam, a subsidiary of New York Life, is a global multi-specialist asset management firm and a pioneer in sustainable and responsible investing (SRI). By year end 2019, Candriam had 130 billion euros of assets under management (AUM). Founded in 1998, Candriam manages investments focused on responsible investing across a range of asset classes including fixed income, equities, alternatives, asset allocation, and real estate. Candriam is headquartered in Luxembourg with offices in Brussels, Paris, and London, and client representatives throughout Europe, the Middle East, Asia and the United States. Candriam has been led by Naïm Abou-Jaoudé as Chief Executive Officer14 (CEO) since 2007. He has been at the company since its founding in 1996.",,,[],[]
New York Life,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""MutualCompany"",""PrivateCompany""]",New York Life,https://en.wikipedia.org/wiki/New_York_Life_Insurance_Company,Q1039380,http://dbpedia.org/resource/New_York_Life,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/New_York_Life_Insurance_Company,mapping__https://en.wikipedia.org/wiki/New_York_Life_Insurance_Company,"New York Life Insurance Company (NYLIC) is the third-largest life insurance company in the United States, the largest mutual life insurance company in the United States and is ranked #71 on the 2019 Fortune 500 list of the largest United States corporations by total revenue. NYLIC has about $593 billion in total assets under management, and more than $25 billion in surplus and AVR. In 2007, NYLIC achieved the best possible ratings by the four independent rating companies (Standard & Poor's, AM Best, Moody's and Fitch). Other New York Life affiliates provide an array of securities products and services, as well as institutional and retail mutual funds.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/New_York_Life_Building_2.jpg?width=300"",""https://commons.wikimedia.org/wiki/File:New_York_Life_Insurance_Company_logo.png""]","[""https://commons.wikimedia.org/wiki/File:New_York_Life_Insurance_Building.jpg""]"
Theodore Mathas,"[""AAEntity""]",AAEntity,,New York Life CEO Theodore Mathas,,,,crisk_keyword_to_guid_caption_name,mapping,Theodore Mathas,mapping__Theodore Mathas,,,,,
Sheila Davidson,"[""AAEntity""]",AAEntity,,New York Life executive Sheila Davidson,,,,crisk_keyword_to_guid_caption_name,mapping,Sheila Davidson,mapping__Sheila Davidson,,,,,
Craig DeSanto,"[""AAEntity""]",AAEntity,,New York Life executive Craig DeSanto,,,,crisk_keyword_to_guid_caption_name,mapping,Craig DeSanto,mapping__Craig DeSanto,,,,,
Matthew Grove,"[""AAEntity""]",AAEntity,,New York Life executive Matthew Grove,,,,crisk_keyword_to_guid_caption_name,mapping,Matthew Grove,mapping__Matthew Grove,,,,,
Mark Madgett,"[""AAEntity""]",AAEntity,,New York Life executive Mark Madgett,,,,crisk_keyword_to_guid_caption_name,mapping,Mark Madgett,mapping__Mark Madgett,,,,,
Anthony Malloy,"[""Person""]",Person,,New York Life executive Anthony Malloy,,,,crisk_keyword_to_guid_caption_name,mapping,Anthony Malloy,mapping__Anthony Malloy,,,,,
David Castellani,"[""AAEntity""]",AAEntity,,New York Life executive David Castellani,,,,crisk_keyword_to_guid_caption_name,mapping,David Castellani,mapping__David Castellani,,,,,
Yie-Hsin Hung,"[""AAEntity""]",AAEntity,,New York Life executive Yie-Hsin Hung,,,,crisk_keyword_to_guid_caption_name,mapping,Yie-Hsin Hung,mapping__Yie-Hsin Hung,,,,,
Carla Rutigliano,"[""AAEntity""]",AAEntity,,New York Life executive Carla Rutigliano,,,,crisk_keyword_to_guid_caption_name,mapping,Carla Rutigliano,mapping__Carla Rutigliano,,,,,
Joel Steinberg,"[""AAEntity""]",AAEntity,,New York Life executive Joel Steinberg,,,,crisk_keyword_to_guid_caption_name,mapping,Joel Steinberg,mapping__Joel Steinberg,,,,,
Pedram Afshar,"[""AAEntity""]",AAEntity,,New York Life executive Pedram Afshar,,,,crisk_keyword_to_guid_caption_name,mapping,Pedram Afshar,mapping__Pedram Afshar,,,,,
Joel Albarella,"[""AAEntity""]",AAEntity,,New York Life executive Joel Albarella,,,,crisk_keyword_to_guid_caption_name,mapping,Joel Albarella,mapping__Joel Albarella,,,,,
Dylan Huang,"[""AAEntity""]",AAEntity,,New York Life executive Dylan Huang,,,,crisk_keyword_to_guid_caption_name,mapping,Dylan Huang,mapping__Dylan Huang,,,,,
Heather Nesle,"[""AAEntity""]",AAEntity,,New York Life executive Heather Nesle,,,,crisk_keyword_to_guid_caption_name,mapping,Heather Nesle,mapping__Heather Nesle,,,,,
Alexander Cook,"[""AAEntity""]",AAEntity,,New York Life executive Alexander Cook,,,,crisk_keyword_to_guid_caption_name,mapping,Alexander Cook,mapping__Alexander Cook,,,,,
ConocoPhillips,"[""Organization""]",Organization,"[""Company"",""Business"",""Organisation"",""Agent"",""PublicCompany"",""Enterprise""]",ConocoPhillips,https://en.wikipedia.org/wiki/ConocoPhillips,Q214763,http://dbpedia.org/resource/ConocoPhillips,crisk_keyword_to_guid_caption_name,mapping,https://en.wikipedia.org/wiki/ConocoPhillips,mapping__https://en.wikipedia.org/wiki/ConocoPhillips,"ConocoPhillips is an American multinational corporation engaged in hydrocarbon exploration. It is based in the Energy Corridor district of Houston, Texas. The company has operations in 17 countries and has production in the United States (49% of 2019 production), Norway (10% of 2019 production), Canada (5% of 2019 production), Australia (12% of 2019 production), Timor-Leste, Indonesia (4% of 2019 production), Malaysia (4% of 2019 production), Libya (3% of 2019 production), China (3% of 2019 production), and Qatar (6% of 2019 production). The company's production in the United States included production in Alaska, the Eagle Ford Group, the Permian Basin, the Bakken Formation, the Gulf of Mexico and the Anadarko Basin. Approximately 1/3 of the company's U.S. production is in Alaska, where it has operations in the Cook Inlet Area, the Alpine oil field off the Colville River, and the Kuparuk oil field and Prudhoe Bay Oil Field on the Alaska North Slope. As of December 31, 2019, the company had proved reserves of 5,262 million barrels of oil equivalent (3.219×1010 GJ), of which 50% was petroleum, 37% was natural gas, 8% was natural gas liquids and 5% was bitumen. The company is ranked 93rd on the Fortune 500. In the 2020 Forbes Global 2000, ConocoPhillips was ranked as the 201st -largest public company in the world. The company was ranked as the 14th most polluting company in the world by The Guardian in 2019. It is responsible for 0.91% of global industrial greenhouse gas emissions from 1988 to 2015. The Conoco Museum in Ponca City, Oklahoma, is dedicated to the history of the company. ConocoPhillips made the largest discovery of oil for the year 2020, between 75.5 million and 201 million barrels of oil was discovered in the Slagugle well. Executive Vice President Matt Fox, stated that this was the fourth successful exploration well to be found on the Norwegian continental shelf in the past 16 months.",,,"[""http://commons.wikimedia.org/wiki/Special:FilePath/ConocoPhilipsHQ.JPG?width=300"",""https://commons.wikimedia.org/wiki/File:ConocoPhillips_Logo.svg""]","[""https://commons.wikimedia.org/wiki/File:CPbuilding_Anch-AK.jpg""]"
Pedro Pizarro,"[""AAEntity""]",AAEntity,,Edison International CEO Pedro Pizarro,,,,crisk_keyword_to_guid_caption_name,mapping,Pedro Pizarro,mapping__Pedro Pizarro,,,,,
