source_global_identifier,destination_global_identifier,rel_type,rel_properties $
mapping__https://en.wikipedia.org/wiki/Ryan_Hamilton_(ice_hockey),mapping__b87b89976a27e57c07e378abc2a92028,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Ryan_Hamilton_(ice_hockey),mapping__c65f7070f350658b42003b140dc09fed,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan Harrington,mapping__https://en.wikipedia.org/wiki/Crown_Holdings,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryan Harrington,mapping__ea50a7ba3566a127c500cced0c281efa,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan Harrington,mapping__0a4e93ff9942b3a50e3b9af4bf4d3c9f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan J. Martin,mapping__https://en.wikipedia.org/wiki/Ameren,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryan J. Martin,mapping__90f59e8a27722bc052ae2cb073e1b262,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan J. Martin,mapping__ee84ca85a6468ce1a7201bb0be2795e1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan J. Soroka,KP__bee5ad7b83fb27ee80e86747951a2640,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryan J. Soroka,mapping__917fa826a58d998b452cb0e0bb8407ab,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan J. Soroka,mapping__061d103c1d962cf508a9d10ea30e985b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan Keeton,mapping__https://en.wikipedia.org/wiki/Carvana,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryan Keeton,mapping__67637250375d3dd57a64312f07518be5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan Keeton,mapping__ca884693f488d72b264e4d035bc1892c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan M. Oakes,mapping__https://en.wikipedia.org/wiki/Accenture,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryan M. Oakes,mapping__21620ee84d855e53935a2e125a2b126f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan M. Oakes,mapping__f06520b35bfb3ac73a2a02c5077a6de1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan Marshall,mapping__https://en.wikipedia.org/wiki/PulteGroup,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Ryan Marshall,mapping__a6b547f8556ea724b419be6c8a864b07,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan Marshall,mapping__87670caf3787729dc3aee9643831c21e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan McKelvery,mapping__https://en.wikipedia.org/wiki/Qurate_Retail_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryan McKelvery,mapping__b58288ce84f017d8b0e5fa2171bb4194,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan McKelvery,mapping__f54709fd3697783690e21366f73c7884,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan McKelvery,mapping__93ced63456b89077a1eccf5b441dc3c1,NAMEVARIANT,"{""from"":""external""}"
mapping__Ryan McManis,mapping__https://en.wikipedia.org/wiki/Lumen_Technologies,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryan McManis,mapping__18bd98889b43a8259a5be2e4f155ea2c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan McManis,mapping__bf8a6b2972e58a0e1f86532556d5243a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan McManis,mapping__75f37e0d007f919dcb0704a548f26598,NAMEVARIANT,"{""from"":""external""}"
mapping__Ryan W. Paulson,mapping__https://en.wikipedia.org/wiki/Dover_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryan W. Paulson,mapping__1d5b06ec64a9e1d89bf2480e02cd35b0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan W. Paulson,mapping__64c93af4ec4d752781ec3a93a50e1625,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan W. Paulson,mapping__89dbdef617e516e7c7a0e430400ae54e,NAMEVARIANT,"{""from"":""external""}"
mapping__Ryan Shaw,mapping__https://en.wikipedia.org/wiki/Howmet_Aerospace,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryan Shaw,mapping__538531ac7ff8e8ce72be32598658b139,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan Shaw,mapping__642292a095d0ebcf538710daba5cd341,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan W. Laskey,KP__d9c03f57e624db25c158ec2ce83aa6e6,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryan W. Laskey,mapping__95204a332dfbaeb5e7e702f8cb9931c9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan W. Laskey,mapping__3f8650cfc1b199170325453ee1c894ef,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan Wentling,mapping__https://en.wikipedia.org/wiki/Constellium,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryan Wentling,mapping__3b362744d3d826f1f05a49fa9584ecbe,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryan Wentling,mapping__256bf45a826aa95574680435350fc259,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryo Hirooka,mapping__https://en.wikipedia.org/wiki/Hoya_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryo Hirooka,mapping__b7f9e989ba1ea6490c8353f57866f697,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryo Hirooka,mapping__000fd1f750000ba233f7ed9e7e4021b3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryo Kawakami,mapping__https://en.wikipedia.org/wiki/NTN_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryo Kawakami,mapping__552c11adc1257296f996bc126a2db990,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryo Kawakami,mapping__6ba9aec6d5927d0ed160f87e16c9d75f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryo Kawakami,mapping__d4b94c33dce87bb7716fd0e453e74cd9,NAMEVARIANT,"{""from"":""external""}"
mapping__Ryo Kazamatsuri,mapping__https://en.wikipedia.org/wiki/Japan_Post_Holdings,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryo Kazamatsuri,mapping__4bac191335257a8855344763aed07675,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryo Kazamatsuri,mapping__f4056199af9b5b509b9cf3e3aa2005bd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryo Shibata,mapping__Hikari Tsushin,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryo Shibata,mapping__ea2145e10e353d0cb39c65d0133d8ed2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryo Shibata,mapping__2526bee2036984ad4d2081cc68fc790b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryohei Isobe,mapping__Paltac Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryohei Isobe,mapping__a20b5e6eb5c5204d89a4bf8012bd1436,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryohei Isobe,mapping__27424d904ae6143d41feafde63a5a588,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryohei Yanagi,mapping__https://en.wikipedia.org/wiki/Eisai_(company),ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryohei Yanagi,mapping__99f89882dc7ad239074c98e6957ba986,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryohei Yanagi,mapping__b1d67901380433d2bfc2190a874d053b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryoichi Sato,KP__67bf374e7564d0605297e913b3e38e7f,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryoichi Sato,mapping__728d8aead84f66d5927e33891dce5d5d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryoichi Sato,mapping__a483215d0497a00ed7928ebb063268e6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryoji Akaishi,mapping__https://en.wikipedia.org/wiki/East_Japan_Railway_Company,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryoji Akaishi,mapping__fd95f9e263423925055580f996e8747c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryoji Akaishi,mapping__b5e01271fbb1eaf834f73b5ddfeae197,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryoji Sato,mapping__https://en.wikipedia.org/wiki/Mizuho_Financial_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryoji Sato,mapping__3b7ad5198eaf194d0c9aa9c7f728868a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryoji Sato,mapping__fb4b30dfae5cdce1472683ba3bdd5c68,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryoji Sato,mapping__5604010cf826da49e98fae384fcb89b4,NAMEVARIANT,"{""from"":""external""}"
mapping__Ryoko Sasaki,KP__72982e77fda57fea2b72589904f44816,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryoko Sasaki,mapping__504a297232155f8610e69cc22a07fdc4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryoko Sasaki,mapping__fc39c97cade987b573d82b60b0e64d73,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryoko Sugiyama,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryoko Sugiyama,mapping__ecb3ea2a47f44e2c376ea006b44a6638,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryoko Sugiyama,mapping__1d172f1092389b5d982847e0d0ac8003,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryosuke Fukuoka,mapping__https://en.wikipedia.org/wiki/Open_House_(1964_TV_series),ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryosuke Fukuoka,mapping__1c4a5cfce48c2c042bda94fb8331210c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryosuke Fukuoka,mapping__36940ac3f19d3710caf50cb8c7e8185e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryosuke Sakaue,mapping__https://en.wikipedia.org/wiki/Z_Holdings,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryosuke Sakaue,mapping__1af289ddf6e789b1cd57917d75fc5541,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryosuke Sakaue,mapping__86560e047e954a8db4a2492f93674f69,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryota Furuse,mapping__United Super Markets Holdings,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryota Furuse,mapping__d2c9c1ca86cb810c97e09decd1207fee,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryota Furuse,mapping__4dc6f0774c20fd8e9d6aafe5dab66bbb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryota Kitamura,mapping__https://en.wikipedia.org/wiki/Nippon_Telegraph_and_Telephone,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryota Kitamura,mapping__2304dc429d42629fdb427e1e85363414,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryota Kitamura,mapping__365080e0a09aade97bbfb132423046a7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryszard Wasiłek,mapping__https://en.wikipedia.org/wiki/PGE_Polska_Grupa_Energetyczna,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryszard Wasiłek,mapping__3718aed18b9cb9fdf0689a29d5ef2ad3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryszard Wasiłek,mapping__d1702302df348915440a00b58eb887c6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryu Yano,mapping__https://en.wikipedia.org/wiki/Daikin,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryu Yano,mapping__97f0f66ff10dc5a9fe904427e6129b39,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryu Yano,mapping__0b1cbc28bc8b4137bdce5cfd0bf98d71,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuichi Isaka,KP__0oE9RRT9lgxdRgaBOpYN5j,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuichi Isaka,mapping__https://en.wikipedia.org/wiki/Seven_&_I_Holdings,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryuichi Isaka,mapping__69f2f4c7c88bb52ae17421f1ffdfe19f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuichi Isaka,mapping__4cf41d5d311623be68cc391c24f8f6ba,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuichi Otsuki,mapping__https://en.wikipedia.org/wiki/Hitachi,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryuichi Otsuki,mapping__3526ec852e211f969b527e230bd567fb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuichi Otsuki,mapping__6fd9cb0a4b324bd42f369978daa04917,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuji Arakawa,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryuji Arakawa,mapping__a63a1e3b454cbc1136e0e0093cbd88e5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuji Arakawa,mapping__3211d86f0f10532c4074953d95337648,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuji Yasuda,mapping__https://en.wikipedia.org/wiki/Orix,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryuji Yasuda,mapping__ec989a20ee9196c7e99820293f1483dc,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuji Yasuda,mapping__2d1bd0af3c411c24074f04a50e26667b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuji Yasuda,mapping__e74b0c0580ddb72dc7f7ad1c11da70bd,NAMEVARIANT,"{""from"":""external""}"
mapping__Ryunosuke Endo,KP__faf4a1fd63ca971c992a97481f72771c,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryunosuke Endo,mapping__bbd56368e396b87d5bfddfd1abedd10b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryunosuke Endo,mapping__53aab28e802b0f2046e838bddbd4710d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryusei Segawa,mapping__https://en.wikipedia.org/wiki/Bank_of_Japan,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryusei Segawa,mapping__7b880ca2b4089acdc2ede5c5f73ddf89,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryusei Segawa,mapping__9566362878a59f7c7983a19f7c6b0ab5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryusuke Aya,KP__65519124eb382fd61dbf914020b78117,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryusuke Aya,mapping__e7fe2a542acaff5e71cc94ff34367f55,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryusuke Aya,mapping__bd14a67bc711baec7602130eb1df5d03,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuzo Toyoshima,mapping__https://en.wikipedia.org/wiki/Japan_Airlines,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ryuzo Toyoshima,mapping__56a1c49f25d197002b97e53a99b5c9e2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ryuzo Toyoshima,mapping__0d25de5a582e6e29a0ffd1dd32868b98,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
"mapping__Redington executive S Chidambaram, Executive Vice President",KP__f2688f5531d9c23fbdbfc45f5a412696,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive vice president""}"
"mapping__Redington executive S Chidambaram, Executive Vice President",mapping__2b7d3ad2b7d079427ea86a7864ed639d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
"mapping__Redington executive S Chidambaram, Executive Vice President",mapping__c46c1826aa98ca97b700f7cdb47ae429,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__S Dioum,mapping__https://en.wikipedia.org/wiki/MTN_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__S Dioum,mapping__aa672fe5b90136266374de6c8b78b03e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__S Dioum,mapping__89e710fecafe3083c316ef4f4a9a848c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__S Sreenivasan,mapping__https://en.wikipedia.org/wiki/Bajaj_Finserv,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__S Sreenivasan,mapping__c533d24db48a6acd52d815568e9bcada,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__S Sreenivasan,mapping__dba57ce6bb359efc906b06438834ff57,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Saad Boudjadi,mapping__https://en.wikipedia.org/wiki/Iliad_SA,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Saad Boudjadi,mapping__22215e3e73cbd4890338fe94fc01cce8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Saad Boudjadi,mapping__35b8d8d409db67dd8bbd24c1a135cbfa,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Saâd Sebbar,mapping__https://en.wikipedia.org/wiki/Holcim,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Saâd Sebbar,mapping__e74b67cbd654d47f2b6d8964aa38504c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Saâd Sebbar,mapping__abf2fa6988d7a45e963adf247b7c028d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sabia Schwarzer,mapping__https://en.wikipedia.org/wiki/Allianz,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Sabia Schwarzer,mapping__72aba8f8aebcecbadb15c50e89141f11,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sabia Schwarzer,mapping__271dfc692260b6c09354c9a63a934537,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sabina Fluxà Thienemann,mapping__https://en.wikipedia.org/wiki/Telefónica,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Sabina Fluxà Thienemann,mapping__bf466fbc299743b0ea1a5f11191d2847,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sabina Fluxà Thienemann,mapping__d2e0de8ee09100361c4f111735fd46ee,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sabine Bendiek,mapping__https://en.wikipedia.org/wiki/Schaeffler_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Sabine Bendiek,mapping__416a014a7818a37e95141af8f3a534ca,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sabine Bendiek,mapping__a7a39ac656971839913f7305da5522ed,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sabine Chalmers,mapping__https://en.wikipedia.org/wiki/BT_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Sabine Chalmers,mapping__df0b597dbbc8b189cdcadc236d7ff590,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sabine Chalmers,mapping__be828e2f5e18b1a03954869367cd94b7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sabine Keller-Busse,mapping__https://en.wikipedia.org/wiki/UBS,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Sabine Keller-Busse,mapping__067f88a61ed25f85e72d6927cb180fd6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sabine Keller-Busse,mapping__0875857461c13ab21333b23876bbf4b6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Sabrina Hart,mapping__https://en.wikipedia.org/wiki/Zurich_Insurance_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
