source_global_identifier,destination_global_identifier,rel_type,rel_properties $
mapping__Pfizer-BioNTech COVID-19 coronavirus vaccines,KP__cfc5d121ffb6fa0c1424e2a480e7b748,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Pfizer-BioNTech COVID-19 coronavirus vaccines,mapping__c002e7e032d71af40638a6d672d24e4c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Pfizer-BioNTech COVID-19 coronavirus vaccines,mapping__693160ea7430231cddb702642ad2bc11,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,KP__dec398962ad052f0fee2f2330da26aeb,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__3ea5c6a6e22ae7d97e4a867b04c8257c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__8ffbb74c6eb8f08f9d8ba9b20a3fdbd9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__da302b40b4fdabc127fe47a9bc027e82,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__102d9d43ee9597618b91e3fc701d014c,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__765df5ee71f49589f5a2d797ca2e1a82,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__02df625687ed66c198d79482a264232b,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__728169963cd32dba8bf682a4b8ce417a,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__5c4bbce196bcd5590a7ae969a8f7ed6a,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__ef47e51005a6c133070e60f4ef65fe59,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__579da631db292d35de0b737026c2f4a1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__3042430708b0b376e8a7398f5f60cd11,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Moderna_COVID-19_vaccine,mapping__437842b012880623f3f920286a5f9f9f,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Novavax_COVID-19_vaccine,KP__dbe7123206b2be256caeb64b7423060e,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Novavax_COVID-19_vaccine,mapping__865138ddbd6e5640095332c75463f40d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Novavax_COVID-19_vaccine,mapping__ea1e096e2f81fe226c3ae48ca9e8b159,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Novavax_COVID-19_vaccine,mapping__83bf155bbb7a9c75d8d697beb3babf52,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Novavax_COVID-19_vaccine,mapping__7bffd1a79dcd9ef0b70ff3871d8b61f8,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Novavax_COVID-19_vaccine,mapping__388ea322990485242e7218324bcea6cb,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Novavax_COVID-19_vaccine,mapping__67d3fccc73bc4f81e614430b19a5fa2f,NAMEVARIANT,"{""from"":""external""}"
mapping__Novavax COVID-19 coronavirus vaccines,KP__dbe7123206b2be256caeb64b7423060e,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Novavax COVID-19 coronavirus vaccines,mapping__4cba8493c5e8c1e98afa11d3467ed53e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Novavax COVID-19 coronavirus vaccines,mapping__3a8f4299545825055f955d280b7b23fc,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Berkshire_Hathaway_Energy,mapping__df701229efb1c67037b76910c7535acb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Berkshire_Hathaway_Energy,mapping__9814af2543fbfe392085aa5f13460cce,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Berkshire_Hathaway_Energy,mapping__f9319167318b887be6d1886e929f2d09,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Analog_Devices,mapping__f3c6eef47a97a835c0c105e2a0cc2a36,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Analog_Devices,mapping__62b5def017404a3bd159a22766a6d65b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Analog_Devices,mapping__195d4a8a103be96f3ac357a6a5d005c6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Analog_Devices,mapping__c592d6d47f3ff0bc99045de748666ab4,NAMEVARIANT,"{""from"":""external""}"
mapping__Analog Devices Foundry Services,KP__f44897f85f40b6f4782195431f1d0d3e,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Analog Devices Foundry Services,mapping__e68a7bd776a51bf4d5c3fbcc8f29584a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Analog Devices Foundry Services,mapping__e949645086411682ec55fea15fc59f0c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Andexanet_alfa,KP__0561c22457ce25c15c5251b4100d79e7,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Andexanet_alfa,mapping__b829da604cb3f003515e66955e26cb4c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Andexanet_alfa,mapping__e46aeca9833677e2133db3e4c6fd9f39,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Andexanet_alfa,mapping__c43dde94d205e0b434231a581f9ca2f8,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Andexanet_alfa,mapping__3eb769861bf187cad739394b56f54958,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Andexanet_alfa,mapping__bf7e4e4a393c514fbaf2cc1121850bca,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Applied_Materials,mapping__6668f9e85ba9b17f0c5a88fb122e9cee,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Applied_Materials,mapping__9fed7f013bf641cfd27ffd5af4f4e55b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Applied_Materials,mapping__8a9aabea33b39364aa5adc3b5d72efd9,NAMEVARIANT,"{""from"":""external""}"
mapping__Aradhana Sarin,mapping__https://en.wikipedia.org/wiki/Alexion_Pharmaceuticals,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Aradhana Sarin,mapping__f08630df934fd608147d0b81c131e8b1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Aradhana Sarin,mapping__0c0ce71208fe9d38d58a99f30ddcd017,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/ArcelorMittal,mapping__e4e52302d37c1c2bb117ca2c91155d4c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/ArcelorMittal,mapping__f6919384de0deec28592b9c5e49d19a8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/ArcelorMittal,mapping__839dfaa2acb3de3d0e67e175c77778dd,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/ArcelorMittal,mapping__05cbcca85439d7daee73db5a16e8a4a5,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/ArcelorMittal,mapping__677ddda89e6df4d2a8af97ba21841249,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Arch_Capital_Group,mapping__12067c467d5de29291c80bf42cf60bde,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Arch_Capital_Group,mapping__37f93ad5966028edb53dda470d0e76bc,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Arch_Capital_Group,mapping__4a26daf851113a8c8ccb9dfe4984330c,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Arch_Capital_Group,mapping__61c418331341294e182eb5b8bec4e78a,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Arch_Capital_Group,mapping__b5eb422464514343f552ee246753fa9a,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Ardagh_Group,mapping__a340b595d195c841cdf24fc1691bdfe8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Ardagh_Group,mapping__74dcbc1cf3c2a63f958e8d8c78faaff1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Asbury_Automotive_Group,mapping__456fd67ea22cc1b84bd22cb146976dd5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Asbury_Automotive_Group,mapping__119e3e2c3c945450b59e15e2fa7e60e9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Asbury_Automotive_Group,mapping__b653f1e3b6dc74f7ce27ef1b87236f12,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/AstraZeneca,mapping__6fe47ace71826d78068f8b4642b0dfae,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/AstraZeneca,mapping__1268501dc3f30f4e3a97b541d7ca7bc2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/AstraZeneca,mapping__9555c25d6335d9817f06f2c502b7caf3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/AU_Optronics,mapping__06b0d4fc5e2b8de74aee3c7120cba48e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/AU_Optronics,mapping__e7f53de1357d05411614fb5628c6a12c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/AU_Optronics,mapping__370c56a6379b4c891396afb199b23648,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/AU_Optronics,mapping__8fd9ee6fda2275fa6dac2c803e0e5992,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/AutoAlliance_Thailand,KP__75ff76629ae6ca521415e6598b7d36fd,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/AutoAlliance_Thailand,mapping__014b462245603b2b0bf38bc744c640c5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/AutoAlliance_Thailand,mapping__501103f430c41beaf7249accafa6f6e2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/AutoAlliance_Thailand,mapping__967ea17ce656c33027aaa7eb4e224ff3,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Autoliv,KP__7eebac8a5ced987c52b6a98295eefd09,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Autoliv,mapping__277b8a9295d515e0a6c522e5cc4b232e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Autoliv,mapping__2c4660f4a144be53d212bc95fa5a853e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Autoliv,mapping__6dde836ec8c14f11f4b2be6867f5835b,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Autoliv,mapping__bd3611b9e9c9f19b44929943d2d2b7ca,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Autoliv,mapping__4d037d6b1d76c8f27ee061cc51e31e06,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/B&G_Foods,KP__ba5ef60d29578395fb0b9b42a3f9a280,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/B&G_Foods,mapping__dbcbe07304eec4ce9312769ba5917422,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/B&G_Foods,mapping__846a27a9ed1880d34b7c26fa1a837fba,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Badar Khan,mapping__https://en.wikipedia.org/wiki/National_Grid_plc,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Badar Khan,mapping__01ab2319a7daec20d87d394a0e0a8b31,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Badar Khan,mapping__5c4d2d52a275e11907bb2c1270cfbda7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Baker Knapp,KP__cd06a4869ccff3ac871b1a20142ea220,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Baker Knapp,mapping__a0a2720073b34bc836942de3dd64d336,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Baker Knapp,mapping__48fdc2ee3b84b2ebaa6b2827b6c6e49c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Banco_Bradesco,mapping__bb36516547afb56873bc623f94568083,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Banco_Bradesco,mapping__2984b10e6eb1fb4ed640804a2801e512,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Banco_Bradesco,mapping__92831f55846102e4c971d4802526ccba,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Banco_de_Chile,KP__33430b2da2fb3ac9e0e5543e22767b46,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Banco_de_Chile,mapping__3d72edb3484c485cee0cd8f05a748c4d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Banco_de_Chile,mapping__54febb4ee9e883f63524e29472cbb9a7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Banco_de_Chile,mapping__f3da823da31a0e6809e85bbf030f854f,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Bancolombia,KP__2e8a98b30fa38f74fa077c8b2dbcf428,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bancolombia,mapping__c8899b94c9cba75239b5931000153bf0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bancolombia,mapping__d07d1f468033a52be48b1cc16f32a355,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bancolombia,mapping__b4b18f58aade5f23131b5ad66ec89bad,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Bank_of_Montreal,mapping__331ec6626be9f553d5c1870e86d3567f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bank_of_Montreal,mapping__759913941113e80601dd5a7c718176b5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bank_of_Montreal,mapping__1f5c2473a7f4fee9bb2528f4006b827e,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Bank_of_Montreal,mapping__e2e94053acfc8bf5ebc2b228800dd168,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Bank_of_Montreal,mapping__98ae9c83edb0af55859533e3e1c66b04,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Bank_of_Ningbo,KP__5f3f86bca485965a015330ccd8a661d0,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bank_of_Ningbo,mapping__682c0c6373a7008d5fa906009a3b69b4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bank_of_Ningbo,mapping__64f656bee7af43c46c636d2b0ac254a3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Barrick_Gold,mapping__4670ddb64cc0576c003b43446aeda0ae,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Barrick_Gold,mapping__faaf1eb2c0e92c6d31b33737cf5866e7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Barrick_Gold,mapping__160eddc7992ceae0bc6af1004c9f54f0,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Beacon_Building_Products,mapping__7b6f151dbdf874853c72f19f6ed612d1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Beacon_Building_Products,mapping__9a176a09325f8a1c829b71bc2d4b1647,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Beacon_Building_Products,mapping__c8cab68b8ebc37df118031a20ca6fd43,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Beacon_Building_Products,mapping__33cd96467b7da3b87d1e022798f7a008,NAMEVARIANT,"{""from"":""external""}"
mapping__Bernhard Günther,mapping__https://en.wikipedia.org/wiki/Fortum,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bernhard Günther,mapping__b2f1ce6d63ad0ddb6aa2bca16d21dce1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bernhard Günther,mapping__b8a62cf1317e23fb82511bb9d346a39c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Berry_Global,KP__d059d5e509e17937c782cf63646b84b5,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Berry_Global,mapping__4091a17f5a56d8d78d59d2fda0cb8928,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Berry_Global,mapping__49870b1701cb5cebc53349407572fc62,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Berry_Global,mapping__c8b4789922485ed8067211bdccca16ed,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Berry_Global,mapping__5f7bcff34fd2513324a67f06b291c3d7,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/BHP,KP__c503f35fcdc52d4912f2ca64ea221306;2d85885caba32665f3bce24676cbefa9,RELATED,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/BHP,mapping__2b1ba4baa3cc77c67344a51e2aaf26cd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/BHP,mapping__5ff55186f3c85579ad3b051139035f2d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Hoyt,KP__8VxhJDwDkQmaymncG6fKNR,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Hoyt,mapping__https://en.wikipedia.org/wiki/HSBC,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Hoyt,mapping__55fd13785c0788eabd30f9f8c177da9b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Hoyt,mapping__234739bff1f167d5bb632420e8fe81c4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Boise_Cascade,mapping__cb554d7db4fe2936d636d68c5fe1304a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Boise_Cascade,mapping__ca67ef09ae9b80f83ee3cfc795a48287,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/BorgWarner,mapping__37b490a137e1f06e8e6bbd29c61c2bbb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/BorgWarner,mapping__0582c0a232856ac50c9bf971b7e04ed9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/BorgWarner,mapping__2370a554371eace22ab7cab48f22926c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Braskem,mapping__401c56bb7624cca50c10aab3772f56ff,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Braskem,mapping__c45d3b17c57901488f3f6ac4dd374fd2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Braskem,mapping__81ffbfc1ac3edf6c2654408c9e846daa,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brian Goff,mapping__https://en.wikipedia.org/wiki/Alexion_Pharmaceuticals,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Brian Goff,mapping__f4a2685397c6ef5e1cbc2d661f43987d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brian Goff,mapping__0699ba2f418a3f1ce4a972bc601914b7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brian Melka,mapping__https://en.wikipedia.org/wiki/Kohler,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Brian Melka,mapping__9cc4d23eeb9a75845a44c9dd69380457,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brian Melka,mapping__808fb9bd619cc5697b83146e7a6071c8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Brighthouse_Financial,mapping__76d11d5b965916c8e1c1e770827a79e3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Brighthouse_Financial,mapping__3afdd2061932e81bed40527fdae2502b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Brighthouse_Financial,mapping__d11aa23509f6ec1c93519ed94aceddda,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Brookfield_Infrastructure_Partners,KP__854fa083cd5febbe3ad75c4964962e19,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Brookfield_Infrastructure_Partners,mapping__83a6021a8df3d583be9c8b4186253a67,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Brookfield_Infrastructure_Partners,mapping__9636235b455b100bf103dc501d1d166a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bruce A. Johnson,mapping__https://en.wikipedia.org/wiki/Jabil,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bruce A. Johnson,mapping__11490c9d660edcd52382f3ca489ce7bc,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bruce A. Johnson,mapping__b77819a4821a447a78624d3acf2cfafe,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Builders_FirstSource,mapping__200e20069f4033e1312836a1871ac0d9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Builders_FirstSource,mapping__b148bb64deb0a8379a974e8a80803861,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Builders_FirstSource,mapping__ec64dfda0399c45cb22f5a3f3bb50067,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Calvin Haack,"KP__ed2de4f3fbc207e1265ef3ce4a4c7ec1,316ac0d178c7571f4693c5ba010cdda6",ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Calvin Haack,mapping__0403611f69a796005a82abc71cbcc5db,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Calvin Haack,mapping__fdecb9bbcf4849b4acd3c241ce9706b7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
