keyword,caption_name,groups,topic_id,entity_type,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
straw export shipment,straw export shipments,commodity match,188158,commodity match,,CommodityMatch,straw export shipments,,dgm_agr_mentioned_entities,fbc0bdfae70936f5fe117e99cf6cd595,dgm_agr_mentioned_entities__0e9c6975500ee24a3a8c174fe41a56a2
steelhead export shipment,steelhead export shipments,commodity match,188158,commodity match,,CommodityMatch,steelhead export shipments,,dgm_agr_mentioned_entities,864deda37a2752210cc28eb4b37e3dd6,dgm_agr_mentioned_entities__7bfa8b99b1d4ec6a112aef775814d8c8
squash export shipment,squash export shipments,commodity match,188158,commodity match,,CommodityMatch,squash export shipments,,dgm_agr_mentioned_entities,f33e1235ce41bb3a4676ce39f8623e63,dgm_agr_mentioned_entities__106bdccca732a14bf6280eaeeaf439f1
spruce export shipment,spruce export shipments,commodity match,188158,commodity match,,CommodityMatch,spruce export shipments,,dgm_agr_mentioned_entities,ba1b839fba5680f7e899d82c629f86a5,dgm_agr_mentioned_entities__a887b41bff71c696bc7752cf7723e84c
spinach export shipment,spinach export shipments,commodity match,188158,commodity match,,CommodityMatch,spinach export shipments,,dgm_agr_mentioned_entities,baf670faad8efe0093d83e9ab45e0fd0,dgm_agr_mentioned_entities__de724ef867b48a314b01c628a60d6c89
spices export shipment,spices export shipments,commodity match,188158,commodity match,,CommodityMatch,spices export shipments,,dgm_agr_mentioned_entities,57c514768508b21b859b0c66f8efed8e,dgm_agr_mentioned_entities__c038c1749d59f9a12d86d53c47bd73f6
soybean oil export shipment,soybean oil export shipments,commodity match,188158,commodity match,,CommodityMatch,soybean oil export shipments,,dgm_agr_mentioned_entities,7b5d46f95aea31187fade941f6543b25,dgm_agr_mentioned_entities__b84b85deaa1c9c2b505c66d9cdc7588f
soybean export shipment,soybean export shipments,commodity match,188158,commodity match,,CommodityMatch,soybean export shipments,,dgm_agr_mentioned_entities,d21dc4c79e3b9213a3a19c8434c92953,dgm_agr_mentioned_entities__81106254c7401c5c10825f1762f0f327
soyabean export shipment,soyabean export shipments,commodity match,188158,commodity match,,CommodityMatch,soyabean export shipments,,dgm_agr_mentioned_entities,9d6f12dc9e6101e9182f3c169702951c,dgm_agr_mentioned_entities__7ccea46f873dea49eec9833fd4d62121
soy oil export shipment,soy oil export shipments,commodity match,188158,commodity match,,CommodityMatch,soy oil export shipments,,dgm_agr_mentioned_entities,fd1ed7e3ed248e36266abfd9314ebc86,dgm_agr_mentioned_entities__23416a8bf1a498cdc4e6e34c1b6765f1
soy beans export shipment,soy beans export shipments,commodity match,188158,commodity match,,CommodityMatch,soy beans export shipments,,dgm_agr_mentioned_entities,30706877d30d422d0893fb3c63e74285,dgm_agr_mentioned_entities__7ccc434303df1b3a8b355b004b1b2c15
soy bean export shipment,soy bean export shipments,commodity match,188158,commodity match,,CommodityMatch,soy bean export shipments,,dgm_agr_mentioned_entities,4fef1060a5874184e7f2aec0aba449d2,dgm_agr_mentioned_entities__2e32706b0e1c46b7f0d8a1ab29c2d097
sompu export shipment,sompu export shipments,commodity match,188158,commodity match,,CommodityMatch,sompu export shipments,,dgm_agr_mentioned_entities,c3cf723d7d029aaa50dfeb639ed5c951,dgm_agr_mentioned_entities__16465c30478b0441ac23c41f5041909a
semolina export shipment,semolina export shipments,commodity match,188158,commodity match,,CommodityMatch,semolina export shipments,,dgm_agr_mentioned_entities,b2a5224f05be57e1eb937183a7d03ca4,dgm_agr_mentioned_entities__1b07120136352bbe2815dd3a749db560
fennel export shipment,fennel export shipments,commodity match,188158,commodity match,,CommodityMatch,fennel export shipments,,dgm_agr_mentioned_entities,ff7bca17310ba516659c7e321e7764fc,dgm_agr_mentioned_entities__6f2e05a82dda13f5df586d4842917c90
smelt export shipment,smelt export shipments,commodity match,188158,commodity match,,CommodityMatch,smelt export shipments,,dgm_agr_mentioned_entities,b2f5e8adb7119ac071adbdf1001264fd,dgm_agr_mentioned_entities__67fa4ef819b12f421498f01b05bbc1b0
silage export shipment,silage export shipments,commodity match,188158,commodity match,,CommodityMatch,silage export shipments,,dgm_agr_mentioned_entities,ba5e5480ecd35ab3ec8359263c0d6ac3,dgm_agr_mentioned_entities__885e81c3093c034c53fb432dd0f0532a
musk melon export shipment,musk melon export shipments,commodity match,188158,commodity match,,CommodityMatch,musk melon export shipments,,dgm_agr_mentioned_entities,f3921d992fb1bbdf181837a8646f7b10,dgm_agr_mentioned_entities__97645831e81885600a2c618173b676b4
shrimp export shipment,shrimp export shipments,commodity match,188158,commodity match,,CommodityMatch,shrimp export shipments,,dgm_agr_mentioned_entities,4d64c7ac56fd2295db03f7643d851c07,dgm_agr_mentioned_entities__dfe16958b1f67dc17899b1d04f4307e5
sheep  export shipment,sheep  export shipments,commodity match,188158,commodity match,,CommodityMatch,sheep  export shipments,,dgm_agr_mentioned_entities,99f6e1a0685c3bf8e9c3d54c75d6f001,dgm_agr_mentioned_entities__67d00042d02592a1b57f6709adf03275
shad export shipment,shad export shipments,commodity match,188158,commodity match,,CommodityMatch,shad export shipments,,dgm_agr_mentioned_entities,7f992a21bd44949cfeab4aad7f9cab9a,dgm_agr_mentioned_entities__c49cfd4e8970c2b0b902fb389ce3bd67
sesame export shipment,sesame export shipments,commodity match,188158,commodity match,,CommodityMatch,sesame export shipments,,dgm_agr_mentioned_entities,36261ec6a7fbb66eec608ed3da760b5a,dgm_agr_mentioned_entities__d10ca681ebb9b99532fc3161a4b51f20
sesame seed oil export shipment,sesame seed oil export shipments,commodity match,188158,commodity match,,CommodityMatch,sesame seed oil export shipments,,dgm_agr_mentioned_entities,e67a0d472ef064da5d5d96d33b8491b1,dgm_agr_mentioned_entities__0f71c604ec3e11aaf15348b18b69c8cc
sesame seed export shipment,sesame seed export shipments,commodity match,188158,commodity match,,CommodityMatch,sesame seed export shipments,,dgm_agr_mentioned_entities,7f84f06671d216244a1287171a23ccab,dgm_agr_mentioned_entities__0a0275830c12853e977e61ac2f64a4db
satsumas export shipment,satsumas export shipments,commodity match,188158,commodity match,,CommodityMatch,satsumas export shipments,,dgm_agr_mentioned_entities,19646a8f9ef41fd81f620d02341c7050,dgm_agr_mentioned_entities__4a562a97513b541aca311680824b5a7f
salmon export shipment,salmon export shipments,commodity match,188158,commodity match,,CommodityMatch,salmon export shipments,,dgm_agr_mentioned_entities,fdc3e4f2ab5249efb758e9ed144fa8ba,dgm_agr_mentioned_entities__5dd4f51507328a2bd6343daad0a3f62a
saffron export shipment,saffron export shipments,commodity match,188158,commodity match,,CommodityMatch,saffron export shipments,,dgm_agr_mentioned_entities,0f0eeec7712c7595b2b52b7f49a3b03a,dgm_agr_mentioned_entities__9ec050fef0574363df59156166503365
ryegrass seed export shipment,ryegrass seed export shipments,commodity match,188158,commodity match,,CommodityMatch,ryegrass seed export shipments,,dgm_agr_mentioned_entities,2afa102fc9373657e63ad086bd87a2f5,dgm_agr_mentioned_entities__4e9ac76c168ee9095fd3802d7c03de05
rye export shipment,rye export shipments,commodity match,188158,commodity match,,CommodityMatch,rye export shipments,,dgm_agr_mentioned_entities,7c0a61671c88e62b8744ddf96116cc07,dgm_agr_mentioned_entities__4858d8d677553bac4b15e535252e79bf
root vegetable  export shipment,root vegetable  export shipments,commodity match,188158,commodity match,,CommodityMatch,root vegetable  export shipments,,dgm_agr_mentioned_entities,1cbecd6d9489da73a7b0cd00aa67330f,dgm_agr_mentioned_entities__18199679f6576cc45284f38ff51265bd
rubber  export shipment,rubber  export shipments,commodity match,188158,commodity match,,CommodityMatch,rubber  export shipments,,dgm_agr_mentioned_entities,040657cb5500236005f2643499906436,dgm_agr_mentioned_entities__fb48594e7ba3fc09cfe9aaec86be4ba5
rockfish export shipment,rockfish export shipments,commodity match,188158,commodity match,,CommodityMatch,rockfish export shipments,,dgm_agr_mentioned_entities,f598066ba759b4315e5a4dd052d1eab3,dgm_agr_mentioned_entities__e04aaee424a9572328c5d37513778887
rice bran oil export shipment,rice bran oil export shipments,commodity match,188158,commodity match,,CommodityMatch,rice bran oil export shipments,,dgm_agr_mentioned_entities,143af437d4df1b65cb0674e95cc355d5,dgm_agr_mentioned_entities__eb6c5a654e41335d366f196da7a66147
rhubarb export shipment,rhubarb export shipments,commodity match,188158,commodity match,,CommodityMatch,rhubarb export shipments,,dgm_agr_mentioned_entities,43509660cfb501507f0a241b02d46f0d,dgm_agr_mentioned_entities__24b7c1f3bf0de54cba38d07dadf4e399
resinwood export shipment,resinwood export shipments,commodity match,188158,commodity match,,CommodityMatch,resinwood export shipments,,dgm_agr_mentioned_entities,82f4e388b4528de076f56ed12b8cd816,dgm_agr_mentioned_entities__952b5c4f4c916a32d926c200aa4737bc
reed canarygrass seed export shipment,reed canarygrass seed export shipments,commodity match,188158,commodity match,,CommodityMatch,reed canarygrass seed export shipments,,dgm_agr_mentioned_entities,7e60f57ef73200221888e892f18b7c2b,dgm_agr_mentioned_entities__e0ed9175695c839f567f25cb2abf3f79
red snapper export shipment,red snapper export shipments,commodity match,188158,commodity match,,CommodityMatch,red snapper export shipments,,dgm_agr_mentioned_entities,5db4cc26c3b2c12fd22fd1e5358eb34f,dgm_agr_mentioned_entities__18be1ed9786d84e39b03f013cfe1c358
red gram export shipment,red gram export shipments,commodity match,188158,commodity match,,CommodityMatch,red gram export shipments,,dgm_agr_mentioned_entities,897b49847f4fce60d74bcea99fe6bd31,dgm_agr_mentioned_entities__56e3061d349cd6cb3ca308287adb536b
raspberries export shipment,raspberries export shipments,commodity match,188158,commodity match,,CommodityMatch,raspberries export shipments,,dgm_agr_mentioned_entities,afe4fc6ae209434362fdb4ca42aab9cc,dgm_agr_mentioned_entities__207c3c61ecb4114ee45c382439b66bea
rapeseed export shipment,rapeseed export shipments,commodity match,188158,commodity match,,CommodityMatch,rapeseed export shipments,,dgm_agr_mentioned_entities,a5970f832825986f41e4796e97217624,dgm_agr_mentioned_entities__5a5d85b2705d95c71ef6b76b2e473a6d
rape and mustard seed export shipment,rape and mustard seed export shipments,commodity match,188158,commodity match,,CommodityMatch,rape and mustard seed export shipments,,dgm_agr_mentioned_entities,ed733dc687674c05e07c29e5cb9a0e7b,dgm_agr_mentioned_entities__78c0fad4c3d37b731bb66de83317c2d1
rape and mustard oil export shipment,rape and mustard oil export shipments,commodity match,188158,commodity match,,CommodityMatch,rape and mustard oil export shipments,,dgm_agr_mentioned_entities,4d3a9752ac86ea219e40845de88ae5f6,dgm_agr_mentioned_entities__5c4c2ece8da8c9dc632ae9ca0fd83371
ramtil export shipment,ramtil export shipments,commodity match,188158,commodity match,,CommodityMatch,ramtil export shipments,,dgm_agr_mentioned_entities,6ab8176f7ec26f0a5fb559c8e25f4e55,dgm_agr_mentioned_entities__5fc34eb51c7c95b4272e3fe6bcb8b5b1
radishes export shipment,radishes export shipments,commodity match,188158,commodity match,,CommodityMatch,radishes export shipments,,dgm_agr_mentioned_entities,080c70aef5c4956b667b987bd336559b,dgm_agr_mentioned_entities__d59ac36e90417d613257233e7d544f54
radish seed export shipment,radish seed export shipments,commodity match,188158,commodity match,,CommodityMatch,radish seed export shipments,,dgm_agr_mentioned_entities,ada081f2651d1fdf7269f53d9e05beea,dgm_agr_mentioned_entities__352f651279c59923804f16608ad7fa14
raddish export shipment,raddish export shipments,commodity match,188158,commodity match,,CommodityMatch,raddish export shipments,,dgm_agr_mentioned_entities,a083984c6a6cb748525bb6e8e1b5f8c2,dgm_agr_mentioned_entities__6f61733ec0d4d97c5bc09ff496a4f37a
rabbits export shipment,rabbits export shipments,commodity match,188158,commodity match,,CommodityMatch,rabbits export shipments,,dgm_agr_mentioned_entities,6134dc0745fe1f41485d3b0b8bc6c8fc,dgm_agr_mentioned_entities__2f1fb09680a6d04c4c5fe2e37aef8762
quince export shipment,quince export shipments,commodity match,188158,commodity match,,CommodityMatch,quince export shipments,,dgm_agr_mentioned_entities,fa26955e63239905192a7edf992d02c1,dgm_agr_mentioned_entities__09fce4125e78afac24fc02c1a2d142d1
quail export shipment,quail export shipments,commodity match,188158,commodity match,,CommodityMatch,quail export shipments,,dgm_agr_mentioned_entities,34b1c7f160d9ff12d04db28273cdb3d1,dgm_agr_mentioned_entities__f54b6d816848f17419331abb5898ec03
pumpkins export shipment,pumpkins export shipments,commodity match,188158,commodity match,,CommodityMatch,pumpkins export shipments,,dgm_agr_mentioned_entities,61c99a3e4a576d380ef3cc230f3936b2,dgm_agr_mentioned_entities__236d69b81c66d7d03b2d342ca749dacd
pumpkin export shipment,pumpkin export shipments,commodity match,188158,commodity match,,CommodityMatch,pumpkin export shipments,,dgm_agr_mentioned_entities,a5ec0042a37f096a281a1b53da70b8b0,dgm_agr_mentioned_entities__e9e35cd6e89db840bcde37177296ea7d
pulses export shipment,pulses export shipments,commodity match,188158,commodity match,,CommodityMatch,pulses export shipments,,dgm_agr_mentioned_entities,6a53e8956cb6a3f81873981472c052c2,dgm_agr_mentioned_entities__f3ad4e47b02edac6ac8adc5beabd5dc0
prunes export shipment,prunes export shipments,commodity match,188158,commodity match,,CommodityMatch,prunes export shipments,,dgm_agr_mentioned_entities,4dfc66841c9c689a68fa4816c20bedc0,dgm_agr_mentioned_entities__1008a23ff1a4764dc56e7a90dac3441c
poultry export shipment,poultry export shipments,commodity match,188158,commodity match,,CommodityMatch,poultry export shipments,,dgm_agr_mentioned_entities,2d32a359998e4381fbaa979e79f04cf1,dgm_agr_mentioned_entities__6abb217b22164686ce9a30535ed6b2aa
potatoes export shipment,potatoes export shipments,commodity match,188158,commodity match,,CommodityMatch,potatoes export shipments,,dgm_agr_mentioned_entities,fce5c3e923f6f468b52d2cdb6f3b5a31,dgm_agr_mentioned_entities__469fb0d0e7583da6e43bc295752a3444
potato export shipment,potato export shipments,commodity match,188158,commodity match,,CommodityMatch,potato export shipments,,dgm_agr_mentioned_entities,a119a092032883ed208bbf8cf0a8fb8e,dgm_agr_mentioned_entities__b27e35da66dae90e033a677dd0ee3736
pork export shipment,pork export shipments,commodity match,188158,commodity match,,CommodityMatch,pork export shipments,,dgm_agr_mentioned_entities,d2e5ca56f12632c2b9d02a4d89ae9e0f,dgm_agr_mentioned_entities__b6d01c5a7a543a1a6b8b5fe8ffe27ffb
poplar trees export shipment,poplar trees export shipments,commodity match,188158,commodity match,,CommodityMatch,poplar trees export shipments,,dgm_agr_mentioned_entities,e489d068ee3b0da4a8c775320b218656,dgm_agr_mentioned_entities__9ef2e4f58c936039f67c8b1b9dcd35f8
ponderosa pine export shipment,ponderosa pine export shipments,commodity match,188158,commodity match,,CommodityMatch,ponderosa pine export shipments,,dgm_agr_mentioned_entities,ec7c3a53e3392cecf5f35853cffa4863,dgm_agr_mentioned_entities__b051e0678a6668bef3da483eb6885d35
pomegranate export shipment,pomegranate export shipments,commodity match,188158,commodity match,,CommodityMatch,pomegranate export shipments,,dgm_agr_mentioned_entities,fcae69fa1e601fce45ce72334a3fd276,dgm_agr_mentioned_entities__3bba4e09409bf9df73fed8db25478f61
plums export shipment,plums export shipments,commodity match,188158,commodity match,,CommodityMatch,plums export shipments,,dgm_agr_mentioned_entities,768abc96b0afd964069808d29a728554,dgm_agr_mentioned_entities__5887ffcb71611e1dabb85e2bda05d54a
plum export shipment,plum export shipments,commodity match,188158,commodity match,,CommodityMatch,plum export shipments,,dgm_agr_mentioned_entities,3376f709c32c06a04dc3ea91061cb39b,dgm_agr_mentioned_entities__99fa97f84fd42e687de1bda21d9a9697
plantains export shipment,plantains export shipments,commodity match,188158,commodity match,,CommodityMatch,plantains export shipments,,dgm_agr_mentioned_entities,f7056c611bec070c87c110a6050d6106,dgm_agr_mentioned_entities__0854693255d66510e99404014e684392
pineapples export shipment,pineapples export shipments,commodity match,188158,commodity match,,CommodityMatch,pineapples export shipments,,dgm_agr_mentioned_entities,8004e4241b9a6596a3985eca1c82982d,dgm_agr_mentioned_entities__bae4be4fecf40d12b9ef5daa761de9a7
pineapple export shipment,pineapple export shipments,commodity match,188158,commodity match,,CommodityMatch,pineapple export shipments,,dgm_agr_mentioned_entities,72aaff43db936dbd52b1c8fc8044a3eb,dgm_agr_mentioned_entities__7ad410f3909d17061e7d95b0773a8b6a
pimento export shipment,pimento export shipments,commodity match,188158,commodity match,,CommodityMatch,pimento export shipments,,dgm_agr_mentioned_entities,f5bb7fdd2b56a9f4daf862ace3ef7e09,dgm_agr_mentioned_entities__d884def4b229b7225c101947657fd48a
pig meat export shipment,pig meat export shipments,commodity match,188158,commodity match,,CommodityMatch,pig meat export shipments,,dgm_agr_mentioned_entities,8c48483fde034be5173f115c193bb44f,dgm_agr_mentioned_entities__8bd6fbd4445b4c23c6dc902af4d3f968
pheasants export shipment,pheasants export shipments,commodity match,188158,commodity match,,CommodityMatch,pheasants export shipments,,dgm_agr_mentioned_entities,9cc4ae2a900bf2e6cb90ad427dd2edd1,dgm_agr_mentioned_entities__7fe1c990ec1beec3f8810a81d6941b53
persimon export shipment,persimon export shipments,commodity match,188158,commodity match,,CommodityMatch,persimon export shipments,,dgm_agr_mentioned_entities,3ae58d64d6abbf5adcbe27eff3c1d0e9,dgm_agr_mentioned_entities__82008f7cca8af5d41d9842db32441c9e
perch export shipment,perch export shipments,commodity match,188158,commodity match,,CommodityMatch,perch export shipments,,dgm_agr_mentioned_entities,8b5bcdabd62f653c1b5b9ac6caebac18,dgm_agr_mentioned_entities__cab9b426ecd4644a31c9dc89433d5e29
peppers export shipment,peppers export shipments,commodity match,188158,commodity match,,CommodityMatch,peppers export shipments,,dgm_agr_mentioned_entities,0cb77304a54c83b7376eb40094a5eeb6,dgm_agr_mentioned_entities__c25289ecacfb756bc3ff4dfc9b828334
peppermint export shipment,peppermint export shipments,commodity match,188158,commodity match,,CommodityMatch,peppermint export shipments,,dgm_agr_mentioned_entities,47e873af11ab5db908535f0e29932656,dgm_agr_mentioned_entities__262f185b1ad2cd8d78305b08806df7e9
pepper export shipment,pepper export shipments,commodity match,188158,commodity match,,CommodityMatch,pepper export shipments,,dgm_agr_mentioned_entities,67789a8bc79d3e6c349bc39871f432ad,dgm_agr_mentioned_entities__936fb13fd4cafa87ff8d6e84297e90f7
pelagic fish export shipment,pelagic fish export shipments,commodity match,188158,commodity match,,CommodityMatch,pelagic fish export shipments,,dgm_agr_mentioned_entities,5b67aecdf6230a8edca8b40366d22e0f,dgm_agr_mentioned_entities__7a3079b54f1fc3f893145d42766d2f40
pegeon pea  export shipment,pegeon pea  export shipments,commodity match,188158,commodity match,,CommodityMatch,pegeon pea  export shipments,,dgm_agr_mentioned_entities,bc8cb8d9ec776095e9b4f89f6467a2cb,dgm_agr_mentioned_entities__2aa8a04f242fd958056286bda6822cbc
peat moss  export shipment,peat moss  export shipments,commodity match,188158,commodity match,,CommodityMatch,peat moss  export shipments,,dgm_agr_mentioned_entities,1f38dcd896726224c316c85a75071f1d,dgm_agr_mentioned_entities__19a97ea45728831c803b1850c0744cff
peas export shipment,peas export shipments,commodity match,188158,commodity match,,CommodityMatch,peas export shipments,,dgm_agr_mentioned_entities,6ce1ac867cf3f0476609bb23e2b7e7cc,dgm_agr_mentioned_entities__60e3abb26f3a2144cb4e6ec77577e27d
pears export shipment,pears export shipments,commodity match,188158,commodity match,,CommodityMatch,pears export shipments,,dgm_agr_mentioned_entities,7ab7b58d3e1796fb78dfbec6db99f419,dgm_agr_mentioned_entities__637489c396dad462af690b2024f939f1
pearl export shipment,pearl export shipments,commodity match,188158,commodity match,,CommodityMatch,pearl export shipments,,dgm_agr_mentioned_entities,56e3cbb635c38fa7f6a1b5904007b07e,dgm_agr_mentioned_entities__7f908cc755498a226dc92c3c0994e18b
pear export shipment,pear export shipments,commodity match,188158,commodity match,,CommodityMatch,pear export shipments,,dgm_agr_mentioned_entities,654fdbaca027a98506e0a1ef08bd7994,dgm_agr_mentioned_entities__bb1e22519d48061ed8d21cb8aaa767b3
peaches export shipment,peaches export shipments,commodity match,188158,commodity match,,CommodityMatch,peaches export shipments,,dgm_agr_mentioned_entities,b5e3240712cee581bb5d6ae31dd9ed81,dgm_agr_mentioned_entities__414a3580dcb506d42a3b0954c61fccd2
peach export shipment,peach export shipments,commodity match,188158,commodity match,,CommodityMatch,peach export shipments,,dgm_agr_mentioned_entities,c663b279556d4017e1e01384461c9e04,dgm_agr_mentioned_entities__859d7b62f19f239236866b1bc3bbf23e
parsnips export shipment,parsnips export shipments,commodity match,188158,commodity match,,CommodityMatch,parsnips export shipments,,dgm_agr_mentioned_entities,a8738a25032981ec48f74e5f14ecd1e8,dgm_agr_mentioned_entities__a01ba3b079efe2b03e87959c8ea2ca1a
parsley export shipment,parsley export shipments,commodity match,188158,commodity match,,CommodityMatch,parsley export shipments,,dgm_agr_mentioned_entities,d73f13d0d605174da4963fd4ed1bcd5b,dgm_agr_mentioned_entities__59bfb29abeba13297b6a4031b3a98bc0
papaya export shipment,papaya export shipments,commodity match,188158,commodity match,,CommodityMatch,papaya export shipments,,dgm_agr_mentioned_entities,bd681a4aad103abee41d45ce9e0c619e,dgm_agr_mentioned_entities__a7e578e5b38116540b3f441b5e06f81b
palmoil export shipment,palmoil export shipments,commodity match,188158,commodity match,,CommodityMatch,palmoil export shipments,,dgm_agr_mentioned_entities,896151df51d82adcba4c35671cdd4a4d,dgm_agr_mentioned_entities__539a254a557a8f3868e148cd417af53c
palm kernels export shipment,palm kernels export shipments,commodity match,188158,commodity match,,CommodityMatch,palm kernels export shipments,,dgm_agr_mentioned_entities,cde57b60874086ec9130287c22cf797d,dgm_agr_mentioned_entities__0d7bb70553e1212d5f7f979eb20df9dd
palm kernel oil export shipment,palm kernel oil export shipments,commodity match,188158,commodity match,,CommodityMatch,palm kernel oil export shipments,,dgm_agr_mentioned_entities,49e4cf9ed7c216ae80751495abf7dcd7,dgm_agr_mentioned_entities__f7cc17cb03b1942a7c5ebcffe7cd97ec
oysters export shipment,oysters export shipments,commodity match,188158,commodity match,,CommodityMatch,oysters export shipments,,dgm_agr_mentioned_entities,e4fbb5e2ab6e158cfa8be8a89f23985f,dgm_agr_mentioned_entities__03e453490115efa81822761a027266f7
ox export shipment,ox export shipments,commodity match,188158,commodity match,,CommodityMatch,ox export shipments,,dgm_agr_mentioned_entities,d195cba454f53cfb1994eff13ab25d4c,dgm_agr_mentioned_entities__bd259117071f4c7b7d59c16578e0b5d8
orchid export shipment,orchid export shipments,commodity match,188158,commodity match,,CommodityMatch,orchid export shipments,,dgm_agr_mentioned_entities,6203aa7e1270261c36a91b91c8b93993,dgm_agr_mentioned_entities__416a1fb466bba0a61e9db33e7d1fc2c4
orchardgrass seed export shipment,orchardgrass seed export shipments,commodity match,188158,commodity match,,CommodityMatch,orchardgrass seed export shipments,,dgm_agr_mentioned_entities,3506414f085f452065d5c88ef80f9d2c,dgm_agr_mentioned_entities__e9583ed1cd81a696f9dc320f474a2d88
oranges export shipment,oranges export shipments,commodity match,188158,commodity match,,CommodityMatch,oranges export shipments,,dgm_agr_mentioned_entities,2274a4f1f71dbbd3ef3b6a539aaa2c11,dgm_agr_mentioned_entities__2027b70213cc5d3ce41f9b2c7a5d7c0e
onions export shipment,onions export shipments,commodity match,188158,commodity match,,CommodityMatch,onions export shipments,,dgm_agr_mentioned_entities,a4071ab3f9fe8f94985379066924e319,dgm_agr_mentioned_entities__f34da45063edc79d11525992d89baa3c
onion green export shipment,onion green export shipments,commodity match,188158,commodity match,,CommodityMatch,onion green export shipments,,dgm_agr_mentioned_entities,cb2bb81b1e796c08379318c488908d1b,dgm_agr_mentioned_entities__877146b8b03ba0dcacfd3152fbcf53a9
onion export shipment,onion export shipments,commodity match,188158,commodity match,,CommodityMatch,onion export shipments,,dgm_agr_mentioned_entities,ea5b482843669cbc6bb05d4b9b1e7d45,dgm_agr_mentioned_entities__6c53159f4ad64178aedc8043196bd17e
olives export shipment,olives export shipments,commodity match,188158,commodity match,,CommodityMatch,olives export shipments,,dgm_agr_mentioned_entities,c0b694c25dcf3c67122c8bca0152e21d,dgm_agr_mentioned_entities__2aaa1744c9be5fd9f7fef3c080e1456e
olive oil export shipment,olive oil export shipments,commodity match,188158,commodity match,,CommodityMatch,olive oil export shipments,,dgm_agr_mentioned_entities,ebc455d2c69fcecde8a0aadf0ddf161a,dgm_agr_mentioned_entities__9aa2126273b4f4febe441e339643ecaf
oilseed export shipment,oilseed export shipments,commodity match,188158,commodity match,,CommodityMatch,oilseed export shipments,,dgm_agr_mentioned_entities,3ef6bebc31f3d26c46ea7c18f082c1fe,dgm_agr_mentioned_entities__808a24f89cd0e1db2d7c04a07e61f269
oilcrops  export shipment,oilcrops  export shipments,commodity match,188158,commodity match,,CommodityMatch,oilcrops  export shipments,,dgm_agr_mentioned_entities,88dfea69c30af5ceaf838e51765a9bf5,dgm_agr_mentioned_entities__af64a134651f0d1825a97c92cbe2a3e7
oil palm fruit export shipment,oil palm fruit export shipments,commodity match,188158,commodity match,,CommodityMatch,oil palm fruit export shipments,,dgm_agr_mentioned_entities,41d57407ffd3aadfd1627379cfad6c1a,dgm_agr_mentioned_entities__89b47b379ce6c3e172f91d2f2930f5a2
oats export shipment,oats export shipments,commodity match,188158,commodity match,,CommodityMatch,oats export shipments,,dgm_agr_mentioned_entities,1c76ac7e788fd7704c3428841017b677,dgm_agr_mentioned_entities__99f3225538a63c8ab6e540d325b30f5a
nuts export shipment,nuts export shipments,commodity match,188158,commodity match,,CommodityMatch,nuts export shipments,,dgm_agr_mentioned_entities,6ce75cb199955a3050b262d38573b480,dgm_agr_mentioned_entities__fd800ae9d11f7d5a7a094b778751ae32
nutmeg export shipment,nutmeg export shipments,commodity match,188158,commodity match,,CommodityMatch,nutmeg export shipments,,dgm_agr_mentioned_entities,6dc39e70d99afbb9ac3de4c77900222b,dgm_agr_mentioned_entities__287a0b44949c717c674b1c00d5e05880
nectarines export shipment,nectarines export shipments,commodity match,188158,commodity match,,CommodityMatch,nectarines export shipments,,dgm_agr_mentioned_entities,e08e34a54e23b0708273bebd3bd444e5,dgm_agr_mentioned_entities__1dd90f60760fe02b8e3ce060aece8982
myrtle wood export shipment,myrtle wood export shipments,commodity match,188158,commodity match,,CommodityMatch,myrtle wood export shipments,,dgm_agr_mentioned_entities,d92f889d1216ee5009989c9363925f0a,dgm_agr_mentioned_entities__45f7511edb132fa05e4a2c5eccae889c
myrobolan export shipment,myrobolan export shipments,commodity match,188158,commodity match,,CommodityMatch,myrobolan export shipments,,dgm_agr_mentioned_entities,658c462f4d759c3ebcc34786142dd929,dgm_agr_mentioned_entities__e00cabc45a9f6341c8698fc6b2697381
mutton export shipment,mutton export shipments,commodity match,188158,commodity match,,CommodityMatch,mutton export shipments,,dgm_agr_mentioned_entities,88ea35e9044203706b1e6f51903a27b6,dgm_agr_mentioned_entities__566c625b2c921d428079114d61aeac8a
mustard oil export shipment,mustard oil export shipments,commodity match,188158,commodity match,,CommodityMatch,mustard oil export shipments,,dgm_agr_mentioned_entities,180c333e05b8ccfc0598b1aec625323d,dgm_agr_mentioned_entities__2830287323e969962709c427a216f108
mustard export shipment,mustard export shipments,commodity match,188158,commodity match,,CommodityMatch,mustard export shipments,,dgm_agr_mentioned_entities,c776d9129176f599c72f2e3e3f626a18,dgm_agr_mentioned_entities__9ed47b850246e6fa8b3a7333d1125632
mushrooms export shipment,mushrooms export shipments,commodity match,188158,commodity match,,CommodityMatch,mushrooms export shipments,,dgm_agr_mentioned_entities,1686892c4d8d617edffd85766b86e6f5,dgm_agr_mentioned_entities__fe849493955a0d83cbad71285cae5ac2
mules & donkeys export shipment,mules & donkeys export shipments,commodity match,188158,commodity match,,CommodityMatch,mules & donkeys export shipments,,dgm_agr_mentioned_entities,cce58900901d31df4e837161d5632202,dgm_agr_mentioned_entities__df9578b77e808d86334422e743a91840
