handle,caption_name,location,include_groups,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
ednynews,US Attorney's Office for New York,"Brooklyn, NY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"brooklyn, ny",Organization,US Attorney's Office for New York,,dgm_prosecutor_handles,054d0172497d881ec98d794e52717076,dgm_prosecutor_handles__054d0172497d881ec98d794e52717076
usao_nj,US Attorney's Office for New Jersey,"Newark, NJ",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"newark, nj",ForeignMinistry,US Attorney's Office for New Jersey,,dgm_prosecutor_handles,cd930a19b87d8b1e98b6536310187277,dgm_prosecutor_handles__cd930a19b87d8b1e98b6536310187277
sdilnews,US Attorney's Office for Illinois,"Fairview Heights, IL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"fairview heights, il",space,US Attorney's Office for Illinois,,dgm_prosecutor_handles,5a39373549715115fff00d8b4fe0ea09,dgm_prosecutor_handles__5a39373549715115fff00d8b4fe0ea09
wdtnnews,US Attorney's Office for Tennesse,"Memphis, TN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"memphis, tn",Shipping,US Attorney's Office for Tennesse,,dgm_prosecutor_handles,4489632fb3818c7ff13c5135435ef948,dgm_prosecutor_handles__4489632fb3818c7ff13c5135435ef948
ndflnews,US Attorney's Office for Florida,"Tallahassee, FL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"tallahassee, fl",Pipeline,US Attorney's Office for Florida,,dgm_prosecutor_handles,f66538ef0223d1608eb93495db47241f,dgm_prosecutor_handles__f66538ef0223d1608eb93495db47241f
wdkynews,US Attorney's Office for Kentucky,"Louisville, KY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"louisville, ky",Refinery,US Attorney's Office for Kentucky,,dgm_prosecutor_handles,07360e933a2e772a6e3b388033ca2bb6,dgm_prosecutor_handles__07360e933a2e772a6e3b388033ca2bb6
wdpanews,US Attorney's Office for Pennsylvania,"Pittsburgh, PA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"pittsburgh, pa",Consulates,US Attorney's Office for Pennsylvania,,dgm_prosecutor_handles,be76354542096e84248b86c425a6ab9b,dgm_prosecutor_handles__be76354542096e84248b86c425a6ab9b
usao_kansas,US Attorney's Office for Kansas,"Topeka, KS",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"topeka, ks",Media,US Attorney's Office for Kansas,,dgm_prosecutor_handles,d004506adaf239c0895986a648ca9c46,dgm_prosecutor_handles__d004506adaf239c0895986a648ca9c46
edarnews,US Attorney's Office for Arkansas,"Little Rock, AK",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"little rock, ak",IndustryTerm,US Attorney's Office for Arkansas,,dgm_prosecutor_handles,b8d60d423db8150139790a7f67434724,dgm_prosecutor_handles__b8d60d423db8150139790a7f67434724
usao_edtx,US Attorney's Office for Texas,"Beaumont, TX",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"beaumont, tx",News,US Attorney's Office for Texas,,dgm_prosecutor_handles,76ea1c652b586d81b2e35ca31afb7283,dgm_prosecutor_handles__76ea1c652b586d81b2e35ca31afb7283
ndtxnews,US Attorney's Office for Texas,"Dallas, TX",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"dallas, tx",Legislator,US Attorney's Office for Texas,,dgm_prosecutor_handles,76ea1c652b586d81b2e35ca31afb7283,dgm_prosecutor_handles__76ea1c652b586d81b2e35ca31afb7283
mdpanews,US Attorney's Office for Pennsylvania,"Columbia, PA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"columbia, pa",LegislativeCommittee,US Attorney's Office for Pennsylvania,,dgm_prosecutor_handles,be76354542096e84248b86c425a6ab9b,dgm_prosecutor_handles__be76354542096e84248b86c425a6ab9b
dmnnews,US Attorney's Office for Maine,"Saint Paul, MN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"saint paul, mn",News,US Attorney's Office for Maine,,dgm_prosecutor_handles,bbe073dc17acca25872ce3ce8e120a9f,dgm_prosecutor_handles__bbe073dc17acca25872ce3ce8e120a9f
dmanews1,US Attorney's Office for Massachusetts,"Boston, MA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"boston, ma",Refinery,US Attorney's Office for Massachusetts,,dgm_prosecutor_handles,3e1dc53695f8136aef0ff71fced840a0,dgm_prosecutor_handles__3e1dc53695f8136aef0ff71fced840a0
mdlanews,US Attorney's Office for Louisiana,"Baton Rouge, Louisiana",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"baton rouge, louisiana",Organization,US Attorney's Office for Louisiana,,dgm_prosecutor_handles,b9e3f2b3b340dd0d2fb7b3ceeb1e92a5,dgm_prosecutor_handles__b9e3f2b3b340dd0d2fb7b3ceeb1e92a5
sdinnews,US Attorney's Office for Indiana,"Indianapolis, IN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"indianapolis, in",ForeignMinistry,US Attorney's Office for Indiana,,dgm_prosecutor_handles,272c9987759548ff423c82f9627a0efa,dgm_prosecutor_handles__272c9987759548ff423c82f9627a0efa
didnews,US Attorney’s Office for Idaho,"Boise, ID",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"boise, id",Pipeline,US Attorney’s Office for Idaho,,dgm_prosecutor_handles,9503ff52048608e2bcd1fa22060ee9ab,dgm_prosecutor_handles__9503ff52048608e2bcd1fa22060ee9ab
sdganews,US Attorney’s Office for Georgia,"Savannah, GA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"savannah, ga",Legislator,US Attorney’s Office for Georgia,,dgm_prosecutor_handles,102a58e76625b6f03c0d26cf9f054804,dgm_prosecutor_handles__102a58e76625b6f03c0d26cf9f054804
ndganews,US Attorney’s Office for Georgia,"Atlanta, GA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"atlanta, ga",Exec,US Attorney’s Office for Georgia,,dgm_prosecutor_handles,102a58e76625b6f03c0d26cf9f054804,dgm_prosecutor_handles__102a58e76625b6f03c0d26cf9f054804
usao_dc,US Attorney’s Office for DC,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Person,US Attorney’s Office for DC,,dgm_prosecutor_handles,2cec8781dc1bd04d476b489231a15048,dgm_prosecutor_handles__2cec8781dc1bd04d476b489231a15048
usao_ct,US Attorney’s Office for Connecticut,"New Haven, CT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"new haven, ct",Organization,US Attorney’s Office for Connecticut,,dgm_prosecutor_handles,c5b4e82715358a2cf3263154c245e595,dgm_prosecutor_handles__c5b4e82715358a2cf3263154c245e595
sdnynews,US Attorney’s Office for New York,"New York, NY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"new york, ny",ForeignMinister,US Attorney’s Office for New York,,dgm_prosecutor_handles,f698636f5464b5e89641661f90f335d0,dgm_prosecutor_handles__f698636f5464b5e89641661f90f335d0
wdnynews,US Attorney’s Office for New York,"New York, NY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"new york, ny",Shipping,US Attorney’s Office for New York,,dgm_prosecutor_handles,f698636f5464b5e89641661f90f335d0,dgm_prosecutor_handles__f698636f5464b5e89641661f90f335d0
usao_wdnc,US Attorney’s Office for North Carolina,"Raleigh, NC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"raleigh, nc",Wells,US Attorney’s Office for North Carolina,,dgm_prosecutor_handles,b216582d8168e3397c798a1eb5d8e9b2,dgm_prosecutor_handles__b216582d8168e3397c798a1eb5d8e9b2
ndohnews,US Attorney’s Office for Ohio,"Cleveland, OH",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"cleveland, oh",Media,US Attorney’s Office for Ohio,,dgm_prosecutor_handles,96f8db7a65494d481902aea41e44b4e0,dgm_prosecutor_handles__96f8db7a65494d481902aea41e44b4e0
wdvanews,US Attorney’s Office for Virginia,"Richmond, VA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"richmond, va",DiplomaticFacilities,US Attorney’s Office for Virginia,,dgm_prosecutor_handles,cb96fe92f530a7f1b75e2aa1a9488303,dgm_prosecutor_handles__cb96fe92f530a7f1b75e2aa1a9488303
wdwanews,US Attorney’s Office for DC,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Refinery,US Attorney’s Office for DC,,dgm_prosecutor_handles,2cec8781dc1bd04d476b489231a15048,dgm_prosecutor_handles__2cec8781dc1bd04d476b489231a15048
ndwvnews,US Attorney’s Office for DC,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"washington, dc",Keyphrase,US Attorney’s Office for DC,,dgm_prosecutor_handles,2cec8781dc1bd04d476b489231a15048,dgm_prosecutor_handles__2cec8781dc1bd04d476b489231a15048
sdwvnews,US Attorney’s Office for Virginia,"Richmond, VA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"richmond, va",Pipeline,US Attorney’s Office for Virginia,,dgm_prosecutor_handles,cb96fe92f530a7f1b75e2aa1a9488303,dgm_prosecutor_handles__cb96fe92f530a7f1b75e2aa1a9488303
edcanews,US Attorney’s Office for California,"Los Angeles, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"los angeles, ca",News,US Attorney’s Office for California,,dgm_prosecutor_handles,82ce7509562cd22d889b2ef35f8bfa3a,dgm_prosecutor_handles__82ce7509562cd22d889b2ef35f8bfa3a
ndalnews,US Attorney’s Office for Alabama,"Montgommery, AL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"montgommery, al",Pipeline,US Attorney’s Office for Alabama,,dgm_prosecutor_handles,96d7c877b4291f493f757a0f575071a6,dgm_prosecutor_handles__96d7c877b4291f493f757a0f575071a6
dutnews,US Attorney’s Office for Utah,"Salt Lake City, UT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"salt lake city, ut",LegislativeCommittee,US Attorney’s Office for Utah,,dgm_prosecutor_handles,d3c51fd4cb27bd5b27fdcf23f8058771,dgm_prosecutor_handles__d3c51fd4cb27bd5b27fdcf23f8058771
usao_mie,US Attorney’s Office for Michigan,"Detroit, MI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"detroit, mi",Media,US Attorney’s Office for Michigan,,dgm_prosecutor_handles,e07645303fc4b5c015dbe455a5467fb8,dgm_prosecutor_handles__e07645303fc4b5c015dbe455a5467fb8
usao_wdmo,US Attorney’s Office for Montana,"Jefferson City, MO",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"jefferson city, mo",Wells,US Attorney’s Office for Montana,,dgm_prosecutor_handles,68c144677eb54d7bae4c89b96ea73660,dgm_prosecutor_handles__68c144677eb54d7bae4c89b96ea73660
edvanews,US Attorney’s Office for Virginia,"Richmond, VA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"richmond, va",Diplomat,US Attorney’s Office for Virginia,,dgm_prosecutor_handles,cb96fe92f530a7f1b75e2aa1a9488303,dgm_prosecutor_handles__cb96fe92f530a7f1b75e2aa1a9488303
ndilnews,US Attorney’s Office for Illinois,"Chicago, IL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"chicago, il",Refinery,US Attorney’s Office for Illinois,,dgm_prosecutor_handles,7584e9686da9342e75609d9cc9af1871,dgm_prosecutor_handles__7584e9686da9342e75609d9cc9af1871
dconews,US Attorney’s Office for Colorado,"Denver, CO",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"denver, co",CompanyKeyword,US Attorney’s Office for Colorado,,dgm_prosecutor_handles,54b4f7fb614a5b16669edad007f29854,dgm_prosecutor_handles__54b4f7fb614a5b16669edad007f29854
kyoag,Kentucky Attorney General Cameron,"Frankfort, KY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"frankfort, ky",ForeignMinistry,Kentucky Attorney General Cameron,,dgm_prosecutor_handles,124adc12bbbc6040db95c7df0ae6ede2,dgm_prosecutor_handles__124adc12bbbc6040db95c7df0ae6ede2
agwilliamtong,Connecticut Attorney General Tong,"Hartford, CT",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"hartford, ct",Organization,Connecticut Attorney General Tong,,dgm_prosecutor_handles,34bcb5b4e5ca4389964a4dba93fbb2f3,dgm_prosecutor_handles__34bcb5b4e5ca4389964a4dba93fbb2f3
ohioag,Ohio Attorney General Yost,"Columbus, OH",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"columbus, oh",News,Ohio Attorney General Yost,,dgm_prosecutor_handles,8e2d8678660adcce3f6fa90e99325350,dgm_prosecutor_handles__8e2d8678660adcce3f6fa90e99325350
oagguam,Office of the Attorney General of Guam,"Hagatna, Guam",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"hagatna, guam",FTO,Office of the Attorney General of Guam,,dgm_prosecutor_handles,dc3a1545d74168a3b812aae343f83723,dgm_prosecutor_handles__dc3a1545d74168a3b812aae343f83723
agneronha,Rhode Island Attorney General Neronha,"Providence, RI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"providence, ri",AAEntity,Rhode Island Attorney General Neronha,,dgm_prosecutor_handles,0e3bc76261496e87b90da648d730dc36,dgm_prosecutor_handles__0e3bc76261496e87b90da648d730dc36
nh_doj,US Attonrey's Office for New Hampshire,"Concord, NH",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"concord, nh",ForeignMinistry,US Attonrey's Office for New Hampshire,,dgm_prosecutor_handles,77a2c1f76a82b6ee2fba9efb11360683,dgm_prosecutor_handles__77a2c1f76a82b6ee2fba9efb11360683
newjerseyoag,New Jersey Attorney General Bruck,"Trenton, NJ",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"trenton, nj",Organization,New Jersey Attorney General Bruck,,dgm_prosecutor_handles,ad63f34e3d9e4e74231519e231fb8c88,dgm_prosecutor_handles__ad63f34e3d9e4e74231519e231fb8c88
curtishill_in,Former Indiana Attorney General Hill,"Indianapolis, IN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"indianapolis, in",DiplomaticFacilities,Former Indiana Attorney General Hill,,dgm_prosecutor_handles,8810faa26fadaa7d04f27960be470978,dgm_prosecutor_handles__8810faa26fadaa7d04f27960be470978
justicia_pr,Puerto Rico Department of Justice,"San Juan, Puerto Rico",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"san juan, puerto rico",Organization,Puerto Rico Department of Justice,,dgm_prosecutor_handles,79d23a853130346c0080c1a3f91d522f,dgm_prosecutor_handles__79d23a853130346c0080c1a3f91d522f
miattygen,Michigan Attorney General Nessel,"Lansing, MI",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions,"lansing, mi",Pipeline,Michigan Attorney General Nessel,,dgm_prosecutor_handles,a4d9e3b40b9db4bd86fe316334a40b85,dgm_prosecutor_handles__a4d9e3b40b9db4bd86fe316334a40b85
