german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
gustav-adolf-strasse,"Gustav-Adolf-Strasse in Erlangen, Germany",49.5589037,10.9532521,1,,,,,,Shipping,"Gustav-Adolf-Strasse in Erlangen, Germany",,german_fires_erlangen_locations,f7cd6758f8579ef1983701a43fc7748b,german_fires_erlangen_locations__f7cd6758f8579ef1983701a43fc7748b
gustav-hauser-strasse,"Gustav-Hauser-Strasse in Erlangen, Germany",49.6093196,11.0076675,1,,,,,,News,"Gustav-Hauser-Strasse in Erlangen, Germany",,german_fires_erlangen_locations,26de3a628d9d345f41048a2ff0b65859,german_fires_erlangen_locations__26de3a628d9d345f41048a2ff0b65859
gustav-specht-strasse,"Gustav-Specht-Strasse in Erlangen, Germany",49.6046834,11.0246777,1,,,,,,Wells,"Gustav-Specht-Strasse in Erlangen, Germany",,german_fires_erlangen_locations,d3731a4d08e02d61989603c3f2d71cbf,german_fires_erlangen_locations__d3731a4d08e02d61989603c3f2d71cbf
gutenbergstrasse,"Gutenbergstrasse in Erlangen, Germany",49.5655743,11.0048017,1,,,,,,Legislator,"Gutenbergstrasse in Erlangen, Germany",,german_fires_erlangen_locations,d1f8f28295496f2f254135dc01148305,german_fires_erlangen_locations__d1f8f28295496f2f254135dc01148305
gorkauer strasse,"Gorkauer Strasse in Erlangen, Germany",49.574387,11.0245135,1,,,,,,Wells,"Gorkauer Strasse in Erlangen, Germany",,german_fires_erlangen_locations,efbf2a8c1808dda805c0ae8e3fb4bfb3,german_fires_erlangen_locations__efbf2a8c1808dda805c0ae8e3fb4bfb3
gorlitzer strasse,"Gorlitzer Strasse in Erlangen, Germany",49.5765765,11.0188245,1,,,,,,Legislator,"Gorlitzer Strasse in Erlangen, Germany",,german_fires_erlangen_locations,53bd0b1473b7dc3ab88c72ed45d5ea5a,german_fires_erlangen_locations__53bd0b1473b7dc3ab88c72ed45d5ea5a
gunther-scharowsky-strasse,"Gunther-Scharowsky-Strasse in Erlangen, Germany",49.5748568,11.0026011,1,,,,,,Wells,"Gunther-Scharowsky-Strasse in Erlangen, Germany",,german_fires_erlangen_locations,18002ce7302180f082774f78c83a2ae2,german_fires_erlangen_locations__18002ce7302180f082774f78c83a2ae2
guterbahnhofstrasse,"Guterbahnhofstrasse in Erlangen, Germany",49.5913368,11.0026869,1,,,,,,CompanyKeyword,"Guterbahnhofstrasse in Erlangen, Germany",,german_fires_erlangen_locations,2fa2249b5d8934400514366705681fa1,german_fires_erlangen_locations__2fa2249b5d8934400514366705681fa1
guterhallenstrasse,"Guterhallenstrasse in Erlangen, Germany",49.5941399,11.002975,1,,,,,,Organization,"Guterhallenstrasse in Erlangen, Germany",,german_fires_erlangen_locations,ba5a2d7eb91798634f2f7795850e34f2,german_fires_erlangen_locations__ba5a2d7eb91798634f2f7795850e34f2
haagstrasse,"Haagstrasse in Erlangen, Germany",49.6048013,11.0035055,1,,,,,,Consulates,"Haagstrasse in Erlangen, Germany",,german_fires_erlangen_locations,95ee6c33b6db11b298e925091a3079a9,german_fires_erlangen_locations__95ee6c33b6db11b298e925091a3079a9
haberstrasse,"Haberstrasse in Erlangen, Germany",49.569873,11.0278883,1,,,,,,LegislativeCommittee,"Haberstrasse in Erlangen, Germany",,german_fires_erlangen_locations,c6f00496e1f54f14e1b03ffc00544230,german_fires_erlangen_locations__c6f00496e1f54f14e1b03ffc00544230
habichtstrasse,"Habichtstrasse in Erlangen, Germany",49.594964,10.9749034,1,,,,,,FTO,"Habichtstrasse in Erlangen, Germany",,german_fires_erlangen_locations,4d74333337a9422aa1f3bbd952b12980,german_fires_erlangen_locations__4d74333337a9422aa1f3bbd952b12980
haferweg,"Haferweg in Erlangen, Germany",49.5633973,10.9191437,1,,,,,,Pipeline,"Haferweg in Erlangen, Germany",,german_fires_erlangen_locations,ee18fc86a76a40cd0e2dffd84dc28ff4,german_fires_erlangen_locations__ee18fc86a76a40cd0e2dffd84dc28ff4
hahnemannstrasse,"Hahnemannstrasse in Erlangen, Germany",49.6009021,11.0309199,1,,,,,,space,"Hahnemannstrasse in Erlangen, Germany",,german_fires_erlangen_locations,a4170e71d80d65e30a52d13ac7006f1c,german_fires_erlangen_locations__a4170e71d80d65e30a52d13ac7006f1c
halbmondstrasse,"Halbmondstrasse in Erlangen, Germany",49.5974963,11.0044925,1,,,,,,Organization,"Halbmondstrasse in Erlangen, Germany",,german_fires_erlangen_locations,1b65aae18e36b17b646ce3f9641a406d,german_fires_erlangen_locations__1b65aae18e36b17b646ce3f9641a406d
hallerstrasse,"Hallerstrasse in Erlangen, Germany",49.5461751,10.9871495,1,,,,,,FTO,"Hallerstrasse in Erlangen, Germany",,german_fires_erlangen_locations,3269ead706461c89f383d7261f3599f2,german_fires_erlangen_locations__3269ead706461c89f383d7261f3599f2
hammerbacherstrasse,"Hammerbacherstrasse in Erlangen, Germany",49.5740906,11.015776,1,,,,,,Diplomat,"Hammerbacherstrasse in Erlangen, Germany",,german_fires_erlangen_locations,478c022e6dcd7ddbf6400e9baac90666,german_fires_erlangen_locations__478c022e6dcd7ddbf6400e9baac90666
hans-geiger-strasse,"Hans-Geiger-Strasse in Erlangen, Germany",49.5788704,11.0120891,1,,,,,,Wells,"Hans-Geiger-Strasse in Erlangen, Germany",,german_fires_erlangen_locations,57a610ce61bd6ea7231a7d68cde0e9a9,german_fires_erlangen_locations__57a610ce61bd6ea7231a7d68cde0e9a9
hans-ort-ring,"Hans-Ort-Ring in Erlangen, Germany",49.5686505,10.9241614,1,,,,,,ForeignMinister,"Hans-Ort-Ring in Erlangen, Germany",,german_fires_erlangen_locations,0e9ce46f64c4f6200034bed604469c2b,german_fires_erlangen_locations__0e9ce46f64c4f6200034bed604469c2b
