keyword,caption_name,topic_id,type,groups,GUID,.1,.2,.3,.4,.5,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(gulf of mexico; production),Gulf of Mexico oil production,188162;188132,commodities,,,,,,,#N/A,Commodities,Gulf of Mexico oil production,,dgm_og_mentionee,2d91cc2fce82cc72c496b7feb5e7ccff,dgm_og_mentionee__2d91cc2fce82cc72c496b7feb5e7ccff
#anadarkobasin,Anadarko Basin,188162;188132,o&g field,anadarkobasin;anadarko basin,,,,,,#N/A,O&gField,Anadarko Basin,,dgm_og_mentionee,f45b7c8725c70080deefba0377224e30,dgm_og_mentionee__f45b7c8725c70080deefba0377224e30
#angostura field,Greater Angostura field,188162;188132,o&g field,angostura field;greater angostura field,,,,,,#N/A,O&gField,Greater Angostura field,,dgm_og_mentionee,46195ec48969247700a9779a9926cfb4,dgm_og_mentionee__46195ec48969247700a9779a9926cfb4
#appalachian basin,Appalachian Basin,188162;188132,o&g field,appalachian basin;appalachian basin,,,,,,#N/A,O&gField,Appalachian Basin,,dgm_og_mentionee,71c96819e3177cb988aa5dece2f4259b,dgm_og_mentionee__71c96819e3177cb988aa5dece2f4259b
#arbroath field,Arbroath oil field,188162;188132,o&g field,arbroath field;arbroath oil field,,,,,,#N/A,O&gField,Arbroath oil field,,dgm_og_mentionee,ce9d75cf6924198d7211081326241739,dgm_og_mentionee__ce9d75cf6924198d7211081326241739
#argyll duncan,"Argyll, Duncan and Inness fields",188162;188132,o&g field,"argyll duncan;argyll, duncan and inness fields",,,,,,#N/A,O&gField,"Argyll, Duncan and Inness fields",,dgm_og_mentionee,caaad70d87daaf7c0054aa4e1b28bdb2,dgm_og_mentionee__caaad70d87daaf7c0054aa4e1b28bdb2
#arlanskoye field,Arlanskoye field,188162;188132,o&g field,arlanskoye field;arlanskoye field,,,,,,#N/A,O&gField,Arlanskoye field,,dgm_og_mentionee,e10e3bd6bf5d011933273dd1ad15428d,dgm_og_mentionee__e10e3bd6bf5d011933273dd1ad15428d
#armada field,Armada gas field,188162;188132,o&g field,armada field;armada gas field,,,,,,#N/A,O&gField,Armada gas field,,dgm_og_mentionee,89376cc9c8d83d76fffbe51a0adaa543,dgm_og_mentionee__89376cc9c8d83d76fffbe51a0adaa543
#arukutun-dagi,Arkutun-Dagi,188162;188132,o&g field,arukutun-dagi;arkutun-dagi,,,,,,#N/A,O&gField,Arkutun-Dagi,,dgm_og_mentionee,daab319b1e547c335d6384217fffddcb,dgm_og_mentionee__daab319b1e547c335d6384217fffddcb
#asab oil field,Asab oil field,188162;188132,o&g field,asab oil field;asab oil field,,,,,,#N/A,O&gField,Asab oil field,,dgm_og_mentionee,e36ae6741ecb4768cc795bca3a6461af,dgm_og_mentionee__e36ae6741ecb4768cc795bca3a6461af
#asab oilfield,Asab oil field,188162;188132,o&g field,asab oilfield;asab oil field,,,,,,#N/A,O&gField,Asab oil field,,dgm_og_mentionee,e36ae6741ecb4768cc795bca3a6461af,dgm_og_mentionee__e36ae6741ecb4768cc795bca3a6461af
#asgard field,Asgard oil field,188162;188132,o&g field,asgard field;asgard oil field,,,,,,#N/A,O&gField,Asgard oil field,,dgm_og_mentionee,4dc7f63f985a6f0d2a821d11250f38f0,dgm_og_mentionee__4dc7f63f985a6f0d2a821d11250f38f0
#ashtart oil field,Ashtart oil field,188162;188132,o&g field,ashtart oil field;ashtart oil field,,,,,,#N/A,O&gField,Ashtart oil field,,dgm_og_mentionee,d2e64aa1b2a9ae008ff53e38c04d0b36,dgm_og_mentionee__d2e64aa1b2a9ae008ff53e38c04d0b36
#ashtart oilfield,Ashtart oil field,188162;188132,o&g field,ashtart oilfield;ashtart oil field,,,,,,#N/A,O&gField,Ashtart oil field,,dgm_og_mentionee,d2e64aa1b2a9ae008ff53e38c04d0b36,dgm_og_mentionee__d2e64aa1b2a9ae008ff53e38c04d0b36
#athabasca oil sands,Athabasca oil sands,188162;188132,o&g field,athabasca oil sands;athabasca oil sands,,,,,,#N/A,O&gField,Athabasca oil sands,,dgm_og_mentionee,1e4b7d65c2953dd4bf8f1b877249ece7,dgm_og_mentionee__1e4b7d65c2953dd4bf8f1b877249ece7
#atlantis field,Atlantis oil field,188162;188132,o&g field,atlantis field;atlantis oil field,,,,,,#N/A,O&gField,Atlantis oil field,,dgm_og_mentionee,3fdd0e1e83fcb91bca4b9919966b8ad6,dgm_og_mentionee__3fdd0e1e83fcb91bca4b9919966b8ad6
#auk field,Auk field,188162;188132,o&g field,auk field;auk field,,,,,,#N/A,O&gField,Auk field,,dgm_og_mentionee,c16031aa652fd1b3f45e1a2aad576e85,dgm_og_mentionee__c16031aa652fd1b3f45e1a2aad576e85
#austral magallanes,Austral Magallanes basin,188162;188132,o&g field,austral magallanes;austral magallanes basin,,,,,,#N/A,O&gField,Austral Magallanes basin,,dgm_og_mentionee,fd3f64413fdea09182f8772578da8f40,dgm_og_mentionee__fd3f64413fdea09182f8772578da8f40
#australmagallanes,Austral Magallanes basin,188162;188132,o&g field,australmagallanes;austral magallanes basin,,,,,,#N/A,O&gField,Austral Magallanes basin,,dgm_og_mentionee,fd3f64413fdea09182f8772578da8f40,dgm_og_mentionee__fd3f64413fdea09182f8772578da8f40
#awali field,Awali oil field,188162;188132,o&g field,awali field;awali oil field,,,,,,#N/A,O&gField,Awali oil field,,dgm_og_mentionee,81a80a9a0e64437ae0cef098bff5e8af,dgm_og_mentionee__81a80a9a0e64437ae0cef098bff5e8af
#awali oil field,Awali oil field,188162;188132,o&g field,awali oil field;awali oil field,,,,,,#N/A,O&gField,Awali oil field,,dgm_og_mentionee,81a80a9a0e64437ae0cef098bff5e8af,dgm_og_mentionee__81a80a9a0e64437ae0cef098bff5e8af
#awali oilfield,Awali oil field,188162;188132,o&g field,awali oilfield;awali oil field,,,,,,#N/A,O&gField,Awali oil field,,dgm_og_mentionee,81a80a9a0e64437ae0cef098bff5e8af,dgm_og_mentionee__81a80a9a0e64437ae0cef098bff5e8af
#ayashsky field,Ayashsky Field,188162;188132,o&g field,ayashsky field;ayashsky field,,,,,,#N/A,O&gField,Ayashsky Field,,dgm_og_mentionee,ba4037605cc633d9212f45fe1b3edbcb,dgm_og_mentionee__ba4037605cc633d9212f45fe1b3edbcb
#az zubayr field,Az Zubayr field,188162;188132,o&g field,az zubayr field;az zubayr field,,,,,,#N/A,O&gField,Az Zubayr field,,dgm_og_mentionee,c260f9794a20b8e79741325bf34f7e0a,dgm_og_mentionee__c260f9794a20b8e79741325bf34f7e0a
#azadegan field,Azadegan field,188162;188132,o&g field,azadegan field;azadegan field,,,,,,#N/A,O&gField,Azadegan field,,dgm_og_mentionee,a18d68b1d56fa2075df478e0acc81cf0,dgm_og_mentionee__a18d68b1d56fa2075df478e0acc81cf0
#azeri chirag guneshli,Azeri-Chirag-Gunashli oil field,188162;188132,o&g field,azeri chirag guneshli;azeri-chirag-gunashli oil field,,,,,,#N/A,O&gField,Azeri-Chirag-Gunashli oil field,,dgm_og_mentionee,57f018af48c631331e02a7d8189969ee,dgm_og_mentionee__57f018af48c631331e02a7d8189969ee
#azeri-chirag-guneshli,Azeri-Chirag-Gunashli oil field,188162;188132,o&g field,azeri-chirag-guneshli;azeri-chirag-gunashli oil field,,,,,,#N/A,O&gField,Azeri-Chirag-Gunashli oil field,,dgm_og_mentionee,57f018af48c631331e02a7d8189969ee,dgm_og_mentionee__57f018af48c631331e02a7d8189969ee
#bab gas field,Bab Sour Gas field,188162;188132,o&g field,bab gas field;bab sour gas field,,,,,,#N/A,O&gField,Bab Sour Gas field,,dgm_og_mentionee,fed91a58f44d471083a33491f8999291,dgm_og_mentionee__fed91a58f44d471083a33491f8999291
#bab oil field,Murban Bab oil field,188162;188132,o&g field,bab oil field;murban bab oil field,,,,,,#N/A,O&gField,Murban Bab oil field,,dgm_og_mentionee,5d7d0f2d9853f732807f3446e218f2c0,dgm_og_mentionee__5d7d0f2d9853f732807f3446e218f2c0
#bab oilfield,Murban Bab oil field,188162;188132,o&g field,bab oilfield;murban bab oil field,,,,,,#N/A,O&gField,Murban Bab oil field,,dgm_og_mentionee,5d7d0f2d9853f732807f3446e218f2c0,dgm_og_mentionee__5d7d0f2d9853f732807f3446e218f2c0
#bachaquero,Bachaquero oil field,188162;188132,o&g field,bachaquero;bachaquero oil field,,,,,,#N/A,O&gField,Bachaquero oil field,,dgm_og_mentionee,42c21e2b8b31468685eca550b16f7ebb,dgm_og_mentionee__42c21e2b8b31468685eca550b16f7ebb
#badejo field,Badejo oil field,188162;188132,o&g field,badejo field;badejo oil field,,,,,,#N/A,O&gField,Badejo oil field,,dgm_og_mentionee,fcf2088e161c18674cd32ae53dee1b63,dgm_og_mentionee__fcf2088e161c18674cd32ae53dee1b63
#badra oil field,Badra oil field,188162;188132,o&g field,badra oil field;badra oil field,,,,,,#N/A,O&gField,Badra oil field,,dgm_og_mentionee,605787b76be4f698d0eeaea99eb36241,dgm_og_mentionee__605787b76be4f698d0eeaea99eb36241
#badra oilfield,Badra oil field,188162;188132,o&g field,badra oilfield;badra oil field,,,,,,#N/A,O&gField,Badra oil field,,dgm_og_mentionee,605787b76be4f698d0eeaea99eb36241,dgm_og_mentionee__605787b76be4f698d0eeaea99eb36241
#bahr al-salam gas field,Bahr Essalam gas field,188161;188132,o&g field,bahr al-salam gas field;bahr essalam gas field,,,,,,#N/A,O&gField,Bahr Essalam gas field,,dgm_og_mentionee,919d58087e8b5cee32c096dfdf7a22e1,dgm_og_mentionee__919d58087e8b5cee32c096dfdf7a22e1
#bakken formation,Bakken Formation,188162;188132,o&g field,bakken formation;bakken formation,,,,,,#N/A,O&gField,Bakken Formation,,dgm_og_mentionee,2d9f5fc40d6b2e115c50aaa5ec50202d,dgm_og_mentionee__2d9f5fc40d6b2e115c50aaa5ec50202d
#bakken oilfield,Bakken oilfield,188162;188132,o&g field,bakken oilfield;bakken oilfield,,,,,,#N/A,O&gField,Bakken oilfield,,dgm_og_mentionee,fa7385936f33b1f77b167ceb8b3cc8d6,dgm_og_mentionee__fa7385936f33b1f77b167ceb8b3cc8d6
#bakkenbasin,Bakken Shale basin,188162;188132,o&g field,bakkenbasin;bakken shale basin,,,,,,#N/A,O&gField,Bakken Shale basin,,dgm_og_mentionee,8c16b5e28cd853c371d2dd618074b11f,dgm_og_mentionee__8c16b5e28cd853c371d2dd618074b11f
#balder field,Balder field,188162;188132,o&g field,balder field;balder field,,,,,,#N/A,O&gField,Balder field,,dgm_og_mentionee,fec5fac5f990b24371492fb6bc8d8dbe,dgm_og_mentionee__fec5fac5f990b24371492fb6bc8d8dbe
#balmoral oil field,Balmoral oil field,188162;188132,o&g field,balmoral oil field;balmoral oil field,,,,,,#N/A,O&gField,Balmoral oil field,,dgm_og_mentionee,d8215998654e4320adb711883125a658,dgm_og_mentionee__d8215998654e4320adb711883125a658
#bandurria field,Bandurria Sur field,188162;188132,o&g field,bandurria field;bandurria sur field,,,,,,#N/A,O&gField,Bandurria Sur field,,dgm_og_mentionee,96d99356ecffa00f361dbc3a46b6c1ba,dgm_og_mentionee__96d99356ecffa00f361dbc3a46b6c1ba
#barnett shale,Barnett Shale field,188162;188132,o&g field,barnett shale;barnett shale field,,,,,,#N/A,O&gField,Barnett Shale field,,dgm_og_mentionee,e323ce9e39bd8742387b5e7bcc7274e3,dgm_og_mentionee__e323ce9e39bd8742387b5e7bcc7274e3
#belayim,Belayim field,188162;188132,o&g field,belayim;belayim field,,,,,,#N/A,O&gField,Belayim field,,dgm_og_mentionee,10ec9f1e61d076578cd161c91a900db8,dgm_og_mentionee__10ec9f1e61d076578cd161c91a900db8
#belayim oil field,Belayim oil field,188162;188132,o&g field,belayim oil field;belayim oil field,,,,,,#N/A,O&gField,Belayim oil field,,dgm_og_mentionee,d46fcafaa87b46e8293886f6a16c74af,dgm_og_mentionee__d46fcafaa87b46e8293886f6a16c74af
#belayim oilfield,Belayim oil field,188162;188132,o&g field,belayim oilfield;belayim oil field,,,,,,#N/A,O&gField,Belayim oil field,,dgm_og_mentionee,d46fcafaa87b46e8293886f6a16c74af,dgm_og_mentionee__d46fcafaa87b46e8293886f6a16c74af
#berkine basin,Berkine Basin,188162;188161;188132,o&g field,berkine basin;berkine basin,,,,,,#N/A,O&gField,Berkine Basin,,dgm_og_mentionee,cd017ef9e21711df813b6ac21637b109,dgm_og_mentionee__cd017ef9e21711df813b6ac21637b109
#berri field,Berri field,188162;188132,o&g field,berri field;berri field,,,,,,#N/A,O&gField,Berri field,,dgm_og_mentionee,78354e66a9bd4c3772ce166cca6602b1,dgm_og_mentionee__78354e66a9bd4c3772ce166cca6602b1
#berri oil field,Berri field,188162;188132,o&g field,berri oil field;berri field,,,,,,#N/A,O&gField,Berri field,,dgm_og_mentionee,78354e66a9bd4c3772ce166cca6602b1,dgm_og_mentionee__78354e66a9bd4c3772ce166cca6602b1
#berri oilfield,Berri field,188162;188132,o&g field,berri oilfield;berri field,,,,,,#N/A,O&gField,Berri field,,dgm_og_mentionee,78354e66a9bd4c3772ce166cca6602b1,dgm_og_mentionee__78354e66a9bd4c3772ce166cca6602b1
#beryl field,Beryl field,188162;188132,o&g field,beryl field;beryl field,,,,,,#N/A,O&gField,Beryl field,,dgm_og_mentionee,fb0beb06952a7093ca5b545bd5beaf54,dgm_og_mentionee__fb0beb06952a7093ca5b545bd5beaf54
#bibi hakimeh oil field,Bibi Hakimeh oil field,188162;188132,o&g field,bibi hakimeh oil field;bibi hakimeh oil field,,,,,,#N/A,O&gField,Bibi Hakimeh oil field,,dgm_og_mentionee,fd08fa720c64757dbe640ef42204269a,dgm_og_mentionee__fd08fa720c64757dbe640ef42204269a
#bibi hakimeh oilfield,Bibi Hakimeh oil field,188162;188132,o&g field,bibi hakimeh oilfield;bibi hakimeh oil field,,,,,,#N/A,O&gField,Bibi Hakimeh oil field,,dgm_og_mentionee,fd08fa720c64757dbe640ef42204269a,dgm_og_mentionee__fd08fa720c64757dbe640ef42204269a
#block sk405b,Block SK405B,188162;188161;188132,o&g field,block sk405b;block sk405b,,,,,,#N/A,O&gField,Block SK405B,,dgm_og_mentionee,f52d4a86749f5a98be2783eb71e7e4ff,dgm_og_mentionee__f52d4a86749f5a98be2783eb71e7e4ff
#block sk438,Block SK438,188162;188161;188132,o&g field,block sk438;block sk438,,,,,,#N/A,O&gField,Block SK438,,dgm_og_mentionee,907729aba1f0bde304e23d6d27d8d51a,dgm_og_mentionee__907729aba1f0bde304e23d6d27d8d51a
#bolivar coastal field,Bolivar Coastal fields,188162;188132,o&g field,bolivar coastal field;bolivar coastal fields,,,,,,#N/A,O&gField,Bolivar Coastal fields,,dgm_og_mentionee,ed20ef8d7f04c45a9a9b2abc63eaae9c,dgm_og_mentionee__ed20ef8d7f04c45a9a9b2abc63eaae9c
#bonga field,Bonga field,188162;188132,o&g field,bonga field;bonga field,,,,,,#N/A,O&gField,Bonga field,,dgm_og_mentionee,5f3ca9d9c232878edff19ac54934c797,dgm_og_mentionee__5f3ca9d9c232878edff19ac54934c797
#boscan,Boscán oil field,188162;188132,o&g field,boscan;boscán oil field,,,,,,#N/A,O&gField,Boscán oil field,,dgm_og_mentionee,c91f9f3abd4458f6904263ad04dfb95d,dgm_og_mentionee__c91f9f3abd4458f6904263ad04dfb95d
#boscan field,Boscan oil field,188162;188132,o&g field,boscan field;boscan oil field,,,,,,#N/A,O&gField,Boscan oil field,,dgm_og_mentionee,872495691d90f6c4cd266b9ada0eba0b,dgm_og_mentionee__872495691d90f6c4cd266b9ada0eba0b
#bouri field,Bouri Offshore field,188162;188132,o&g field,bouri field;bouri offshore field,,,,,,#N/A,O&gField,Bouri Offshore field,,dgm_og_mentionee,7ff66bd5419ef3f17bc0e4dc05f181e7,dgm_og_mentionee__7ff66bd5419ef3f17bc0e4dc05f181e7
#bouri oil field,Bouri Offshore field,188162;188132,o&g field,bouri oil field;bouri offshore field,,,,,,#N/A,O&gField,Bouri Offshore field,,dgm_og_mentionee,7ff66bd5419ef3f17bc0e4dc05f181e7,dgm_og_mentionee__7ff66bd5419ef3f17bc0e4dc05f181e7
#bouri oilfield,Bouri Offshore field,188162;188132,o&g field,bouri oilfield;bouri offshore field,,,,,,#N/A,O&gField,Bouri Offshore field,,dgm_og_mentionee,7ff66bd5419ef3f17bc0e4dc05f181e7,dgm_og_mentionee__7ff66bd5419ef3f17bc0e4dc05f181e7
#boyaca field,Boyaca field,188162;188132,o&g field,boyaca field;boyaca field,,,,,,#N/A,O&gField,Boyaca field,,dgm_og_mentionee,19971dfb9a1f16bd49037b04b70f9325,dgm_og_mentionee__19971dfb9a1f16bd49037b04b70f9325
#brae oil,Brae oil field,188162;188132,o&g field,brae oil;brae oil field,,,,,,#N/A,O&gField,Brae oil field,,dgm_og_mentionee,d826ea33c3970a5a18bcf76b5138a10d,dgm_og_mentionee__d826ea33c3970a5a18bcf76b5138a10d
#brage field,Brage oil field,188162;188132,o&g field,brage field;brage oil field,,,,,,#N/A,O&gField,Brage oil field,,dgm_og_mentionee,4eed7be8b2d669baf86ed0300f298ee1,dgm_og_mentionee__4eed7be8b2d669baf86ed0300f298ee1
#bream field,Bream oil field,188162;188132,o&g field,bream field;bream oil field,,,,,,#N/A,O&gField,Bream oil field,,dgm_og_mentionee,e2fa205bd351c4d465fead35ffbfa558,dgm_og_mentionee__e2fa205bd351c4d465fead35ffbfa558
#bressay field,Bressay oil field,188162;188132,o&g field,bressay field;bressay oil field,,,,,,#N/A,O&gField,Bressay oil field,,dgm_og_mentionee,16dc020b09dda2be096eaa766961d5f7,dgm_og_mentionee__16dc020b09dda2be096eaa766961d5f7
#brisling field,Brisling oil field,188162;188132,o&g field,brisling field;brisling oil field,,,,,,#N/A,O&gField,Brisling oil field,,dgm_og_mentionee,f0b70dab458935ba4e72ed493cedc478,dgm_og_mentionee__f0b70dab458935ba4e72ed493cedc478
#britannia field,Britannia oil field,188162;188132,o&g field,britannia field;britannia oil field,,,,,,#N/A,O&gField,Britannia oil field,,dgm_og_mentionee,055a0545b15f24c375dd59f81a208c7a,dgm_og_mentionee__055a0545b15f24c375dd59f81a208c7a
#brulpadda,Brulpadda discovery,188162;188161;188132,o&g field,brulpadda;brulpadda discovery,,,,,,#N/A,O&gField,Brulpadda discovery,,dgm_og_mentionee,c935647f99e0db7f404400f1d7bac04f,dgm_og_mentionee__c935647f99e0db7f404400f1d7bac04f
#bu attifel oil field,Bu Attifel oil field,188162;188132,o&g field,bu attifel oil field;bu attifel oil field,,,,,,#N/A,O&gField,Bu Attifel oil field,,dgm_og_mentionee,4676a467c9183308f911a0199b159419,dgm_og_mentionee__4676a467c9183308f911a0199b159419
#bu attifel oilfield,Bu Attifel oil field,188162;188132,o&g field,bu attifel oilfield;bu attifel oil field,,,,,,#N/A,O&gField,Bu Attifel oil field,,dgm_og_mentionee,4676a467c9183308f911a0199b159419,dgm_og_mentionee__4676a467c9183308f911a0199b159419
#bu hasa oil field,Bu Hasa oil field,188162;188132,o&g field,bu hasa oil field;bu hasa oil field,,,,,,#N/A,O&gField,Bu Hasa oil field,,dgm_og_mentionee,0f7c176a209471cebe60d9869d48a775,dgm_og_mentionee__0f7c176a209471cebe60d9869d48a775
#bu hasa oilfield,Bu Hasa oil field,188162;188132,o&g field,bu hasa oilfield;bu hasa oil field,,,,,,#N/A,O&gField,Bu Hasa oil field,,dgm_og_mentionee,0f7c176a209471cebe60d9869d48a775,dgm_og_mentionee__0f7c176a209471cebe60d9869d48a775
#buchan,Buchan oil field,188162;188132,o&g field,buchan;buchan oil field,,,,,,#N/A,O&gField,Buchan oil field,,dgm_og_mentionee,455c21105f383839cb2840e087e48968,dgm_og_mentionee__455c21105f383839cb2840e087e48968
#burgan,Burgan oil field,188162;188132,o&g field,burgan;burgan oil field,,,,,,#N/A,O&gField,Burgan oil field,,dgm_og_mentionee,cf0818dbf1e88bac36be48dda3af529a,dgm_og_mentionee__cf0818dbf1e88bac36be48dda3af529a
#burgan field,Burgan oil field,188162;188132,o&g field,burgan field;burgan oil field,,,,,,#N/A,O&gField,Burgan oil field,,dgm_og_mentionee,cf0818dbf1e88bac36be48dda3af529a,dgm_og_mentionee__cf0818dbf1e88bac36be48dda3af529a
#burgan oil field,Burgan oil field,188162;188132,o&g field,burgan oil field;burgan oil field,,,,,,#N/A,O&gField,Burgan oil field,,dgm_og_mentionee,cf0818dbf1e88bac36be48dda3af529a,dgm_og_mentionee__cf0818dbf1e88bac36be48dda3af529a
#burgan oilfield,Burgan oil field,188162;188132,o&g field,burgan oilfield;burgan oil field,,,,,,#N/A,O&gField,Burgan oil field,,dgm_og_mentionee,cf0818dbf1e88bac36be48dda3af529a,dgm_og_mentionee__cf0818dbf1e88bac36be48dda3af529a
#buzzard field,Buzzard oil field,188162;188132,o&g field,buzzard field;buzzard oil field,,,,,,#N/A,O&gField,Buzzard oil field,,dgm_og_mentionee,972bae96e6c8dca099dd14a84d9d2a68,dgm_og_mentionee__972bae96e6c8dca099dd14a84d9d2a68
#cabimas field,Cabimas oil field,188162;188132,o&g field,cabimas field;cabimas oil field,,,,,,#N/A,O&gField,Cabimas oil field,,dgm_og_mentionee,3b4c635c0c96368321086b51ba58fd1d,dgm_og_mentionee__3b4c635c0c96368321086b51ba58fd1d
#cachalote field,Cachalote oil field,188162;188132,o&g field,cachalote field;cachalote oil field,,,,,,#N/A,O&gField,Cachalote oil field,,dgm_og_mentionee,da109498b234bf33437d6bf29d506267,dgm_og_mentionee__da109498b234bf33437d6bf29d506267
#caister field,Caister gas fields,188161;188132,o&g field,caister field;caister gas fields,,,,,,#N/A,O&gField,Caister gas fields,,dgm_og_mentionee,ad719293d6feffb74d4e420a54f98466,dgm_og_mentionee__ad719293d6feffb74d4e420a54f98466
#canolimon field,Cano Limon oil field,188162;188132,o&g field,canolimon field;cano limon oil field,,,,,,#N/A,O&gField,Cano Limon oil field,,dgm_og_mentionee,95ff45a39e517d91121b6643200d5850,dgm_og_mentionee__95ff45a39e517d91121b6643200d5850
#cantarell field,Cantarell oil field,188162;188132,o&g field,cantarell field;cantarell oil field,,,,,,#N/A,O&gField,Cantarell oil field,,dgm_og_mentionee,5f42e8b401392cb52f40080d426429ce,dgm_og_mentionee__5f42e8b401392cb52f40080d426429ce
#carabobo field,Carabobo-1 oil field,188162;188132,o&g field,carabobo field;carabobo-1 oil field,,,,,,#N/A,O&gField,Carabobo-1 oil field,,dgm_og_mentionee,16e57956af6fd132cd48ceaf45223fc1,dgm_og_mentionee__16e57956af6fd132cd48ceaf45223fc1
#carioca,Lapa oil field,188162;188132,o&g field,carioca;lapa oil field,,,,,,#N/A,O&gField,Lapa oil field,,dgm_og_mentionee,0402f84f96bf22609542838e7902e1f0,dgm_og_mentionee__0402f84f96bf22609542838e7902e1f0
#cecilie field,Cecilie field,188162;188132,o&g field,cecilie field;cecilie field,,,,,,#N/A,O&gField,Cecilie field,,dgm_og_mentionee,f14bf69b9b40af59a759f1a0b6653f5b,dgm_og_mentionee__f14bf69b9b40af59a759f1a0b6653f5b
#cerro dragon,Cerro Dragon oil field,188162;188132,o&g field,cerro dragon;cerro dragon oil field,,,,,,#N/A,O&gField,Cerro Dragon oil field,,dgm_og_mentionee,389e1f4384df94ed117c35d97bb371ad,dgm_og_mentionee__389e1f4384df94ed117c35d97bb371ad
#cerrodragon,Cerro Dragon oil field,188162;188132,o&g field,cerrodragon;cerro dragon oil field,,,,,,#N/A,O&gField,Cerro Dragon oil field,,dgm_og_mentionee,389e1f4384df94ed117c35d97bb371ad,dgm_og_mentionee__389e1f4384df94ed117c35d97bb371ad
#chemchemal gas field,Chemchemal natural gas fields,188161;188132,o&g field,chemchemal gas field;chemchemal natural gas fields,,,,,,#N/A,O&gField,Chemchemal natural gas fields,,dgm_og_mentionee,a08cf7058ae9c533773fa5c0f3d57940,dgm_og_mentionee__a08cf7058ae9c533773fa5c0f3d57940
#chicontepec field,Chicontepec field,188162;188132,o&g field,chicontepec field;chicontepec field,,,,,,#N/A,O&gField,Chicontepec field,,dgm_og_mentionee,44c85130b58f5c9bcb53e543968bb7f8,dgm_og_mentionee__44c85130b58f5c9bcb53e543968bb7f8
#chuchupa ballena,Chuchupa-Ballena gas field,188161;188132,o&g field,chuchupa ballena;chuchupa-ballena gas field,,,,,,#N/A,O&gField,Chuchupa-Ballena gas field,,dgm_og_mentionee,c3928bcc1216b261de4b1b2d1eeb9cd7,dgm_og_mentionee__c3928bcc1216b261de4b1b2d1eeb9cd7
#clair oilfield,Clair oil field,188162;188132,o&g field,clair oilfield;clair oil field,,,,,,#N/A,O&gField,Clair oil field,,dgm_og_mentionee,40ec2b7fa539839261c42590750e50a1,dgm_og_mentionee__40ec2b7fa539839261c42590750e50a1
#coalinga oilfield,Coalinga oil field,188162;188132,o&g field,coalinga oilfield;coalinga oil field,,,,,,#N/A,O&gField,Coalinga oil field,,dgm_og_mentionee,c0142d877f0e2feab7aed181012bc89c,dgm_og_mentionee__c0142d877f0e2feab7aed181012bc89c
#cupiagua,Cupiagua field,188162;188132,o&g field,cupiagua;cupiagua field,,,,,,#N/A,O&gField,Cupiagua field,,dgm_og_mentionee,8acbb303e0c15bd7307edd7e6da19b29,dgm_og_mentionee__8acbb303e0c15bd7307edd7e6da19b29
#dalia oilfield,Dalia oilfield,188162;188132,o&g field,dalia oilfield;dalia oilfield,,,,,,#N/A,O&gField,Dalia oilfield,,dgm_og_mentionee,a2395060e692273cee549328e4b1a1ee,dgm_og_mentionee__a2395060e692273cee549328e4b1a1ee
#daqing field,Daqing oil field,188162;188132,o&g field,daqing field;daqing oil field,,,,,,#N/A,O&gField,Daqing oil field,,dgm_og_mentionee,66260675afb96b0d526c869cbeee20ef,dgm_og_mentionee__66260675afb96b0d526c869cbeee20ef
#darkhan field,Darkhan field,188162;188132,o&g field,darkhan field;darkhan field,,,,,,#N/A,O&gField,Darkhan field,,dgm_og_mentionee,16dfc8a8ce9699a20f5dd562dc2d5a0a,dgm_og_mentionee__16dfc8a8ce9699a20f5dd562dc2d5a0a
#delaware basin,Delaware Basin,188162;188161;188132,o&g field,delaware basin;delaware basin,,,,,,#N/A,O&gField,Delaware Basin,,dgm_og_mentionee,455cfb17649029097f56a3fba4d6b66d,dgm_og_mentionee__455cfb17649029097f56a3fba4d6b66d
#douala basin,Douala Basin,188162;188161;188132,o&g field,douala basin;douala basin,,,,,,#N/A,O&gField,Douala Basin,,dgm_og_mentionee,84286465658e79e013ab99ba7b09c3aa,dgm_og_mentionee__84286465658e79e013ab99ba7b09c3aa
#dukhan field,Dukhan field,188162;188132,o&g field,dukhan field;dukhan field,,,,,,#N/A,O&gField,Dukhan field,,dgm_og_mentionee,37946343d89e4616c96fbd159f2548a5,dgm_og_mentionee__37946343d89e4616c96fbd159f2548a5
#eagle ford,Eagle Ford Shale,188162;188132,o&g field,eagle ford;eagle ford shale,,,,,,#N/A,O&gField,Eagle Ford Shale,,dgm_og_mentionee,f117dfedc79e7625a2a3a94bb450cc48,dgm_og_mentionee__f117dfedc79e7625a2a3a94bb450cc48
#east baghdad field,East Baghdad field,188162;188132,o&g field,east baghdad field;east baghdad field,,,,,,#N/A,O&gField,East Baghdad field,,dgm_og_mentionee,55e53987c41d2e9de8303fa8e43d83e2,dgm_og_mentionee__55e53987c41d2e9de8303fa8e43d83e2
#east sepinggan block,East Sepinggan Block,188162;188161;188132,o&g field,east sepinggan block;east sepinggan block,,,,,,#N/A,O&gField,East Sepinggan Block,,dgm_og_mentionee,5334fa913f918cad8bcf349d7c784d69,dgm_og_mentionee__5334fa913f918cad8bcf349d7c784d69
