keyword,caption_name,topic_id,type,groups,GUID,.1,.2,.3,.4,.5,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(gulf of mexico; production),Gulf of Mexico oil production,188162;188132,commodities,,,,,,,#N/A,Commodities,Gulf of Mexico oil production,,dgm_og_mentionee,2d91cc2fce82cc72c496b7feb5e7ccff,dgm_og_mentionee__2d91cc2fce82cc72c496b7feb5e7ccff
@exxonmobilbra,ExxonMobil Baton Rouge,188162;188132,company handle,exxonmobil;exxonmobilbra;exxonmobil baton rouge,,,,,,ExxonMobil Baton Rouge,CompanyHandle,ExxonMobil Baton Rouge,,dgm_og_mentionee,6197b3a28d19d544629163e7add8516f,dgm_og_mentionee__6197b3a28d19d544629163e7add8516f
@exxonmobilbta,ExxonMobil Baytown,188162;188132,company handle,exxonmobil;exxonmobilbta;exxonmobil baytown,,,,,,ExxonMobil Baytown,CompanyHandle,ExxonMobil Baytown,,dgm_og_mentionee,844f18dd28e8812ecaf18f233117f983,dgm_og_mentionee__844f18dd28e8812ecaf18f233117f983
@exxonmobilcan,ExxonMobil Canada,188162;188132,company handle,exxonmobil;exxonmobilcan;exxonmobil canada,,,,,,ExxonMobil Canada,CompanyHandle,ExxonMobil Canada,,dgm_og_mentionee,18446fed82bffb68ad203fb34f78d792,dgm_og_mentionee__18446fed82bffb68ad203fb34f78d792
@fenixbenin,Engie Fenix Benin,188162;188132,company handle,engie;fenixbenin;engie fenix benin,,,,,,Engie Fenix Benin,CompanyHandle,Engie Fenix Benin,,dgm_og_mentionee,44dea0c2388a1f08b33f12832e766331,dgm_og_mentionee__44dea0c2388a1f08b33f12832e766331
@fenixzambia,Zambian oil and gas company Fenix Zambia,188162;188132,company handle,engie;fenixzambia;fenix zambia,,,,,,#N/A,CompanyHandle,Zambian oil and gas company Fenix Zambia,,dgm_og_mentionee,1a4ebb0f0f73d29c0a82b4c03a5e98f9,dgm_og_mentionee__1a4ebb0f0f73d29c0a82b4c03a5e98f9
@flint_hills_,US oil and gas company Flint Hill Resources,188162;188132,company handle,koch industries;flint_hills_;flint hill resources,,,,,,#N/A,CompanyHandle,US oil and gas company Flint Hill Resources,,dgm_og_mentionee,bb1b9af0f3ce4d8fe312dda9595bee0f,dgm_og_mentionee__bb1b9af0f3ce4d8fe312dda9595bee0f
@fundacionrepsol,Spanish oil and gas company Repsol,188162;188132,company handle,;fundacionrepsol;repsol,,,,,,#N/A,CompanyHandle,Spanish oil and gas company Repsol,,dgm_og_mentionee,25155fa9a839e00646ba83e22b5e9e29,dgm_og_mentionee__25155fa9a839e00646ba83e22b5e9e29
@gas_negara,Indonesian oil and gas company Perusahaan Gas Negara,188162;188132,company handle,;gas_negara;perusahaan gas negara,,,,,,#N/A,CompanyHandle,Indonesian oil and gas company Perusahaan Gas Negara,,dgm_og_mentionee,46e5df65e712a211fee1b71db7bfd7eb,dgm_og_mentionee__46e5df65e712a211fee1b71db7bfd7eb
@gasterra,Dutch state-affiliated natural gas company GasTerra,188162;188132,company handle,;gasterra;gasterra,,,,,,#N/A,CompanyHandle,Dutch state-affiliated natural gas company GasTerra,,dgm_og_mentionee,3fdffe6a92556bbf3b2e56303b255578,dgm_og_mentionee__3fdffe6a92556bbf3b2e56303b255578
@gazpromen,Russian state-owned natural gas company Gazprom,188162;188132,company handle,;gazpromen;gazprom,,,,,,#N/A,CompanyHandle,Russian state-owned natural gas company Gazprom,,dgm_og_mentionee,53674453f2070a381217c0887280c4bb,dgm_og_mentionee__53674453f2070a381217c0887280c4bb
@halliburton,US oil and gas company Halliburton,188162;188132,company handle,;halliburton;halliburton,,,,,,#N/A,CompanyHandle,US oil and gas company Halliburton,,dgm_og_mentionee,9b0714c49de4aea21ee32897a076ce18,dgm_og_mentionee__9b0714c49de4aea21ee32897a076ce18
@helpe_group,Greek oil and gas company Hellenic Petroleum,188162;188132,company handle,;helpe_group;hellenic petroleum,,,,,,#N/A,CompanyHandle,Greek oil and gas company Hellenic Petroleum,,dgm_og_mentionee,c40862a44ae2cdd6dc5a970b2f3f3733,dgm_og_mentionee__c40862a44ae2cdd6dc5a970b2f3f3733
@hesscorporation,US oil and gas company Hess,188162;188132,company handle,;hesscorporation;hess corporation,,,,,,#N/A,CompanyHandle,US oil and gas company Hess,,dgm_og_mentionee,0f1a19c741083f80d1464f33d10c7800,dgm_og_mentionee__0f1a19c741083f80d1464f33d10c7800
@hpcl,Indian oil and gas company Hindustan Petroleum,188162;188132,company handle,;hpcl;hindustan petroleum,,,,,,#N/A,CompanyHandle,Indian oil and gas company Hindustan Petroleum,,dgm_og_mentionee,1cfad9bf55bb6876ad735dacbfaadef1,dgm_og_mentionee__1cfad9bf55bb6876ad735dacbfaadef1
@huskyenergy,US oil and gas company Husky Energy,188162;188132,company handle,cenovus energy;huskyenergy;husky energy,,,,,,#N/A,CompanyHandle,US oil and gas company Husky Energy,,dgm_og_mentionee,2cadc812ce5366812c047afc5b0aa9a8,dgm_og_mentionee__2cadc812ce5366812c047afc5b0aa9a8
@i3energy,UK oil and gas company i3 Energy,188162;188132,company handle,;i3energy;i3 energy,,,,,,#N/A,CompanyHandle,UK oil and gas company i3 Energy,,dgm_og_mentionee,f6a41cdc6791b8e068ff0123100a8258,dgm_og_mentionee__f6a41cdc6791b8e068ff0123100a8258
@idemitsukosan,Japanese oil and gas company Idemitsu Kosan,188162;188132,company handle,;idemitsukosan;idemitsu kosan,,,,,,#N/A,CompanyHandle,Japanese oil and gas company Idemitsu Kosan,,dgm_og_mentionee,dde9f6950dd77c6b8d069cdb220d8f0c,dgm_og_mentionee__dde9f6950dd77c6b8d069cdb220d8f0c
@imperialoil,Canadian oil and gas company Imperial Oil,188162;188132,company handle,;imperialoil;imperial oil,,,,,,#N/A,CompanyHandle,Canadian oil and gas company Imperial Oil,,dgm_og_mentionee,ce1b3728dc30f4de06878c76325d4577,dgm_og_mentionee__ce1b3728dc30f4de06878c76325d4577
@indianoilcl,state-owned company Indian Oil,188162;188132,company handle,;indianoilcl;indian oil,,,,,,#N/A,CompanyHandle,state-owned company Indian Oil,,dgm_og_mentionee,9abe09dda89eb5e2f9489a53a64c9ae1,dgm_og_mentionee__9abe09dda89eb5e2f9489a53a64c9ae1
@inpexaustralia,Japanese oil and gas company INPEX,188162;188132,company handle,;inpexaustralia;inpex,,,,,,#N/A,CompanyHandle,Japanese oil and gas company INPEX,,dgm_og_mentionee,c2fb47ad0ccd1e9280e7cba30825c4dc,dgm_og_mentionee__c2fb47ad0ccd1e9280e7cba30825c4dc
@inter_pipeline,Canadian oil and gas infrastructure company Inter Pipeline,188162;188132,company handle,;inter_pipeline;inter pipeline,,,,,,#N/A,CompanyHandle,Canadian oil and gas infrastructure company Inter Pipeline,,dgm_og_mentionee,38634696ef21bf7202f4b62c7487a072,dgm_og_mentionee__38634696ef21bf7202f4b62c7487a072
@jetpetrol,UK oil and gas company JET Petrol,188162;188132,company handle,phillips 66;jetpetrol;jet petrol,,,,,,#N/A,CompanyHandle,UK oil and gas company JET Petrol,,dgm_og_mentionee,2070c48eead2cdef21e31dbd9483d71d,dgm_og_mentionee__2070c48eead2cdef21e31dbd9483d71d
@jsc_tatneft,Russian state-owned oil and gas company Tatneft,188162;188132,company handle,;jsc_tatneft;tatneft,,,,,,#N/A,CompanyHandle,Russian state-owned oil and gas company Tatneft,,dgm_og_mentionee,c114c8b6005c2f71407d94d63f223f10,dgm_og_mentionee__c114c8b6005c2f71407d94d63f223f10
@kinder_morgan,US oil and gas company Kinder Morgan,188162;188132,company handle,;kinder_morgan;kinder morgan,,,,,,#N/A,CompanyHandle,US oil and gas company Kinder Morgan,,dgm_og_mentionee,2f3f142f4389d37be307103c97a0416f,dgm_og_mentionee__2f3f142f4389d37be307103c97a0416f
@knpcofficial,state-owned Kuwait National Petroleum Company,188162;188132,company handle,;knpcofficial;kuwait national petroleum company,,,,,,#N/A,CompanyHandle,state-owned Kuwait National Petroleum Company,,dgm_og_mentionee,856debcaff9c8f93517707d45b2e7684,dgm_og_mentionee__856debcaff9c8f93517707d45b2e7684
@lukoilrus,Russian oil and gas company Lukoil,188162;188132,company handle,;lukoilrus;lukoil,,,,,,#N/A,CompanyHandle,Russian oil and gas company Lukoil,,dgm_og_mentionee,467763a0c111c6050008d4fe41b32f0b,dgm_og_mentionee__467763a0c111c6050008d4fe41b32f0b
@magellan_lp,US oil and gas company Magellan Midestream Partners,188162;188132,company handle,;magellan_lp;magellan midestream partners,,,,,,#N/A,CompanyHandle,US oil and gas company Magellan Midestream Partners,,dgm_og_mentionee,4a312857186badaf26a2ebe028668dad,dgm_og_mentionee__4a312857186badaf26a2ebe028668dad
@marathonoil,US oil and gas company Marathon Oil,188162;188132,company handle,;marathonoil;marathon oil,,,,,,#N/A,CompanyHandle,US oil and gas company Marathon Oil,,dgm_og_mentionee,f50abd6e8101eaef3f0287b3c5281707,dgm_og_mentionee__f50abd6e8101eaef3f0287b3c5281707
@marathonpetroco,US oil and gas company Marathon Petroleum,188162;188132,company handle,;marathonpetroco;marathon petroleum,,,,,,#N/A,CompanyHandle,US oil and gas company Marathon Petroleum,,dgm_og_mentionee,ce94455e30a870aea63601da44606a7d,dgm_og_mentionee__ce94455e30a870aea63601da44606a7d
@mol_group,Hungarian oil and gas company MOL Group,188162;188132,company handle,;mol_group;mol,,,,,,#N/A,CompanyHandle,Hungarian oil and gas company MOL Group,,dgm_og_mentionee,fdcb708392a8c0b1c68de880b8f2561c,dgm_og_mentionee__fdcb708392a8c0b1c68de880b8f2561c
@motivallc,US oil and gas company Motiva Enterprises,188162;188132,company handle,phillips 66;motivallc;motiva enterprises,,,,,,#N/A,CompanyHandle,US oil and gas company Motiva Enterprises,,dgm_og_mentionee,1d73110375c18796d3f7f65fca55d24a,dgm_og_mentionee__1d73110375c18796d3f7f65fca55d24a
@mrpl_cc,Indian oil and gas company Mangalore Refinery and Petrochemicals,188162;188132,company handle,ongc;mrpl_cc;mangalore refinery and petrochemicals,,,,,,#N/A,CompanyHandle,Indian oil and gas company Mangalore Refinery and Petrochemicals,,dgm_og_mentionee,ca60ab45bac0e1e41189f5c36c54dfb6,dgm_og_mentionee__ca60ab45bac0e1e41189f5c36c54dfb6
@natfuelgas,US oil and gas company National Fuel Gas,188162;188132,company handle,;natfuelgas;national fuel gas,,,,,,#N/A,CompanyHandle,US oil and gas company National Fuel Gas,,dgm_og_mentionee,7676f37cebf397b855995c1ec89e2de9,dgm_og_mentionee__7676f37cebf397b855995c1ec89e2de9
@neste_de,Finnish oil company Neste,188162;188132,company handle,neste;neste_de;neste deutschland,,,,,,#N/A,CompanyHandle,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
@neste_na,Finnish oil company Neste,188162;188132,company handle,;neste_na;neste north america,,,,,,#N/A,CompanyHandle,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
@neste_nl,Finnish oil company Neste,188162;188132,company handle,;neste_nl;neste netherlands,,,,,,#N/A,CompanyHandle,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
@nesteglobal,Finnish oil company Neste,188162;188132,company handle,;nesteglobal;neste,,,,,,#N/A,CompanyHandle,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
@nesteruna,Finnish oil company Neste,188162;188132,company handle,;nesteruna;neste latvia,,,,,,#N/A,CompanyHandle,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
@nestesverige,Finnish oil company Neste,188162;188132,company handle,;nestesverige;neste sweden,,,,,,#N/A,CompanyHandle,Finnish oil company Neste,,dgm_og_mentionee,bd2806938f6cb22c61b15244305aed75,dgm_og_mentionee__bd2806938f6cb22c61b15244305aed75
@niordc,state-owned National Iranian Oil Company,188162;188132,company handle,;niordc;national iranian oil company,,,,,,#N/A,CompanyHandle,state-owned National Iranian Oil Company,,dgm_og_mentionee,04f2f82a174a24b4f84a0e1d956f860a,dgm_og_mentionee__04f2f82a174a24b4f84a0e1d956f860a
@nnpcgroup,state-owned Nigerian National Petroleum Corporation,188162;188132,company handle,;nnpcgroup;nigerian national petroleum corporation,,,,,,#N/A,CompanyHandle,state-owned Nigerian National Petroleum Corporation,,dgm_og_mentionee,d4fdc86ca1711eaa1554d3804584726b,dgm_og_mentionee__d4fdc86ca1711eaa1554d3804584726b
@noc_libya,Libyan state-owned National Oil Corporation,188162;188132,company handle,;noc_libya;national oil corporation,,,,,,#N/A,CompanyHandle,Libyan state-owned National Oil Corporation,,dgm_og_mentionee,1615c2d75ad9acb41c1879c46e30a687,dgm_og_mentionee__1615c2d75ad9acb41c1879c46e30a687
@northoilcompany,State-affiliated Qatari oil and gas company North Oil Company,188162;188132,company handle,"qatar petroleum, total;northoilcompany;north oil company",,,,,,#N/A,CompanyHandle,State-affiliated Qatari oil and gas company North Oil Company,,dgm_og_mentionee,23c4ce0932525fd8c6dbd99c8802e428,dgm_og_mentionee__23c4ce0932525fd8c6dbd99c8802e428
@novatek_,Russian oil and gas company Novatek,188162;188132,company handle,;novatek_;novatek,,,,,,#N/A,CompanyHandle,Russian oil and gas company Novatek,,dgm_og_mentionee,077877bf8f90f0fd65ae1abf42b417b3,dgm_og_mentionee__077877bf8f90f0fd65ae1abf42b417b3
@novglobal,US oil and gas company NOV,188162;188132,company handle,;novglobal;nov,,,,,,#N/A,CompanyHandle,US oil and gas company NOV,,dgm_og_mentionee,f9db66cfc2e6d7538bb231aa009dea92,dgm_og_mentionee__f9db66cfc2e6d7538bb231aa009dea92
@official_cnpc,state-owned PetroChina,188162;188132,company handle,;official_cnpc;petrochina,,,,,,#N/A,CompanyHandle,state-owned PetroChina,,dgm_og_mentionee,5033c86aa553c0ba0dc58d87e6fabffc,dgm_og_mentionee__5033c86aa553c0ba0dc58d87e6fabffc
@ogdcl,Pakistani oil and gas company OGDCL,188162;188132,company handle,;ogdcl;ogdcl,,,,,,#N/A,CompanyHandle,Pakistani oil and gas company OGDCL,,dgm_og_mentionee,75f1a8310a3cde3152ed2b27e975f4c8,dgm_og_mentionee__75f1a8310a3cde3152ed2b27e975f4c8
@oman_shell,Shell Oman,188162;188132,company handle,;oman_shell;shell oman,,,,,,Shell Oman,CompanyHandle,Shell Oman,,dgm_og_mentionee,c5417402c286e77be34946e7d815cd65,dgm_og_mentionee__c5417402c286e77be34946e7d815cd65
@omv,Austrian oil and gas company OMV,188162;188132,company handle,;omv;omv,,,,,,#N/A,CompanyHandle,Austrian oil and gas company OMV,,dgm_og_mentionee,e33d49d020733e259399943fc5eac5cb,dgm_og_mentionee__e33d49d020733e259399943fc5eac5cb
@oneok,US oil and gas company ONEOK,188162;188132,company handle,;oneok;oneok,,,,,,#N/A,CompanyHandle,US oil and gas company ONEOK,,dgm_og_mentionee,480d0f870f385e5245d1a77a4cc66a09,dgm_og_mentionee__480d0f870f385e5245d1a77a4cc66a09
@originenergy,Australian oil and gas company Origin Energy,188162;188132,company handle,;originenergy;origin energy,,,,,,#N/A,CompanyHandle,Australian oil and gas company Origin Energy,,dgm_og_mentionee,f16bd1839414d783d551d016062c5a86,dgm_og_mentionee__f16bd1839414d783d551d016062c5a86
@orlen_group,Polish oil and gas company Orlen Group,188162;188132,company handle,;orlen_group;orlen group,,,,,,#N/A,CompanyHandle,Polish oil and gas company Orlen Group,,dgm_og_mentionee,f162bf73439d0f0608bd6290130d6490,dgm_og_mentionee__f162bf73439d0f0608bd6290130d6490
@orlenunipetrol,Czech crude oil processing company Unipetrol,188162;188132,company handle,orlen;orlenunipetrol;unipetrol,,,,,,#N/A,CompanyHandle,Czech crude oil processing company Unipetrol,,dgm_og_mentionee,a0d95c6521d5facbdba3a0a2b1262591,dgm_og_mentionee__a0d95c6521d5facbdba3a0a2b1262591
@ovintiv,Canadian oil and gas company Ovintiv,188162;188132,company handle,;ovintiv;ovintiv,,,,,,#N/A,CompanyHandle,Canadian oil and gas company Ovintiv,,dgm_og_mentionee,d4493a35ca476103a6fdca9228c41177,dgm_og_mentionee__d4493a35ca476103a6fdca9228c41177
@pdo_om,state-owned Petroleum Development Oman,188162;188132,company handle,;pdo_om;petroleum development oman,,,,,,#N/A,CompanyHandle,state-owned Petroleum Development Oman,,dgm_og_mentionee,748f59f234aa96fb014eac79b77a48fd,dgm_og_mentionee__748f59f234aa96fb014eac79b77a48fd
@pdvsa,Venezuelan state-owned oil and gas company PDVSA,188162;188132,company handle,;pdvsa;pdvsa,,,,,,#N/A,CompanyHandle,Venezuelan state-owned oil and gas company PDVSA,,dgm_og_mentionee,1bae7a3ae4e5afc4e990ea0e74363df6,dgm_og_mentionee__1bae7a3ae4e5afc4e990ea0e74363df6
@pemex,Pemex,188162;188132,company handle,;pemex;pemex,,,,,,Pemex,CompanyHandle,Pemex,,dgm_og_mentionee,569da40b10691292b27c1fbc8bc69e82,dgm_og_mentionee__569da40b10691292b27c1fbc8bc69e82
@pertamina,Indonesian state-owned oil and gas company Pertamina,188162;188132,company handle,;pertamina;pertamina,,,,,,#N/A,CompanyHandle,Indonesian state-owned oil and gas company Pertamina,,dgm_og_mentionee,fb8b52bcded2600d22b83837fe2a422c,dgm_og_mentionee__fb8b52bcded2600d22b83837fe2a422c
@petrobras,Brazilian state-owned oil and gas company Petrobras,188162;188132,company handle,;petrobras;petrobras,,,,,,#N/A,CompanyHandle,Brazilian state-owned oil and gas company Petrobras,,dgm_og_mentionee,4242854878245e28a6fbc054b2c9e895,dgm_og_mentionee__4242854878245e28a6fbc054b2c9e895
@petrobrasglobal,Brazilian state-owned oil and gas company Petrobras,188162;188132,company handle,;petrobrasglobal;petrobras,,,,,,#N/A,CompanyHandle,Brazilian state-owned oil and gas company Petrobras,,dgm_og_mentionee,4242854878245e28a6fbc054b2c9e895,dgm_og_mentionee__4242854878245e28a6fbc054b2c9e895
@petrocanada,Petro-Canada,188162;188132,company handle,suncor;petrocanada;petro-canada,,,,,,Petro-Canada,CompanyHandle,Petro-Canada,,dgm_og_mentionee,80f34a9240b1ea65f593f8bae2d542ea,dgm_og_mentionee__80f34a9240b1ea65f593f8bae2d542ea
@petron_malaysia,Philippine oil and gas company Petron,188162;188132,company handle,san miguel corporation;petron_malaysia;petron,,,,,,#N/A,CompanyHandle,Philippine oil and gas company Petron,,dgm_og_mentionee,b39f41cfe09071803b51e45760994b06,dgm_og_mentionee__b39f41cfe09071803b51e45760994b06
@petronas,Malaysian state-owned oil and gas company Petronas,188162;188132,company handle,;petronas;petronas,,,,,,#N/A,CompanyHandle,Malaysian state-owned oil and gas company Petronas,,dgm_og_mentionee,9a5356ebeedf8d339deb41dc5c7e6d9b,dgm_og_mentionee__9a5356ebeedf8d339deb41dc5c7e6d9b
@petroperu_sa,Peruvian state-owned oil and gas company Petroperu,188162;188132,company handle,;petroperu_sa;petroperu,,,,,,#N/A,CompanyHandle,Peruvian state-owned oil and gas company Petroperu,,dgm_og_mentionee,7059d2635acacc6774c3775c1bb1c54b,dgm_og_mentionee__7059d2635acacc6774c3775c1bb1c54b
@phillips66,US oil and gas company Phillips 66,188162;188132,company handle,;phillips66;phillips 66,,,,,,#N/A,CompanyHandle,US oil and gas company Phillips 66,,dgm_og_mentionee,2287480c9651376687ba08a7b1294b96,dgm_og_mentionee__2287480c9651376687ba08a7b1294b96
@phillips66co,US oil and gas company Phillips 66,188162;188132,company handle,;phillips66co;phillips 66,,,,,,#N/A,CompanyHandle,US oil and gas company Phillips 66,,dgm_og_mentionee,2287480c9651376687ba08a7b1294b96,dgm_og_mentionee__2287480c9651376687ba08a7b1294b96
@phillips66gas,US oil and gas company Phillips 66,188162;188132,company handle,phillips 66;phillips66gas;phillips 66 gas,,,,,,#N/A,CompanyHandle,US oil and gas company Phillips 66,,dgm_og_mentionee,2287480c9651376687ba08a7b1294b96,dgm_og_mentionee__2287480c9651376687ba08a7b1294b96
@phillips66media,US oil and gas company Phillips 66,188162;188132,company handle,;phillips66media;phillips 66,,,,,,#N/A,CompanyHandle,US oil and gas company Phillips 66,,dgm_og_mentionee,2287480c9651376687ba08a7b1294b96,dgm_og_mentionee__2287480c9651376687ba08a7b1294b96
@phillips66uk,US oil and gas company Phillips 66,188162;188132,company handle,phillips 66;phillips66uk;phillips 66 uk,,,,,,#N/A,CompanyHandle,US oil and gas company Phillips 66,,dgm_og_mentionee,2287480c9651376687ba08a7b1294b96,dgm_og_mentionee__2287480c9651376687ba08a7b1294b96
@pkn_orlen,Polish oil and gas company Orlen Group,188162;188132,company handle,;pkn_orlen;orlen group,,,,,,#N/A,CompanyHandle,Polish oil and gas company Orlen Group,,dgm_og_mentionee,f162bf73439d0f0608bd6290130d6490,dgm_og_mentionee__f162bf73439d0f0608bd6290130d6490
@pttplc_official,Thai state-owned oil and gas company PTT,188162;188132,company handle,;pttplc_official;ptt,,,,,,#N/A,CompanyHandle,Thai state-owned oil and gas company PTT,,dgm_og_mentionee,b8c16646b51bb13d0fce5627b7f945b8,dgm_og_mentionee__b8c16646b51bb13d0fce5627b7f945b8
@pxdtweets,US oil and gas company Pioneer Natural Resources,188162;188132,company handle,;pxdtweets;pioneer natural resources,,,,,,#N/A,CompanyHandle,US oil and gas company Pioneer Natural Resources,,dgm_og_mentionee,7f991d9db7737bbf612606c4d9e098de,dgm_og_mentionee__7f991d9db7737bbf612606c4d9e098de
@qatarpetroleum,state-owned Qatar Petroleum,188162;188132,company handle,;qatarpetroleum;qatar petroleum,,,,,,#N/A,CompanyHandle,state-owned Qatar Petroleum,,dgm_og_mentionee,45cbe00e1cc915dc11a4b42a0f2e778c,dgm_og_mentionee__45cbe00e1cc915dc11a4b42a0f2e778c
@range_resources,US oil and gas company Range Resources,188162;188132,company handle,;range_resources;range resources,,,,,,#N/A,CompanyHandle,US oil and gas company Range Resources,,dgm_og_mentionee,89e512c29ce64fc3a4006d5e586c2264,dgm_og_mentionee__89e512c29ce64fc3a4006d5e586c2264
@repsol,Spanish oil and gas company Repsol,188162;188132,company handle,;repsol;repsol,,,,,,#N/A,CompanyHandle,Spanish oil and gas company Repsol,,dgm_og_mentionee,25155fa9a839e00646ba83e22b5e9e29,dgm_og_mentionee__25155fa9a839e00646ba83e22b5e9e29
@repsolmexico,Spanish oil and gas company Repsol,188162;188132,company handle,repsol;repsolmexico;repsol mexico,,,,,,#N/A,CompanyHandle,Spanish oil and gas company Repsol,,dgm_og_mentionee,25155fa9a839e00646ba83e22b5e9e29,dgm_og_mentionee__25155fa9a839e00646ba83e22b5e9e29
@repsolsinopecuk,Spanish oil and gas company Repsol,188162;188132,company handle,repsol;repsolsinopecuk;repsol sinopec uk,,,,,,#N/A,CompanyHandle,Spanish oil and gas company Repsol,,dgm_og_mentionee,25155fa9a839e00646ba83e22b5e9e29,dgm_og_mentionee__25155fa9a839e00646ba83e22b5e9e29
@repsolworldwide,Spanish oil and gas company Repsol,188162;188132,company handle,;repsolworldwide;repsol,,,,,,#N/A,CompanyHandle,Spanish oil and gas company Repsol,,dgm_og_mentionee,25155fa9a839e00646ba83e22b5e9e29,dgm_og_mentionee__25155fa9a839e00646ba83e22b5e9e29
@rosneften,Russian state-owned oil and gas company Rosneft,188162;188132,company handle,;rosneften;rosneft,,,,,,#N/A,CompanyHandle,Russian state-owned oil and gas company Rosneft,,dgm_og_mentionee,6f1e032d49d396fc57abdb4c6335fd8d,dgm_og_mentionee__6f1e032d49d396fc57abdb4c6335fd8d
@santosltd,Australian oil and gas company Santos Limited,188162;188132,company handle,;santosltd;santos limited,,,,,,#N/A,CompanyHandle,Australian oil and gas company Santos Limited,,dgm_og_mentionee,0de5ccb89cf850e98ff01edc2b59129a,dgm_og_mentionee__0de5ccb89cf850e98ff01edc2b59129a
@sasiksa,South oil and gas company Sasol,188162;188132,company handle,;sasiksa;sasol,,,,,,#N/A,CompanyHandle,South oil and gas company Sasol,,dgm_og_mentionee,505108c4575b955c0ea6326bbe591e1d,dgm_og_mentionee__505108c4575b955c0ea6326bbe591e1d
@sempraenergy,US oil and gas company Sempra Energy,188162;188132,company handle,;sempraenergy;sempra energy,,,,,,#N/A,CompanyHandle,US oil and gas company Sempra Energy,,dgm_og_mentionee,854a74f7d334488dbbfce8447033d52d,dgm_og_mentionee__854a74f7d334488dbbfce8447033d52d
@shell_australia,Shell Australia,188162;188132,company handle,;shell_australia;shell australia,,,,,,Shell Australia,CompanyHandle,Shell Australia,,dgm_og_mentionee,3b40d7f5b8976adc06e31cbbbeaf746f,dgm_og_mentionee__3b40d7f5b8976adc06e31cbbbeaf746f
@shell_aviation,Shell Aviation,188162;188132,company handle,;shell_aviation;shell aviation,,,,,,Shell Aviation,CompanyHandle,Shell Aviation,,dgm_og_mentionee,43007bacae5ef75be27854a8e0f6855f,dgm_og_mentionee__43007bacae5ef75be27854a8e0f6855f
