german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,u,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
elsa-brandstrom-strasse,"Elsa-Brandstrom-Strasse in Bochum, Germany",51.4552381,7.1852796,1,,,,,,,Shipping,"Elsa-Brandstrom-Strasse in Bochum, Germany",,german_fires_bochum_locations,18f7f6fea3c0f29145eea525565dfc5c,german_fires_bochum_locations__18f7f6fea3c0f29145eea525565dfc5c
elsassstrasse,"Elsassstrasse in Bochum, Germany",51.478666,7.206108,1,,,,,,,CompanyKeyword,"Elsassstrasse in Bochum, Germany",,german_fires_bochum_locations,4e28700d42d9c0282b2a796fc15400be,german_fires_bochum_locations__4e28700d42d9c0282b2a796fc15400be
else-hirsch-strasse,"Else-Hirsch-Strasse in Bochum, Germany",51.4660138,7.2227122,1,,,,,,,LegislativeCommittee,"Else-Hirsch-Strasse in Bochum, Germany",,german_fires_bochum_locations,4e453de96730792be8a76ac35ea02e59,german_fires_bochum_locations__4e453de96730792be8a76ac35ea02e59
elsingstrasse,"Elsingstrasse in Bochum, Germany",51.4901111,7.3056893,1,,,,,,,Consulates,"Elsingstrasse in Bochum, Germany",,german_fires_bochum_locations,2e292f36da4162c6c6b9923b3ef1e31e,german_fires_bochum_locations__2e292f36da4162c6c6b9923b3ef1e31e
elsterstrasse,"Elsterstrasse in Bochum, Germany",51.4703351,7.3220034,1,,,,,,,Organization,"Elsterstrasse in Bochum, Germany",,german_fires_bochum_locations,184cb3182e35bf15326857ec3c66b420,german_fires_bochum_locations__184cb3182e35bf15326857ec3c66b420
elverfeldstrasse,"Elverfeldstrasse in Bochum, Germany",51.4555641,7.1544645,1,,,,,,,ForeignMinistry,"Elverfeldstrasse in Bochum, Germany",,german_fires_bochum_locations,e7c882f958e15933265447c61e66c808,german_fires_bochum_locations__e7c882f958e15933265447c61e66c808
emdenstrasse,"Emdenstrasse in Bochum, Germany",51.4604893,7.1513019,1,,,,,,,Shipping,"Emdenstrasse in Bochum, Germany",,german_fires_bochum_locations,69d74c75405c7c0d2179d55a67efa68e,german_fires_bochum_locations__69d74c75405c7c0d2179d55a67efa68e
emil-weitz-strasse,"Emil-Weitz-Strasse in Bochum, Germany",51.4830766,7.1271099,1,,,,,,,Media,"Emil-Weitz-Strasse in Bochum, Germany",,german_fires_bochum_locations,1c41168ba9cdda8881c27e5926f68ff0,german_fires_bochum_locations__1c41168ba9cdda8881c27e5926f68ff0
emilstrasse,"Emilstrasse in Bochum, Germany",51.4625481,7.1613967,1,,,,,,,ForeignMinistry,"Emilstrasse in Bochum, Germany",,german_fires_bochum_locations,3ff408353944b2b53e652160677b992a,german_fires_bochum_locations__3ff408353944b2b53e652160677b992a
emmastrasse,"Emmastrasse in Bochum, Germany",51.4456118,7.1728981,1,,,,,,,Wells,"Emmastrasse in Bochum, Germany",,german_fires_bochum_locations,5aceaf43d9f63fd853c6b1a03e0d430d,german_fires_bochum_locations__5aceaf43d9f63fd853c6b1a03e0d430d
emscherstrasse,"Emscherstrasse in Bochum, Germany",51.4916784,7.2120279,1,,,,,,,Diplomat,"Emscherstrasse in Bochum, Germany",,german_fires_bochum_locations,bb3a5dac57316522feba75c4b804bd6c,german_fires_bochum_locations__bb3a5dac57316522feba75c4b804bd6c
engelsburger strasse,"Engelsburger Strasse in Bochum, Germany",51.4667953,7.1805624,1,,,,,,,Pipeline,"Engelsburger Strasse in Bochum, Germany",,german_fires_bochum_locations,b4f112870b7c480fd1c30cf53c3d8ecc,german_fires_bochum_locations__b4f112870b7c480fd1c30cf53c3d8ecc
engelsburger weg,"Engelsburger Weg in Bochum, Germany",51.4667953,7.1805624,1,,,,,,,LegislativeCommittee,"Engelsburger Weg in Bochum, Germany",,german_fires_bochum_locations,04b331d158061f9ee7b28cce819b0945,german_fires_bochum_locations__04b331d158061f9ee7b28cce819b0945
ennepestrasse,"Ennepestrasse in Bochum, Germany",51.4997588,7.2434325,1,,,,,,,Refinery,"Ennepestrasse in Bochum, Germany",,german_fires_bochum_locations,410836d3157e56a4a6d441f23328ba0e,german_fires_bochum_locations__410836d3157e56a4a6d441f23328ba0e
eppendorfer feld,"Eppendorfer Feld in Bochum, Germany",51.4507503,7.1823499,1,,,,,,,Wells,"Eppendorfer Feld in Bochum, Germany",,german_fires_bochum_locations,e92458080c7cfd23ba7b3821633a5e01,german_fires_bochum_locations__e92458080c7cfd23ba7b3821633a5e01
eppendorfer strasse,"Eppendorfer Strasse in Bochum, Germany",51.4580197,7.1706059,1,,,,,,,ForeignMinister,"Eppendorfer Strasse in Bochum, Germany",,german_fires_bochum_locations,339b17ef5b2f041c2a4f4626f6c7ad44,german_fires_bochum_locations__339b17ef5b2f041c2a4f4626f6c7ad44
erbhof,"Erbhof in Bochum, Germany",51.4944153,7.2183198,1,,,,,,,space,"Erbhof in Bochum, Germany",,german_fires_bochum_locations,5d057736d8280dca663e6e0f2bfd0524,german_fires_bochum_locations__5d057736d8280dca663e6e0f2bfd0524
erbstollen,"Erbstollen in Bochum, Germany",51.4386697,7.2149872,1,,,,,,,Legislator,"Erbstollen in Bochum, Germany",,german_fires_bochum_locations,b62d907c306b19381c8d25f07fa97cf1,german_fires_bochum_locations__b62d907c306b19381c8d25f07fa97cf1
erdbeerweg,"Erdbeerweg in Bochum, Germany",51.4335954,7.1874888,1,,,,,,,CompanyKeyword,"Erdbeerweg in Bochum, Germany",,german_fires_bochum_locations,606d783f77486602747221623d7dee61,german_fires_bochum_locations__606d783f77486602747221623d7dee61
erich-mendel-platz,"Erich-Mendel-Platz in Bochum, Germany",51.4853768,7.2267215,1,,,,,,,AAEntity,"Erich-Mendel-Platz in Bochum, Germany",,german_fires_bochum_locations,1b82066b66d0500572dc3a302a083321,german_fires_bochum_locations__1b82066b66d0500572dc3a302a083321
erlenstrasse,"Erlenstrasse in Bochum, Germany",51.4627182,7.2061666,1,,,,,,,Exec,"Erlenstrasse in Bochum, Germany",,german_fires_bochum_locations,868be944f67321e6fbb4e7649fe7f273,german_fires_bochum_locations__868be944f67321e6fbb4e7649fe7f273
erlgartenstrasse,"Erlgartenstrasse in Bochum, Germany",51.4561465,7.1699722,1,,,,,,,Person,"Erlgartenstrasse in Bochum, Germany",,german_fires_bochum_locations,f390cf01e5f767c822d81ff551383692,german_fires_bochum_locations__f390cf01e5f767c822d81ff551383692
ermlandstrasse,"Ermlandstrasse in Bochum, Germany",51.4667074,7.2091862,1,,,,,,,FTO,"Ermlandstrasse in Bochum, Germany",,german_fires_bochum_locations,967b83c25aa19c5f62a85355e95c643d,german_fires_bochum_locations__967b83c25aa19c5f62a85355e95c643d
ernestinestrasse,"Ernestinestrasse in Bochum, Germany",51.5029168,7.2224558,1,,,,,,,LegislativeCommittee,"Ernestinestrasse in Bochum, Germany",,german_fires_bochum_locations,57ff54360368069aa2a1aae2915f44bc,german_fires_bochum_locations__57ff54360368069aa2a1aae2915f44bc
ernst-erwin-bussmann-pfad,"Ernst-Erwin-Bussmann-Pfad in Bochum, Germany",51.4612387,7.1691666,1,,,,,,,Person,"Ernst-Erwin-Bussmann-Pfad in Bochum, Germany",,german_fires_bochum_locations,d6437c39d5b835a35756fdfdfa0ebc5e,german_fires_bochum_locations__d6437c39d5b835a35756fdfdfa0ebc5e
ernststrasse,"Ernststrasse in Bochum, Germany",51.4767862,7.1904156,1,,,,,,,Diplomat,"Ernststrasse in Bochum, Germany",,german_fires_bochum_locations,30ad504febd9539cf4e7b9c2c8e16225,german_fires_bochum_locations__30ad504febd9539cf4e7b9c2c8e16225
erwin-topp-strasse,"Erwin-Topp-Strasse in Bochum, Germany",51.4846897,7.1228246,1,,,,,,,space,"Erwin-Topp-Strasse in Bochum, Germany",,german_fires_bochum_locations,ddd22937feee13839a7be73021d9800d,german_fires_bochum_locations__ddd22937feee13839a7be73021d9800d
erzstrasse,"Erzstrasse in Bochum, Germany",51.4743211,7.1899825,1,,,,,,,Refinery,"Erzstrasse in Bochum, Germany",,german_fires_bochum_locations,43363861ccfea689b3a5e67531d5158f,german_fires_bochum_locations__43363861ccfea689b3a5e67531d5158f
eschenhagen,"Eschenhagen in Bochum, Germany",51.4471413,7.1591517,1,,,,,,,Wells,"Eschenhagen in Bochum, Germany",,german_fires_bochum_locations,ca0daac54a9b0466dcf795d74d0153f0,german_fires_bochum_locations__ca0daac54a9b0466dcf795d74d0153f0
eschweg,"Eschweg in Bochum, Germany",51.4646916,7.3146655,1,,,,,,,Consulates,"Eschweg in Bochum, Germany",,german_fires_bochum_locations,72c88baff6905da13995a57f69520ca1,german_fires_bochum_locations__72c88baff6905da13995a57f69520ca1
espenloh,"Espenloh in Bochum, Germany",51.4818506,7.1145571,1,,,,,,,space,"Espenloh in Bochum, Germany",,german_fires_bochum_locations,1219f119ab3c7c5ba716522e818a4cce,german_fires_bochum_locations__1219f119ab3c7c5ba716522e818a4cce
espenweg,"Espenweg in Bochum, Germany",51.4473738,7.2392135,1,,,,,,,Media,"Espenweg in Bochum, Germany",,german_fires_bochum_locations,3267789642d21233f68c20b20ec4321d,german_fires_bochum_locations__3267789642d21233f68c20b20ec4321d
essener strasse,"Essener Strasse in Bochum, Germany",51.4730476,7.1771787,1,,,,,,,Media,"Essener Strasse in Bochum, Germany",,german_fires_bochum_locations,58d60532a4f27d9689ed31489c5a711b,german_fires_bochum_locations__58d60532a4f27d9689ed31489c5a711b
ettersheide,"Ettersheide in Bochum, Germany",51.4262865,7.1711846,1,,,,,,,ForeignMinister,"Ettersheide in Bochum, Germany",,german_fires_bochum_locations,8e3c8c6198f14a1ad354ef4451910706,german_fires_bochum_locations__8e3c8c6198f14a1ad354ef4451910706
eugenstrasse,"Eugenstrasse in Bochum, Germany",51.4775381,7.1907851,1,,,,,,,Person,"Eugenstrasse in Bochum, Germany",,german_fires_bochum_locations,bfc4da46b34f3c4a000cfa46f3fc61e4,german_fires_bochum_locations__bfc4da46b34f3c4a000cfa46f3fc61e4
eulenbaumstrasse,"Eulenbaumstrasse in Bochum, Germany",51.4538479,7.2680588,1,,,,,,,News,"Eulenbaumstrasse in Bochum, Germany",,german_fires_bochum_locations,9d883962463194e5be301521c16e8579,german_fires_bochum_locations__9d883962463194e5be301521c16e8579
europaplatz,"Europaplatz in Bochum, Germany",51.4888603,7.2155587,1,,,,,,,Shipping,"Europaplatz in Bochum, Germany",,german_fires_bochum_locations,2e378ff7b172e1a6597dde458ed8a688,german_fires_bochum_locations__2e378ff7b172e1a6597dde458ed8a688
evastrasse,"Evastrasse in Bochum, Germany",51.5021083,7.1530188,1,,,,,,,Diplomat,"Evastrasse in Bochum, Germany",,german_fires_bochum_locations,83e3bf1208312a1c9d535e7877acfd04,german_fires_bochum_locations__83e3bf1208312a1c9d535e7877acfd04
everstalstrasse,"Everstalstrasse in Bochum, Germany",51.4890211,7.3312282,1,,,,,,,Shipping,"Everstalstrasse in Bochum, Germany",,german_fires_bochum_locations,b706d94385f32ad94e79a02656ef5331,german_fires_bochum_locations__b706d94385f32ad94e79a02656ef5331
ewaldstrasse,"Ewaldstrasse in Bochum, Germany",51.472487,7.2193461,1,,,,,,,IndustryTerm,"Ewaldstrasse in Bochum, Germany",,german_fires_bochum_locations,8b9fac687643683d9c30e43a7770f3fa,german_fires_bochum_locations__8b9fac687643683d9c30e43a7770f3fa
externest,"Externest in Bochum, Germany",51.4683559,7.3202723,1,,,,,,,ForeignMinister,"Externest in Bochum, Germany",,german_fires_bochum_locations,f068d27d9004e52736932fff799db2de,german_fires_bochum_locations__f068d27d9004e52736932fff799db2de
eythstrasse,"Eythstrasse in Bochum, Germany",51.4372715,7.1639484,1,,,,,,,AAEntity,"Eythstrasse in Bochum, Germany",,german_fires_bochum_locations,06628dda55c76f0ef2b1a82c975aa229,german_fires_bochum_locations__06628dda55c76f0ef2b1a82c975aa229
fahrendeller strasse,"Fahrendeller Strasse in Bochum, Germany",51.4868267,7.2104071,1,,,,,,,Shipping,"Fahrendeller Strasse in Bochum, Germany",,german_fires_bochum_locations,d59f715de15addfc9a9def3e07dc78be,german_fires_bochum_locations__d59f715de15addfc9a9def3e07dc78be
fahrenheitstrasse,"Fahrenheitstrasse in Bochum, Germany",51.4328573,7.1541003,1,,,,,,,Media,"Fahrenheitstrasse in Bochum, Germany",,german_fires_bochum_locations,ff818ccdec530aaba92b2b19b5942f91,german_fires_bochum_locations__ff818ccdec530aaba92b2b19b5942f91
fahrweg,"Fahrweg in Bochum, Germany",51.421913,7.1508457,1,,,,,,,Person,"Fahrweg in Bochum, Germany",,german_fires_bochum_locations,0f3faa905cdd0fe3afe09caef64db451,german_fires_bochum_locations__0f3faa905cdd0fe3afe09caef64db451
falkstrasse,"Falkstrasse in Bochum, Germany",51.5022631,7.2141901,1,,,,,,,IndustryTerm,"Falkstrasse in Bochum, Germany",,german_fires_bochum_locations,3c482db447042666d9e5273cc8b3dedf,german_fires_bochum_locations__3c482db447042666d9e5273cc8b3dedf
falterweg,"Falterweg in Bochum, Germany",51.4445756,7.2245296,1,,,,,,,Media,"Falterweg in Bochum, Germany",,german_fires_bochum_locations,984e37c93c8664fc2b56d67c4b5326aa,german_fires_bochum_locations__984e37c93c8664fc2b56d67c4b5326aa
farnstrasse,"Farnstrasse in Bochum, Germany",51.4677193,7.2198652,1,,,,,,,ForeignMinistry,"Farnstrasse in Bochum, Germany",,german_fires_bochum_locations,c812360c5abadf998bcb8f80815c1963,german_fires_bochum_locations__c812360c5abadf998bcb8f80815c1963
fasanenweg,"Fasanenweg in Bochum, Germany",51.4643871,7.3059857,1,,,,,,,Exec,"Fasanenweg in Bochum, Germany",,german_fires_bochum_locations,7588673713e6c67a5faac1f19994dfb6,german_fires_bochum_locations__7588673713e6c67a5faac1f19994dfb6
faunastrasse,"Faunastrasse in Bochum, Germany",51.4528961,7.1527662,1,,,,,,,Media,"Faunastrasse in Bochum, Germany",,german_fires_bochum_locations,87fd4688ad2550c700ba304f53717866,german_fires_bochum_locations__87fd4688ad2550c700ba304f53717866
feenstrasse,"Feenstrasse in Bochum, Germany",51.5076748,7.2175458,1,,,,,,,ForeignMinistry,"Feenstrasse in Bochum, Germany",,german_fires_bochum_locations,394237804c7b2e96073100bdd0678b17,german_fires_bochum_locations__394237804c7b2e96073100bdd0678b17
feierabendweg,"Feierabendweg in Bochum, Germany",51.4573365,7.2475988,1,,,,,,,Legislator,"Feierabendweg in Bochum, Germany",,german_fires_bochum_locations,6b03ecbab5e2c687041e8b169e48525e,german_fires_bochum_locations__6b03ecbab5e2c687041e8b169e48525e
feldgartenweg,"Feldgartenweg in Bochum, Germany",51.5116496,7.2160214,1,,,,,,,Refinery,"Feldgartenweg in Bochum, Germany",,german_fires_bochum_locations,875174bd7ddc60a3a71b554256a454bc,german_fires_bochum_locations__875174bd7ddc60a3a71b554256a454bc
feldmark,"Feldmark in Bochum, Germany",51.4773609,7.2575088,1,,,,,,,FTO,"Feldmark in Bochum, Germany",,german_fires_bochum_locations,48da39df2317964ed603ff6781f5e544,german_fires_bochum_locations__48da39df2317964ed603ff6781f5e544
feldsieper strasse,"Feldsieper Strasse in Bochum, Germany",51.4936815,7.205742,1,,,,,,,Organization,"Feldsieper Strasse in Bochum, Germany",,german_fires_bochum_locations,1433d5f942acbc3a8be649f1798d8db2,german_fires_bochum_locations__1433d5f942acbc3a8be649f1798d8db2
feldstrasse,"Feldstrasse in Bochum, Germany",51.4718016,7.1268116,1,,,,,,,Legislator,"Feldstrasse in Bochum, Germany",,german_fires_bochum_locations,78fdd509817b0324b9733c492f4aeb7f,german_fires_bochum_locations__78fdd509817b0324b9733c492f4aeb7f
felix-scharf-strasse,"Felix-Scharf-Strasse in Bochum, Germany",51.4708186,7.1681211,1,,,,,,,ForeignMinistry,"Felix-Scharf-Strasse in Bochum, Germany",,german_fires_bochum_locations,3be32ef9f95e7778f616ed76debffe8e,german_fires_bochum_locations__3be32ef9f95e7778f616ed76debffe8e
ferdinand strasse,"Ferdinand Strasse in Bochum, Germany",51.4776955,7.2251927,1,,,,,,,space,"Ferdinand Strasse in Bochum, Germany",,german_fires_bochum_locations,c459c30e05bd9dd22b21987881c29b44,german_fires_bochum_locations__c459c30e05bd9dd22b21987881c29b44
ferdinand-kruger-strasse,"Ferdinand-Kruger-Strasse in Bochum, Germany",51.4214505,7.1587211,1,,,,,,,Refinery,"Ferdinand-Kruger-Strasse in Bochum, Germany",,german_fires_bochum_locations,10a2c15ec5a8dea0e5eca7273a9eab38,german_fires_bochum_locations__10a2c15ec5a8dea0e5eca7273a9eab38
ferdinand-lassalle-strasse,"Ferdinand-Lassalle-Strasse in Bochum, Germany",51.5071359,7.2607601,1,,,,,,,Pipeline,"Ferdinand-Lassalle-Strasse in Bochum, Germany",,german_fires_bochum_locations,d07037558a24aea46bd7c39346159575,german_fires_bochum_locations__d07037558a24aea46bd7c39346159575
ferdinandstrasse,"Ferdinandstrasse in Bochum, Germany",51.4776955,7.2251927,1,,,,,,,Legislator,"Ferdinandstrasse in Bochum, Germany",,german_fires_bochum_locations,f01d8d8997b79bd716fdb21da7d56700,german_fires_bochum_locations__f01d8d8997b79bd716fdb21da7d56700
feuerbachstrasse,"Feuerbachstrasse in Bochum, Germany",51.4601799,7.2020966,1,,,,,,,FTO,"Feuerbachstrasse in Bochum, Germany",,german_fires_bochum_locations,31bef427cfaad428b9a1250209993633,german_fires_bochum_locations__31bef427cfaad428b9a1250209993633
fichtestrasse,"Fichtestrasse in Bochum, Germany",51.4740448,7.1461848,1,,,,,,,space,"Fichtestrasse in Bochum, Germany",,german_fires_bochum_locations,b4f782b9a3a173c6bb6a33a4fcbeae1a,german_fires_bochum_locations__b4f782b9a3a173c6bb6a33a4fcbeae1a
finefraustrasse,"Finefraustrasse in Bochum, Germany",51.4994392,7.1772555,1,,,,,,,DiplomaticFacilities,"Finefraustrasse in Bochum, Germany",,german_fires_bochum_locations,bfc53c61af27a2b37fe684503eb44f62,german_fires_bochum_locations__bfc53c61af27a2b37fe684503eb44f62
finkenbecke,"Finkenbecke in Bochum, Germany",51.4893948,7.3295551,1,,,,,,,FTO,"Finkenbecke in Bochum, Germany",,german_fires_bochum_locations,2c34fdb5fab5069f0b2662c47affe546,german_fires_bochum_locations__2c34fdb5fab5069f0b2662c47affe546
finkenstrasse,"Finkenstrasse in Bochum, Germany",51.4573261,7.1788154,1,,,,,,,Diplomat,"Finkenstrasse in Bochum, Germany",,german_fires_bochum_locations,713082acdfa2d060ac15f409405dc0c0,german_fires_bochum_locations__713082acdfa2d060ac15f409405dc0c0
fischerstrasse,"Fischerstrasse in Bochum, Germany",51.5224236,7.2895356,1,,,,,,,Wells,"Fischerstrasse in Bochum, Germany",,german_fires_bochum_locations,684205606581163a7d01eed255618409,german_fires_bochum_locations__684205606581163a7d01eed255618409
flasskuhlstrasse,"Flasskuhlstrasse in Bochum, Germany",51.4298243,7.2297419,1,,,,,,,Diplomat,"Flasskuhlstrasse in Bochum, Germany",,german_fires_bochum_locations,ed918cb056b7c4d6df4a11e25a48e015,german_fires_bochum_locations__ed918cb056b7c4d6df4a11e25a48e015
fliederstrasse,"Fliederstrasse in Bochum, Germany",51.4900568,7.3111995,1,,,,,,,Consulates,"Fliederstrasse in Bochum, Germany",,german_fires_bochum_locations,0fa31c9b427078e5188a332d19f65cb2,german_fires_bochum_locations__0fa31c9b427078e5188a332d19f65cb2
florastrasse,"Florastrasse in Bochum, Germany",51.4489746,7.1864157,1,,,,,,,ForeignMinistry,"Florastrasse in Bochum, Germany",,german_fires_bochum_locations,bad54f12656dfb7279a9d943ef053ecc,german_fires_bochum_locations__bad54f12656dfb7279a9d943ef053ecc
florianstrasse,"Florianstrasse in Bochum, Germany",51.5008656,7.2731316,1,,,,,,,Exec,"Florianstrasse in Bochum, Germany",,german_fires_bochum_locations,0c599712f97cc6d0ccfd3516a88b81b5,german_fires_bochum_locations__0c599712f97cc6d0ccfd3516a88b81b5
flotowstrasse,"Flotowstrasse in Bochum, Germany",51.4599687,7.2141066,1,,,,,,,space,"Flotowstrasse in Bochum, Germany",,german_fires_bochum_locations,56c31c0e1fcd2584d9a76d52bb66bc27,german_fires_bochum_locations__56c31c0e1fcd2584d9a76d52bb66bc27
flottmannstrasse,"Flottmannstrasse in Bochum, Germany",51.518172,7.2191242,1,,,,,,,LegislativeCommittee,"Flottmannstrasse in Bochum, Germany",,german_fires_bochum_locations,7d3c03c84dcc1a63575638451320b68f,german_fires_bochum_locations__7d3c03c84dcc1a63575638451320b68f
floz finefrau,"Floz Finefrau in Bochum, Germany",51.4804073,7.1571818,1,,,,,,,Pipeline,"Floz Finefrau in Bochum, Germany",,german_fires_bochum_locations,30dc52aaf783470bcacbcc705fcef248,german_fires_bochum_locations__30dc52aaf783470bcacbcc705fcef248
flozstrasse,"Flozstrasse in Bochum, Germany",51.4575485,7.236394,1,,,,,,,Exec,"Flozstrasse in Bochum, Germany",,german_fires_bochum_locations,6f80944ead530a315cf529738b0b0238,german_fires_bochum_locations__6f80944ead530a315cf529738b0b0238
flurstrasse,"Flurstrasse in Bochum, Germany",51.4850268,7.2337454,1,,,,,,,ForeignMinistry,"Flurstrasse in Bochum, Germany",,german_fires_bochum_locations,48d0e49dbbfc4e00f3652f3c520656e4,german_fires_bochum_locations__48d0e49dbbfc4e00f3652f3c520656e4
fontanestrasse,"Fontanestrasse in Bochum, Germany",51.5090662,7.2675905,1,,,,,,,Refinery,"Fontanestrasse in Bochum, Germany",,german_fires_bochum_locations,5d70094bdc620e7ec7ef01b75935b583,german_fires_bochum_locations__5d70094bdc620e7ec7ef01b75935b583
forderstrasse,"Forderstrasse in Bochum, Germany",51.4549574,7.2307502,1,,,,,,,Diplomat,"Forderstrasse in Bochum, Germany",,german_fires_bochum_locations,9e9fdb70e6759fb86ca2603dcc325873,german_fires_bochum_locations__9e9fdb70e6759fb86ca2603dcc325873
forstring,"Forstring in Bochum, Germany",51.4500388,7.1506864,1,,,,,,,CompanyKeyword,"Forstring in Bochum, Germany",,german_fires_bochum_locations,c52969fc100db4090c2daee3da65ce47,german_fires_bochum_locations__c52969fc100db4090c2daee3da65ce47
fortmannweg,"Fortmannweg in Bochum, Germany",51.516092,7.2598781,1,,,,,,,Keyphrase,"Fortmannweg in Bochum, Germany",,german_fires_bochum_locations,71a0f40e0f9857c738b4414ee07b12a0,german_fires_bochum_locations__71a0f40e0f9857c738b4414ee07b12a0
frankenweg,"Frankenweg in Bochum, Germany",51.4665537,7.1533904,1,,,,,,,Legislator,"Frankenweg in Bochum, Germany",,german_fires_bochum_locations,5f069d9a89e228163019aa8d29e0fe72,german_fires_bochum_locations__5f069d9a89e228163019aa8d29e0fe72
frans-hals-strasse,"Frans-Hals-Strasse in Bochum, Germany",51.4591967,7.2073799,1,,,,,,,AAEntity,"Frans-Hals-Strasse in Bochum, Germany",,german_fires_bochum_locations,a74d505fceaaa070de9e8deab720400b,german_fires_bochum_locations__a74d505fceaaa070de9e8deab720400b
franz-nawa-strasse,"Franz-Nawa-Strasse in Bochum, Germany",51.4291258,7.1351553,1,,,,,,,Organization,"Franz-Nawa-Strasse in Bochum, Germany",,german_fires_bochum_locations,e623b2da4957b2ac87dbbf8ee828d0eb,german_fires_bochum_locations__e623b2da4957b2ac87dbbf8ee828d0eb
franz-vogt-strasse,"Franz-Vogt-Strasse in Bochum, Germany",51.4753873,7.2202282,1,,,,,,,Pipeline,"Franz-Vogt-Strasse in Bochum, Germany",,german_fires_bochum_locations,9392555bfa241be3ef2e51a477ecaeaf,german_fires_bochum_locations__9392555bfa241be3ef2e51a477ecaeaf
franz-werfel-strasse,"Franz-Werfel-Strasse in Bochum, Germany",51.4765472,7.1372583,1,,,,,,,News,"Franz-Werfel-Strasse in Bochum, Germany",,german_fires_bochum_locations,5d315758afe4f58af11465ab28305269,german_fires_bochum_locations__5d315758afe4f58af11465ab28305269
franziskusstrasse,"Franziskusstrasse in Bochum, Germany",51.4493176,7.1954836,1,,,,,,,ForeignMinistry,"Franziskusstrasse in Bochum, Germany",,german_fires_bochum_locations,c6f9de3d7a92242b9e4dda5c6b6cabe7,german_fires_bochum_locations__c6f9de3d7a92242b9e4dda5c6b6cabe7
franzstrasse,"Franzstrasse in Bochum, Germany",51.4847977,7.2182888,1,,,,,,,ForeignMinister,"Franzstrasse in Bochum, Germany",,german_fires_bochum_locations,15ce0bbe7f93ac4e1f25238e63fa243b,german_fires_bochum_locations__15ce0bbe7f93ac4e1f25238e63fa243b
frauenlobstrasse,"Frauenlobstrasse in Bochum, Germany",51.5152946,7.2649002,1,,,,,,,IndustryTerm,"Frauenlobstrasse in Bochum, Germany",,german_fires_bochum_locations,af80143fc7d4acb9f125e2ed6cd2d06e,german_fires_bochum_locations__af80143fc7d4acb9f125e2ed6cd2d06e
fraunhoferstrasse,"Fraunhoferstrasse in Bochum, Germany",51.4369628,7.1558588,1,,,,,,,Consulates,"Fraunhoferstrasse in Bochum, Germany",,german_fires_bochum_locations,f66fd879d74c7b8419015aa1730df367,german_fires_bochum_locations__f66fd879d74c7b8419015aa1730df367
fredenkamp,"Fredenkamp in Bochum, Germany",51.4878691,7.1455339,1,,,,,,,Diplomat,"Fredenkamp in Bochum, Germany",,german_fires_bochum_locations,9e5cc3e468df295e24c4cc88d0588c1f,german_fires_bochum_locations__9e5cc3e468df295e24c4cc88d0588c1f
freie-vogel-strasse,"Freie-Vogel-Strasse in Bochum, Germany",51.5209445,7.2883755,1,,,,,,,Shipping,"Freie-Vogel-Strasse in Bochum, Germany",,german_fires_bochum_locations,b3cb68edb9f5357f26aabbba2df0dd9b,german_fires_bochum_locations__b3cb68edb9f5357f26aabbba2df0dd9b
freigrafendamm,"Freigrafendamm in Bochum, Germany",51.4744179,7.2444964,1,,,,,,,CompanyKeyword,"Freigrafendamm in Bochum, Germany",,german_fires_bochum_locations,afe7a20d7a74f99cc74abde58dbb0173,german_fires_bochum_locations__afe7a20d7a74f99cc74abde58dbb0173
freiheitstrasse,"Freiheitstrasse in Bochum, Germany",51.4818637,7.1344942,1,,,,,,,Diplomat,"Freiheitstrasse in Bochum, Germany",,german_fires_bochum_locations,270c1e7986b1b42bcead06569f847994,german_fires_bochum_locations__270c1e7986b1b42bcead06569f847994
freiligrathstrasse,"Freiligrathstrasse in Bochum, Germany",51.4918371,7.2184157,1,,,,,,,Wells,"Freiligrathstrasse in Bochum, Germany",,german_fires_bochum_locations,3afb2eb0c9e887abf753f3bc469826c1,german_fires_bochum_locations__3afb2eb0c9e887abf753f3bc469826c1
freisenbruch,"Freisenbruch in Bochum, Germany",51.4496385,7.1095416,1,,,,,,,Media,"Freisenbruch in Bochum, Germany",,german_fires_bochum_locations,a646a520408987a27aeb69991d80d0d0,german_fires_bochum_locations__a646a520408987a27aeb69991d80d0d0
frenkingstrasse,"Frenkingstrasse in Bochum, Germany",51.4774037,7.2931134,1,,,,,,,Wells,"Frenkingstrasse in Bochum, Germany",,german_fires_bochum_locations,9cf079b0cd5c704c2ffd55dce8fd537f,german_fires_bochum_locations__9cf079b0cd5c704c2ffd55dce8fd537f
freudenbergstrasse,"Freudenbergstrasse in Bochum, Germany",51.4964919,7.1930458,1,,,,,,,Consulates,"Freudenbergstrasse in Bochum, Germany",,german_fires_bochum_locations,a1d7a522fbedf9b4f944b4f579bcb612,german_fires_bochum_locations__a1d7a522fbedf9b4f944b4f579bcb612
freyaweg,"Freyaweg in Bochum, Germany",51.5022732,7.2818844,1,,,,,,,DiplomaticFacilities,"Freyaweg in Bochum, Germany",,german_fires_bochum_locations,419cf20c54ec768fa48e688eb0acd862,german_fires_bochum_locations__419cf20c54ec768fa48e688eb0acd862
