german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,u,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
am fullort,"Am Fullort in Bochum, Germany",51.5162442,7.2692773,1,,,,,,,ForeignMinister,"Am Fullort in Bochum, Germany",,german_fires_bochum_locations,b4b6747e877da9e03c26f88726f2b37b,german_fires_bochum_locations__b4b6747e877da9e03c26f88726f2b37b
am gartenkamp,"Am Gartenkamp in Bochum, Germany",51.5113047,7.2083329,1,,,,,,,Consulates,"Am Gartenkamp in Bochum, Germany",,german_fires_bochum_locations,95b0a5819a7596c6f3026cb394823a6d,german_fires_bochum_locations__95b0a5819a7596c6f3026cb394823a6d
am gausefei,"Am Gausefei in Bochum, Germany",51.4859385,7.3139421,1,,,,,,,AAEntity,"Am Gausefei in Bochum, Germany",,german_fires_bochum_locations,9e79bfcbadd80f57c98dad4af701e277,german_fires_bochum_locations__9e79bfcbadd80f57c98dad4af701e277
am gebrannten,"Am Gebrannten in Bochum, Germany",51.4321471,7.2502165,1,,,,,,,Consulates,"Am Gebrannten in Bochum, Germany",,german_fires_bochum_locations,0cd108e0929c21d355d8d68cec1aa48d,german_fires_bochum_locations__0cd108e0929c21d355d8d68cec1aa48d
am geraden weg,"Am Geraden Weg in Bochum, Germany",51.5240599,7.281656,1,,,,,,,ForeignMinister,"Am Geraden Weg in Bochum, Germany",,german_fires_bochum_locations,9e5be27c5a1f51be0498eeca20694529,german_fires_bochum_locations__9e5be27c5a1f51be0498eeca20694529
am gerstkamp,"Am Gerstkamp in Bochum, Germany",51.4721807,7.2276141,1,,,,,,,space,"Am Gerstkamp in Bochum, Germany",,german_fires_bochum_locations,01f4621cd5837fa3a1a1a83f5180759e,german_fires_bochum_locations__01f4621cd5837fa3a1a1a83f5180759e
am ginsterbusch,"Am Ginsterbusch in Bochum, Germany",51.46745,7.243705,1,,,,,,,News,"Am Ginsterbusch in Bochum, Germany",,german_fires_bochum_locations,c27c8bda6e6463a90613db5bdf89fcef,german_fires_bochum_locations__c27c8bda6e6463a90613db5bdf89fcef
am glockenturm,"Am Glockenturm in Bochum, Germany",51.4714779,7.3294264,1,,,,,,,Diplomat,"Am Glockenturm in Bochum, Germany",,german_fires_bochum_locations,6d8e6b6d9023b3b34cfdefba5ad491d3,german_fires_bochum_locations__6d8e6b6d9023b3b34cfdefba5ad491d3
am gopel,"Am Gopel in Bochum, Germany",51.4392652,7.2037628,1,,,,,,,IndustryTerm,"Am Gopel in Bochum, Germany",,german_fires_bochum_locations,165943cc62a66b0305e3877f5c1cd2db,german_fires_bochum_locations__165943cc62a66b0305e3877f5c1cd2db
am gosepotken,"Am Gosepotken in Bochum, Germany",51.4523982,7.1978535,1,,,,,,,DiplomaticFacilities,"Am Gosepotken in Bochum, Germany",,german_fires_bochum_locations,b06ec273297d90bf7bb5bbe29ac9c850,german_fires_bochum_locations__b06ec273297d90bf7bb5bbe29ac9c850
am grenzstuck,"Am Grenzstuck in Bochum, Germany",51.4138979,7.1676001,1,,,,,,,CompanyKeyword,"Am Grenzstuck in Bochum, Germany",,german_fires_bochum_locations,348ea7b72054ebfa6400c9eb6fd48ad3,german_fires_bochum_locations__348ea7b72054ebfa6400c9eb6fd48ad3
am groppersweg,"Am Groppersweg in Bochum, Germany",51.4884446,7.3277489,1,,,,,,,DiplomaticFacilities,"Am Groppersweg in Bochum, Germany",,german_fires_bochum_locations,fadbd38105e2768099f6e4c9b21f7fc9,german_fires_bochum_locations__fadbd38105e2768099f6e4c9b21f7fc9
am grumerbaum,"Am Grumerbaum in Bochum, Germany",51.5087927,7.2588433,1,,,,,,,Refinery,"Am Grumerbaum in Bochum, Germany",,german_fires_bochum_locations,4f8a27c461a6ddce2aba0f1697a21e09,german_fires_bochum_locations__4f8a27c461a6ddce2aba0f1697a21e09
am gysenberg,"Am Gysenberg in Bochum, Germany",51.5238022,7.2675931,1,,,,,,,DiplomaticFacilities,"Am Gysenberg in Bochum, Germany",,german_fires_bochum_locations,2d435b8747b2c64758f93da2accaca90,german_fires_bochum_locations__2d435b8747b2c64758f93da2accaca90
am hahl,"Am Hahl in Bochum, Germany",51.4254231,7.1747408,1,,,,,,,FTO,"Am Hahl in Bochum, Germany",,german_fires_bochum_locations,7efb39d6a19b33d8d5427b27e1f56bfb,german_fires_bochum_locations__7efb39d6a19b33d8d5427b27e1f56bfb
am hain,"Am Hain in Bochum, Germany",51.4788936,7.2296234,1,,,,,,,Shipping,"Am Hain in Bochum, Germany",,german_fires_bochum_locations,ca93f977bd43b33fd23ebb2bf53be31c,german_fires_bochum_locations__ca93f977bd43b33fd23ebb2bf53be31c
am hang,"Am Hang in Bochum, Germany",51.4252632,7.239228,1,,,,,,,AAEntity,"Am Hang in Bochum, Germany",,german_fires_bochum_locations,8d3c9e0ab141371173a985b950f82a75,german_fires_bochum_locations__8d3c9e0ab141371173a985b950f82a75
am hangenden,"Am Hangenden in Bochum, Germany",51.4917302,7.1876649,1,,,,,,,DiplomaticFacilities,"Am Hangenden in Bochum, Germany",,german_fires_bochum_locations,67c65b97dba28195064a22d9be353411,german_fires_bochum_locations__67c65b97dba28195064a22d9be353411
am hausacker,"Am Hausacker in Bochum, Germany",51.5110172,7.214691,1,,,,,,,News,"Am Hausacker in Bochum, Germany",,german_fires_bochum_locations,1e5100e798d11c516c69d9a22bd6e6be,german_fires_bochum_locations__1e5100e798d11c516c69d9a22bd6e6be
am hedtberg,"Am Hedtberg in Bochum, Germany",51.4324222,7.1569799,1,,,,,,,ForeignMinister,"Am Hedtberg in Bochum, Germany",,german_fires_bochum_locations,ef84e0b3f5430cb94e364f13aaef6e76,german_fires_bochum_locations__ef84e0b3f5430cb94e364f13aaef6e76
am heerbusch,"Am Heerbusch in Bochum, Germany",51.4828613,7.3124381,1,,,,,,,Refinery,"Am Heerbusch in Bochum, Germany",,german_fires_bochum_locations,0b398f4281f0abfcec517dd0f7a150fc,german_fires_bochum_locations__0b398f4281f0abfcec517dd0f7a150fc
am hellweg,"Am Hellweg in Bochum, Germany",51.5124256,7.2701836,1,,,,,,,DiplomaticFacilities,"Am Hellweg in Bochum, Germany",,german_fires_bochum_locations,20a68508af00af30f838ad0bc9426d43,german_fires_bochum_locations__20a68508af00af30f838ad0bc9426d43
am hessenteich,"Am Hessenteich in Bochum, Germany",51.4773206,7.330715,1,,,,,,,Organization,"Am Hessenteich in Bochum, Germany",,german_fires_bochum_locations,7723d4117facd287966c8d4cc1b68179,german_fires_bochum_locations__7723d4117facd287966c8d4cc1b68179
am hillerberg,"Am Hillerberg in Bochum, Germany",51.5225501,7.2726861,1,,,,,,,ForeignMinister,"Am Hillerberg in Bochum, Germany",,german_fires_bochum_locations,0f05c99d8292c16f75a6d50a5409bced,german_fires_bochum_locations__0f05c99d8292c16f75a6d50a5409bced
am hochschulcampus,"Am Hochschulcampus in Bochum, Germany",51.448373,7.2716279,1,,,,,,,ForeignMinistry,"Am Hochschulcampus in Bochum, Germany",,german_fires_bochum_locations,d92a9180f4a4baf78cf1b133ee570a9a,german_fires_bochum_locations__d92a9180f4a4baf78cf1b133ee570a9a
am hohberg,"Am Hohberg in Bochum, Germany",51.5031782,7.1576464,1,,,,,,,Wells,"Am Hohberg in Bochum, Germany",,german_fires_bochum_locations,842bc54bb56c2642d1e03b924dd4667c,german_fires_bochum_locations__842bc54bb56c2642d1e03b924dd4667c
am hohen brink,"Am Hohen Brink in Bochum, Germany",51.4670865,7.3123481,1,,,,,,,ForeignMinistry,"Am Hohen Brink in Bochum, Germany",,german_fires_bochum_locations,6ec27f110badec120f9f6b086259fc34,german_fires_bochum_locations__6ec27f110badec120f9f6b086259fc34
am hohwege,"Am Hohwege in Bochum, Germany",51.4369226,7.1845471,1,,,,,,,Diplomat,"Am Hohwege in Bochum, Germany",,german_fires_bochum_locations,f3041e1525dca5e24a6244711e37c8a7,german_fires_bochum_locations__f3041e1525dca5e24a6244711e37c8a7
am holtkamp,"Am Holtkamp in Bochum, Germany",51.4384867,7.1998278,1,,,,,,,ForeignMinistry,"Am Holtkamp in Bochum, Germany",,german_fires_bochum_locations,a197dcfeef88faf0c1c95915427d3962,german_fires_bochum_locations__a197dcfeef88faf0c1c95915427d3962
am holzwege,"Am Holzwege in Bochum, Germany",51.4298795,7.1694278,1,,,,,,,LegislativeCommittee,"Am Holzwege in Bochum, Germany",,german_fires_bochum_locations,ee5de1c853c9b180b943a50d7c198cfb,german_fires_bochum_locations__ee5de1c853c9b180b943a50d7c198cfb
am honnengraben,"Am Honnengraben in Bochum, Germany",51.4572137,7.3129294,1,,,,,,,Legislator,"Am Honnengraben in Bochum, Germany",,german_fires_bochum_locations,c48b90b7cf3a80bfff602b01a9c189cd,german_fires_bochum_locations__c48b90b7cf3a80bfff602b01a9c189cd
am hosiepen,"Am Hosiepen in Bochum, Germany",51.4459366,7.1376873,1,,,,,,,space,"Am Hosiepen in Bochum, Germany",,german_fires_bochum_locations,ca18d5e935bc276860f12e19acf5bddb,german_fires_bochum_locations__ca18d5e935bc276860f12e19acf5bddb
am hottenborn,"Am Hottenborn in Bochum, Germany",51.4711702,7.1651047,1,,,,,,,Media,"Am Hottenborn in Bochum, Germany",,german_fires_bochum_locations,eaa22c38daa0aae032c0ab8253305f70,german_fires_bochum_locations__eaa22c38daa0aae032c0ab8253305f70
am hoymann,"Am Hoymann in Bochum, Germany",51.4690935,7.3122984,1,,,,,,,space,"Am Hoymann in Bochum, Germany",,german_fires_bochum_locations,915c3ae04a3601d4bdf83e08b792040d,german_fires_bochum_locations__915c3ae04a3601d4bdf83e08b792040d
am hulsenbusch,"Am Hulsenbusch in Bochum, Germany",51.4676647,7.2398116,1,,,,,,,Media,"Am Hulsenbusch in Bochum, Germany",,german_fires_bochum_locations,3831545977e050b3ccb3af3a99577758,german_fires_bochum_locations__3831545977e050b3ccb3af3a99577758
am hunnepoth,"Am Hunnepoth in Bochum, Germany",51.4568991,7.1778165,1,,,,,,,Wells,"Am Hunnepoth in Bochum, Germany",,german_fires_bochum_locations,1fb4a9333252bf60936525bd3af52383,german_fires_bochum_locations__1fb4a9333252bf60936525bd3af52383
am josephsschacht,"Am Josephsschacht in Bochum, Germany",51.4244923,7.1781197,1,,,,,,,CompanyKeyword,"Am Josephsschacht in Bochum, Germany",,german_fires_bochum_locations,b915ae0df3f58dff50846910ebd13f9f,german_fires_bochum_locations__b915ae0df3f58dff50846910ebd13f9f
am kirschbaum,"Am Kirschbaum in Bochum, Germany",51.4363642,7.1775251,1,,,,,,,FTO,"Am Kirschbaum in Bochum, Germany",,german_fires_bochum_locations,226b24062f26b73bf7c7caec124a9bb3,german_fires_bochum_locations__226b24062f26b73bf7c7caec124a9bb3
am knick,"Am Knick in Bochum, Germany",51.5149179,7.2840153,1,,,,,,,LegislativeCommittee,"Am Knick in Bochum, Germany",,german_fires_bochum_locations,c737f207b046dd37443f4867cbf4a055,german_fires_bochum_locations__c737f207b046dd37443f4867cbf4a055
am knupp,"Am Knupp in Bochum, Germany",51.4587934,7.2436424,1,,,,,,,space,"Am Knupp in Bochum, Germany",,german_fires_bochum_locations,f7e9fd6f309cafdc78c0aab7c37da43c,german_fires_bochum_locations__f7e9fd6f309cafdc78c0aab7c37da43c
am koppstuck,"Am Koppstuck in Bochum, Germany",51.4800067,7.2858973,1,,,,,,,Organization,"Am Koppstuck in Bochum, Germany",,german_fires_bochum_locations,85ce950093a89a188080f72ad2b3c9c7,german_fires_bochum_locations__85ce950093a89a188080f72ad2b3c9c7
am kortlander,"Am Kortlander in Bochum, Germany",51.4855162,7.2133134,1,,,,,,,News,"Am Kortlander in Bochum, Germany",,german_fires_bochum_locations,a8bf1f9a324b7a58b401c521c3555b72,german_fires_bochum_locations__a8bf1f9a324b7a58b401c521c3555b72
am krahennocken,"Am Krahennocken in Bochum, Germany",51.5216001,7.264456,1,,,,,,,AAEntity,"Am Krahennocken in Bochum, Germany",,german_fires_bochum_locations,4fc290823e4276613776d33fa80a1a0f,german_fires_bochum_locations__4fc290823e4276613776d33fa80a1a0f
am krankenhaus,"Am Krankenhaus in Bochum, Germany",51.4824763,7.1396333,1,,,,,,,Exec,"Am Krankenhaus in Bochum, Germany",,german_fires_bochum_locations,2a771fdaf4889efaed05908dabd4474b,german_fires_bochum_locations__2a771fdaf4889efaed05908dabd4474b
am kreuzacker,"Am Kreuzacker in Bochum, Germany",51.4702237,7.2730911,1,,,,,,,Shipping,"Am Kreuzacker in Bochum, Germany",,german_fires_bochum_locations,ec5023f74f55a9305930c6cc2933f2c4,german_fires_bochum_locations__ec5023f74f55a9305930c6cc2933f2c4
am kruzweg,"Am Kruzweg in Bochum, Germany",51.4225952,7.1520434,1,,,,,,,Exec,"Am Kruzweg in Bochum, Germany",,german_fires_bochum_locations,eb82ec207523139b517277ed34261d93,german_fires_bochum_locations__eb82ec207523139b517277ed34261d93
am kuhlenkamp,"Am Kuhlenkamp in Bochum, Germany",51.4467589,7.2025525,1,,,,,,,Consulates,"Am Kuhlenkamp in Bochum, Germany",,german_fires_bochum_locations,1aeead9c56e6d0223c430406ffa4c946,german_fires_bochum_locations__1aeead9c56e6d0223c430406ffa4c946
am kusterland,"Am Kusterland in Bochum, Germany",51.474139,7.3009663,1,,,,,,,Exec,"Am Kusterland in Bochum, Germany",,german_fires_bochum_locations,b9cff7dc57d87db293c94fd15f6fc53f,german_fires_bochum_locations__b9cff7dc57d87db293c94fd15f6fc53f
am lakenbruch,"Am Lakenbruch in Bochum, Germany",51.5035271,7.155624,1,,,,,,,News,"Am Lakenbruch in Bochum, Germany",,german_fires_bochum_locations,9efcc1ebcbea86d26cc383af837cce7d,german_fires_bochum_locations__9efcc1ebcbea86d26cc383af837cce7d
am langen seil,"Am Langen Seil in Bochum, Germany",51.4587334,7.2451833,1,,,,,,,CompanyKeyword,"Am Langen Seil in Bochum, Germany",,german_fires_bochum_locations,d3ca8d6669f85acecd5391cbeed187ae,german_fires_bochum_locations__d3ca8d6669f85acecd5391cbeed187ae
am leisediek,"Am Leisediek in Bochum, Germany",51.468371,7.2539616,1,,,,,,,IndustryTerm,"Am Leisediek in Bochum, Germany",,german_fires_bochum_locations,54d8f9ba9d4f3d9128be5774500a5132,german_fires_bochum_locations__54d8f9ba9d4f3d9128be5774500a5132
am leithenhaus,"Am Leithenhaus in Bochum, Germany",51.477393,7.3267273,1,,,,,,,Diplomat,"Am Leithenhaus in Bochum, Germany",,german_fires_bochum_locations,96535808c1dc08dae89ced45a1efc8ca,german_fires_bochum_locations__96535808c1dc08dae89ced45a1efc8ca
am leweken,"Am Leweken in Bochum, Germany",51.492664,7.3017462,1,,,,,,,Consulates,"Am Leweken in Bochum, Germany",,german_fires_bochum_locations,23b226f7d19c0e27e35e317124fc652b,german_fires_bochum_locations__23b226f7d19c0e27e35e317124fc652b
am liegenden,"Am Liegenden in Bochum, Germany",51.4916588,7.1871523,1,,,,,,,ForeignMinistry,"Am Liegenden in Bochum, Germany",,german_fires_bochum_locations,db3815a62d6076ab18a07baf8ebb61a1,german_fires_bochum_locations__db3815a62d6076ab18a07baf8ebb61a1
am lohberg,"Am Lohberg in Bochum, Germany",51.4802012,7.2367308,1,,,,,,,Media,"Am Lohberg in Bochum, Germany",,german_fires_bochum_locations,c706598f93b3126dbdadc815b273da19,german_fires_bochum_locations__c706598f93b3126dbdadc815b273da19
am luftschacht,"Am Luftschacht in Bochum, Germany",51.4510325,7.1661104,1,,,,,,,FTO,"Am Luftschacht in Bochum, Germany",,german_fires_bochum_locations,2a1baee9c0b4ab987043894ec1a3b46e,german_fires_bochum_locations__2a1baee9c0b4ab987043894ec1a3b46e
am maarbach,"Am Maarbach in Bochum, Germany",51.4832303,7.1900776,1,,,,,,,DiplomaticFacilities,"Am Maarbach in Bochum, Germany",,german_fires_bochum_locations,ed05be9f5aa940ffcc7b58bd6d121564,german_fires_bochum_locations__ed05be9f5aa940ffcc7b58bd6d121564
am moorschacht,"Am Moorschacht in Bochum, Germany",51.4448786,7.1758048,1,,,,,,,Wells,"Am Moorschacht in Bochum, Germany",,german_fires_bochum_locations,461a59edf94e9dd5f68f54969bf255ff,german_fires_bochum_locations__461a59edf94e9dd5f68f54969bf255ff
am muhlenbach,"Am Muhlenbach in Bochum, Germany",51.5166445,7.224834,1,,,,,,,LegislativeCommittee,"Am Muhlenbach in Bochum, Germany",,german_fires_bochum_locations,286896ec3736fd719bb425c9ee7ce265,german_fires_bochum_locations__286896ec3736fd719bb425c9ee7ce265
am muhlenteich,"Am Muhlenteich in Bochum, Germany",51.4680257,7.1429967,1,,,,,,,ForeignMinister,"Am Muhlenteich in Bochum, Germany",,german_fires_bochum_locations,9956ff3d18788ada7703133ba97317a4,german_fires_bochum_locations__9956ff3d18788ada7703133ba97317a4
am neggenborn,"Am Neggenborn in Bochum, Germany",51.4673059,7.3046655,1,,,,,,,space,"Am Neggenborn in Bochum, Germany",,german_fires_bochum_locations,e3b1ec9cc8cce129b0e46ba61356a739,german_fires_bochum_locations__e3b1ec9cc8cce129b0e46ba61356a739
am neuen kamp,"Am Neuen Kamp in Bochum, Germany",51.5140695,7.2236594,1,,,,,,,DiplomaticFacilities,"Am Neuen Kamp in Bochum, Germany",,german_fires_bochum_locations,cce1cd5a548b92dd36dc27da3aa35a2d,german_fires_bochum_locations__cce1cd5a548b92dd36dc27da3aa35a2d
am nordbad,"Am Nordbad in Bochum, Germany",51.5033964,7.2659475,1,,,,,,,Person,"Am Nordbad in Bochum, Germany",,german_fires_bochum_locations,cc19abe9598f0e3cf59e3d5c53da30d3,german_fires_bochum_locations__cc19abe9598f0e3cf59e3d5c53da30d3
am osterbach,"Am Osterbach in Bochum, Germany",51.5063367,7.213095,1,,,,,,,IndustryTerm,"Am Osterbach in Bochum, Germany",,german_fires_bochum_locations,9c8ddf830f61c919dff2e3df99ee7212,german_fires_bochum_locations__9c8ddf830f61c919dff2e3df99ee7212
am palmberg,"Am Palmberg in Bochum, Germany",51.4621974,7.2769438,1,,,,,,,Refinery,"Am Palmberg in Bochum, Germany",,german_fires_bochum_locations,863f91f5aab490a2f710ce745568914c,german_fires_bochum_locations__863f91f5aab490a2f710ce745568914c
am pappelbusch,"Am Pappelbusch in Bochum, Germany",51.4686857,7.2436033,1,,,,,,,ForeignMinister,"Am Pappelbusch in Bochum, Germany",,german_fires_bochum_locations,5ee06985db99e73b254c30f7b4b0525f,german_fires_bochum_locations__5ee06985db99e73b254c30f7b4b0525f
am parkhaus,"Am Parkhaus in Bochum, Germany",51.4932906,7.2820466,1,,,,,,,Consulates,"Am Parkhaus in Bochum, Germany",,german_fires_bochum_locations,b3138b6dddc7576b0d46df1c3ac341c1,german_fires_bochum_locations__b3138b6dddc7576b0d46df1c3ac341c1
am poter,"Am Poter in Bochum, Germany",51.4271949,7.1644202,1,,,,,,,ForeignMinistry,"Am Poter in Bochum, Germany",,german_fires_bochum_locations,49c454c323af3c84e738a4e7b6046672,german_fires_bochum_locations__49c454c323af3c84e738a4e7b6046672
am pumpwerk,"Am Pumpwerk in Bochum, Germany",51.4280013,7.1414397,1,,,,,,,Refinery,"Am Pumpwerk in Bochum, Germany",,german_fires_bochum_locations,ed7ea8b7ee16afe8497c691cea97d197,german_fires_bochum_locations__ed7ea8b7ee16afe8497c691cea97d197
am rechteck,"Am Rechteck in Bochum, Germany",51.449684,7.1828061,1,,,,,,,IndustryTerm,"Am Rechteck in Bochum, Germany",,german_fires_bochum_locations,534c8b24e6d8320d36b9a6f9dbc609ae,german_fires_bochum_locations__534c8b24e6d8320d36b9a6f9dbc609ae
am roderschacht,"Am Roderschacht in Bochum, Germany",51.4359905,7.1755089,1,,,,,,,Keyphrase,"Am Roderschacht in Bochum, Germany",,german_fires_bochum_locations,07425a69845c8fb1d18e629d75a47dac,german_fires_bochum_locations__07425a69845c8fb1d18e629d75a47dac
am rubenkamp,"Am Rubenkamp in Bochum, Germany",51.5036206,7.1623479,1,,,,,,,Exec,"Am Rubenkamp in Bochum, Germany",,german_fires_bochum_locations,7936656d13061f74ede5e0f49fb981e6,german_fires_bochum_locations__7936656d13061f74ede5e0f49fb981e6
am ruhrort,"Am Ruhrort in Bochum, Germany",51.4336501,7.1389698,1,,,,,,,Person,"Am Ruhrort in Bochum, Germany",,german_fires_bochum_locations,35047d60abc3dd0c6a320988c14c6aa7,german_fires_bochum_locations__35047d60abc3dd0c6a320988c14c6aa7
am ruhrpark,"Am Ruhrpark in Bochum, Germany",51.4977727,7.2893542,1,,,,,,,CompanyKeyword,"Am Ruhrpark in Bochum, Germany",,german_fires_bochum_locations,815719b50cd565c7903a0d0ef5961f20,german_fires_bochum_locations__815719b50cd565c7903a0d0ef5961f20
am sattelgut,"Am Sattelgut in Bochum, Germany",51.4303716,7.1531343,1,,,,,,,News,"Am Sattelgut in Bochum, Germany",,german_fires_bochum_locations,03e64b07e2d1bbe30d1fc1de5d74a818,german_fires_bochum_locations__03e64b07e2d1bbe30d1fc1de5d74a818
am schamberge,"Am Schamberge in Bochum, Germany",51.4340932,7.1860687,1,,,,,,,DiplomaticFacilities,"Am Schamberge in Bochum, Germany",,german_fires_bochum_locations,23f00b1031b8e3b64cff72a9da6f0283,german_fires_bochum_locations__23f00b1031b8e3b64cff72a9da6f0283
am schieferbruch,"Am Schieferbruch in Bochum, Germany",51.44525,7.2042478,1,,,,,,,Legislator,"Am Schieferbruch in Bochum, Germany",,german_fires_bochum_locations,1064845e7e78ad8dec4c922652fd4434,german_fires_bochum_locations__1064845e7e78ad8dec4c922652fd4434
am schlegelturm,"Am Schlegelturm in Bochum, Germany",51.4811127,7.2144377,1,,,,,,,IndustryTerm,"Am Schlegelturm in Bochum, Germany",,german_fires_bochum_locations,535ed81e058012ea8667dff2a34a7dad,german_fires_bochum_locations__535ed81e058012ea8667dff2a34a7dad
am schottelse,"Am Schottelse in Bochum, Germany",51.4593605,7.3386118,1,,,,,,,Pipeline,"Am Schottelse in Bochum, Germany",,german_fires_bochum_locations,8049029318962eea68fc807113c0e506,german_fires_bochum_locations__8049029318962eea68fc807113c0e506
am schussholz,"Am Schussholz in Bochum, Germany",51.4528398,7.239552,1,,,,,,,LegislativeCommittee,"Am Schussholz in Bochum, Germany",,german_fires_bochum_locations,594672ddc48b30d147585e4a5d70fb5a,german_fires_bochum_locations__594672ddc48b30d147585e4a5d70fb5a
