handle,caption_name,country,state_province,city,capital_country,capital_state_province,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
webstercongress,US Representative Webster,United States,Florida,Tallahassee,Washington DC,Tallahassee,AAEntity,US Representative Webster,,gov_handles_mapping,6592910be109f458092fd6fdc0c3fb97,gov_handles_mapping__6592910be109f458092fd6fdc0c3fb97
repcleaver,US Representative Cleaver,United States,Missouri,Jefferson City,Washington DC,Jefferson City,space,US Representative Cleaver,,gov_handles_mapping,a5c0cec0c2ac6c24b0303b941c394531,gov_handles_mapping__a5c0cec0c2ac6c24b0303b941c394531
repcohen,US Representative Cohen,United States,Tennessee,Nashville,Washington DC,Nashville,Organization,US Representative Cohen,,gov_handles_mapping,ef6eb1789cab9bfcb27953fd1a96dddf,gov_handles_mapping__ef6eb1789cab9bfcb27953fd1a96dddf
bobbyscott,US Representative Bobby Scott,United States,Virginia,Richmond,Washington DC,Richmond,CompanyKeyword,US Representative Bobby Scott,,gov_handles_mapping,785390f9364066a62c9d8a14e0638836,gov_handles_mapping__785390f9364066a62c9d8a14e0638836
repkaygranger,US Representative Granger,United States,Texas,Austin,Washington DC,Austin,ForeignMinister,US Representative Granger,,gov_handles_mapping,6d3894dcc0163e639707ca3eb29a0f1f,gov_handles_mapping__6d3894dcc0163e639707ca3eb29a0f1f
gracenapolitano,US Representative Napolitano,United States,California,Sacramento,Washington DC,Sacramento,FTO,US Representative Napolitano,,gov_handles_mapping,0ee5be82ee2bf7fa0299d01172a859cb,gov_handles_mapping__0ee5be82ee2bf7fa0299d01172a859cb
larsenrick,US Representative Larsen,United States,Washington,Olympia,Washington DC,Olympia,Organization,US Representative Larsen,,gov_handles_mapping,4b7dccccf15545430ec10a849a13d1c3,gov_handles_mapping__4b7dccccf15545430ec10a849a13d1c3
repalgreen,US Representative Al Green,United States,Texas,Austin,Washington DC,Austin,Legislator,US Representative Al Green,,gov_handles_mapping,ee007699539c68f07feb19a85ad06735,gov_handles_mapping__ee007699539c68f07feb19a85ad06735
kindforcongress,US Representative Kind,United States,Wisconsin,Madison,Washington DC,Madison,Consulates,US Representative Kind,,gov_handles_mapping,e3e4f73e9aa5ec0c8b61969402842168,gov_handles_mapping__e3e4f73e9aa5ec0c8b61969402842168
repdavideprice,US Representative Price,United States,North Carolina,Raleigh,Washington DC,Raleigh,Consulates,US Representative Price,,gov_handles_mapping,8d9011a2695580eec0a5e068d5b94a9b,gov_handles_mapping__8d9011a2695580eec0a5e068d5b94a9b
repdavejoyce,US Representative David Joyce,United States,Ohio,Columbus,Washington DC,Columbus,CompanyKeyword,US Representative David Joyce,,gov_handles_mapping,75a3eea439d063b96926cc94cb81d347,gov_handles_mapping__75a3eea439d063b96926cc94cb81d347
repdonaldpayne,US Representative Payne,United States,New Jersey,Trenton,Washington DC,Trenton,IndustryTerm,US Representative Payne,,gov_handles_mapping,2c1ce7493b2ebe50d495718f6cb3ceef,gov_handles_mapping__2c1ce7493b2ebe50d495718f6cb3ceef
replloyddoggett,US Representative Doggett,United States,Texas,Austin,Washington DC,Austin,Consulates,US Representative Doggett,,gov_handles_mapping,add59916e7c71935655f1cda2e207252,gov_handles_mapping__add59916e7c71935655f1cda2e207252
joecourtneyct,US Representative Courtney,United States,Connecticut,Hartford,Washington DC,Hartford,Shipping,US Representative Courtney,,gov_handles_mapping,05b2fbec8b63eda969ffe6fa6beda50a,gov_handles_mapping__05b2fbec8b63eda969ffe6fa6beda50a
espaillatny,US Representative Espaillat,United States,New York,Albany,Washington DC,Albany,Exec,US Representative Espaillat,,gov_handles_mapping,895953ba39738eda27c773d713b08f9e,gov_handles_mapping__895953ba39738eda27c773d713b08f9e
votegregwalden,US Representative Walden,United States,Oregon,Salem,Washington DC,Salem,Legislator,US Representative Walden,,gov_handles_mapping,4a7f6ceee035fea512ee90d63a0b0a6c,gov_handles_mapping__4a7f6ceee035fea512ee90d63a0b0a6c
jerrymcnerney,US Representative McNerney,United States,California,Sacramento,Washington DC,Sacramento,Legislator,US Representative McNerney,,gov_handles_mapping,9a8c4aea5189a905971d785822deb143,gov_handles_mapping__9a8c4aea5189a905971d785822deb143
russfulcher,US Representative Fulcher,United States,Idaho,Boise,Washington DC,Boise,Person,US Representative Fulcher,,gov_handles_mapping,504cf6d8720dd7060097bab917df0732,gov_handles_mapping__504cf6d8720dd7060097bab917df0732
lloyddoggetttx,US Representative Doggett,United States,Texas,Austin,Washington DC,Austin,CompanyKeyword,US Representative Doggett,,gov_handles_mapping,add59916e7c71935655f1cda2e207252,gov_handles_mapping__add59916e7c71935655f1cda2e207252
matsui4congress,US Representative Matsui,United States,California,Sacramento,Washington DC,Sacramento,AAEntity,US Representative Matsui,,gov_handles_mapping,425e9ac453e841ac27fc3e3887675fab,gov_handles_mapping__425e9ac453e841ac27fc3e3887675fab
repdavidscott,US Representative David Scott,United States,Georgia,Atlanta,Washington DC,Atlanta,Legislator,US Representative David Scott,,gov_handles_mapping,b748fd3b1b2a873eefe8f08c5440f7a8,gov_handles_mapping__b748fd3b1b2a873eefe8f08c5440f7a8
repebj,US Representative Eddie Bernice Johnson,United States,Texas,Austin,Washington DC,Austin,Exec,US Representative Eddie Bernice Johnson,,gov_handles_mapping,128c8a1018275de18ba676b5bf6e9035,gov_handles_mapping__128c8a1018275de18ba676b5bf6e9035
repfilemonvela,US Representative Vela,United States,Texas,Austin,Washington DC,Austin,IndustryTerm,US Representative Vela,,gov_handles_mapping,37f1084ccef06f27276ddfb52a0bfadd,gov_handles_mapping__37f1084ccef06f27276ddfb52a0bfadd
repeliotengel,US Representative Engel,United States,New York,Albany,Washington DC,Albany,Legislator,US Representative Engel,,gov_handles_mapping,6aa7159a343161ddc725933427819b03,gov_handles_mapping__6aa7159a343161ddc725933427819b03
repstevestivers,US Representative Stivers,United States,Ohio,Columbus,Washington DC,Columbus,FTO,US Representative Stivers,,gov_handles_mapping,9f6eec4f9200820e08e270d570837868,gov_handles_mapping__9f6eec4f9200820e08e270d570837868
repcuellar,US Representative Cuellar,United States,Texas,Austin,Washington DC,Austin,Wells,US Representative Cuellar,,gov_handles_mapping,bcb72843ca60080b1772a4bdd997c2d9,gov_handles_mapping__bcb72843ca60080b1772a4bdd997c2d9
whipclyburn,US Representative Clyburn,United States,South Carolina,Columbia,Washington DC,Columbia,Pipeline,US Representative Clyburn,,gov_handles_mapping,e0f5e84aa3cf0119d4ce9aa7ba016e91,gov_handles_mapping__e0f5e84aa3cf0119d4ce9aa7ba016e91
repbenmcadams,US Representative McAdams,United States,Utah,Salt Lake City,Washington DC,Salt Lake City,ForeignMinistry,US Representative McAdams,,gov_handles_mapping,a3dc967ef9b029e71979ffed05f55754,gov_handles_mapping__a3dc967ef9b029e71979ffed05f55754
defazio4oregon,US Representative DeFazio,United States,Oregon,Salem,Washington DC,Salem,Exec,US Representative DeFazio,,gov_handles_mapping,89761d0335dd08374f462e74f1e9366b,gov_handles_mapping__89761d0335dd08374f462e74f1e9366b
kingforcongress,US Representative Steve King,United States,Iowa,Des Moines,Washington DC,Des Moines,Person,US Representative Steve King,,gov_handles_mapping,fe519bb110cf20cab84e6c3e22d36bba,gov_handles_mapping__fe519bb110cf20cab84e6c3e22d36bba
repvisclosky,US Representative Visclosky,United States,Indiana,Indianapolis,Washington DC,Indianapolis,DiplomaticFacilities,US Representative Visclosky,,gov_handles_mapping,9821285647880ade0e2bb39730726e7e,gov_handles_mapping__9821285647880ade0e2bb39730726e7e
repjudychu,US Representative Chu,United States,California,Sacramento,Washington DC,Sacramento,Media,US Representative Chu,,gov_handles_mapping,391919e155b284ab5da98e492e9c08c8,gov_handles_mapping__391919e155b284ab5da98e492e9c08c8
pramilajayapal,US Representative Jayapal,United States,Washington,Olympia,Washington DC,Olympia,Diplomat,US Representative Jayapal,,gov_handles_mapping,5d7557a50a078519945d7a26403cf7ec,gov_handles_mapping__5d7557a50a078519945d7a26403cf7ec
reptomgraves,US Representative Tom Graves,United States,Georgia,Atlanta,Washington DC,Atlanta,LegislativeCommittee,US Representative Tom Graves,,gov_handles_mapping,f7bed0048b60a0b6dbf8ccab02180270,gov_handles_mapping__f7bed0048b60a0b6dbf8ccab02180270
foster4congress,US Representative Foster,United States,Illinois,Springfield,Washington DC,Springfield,Wells,US Representative Foster,,gov_handles_mapping,df70439b90cc524de8a4ff4a5282ad3d,gov_handles_mapping__df70439b90cc524de8a4ff4a5282ad3d
jimlangevin,US Representative Langevin,United States,Rhode Island,Providence,Washington DC,Providence,ForeignMinister,US Representative Langevin,,gov_handles_mapping,b3ee31b207b966859b21cf009575044c,gov_handles_mapping__b3ee31b207b966859b21cf009575044c
usrepkeating,US Representative Keating,United States,Massachusetts,Boston,Washington DC,Boston,Media,US Representative Keating,,gov_handles_mapping,87df62a8d26d8972a52c466699a9c235,gov_handles_mapping__87df62a8d26d8972a52c466699a9c235
joaquincastrotx,US Representative Castro,United States,Texas,Austin,Washington DC,Austin,Person,US Representative Castro,,gov_handles_mapping,f2a9a5d99214f992c130cc8676e428ee,gov_handles_mapping__f2a9a5d99214f992c130cc8676e428ee
repbrendanboyle,US Representative Boyle,United States,Pennsylvania,Harrisburg,Washington DC,Harrisburg,space,US Representative Boyle,,gov_handles_mapping,928aea696c7c3b44d7a23644f73b3882,gov_handles_mapping__928aea696c7c3b44d7a23644f73b3882
repdavid,US Representative Schweikert,United States,Arizona,Phoenix,Washington DC,Phoenix,FTO,US Representative Schweikert,,gov_handles_mapping,a858f550fc9fb8c2865c9042c3b0b114,gov_handles_mapping__a858f550fc9fb8c2865c9042c3b0b114
repmartharoby,US Representative Roby,United States,Alabama,Montgomery,Washington DC,Montgomery,ForeignMinister,US Representative Roby,,gov_handles_mapping,fe87699efda2813b64ba3c639ce7124e,gov_handles_mapping__fe87699efda2813b64ba3c639ce7124e
nitalowey,US Representative Lowey,United States,New York,Albany,Washington DC,Albany,AAEntity,US Representative Lowey,,gov_handles_mapping,d177ab798f53910940550284b65decac,gov_handles_mapping__d177ab798f53910940550284b65decac
repkinzinger,US Representative Kinzinger,United States,Illinois,Springfield,Washington DC,Springfield,News,US Representative Kinzinger,,gov_handles_mapping,5f5cdba4cf509c4e2ff499e57821cfd5,gov_handles_mapping__5f5cdba4cf509c4e2ff499e57821cfd5
annlwagner,US Representative Wagner,United States,Missouri,Jefferson City,Washington DC,Jefferson City,Diplomat,US Representative Wagner,,gov_handles_mapping,b3149373437c4a17fbb1cd10f3e0519e,gov_handles_mapping__b3149373437c4a17fbb1cd10f3e0519e
gregstantonaz,US Representative Stanton,United States,Arizona,Phoenix,Washington DC,Phoenix,DiplomaticFacilities,US Representative Stanton,,gov_handles_mapping,6be78fae0768940e90d42c044fc7facd,gov_handles_mapping__6be78fae0768940e90d42c044fc7facd
repbilljohnson,US Representative Bill Johnson,United States,Ohio,Columbus,Washington DC,Columbus,Consulates,US Representative Bill Johnson,,gov_handles_mapping,378c1ea40d10dd8039cdb18f8a21012f,gov_handles_mapping__378c1ea40d10dd8039cdb18f8a21012f
repmobrooks,US Representative Mo Brooks,United States,Alabama,Montgomery,Washington DC,Montgomery,space,US Representative Mo Brooks,,gov_handles_mapping,36fb6945d6908bf21a03a745d14c5983,gov_handles_mapping__36fb6945d6908bf21a03a745d14c5983
normajtorres,US Representative Torres,United States,California,Sacramento,Washington DC,Sacramento,ForeignMinistry,US Representative Torres,,gov_handles_mapping,5dee4894a554671a2326a3068ba826fa,gov_handles_mapping__5dee4894a554671a2326a3068ba826fa
desjarlaistn04,US Representative DesJarlais,United States,Tennessee,Nashville,Washington DC,Nashville,Wells,US Representative DesJarlais,,gov_handles_mapping,5c694e550cb3c6d863aa15cbb4b82d1f,gov_handles_mapping__5c694e550cb3c6d863aa15cbb4b82d1f
repchuck,US Representative Fleischmann,United States,Tennessee,Nashville,Washington DC,Nashville,AAEntity,US Representative Fleischmann,,gov_handles_mapping,5b0ef4725507e9c37f9156db5496c1d0,gov_handles_mapping__5b0ef4725507e9c37f9156db5496c1d0
repbobgibbs,US Representative Gibbs,United States,Ohio,Columbus,Washington DC,Columbus,Shipping,US Representative Gibbs,,gov_handles_mapping,7117ea6321f0df345cb2efbfb80b448b,gov_handles_mapping__7117ea6321f0df345cb2efbfb80b448b
replarrybucshon,US Representative Bucshon,United States,Indiana,Indianapolis,Washington DC,Indianapolis,Pipeline,US Representative Bucshon,,gov_handles_mapping,9e2d9a961f71b33684ad5e41b45c3885,gov_handles_mapping__9e2d9a961f71b33684ad5e41b45c3885
austinscottga08,US Representative Austin Scott,United States,Georgia,Atlanta,Washington DC,Atlanta,Exec,US Representative Austin Scott,,gov_handles_mapping,8a4ced7553c68263318d6194f4a33004,gov_handles_mapping__8a4ced7553c68263318d6194f4a33004
rep_stevewomack,US Representative Womack,United States,Arkansas,Little Rock,Washington DC,Little Rock,Consulates,US Representative Womack,,gov_handles_mapping,0671f4036e7a8d00927c74e5d732c7f3,gov_handles_mapping__0671f4036e7a8d00927c74e5d732c7f3
repmgriffith,US Representative Griffith,United States,Virginia,Richmond,Washington DC,Richmond,AAEntity,US Representative Griffith,,gov_handles_mapping,c9a91cbbbcf99b2449d53134555650f6,gov_handles_mapping__c9a91cbbbcf99b2449d53134555650f6
repwilson,US Representative Frederica Wilson,United States,Florida,Tallahassee,Washington DC,Tallahassee,Consulates,US Representative Frederica Wilson,,gov_handles_mapping,891e5f03bdc46a378f7a1fdf590d843c,gov_handles_mapping__891e5f03bdc46a378f7a1fdf590d843c
rephuizenga,US Representative Huizenga,United States,Michigan,Lansing,Washington DC,Lansing,space,US Representative Huizenga,,gov_handles_mapping,8586fe2d55e1fa284862b9192f278991,gov_handles_mapping__8586fe2d55e1fa284862b9192f278991
justinamash,US Representative Amash,United States,Michigan,Lansing,Washington DC,Lansing,Refinery,US Representative Amash,,gov_handles_mapping,b0e2ab620a1495cafc5484afccebb827,gov_handles_mapping__b0e2ab620a1495cafc5484afccebb827
reprickcrawford,US Representative Crawford,United States,Arkansas,Little Rock,Washington DC,Little Rock,space,US Representative Crawford,,gov_handles_mapping,d46ace3bfd175fd16b0bf4fbb717e0fb,gov_handles_mapping__d46ace3bfd175fd16b0bf4fbb717e0fb
herrerabeutler,US Representative Herrera Beutler,United States,Washington,Olympia,Washington DC,Olympia,IndustryTerm,US Representative Herrera Beutler,,gov_handles_mapping,dd4588c27c8aae102a97e7af886645a7,gov_handles_mapping__dd4588c27c8aae102a97e7af886645a7
reptipton,US Representative Tipton,United States,Colorado,Denver,Washington DC,Denver,Refinery,US Representative Tipton,,gov_handles_mapping,0c99fe8b89a9ea93a793b74be8bc2ead,gov_handles_mapping__0c99fe8b89a9ea93a793b74be8bc2ead
repfranklucas,US Representative Lucas,United States,Oklahoma,Oklahoma City,Washington DC,Oklahoma City,Exec,US Representative Lucas,,gov_handles_mapping,1a37ded527df5c69b32cc75eaa558c1f,gov_handles_mapping__1a37ded527df5c69b32cc75eaa558c1f
repmcgovern,US Representative McGovern,United States,Massachusetts,Boston,Washington DC,Boston,Refinery,US Representative McGovern,,gov_handles_mapping,60a180464c32beb0a2d2fe16fe53ddb7,gov_handles_mapping__60a180464c32beb0a2d2fe16fe53ddb7
repyvetteclarke,US Representative Clarke,United States,New York,Albany,Washington DC,Albany,FTO,US Representative Clarke,,gov_handles_mapping,c5f76946b32b2f453f6d2651e892b62c,gov_handles_mapping__c5f76946b32b2f453f6d2651e892b62c
repgosar,US Representative Gosar,United States,Arizona,Phoenix,Washington DC,Phoenix,DiplomaticFacilities,US Representative Gosar,,gov_handles_mapping,550105ece81e1b00686490ed193516ed,gov_handles_mapping__550105ece81e1b00686490ed193516ed
repmckinley,US Representative McKinley,United States,West Virginia,Charleston,Washington DC,Charleston,IndustryTerm,US Representative McKinley,,gov_handles_mapping,fba4ce7321962c1aab431e2b1bd3c10e,gov_handles_mapping__fba4ce7321962c1aab431e2b1bd3c10e
repjeffduncan,US Representative Duncan,United States,South Carolina,Columbia,Washington DC,Columbia,DiplomaticFacilities,US Representative Duncan,,gov_handles_mapping,cf36c5a395c60a3c6f1274f406f02977,gov_handles_mapping__cf36c5a395c60a3c6f1274f406f02977
repkarenbass,US Representative Bass,United States,California,Sacramento,Washington DC,Sacramento,Legislator,US Representative Bass,,gov_handles_mapping,ea0687648c7d01beaa72e8fb9cdfe8f1,gov_handles_mapping__ea0687648c7d01beaa72e8fb9cdfe8f1
repwalberg,US Representative Walberg,United States,Michigan,Lansing,Washington DC,Lansing,Legislator,US Representative Walberg,,gov_handles_mapping,716e9fa737ffd9e06b945128aed3ca06,gov_handles_mapping__716e9fa737ffd9e06b945128aed3ca06
rephartzler,US Representative Hartzler,United States,Missouri,Jefferson City,Washington DC,Jefferson City,Shipping,US Representative Hartzler,,gov_handles_mapping,858401acc35115940c98bbe0840e4720,gov_handles_mapping__858401acc35115940c98bbe0840e4720
repstevechabot,US Representative Chabot,United States,Ohio,Columbus,Washington DC,Columbus,IndustryTerm,US Representative Chabot,,gov_handles_mapping,4f835e2b588200fa2ad3e8c648fae0e5,gov_handles_mapping__4f835e2b588200fa2ad3e8c648fae0e5
repbillflores,US Representative Flores,United States,Texas,Austin,Washington DC,Austin,Media,US Representative Flores,,gov_handles_mapping,e3c9dbed2bdb68060ec7c07422976be7,gov_handles_mapping__e3c9dbed2bdb68060ec7c07422976be7
repmaloney,US Representative Carolyn Maloney,United States,New York,Albany,Washington DC,Albany,ForeignMinistry,US Representative Carolyn Maloney,,gov_handles_mapping,92b4b4f91d41a9f48567e30115c02eed,gov_handles_mapping__92b4b4f91d41a9f48567e30115c02eed
cheribustos,US Representative Bustos,United States,Illinois,Springfield,Washington DC,Springfield,News,US Representative Bustos,,gov_handles_mapping,9b8f6e8ed0af11208e9f3cb84e089e64,gov_handles_mapping__9b8f6e8ed0af11208e9f3cb84e089e64
repjoewilson,US Representative Joe Wilson,United States,South Carolina,Columbia,Washington DC,Columbia,Person,US Representative Joe Wilson,,gov_handles_mapping,388f816c23e7c81c6de97963b09f325f,gov_handles_mapping__388f816c23e7c81c6de97963b09f325f
reptomreed,US Representative Reed,United States,New York,Albany,Washington DC,Albany,Shipping,US Representative Reed,,gov_handles_mapping,171d35e9931c2ea38bc190cf87600a2a,gov_handles_mapping__171d35e9931c2ea38bc190cf87600a2a
reppeterdefazio,US Representative DeFazio,United States,Oregon,Salem,Washington DC,Salem,AAEntity,US Representative DeFazio,,gov_handles_mapping,89761d0335dd08374f462e74f1e9366b,gov_handles_mapping__89761d0335dd08374f462e74f1e9366b
sanfordbishop,US Representative Sanford Bishop,United States,Georgia,Atlanta,Washington DC,Atlanta,ForeignMinistry,US Representative Sanford Bishop,,gov_handles_mapping,91d3bd2e36c74bc0a1fa92ac44bb3f3b,gov_handles_mapping__91d3bd2e36c74bc0a1fa92ac44bb3f3b
repannaeshoo,US Representative Eshoo,United States,California,Sacramento,Washington DC,Sacramento,Legislator,US Representative Eshoo,,gov_handles_mapping,912cad46e314f77afd974f84f4d0103b,gov_handles_mapping__912cad46e314f77afd974f84f4d0103b
repbarbaralee,US Representative Barbara Lee,United States,California,Sacramento,Washington DC,Sacramento,Keyphrase,US Representative Barbara Lee,,gov_handles_mapping,75c9d16939a6d777eba2c51b7f70b38a,gov_handles_mapping__75c9d16939a6d777eba2c51b7f70b38a
sethmoulton,US Representative Moulton,United States,Massachusetts,Boston,Washington DC,Boston,FTO,US Representative Moulton,,gov_handles_mapping,ad6745347db3cfce316e5f91969bc60d,gov_handles_mapping__ad6745347db3cfce316e5f91969bc60d
stevenhorsford,US Representative Horsford,United States,Nevada,Carson City,Washington DC,Carson City,Keyphrase,US Representative Horsford,,gov_handles_mapping,5136b23627fa0dce942fc3246012ca5f,gov_handles_mapping__5136b23627fa0dce942fc3246012ca5f
repjimcosta,US Representative Costa,United States,California,Sacramento,Washington DC,Sacramento,FTO,US Representative Costa,,gov_handles_mapping,4f9a5bc68bfaa77937bf90c053ee6a8a,gov_handles_mapping__4f9a5bc68bfaa77937bf90c053ee6a8a
congpalazzo,US Representative Palazzo,United States,Mississippi,Jackson,Washington DC,Jackson,Refinery,US Representative Palazzo,,gov_handles_mapping,58cfe512c7630d7e1428f872982d2100,gov_handles_mapping__58cfe512c7630d7e1428f872982d2100
repadriansmith,US Representative Adrian Smith,United States,Nebraska,Lincoln,Washington DC,Lincoln,Exec,US Representative Adrian Smith,,gov_handles_mapping,05e51f0ea41c25c69e11e8f93d642dbd,gov_handles_mapping__05e51f0ea41c25c69e11e8f93d642dbd
buddy_carter,US Representative Buddy Carter,United States,Georgia,Atlanta,Washington DC,Atlanta,Diplomat,US Representative Buddy Carter,,gov_handles_mapping,23ac796ce92a23eb45058eadd524bdc1,gov_handles_mapping__23ac796ce92a23eb45058eadd524bdc1
conawaytx11,US Representative Conaway,United States,Texas,Austin,Washington DC,Austin,Pipeline,US Representative Conaway,,gov_handles_mapping,8ed2bc7611ec15de8da92391c2d5a886,gov_handles_mapping__8ed2bc7611ec15de8da92391c2d5a886
scottpeterssd,US Representative Peters,United States,California,Sacramento,Washington DC,Sacramento,Pipeline,US Representative Peters,,gov_handles_mapping,fb6f0eb1eb9925303b3d8c80236b36f9,gov_handles_mapping__fb6f0eb1eb9925303b3d8c80236b36f9
deb4congressnm,US Representative Haaland,United States,New Mexico,Santa Fe,Washington DC,Santa Fe,Organization,US Representative Haaland,,gov_handles_mapping,c9307cb8aea648010ae8d99cbc3de090,gov_handles_mapping__c9307cb8aea648010ae8d99cbc3de090
repwebster,US Representative Webster,United States,Florida,Tallahassee,Washington DC,Tallahassee,Media,US Representative Webster,,gov_handles_mapping,6592910be109f458092fd6fdc0c3fb97,gov_handles_mapping__6592910be109f458092fd6fdc0c3fb97
schneider4il10,US Representative Schneider,United States,Illinois,Springfield,Washington DC,Springfield,News,US Representative Schneider,,gov_handles_mapping,e98799b76dc474e5c66020df4e68c056,gov_handles_mapping__e98799b76dc474e5c66020df4e68c056
ann_kirkpatrick,US Representative Kirkpatrick,United States,Arizona,Phoenix,Washington DC,Phoenix,Pipeline,US Representative Kirkpatrick,,gov_handles_mapping,4a32577407ce18154a504811cc65002b,gov_handles_mapping__4a32577407ce18154a504811cc65002b
repzoelofgren,US Representative Lofgren,United States,California,Sacramento,Washington DC,Sacramento,Shipping,US Representative Lofgren,,gov_handles_mapping,2a10f4fb6ad12d158df553be032069db,gov_handles_mapping__2a10f4fb6ad12d158df553be032069db
reprichmond,US Representative Richmond,United States,Louisiana,Baton Rouge,Washington DC,Baton Rouge,Refinery,US Representative Richmond,,gov_handles_mapping,170ebd3ef9b9b57691b19ef529a874e0,gov_handles_mapping__170ebd3ef9b9b57691b19ef529a874e0
langevinforri,US Representative Langevin,United States,Rhode Island,Providence,Washington DC,Providence,Diplomat,US Representative Langevin,,gov_handles_mapping,b3ee31b207b966859b21cf009575044c,gov_handles_mapping__b3ee31b207b966859b21cf009575044c
stenyhoyer,US Representative Hoyer,United States,Maryland,Annapolis,Washington DC,Annapolis,News,US Representative Hoyer,,gov_handles_mapping,33a21a92e66700ee82db0a21ee26fdf4,gov_handles_mapping__33a21a92e66700ee82db0a21ee26fdf4
johnsarbanes,US Representative Sarbanes,United States,Maryland,Annapolis,Washington DC,Annapolis,Organization,US Representative Sarbanes,,gov_handles_mapping,13aa8b24947313698d2c3430cbb7f3f5,gov_handles_mapping__13aa8b24947313698d2c3430cbb7f3f5
jaredhuffman,US Representative Huffman,United States,California,Sacramento,Washington DC,Sacramento,ForeignMinistry,US Representative Huffman,,gov_handles_mapping,cf833d3603f72c0ce8422258b1a16c94,gov_handles_mapping__cf833d3603f72c0ce8422258b1a16c94
georgeholding,US Representative Holding,United States,North Carolina,Raleigh,Washington DC,Raleigh,Person,US Representative Holding,,gov_handles_mapping,388b9a9c9cb833d5d1c0ad61fa8e35ad,gov_handles_mapping__388b9a9c9cb833d5d1c0ad61fa8e35ad
repalgreentx,US Representative Al Green,United States,Texas,Austin,Washington DC,Austin,Shipping,US Representative Al Green,,gov_handles_mapping,ee007699539c68f07feb19a85ad06735,gov_handles_mapping__ee007699539c68f07feb19a85ad06735
bobbyscott4va3,US Representative Bobby Scott,United States,Virginia,Richmond,Washington DC,Richmond,Legislator,US Representative Bobby Scott,,gov_handles_mapping,785390f9364066a62c9d8a14e0638836,gov_handles_mapping__785390f9364066a62c9d8a14e0638836
davidkustoff,US Representative Kustoff,United States,Tennessee,Nashville,Washington DC,Nashville,Wells,US Representative Kustoff,,gov_handles_mapping,342fac498aa41206db82bd9112bc425b,gov_handles_mapping__342fac498aa41206db82bd9112bc425b
marktakano,US Representative Takano,United States,California,Sacramento,Washington DC,Sacramento,Organization,US Representative Takano,,gov_handles_mapping,a505983da46cd79ce1efeda28ba89204,gov_handles_mapping__a505983da46cd79ce1efeda28ba89204
mikesimpson4id,US Representative Simpson,United States,Idaho,Boise,Washington DC,Boise,News,US Representative Simpson,,gov_handles_mapping,0a6da469b17e4f4cbe4b7f928b88fd3a,gov_handles_mapping__0a6da469b17e4f4cbe4b7f928b88fd3a
bradwenstrup,US Representative Wenstrup,United States,Ohio,Columbus,Washington DC,Columbus,Consulates,US Representative Wenstrup,,gov_handles_mapping,f622451dd6aa522e96d4c44dafaed162,gov_handles_mapping__f622451dd6aa522e96d4c44dafaed162
votemorelle,US Representative Morelle,United States,New York,Albany,Washington DC,Albany,LegislativeCommittee,US Representative Morelle,,gov_handles_mapping,788652106a1e9ef011bd59360833322c,gov_handles_mapping__788652106a1e9ef011bd59360833322c
repjoemorelle,US Representative Morelle,United States,New York,Albany,Washington DC,Albany,Organization,US Representative Morelle,,gov_handles_mapping,788652106a1e9ef011bd59360833322c,gov_handles_mapping__788652106a1e9ef011bd59360833322c
markpocan,US Representative Pocan,United States,Wisconsin,Madison,Washington DC,Madison,AAEntity,US Representative Pocan,,gov_handles_mapping,be17c9874509c5a88522f8958b74baf1,gov_handles_mapping__be17c9874509c5a88522f8958b74baf1
call_me_dutch,US Representative Ruppersberger,United States,Maryland,Annapolis,Washington DC,Annapolis,Consulates,US Representative Ruppersberger,,gov_handles_mapping,0d095360f003ed6f1d621472df6022f3,gov_handles_mapping__0d095360f003ed6f1d621472df6022f3
repbobbyrush,US Representative Rush,United States,Illinois,Springfield,Washington DC,Springfield,Person,US Representative Rush,,gov_handles_mapping,c038a492d0d234a1c8267f112b72a8db,gov_handles_mapping__c038a492d0d234a1c8267f112b72a8db
gt_teamgt,US Representative Glenn Thompson,United States,Pennsylvania,Harrisburg,Washington DC,Harrisburg,News,US Representative Glenn Thompson,,gov_handles_mapping,b11595374910ef90eaa4c5103006e2ad,gov_handles_mapping__b11595374910ef90eaa4c5103006e2ad
repthompson,US Representative Mike Thompson,United States,California,Sacramento,Washington DC,Sacramento,Wells,US Representative Mike Thompson,,gov_handles_mapping,fbbd2e617bfbaf7df7aff2f8ba3ff6b1,gov_handles_mapping__fbbd2e617bfbaf7df7aff2f8ba3ff6b1
repjohnlarson,US Representative Larson,United States,Connecticut,Hartford,Washington DC,Hartford,ForeignMinister,US Representative Larson,,gov_handles_mapping,89b5cb4fbe0a4b5f9682aa152d586075,gov_handles_mapping__89b5cb4fbe0a4b5f9682aa152d586075
mactxpress,US Representative Thornberry,United States,Texas,Austin,Washington DC,Austin,space,US Representative Thornberry,,gov_handles_mapping,9ec71e118cd51f7e04e461539dfe0f92,gov_handles_mapping__9ec71e118cd51f7e04e461539dfe0f92
johnlarsonct,US Representative Larson,United States,Connecticut,Hartford,Washington DC,Hartford,Organization,US Representative Larson,,gov_handles_mapping,89b5cb4fbe0a4b5f9682aa152d586075,gov_handles_mapping__89b5cb4fbe0a4b5f9682aa152d586075
