handle,caption_name,country,state_province,city,capital_country,capital_state_province,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
repmeeks,Kentucky State Representative Meeks,United States,New York,New York City,,,News,Kentucky State Representative Meeks,,gov_handles_mapping,5eda306adfe3ef0648de7a37da460db9,gov_handles_mapping__5eda306adfe3ef0648de7a37da460db9
sorolismn,Kentucky State Representative Sorolis,United States,Kentucky,Louisville,,,Wells,Kentucky State Representative Sorolis,,gov_handles_mapping,0a2f951d3385c279a182fc5b4f328691,gov_handles_mapping__0a2f951d3385c279a182fc5b4f328691
damon_thayer,Kentucky State Senator Thayer,United States,Kentucky,Georgetown,,,LegislativeCommittee,Kentucky State Senator Thayer,,gov_handles_mapping,61bc8ba4127e69c0822f5d84e4c842b0,gov_handles_mapping__61bc8ba4127e69c0822f5d84e4c842b0
jerrytmiller,Kentucky State Representative Miller,United States,Kentucky,Louisville,,,Exec,Kentucky State Representative Miller,,gov_handles_mapping,9d0ca52f93e0cf7799cd5a66ed3bfb93,gov_handles_mapping__9d0ca52f93e0cf7799cd5a66ed3bfb93
atticascott4ky,Kentucky State Representative Scott,United States,Kentucky,Louisville,,,space,Kentucky State Representative Scott,,gov_handles_mapping,fd7cee58a5279bf4e26e9a72a2ea5437,gov_handles_mapping__fd7cee58a5279bf4e26e9a72a2ea5437
repengler,Missouri State Representative Engler,United States,Missouri,Jefferson,,,CompanyKeyword,Missouri State Representative Engler,,gov_handles_mapping,129eefd7eaa2a25fb2fe4022e1ca1d43,gov_handles_mapping__129eefd7eaa2a25fb2fe4022e1ca1d43
markmattmo,Missouri State Representative Matthiesen,United States,Missouri,St.Louis,,,space,Missouri State Representative Matthiesen,,gov_handles_mapping,4f524a03cfab1cd7e759b9aadd8b4d6c,gov_handles_mapping__4f524a03cfab1cd7e759b9aadd8b4d6c
cody4mo,Missouri State Representative Cody Smith,United States,Missouri,Carthage,,,Keyphrase,Missouri State Representative Cody Smith,,gov_handles_mapping,14bb2fd627e83867dcabdb7fadde9ee7,gov_handles_mapping__14bb2fd627e83867dcabdb7fadde9ee7
robertsforstl,Missouri State Representative Steven Roberts,United States,Missouri,St Louis,,,Legislator,Missouri State Representative Steven Roberts,,gov_handles_mapping,6eb6fc1c261239349b123dfa4e56cb71,gov_handles_mapping__6eb6fc1c261239349b123dfa4e56cb71
nickbschroer,Missouri State Representative Schroer,United States,Missouri,O'Fallon,,,CompanyKeyword,Missouri State Representative Schroer,,gov_handles_mapping,2ac9cb4641a21f07e33330d95f83402e,gov_handles_mapping__2ac9cb4641a21f07e33330d95f83402e
hannahkellymo,Missouri State Representative Hannah Kelly,United States,Missouri,Webster,,,Shipping,Missouri State Representative Hannah Kelly,,gov_handles_mapping,8d607b1ad46fb6da41f824b4ae03853c,gov_handles_mapping__8d607b1ad46fb6da41f824b4ae03853c
peterformo,Missouri State Representative Meredith,United States,Missouri,Jefferson,,,Wells,Missouri State Representative Meredith,,gov_handles_mapping,6052ef809ac8d3606b1a2ec4c608cd5d,gov_handles_mapping__6052ef809ac8d3606b1a2ec4c608cd5d
rowlandformo,Missouri State Representative Rowland,United States,Missouri,Barry County,,,Exec,Missouri State Representative Rowland,,gov_handles_mapping,f290ddcff3299d2e1de11b3c117c5115,gov_handles_mapping__f290ddcff3299d2e1de11b3c117c5115
crystal_quade,Missouri State Representative Quade,United States,Missouri,Springfield,,,Legislator,Missouri State Representative Quade,,gov_handles_mapping,d5ad50d75d1d190a254b812e0b3d8fd5,gov_handles_mapping__d5ad50d75d1d190a254b812e0b3d8fd5
drurep150,Missouri State Representative McDaniel,United States,Missouri,Deering,,,Consulates,Missouri State Representative McDaniel,,gov_handles_mapping,932aa09ada3d32c76298b3dc3700b69c,gov_handles_mapping__932aa09ada3d32c76298b3dc3700b69c
curtisdtrent,Missouri State Representative Trent,United States,Missouri,Jefferson,,,FTO,Missouri State Representative Trent,,gov_handles_mapping,cfbe0216d2f5c155edad4be6c814fe08,gov_handles_mapping__cfbe0216d2f5c155edad4be6c814fe08
kirkmathews110,Missouri State Representative Matthews,United States,Missouri,Pacific,,,Pipeline,Missouri State Representative Matthews,,gov_handles_mapping,de5da0ef2b1b1bba2ff69a458071a34c,gov_handles_mapping__de5da0ef2b1b1bba2ff69a458071a34c
rebeccaroeber34,Missouri State Representative Roeber,United States,Missouri,Lee's Summit,,,FTO,Missouri State Representative Roeber,,gov_handles_mapping,806a7725c6c2f4faffceb96a8f39f986,gov_handles_mapping__806a7725c6c2f4faffceb96a8f39f986
