handle,caption_name,Category,Topic GUID,Topic Name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
local_7,OC Musicians Union,Corporate Advocacy,214218,Reputation,Diplomat,OC Musicians Union,,advocacy_groups_handles,8fbe369c94af5a6a9652abb59c729177,advocacy_groups_handles__43137d0c31141e917b0bfd7375908eb2
local2850,UNITE HERE Local 2850,Corporate Advocacy,214218,Reputation,Shipping,UNITE HERE Local 2850,,advocacy_groups_handles,fda8ed951de4a2d8db5a39de6f2c8a11,advocacy_groups_handles__ea11b23672fd3b664024c5fcca602c82
local5iaff,Colorado Springs Firefighters,Corporate Advocacy,214218,Reputation,Consulates,Colorado Springs Firefighters,,advocacy_groups_handles,6bc0c18d6a68cd0871f666fbf9a07d1c,advocacy_groups_handles__10e0f4439902ee8512182e292d61debf
local900,Local 900,Corporate Advocacy,214218,Reputation,FTO,Local 900,,advocacy_groups_handles,1b455a358b58af62fa9600395791e4b6,advocacy_groups_handles__061ff05e795678a86dbfe381ba077ba0
lorellapraeli,Lorella Praeli,Corporate Advocacy,214218,Reputation,Consulates,Lorella Praeli,,advocacy_groups_handles,b8b8e48add37bda9e946ebec64807558,advocacy_groups_handles__f0ceef99e47d8c4fc04ee9a3a9134a51
maketheroadact,Make the Road,Corporate Advocacy,214218,Reputation,IndustryTerm,Make the Road,,advocacy_groups_handles,66ec764b851ad4d68301994188db82ea,advocacy_groups_handles__7a907976794219e0ce340e5086b5b37d
maketheroadct,Make the Road Connecticut,Corporate Advocacy,214218,Reputation,space,Make the Road Connecticut,,advocacy_groups_handles,b6e2abefb4885427682534d4e14ee559,advocacy_groups_handles__6348081091c70a1ef70b4518cbecf59b
maketheroadnj,Make the Road New Jersey,Corporate Advocacy,214218,Reputation,DiplomaticFacilities,Make the Road New Jersey,,advocacy_groups_handles,cc834ee41c35940d2c794cc04e6ac6b9,advocacy_groups_handles__dd5d81801ca8b57ac21b2e84f893e0c0
maketheroadnv,Make the Road Nevada,Corporate Advocacy,214218,Reputation,Pipeline,Make the Road Nevada,,advocacy_groups_handles,6fc1ff9d8dc03e8597dc9166b1d7994c,advocacy_groups_handles__b3c8a38626656e4b5114f60d3f9c26ed
maketheroadny,Make the Road New York,Corporate Advocacy,214218,Reputation,AAEntity,Make the Road New York,,advocacy_groups_handles,c45ea3240c3cc04aa5048efaca99b133,advocacy_groups_handles__70f7aa8d409a2660fb74ffc5b53c0a1b
maketheroadpa,Make the Road Pennsylvania,Corporate Advocacy,214218,Reputation,Diplomat,Make the Road Pennsylvania,,advocacy_groups_handles,0c5e4867998420b3088a31c1981eae8a,advocacy_groups_handles__d48e89619b36b484fc12c89c0ed21002
massjwj,Jobs with Justice Massachusetts,Corporate Advocacy,214218,Reputation,Consulates,Jobs with Justice Massachusetts,,advocacy_groups_handles,d84328eefceb1eaa6ad8de0bdc71c6c4,advocacy_groups_handles__99989c327dc9883cdec56ae7e2333494
michigan_power,Michigan Student Power,Corporate Advocacy,214218,Reputation,AAEntity,Michigan Student Power,,advocacy_groups_handles,409ffa778c87ec6f4e7240f488dc928c,advocacy_groups_handles__88191f22b03a9383f1618e8d7b0f22a9
mifamiliavotatx,Mi Familia Vota TX,Corporate Advocacy,214218,Reputation,Refinery,Mi Familia Vota TX,,advocacy_groups_handles,89e32fd1b6d848bfa17453c2ff260b36,advocacy_groups_handles__24f333016ce1b12a0de39cb780fa5c6b
miracoalition,MIRA Coalition,Corporate Advocacy,214218,Reputation,Media,MIRA Coalition,,advocacy_groups_handles,9fa0b824ee63871968c1e52f0ee2966b,advocacy_groups_handles__01cb193f8d359e084a643f2aab179208
mnycollective,Minnesota Youth Collective,Corporate Advocacy,214218,Reputation,LegislativeCommittee,Minnesota Youth Collective,,advocacy_groups_handles,ec074ff9d24b2ecc7637469f3ea62bb2,advocacy_groups_handles__593f149469379170c025234dbef882e6
moafscme,Missouri AFSCME,Corporate Advocacy,214218,Reputation,Wells,Missouri AFSCME,,advocacy_groups_handles,c344b6682a33d3f4a6cfbbcb78e6b5f2,advocacy_groups_handles__a4c4b002e2df05a0cd72cf6a464a32fe
mojwj,Jobs with Justice Missouri,Corporate Advocacy,214218,Reputation,Legislator,Jobs with Justice Missouri,,advocacy_groups_handles,0dc5503749033fda0e309ab4717de8aa,advocacy_groups_handles__34e18024e2219b8aa1fd5d55cb1afda8
moms4housing,Moms 4 Housing,Corporate Advocacy,214218,Reputation,Consulates,Moms 4 Housing,,advocacy_groups_handles,ec87ebb715803434990dfafc4c72826a,advocacy_groups_handles__2376c2e427bfe8c24dd02420aad822a5
move_texas,MOVE Texas,Corporate Advocacy,214218,Reputation,Shipping,MOVE Texas,,advocacy_groups_handles,05232c83a354404d9b7f2e18a8153ba5,advocacy_groups_handles__a798f94356cc432506e3173780fd5424
movementcounty,"Sunrise Movement group in Bozeman, MT",Corporate Advocacy,214218,Reputation,CompanyKeyword,"Sunrise Movement group in Bozeman, MT",,advocacy_groups_handles,cf7faca70328660c63ad5e778a533ac4,advocacy_groups_handles__bf0a6596dd26f5d9e922563d7a107ef6
mvmtsalinas,"Sunrise Movement group in Monterey County, CA",Corporate Advocacy,214218,Reputation,Exec,"Sunrise Movement group in Monterey County, CA",,advocacy_groups_handles,2ad248e5d22879165584965fed487aaf,advocacy_groups_handles__e3d385eede5156fed28d192ce855026b
naacp,NAACP,Corporate Advocacy,214218,Reputation,Wells,NAACP,,advocacy_groups_handles,982f09f3c5a81cfbe41bfcedc4c25054,advocacy_groups_handles__cd86cbfe1b8ae1c79beb07c318df5aec
nabet54,NABET-CWA 54,Corporate Advocacy,214218,Reputation,Consulates,NABET-CWA 54,,advocacy_groups_handles,1e42e423e3385fc3da7cc1150a73856e,advocacy_groups_handles__de4e677102ad59bc8045bb3ee2047744
natimmforum,National Immigration Forum,Corporate Advocacy,214218,Reputation,Diplomat,National Immigration Forum,,advocacy_groups_handles,d7477f21879237c2c0e726c902cd36c7,advocacy_groups_handles__c08533b2bd8d1395cbe7355b64a3a1ab
nbcnewsguild,NBC Digital NewsGuild,Corporate Advocacy,214218,Reputation,IndustryTerm,NBC Digital NewsGuild,,advocacy_groups_handles,1c5d5a3f99c04add3902f75527e79e20,advocacy_groups_handles__68ba4423340254e4553b618c96dbe797
nc_ignite,IgniteNC,Corporate Advocacy,214218,Reputation,Keyphrase,IgniteNC,,advocacy_groups_handles,21b5c2c6fb135bf6442b6435a9e0c1e2,advocacy_groups_handles__9c243faea3fcf0511b68c03bf0aaa975
ncaatogether,NCAAT,Corporate Advocacy,214218,Reputation,Pipeline,NCAAT,,advocacy_groups_handles,972c78b42b0db4f3fd264bd78f52729a,advocacy_groups_handles__890513083d928419cda99cc1bc50a8bc
nceialliance,North Carolina Ecumenical Immigration Alliance for Immigrants,Corporate Advocacy,214218,Reputation,space,North Carolina Ecumenical Immigration Alliance for Immigrants,,advocacy_groups_handles,c6dbac073ad22fb227d8574df56bf65a,advocacy_groups_handles__9b31ee5697ab16c7bdf0cd2ecf713780
neamedia,NEA Public Relations,Corporate Advocacy,214218,Reputation,space,NEA Public Relations,,advocacy_groups_handles,7656e7064180de903b16a7e722cf42e8,advocacy_groups_handles__06a35d8f54bb96c676ca7b7d74dbf5ce
neatoday,NEA,Corporate Advocacy,214218,Reputation,FTO,NEA,,advocacy_groups_handles,7e1577f2af84e7bc9c73f596c4bd9fc5,advocacy_groups_handles__acb8a32a48769bbbd4aea53c29d22aed
nejbunitehere,NEJB UNITE HERE,Corporate Advocacy,214218,Reputation,Refinery,NEJB UNITE HERE,,advocacy_groups_handles,0ac2bd9b31b201430aeafb687aba7f8b,advocacy_groups_handles__77f9b8292f8b2ea946d89ef44902e63d
neweracolorado,New Era Colorado,Corporate Advocacy,214218,Reputation,LegislativeCommittee,New Era Colorado,,advocacy_groups_handles,5b96157036a7497026ad05b36d2a6964,advocacy_groups_handles__75eaad8e0912660dd7e75da2a446e180
newflmajority,New Florida Majority,Corporate Advocacy,214218,Reputation,Legislator,New Florida Majority,,advocacy_groups_handles,eb11f5d6c8160531d9e209b8aaef4dce,advocacy_groups_handles__3e1e54d82cf18746b2068ffd72fdad98
nextgenamerica,NextGen America,Corporate Advocacy,214218,Reputation,AAEntity,NextGen America,,advocacy_groups_handles,0bc3f5a1889a5e090a0f0e2baf82f057,advocacy_groups_handles__a468c1eb13104898847acf0e1d4918cd
nextuporegon,Next Up Action Fund,Corporate Advocacy,214218,Reputation,News,Next Up Action Fund,,advocacy_groups_handles,32440ee895ac0697d791814ad35376ea,advocacy_groups_handles__1c646296992fea9cef61144f99e18502
nhyouthmovement,New Hampshire Youth Movement,Corporate Advocacy,214218,Reputation,ForeignMinister,New Hampshire Youth Movement,,advocacy_groups_handles,46c7df3bcebecf2a5b877f479a79038f,advocacy_groups_handles__0912e8476237a198b92d7be1920d0449
nicoemoe,Nicole Moore,Corporate Advocacy,214218,Reputation,Pipeline,Nicole Moore,,advocacy_groups_handles,de080dc6aa99563f4310008fd5b7bdca,advocacy_groups_handles__cf54fd1d53d7787a0bf841b40b7cb8f9
nijc,National Immigrant Justice Center,Corporate Advocacy,214218,Reputation,space,National Immigrant Justice Center,,advocacy_groups_handles,2bd520ff4c10ba2c9ee05735cdd0ef6d,advocacy_groups_handles__fd4e00c3249f28ca2eb507350e46377e
nilc,National Immigration Law Center,Corporate Advocacy,214218,Reputation,Pipeline,National Immigration Law Center,,advocacy_groups_handles,73d5897e73f73550476b8e3122446e3f,advocacy_groups_handles__172577d29b85026561f4d7777e027abd
nlc,New Leaders Council,Corporate Advocacy,214218,Reputation,Pipeline,New Leaders Council,,advocacy_groups_handles,e59dc43ec8ba7e39728d33303aa8559d,advocacy_groups_handles__a2786d431631b7a35cc34da0a82b20c7
nm_dream_team,NM Dream Team √¢≈ì≈†√∞≈∏¬è¬æ√∞≈∏¬¶‚Äπ√∞≈∏‚Äú¬£,Corporate Advocacy,214218,Reputation,Legislator,NM Dream Team √¢≈ì≈†√∞≈∏¬è¬æ√∞≈∏¬¶‚Äπ√∞≈∏‚Äú¬£,,advocacy_groups_handles,29575a35e54bf5e75fa54a46b371c39f,advocacy_groups_handles__2f66842f0fcf5e6f0b7bfa0b71a2543d
nonprofitunion,Nonprofit Professional Employees Union,Corporate Advocacy,214218,Reputation,Person,Nonprofit Professional Employees Union,,advocacy_groups_handles,aa5dc1246f1a20b75571ec3abe072b45,advocacy_groups_handles__88908fb71ca42ca77fd440b278fa0985
nukereaction,Greenpeace Nuclear,Corporate Advocacy,214218,Reputation,IndustryTerm,Greenpeace Nuclear,,advocacy_groups_handles,67460462203ff7f9304004b8829e3eca,advocacy_groups_handles__ea6ecb07106b91f45920baedb12994a8
nvstudentpower,NV Student Power,Corporate Advocacy,214218,Reputation,Keyphrase,NV Student Power,,advocacy_groups_handles,57ff3f5a6c4df06ff51e3a66ef86f530,advocacy_groups_handles__9b3fdf45c91b9a6e789a2807ac08919d
nyhtc,Hotel Trades Council,Corporate Advocacy,214218,Reputation,AAEntity,Hotel Trades Council,,advocacy_groups_handles,52001ff2583824b1fcdc02718e9cfb9f,advocacy_groups_handles__b4e76292e1a62cf2ad318cbd111a08e4
oceansgp,Greenpeace Oceans,Corporate Advocacy,214218,Reputation,Keyphrase,Greenpeace Oceans,,advocacy_groups_handles,85b53f6f4c285ed1a88bdd262420eb0f,advocacy_groups_handles__40d26f642b538bbea23bde066c1c96c7
ocsea,OCSEA AFSCME,Corporate Advocacy,214218,Reputation,Pipeline,OCSEA AFSCME,,advocacy_groups_handles,280c77452d4df16f2e8c16622dd9a5c7,advocacy_groups_handles__c8fcead494920afa164e96046b73b3c8
ohiostudents,OHStudentAssociation,Corporate Advocacy,214218,Reputation,Refinery,OHStudentAssociation,,advocacy_groups_handles,d0a999233dddb01f10ed424afa11e6e3,advocacy_groups_handles__c437caaceba9efce501b31f70f498a03
onefairwage,One Fair Wage,Corporate Advocacy,214218,Reputation,News,One Fair Wage,,advocacy_groups_handles,f8aa9b0d1c0573af933d67c6b9b8e475,advocacy_groups_handles__df4cf2d39a0261d68cf3749b2eda320a
oneheraldguild,One Herald Guild √∞≈∏¬è¬ù,Corporate Advocacy,214218,Reputation,Wells,One Herald Guild √∞≈∏¬è¬ù,,advocacy_groups_handles,96990d75863125b3a335a4937bb1566f,advocacy_groups_handles__f2fa294058e4531bc79201a9968cfb62
openmarkets,Open Markets,Corporate Advocacy,214218,Reputation,Media,Open Markets,,advocacy_groups_handles,60cb74e1ba9c30d075bd89533a0166f8,advocacy_groups_handles__131f2042090e2fd72f48b1f6caabb85c
oregonyell,Oregon.YELL,Corporate Advocacy,214218,Reputation,Person,Oregon.YELL,,advocacy_groups_handles,12b85c75dab8a63499be8d757f1d2cad,advocacy_groups_handles__29372e1ab2d7b186f40b7e3c4690cb81
peoplesforumnyc,The People's Forum,Corporate Advocacy,214218,Reputation,Media,The People's Forum,,advocacy_groups_handles,134a18968647ab1868c837eb6ea9ec35,advocacy_groups_handles__cff97d9560728f47bcc62c42a199ce4f
pfem2665,PFEM 2665,Corporate Advocacy,214218,Reputation,DiplomaticFacilities,PFEM 2665,,advocacy_groups_handles,3bdeceedebf70d92aff4b95a3314a106,advocacy_groups_handles__98946d30891d1266209f09d21bd4ef63
phillyjwj,Jobs with Justice Philadelphia,Corporate Advocacy,214218,Reputation,Media,Jobs with Justice Philadelphia,,advocacy_groups_handles,fae18d7f72758d03f36d0a94f826ccb5,advocacy_groups_handles__be76f83c64ceefb54f1d77c1ea6a0a19
poderinaction,Poder in Action,Corporate Advocacy,214218,Reputation,Media,Poder in Action,,advocacy_groups_handles,4c24ca60705504f888a8d9f0392591f1,advocacy_groups_handles__0f07ec6912d608995dff4ca587e888a6
powercanow,Power California,Corporate Advocacy,214218,Reputation,LegislativeCommittee,Power California,,advocacy_groups_handles,b657f2a386bb8359ceda64779b205343,advocacy_groups_handles__5a4e779979cb4c231bccd7b7ba2a7101
presenteorg,Presente.Org,Corporate Advocacy,214218,Reputation,space,Presente.Org,,advocacy_groups_handles,6d9f32fc0a3abf7cf0460da938db00fc,advocacy_groups_handles__7b4e3925b1bf2c0177f4fdcf256e2a8d
prideatwork,Pride at Work,Corporate Advocacy,214218,Reputation,News,Pride at Work,,advocacy_groups_handles,cb6c5ec177a1f97a8f54c44c838cd210,advocacy_groups_handles__f81f05b6a443cc7ca3b095f8a0e8d499
promisearizona,Promise Arizona,Corporate Advocacy,214218,Reputation,Keyphrase,Promise Arizona,,advocacy_groups_handles,238598751add70471817865a69943e9c,advocacy_groups_handles__c8baa39f0d717c6c9796083128299671
pwolgin,Philip Wolgin,Corporate Advocacy,214218,Reputation,News,Philip Wolgin,,advocacy_groups_handles,81b57002a0d119442fed2f4ffa8f760b,advocacy_groups_handles__89b0bcb831b81c2bf7901ea68c426081
radyouthco,Radical Youth Collective,Corporate Advocacy,214218,Reputation,ForeignMinistry,Radical Youth Collective,,advocacy_groups_handles,05b55db452d398cf71aab67b96bb5ff3,advocacy_groups_handles__06ac4b2936e14009b41f8af03e182b87
raiseupfor15,Raise Up For $15,Corporate Advocacy,214218,Reputation,News,Raise Up For $15,,advocacy_groups_handles,47566b4311c40ac9da50df9bc70b0f82,advocacy_groups_handles__ad250a714098e82628e326a0fd8bef84
rashadrobinson,Color of Change President Rashad Robinson,Corporate Advocacy,214218,Reputation,ForeignMinistry,Color of Change President Rashad Robinson,,advocacy_groups_handles,de25ce98d0b04720e552b42a99328b41,advocacy_groups_handles__eb9166f435cacf131d42ad27a5eb0288
re4mimmigration,Fair Immigration Reform Movement,Corporate Advocacy,214218,Reputation,DiplomaticFacilities,Fair Immigration Reform Movement,,advocacy_groups_handles,afa27013913a5cf7e43776cac1d49849,advocacy_groups_handles__0f3eb9593cd4d80b24f8a20ee640486c
reshmasham,SR,Corporate Advocacy,214218,Reputation,IndustryTerm,SR,,advocacy_groups_handles,8ce8965c42085ce2208cc7a2ed005a73,advocacy_groups_handles__8cb2010d27e13509d364436256e972c0
rnmagazine,NNU's Nurse Magazine,Corporate Advocacy,214218,Reputation,Wells,NNU's Nurse Magazine,,advocacy_groups_handles,cdae0259cf1ea2e067903ec85b07a266,advocacy_groups_handles__07e4d114f7b18bc91cd980ef0d9f3896
rockthevote,Rock the Vote,Corporate Advocacy,214218,Reputation,Legislator,Rock the Vote,,advocacy_groups_handles,5e0ef74032b1297aeebb92cd61c03f10,advocacy_groups_handles__9860066aae1bc92ca9cfaaec7237de62
roseanndemoro,RoseAnn DeMoro,Corporate Advocacy,214218,Reputation,DiplomaticFacilities,RoseAnn DeMoro,,advocacy_groups_handles,8b0cd72be695549a092368d9433111a7,advocacy_groups_handles__98c6e85adf235f82d7748b62454567e7
ruckusociety,The Ruckus Society,Corporate Advocacy,214218,Reputation,Media,The Ruckus Society,,advocacy_groups_handles,ad268dfc7489cc04cb28f7dc3ac9799d,advocacy_groups_handles__4049f7d097c1421202d3db469c9c9a89
rwest817,Rachel West,Corporate Advocacy,214218,Reputation,Consulates,Rachel West,,advocacy_groups_handles,67e5b106cd19f62c23609c09d03be23e,advocacy_groups_handles__41af45c6d9bb6d6b4b6683ccc8a104b7
sacsunrise,"Sunrise Movement group in Sacramento, CA",Corporate Advocacy,214218,Reputation,Legislator,"Sunrise Movement group in Sacramento, CA",,advocacy_groups_handles,816e33be7fd9bd4ea5217f5c7b526ca8,advocacy_groups_handles__a4c9f0171f7a363e5cebd9b075dadd8e
salgreenpeace,Greenpeace Salisbury,Corporate Advocacy,214218,Reputation,Exec,Greenpeace Salisbury,,advocacy_groups_handles,a8ade8b277c4bf9c97a8706972a42699,advocacy_groups_handles__e556d3cb4656e8e0d1fe4ab99183c526
san_sunrise,"Sunrise Movement group in San Diego, CA",Corporate Advocacy,214218,Reputation,Media,"Sunrise Movement group in San Diego, CA",,advocacy_groups_handles,ae3064a813b9256f3c95f5db9e8eebfc,advocacy_groups_handles__0ab6b7677e0efe83c4009de707f4883e
senatorleahy,US Senator Leahy,Corporate Advocacy,214218,Reputation,space,US Senator Leahy,,advocacy_groups_handles,6ec75e24ac6cf35cea93c7dde83e2c41,advocacy_groups_handles__bb8e8ddd66e524778f0f13fd120ab315
sfaflcio,SF AFL-CIO,Corporate Advocacy,214218,Reputation,Pipeline,SF AFL-CIO,,advocacy_groups_handles,d9c79a84bd41f568d60196fda584a9a3,advocacy_groups_handles__675b48e8aee4294eeb8587cf141cbbb7
sfgovlabor,SFgovLABOUR-PRACTICES,Corporate Advocacy,214218,Reputation,Consulates,SFgovLABOUR-PRACTICES,,advocacy_groups_handles,a260aef9b42a2cf1d904acc32573732a,advocacy_groups_handles__3a3813310797665319102c5c081863c2
show_me15,Show Me $15,Corporate Advocacy,214218,Reputation,Exec,Show Me $15,,advocacy_groups_handles,ad6ac47220b17b8c4f5ac01638a8cfcb,advocacy_groups_handles__3de67ad626ed0ab37e61d71777b8692d
siren_bayarea,SIREN Immigrant Rights,Corporate Advocacy,214218,Reputation,Media,SIREN Immigrant Rights,,advocacy_groups_handles,444cecea71e765828ed148ff3555fef2,advocacy_groups_handles__8748c066b3902645650b27bea60c16d5
slateunion,Slate Union,Corporate Advocacy,214218,Reputation,ForeignMinister,Slate Union,,advocacy_groups_handles,737aeb74ad6d8eeb7e6567d6e99d7830,advocacy_groups_handles__68317fb19b4f1f7d53ab716c94456056
slpng_giants,Sleeping Giants,Corporate Advocacy,214218,Reputation,Keyphrase,Sleeping Giants,,advocacy_groups_handles,b291462a8af1598cf165a1cbb852d3e9,advocacy_groups_handles__43e4024d36c85ba66aadd6f322303efd
slpng_giants_eu,Sleeping Giants Europe,Corporate Advocacy,214218,Reputation,space,Sleeping Giants Europe,,advocacy_groups_handles,269aeae7ef055b5b965dab4db2642ffa,advocacy_groups_handles__3d65980721f7202c536c8f3abe81a63a
slpng_giants_oz,Sleeping Giants Oz,Corporate Advocacy,214218,Reputation,CompanyKeyword,Sleeping Giants Oz,,advocacy_groups_handles,9bb7078cc9c96e0334b54821cb6d9d5f,advocacy_groups_handles__498fb09037cd74113de1114d36364b7b
smwialocal19,Sheet Metal Local 19,Corporate Advocacy,214218,Reputation,Pipeline,Sheet Metal Local 19,,advocacy_groups_handles,e5dd56135c9beb501beeacb56c1fe577,advocacy_groups_handles__a6b01852bd998e90f2d20f4011c31065
sojoaction,SojoAction,Corporate Advocacy,214218,Reputation,Wells,SojoAction,,advocacy_groups_handles,caa92c4dfb3e410f838fcdd1909264ea,advocacy_groups_handles__0131de97e2d2f832c5711c9c93a570b5
sojourners,Sojourners,Corporate Advocacy,214218,Reputation,IndustryTerm,Sojourners,,advocacy_groups_handles,21829bbda4ff3e81bd9cc297838ce1f4,advocacy_groups_handles__96ee6bd1a7d752fa6f3d6802ad31f132
standup_kc,Stand Up KC,Corporate Advocacy,214218,Reputation,AAEntity,Stand Up KC,,advocacy_groups_handles,ba690237efa55626ef364fa6ced5a6dc,advocacy_groups_handles__da342a2b0221e51aed496dfea5b3d365
stephanieteatro,Stephanie Teatro,Corporate Advocacy,214218,Reputation,Media,Stephanie Teatro,,advocacy_groups_handles,28f47e574c936d969b45012656526fd3,advocacy_groups_handles__603220feddd563402440f0dce5b9e84b
studentactivism,Angus Johnston,Corporate Advocacy,214218,Reputation,Refinery,Angus Johnston,,advocacy_groups_handles,212622985b629ced085684fc492279d1,advocacy_groups_handles__47c86e9371e9c8bf6595403b4e970af0
studentlabor,SLAP - Student Labor,Corporate Advocacy,214218,Reputation,LegislativeCommittee,SLAP - Student Labor,,advocacy_groups_handles,4597f73e5683e26ad169d2c96d3090d4,advocacy_groups_handles__ec96d9eea32e4d0b5c30f1dfc32fd012
sunrise_nbpt,"Sunrise Movement group in Newburyport, MA",Corporate Advocacy,214218,Reputation,Media,"Sunrise Movement group in Newburyport, MA",,advocacy_groups_handles,97ccec238ebaed60441f34d3060dfb9b,advocacy_groups_handles__298d9c5863b311f22e600b4e03a53833
sunrise_pvd,"Sunrise Movement group in Providence, RI",Corporate Advocacy,214218,Reputation,Keyphrase,"Sunrise Movement group in Providence, RI",,advocacy_groups_handles,08866c3523f9cbcca90a45237c9baf49,advocacy_groups_handles__ccda0f61bf361547ebe8ca0012cd9318
sunrise_sgf,"Sunrise Movement group in Springfield, MO",Corporate Advocacy,214218,Reputation,ForeignMinister,"Sunrise Movement group in Springfield, MO",,advocacy_groups_handles,a90167ec35e8ca5fa8793d17b0c13b56,advocacy_groups_handles__44011d3ba71a8dba743defc72e4a913c
sunriseannarbor,"Sunrise Movement group in Ann Arbor, MI",Corporate Advocacy,214218,Reputation,Keyphrase,"Sunrise Movement group in Ann Arbor, MI",,advocacy_groups_handles,a3fe397eca0ef504c1e95dc198513935,advocacy_groups_handles__54a630d62223ac68741e76cd7a62d3bc
sunriseatx,"Sunrise Movement group in Austin, TX",Corporate Advocacy,214218,Reputation,LegislativeCommittee,"Sunrise Movement group in Austin, TX",,advocacy_groups_handles,fc0e9b14a5c927b96dc0d1c88c4856f5,advocacy_groups_handles__f8f019fcf855bdf75ea8aa158734ac25
sunrisebayarea,"Sunrise Movement group in Bay Area, CA",Corporate Advocacy,214218,Reputation,Refinery,"Sunrise Movement group in Bay Area, CA",,advocacy_groups_handles,2050dcd43bc32e78c3fcf679c733e120,advocacy_groups_handles__86273d28c1d698cf5151d2f073b92929
sunrisebham,"Sunrise Movement group in Belllingham, WA",Corporate Advocacy,214218,Reputation,CompanyKeyword,"Sunrise Movement group in Belllingham, WA",,advocacy_groups_handles,b3d9485b83c5a26764ea69b594701a58,advocacy_groups_handles__c9f21474981ff05609ea6fc857b53a2c
sunrisebmore,"Sunrise Movement group in Baltimore, MD",Corporate Advocacy,214218,Reputation,ForeignMinister,"Sunrise Movement group in Baltimore, MD",,advocacy_groups_handles,e0c37464b2a3da73e7636f1f47e39cb8,advocacy_groups_handles__2b981cec94d1edff66b30692418d8411
sunriseboston,"Sunrise Movement group in Boston, MA",Corporate Advocacy,214218,Reputation,AAEntity,"Sunrise Movement group in Boston, MA",,advocacy_groups_handles,36ee6ebbc4aacdc1de5e00563703c182,advocacy_groups_handles__6a51983a1fd39bfd23e12dd8fcac2bad
sunrisedurham,"Sunrise Movement group in Durham, NC",Corporate Advocacy,214218,Reputation,IndustryTerm,"Sunrise Movement group in Durham, NC",,advocacy_groups_handles,5451eb3688cd080a7c5565ada778f2a0,advocacy_groups_handles__b957cd608b6132f6788c4be65ca39a65
sunrisefresno,"Sunrise Movement group in Fresno, CA",Corporate Advocacy,214218,Reputation,FTO,"Sunrise Movement group in Fresno, CA",,advocacy_groups_handles,b7ceb24134faace5623c0e5167d3ef18,advocacy_groups_handles__6f5853b05af5e7da50ecd6355dabc33a
sunrisehoco,"Sunrise Movement group in Howard County, MD",Corporate Advocacy,214218,Reputation,Media,"Sunrise Movement group in Howard County, MD",,advocacy_groups_handles,d4104d5e46621da3f03ea96e17d3f730,advocacy_groups_handles__c5d7dc581c3fbbedb04a69cc581eaa10
sunriseipswich,"Sunrise Movement group in Ipswich, Massachusetts",Corporate Advocacy,214218,Reputation,space,"Sunrise Movement group in Ipswich, Massachusetts",,advocacy_groups_handles,14aa1a1847424257dc123fe77542ed1d,advocacy_groups_handles__9e58cde1fa5100b64799f18baa681a08
sunrisekern,"Sunrise Movement group in Kern Country, CA",Corporate Advocacy,214218,Reputation,FTO,"Sunrise Movement group in Kern Country, CA",,advocacy_groups_handles,d6c10db88b7e00c480990e5bc4036997,advocacy_groups_handles__8f9e650e562bb0d0ea98b9d5d1a48506
sunrisekv,"Sunrise Movement group in Kirksville, MO",Corporate Advocacy,214218,Reputation,Person,"Sunrise Movement group in Kirksville, MO",,advocacy_groups_handles,5a98879e9d537ae6d24dbbe050f9ab7a,advocacy_groups_handles__25a9b0342c5cceefe38e34de6a79b901
sunriselayouth,Sunrise Movement group in Los Angeles,Corporate Advocacy,214218,Reputation,ForeignMinister,Sunrise Movement group in Los Angeles,,advocacy_groups_handles,c524cfbf6c1739f52fd56f107885f496,advocacy_groups_handles__f67dfec87c8819ccdfd01fcb70c4089b
sunriselowellhs,Sunrise Movement group in Lowell Highschool,Corporate Advocacy,214218,Reputation,Wells,Sunrise Movement group in Lowell Highschool,,advocacy_groups_handles,5510c755111240bfb7da79a53942a39b,advocacy_groups_handles__6d7854ced5df0738260c1f155cdff1f3
sunriselr,"Sunrise Movement group in Little Rock, AR",Corporate Advocacy,214218,Reputation,Wells,"Sunrise Movement group in Little Rock, AR",,advocacy_groups_handles,5d175f9e331021d49f2c13831d733a32,advocacy_groups_handles__fbe0e2f64d7e96961d7300173c8bd92f
sunrisemadison1,"Sunrise Movement group in Madison, WI",Corporate Advocacy,214218,Reputation,News,"Sunrise Movement group in Madison, WI",,advocacy_groups_handles,c986ac94246e2d1f4e5867c509d07348,advocacy_groups_handles__985babd13ef8ca73eeb4811d0458fec2
sunrisemankato,"Sunrise Movement group in Makato, MN",Corporate Advocacy,214218,Reputation,CompanyKeyword,"Sunrise Movement group in Makato, MN",,advocacy_groups_handles,f946b787b08cba698e93879c8c0e397b,advocacy_groups_handles__0f3bcdade231cd287b7d42831a8302d0
sunrisemvmt,Sunrise Movement,Corporate Advocacy,214218,Reputation,LegislativeCommittee,Sunrise Movement,,advocacy_groups_handles,ba26d51505f1f95a504cdf7083abc683,advocacy_groups_handles__2428dbf196f70f2e7796132da54f5745
