handle,caption_name,location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
mfa_mongolia,Mongolian Foreign Ministry,2892,DiplomaticFacilities,Mongolian Foreign Ministry,,defmin_mentioner,e73034ef0f00d5cf97b8185494acbc02,defmin_mentioner__e73034ef0f00d5cf97b8185494acbc02
ugandamfa,Ugandan Foreign Ministry,2893,CompanyKeyword,Ugandan Foreign Ministry,,defmin_mentioner,fefae19f1a6176fb10ee9b7bcda5f9da,defmin_mentioner__fefae19f1a6176fb10ee9b7bcda5f9da
mfatnz,New Zealand Foreign Ministry,2894,FTO,New Zealand Foreign Ministry,,defmin_mentioner,3681555cf1b59a69fc17e6cd633c5dfb,defmin_mentioner__3681555cf1b59a69fc17e6cd633c5dfb
slovakiamfa,Slovakian Foreign Ministry,2895,Organization,Slovakian Foreign Ministry,,defmin_mentioner,dee5b030165a5f0497eb109afa8de1d8,defmin_mentioner__dee5b030165a5f0497eb109afa8de1d8
foreignofficeke,Kenyan Foreign Ministry,2896,Media,Kenyan Foreign Ministry,,defmin_mentioner,03f174a5e32dc69d51957d94777131b9,defmin_mentioner__03f174a5e32dc69d51957d94777131b9
cyprusmfa,Cypriot Foreign Ministry,2897,Keyphrase,Cypriot Foreign Ministry,,defmin_mentioner,d62b31d4673908078e4eb9bcc08363e6,defmin_mentioner__d62b31d4673908078e4eb9bcc08363e6
danishmfa,Danish Foreign Ministry,2898,Keyphrase,Danish Foreign Ministry,,defmin_mentioner,1a60308931c252eda2110b011bff9b25,defmin_mentioner__1a60308931c252eda2110b011bff9b25
ofmuae,UAE Foreign Ministry,2899,Wells,UAE Foreign Ministry,,defmin_mentioner,57dee9fd05344e4b0d9fc70bc994a3a6,defmin_mentioner__57dee9fd05344e4b0d9fc70bc994a3a6
mfaethiopia,Ethiopian Foreign Ministry,2900,CompanyKeyword,Ethiopian Foreign Ministry,,defmin_mentioner,4e44c4f95afddadc2f9946ea920f2ae3,defmin_mentioner__4e44c4f95afddadc2f9946ea920f2ae3
norwaymfa,Norwegian Foreign Ministry,2901,Pipeline,Norwegian Foreign Ministry,,defmin_mentioner,8cd91fb7bcd3d30b08ff68caa7fa4349,defmin_mentioner__8cd91fb7bcd3d30b08ff68caa7fa4349
moldovamfa,Moldovan Foreign Ministry,2902,Organization,Moldovan Foreign Ministry,,defmin_mentioner,8722a25582243d40f285d3bbaf464217,defmin_mentioner__8722a25582243d40f285d3bbaf464217
mvep_hr,Croatian Foreign Ministry,2903,AAEntity,Croatian Foreign Ministry,,defmin_mentioner,c252378b405bed9975d65c87229e2c02,defmin_mentioner__c252378b405bed9975d65c87229e2c02
foreignmv,Maldives Foreign Ministry,2904,Diplomat,Maldives Foreign Ministry,,defmin_mentioner,00dcdb3d772e02ad1120132afc8931a8,defmin_mentioner__00dcdb3d772e02ad1120132afc8931a8
dfaphl,Philippine Foreign Ministry,2905,Media,Philippine Foreign Ministry,,defmin_mentioner,fc3eeffb9e58147497c9e43457ecbca0,defmin_mentioner__fc3eeffb9e58147497c9e43457ecbca0
mfa_kyrgyzstan,Kyrgyz Foreign Ministry,2906,AAEntity,Kyrgyz Foreign Ministry,,defmin_mentioner,9409761f41a59f58ec7921f650622ee0,defmin_mentioner__9409761f41a59f58ec7921f650622ee0
pmofa,Palestinian Authority Foreign Ministry,2907,News,Palestinian Authority Foreign Ministry,,defmin_mentioner,efc3e3139a8d8eff61e02c54b8460519,defmin_mentioner__efc3e3139a8d8eff61e02c54b8460519
mfaiceland,Icelandic Foreign Ministry,2908,Organization,Icelandic Foreign Ministry,,defmin_mentioner,a96a68bbded06ad6c87af0f84578e197,defmin_mentioner__a96a68bbded06ad6c87af0f84578e197
miacbw,Botswanan Foreign Ministry,2909,Consulates,Botswanan Foreign Ministry,,defmin_mentioner,0bd89781e02e89d35097587f8553f9c4,defmin_mentioner__0bd89781e02e89d35097587f8553f9c4
italymfa,Italian Foreign Ministry,2910,Media,Italian Foreign Ministry,,defmin_mentioner,569b7fd13c9416d9ac099abc17955fe3,defmin_mentioner__569b7fd13c9416d9ac099abc17955fe3
mofajapan_itpr,Japanese Foreign Ministry,2911,ForeignMinister,Japanese Foreign Ministry,,defmin_mentioner,94b629f88db7d4a039cc2bb53e2dd531,defmin_mentioner__94b629f88db7d4a039cc2bb53e2dd531
mfaofarmenia,Armenian Foreign Ministry,2912,Wells,Armenian Foreign Ministry,,defmin_mentioner,5b7786a31b3e2bb10bf86c08799c308b,defmin_mentioner__5b7786a31b3e2bb10bf86c08799c308b
mofaicuae,UAE Foreign Ministry,2913,Consulates,UAE Foreign Ministry,,defmin_mentioner,57dee9fd05344e4b0d9fc70bc994a3a6,defmin_mentioner__57dee9fd05344e4b0d9fc70bc994a3a6
maecgob,Spanish Foreign Ministry,2914,Organization,Spanish Foreign Ministry,,defmin_mentioner,a3dca8a03d85eb022589ff242df2f2c1,defmin_mentioner__a3dca8a03d85eb022589ff242df2f2c1
azerbaijanmfa,Azerbaijani Foreign Ministry,2915,Media,Azerbaijani Foreign Ministry,,defmin_mentioner,7c5fd474278e19cb1ebda8ba93c36b3a,defmin_mentioner__7c5fd474278e19cb1ebda8ba93c36b3a
mfa_afghanistan,Afghan Foreign Ministry,2916,Consulates,Afghan Foreign Ministry,,defmin_mentioner,6d634d8d9e34622a6a39466bb5b8c0c1,defmin_mentioner__6d634d8d9e34622a6a39466bb5b8c0c1
germanydiplo,German Foreign Ministry,2917,Person,German Foreign Ministry,,defmin_mentioner,7f8e739aea7e8dca0357c8ab8eb60555,defmin_mentioner__7f8e739aea7e8dca0357c8ab8eb60555
mfa_kz,Kazakh Foreign Ministry,2918,Exec,Kazakh Foreign Ministry,,defmin_mentioner,577f2d728e8197e02b4c6d88a9b52a9f,defmin_mentioner__577f2d728e8197e02b4c6d88a9b52a9f
mfaturkey,Turkish Foreign Ministry,2919,ForeignMinister,Turkish Foreign Ministry,,defmin_mentioner,88d3d3e5d72a4fd277d5b9c3283355a3,defmin_mentioner__88d3d3e5d72a4fd277d5b9c3283355a3
belgiummfa,Belgian Foreign Ministry,2920,Consulates,Belgian Foreign Ministry,,defmin_mentioner,58b5c36203ec490fdc0c850a194937d6,defmin_mentioner__58b5c36203ec490fdc0c850a194937d6
dfatirl,Irish Foreign Ministry,2921,Legislator,Irish Foreign Ministry,,defmin_mentioner,322ec3c8af2e1ccc0c2cb2f4612a5cbc,defmin_mentioner__322ec3c8af2e1ccc0c2cb2f4612a5cbc
belarusmid,Belarusian Foreign Ministry,2922,FTO,Belarusian Foreign Ministry,,defmin_mentioner,bc6296eced591da6036ba238d99a6157,defmin_mentioner__bc6296eced591da6036ba238d99a6157
rwandamfa,Rwandan Foreign Ministry,2923,ForeignMinistry,Rwandan Foreign Ministry,,defmin_mentioner,e240960b9586593ae82973d9709143ac,defmin_mentioner__e240960b9586593ae82973d9709143ac
israelhebrew,Israeli Foreign Ministry,2924,CompanyKeyword,Israeli Foreign Ministry,,defmin_mentioner,9434466997978149582e5d95bdd448ba,defmin_mentioner__9434466997978149582e5d95bdd448ba
latvian_mfa,Latvian Foreign Ministry,2925,Keyphrase,Latvian Foreign Ministry,,defmin_mentioner,e5c2b1fe066f9c25367387dd0a6f3d08,defmin_mentioner__e5c2b1fe066f9c25367387dd0a6f3d08
msz_rp,Polish Foreign Ministry,2926,ForeignMinistry,Polish Foreign Ministry,,defmin_mentioner,6b40abed2806a68f8dced82a10ab44c1,defmin_mentioner__6b40abed2806a68f8dced82a10ab44c1
mreparaguay,Paraguayan Foreign Ministry,2927,Legislator,Paraguayan Foreign Ministry,,defmin_mentioner,4ea39d58cf2b1c22bd8539add940f074,defmin_mentioner__4ea39d58cf2b1c22bd8539add940f074
mofaqatar_en,Qatari Foreign Ministry,2928,Shipping,Qatari Foreign Ministry,,defmin_mentioner,8d71324abfcd7663ceb5f8f6607ed332,defmin_mentioner__8d71324abfcd7663ceb5f8f6607ed332
mfagovge,Georgian Foreign Ministry,2929,LegislativeCommittee,Georgian Foreign Ministry,,defmin_mentioner,d50dac975944073a4f40a8d964ecc056,defmin_mentioner__d50dac975944073a4f40a8d964ecc056
mofajapan_en,Japanese Foreign Ministry,2930,Diplomat,Japanese Foreign Ministry,,defmin_mentioner,94b629f88db7d4a039cc2bb53e2dd531,defmin_mentioner__94b629f88db7d4a039cc2bb53e2dd531
belarusmfa,Belarusian Foreign Ministry,2931,Wells,Belarusian Foreign Ministry,,defmin_mentioner,bc6296eced591da6036ba238d99a6157,defmin_mentioner__bc6296eced591da6036ba238d99a6157
mfakosovo,Kosovo Foreign Ministry,2932,IndustryTerm,Kosovo Foreign Ministry,,defmin_mentioner,529219e83e19eceda2a5cc65da11ef79,defmin_mentioner__529219e83e19eceda2a5cc65da11ef79
ulkoministerio,Finnish Foreign Ministry,2933,News,Finnish Foreign Ministry,,defmin_mentioner,d23dd6bdc060e0a485d9f5b6f7ed5bde,defmin_mentioner__d23dd6bdc060e0a485d9f5b6f7ed5bde
dfat,Australian Foreign Ministry,2934,Shipping,Australian Foreign Ministry,,defmin_mentioner,e0cb17c82dee6e650ab7d1ad8813197c,defmin_mentioner__e0cb17c82dee6e650ab7d1ad8813197c
auswaertigesamt,German Foreign Ministry,2935,Wells,German Foreign Ministry,,defmin_mentioner,7f8e739aea7e8dca0357c8ab8eb60555,defmin_mentioner__7f8e739aea7e8dca0357c8ab8eb60555
cancilleriacol,Colombian Foreign Ministry,2936,DiplomaticFacilities,Colombian Foreign Ministry,,defmin_mentioner,d846254c3c847ddbe8ec0933ccff7b77,defmin_mentioner__d846254c3c847ddbe8ec0933ccff7b77
mofaegypt,Egyptian Foreign Ministry,2937,space,Egyptian Foreign Ministry,,defmin_mentioner,6505bea6b2e07f46cbf1b43b8fc4ec26,defmin_mentioner__6505bea6b2e07f46cbf1b43b8fc4ec26
mirexrd,Dominican Republic Foreign Ministry,2938,Diplomat,Dominican Republic Foreign Ministry,,defmin_mentioner,fcf32be3eaa376b0f884812bbda83093,defmin_mentioner__fcf32be3eaa376b0f884812bbda83093
mid_rf,Russian Foreign Ministry,2939,Refinery,Russian Foreign Ministry,,defmin_mentioner,a7534b654a49241f0c160e7c43cbadee,defmin_mentioner__a7534b654a49241f0c160e7c43cbadee
mfa_austria,Austrian Foreign Ministry,2940,Person,Austrian Foreign Ministry,,defmin_mentioner,f3f0522a191ce41c9786fb6d983a7bd5,defmin_mentioner__f3f0522a191ce41c9786fb6d983a7bd5
cancilleriahn,Honduran Foreign Ministry,2941,FTO,Honduran Foreign Ministry,,defmin_mentioner,e5d146c33c6bcd1d4c65a9ec8eeb4a2b,defmin_mentioner__e5d146c33c6bcd1d4c65a9ec8eeb4a2b
lithuaniamfa,Lithuanian Foreign Ministry,2942,Shipping,Lithuanian Foreign Ministry,,defmin_mentioner,0dab298da7eaaf78f05cb50643e94b79,defmin_mentioner__0dab298da7eaaf78f05cb50643e94b79
cancilleriaec,Ecuadorian Foreign Ministry,2943,Organization,Ecuadorian Foreign Ministry,,defmin_mentioner,37764a72f9b806cd08dfec4d771f300d,defmin_mentioner__37764a72f9b806cd08dfec4d771f300d
t_gerahtu,Eritrean Foreign Ministry,2944,News,Eritrean Foreign Ministry,,defmin_mentioner,c2c717f093c7fb92d82c78d048116083,defmin_mentioner__c2c717f093c7fb92d82c78d048116083
mofakr_eng,South Korean Foreign Ministry,2945,Consulates,South Korean Foreign Ministry,,defmin_mentioner,b45c0c98f0eafba1cd091c098a4c4ac9,defmin_mentioner__b45c0c98f0eafba1cd091c098a4c4ac9
latvian_mfa,Latvian Foreign Ministry,2946,Wells,Latvian Foreign Ministry,,defmin_mentioner,e5c2b1fe066f9c25367387dd0a6f3d08,defmin_mentioner__e5c2b1fe066f9c25367387dd0a6f3d08
mzzrs,Slovenian Foreign Ministry,2947,Consulates,Slovenian Foreign Ministry,,defmin_mentioner,294961d55091ad76a94466229a282f57,defmin_mentioner__294961d55091ad76a94466229a282f57
cancilleriave,Venezuelan Foreign Ministry,2948,News,Venezuelan Foreign Ministry,,defmin_mentioner,a445cf790392bae9eb021091dc120f7a,defmin_mentioner__a445cf790392bae9eb021091dc120f7a
cancilleriaarg,Argentine Foreign Ministry,2949,Pipeline,Argentine Foreign Ministry,,defmin_mentioner,adb071587636c91402c30c0038761f48,defmin_mentioner__adb071587636c91402c30c0038761f48
minexgt,Guatemalan Foreign Ministry,2950,space,Guatemalan Foreign Ministry,,defmin_mentioner,44b2f4302abfeae092d6b83b5158349f,defmin_mentioner__44b2f4302abfeae092d6b83b5158349f
kemlu_ri,Indonesian Foreign Ministry,2951,Keyphrase,Indonesian Foreign Ministry,,defmin_mentioner,edb034a6e93bea36450a8071e7a6ba93,defmin_mentioner__edb034a6e93bea36450a8071e7a6ba93
mofa_kr,South Korean Foreign Ministry,2952,Keyphrase,South Korean Foreign Ministry,,defmin_mentioner,b45c0c98f0eafba1cd091c098a4c4ac9,defmin_mentioner__b45c0c98f0eafba1cd091c098a4c4ac9
mfcagovtt,Trinidad and Tobago Foreign Ministry,2953,ForeignMinistry,Trinidad and Tobago Foreign Ministry,,defmin_mentioner,819346c492c6f66453a6dd30f0e12969,defmin_mentioner__819346c492c6f66453a6dd30f0e12969
swemfa,Swedish Foreign Ministry,2954,FTO,Swedish Foreign Ministry,,defmin_mentioner,5f7be3f7270067d725af5c9786d0dd73,defmin_mentioner__5f7be3f7270067d725af5c9786d0dd73
utrikesdep,Swedish Foreign Ministry,2955,Refinery,Swedish Foreign Ministry,,defmin_mentioner,5f7be3f7270067d725af5c9786d0dd73,defmin_mentioner__5f7be3f7270067d725af5c9786d0dd73
mongoldiplomacy,Mongolian Foreign Ministry,2956,FTO,Mongolian Foreign Ministry,,defmin_mentioner,e73034ef0f00d5cf97b8185494acbc02,defmin_mentioner__e73034ef0f00d5cf97b8185494acbc02
albaniandiplo,Albanian Foreign Ministry,2957,AAEntity,Albanian Foreign Ministry,,defmin_mentioner,dfbae4bc82c223776334bac4a74c1fd9,defmin_mentioner__dfbae4bc82c223776334bac4a74c1fd9
mfa_ukraine,Ukranian Foreign Ministry,2958,CompanyKeyword,Ukranian Foreign Ministry,,defmin_mentioner,723f3bd20da91f01d0154b2f2f59f8a9,defmin_mentioner__723f3bd20da91f01d0154b2f2f59f8a9
cubaminrex,Cuban Foreign Ministry,2959,Person,Cuban Foreign Ministry,,defmin_mentioner,42e94ef627c373c2e68af30b9f467c5c,defmin_mentioner__42e94ef627c373c2e68af30b9f467c5c
cancilleriasv,El Salvador Foreign Ministry,2960,Pipeline,El Salvador Foreign Ministry,,defmin_mentioner,27f8627ba125cbfe39ca01d4e041c5e7,defmin_mentioner__27f8627ba125cbfe39ca01d4e041c5e7
mfathai,Thai Foreign Ministry,2961,AAEntity,Thai Foreign Ministry,,defmin_mentioner,dc4261054b4f2a34fa8f958580f5cb50,defmin_mentioner__dc4261054b4f2a34fa8f958580f5cb50
greecemfa,Greek Foreign Ministry,2962,IndustryTerm,Greek Foreign Ministry,,defmin_mentioner,6d6171d36ccff71bf8891f9553d302f8,defmin_mentioner__6d6171d36ccff71bf8891f9553d302f8
mfabulgaria,Bulgarian Foreign Ministry,2963,Media,Bulgarian Foreign Ministry,,defmin_mentioner,f65852921cb0f7bd7958147cb8b6e06c,defmin_mentioner__f65852921cb0f7bd7958147cb8b6e06c
foreignministry,Jordanian Foreign Ministry,2964,IndustryTerm,Jordanian Foreign Ministry,,defmin_mentioner,373f81af4460af86c8b09fc5a038bee6,defmin_mentioner__373f81af4460af86c8b09fc5a038bee6
dutchmfa,Dutch Foreign Ministry,2965,Pipeline,Dutch Foreign Ministry,,defmin_mentioner,448920325883c11f023918ea313952c7,defmin_mentioner__448920325883c11f023918ea313952c7
sre_mx,Mexican Foreign Ministry,2966,Wells,Mexican Foreign Ministry,,defmin_mentioner,6895f4815476797ba44a2ba164c6e000,defmin_mentioner__6895f4815476797ba44a2ba164c6e000
tc_disisleri,Turkish Foreign Ministry,2967,Keyphrase,Turkish Foreign Ministry,,defmin_mentioner,88d3d3e5d72a4fd277d5b9c3283355a3,defmin_mentioner__88d3d3e5d72a4fd277d5b9c3283355a3
bahdiplomatic,Bahraini Foreign Ministry,2968,Refinery,Bahraini Foreign Ministry,,defmin_mentioner,f8152662062e62c03d1a8d5dbb72f3fb,defmin_mentioner__f8152662062e62c03d1a8d5dbb72f3fb
cancilleriaperu,Peruvian Foreign Ministry,2969,IndustryTerm,Peruvian Foreign Ministry,,defmin_mentioner,67b08e264a9479062e5cbf3d4c202a53,defmin_mentioner__67b08e264a9479062e5cbf3d4c202a53
israelmfa,Israeli Foreign Ministry,2970,ForeignMinistry,Israeli Foreign Ministry,,defmin_mentioner,9434466997978149582e5d95bdd448ba,defmin_mentioner__9434466997978149582e5d95bdd448ba
maeromania,Romanian Foreign Ministry,2971,ForeignMinistry,Romanian Foreign Ministry,,defmin_mentioner,6c196473a4d6dacbff6d98c4794b6cfd,defmin_mentioner__6c196473a4d6dacbff6d98c4794b6cfd
polandmfa,Polish Foreign Ministry,2972,Keyphrase,Polish Foreign Ministry,,defmin_mentioner,6b40abed2806a68f8dced82a10ab44c1,defmin_mentioner__6b40abed2806a68f8dced82a10ab44c1
mfasg,Singaporean Foreign Ministry,2973,Diplomat,Singaporean Foreign Ministry,,defmin_mentioner,5d6fa0af2f3053864cb1684c490df8b1,defmin_mentioner__5d6fa0af2f3053864cb1684c490df8b1
minbz,Dutch Foreign Ministry,2974,Organization,Dutch Foreign Ministry,,defmin_mentioner,448920325883c11f023918ea313952c7,defmin_mentioner__448920325883c11f023918ea313952c7
utenriksdept,Norwegian Foreign Ministry,2975,Person,Norwegian Foreign Ministry,,defmin_mentioner,8cd91fb7bcd3d30b08ff68caa7fa4349,defmin_mentioner__8cd91fb7bcd3d30b08ff68caa7fa4349
mofakuwait,Kuwaiti Foreign Ministry,2976,Organization,Kuwaiti Foreign Ministry,,defmin_mentioner,9e3621ad794e8cff322f6a41199a266b,defmin_mentioner__9e3621ad794e8cff322f6a41199a266b
mfaestonia,Estonian Foreign Ministry,2977,Pipeline,Estonian Foreign Ministry,,defmin_mentioner,20037bdaa3a374de5e105111cae84aaf,defmin_mentioner__20037bdaa3a374de5e105111cae84aaf
secblinken,US Secretary of State Blinken,2978,News,US Secretary of State Blinken,,defmin_mentioner,2db6047aebcfb72be1ec81ea15bfc177,defmin_mentioner__2db6047aebcfb72be1ec81ea15bfc177
prsecestado,Puerto Rico Secretary of State Rodriguez,2979,Media,Puerto Rico Secretary of State Rodriguez,,defmin_mentioner,1eb82ef9a1c710286240cb901fa6db11,defmin_mentioner__1eb82ef9a1c710286240cb901fa6db11
aivazian_ara,Armenian Foreign Minister Aivazian,2980,IndustryTerm,Armenian Foreign Minister Aivazian,,defmin_mentioner,dc82ff85543f1c67112db28c76591f5a,defmin_mentioner__dc82ff85543f1c67112db28c76591f5a
rogeliomayta_bo,Bolivian Foreign Minister Mayta,2981,Person,Bolivian Foreign Minister Mayta,,defmin_mentioner,b732890759218044c8f20a974d514980,defmin_mentioner__b732890759218044c8f20a974d514980
luisgallegosec,Ecuadorian Foreign Minister Gallegos,2982,Consulates,Ecuadorian Foreign Minister Gallegos,,defmin_mentioner,34d8499590f3b163e69c0068c72e349b,defmin_mentioner__34d8499590f3b163e69c0068c72e349b
bayramov_jeyhun,Azerbaijani Foreign Minister Bayramov,2983,ForeignMinistry,Azerbaijani Foreign Minister Bayramov,,defmin_mentioner,e05afcb75e3966575e8163802cfb1cc2,defmin_mentioner__e05afcb75e3966575e8163802cfb1cc2
min_castennemra,Marshall Islands Foreign Minister Nemra,2984,Shipping,Marshall Islands Foreign Minister Nemra,,defmin_mentioner,29f756f11a8c10f4d0fe13734e81973e,defmin_mentioner__29f756f11a8c10f4d0fe13734e81973e
federicoa_gf,Paraguayan Foreign Minister Gonzalez,2985,AAEntity,Paraguayan Foreign Minister Gonzalez,,defmin_mentioner,208da3a081904df09a1ed83ee660c9b6,defmin_mentioner__208da3a081904df09a1ed83ee660c9b6
tehindrazanari1,Madagascar Foreign Minister Tehindrazanarivelo,2986,Organization,Madagascar Foreign Minister Tehindrazanarivelo,,defmin_mentioner,6fb4ab7529b178ae3b78b4b399d4056b,defmin_mentioner__6fb4ab7529b178ae3b78b4b399d4056b
boukadoum_s,Algeria Foreign Minister Boukadoum,2987,Organization,Algeria Foreign Minister Boukadoum,,defmin_mentioner,85fc82140f393304139b3a0f7b4d5e4c,defmin_mentioner__85fc82140f393304139b3a0f7b4d5e4c
rauzbigniew,Polish Foreign Minister Rau,2988,FTO,Polish Foreign Minister Rau,,defmin_mentioner,01b904b437a262e19d8aa4f41f0cb5b4,defmin_mentioner__01b904b437a262e19d8aa4f41f0cb5b4
grlicradman,Croatian Foreign Minister Grlic-Radman,2989,Organization,Croatian Foreign Minister Grlic-Radman,,defmin_mentioner,0798d19506aa7b95e8d107fcca074a00,defmin_mentioner__0798d19506aa7b95e8d107fcca074a00
iranformin,Iranian Foreign Minister,2990,Refinery,Iranian Foreign Minister,,defmin_mentioner,3b0b5d32f516f192679b46865a506542,defmin_mentioner__3b0b5d32f516f192679b46865a506542
gabi_ashkenazi,Israeli Foreign Minister Ashkenazi,2991,IndustryTerm,Israeli Foreign Minister Ashkenazi,,defmin_mentioner,de53b6e52e521e581d8968f70496a990,defmin_mentioner__de53b6e52e521e581d8968f70496a990
cancilleraleht,El Salvador Foreign Minister Tinoco,2992,Pipeline,El Salvador Foreign Minister Tinoco,,defmin_mentioner,561a3e956fba69574d0d36e0b005d01f,defmin_mentioner__561a3e956fba69574d0d36e0b005d01f
akabdulmomen,Bangladeshi Foreign Minister Momen,2993,Exec,Bangladeshi Foreign Minister Momen,,defmin_mentioner,c98f5010b1501dd35bca5bbb11494822,defmin_mentioner__c98f5010b1501dd35bca5bbb11494822
brunorguezp,Cuban Foreign Minister Rodriguez Parrilla,2994,Legislator,Cuban Foreign Minister Rodriguez Parrilla,,defmin_mentioner,51e515b6c0e3d64a5376eba5131c2d31,defmin_mentioner__51e515b6c0e3d64a5376eba5131c2d31
fmbhutan,Bhutanese Foreign Minister,2995,AAEntity,Bhutanese Foreign Minister,,defmin_mentioner,7e71559c2dd2dec6182cd8f2a6812109,defmin_mentioner__7e71559c2dd2dec6182cd8f2a6812109
ernestofaraujo,former Brazilian Foreign Minister Araujo,2996,ForeignMinister,former Brazilian Foreign Minister Araujo,,defmin_mentioner,6b5a0033ab5b53abd7a4bd564ed00fb4,defmin_mentioner__6b5a0033ab5b53abd7a4bd564ed00fb4
fuad_hussein1,Iraqi Foreign Minister Hussein,2997,Consulates,Iraqi Foreign Minister Hussein,,defmin_mentioner,85a795c08bcc5a637c2fb1105df4e068,defmin_mentioner__85a795c08bcc5a637c2fb1105df4e068
chetgreene1,Antiguan Foreign Minister Greene,2998,CompanyKeyword,Antiguan Foreign Minister Greene,,defmin_mentioner,b5505dd44aa6066f1b89868751b6d618,defmin_mentioner__b5505dd44aa6066f1b89868751b6d618
deniscanciller,Nicaraguan Foreign Minister Moncada,2999,Media,Nicaraguan Foreign Minister Moncada,,defmin_mentioner,fa593030bfc75253dedcb7d1111b2e9d,defmin_mentioner__fa593030bfc75253dedcb7d1111b2e9d
nabeelatunis,Sierra Leone Foreign Minister Tunis,3000,Diplomat,Sierra Leone Foreign Minister Tunis,,defmin_mentioner,89e2832879e0d2456552d6d4f6e85f22,defmin_mentioner__89e2832879e0d2456552d6d4f6e85f22
anguesimeon,Ecuatorial Guinea Foreign Minister Angue,3001,ForeignMinister,Ecuatorial Guinea Foreign Minister Angue,,defmin_mentioner,8158bba7c96d32b6a161a5d6c7e1a18f,defmin_mentioner__8158bba7c96d32b6a161a5d6c7e1a18f
josepborrellf,EU Commissioner for External Action Borrell,3002,Organization,EU Commissioner for External Action Borrell,,defmin_mentioner,095e2c11881a046b8223d06f4a45ec77,defmin_mentioner__095e2c11881a046b8223d06f4a45ec77
dzalkaliani,Georgian Foreign Minister Zalkaliani,3003,Consulates,Georgian Foreign Minister Zalkaliani,,defmin_mentioner,c9c9834730634a5e3c812690a4dd8e26,defmin_mentioner__c9c9834730634a5e3c812690a4dd8e26
menlu_ri,Indonesian Foreign Minister Retno Marsudi,3004,space,Indonesian Foreign Minister Retno Marsudi,,defmin_mentioner,d9e8d486bf4d221137b14403f79c5259,defmin_mentioner__d9e8d486bf4d221137b14403f79c5259
okelloryem,Ugandan Foreign Minister Okello,3005,Diplomat,Ugandan Foreign Minister Okello,,defmin_mentioner,0869506da8f0cfea42e5d2c99f481991,defmin_mentioner__0869506da8f0cfea42e5d2c99f481991
ezaharievamfa,Bulgarian Foreign Minister Zaharieva,3006,FTO,Bulgarian Foreign Minister Zaharieva,,defmin_mentioner,83ac9d9213e57411cc267a99c30aa333,defmin_mentioner__83ac9d9213e57411cc267a99c30aa333
ministerblok,Netherlands Foreign Minister Stef Blok,3007,IndustryTerm,Netherlands Foreign Minister Stef Blok,,defmin_mentioner,204ea3cedbe714dbcad3e4f12a7d72b8,defmin_mentioner__204ea3cedbe714dbcad3e4f12a7d72b8
aasidick,former Chadian Foreign Minister Abba-Sidick,3008,AAEntity,former Chadian Foreign Minister Abba-Sidick,,defmin_mentioner,5b6a2ddf04dc0f4a4ac8522be12c827a,defmin_mentioner__5b6a2ddf04dc0f4a4ac8522be12c827a
xhacka_olta,Albanian Foreign Minister Xhacka,3009,AAEntity,Albanian Foreign Minister Xhacka,,defmin_mentioner,5e6cf0297dff9c3ee1643ef0965cd1a3,defmin_mentioner__5e6cf0297dff9c3ee1643ef0965cd1a3
drsjaishankar,Indian Foreign Minister Jaishankar,3010,Legislator,Indian Foreign Minister Jaishankar,,defmin_mentioner,6138f110078451926d946405faaf087c,defmin_mentioner__6138f110078451926d946405faaf087c
darrenfnm,Bahamas Foreign Minister Henfield,3011,IndustryTerm,Bahamas Foreign Minister Henfield,,defmin_mentioner,1db1cced27fbe1bc5f8c5e7e616cd08a,defmin_mentioner__1db1cced27fbe1bc5f8c5e7e616cd08a
ayorkorshirley,Ghanian Foreign Minister Botchway,3012,Person,Ghanian Foreign Minister Botchway,,defmin_mentioner,59bca6a628cd283e9beeace6cfe58ad5,defmin_mentioner__59bca6a628cd283e9beeace6cfe58ad5
myanmarsc,Detained Myanmar State Counsellor Aung San Suu Kyi,3013,ForeignMinistry,Detained Myanmar State Counsellor Aung San Suu Kyi,,defmin_mentioner,eaa5bdfd5e02631f59f608318a11f768,defmin_mentioner__eaa5bdfd5e02631f59f608318a11f768
ministersaleh,Eritrean Foreign Minister Osman Saleh,3014,space,Eritrean Foreign Minister Osman Saleh,,defmin_mentioner,5011f95f19f70bb88d79436d715b771a,defmin_mentioner__5011f95f19f70bb88d79436d715b771a
mba_althani_,Qatari Foreign Minister bin Abdul-Rahman,3015,Refinery,Qatari Foreign Minister bin Abdul-Rahman,,defmin_mentioner,3c646a882852cd81be33edfaa4cc8f71,defmin_mentioner__3c646a882852cd81be33edfaa4cc8f71
geoffreyonyeama,Nigerian Foreign Minister Onyeama,3016,CompanyKeyword,Nigerian Foreign Minister Onyeama,,defmin_mentioner,f3fa59de2a211614ed0331ef1a5c4044,defmin_mentioner__f3fa59de2a211614ed0331ef1a5c4044
ivankorcok,Slovakian Foreign Minister Korcok,3017,Keyphrase,Slovakian Foreign Minister Korcok,,defmin_mentioner,6f536d9e16faf1019a0132c8ac89609f,defmin_mentioner__6f536d9e16faf1019a0132c8ac89609f
dominicraab,UK Foreign Secretary Raab,3018,ForeignMinistry,UK Foreign Secretary Raab,,defmin_mentioner,6854e6a4fab31a7777c288d3758b6f24,defmin_mentioner__6854e6a4fab31a7777c288d3758b6f24
