keyword,keyword_upper,caption_name,location,location_lower,type,guid,topic_id,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
senronjohnson,senronjohnson,US Senator Johnson,Washington,washington,US Senators,,188285,,UsSenators,US Senator Johnson,,dgm_USSenate,8eaa2460e501c0a2ec789a4b56480857,dgm_USSenate__8eaa2460e501c0a2ec789a4b56480857
senatorcollins,senatorcollins,US Senator Collins,Washington,washington,US Senators,,188285,,UsSenators,US Senator Collins,,dgm_USSenate,39296cd8e411e77cee01bcbe89417090,dgm_USSenate__39296cd8e411e77cee01bcbe89417090
senatorbaldwin,senatorbaldwin,US Senator Baldwin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Baldwin,,dgm_USSenate,5c44945ea96da9f50e5be42631dc5105,dgm_USSenate__5c44945ea96da9f50e5be42631dc5105
tammybaldwin,tammybaldwin,US Senator Baldwin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Baldwin,,dgm_USSenate,5c44945ea96da9f50e5be42631dc5105,dgm_USSenate__5c44945ea96da9f50e5be42631dc5105
ronaldharoldjohnson,ronaldharoldjohnson,US Senator Ron Johnson,Washington,washington,US Senators,,188285,,UsSenators,US Senator Ron Johnson,,dgm_USSenate,a7ab06c9640d2ee187f8110100ccbab3,dgm_USSenate__a7ab06c9640d2ee187f8110100ccbab3
joemanchin,joemanchin,US Senator Manchin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Manchin,,dgm_USSenate,06e2de5e79bd91145d8132b94173f8fc,dgm_USSenate__06e2de5e79bd91145d8132b94173f8fc
susancollins,susancollins,US Senator Collins,Washington,washington,US Senators,,188285,,UsSenators,US Senator Collins,,dgm_USSenate,39296cd8e411e77cee01bcbe89417090,dgm_USSenate__39296cd8e411e77cee01bcbe89417090
debfischer,debfischer,US Senator Fischer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Fischer,,dgm_USSenate,83c5a33e9dcc02f8286c04b49fc0cec8,dgm_USSenate__83c5a33e9dcc02f8286c04b49fc0cec8
senatorroberts,senatorroberts,US Senator Roberts,Washington,washington,US Senators,,188285,,UsSenators,US Senator Roberts,,dgm_USSenate,8f337af9e315a4da88dd50cc2dd3214a,dgm_USSenate__8f337af9e315a4da88dd50cc2dd3214a
senatormerkley,senatormerkley,US Senator Merkley,Washington,washington,US Senators,,188285,,UsSenators,US Senator Merkley,,dgm_USSenate,e668286e5544e7e8344cbfa0e8ca6cf5,dgm_USSenate__e668286e5544e7e8344cbfa0e8ca6cf5
senatorjohnson,senatorjohnson,US Senator Johnson,Washington,washington,US Senators,,188285,,UsSenators,US Senator Johnson,,dgm_USSenate,8eaa2460e501c0a2ec789a4b56480857,dgm_USSenate__8eaa2460e501c0a2ec789a4b56480857
senatorschumer,senatorschumer,US Senator Schumer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Schumer,,dgm_USSenate,8889f2beb459383345a2bc171c637094,dgm_USSenate__8889f2beb459383345a2bc171c637094
senatorboozman,senatorboozman,US Senator Boozman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Boozman,,dgm_USSenate,3b1bb9dcacc3d5568095c50ccecfa212,dgm_USSenate__3b1bb9dcacc3d5568095c50ccecfa212
senatorportman,senatorportman,US Senator Portman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Portman,,dgm_USSenate,79456c12c44164d64cd1d83dae5c18d1,dgm_USSenate__79456c12c44164d64cd1d83dae5c18d1
senatormcsally,senatormcsally,Former US Senator McSally,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator McSally,,dgm_USSenate,15f0f8e40e4607f4368078623905781a,dgm_USSenate__15f0f8e40e4607f4368078623905781a
senatormanchin,senatormanchin,US Senator Manchin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Manchin,,dgm_USSenate,06e2de5e79bd91145d8132b94173f8fc,dgm_USSenate__06e2de5e79bd91145d8132b94173f8fc
senatorsanders,senatorsanders,US Senator Sanders,Washington,washington,US Senators,,188285,,UsSenators,US Senator Sanders,,dgm_USSenate,05869ce67d1d5683d20096f8a1a21fe6,dgm_USSenate__05869ce67d1d5683d20096f8a1a21fe6
senatorgardner,senatorgardner,Former US Senator Gardner,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Gardner,,dgm_USSenate,f8d4b3ba9bd4a9028e3ecf5e1b47a169,dgm_USSenate__f8d4b3ba9bd4a9028e3ecf5e1b47a169
senatorcassidy,senatorcassidy,US Senator Cassidy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cassidy,,dgm_USSenate,0311347a38842985c3d58a04a8b0781b,dgm_USSenate__0311347a38842985c3d58a04a8b0781b
senatorkennedy,senatorkennedy,US Senator Kennedy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Kennedy,,dgm_USSenate,f7dcc3d0563b7b8f8d6bd79da195171f,dgm_USSenate__f7dcc3d0563b7b8f8d6bd79da195171f
senroberts,senroberts,US Senator Roberts,Washington,washington,US Senators,,188285,,UsSenators,US Senator Roberts,,dgm_USSenate,8f337af9e315a4da88dd50cc2dd3214a,dgm_USSenate__8f337af9e315a4da88dd50cc2dd3214a
senmerkley,senmerkley,US Senator Merkley,Washington,washington,US Senators,,188285,,UsSenators,US Senator Merkley,,dgm_USSenate,e668286e5544e7e8344cbfa0e8ca6cf5,dgm_USSenate__e668286e5544e7e8344cbfa0e8ca6cf5
senjohnson,senjohnson,US Senator Johnson,Washington,washington,US Senators,,188285,,UsSenators,US Senator Johnson,,dgm_USSenate,8eaa2460e501c0a2ec789a4b56480857,dgm_USSenate__8eaa2460e501c0a2ec789a4b56480857
senbaldwin,senbaldwin,US Senator Baldwin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Baldwin,,dgm_USSenate,5c44945ea96da9f50e5be42631dc5105,dgm_USSenate__5c44945ea96da9f50e5be42631dc5105
senboozman,senboozman,US Senator Boozman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Boozman,,dgm_USSenate,3b1bb9dcacc3d5568095c50ccecfa212,dgm_USSenate__3b1bb9dcacc3d5568095c50ccecfa212
senportman,senportman,US Senator Portman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Portman,,dgm_USSenate,79456c12c44164d64cd1d83dae5c18d1,dgm_USSenate__79456c12c44164d64cd1d83dae5c18d1
senmcsally,senmcsally,Former US Senator McSally,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator McSally,,dgm_USSenate,15f0f8e40e4607f4368078623905781a,dgm_USSenate__15f0f8e40e4607f4368078623905781a
senmanchin,senmanchin,US Senator Manchin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Manchin,,dgm_USSenate,06e2de5e79bd91145d8132b94173f8fc,dgm_USSenate__06e2de5e79bd91145d8132b94173f8fc
sengardner,sengardner,Former US Senator Gardner,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Gardner,,dgm_USSenate,f8d4b3ba9bd4a9028e3ecf5e1b47a169,dgm_USSenate__f8d4b3ba9bd4a9028e3ecf5e1b47a169
sencassidy,sencassidy,US Senator Cassidy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cassidy,,dgm_USSenate,0311347a38842985c3d58a04a8b0781b,dgm_USSenate__0311347a38842985c3d58a04a8b0781b
senkennedy,senkennedy,US Senator Kennedy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Kennedy,,dgm_USSenate,f7dcc3d0563b7b8f8d6bd79da195171f,dgm_USSenate__f7dcc3d0563b7b8f8d6bd79da195171f
senshaheen,senshaheen,US Senator Shaheen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Shaheen,,dgm_USSenate,f3fb879cebdf02651dbfe8d123ea3baa,dgm_USSenate__f3fb879cebdf02651dbfe8d123ea3baa
sencollins,sencollins,US Senator Collins,Washington,washington,US Senators,,188285,,UsSenators,US Senator Collins,,dgm_USSenate,39296cd8e411e77cee01bcbe89417090,dgm_USSenate__39296cd8e411e77cee01bcbe89417090
senfischer,senfischer,US Senator Fischer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Fischer,,dgm_USSenate,83c5a33e9dcc02f8286c04b49fc0cec8,dgm_USSenate__83c5a33e9dcc02f8286c04b49fc0cec8
pat roberts,pat roberts,US Senator Roberts,Washington,washington,US Senators,,188285,,UsSenators,US Senator Roberts,,dgm_USSenate,8f337af9e315a4da88dd50cc2dd3214a,dgm_USSenate__8f337af9e315a4da88dd50cc2dd3214a
jeff merkley,jeff merkley,US Senator Merkley,Washington,washington,US Senators,,188285,,UsSenators,US Senator Merkley,,dgm_USSenate,e668286e5544e7e8344cbfa0e8ca6cf5,dgm_USSenate__e668286e5544e7e8344cbfa0e8ca6cf5
ronald harold johnson,ronald harold johnson,US Senator Ron Johnson,Washington,washington,US Senators,,188285,,UsSenators,US Senator Ron Johnson,,dgm_USSenate,a7ab06c9640d2ee187f8110100ccbab3,dgm_USSenate__a7ab06c9640d2ee187f8110100ccbab3
tammy baldwin,tammy baldwin,US Senator Baldwin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Baldwin,,dgm_USSenate,5c44945ea96da9f50e5be42631dc5105,dgm_USSenate__5c44945ea96da9f50e5be42631dc5105
chuck schumer,chuck schumer,US Senator Schumer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Schumer,,dgm_USSenate,8889f2beb459383345a2bc171c637094,dgm_USSenate__8889f2beb459383345a2bc171c637094
john boozman,john boozman,US Senator Boozman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Boozman,,dgm_USSenate,3b1bb9dcacc3d5568095c50ccecfa212,dgm_USSenate__3b1bb9dcacc3d5568095c50ccecfa212
rob portman,rob portman,US Senator Portman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Portman,,dgm_USSenate,79456c12c44164d64cd1d83dae5c18d1,dgm_USSenate__79456c12c44164d64cd1d83dae5c18d1
martha mcsally,martha mcsally,Former US Senator McSally,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator McSally,,dgm_USSenate,15f0f8e40e4607f4368078623905781a,dgm_USSenate__15f0f8e40e4607f4368078623905781a
joe manchin,joe manchin,US Senator Manchin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Manchin,,dgm_USSenate,06e2de5e79bd91145d8132b94173f8fc,dgm_USSenate__06e2de5e79bd91145d8132b94173f8fc
bernie sanders,bernie sanders,US Senator Sanders,Washington,washington,US Senators,,188285,,UsSenators,US Senator Sanders,,dgm_USSenate,05869ce67d1d5683d20096f8a1a21fe6,dgm_USSenate__05869ce67d1d5683d20096f8a1a21fe6
cory gardner,cory gardner,Former US Senator Gardner,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Gardner,,dgm_USSenate,f8d4b3ba9bd4a9028e3ecf5e1b47a169,dgm_USSenate__f8d4b3ba9bd4a9028e3ecf5e1b47a169
bill cassidy,bill cassidy,US Senator Cassidy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cassidy,,dgm_USSenate,0311347a38842985c3d58a04a8b0781b,dgm_USSenate__0311347a38842985c3d58a04a8b0781b
jeanne shaheen,jeanne shaheen,US Senator Shaheen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Shaheen,,dgm_USSenate,f3fb879cebdf02651dbfe8d123ea3baa,dgm_USSenate__f3fb879cebdf02651dbfe8d123ea3baa
susan collins,susan collins,US Senator Collins,Washington,washington,US Senators,,188285,,UsSenators,US Senator Collins,,dgm_USSenate,39296cd8e411e77cee01bcbe89417090,dgm_USSenate__39296cd8e411e77cee01bcbe89417090
deb fischer,deb fischer,US Senator Fischer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Fischer,,dgm_USSenate,83c5a33e9dcc02f8286c04b49fc0cec8,dgm_USSenate__83c5a33e9dcc02f8286c04b49fc0cec8
senator roberts,senator roberts,US Senator Roberts,Washington,washington,US Senators,,188285,,UsSenators,US Senator Roberts,,dgm_USSenate,8f337af9e315a4da88dd50cc2dd3214a,dgm_USSenate__8f337af9e315a4da88dd50cc2dd3214a
senator merkley,senator merkley,US Senator Merkley,Washington,washington,US Senators,,188285,,UsSenators,US Senator Merkley,,dgm_USSenate,e668286e5544e7e8344cbfa0e8ca6cf5,dgm_USSenate__e668286e5544e7e8344cbfa0e8ca6cf5
senator johnson,senator johnson,US Senator Johnson,Washington,washington,US Senators,,188285,,UsSenators,US Senator Johnson,,dgm_USSenate,8eaa2460e501c0a2ec789a4b56480857,dgm_USSenate__8eaa2460e501c0a2ec789a4b56480857
senator baldwin,senator baldwin,US Senator Baldwin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Baldwin,,dgm_USSenate,5c44945ea96da9f50e5be42631dc5105,dgm_USSenate__5c44945ea96da9f50e5be42631dc5105
senator schumer,senator schumer,US Senator Schumer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Schumer,,dgm_USSenate,8889f2beb459383345a2bc171c637094,dgm_USSenate__8889f2beb459383345a2bc171c637094
senator boozman,senator boozman,US Senator Boozman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Boozman,,dgm_USSenate,3b1bb9dcacc3d5568095c50ccecfa212,dgm_USSenate__3b1bb9dcacc3d5568095c50ccecfa212
senator portman,senator portman,US Senator Portman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Portman,,dgm_USSenate,79456c12c44164d64cd1d83dae5c18d1,dgm_USSenate__79456c12c44164d64cd1d83dae5c18d1
senator mcsally,senator mcsally,Former US Senator McSally,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator McSally,,dgm_USSenate,15f0f8e40e4607f4368078623905781a,dgm_USSenate__15f0f8e40e4607f4368078623905781a
senator manchin,senator manchin,US Senator Manchin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Manchin,,dgm_USSenate,06e2de5e79bd91145d8132b94173f8fc,dgm_USSenate__06e2de5e79bd91145d8132b94173f8fc
senator sanders,senator sanders,US Senator Sanders,Washington,washington,US Senators,,188285,,UsSenators,US Senator Sanders,,dgm_USSenate,05869ce67d1d5683d20096f8a1a21fe6,dgm_USSenate__05869ce67d1d5683d20096f8a1a21fe6
senator gardner,senator gardner,Former US Senator Gardner,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Gardner,,dgm_USSenate,f8d4b3ba9bd4a9028e3ecf5e1b47a169,dgm_USSenate__f8d4b3ba9bd4a9028e3ecf5e1b47a169
senator cassidy,senator cassidy,US Senator Cassidy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cassidy,,dgm_USSenate,0311347a38842985c3d58a04a8b0781b,dgm_USSenate__0311347a38842985c3d58a04a8b0781b
senator kennedy,senator kennedy,US Senator Kennedy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Kennedy,,dgm_USSenate,f7dcc3d0563b7b8f8d6bd79da195171f,dgm_USSenate__f7dcc3d0563b7b8f8d6bd79da195171f
senator shaheen,senator shaheen,US Senator Shaheen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Shaheen,,dgm_USSenate,f3fb879cebdf02651dbfe8d123ea3baa,dgm_USSenate__f3fb879cebdf02651dbfe8d123ea3baa
senator collins,senator collins,US Senator Collins,Washington,washington,US Senators,,188285,,UsSenators,US Senator Collins,,dgm_USSenate,39296cd8e411e77cee01bcbe89417090,dgm_USSenate__39296cd8e411e77cee01bcbe89417090
senator fischer,senator fischer,US Senator Fischer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Fischer,,dgm_USSenate,83c5a33e9dcc02f8286c04b49fc0cec8,dgm_USSenate__83c5a33e9dcc02f8286c04b49fc0cec8
sen roberts,sen roberts,US Senator Roberts,Washington,washington,US Senators,,188285,,UsSenators,US Senator Roberts,,dgm_USSenate,8f337af9e315a4da88dd50cc2dd3214a,dgm_USSenate__8f337af9e315a4da88dd50cc2dd3214a
sen merkley,sen merkley,US Senator Merkley,Washington,washington,US Senators,,188285,,UsSenators,US Senator Merkley,,dgm_USSenate,e668286e5544e7e8344cbfa0e8ca6cf5,dgm_USSenate__e668286e5544e7e8344cbfa0e8ca6cf5
sen johnson,sen johnson,US Senator Johnson,Washington,washington,US Senators,,188285,,UsSenators,US Senator Johnson,,dgm_USSenate,8eaa2460e501c0a2ec789a4b56480857,dgm_USSenate__8eaa2460e501c0a2ec789a4b56480857
sen baldwin,sen baldwin,US Senator Baldwin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Baldwin,,dgm_USSenate,5c44945ea96da9f50e5be42631dc5105,dgm_USSenate__5c44945ea96da9f50e5be42631dc5105
sen schumer,sen schumer,US Senator Schumer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Schumer,,dgm_USSenate,8889f2beb459383345a2bc171c637094,dgm_USSenate__8889f2beb459383345a2bc171c637094
sen boozman,sen boozman,US Senator Boozman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Boozman,,dgm_USSenate,3b1bb9dcacc3d5568095c50ccecfa212,dgm_USSenate__3b1bb9dcacc3d5568095c50ccecfa212
sen portman,sen portman,US Senator Portman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Portman,,dgm_USSenate,79456c12c44164d64cd1d83dae5c18d1,dgm_USSenate__79456c12c44164d64cd1d83dae5c18d1
sen mcsally,sen mcsally,Former US Senator McSally,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator McSally,,dgm_USSenate,15f0f8e40e4607f4368078623905781a,dgm_USSenate__15f0f8e40e4607f4368078623905781a
sen manchin,sen manchin,US Senator Manchin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Manchin,,dgm_USSenate,06e2de5e79bd91145d8132b94173f8fc,dgm_USSenate__06e2de5e79bd91145d8132b94173f8fc
sen sanders,sen sanders,US Senator Sanders,Washington,washington,US Senators,,188285,,UsSenators,US Senator Sanders,,dgm_USSenate,05869ce67d1d5683d20096f8a1a21fe6,dgm_USSenate__05869ce67d1d5683d20096f8a1a21fe6
sen gardner,sen gardner,Former US Senator Gardner,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Gardner,,dgm_USSenate,f8d4b3ba9bd4a9028e3ecf5e1b47a169,dgm_USSenate__f8d4b3ba9bd4a9028e3ecf5e1b47a169
sen cassidy,sen cassidy,US Senator Cassidy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cassidy,,dgm_USSenate,0311347a38842985c3d58a04a8b0781b,dgm_USSenate__0311347a38842985c3d58a04a8b0781b
sen kennedy,sen kennedy,US Senator Kennedy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Kennedy,,dgm_USSenate,f7dcc3d0563b7b8f8d6bd79da195171f,dgm_USSenate__f7dcc3d0563b7b8f8d6bd79da195171f
sen shaheen,sen shaheen,US Senator Shaheen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Shaheen,,dgm_USSenate,f3fb879cebdf02651dbfe8d123ea3baa,dgm_USSenate__f3fb879cebdf02651dbfe8d123ea3baa
sen collins,sen collins,US Senator Collins,Washington,washington,US Senators,,188285,,UsSenators,US Senator Collins,,dgm_USSenate,39296cd8e411e77cee01bcbe89417090,dgm_USSenate__39296cd8e411e77cee01bcbe89417090
sen fischer,sen fischer,US Senator Fischer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Fischer,,dgm_USSenate,83c5a33e9dcc02f8286c04b49fc0cec8,dgm_USSenate__83c5a33e9dcc02f8286c04b49fc0cec8
sen. roberts,sen. roberts,US Senator Roberts,Washington,washington,US Senators,,188285,,UsSenators,US Senator Roberts,,dgm_USSenate,8f337af9e315a4da88dd50cc2dd3214a,dgm_USSenate__8f337af9e315a4da88dd50cc2dd3214a
sen. merkley,sen. merkley,US Senator Merkley,Washington,washington,US Senators,,188285,,UsSenators,US Senator Merkley,,dgm_USSenate,e668286e5544e7e8344cbfa0e8ca6cf5,dgm_USSenate__e668286e5544e7e8344cbfa0e8ca6cf5
sen. johnson,sen. johnson,US Senator Johnson,Washington,washington,US Senators,,188285,,UsSenators,US Senator Johnson,,dgm_USSenate,8eaa2460e501c0a2ec789a4b56480857,dgm_USSenate__8eaa2460e501c0a2ec789a4b56480857
sen. baldwin,sen. baldwin,US Senator Baldwin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Baldwin,,dgm_USSenate,5c44945ea96da9f50e5be42631dc5105,dgm_USSenate__5c44945ea96da9f50e5be42631dc5105
sen. schumer,sen. schumer,US Senator Schumer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Schumer,,dgm_USSenate,8889f2beb459383345a2bc171c637094,dgm_USSenate__8889f2beb459383345a2bc171c637094
sen. boozman,sen. boozman,US Senator Boozman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Boozman,,dgm_USSenate,3b1bb9dcacc3d5568095c50ccecfa212,dgm_USSenate__3b1bb9dcacc3d5568095c50ccecfa212
sen. portman,sen. portman,US Senator Portman,Washington,washington,US Senators,,188285,,UsSenators,US Senator Portman,,dgm_USSenate,79456c12c44164d64cd1d83dae5c18d1,dgm_USSenate__79456c12c44164d64cd1d83dae5c18d1
sen. mcsally,sen. mcsally,Former US Senator McSally,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator McSally,,dgm_USSenate,15f0f8e40e4607f4368078623905781a,dgm_USSenate__15f0f8e40e4607f4368078623905781a
sen. manchin,sen. manchin,US Senator Manchin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Manchin,,dgm_USSenate,06e2de5e79bd91145d8132b94173f8fc,dgm_USSenate__06e2de5e79bd91145d8132b94173f8fc
sen. tester,sen. tester,US Senator Tester,Washington,washington,US Senators,,188285,,UsSenators,US Senator Tester,,dgm_USSenate,30ca69f9c980d8d9b3e29bc4299250ac,dgm_USSenate__30ca69f9c980d8d9b3e29bc4299250ac
sen. sanders,sen. sanders,US Senator Sanders,Washington,washington,US Senators,,188285,,UsSenators,US Senator Sanders,,dgm_USSenate,05869ce67d1d5683d20096f8a1a21fe6,dgm_USSenate__05869ce67d1d5683d20096f8a1a21fe6
sen. gardner,sen. gardner,Former US Senator Gardner,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Gardner,,dgm_USSenate,f8d4b3ba9bd4a9028e3ecf5e1b47a169,dgm_USSenate__f8d4b3ba9bd4a9028e3ecf5e1b47a169
sen. cassidy,sen. cassidy,US Senator Cassidy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cassidy,,dgm_USSenate,0311347a38842985c3d58a04a8b0781b,dgm_USSenate__0311347a38842985c3d58a04a8b0781b
sen. kennedy,sen. kennedy,US Senator Kennedy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Kennedy,,dgm_USSenate,f7dcc3d0563b7b8f8d6bd79da195171f,dgm_USSenate__f7dcc3d0563b7b8f8d6bd79da195171f
sen. shaheen,sen. shaheen,US Senator Shaheen,Washington,washington,US Senators,,188285,,UsSenators,US Senator Shaheen,,dgm_USSenate,f3fb879cebdf02651dbfe8d123ea3baa,dgm_USSenate__f3fb879cebdf02651dbfe8d123ea3baa
sen. collins,sen. collins,US Senator Collins,Washington,washington,US Senators,,188285,,UsSenators,US Senator Collins,,dgm_USSenate,39296cd8e411e77cee01bcbe89417090,dgm_USSenate__39296cd8e411e77cee01bcbe89417090
sen. fischer,sen. fischer,US Senator Fischer,Washington,washington,US Senators,,188285,,UsSenators,US Senator Fischer,,dgm_USSenate,83c5a33e9dcc02f8286c04b49fc0cec8,dgm_USSenate__83c5a33e9dcc02f8286c04b49fc0cec8
senatorisakson,senatorisakson,US Senator Isakson,Washington,washington,US Senators,,188285,,UsSenators,US Senator Isakson,,dgm_USSenate,1ccfc364b115e52288e5c9419295b557,dgm_USSenate__1ccfc364b115e52288e5c9419295b557
bencardinformd,bencardinformd,US Senator Cardin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cardin,,dgm_USSenate,8c2e1f2e3f1c4f6ff3f9960b32dfdfd2,dgm_USSenate__8c2e1f2e3f1c4f6ff3f9960b32dfdfd2
senatorcardin,senatorcardin,US Senator Cardin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Cardin,,dgm_USSenate,8c2e1f2e3f1c4f6ff3f9960b32dfdfd2,dgm_USSenate__8c2e1f2e3f1c4f6ff3f9960b32dfdfd2
brianschatz,brianschatz,US Senator Schatz,Washington,washington,US Senators,,188285,,UsSenators,US Senator Schatz,,dgm_USSenate,4f81d5b1b19048be31bd70113b85460b,dgm_USSenate__4f81d5b1b19048be31bd70113b85460b
senbrianschatz,senbrianschatz,US Senator Schatz,Washington,washington,US Senators,,188285,,UsSenators,US Senator Schatz,,dgm_USSenate,4f81d5b1b19048be31bd70113b85460b,dgm_USSenate__4f81d5b1b19048be31bd70113b85460b
chrismurphyct,chrismurphyct,US Senator Murphy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Murphy,,dgm_USSenate,06dc107e644c5470c52f3eae384ac112,dgm_USSenate__06dc107e644c5470c52f3eae384ac112
senmurphyoffice,senmurphyoffice,US Senator Murphy,Washington,washington,US Senators,,188285,,UsSenators,US Senator Murphy,,dgm_USSenate,06dc107e644c5470c52f3eae384ac112,dgm_USSenate__06dc107e644c5470c52f3eae384ac112
corybooker,corybooker,US Senator Booker,Washington,washington,US Senators,,188285,,UsSenators,US Senator Booker,,dgm_USSenate,dd3d9b6c4cb1b8e564e751153f3f8069,dgm_USSenate__dd3d9b6c4cb1b8e564e751153f3f8069
senbooker,senbooker,US Senator Booker,Washington,washington,US Senators,,188285,,UsSenators,US Senator Booker,,dgm_USSenate,dd3d9b6c4cb1b8e564e751153f3f8069,dgm_USSenate__dd3d9b6c4cb1b8e564e751153f3f8069
perduesenate,perduesenate,Former US Senator Perdue,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Perdue,,dgm_USSenate,634aac6212467955e551dead5dd155f8,dgm_USSenate__634aac6212467955e551dead5dd155f8
sendavidperdue,sendavidperdue,Former US Senator Perdue,Washington,washington,US Senators,,188285,,UsSenators,Former US Senator Perdue,,dgm_USSenate,634aac6212467955e551dead5dd155f8,dgm_USSenate__634aac6212467955e551dead5dd155f8
dickdurbin,dickdurbin,US Senator Durbin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Durbin,,dgm_USSenate,39a4455ebc3cfd0b46085ed371e0b0be,dgm_USSenate__39a4455ebc3cfd0b46085ed371e0b0be
senatordurbin,senatordurbin,US Senator Durbin,Washington,washington,US Senators,,188285,,UsSenators,US Senator Durbin,,dgm_USSenate,39a4455ebc3cfd0b46085ed371e0b0be,dgm_USSenate__39a4455ebc3cfd0b46085ed371e0b0be
edmarkey,edmarkey,US Senator Markey,Washington,washington,US Senators,,188285,,UsSenators,US Senator Markey,,dgm_USSenate,bc45639d276fcae1360587848ec8e529,dgm_USSenate__bc45639d276fcae1360587848ec8e529
senmarkey,senmarkey,US Senator Markey,Washington,washington,US Senators,,188285,,UsSenators,US Senator Markey,,dgm_USSenate,bc45639d276fcae1360587848ec8e529,dgm_USSenate__bc45639d276fcae1360587848ec8e529
ewarren,ewarren,US Senator Warren,Washington,washington,US Senators,,188285,,UsSenators,US Senator Warren,,dgm_USSenate,7062960e559b777195190859860977b9,dgm_USSenate__7062960e559b777195190859860977b9
senwarren,senwarren,US Senator Warren,Washington,washington,US Senators,,188285,,UsSenators,US Senator Warren,,dgm_USSenate,7062960e559b777195190859860977b9,dgm_USSenate__7062960e559b777195190859860977b9
garypeters,garypeters,US Senator Peters,Washington,washington,US Senators,,188285,,UsSenators,US Senator Peters,,dgm_USSenate,f4d378f133e87ecc72fe49c875276589,dgm_USSenate__f4d378f133e87ecc72fe49c875276589
sengarypeters,sengarypeters,US Senator Peters,Washington,washington,US Senators,,188285,,UsSenators,US Senator Peters,,dgm_USSenate,f4d378f133e87ecc72fe49c875276589,dgm_USSenate__f4d378f133e87ecc72fe49c875276589
