keyword,caption_name,topic_id,guid,groups,entity_type,.1,.2,.3,.4,.5,.6,.7,.8,.9,.10,.11,.12,.13,.14,.15,.16,.17,.18,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
golfe d'egine,Saronic Gulf,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Saronic Gulf,,defmin_mentionee,80fbc13f98d9b98efb93e6a189af2da0,defmin_mentionee__c89fa525d5b128b9bd4e951b19df433f
saronischer golf,Saronic Gulf,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Saronic Gulf,,defmin_mentionee,3d920bc1c1cf128370455be73800ee83,defmin_mentionee__c89fa525d5b128b9bd4e951b19df433f
saronische golf,Saronic Gulf,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Saronic Gulf,,defmin_mentionee,51e77dd473d0673dbe1832f82119bdbf,defmin_mentionee__c89fa525d5b128b9bd4e951b19df433f
saronischen golf,Saronic Gulf,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Saronic Gulf,,defmin_mentionee,4c088a18144d84ef8fd4c306f7dc2a66,defmin_mentionee__c89fa525d5b128b9bd4e951b19df433f
golfo saronica,Saronic Gulf,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Saronic Gulf,,defmin_mentionee,ed32247226ba355eae30be752de322e1,defmin_mentionee__c89fa525d5b128b9bd4e951b19df433f
サロニコス湾,Saronic Gulf,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Saronic Gulf,,defmin_mentionee,4532ed7b383373390947d6049fab8114,defmin_mentionee__c89fa525d5b128b9bd4e951b19df433f
萨龙湾,Saronic Gulf,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Saronic Gulf,,defmin_mentionee,25d15684aeae1b972bb475749fb9b3fc,defmin_mentionee__c89fa525d5b128b9bd4e951b19df433f
саронический залив,Saronic Gulf,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Saronic Gulf,,defmin_mentionee,293458c6d171d4fc0a1ae55a7e5ca7ec,defmin_mentionee__c89fa525d5b128b9bd4e951b19df433f
saronic gulf,Saronic Gulf,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Saronic Gulf,,defmin_mentionee,88b84e48e23af8317fbb59f612d1c29f,defmin_mentionee__c89fa525d5b128b9bd4e951b19df433f
scapa flow,Scapa Flow,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scapa Flow,,defmin_mentionee,96f307e4225a5314a3390d44658be4e9,defmin_mentionee__b193f9baf1a318a8ee77d1ae02853f5d
baie de scapa flow,Scapa Flow,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scapa Flow,,defmin_mentionee,5e6169e9ce8548ecc7936696f3f89290,defmin_mentionee__b193f9baf1a318a8ee77d1ae02853f5d
scapa flow bucht,Scapa Flow,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scapa Flow,,defmin_mentionee,ada9ee02a84cfbc901a30247a51b832f,defmin_mentionee__b193f9baf1a318a8ee77d1ae02853f5d
スカパ・フロー,Scapa Flow,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scapa Flow,,defmin_mentionee,5cc7c7d804cadf5de7a0be8268c81f72,defmin_mentionee__b193f9baf1a318a8ee77d1ae02853f5d
スカパフロー,Scapa Flow,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scapa Flow,,defmin_mentionee,312ac5b243b9269568fc6b695a604333,defmin_mentionee__b193f9baf1a318a8ee77d1ae02853f5d
斯卡帕湾,Scapa Flow,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scapa Flow,,defmin_mentionee,575271a6f322dfcf3e3b7994fafdf5fd,defmin_mentionee__b193f9baf1a318a8ee77d1ae02853f5d
скапа-флоу,Scapa Flow,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scapa Flow,,defmin_mentionee,64b355ee2f38f2dff68f86550f0863d3,defmin_mentionee__b193f9baf1a318a8ee77d1ae02853f5d
mer de scotia,Scotia Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scotia Sea,,defmin_mentionee,e9e6d69b26ee878886ae7b42f337e9c3,defmin_mentionee__53d6027d7c82be6a956af984665f0541
mer du scotia,Scotia Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scotia Sea,,defmin_mentionee,c27b1fdbed961a2c75b1c87b1f068f09,defmin_mentionee__53d6027d7c82be6a956af984665f0541
mer de la scotia,Scotia Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scotia Sea,,defmin_mentionee,775440a7cf6bf47c2369b1a3ec21f1a9,defmin_mentionee__53d6027d7c82be6a956af984665f0541
scotiasee,Scotia Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scotia Sea,,defmin_mentionee,d85f2c5b6b8b20ce75b1fa9757f2b59c,defmin_mentionee__53d6027d7c82be6a956af984665f0541
mare di scozia,Scotia Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scotia Sea,,defmin_mentionee,fcef13507e1cd3518397bc6f696ac092,defmin_mentionee__53d6027d7c82be6a956af984665f0541
スコシア海,Scotia Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scotia Sea,,defmin_mentionee,5fb02a03290b34ff20f79d8d51a0b548,defmin_mentionee__53d6027d7c82be6a956af984665f0541
斯科舍海,Scotia Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scotia Sea,,defmin_mentionee,a13654cd7e01f2be28491da4beebfdf1,defmin_mentionee__53d6027d7c82be6a956af984665f0541
шотландское море,Scotia Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scotia Sea,,defmin_mentionee,4c69b93c5cec63b445f781ef4e9d9314,defmin_mentionee__53d6027d7c82be6a956af984665f0541
scotia sea,Scotia Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Scotia Sea,,defmin_mentionee,ad4802758e22035a1a5901b1b857eed2,defmin_mentionee__53d6027d7c82be6a956af984665f0541
mer du japon,Sea of Japan,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Japan,,defmin_mentionee,54e6ab86d7fc51750b3a670746163e87,defmin_mentionee__db44b95ae92a0b4eb07b531696279b33
japanisches meer,Sea of Japan,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Japan,,defmin_mentionee,ec6d4bd9b02e205f9b538f1217a5706d,defmin_mentionee__db44b95ae92a0b4eb07b531696279b33
japanischen meer,Sea of Japan,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Japan,,defmin_mentionee,44973e9c60f35439c14180e8485d1699,defmin_mentionee__db44b95ae92a0b4eb07b531696279b33
japanische meer,Sea of Japan,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Japan,,defmin_mentionee,c17b24258f507e518b6e1c23c78b752f,defmin_mentionee__db44b95ae92a0b4eb07b531696279b33
mare del giappone,Sea of Japan,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Japan,,defmin_mentionee,5a651d20510f91818bb833a2e9714bc6,defmin_mentionee__db44b95ae92a0b4eb07b531696279b33
日本海,Sea of Japan,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Japan,,defmin_mentionee,3762f48e2b59a2d319f9075f6cd47f8c,defmin_mentionee__db44b95ae92a0b4eb07b531696279b33
японское море,Sea of Japan,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Japan,,defmin_mentionee,079228197551cfa893fa57815af60743,defmin_mentionee__db44b95ae92a0b4eb07b531696279b33
sea of japan,Sea of Japan,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Japan,,defmin_mentionee,ab6339c42bf453ccecda7fa81b4a90fd,defmin_mentionee__db44b95ae92a0b4eb07b531696279b33
mer d'okhotsk,Sea of Okhotsk,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Okhotsk,,defmin_mentionee,bd4f04db3968acecf464743aa88a966d,defmin_mentionee__bb988c8f233714d9e9dac7b3e3940d06
ochotskisches meer,Sea of Okhotsk,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Okhotsk,,defmin_mentionee,d98c992f09b63245992c5979c89ccc2a,defmin_mentionee__bb988c8f233714d9e9dac7b3e3940d06
ochotskischen meer,Sea of Okhotsk,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Okhotsk,,defmin_mentionee,e32d38c20cf952f2823a56638a2f3286,defmin_mentionee__bb988c8f233714d9e9dac7b3e3940d06
ochotskische meer,Sea of Okhotsk,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Okhotsk,,defmin_mentionee,f66a18fd21c68c318793a118b6ad718a,defmin_mentionee__bb988c8f233714d9e9dac7b3e3940d06
mare di okhotsk,Sea of Okhotsk,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Okhotsk,,defmin_mentionee,aa0c7bf5cf7104f50610f3b0bae6dd6a,defmin_mentionee__bb988c8f233714d9e9dac7b3e3940d06
オホーツク海,Sea of Okhotsk,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Okhotsk,,defmin_mentionee,a7cdde4f1378c30dd4ea9c7778039f70,defmin_mentionee__bb988c8f233714d9e9dac7b3e3940d06
鄂霍次克海,Sea of Okhotsk,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Okhotsk,,defmin_mentionee,b20cd0e9995f379c1f3f2187feaa15fc,defmin_mentionee__bb988c8f233714d9e9dac7b3e3940d06
охотское море,Sea of Okhotsk,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Okhotsk,,defmin_mentionee,ffb7f9d5fc62f61aaff2a4ec70f8f8c2,defmin_mentionee__bb988c8f233714d9e9dac7b3e3940d06
sea of okhotsk,Sea of Okhotsk,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sea of Okhotsk,,defmin_mentionee,a36ddd680714ceb125092afb4ed2870c,defmin_mentionee__bb988c8f233714d9e9dac7b3e3940d06
detroit de sele,Sele Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sele Strait,,defmin_mentionee,c3a043ec7398bdf15ca263eb02fc94a3,defmin_mentionee__1c8220215f6a135fa6e974c7f462684d
sele-straße,Sele Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sele Strait,,defmin_mentionee,55f5c4373165ee132ae42d56d3da1301,defmin_mentionee__1c8220215f6a135fa6e974c7f462684d
stretto di sele,Sele Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sele Strait,,defmin_mentionee,b32562bbf96e10a8d8c63869bb7b3190,defmin_mentionee__1c8220215f6a135fa6e974c7f462684d
セレ海峡,Sele Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sele Strait,,defmin_mentionee,4592c646ec037a8e9bb89d1585b15bf5,defmin_mentionee__1c8220215f6a135fa6e974c7f462684d
塞勒海峡,Sele Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sele Strait,,defmin_mentionee,222fd7e6db308e20621a78ec5033453c,defmin_mentionee__1c8220215f6a135fa6e974c7f462684d
пролив сели,Sele Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sele Strait,,defmin_mentionee,6e32ff04af00265463dfc1c3eb34abfe,defmin_mentionee__1c8220215f6a135fa6e974c7f462684d
sele strait,Sele Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sele Strait,,defmin_mentionee,ad659639664cfd50003b4452da156293,defmin_mentionee__1c8220215f6a135fa6e974c7f462684d
detroit de chelikhov,Shelikof Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Shelikof Strait,,defmin_mentionee,e67c7ec2b60c328abd274de401ebc4e0,defmin_mentionee__9cade1869dfba58166c92eec667474e1
schelichow-straße,Shelikof Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Shelikof Strait,,defmin_mentionee,02e88a0206996f86f44b1e35bbdd97fc,defmin_mentionee__9cade1869dfba58166c92eec667474e1
stretto di šelichov,Shelikof Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Shelikof Strait,,defmin_mentionee,9b9d28ba74540f55d970b4033a7b9467,defmin_mentionee__9cade1869dfba58166c92eec667474e1
シェリコフ海峡,Shelikof Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Shelikof Strait,,defmin_mentionee,ffbd8184fd60768dbd629aeb945d20ba,defmin_mentionee__9cade1869dfba58166c92eec667474e1
海峡太平洋,Shelikof Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Shelikof Strait,,defmin_mentionee,c96dc9e8cf1c38dc7d6fef71acc07f18,defmin_mentionee__9cade1869dfba58166c92eec667474e1
пролив шеликофа,Shelikof Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Shelikof Strait,,defmin_mentionee,ac56d7f00d108c4db285f82f4258221b,defmin_mentionee__9cade1869dfba58166c92eec667474e1
shelikof strait,Shelikof Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Shelikof Strait,,defmin_mentionee,569005396c6513f6fcec6106724f9d1a,defmin_mentionee__9cade1869dfba58166c92eec667474e1
passage de sibutu,Sibutu Passage,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sibutu Passage,,defmin_mentionee,2005e07755cdab32160883d9359050a5,defmin_mentionee__2a36c90f80d43a8dde16f084524049e5
sibutu-passage,Sibutu Passage,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sibutu Passage,,defmin_mentionee,a0f46e27a3e2c84bfec314ca304a7ede,defmin_mentionee__2a36c90f80d43a8dde16f084524049e5
passaggio di sibutu,Sibutu Passage,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sibutu Passage,,defmin_mentionee,afdb3bd566229dafaa6e97774ae4e2b3,defmin_mentionee__2a36c90f80d43a8dde16f084524049e5
シブトゥ海峡,Sibutu Passage,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sibutu Passage,,defmin_mentionee,e1389c4448e91c1b0e45b2e871fc1f90,defmin_mentionee__2a36c90f80d43a8dde16f084524049e5
舍利科夫海峽,Sibutu Passage,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sibutu Passage,,defmin_mentionee,a90b77c52638ac064a11b11f409ededb,defmin_mentionee__2a36c90f80d43a8dde16f084524049e5
проход сибуту,Sibutu Passage,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sibutu Passage,,defmin_mentionee,dd9db05ad24c9949802d990dd1c6b8bc,defmin_mentionee__2a36c90f80d43a8dde16f084524049e5
sibutu passage,Sibutu Passage,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Sibutu Passage,,defmin_mentionee,9479d5c94f4b96d50238280f925effa1,defmin_mentionee__2a36c90f80d43a8dde16f084524049e5
detroit de singapour,Singapore Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Singapore Strait,,defmin_mentionee,79aa9accecd38fec1084dd27636960d9,defmin_mentionee__e58468c66fa113879fb6358ad9698652
straße von singapur,Singapore Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Singapore Strait,,defmin_mentionee,cc4f02c1713630b8079ec805215fe2e1,defmin_mentionee__e58468c66fa113879fb6358ad9698652
stretto di singapore,Singapore Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Singapore Strait,,defmin_mentionee,96250abe2f0b8534a994cc07883d2145,defmin_mentionee__e58468c66fa113879fb6358ad9698652
シンガポール海峡,Singapore Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Singapore Strait,,defmin_mentionee,220f98853d8eb3ea6a49bacf369f9886,defmin_mentionee__e58468c66fa113879fb6358ad9698652
新加坡海峡,Singapore Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Singapore Strait,,defmin_mentionee,675a60dc46e76a37a84d8abf75396ec8,defmin_mentionee__e58468c66fa113879fb6358ad9698652
сингапурский пролив,Singapore Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Singapore Strait,,defmin_mentionee,b304d413d34d6fe86c25427713894d3a,defmin_mentionee__e58468c66fa113879fb6358ad9698652
singapore strait,Singapore Strait,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Singapore Strait,,defmin_mentionee,d9d8ffce5ea34e6388a1d26ef811e326,defmin_mentionee__e58468c66fa113879fb6358ad9698652
skagerrak,Skagerrak,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Skagerrak,,defmin_mentionee,d958566f77f87c4faad4daa7585d8171,defmin_mentionee__843733d0321022f0ef48c2752dbb1377
skager-rak,Skagerrak,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Skagerrak,,defmin_mentionee,8d9cd1730ee29d625ec43c061a008403,defmin_mentionee__843733d0321022f0ef48c2752dbb1377
das skagerrak,Skagerrak,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Skagerrak,,defmin_mentionee,af050cc0501d23eb9192ee8862b8b583,defmin_mentionee__843733d0321022f0ef48c2752dbb1377
スカゲラク海峡,Skagerrak,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Skagerrak,,defmin_mentionee,1960cb969729fb6e6a9b3cd9d74a7e6c,defmin_mentionee__843733d0321022f0ef48c2752dbb1377
斯卡拉克,Skagerrak,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Skagerrak,,defmin_mentionee,5271da7292b6bbb9ca663fb545693e24,defmin_mentionee__843733d0321022f0ef48c2752dbb1377
скагеррак,Skagerrak,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Skagerrak,,defmin_mentionee,c28bd86a5e89dd5ef18628984a70f8a8,defmin_mentionee__843733d0321022f0ef48c2752dbb1377
detroit de smith,Smith Sound,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Smith Sound,,defmin_mentionee,030828540370e62f370b0a0086c18c59,defmin_mentionee__cedd67aedda7050fca9d430471da078c
smithsund,Smith Sound,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Smith Sound,,defmin_mentionee,dc837489f0001f4ace82e00560aacc86,defmin_mentionee__cedd67aedda7050fca9d430471da078c
canale di smith,Smith Sound,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Smith Sound,,defmin_mentionee,5fc202b9cfc67b198f60434f0470d315,defmin_mentionee__cedd67aedda7050fca9d430471da078c
スミス・サウンドスミス海峡,Smith Sound,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Smith Sound,,defmin_mentionee,389a15490360a9fca0a6ca025252874d,defmin_mentionee__cedd67aedda7050fca9d430471da078c
史密斯海峽,Smith Sound,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Smith Sound,,defmin_mentionee,0f116c69be74ff74176b27de733a3285,defmin_mentionee__cedd67aedda7050fca9d430471da078c
звук смита,Smith Sound,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Smith Sound,,defmin_mentionee,432979b33ab0ea97badc8eebee706016,defmin_mentionee__cedd67aedda7050fca9d430471da078c
smith sound,Smith Sound,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Smith Sound,,defmin_mentionee,79e462d2a467144fecfa77889faf2823,defmin_mentionee__cedd67aedda7050fca9d430471da078c
mer des salomon,Solomon Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Solomon Sea,,defmin_mentionee,6d63bf1a7a72846f1803384596613344,defmin_mentionee__c6a36163cad32973b239f3be9d035db1
salomonensee,Solomon Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Solomon Sea,,defmin_mentionee,e4079d0d9ba4c6311a1b5bd7f8b7bec2,defmin_mentionee__c6a36163cad32973b239f3be9d035db1
mare di salomone,Solomon Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Solomon Sea,,defmin_mentionee,a57c8893aa0dbfe2c4855889cd97d2bf,defmin_mentionee__c6a36163cad32973b239f3be9d035db1
ソロモン海,Solomon Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Solomon Sea,,defmin_mentionee,d2a15d4cfaefe0c6f397a2ec73dedf4d,defmin_mentionee__c6a36163cad32973b239f3be9d035db1
所罗门海,Solomon Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Solomon Sea,,defmin_mentionee,c6deac723175b3eb29a4438ead3fd424,defmin_mentionee__c6a36163cad32973b239f3be9d035db1
соломоново море,Solomon Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Solomon Sea,,defmin_mentionee,e440bec3b2194a8e05ea895191e7bc5c,defmin_mentionee__c6a36163cad32973b239f3be9d035db1
solomon sea,Solomon Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Solomon Sea,,defmin_mentionee,c890614a21d7fc27f358b56916e2e518,defmin_mentionee__c6a36163cad32973b239f3be9d035db1
mer du somov,Somov Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Somov Sea,,defmin_mentionee,edfdb5fd7ad630b5bc410407362deea8,defmin_mentionee__23ddc894d21339c963a6c3295b8af61e
somov-meer,Somov Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Somov Sea,,defmin_mentionee,1c5ba498f503a9dcf1415fd7df128fe0,defmin_mentionee__23ddc894d21339c963a6c3295b8af61e
sudlicher ozean,Somov Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Somov Sea,,defmin_mentionee,04b1c2f2cffa4db9d68a33cb4ab2e613,defmin_mentionee__23ddc894d21339c963a6c3295b8af61e
somov sea,Somov Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Somov Sea,,defmin_mentionee,88079a6baa52e9c0aaf0e311567bafc3,defmin_mentionee__23ddc894d21339c963a6c3295b8af61e
mare di somov,Somov Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Somov Sea,,defmin_mentionee,ccc7fa4a08e5e6c5ee855ab629c2b9c4,defmin_mentionee__23ddc894d21339c963a6c3295b8af61e
ソモフ海,Somov Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Somov Sea,,defmin_mentionee,eca64431ee2639f95de50cb2f69ab522,defmin_mentionee__23ddc894d21339c963a6c3295b8af61e
索莫夫海,Somov Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Somov Sea,,defmin_mentionee,bac4fb6cc40ecf2b42e9bce09c515e28,defmin_mentionee__23ddc894d21339c963a6c3295b8af61e
сомовское море,Somov Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Somov Sea,,defmin_mentionee,d3237f9afd5cf229f975ecb5fc5bb29a,defmin_mentionee__23ddc894d21339c963a6c3295b8af61e
mer de chine meridionale,South China Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South China Sea,,defmin_mentionee,b37648aa7d6632fc5e8765814bc6ff82,defmin_mentionee__a17a746b67c0d020a8c0e554b31e47b8
mer de chine du sud,South China Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South China Sea,,defmin_mentionee,8a2bced68b4b7a4d6801e65d2ef98538,defmin_mentionee__a17a746b67c0d020a8c0e554b31e47b8
sudchinesisches meer,South China Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South China Sea,,defmin_mentionee,635e4772ea0f635752ed79642f12b6c1,defmin_mentionee__a17a746b67c0d020a8c0e554b31e47b8
sudchinesischen meer,South China Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South China Sea,,defmin_mentionee,e0e2aa4b0615cfb5bad24031ae0e21db,defmin_mentionee__a17a746b67c0d020a8c0e554b31e47b8
sudchinesische meer,South China Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South China Sea,,defmin_mentionee,81b471213f125d0b4413e5afb0d792d6,defmin_mentionee__a17a746b67c0d020a8c0e554b31e47b8
mare della cina del sud,South China Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South China Sea,,defmin_mentionee,994cbad6fb90841839ee637b20fd3a41,defmin_mentionee__a17a746b67c0d020a8c0e554b31e47b8
南シナ海,South China Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South China Sea,,defmin_mentionee,98bd971ea109664f9afbf736ddec1831,defmin_mentionee__a17a746b67c0d020a8c0e554b31e47b8
南海,South China Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South China Sea,,defmin_mentionee,fff8f1813a7233793ea8853aeb606996,defmin_mentionee__a17a746b67c0d020a8c0e554b31e47b8
южно-китайское море,South China Sea,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South China Sea,,defmin_mentionee,e74059cee306ead1d8213a514d5b3866,defmin_mentionee__a17a746b67c0d020a8c0e554b31e47b8
sud-kvarken,South Kvarken,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South Kvarken,,defmin_mentionee,4ec8413a0a2b3ccf695d2a6f1826c88c,defmin_mentionee__5772e3ad80cbb458318e96098bf326af
kvarken meridionale,South Kvarken,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South Kvarken,,defmin_mentionee,6345b5b116081e65f94d65fc87576c1d,defmin_mentionee__5772e3ad80cbb458318e96098bf326af
南クヴァルケン,South Kvarken,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South Kvarken,,defmin_mentionee,9a34fcd2c2c77a8d77dc45ffc8951689,defmin_mentionee__5772e3ad80cbb458318e96098bf326af
南克尔肯,South Kvarken,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South Kvarken,,defmin_mentionee,24dae8f140a2168da77370901798d0ae,defmin_mentionee__5772e3ad80cbb458318e96098bf326af
южный кваркен,South Kvarken,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South Kvarken,,defmin_mentionee,69d6ca98ef53d260e50d9b05a0b3ee06,defmin_mentionee__5772e3ad80cbb458318e96098bf326af
south kvarken,South Kvarken,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,South Kvarken,,defmin_mentionee,8e86a2a3b2a385b6216d192cd9f91aca,defmin_mentionee__5772e3ad80cbb458318e96098bf326af
ocean austral,Southern Ocean,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Southern Ocean,,defmin_mentionee,98503b91259e4df3220e8dbe0071b162,defmin_mentionee__df492575568388a3bdf54a91afdf61c9
ocean antarctique,Southern Ocean,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Southern Ocean,,defmin_mentionee,f47c1f0026a91017415b0519d2534961,defmin_mentionee__df492575568388a3bdf54a91afdf61c9
ocean glacial antarctique,Southern Ocean,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Southern Ocean,,defmin_mentionee,ead3a595ad79c66537ef8ba7d89d7dbc,defmin_mentionee__df492575568388a3bdf54a91afdf61c9
sudliche ozean,Southern Ocean,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Southern Ocean,,defmin_mentionee,fbe616d71f5afa045c33309f91e88a71,defmin_mentionee__df492575568388a3bdf54a91afdf61c9
sudlichen ozean,Southern Ocean,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Southern Ocean,,defmin_mentionee,d5bf11b8d5aac14dd3c1b0be7d9c0d5b,defmin_mentionee__df492575568388a3bdf54a91afdf61c9
oceano meridionale,Southern Ocean,188134;188258,,,water,,,,,,,,,,,,,,,,,,,Water,Southern Ocean,,defmin_mentionee,c8d75f7aa8c41722c5e1edb723a68318,defmin_mentionee__df492575568388a3bdf54a91afdf61c9
