keyword,keyword_upper,caption_name,location,location_lower,type,topic_id,focus_id,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
departmentofwaterresources,DepartmentofWaterResources,Department of Water Resources,California,california,SLGAgency,188242,3140002,,Slgagency,Department of Water Resources,,dgm_LN_Mentionee_Int,6419f53776b7799bf4331e77ee5c7664,dgm_LN_Mentionee_Int__6419f53776b7799bf4331e77ee5c7664
californiadepartmentofsocialservices,CaliforniaDepartmentofSocialServices,California Department of Social Services,California,california,SLGAgency,188120,3140002,,Slgagency,California Department of Social Services,,dgm_LN_Mentionee_Int,d3de5337a4caf256b3074d1bb4b49032,dgm_LN_Mentionee_Int__d3de5337a4caf256b3074d1bb4b49032
californiadepartmentoffoodandagriculture,CaliforniaDepartmentofFoodandAgriculture,California Department of Food and Agriculture,California,california,SLGAgency,188120,3140002,,Slgagency,California Department of Food and Agriculture,,dgm_LN_Mentionee_Int,a9d32aa3828de3908f49989994ccf010,dgm_LN_Mentionee_Int__a9d32aa3828de3908f49989994ccf010
californiadepartmentofpublichealth,CaliforniaDepartmentofPublicHealth,California Department of Public Health,California,california,SLGAgency,188124,3140002,,Slgagency,California Department of Public Health,,dgm_LN_Mentionee_Int,5d4146c347e5b9f50c4456da9f1bc8e6,dgm_LN_Mentionee_Int__5d4146c347e5b9f50c4456da9f1bc8e6
californiadepartmentofcorrectionsandrehabilitation,CaliforniaDepartmentofCorrectionsandRehabilitation,California Department of Corrections and Rehabilitation,California,california,SLGAgency,188120,3140002,,Slgagency,California Department of Corrections and Rehabilitation,,dgm_LN_Mentionee_Int,eb54297bf784cdcab18870eb220e2940,dgm_LN_Mentionee_Int__eb54297bf784cdcab18870eb220e2940
californiadepartmentofhousingandcommunitydevelopment,CaliforniaDepartmentofHousingandCommunityDevelopment,California Department of Housing and Community Development,California,california,SLGAgency,188289,3140002,,Slgagency,California Department of Housing and Community Development,,dgm_LN_Mentionee_Int,8fa01fd5a76fcf6044930b107806902a,dgm_LN_Mentionee_Int__8fa01fd5a76fcf6044930b107806902a
californiapublicutilitiescommission,CaliforniaPublicUtilitiesCommission,California Public Utilities Commission,California,california,SLGAgency,188120,3140002,,Slgagency,California Public Utilities Commission,,dgm_LN_Mentionee_Int,f01662344a8bca417a3dcc0f9994cac7,dgm_LN_Mentionee_Int__f01662344a8bca417a3dcc0f9994cac7
californiadepartmentofconsumeraffairs,CaliforniaDepartmentofConsumerAffairs,California Department of Consumer Affairs,California,california,SLGAgency,188120,3140002,,Slgagency,California Department of Consumer Affairs,,dgm_LN_Mentionee_Int,60b3b1d506d33b05dc01ca1ffff2f1ee,dgm_LN_Mentionee_Int__60b3b1d506d33b05dc01ca1ffff2f1ee
virginiadepartmentofconservationandrecreation,VirginiaDepartmentofConservationandRecreation,Virginia Department of Conservation and Recreation,Virginia,virginia,SLGAgency,188133,3140002,,Slgagency,Virginia Department of Conservation and Recreation,,dgm_LN_Mentionee_Int,eee131450d34ef05136cb9bae27684f2,dgm_LN_Mentionee_Int__eee131450d34ef05136cb9bae27684f2
"virginiadepartmentofmines,mineralsandenergy","VirginiaDepartmentofMines,MineralsandEnergy","Virginia Department of Mines, Minerals and Energy",Virginia,virginia,SLGAgency,188120,3140002,,Slgagency,"Virginia Department of Mines, Minerals and Energy",,dgm_LN_Mentionee_Int,672dcc109c1ae6c52e6a832ae9cf59c1,dgm_LN_Mentionee_Int__672dcc109c1ae6c52e6a832ae9cf59c1
virginiahousingdevelopmentauthority,VirginiaHousingDevelopmentAuthority,Virginia Housing Development Authority,Virginia,virginia,SLGAgency,188289,3140002,,Slgagency,Virginia Housing Development Authority,,dgm_LN_Mentionee_Int,d23f3b7e686ab92e9322553b5d113535,dgm_LN_Mentionee_Int__d23f3b7e686ab92e9322553b5d113535
virginiadepartmentofenvironmentalquality,VirginiaDepartmentofEnvironmentalQuality,Virginia Department of Environmental Quality,Virginia,virginia,SLGAgency,188133,3140002,,Slgagency,Virginia Department of Environmental Quality,,dgm_LN_Mentionee_Int,2713de182c2f81148a7f6e4e4c881981,dgm_LN_Mentionee_Int__2713de182c2f81148a7f6e4e4c881981
virginiadepartmentofeducation,VirginiaDepartmentofEducation,Virginia Department of Education,Virginia,virginia,SLGAgency,188114,3140002,,Slgagency,Virginia Department of Education,,dgm_LN_Mentionee_Int,724bf14ce21752b14379accbed05e504,dgm_LN_Mentionee_Int__724bf14ce21752b14379accbed05e504
virginiadepartmentoftransportation,VirginiaDepartmentofTransportation,Virginia Department of Transportation,Virginia,virginia,SLGAgency,188120,3140002,,Slgagency,Virginia Department of Transportation,,dgm_LN_Mentionee_Int,fc01606a56729ec9cfba244621f2e552,dgm_LN_Mentionee_Int__fc01606a56729ec9cfba244621f2e552
virginiadepartmentofhealth,VirginiaDepartmentofHealth,Virginia Department of Health,Virginia,virginia,SLGAgency,188124,3140002,,Slgagency,Virginia Department of Health,,dgm_LN_Mentionee_Int,edc386f5b84ec218329e7d80b79d7aa0,dgm_LN_Mentionee_Int__edc386f5b84ec218329e7d80b79d7aa0
virginiadepartmentofagricultureandconsumerservices,VirginiaDepartmentofAgricultureandConsumerServices,Virginia Department of Agriculture and Consumer Services,Virginia,virginia,SLGAgency,188120,3140002,,Slgagency,Virginia Department of Agriculture and Consumer Services,,dgm_LN_Mentionee_Int,12dfde9f9f193e572be53167dfa5f88a,dgm_LN_Mentionee_Int__12dfde9f9f193e572be53167dfa5f88a
virginiaportauthority,VirginiaPortAuthority,Virginia Port Authority,Virginia,virginia,SLGAgency,188120,3140002,,Slgagency,Virginia Port Authority,,dgm_LN_Mentionee_Int,3af70b05a1126377a1e27df60dba35e4,dgm_LN_Mentionee_Int__3af70b05a1126377a1e27df60dba35e4
virginiadepartmentofaviation,VirginiaDepartmentofAviation,Virginia Department of Aviation,Virginia,virginia,SLGAgency,188120,3140002,,Slgagency,Virginia Department of Aviation,,dgm_LN_Mentionee_Int,03ea902f407d5d13bb450c0f48701f2b,dgm_LN_Mentionee_Int__03ea902f407d5d13bb450c0f48701f2b
