keyword,caption_name,topic_id,location,guid,groups,entity_type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
87th mission support group,US 87th Mission Support Group,188258,a914,,ruexercises,commands,Commands,US 87th Mission Support Group,,milpress_mentionee,afa179e8033d9962946735b84e000617,milpress_mentionee__afa179e8033d9962946735b84e000617
87th security forces squadron,US 87th Security Forces Squadron,188258,a914,,ruexercises,commands,Commands,US 87th Security Forces Squadron,,milpress_mentionee,e84e0304fa83658c6895a1c40dd54d32,milpress_mentionee__e84e0304fa83658c6895a1c40dd54d32
88th air base wing cp,US 88th Air Base Wing CP,188258,a815,,ruexercises,commands,Commands,US 88th Air Base Wing CP,,milpress_mentionee,150a8277015841b936277589ad73d814,milpress_mentionee__150a8277015841b936277589ad73d814
88th civil engineer group,US 88th Civil Engineer Group,188258,a815,,ruexercises,commands,Commands,US 88th Civil Engineer Group,,milpress_mentionee,f51b124a5b9210b65dc547f174a63004,milpress_mentionee__f51b124a5b9210b65dc547f174a63004
88th communications group,US 88th Communications Group,188258,a815,,ruexercises,commands,Commands,US 88th Communications Group,,milpress_mentionee,012cb40dc5c256d3bc4cd7cdba7b3492,milpress_mentionee__012cb40dc5c256d3bc4cd7cdba7b3492
88th force support squadron,US 88th Force Support Squadron,188258,a815,,ruexercises,commands,Commands,US 88th Force Support Squadron,,milpress_mentionee,be38dc47a31e8c49ba838b31a1582276,milpress_mentionee__be38dc47a31e8c49ba838b31a1582276
88th mission support group,US 88th Mission Support Group,188258,a815,,ruexercises,commands,Commands,US 88th Mission Support Group,,milpress_mentionee,3471db12bccd8fa434095b302e12b060,milpress_mentionee__3471db12bccd8fa434095b302e12b060
88th readiness division,US 88th Readiness Division,188258,a1169,,ruexercises,commands,Commands,US 88th Readiness Division,,milpress_mentionee,3a5fb56424847b3ce35e8d58db0fe62d,milpress_mentionee__3a5fb56424847b3ce35e8d58db0fe62d
89th airlift support group,US 89th Airlift Support Group,188258,a925,,ruexercises,commands,Commands,US 89th Airlift Support Group,,milpress_mentionee,a1a1e928cd648a07de5eb7560d667b00,milpress_mentionee__a1a1e928cd648a07de5eb7560d667b00
89th airlift wing,US 89th Airlift Wing,188258,a925,,ruexercises,commands,Commands,US 89th Airlift Wing,,milpress_mentionee,4144f66363e64b042fa6fd69d141ba76,milpress_mentionee__4144f66363e64b042fa6fd69d141ba76
89th attack squadron,US 89th Attack Squadron,188258,a1073,,ruexercises,commands,Commands,US 89th Attack Squadron,,milpress_mentionee,2ce1edcda64f98762a44b8b132ce1178,milpress_mentionee__2ce1edcda64f98762a44b8b132ce1178
89th communications squadron,US 89th Communications Squadron,188258,a925,,ruexercises,commands,Commands,US 89th Communications Squadron,,milpress_mentionee,54921285f5073cefc6af328624b646ba,milpress_mentionee__54921285f5073cefc6af328624b646ba
89th military police brigade,US 89th Military Police Brigade,188258,a940,,ruexercises,commands,Commands,US 89th Military Police Brigade,,milpress_mentionee,025d5d9a570d935a1b4a8864a8bc7b1a,milpress_mentionee__025d5d9a570d935a1b4a8864a8bc7b1a
89th operations group,US 89th Operations Group,188258,a925,,ruexercises,commands,Commands,US 89th Operations Group,,milpress_mentionee,f40404f0f185fa2f5a0baec2984f12ac,milpress_mentionee__f40404f0f185fa2f5a0baec2984f12ac
89th operations support squadron,US 89th Operations Support Squadron,188258,a925,,ruexercises,commands,Commands,US 89th Operations Support Squadron,,milpress_mentionee,8b0a714c7ce3d773a04b2744116c0da1,milpress_mentionee__8b0a714c7ce3d773a04b2744116c0da1
89th operations support squadron a2,US 89th Operations Support Squadron A2,188258,a925,,ruexercises,commands,Commands,US 89th Operations Support Squadron A2,,milpress_mentionee,b4fffc7825e1d6241c894282c98fc2f6,milpress_mentionee__b4fffc7825e1d6241c894282c98fc2f6
8th air force,US 8th Air Force,188258,a821,,ruexercises,commands,Commands,US 8th Air Force,,milpress_mentionee,c75cb99792419ed41981f56c3dcac8f8,milpress_mentionee__c75cb99792419ed41981f56c3dcac8f8
8th airlift squadron,US 8th Airlift Squadron,188258,a833,,ruexercises,commands,Commands,US 8th Airlift Squadron,,milpress_mentionee,33d227bdee609d741c7200480edb7c1e,milpress_mentionee__33d227bdee609d741c7200480edb7c1e
8th army,US 8th Army,188258,a1138,,ruexercises,commands,Commands,US 8th Army,,milpress_mentionee,84cfc3be6bcd2a448f7a67546f1b2e96,milpress_mentionee__84cfc3be6bcd2a448f7a67546f1b2e96
8th civil engineer squadron,US 8th Civil Engineer Squadron,188258,a1102,,ruexercises,commands,Commands,US 8th Civil Engineer Squadron,,milpress_mentionee,436eec0714fd0dd9bbdafba821a695d6,milpress_mentionee__436eec0714fd0dd9bbdafba821a695d6
8th engineer support battalion,US 8th Engineer Support Battalion,188258,a792,,ruexercises,commands,Commands,US 8th Engineer Support Battalion,,milpress_mentionee,fcfdddfaf4a78be7b989d3202bbb75b7,milpress_mentionee__fcfdddfaf4a78be7b989d3202bbb75b7
8th expeditionary air mobility squadron,US 8th Expeditionary Air Mobility Squadron,188258,a820,,ruexercises,commands,Commands,US 8th Expeditionary Air Mobility Squadron,,milpress_mentionee,135355f4a52034a05c34f2c6257e8c51,milpress_mentionee__135355f4a52034a05c34f2c6257e8c51
8th expeditionary air mobility squadron command post,US 8th Expeditionary Air Mobility Squadron Command Post,188258,a1170,,ruexercises,commands,Commands,US 8th Expeditionary Air Mobility Squadron Command Post,,milpress_mentionee,dec885e8c2926180f46b739459d46025,milpress_mentionee__dec885e8c2926180f46b739459d46025
8th fighter squadron,US 8th Fighter Squadron,188258,a1016,,ruexercises,commands,Commands,US 8th Fighter Squadron,,milpress_mentionee,b9909085b213579680510a737295c0ff,milpress_mentionee__b9909085b213579680510a737295c0ff
8th fighter wing,US 8th Fighter Wing,188258,a1102,,ruexercises,commands,Commands,US 8th Fighter Wing,,milpress_mentionee,7ca5c891197f33599dd2b4a8f3fa57d1,milpress_mentionee__7ca5c891197f33599dd2b4a8f3fa57d1
8th fighter wing command post,US 8th Fighter Wing Command Post,188258,a1102,,ruexercises,commands,Commands,US 8th Fighter Wing Command Post,,milpress_mentionee,ba27a5cb2396f6d4cb0bbe4b840efa3f,milpress_mentionee__ba27a5cb2396f6d4cb0bbe4b840efa3f
8th intelligence squadron,US 8th Intelligence Squadron,188258,a929,,ruexercises,commands,Commands,US 8th Intelligence Squadron,,milpress_mentionee,fbc9495cd90ba10ccb8dfd4db6370080,milpress_mentionee__fbc9495cd90ba10ccb8dfd4db6370080
8th intelligence squadron a2,US 8th Intelligence Squadron A2,188258,a929,,ruexercises,commands,Commands,US 8th Intelligence Squadron A2,,milpress_mentionee,1c06e3c83ee236508baa80aa2f737174,milpress_mentionee__1c06e3c83ee236508baa80aa2f737174
8th marine corps district,US 8th Marine Corps District,188258,a1005,,ruexercises,commands,Commands,US 8th Marine Corps District,,milpress_mentionee,ec2a70e337c228f9ed724c606599a2f2,milpress_mentionee__ec2a70e337c228f9ed724c606599a2f2
8th marine regiment,US 8th Marine Regiment,188258,a792,,ruexercises,commands,Commands,US 8th Marine Regiment,,milpress_mentionee,efb0d7ff6ee049a2ff65dae91a19061a,milpress_mentionee__efb0d7ff6ee049a2ff65dae91a19061a
8th medical group,US 8th Medical Group,188258,a1102,,ruexercises,commands,Commands,US 8th Medical Group,,milpress_mentionee,4e3f0a45db413737278a4584b92257fc,milpress_mentionee__4e3f0a45db413737278a4584b92257fc
8th medical operations squadron,US 8th Medical Operations Squadron,188258,a1102,,ruexercises,commands,Commands,US 8th Medical Operations Squadron,,milpress_mentionee,d0f5c2b5292fd235024145653cfb1ade,milpress_mentionee__d0f5c2b5292fd235024145653cfb1ade
8th mission support group,US 8th Mission Support Group,188258,a1102,,ruexercises,commands,Commands,US 8th Mission Support Group,,milpress_mentionee,5fe39aa0e8a0b9f8128e72de9796dc1c,milpress_mentionee__5fe39aa0e8a0b9f8128e72de9796dc1c
8th operations group,US 8th Operations Group,188258,a1102,,ruexercises,commands,Commands,US 8th Operations Group,,milpress_mentionee,1db8b19193e2bf0f97ca6a875839eca5,milpress_mentionee__1db8b19193e2bf0f97ca6a875839eca5
8th operations support squadron,US 8th Operations Support Squadron,188258,a1102,,ruexercises,commands,Commands,US 8th Operations Support Squadron,,milpress_mentionee,c48fe40854d9e76458ce007ab6d74261,milpress_mentionee__c48fe40854d9e76458ce007ab6d74261
8th operations support squadron a2,US 8th Operations Support Squadron A2,188258,a1102,,ruexercises,commands,Commands,US 8th Operations Support Squadron A2,,milpress_mentionee,2abefe4a56e105ca7e55a78cf079c50a,milpress_mentionee__2abefe4a56e105ca7e55a78cf079c50a
8th psychological operations battalion,US 8th Psychological Operations Battalion,188258,a811,,ruexercises,commands,Commands,US 8th Psychological Operations Battalion,,milpress_mentionee,79e4460e49ecbe3179f9dd460590a0b7,milpress_mentionee__79e4460e49ecbe3179f9dd460590a0b7
8th psychological operations group,US 8th Psychological Operations Group,188258,a811,,ruexercises,commands,Commands,US 8th Psychological Operations Group,,milpress_mentionee,c4ad6821f4d2e3aac84f1d67dcb02742,milpress_mentionee__c4ad6821f4d2e3aac84f1d67dcb02742
8th space warning squadron,US 8th Space Warning Squadron,188258,a908,,ruexercises,commands,Commands,US 8th Space Warning Squadron,,milpress_mentionee,cbcae93709bf5e3ae39c144cb4d67251,milpress_mentionee__cbcae93709bf5e3ae39c144cb4d67251
902nd civil engineering squadron,US 902nd Civil Engineering Squadron,188258,a1145,,ruexercises,commands,Commands,US 902nd Civil Engineering Squadron,,milpress_mentionee,9e6246ff512f00293ec3ab09201d08bf,milpress_mentionee__9e6246ff512f00293ec3ab09201d08bf
902nd mission support group,US 902nd Mission Support Group,188258,a959,,ruexercises,commands,Commands,US 902nd Mission Support Group,,milpress_mentionee,27befc37141eeede316675e016d2b7fa,milpress_mentionee__27befc37141eeede316675e016d2b7fa
902nd security forces squadron,US 902nd Security Forces Squadron,188258,a959,,ruexercises,commands,Commands,US 902nd Security Forces Squadron,,milpress_mentionee,24cdd14d3d07397cd7dfef7e3285d74f,milpress_mentionee__24cdd14d3d07397cd7dfef7e3285d74f
908th airlift wing,US 908th Airlift Wing,188258,a1101,,ruexercises,commands,Commands,US 908th Airlift Wing,,milpress_mentionee,1c066afa70d6bee9da5deef59b1b3315,milpress_mentionee__1c066afa70d6bee9da5deef59b1b3315
908th airlift wing command post,US 908th Airlift Wing Command Post,188258,a1101,,ruexercises,commands,Commands,US 908th Airlift Wing Command Post,,milpress_mentionee,44f56b75c06c7b30c5d4d0720a0e6f78,milpress_mentionee__44f56b75c06c7b30c5d4d0720a0e6f78
908th mission support group,US 908th Mission Support Group,188258,a1101,,ruexercises,commands,Commands,US 908th Mission Support Group,,milpress_mentionee,89a24fabeadd4a1ecc224d6417099a27,milpress_mentionee__89a24fabeadd4a1ecc224d6417099a27
908th operations group,US 908th Operations Group,188258,a1101,,ruexercises,commands,Commands,US 908th Operations Group,,milpress_mentionee,f2387078298e490ee7d451b4099bec4a,milpress_mentionee__f2387078298e490ee7d451b4099bec4a
908th operations support squadron,US 908th Operations Support Squadron,188258,a1101,,ruexercises,commands,Commands,US 908th Operations Support Squadron,,milpress_mentionee,3f21ee2e374370e71088ea4682861184,milpress_mentionee__3f21ee2e374370e71088ea4682861184
908th operations support squadron a2,US 908th Operations Support Squadron A2,188258,a1101,,ruexercises,commands,Commands,US 908th Operations Support Squadron A2,,milpress_mentionee,469ed0c63df953774e934d032fb8d9a7,milpress_mentionee__469ed0c63df953774e934d032fb8d9a7
908th security forces squadron,US 908th Security Forces Squadron,188258,a1101,,ruexercises,commands,Commands,US 908th Security Forces Squadron,,milpress_mentionee,a30c4873349383dd64525f7908a45c25,milpress_mentionee__a30c4873349383dd64525f7908a45c25
909th air refueling squadron,US 909th Air Refueling Squadron,188258,a1024,,ruexercises,commands,Commands,US 909th Air Refueling Squadron,,milpress_mentionee,a68552f2fd49436c299b19abf5c1e279,milpress_mentionee__a68552f2fd49436c299b19abf5c1e279
90th civil engineer squadron,US 90th Civil Engineer Squadron,188258,a989,,ruexercises,commands,Commands,US 90th Civil Engineer Squadron,,milpress_mentionee,e0e8acbad6d444a576616c2dd5b84789,milpress_mentionee__e0e8acbad6d444a576616c2dd5b84789
90th communications squadron,US 90th Communications Squadron,188258,a989,,ruexercises,commands,Commands,US 90th Communications Squadron,,milpress_mentionee,4cc22b47f43f61a565d21f38488e3c49,milpress_mentionee__4cc22b47f43f61a565d21f38488e3c49
90th fighter squadron,US 90th Fighter Squadron,188258,a829,,ruexercises,commands,Commands,US 90th Fighter Squadron,,milpress_mentionee,b35d16b4c7b54d9d06cdd6b18a39d761,milpress_mentionee__b35d16b4c7b54d9d06cdd6b18a39d761
90th missile wing command post,US 90th Missile Wing Command Post,188258,a989,,ruexercises,commands,Commands,US 90th Missile Wing Command Post,,milpress_mentionee,998e466edda2df27df728be5c492fc8f,milpress_mentionee__998e466edda2df27df728be5c492fc8f
90th mission support group,US 90th Mission Support Group,188258,a989,,ruexercises,commands,Commands,US 90th Mission Support Group,,milpress_mentionee,0c6989db3ca406460349a4a4c2ab1c97,milpress_mentionee__0c6989db3ca406460349a4a4c2ab1c97
90th operations group,US 90th Operations Group,188258,a989,,ruexercises,commands,Commands,US 90th Operations Group,,milpress_mentionee,32536728554fdcd63135104ad8c181ec,milpress_mentionee__32536728554fdcd63135104ad8c181ec
90th operations support squadron,US 90th Operations Support Squadron,188258,a989,,ruexercises,commands,Commands,US 90th Operations Support Squadron,,milpress_mentionee,4bb7017a801642897c799f796ceaec5a,milpress_mentionee__4bb7017a801642897c799f796ceaec5a
90th operations support squadron a2,US 90th Operations Support Squadron A2,188258,a989,,ruexercises,commands,Commands,US 90th Operations Support Squadron A2,,milpress_mentionee,274a329cf024efe5cffc8c59518c60ac,milpress_mentionee__274a329cf024efe5cffc8c59518c60ac
910th airlift wing,US 910th Airlift Wing,188258,a1171,,ruexercises,commands,Commands,US 910th Airlift Wing,,milpress_mentionee,4c2dbf222a0d49a5572f6c07ad51b1bd,milpress_mentionee__4c2dbf222a0d49a5572f6c07ad51b1bd
910th airlift wing command post,US 910th Airlift Wing Command Post,188258,a1171,,ruexercises,commands,Commands,US 910th Airlift Wing Command Post,,milpress_mentionee,710a0c95606d1e4a29563f723dcdc58c,milpress_mentionee__710a0c95606d1e4a29563f723dcdc58c
910th operations group,US 910th Operations Group,188258,a1171,,ruexercises,commands,Commands,US 910th Operations Group,,milpress_mentionee,0d37859e1cefa074fd2502a2100f975d,milpress_mentionee__0d37859e1cefa074fd2502a2100f975d
910th operations support squadron,US 910th Operations Support Squadron,188258,a1171,,ruexercises,commands,Commands,US 910th Operations Support Squadron,,milpress_mentionee,501e05ec60392c83d529b91d1a066ac4,milpress_mentionee__501e05ec60392c83d529b91d1a066ac4
910th operations support squadron a2,US 910th Operations Support Squadron A2,188258,a1171,,ruexercises,commands,Commands,US 910th Operations Support Squadron A2,,milpress_mentionee,9fa08c10fd6a33e136105509ff7a0b5a,milpress_mentionee__9fa08c10fd6a33e136105509ff7a0b5a
911th airlift wing,US 911th Airlift Wing,188258,a1017,,ruexercises,commands,Commands,US 911th Airlift Wing,,milpress_mentionee,3e3b218cdc108cf9628ea84f332d13fb,milpress_mentionee__3e3b218cdc108cf9628ea84f332d13fb
911th airlift wing command post,US 911th Airlift Wing Command Post,188258,a1017,,ruexercises,commands,Commands,US 911th Airlift Wing Command Post,,milpress_mentionee,226efcdf1d7921533bedf69ad9b5a009,milpress_mentionee__226efcdf1d7921533bedf69ad9b5a009
911th operations group,US 911th Operations Group,188258,a1017,,ruexercises,commands,Commands,US 911th Operations Group,,milpress_mentionee,1614daf9a6a6f54c8dd40b964f358fd5,milpress_mentionee__1614daf9a6a6f54c8dd40b964f358fd5
913th airlift group,US 913th Airlift Group,188258,a991,,ruexercises,commands,Commands,US 913th Airlift Group,,milpress_mentionee,7a3dedb0159a5bccbae8a8093ebbaefc,milpress_mentionee__7a3dedb0159a5bccbae8a8093ebbaefc
913th airlift group a2,US 913th Airlift Group A2,188258,a991,,ruexercises,commands,Commands,US 913th Airlift Group A2,,milpress_mentionee,cffc40a51421a65319ee9b9143a121db,milpress_mentionee__cffc40a51421a65319ee9b9143a121db
913th operations support squadron,US 913th Operations Support Squadron,188258,a991,,ruexercises,commands,Commands,US 913th Operations Support Squadron,,milpress_mentionee,f8df550334d4eda82e363e402f567f66,milpress_mentionee__f8df550334d4eda82e363e402f567f66
913th operations support squadron a2,US 913th Operations Support Squadron A2,188258,a991,,ruexercises,commands,Commands,US 913th Operations Support Squadron A2,,milpress_mentionee,c699c4e7043b5b249c5b33b282e92229,milpress_mentionee__c699c4e7043b5b249c5b33b282e92229
914th airlift wing,US 914th Airlift Wing,188258,a911,,ruexercises,commands,Commands,US 914th Airlift Wing,,milpress_mentionee,0ca7027225674008ae85e9e634b95bb8,milpress_mentionee__0ca7027225674008ae85e9e634b95bb8
