keyword,caption_name,topic_id,location,guid,groups,entity_type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
7th naval construction regiment,US 7th Naval Construction Regiment,188258,a265,,ruexercises,commands,Commands,US 7th Naval Construction Regiment,,milpress_mentionee,95d60ad627690a09f42907cc17f590e4,milpress_mentionee__95d60ad627690a09f42907cc17f590e4
7th operations group,US 7th Operations Group,188258,a1074,,ruexercises,commands,Commands,US 7th Operations Group,,milpress_mentionee,a4d1c04307f26a539bf422e17748f1fc,milpress_mentionee__a4d1c04307f26a539bf422e17748f1fc
7th operations support squadron,US 7th Operations Support Squadron,188258,a1074,,ruexercises,commands,Commands,US 7th Operations Support Squadron,,milpress_mentionee,63bff67453bb3858136a3d1450de94b7,milpress_mentionee__63bff67453bb3858136a3d1450de94b7
7th operations support squadron a2,US 7th Operations Support Squadron A2,188258,a1074,,ruexercises,commands,Commands,US 7th Operations Support Squadron A2,,milpress_mentionee,c554d75ad2e62f856f2f47fe8a3951d9,milpress_mentionee__c554d75ad2e62f856f2f47fe8a3951d9
7th psychological operations battalion,US 7th Psychological Operations Battalion,188258,a811,,ruexercises,commands,Commands,US 7th Psychological Operations Battalion,,milpress_mentionee,d56e2f13c64ff844052570a1268afacd,milpress_mentionee__d56e2f13c64ff844052570a1268afacd
7th psychological operations group,US 7th Psychological Operations Group,188258,a811,,ruexercises,commands,Commands,US 7th Psychological Operations Group,,milpress_mentionee,3773d9ebdf0a2eaca48084d4fbab06d7,milpress_mentionee__3773d9ebdf0a2eaca48084d4fbab06d7
7th reconnaissance squadron,US 7th Reconnaissance Squadron,188258,a1090,,ruexercises,commands,Commands,US 7th Reconnaissance Squadron,,milpress_mentionee,20085cc2dff8549a9a6487e3b66889e4,milpress_mentionee__20085cc2dff8549a9a6487e3b66889e4
7th reconnaissance squadron a2,US 7th Reconnaissance Squadron A2,188258,a1090,,ruexercises,commands,Commands,US 7th Reconnaissance Squadron A2,,milpress_mentionee,f94649659b357ff7910594546f372483,milpress_mentionee__f94649659b357ff7910594546f372483
7th security forces squadron,US 7th Security Forces Squadron,188258,a1074,,ruexercises,commands,Commands,US 7th Security Forces Squadron,,milpress_mentionee,09c56abceec6f9b6ff18aae1071576c8,milpress_mentionee__09c56abceec6f9b6ff18aae1071576c8
7th signal command,US 7th Signal Command,188258,a971,,ruexercises,commands,Commands,US 7th Signal Command,,milpress_mentionee,382ee38c83f4036a3dcfebc1054f384b,milpress_mentionee__382ee38c83f4036a3dcfebc1054f384b
7th space operations squadron,US 7th Space Operations Squadron,188258,a939,,ruexercises,commands,Commands,US 7th Space Operations Squadron,,milpress_mentionee,113395fa106330b1b5c8fb1f26eb2310,milpress_mentionee__113395fa106330b1b5c8fb1f26eb2310
7th space warning squadron,US 7th Space Warning Squadron,188258,a961,,ruexercises,commands,Commands,US 7th Space Warning Squadron,,milpress_mentionee,3dd1d9314ed41a88c55a87f8026dfef6,milpress_mentionee__3dd1d9314ed41a88c55a87f8026dfef6
7th space warning squadron a2,US 7th Space Warning Squadron A2,188258,a961,,ruexercises,commands,Commands,US 7th Space Warning Squadron A2,,milpress_mentionee,22968f970c5439896c5ff66714db0966,milpress_mentionee__22968f970c5439896c5ff66714db0966
7th special forces group,US 7th Special Forces Group,188258,a806,,ruexercises,commands,Commands,US 7th Special Forces Group,,milpress_mentionee,0c76418ed0c23c1eeae515d12df2d43b,milpress_mentionee__0c76418ed0c23c1eeae515d12df2d43b
7th special forces group 1st battalion,US 7th Special Forces Group 1st Battalion,188258,a806,,ruexercises,commands,Commands,US 7th Special Forces Group 1st Battalion,,milpress_mentionee,17c57f255de7d8ce12bea134502f9c62,milpress_mentionee__17c57f255de7d8ce12bea134502f9c62
7th special forces group 2nd battalion,US 7th Special Forces Group 2nd Battalion,188258,a806,,ruexercises,commands,Commands,US 7th Special Forces Group 2nd Battalion,,milpress_mentionee,644d778aa970ce4a80959f70a73859d5,milpress_mentionee__644d778aa970ce4a80959f70a73859d5
7th special forces group 3rd battalion,US 7th Special Forces Group 3rd Battalion,188258,a806,,ruexercises,commands,Commands,US 7th Special Forces Group 3rd Battalion,,milpress_mentionee,f57adc3d4e00351e064448a229dc918e,milpress_mentionee__f57adc3d4e00351e064448a229dc918e
7th special forces group 4th battalion,US 7th Special Forces Group 4th Battalion,188258,a806,,ruexercises,commands,Commands,US 7th Special Forces Group 4th Battalion,,milpress_mentionee,dac22956a455f802dc43b2bd698b395e,milpress_mentionee__dac22956a455f802dc43b2bd698b395e
7th special operations squadron,US 7th Special Operations Squadron,188258,a899,,ruexercises,commands,Commands,US 7th Special Operations Squadron,,milpress_mentionee,e88df07d8b750ad5ba2cb013613ddea0,milpress_mentionee__e88df07d8b750ad5ba2cb013613ddea0
801st special operations aircraft maintenance squadron,US 801st Special Operations Aircraft Maintenance Squadron,188258,a816,,ruexercises,commands,Commands,US 801st Special Operations Aircraft Maintenance Squadron,,milpress_mentionee,b1bd049ca62c488d526168a53a55a54a,milpress_mentionee__b1bd049ca62c488d526168a53a55a54a
802nd force support squadron,US 802nd Force Support Squadron,188258,a959,,ruexercises,commands,Commands,US 802nd Force Support Squadron,,milpress_mentionee,663884e317f79d98abf8563ccf3bbacd,milpress_mentionee__663884e317f79d98abf8563ccf3bbacd
802nd mission support group,US 802nd Mission Support Group,188258,a959,,ruexercises,commands,Commands,US 802nd Mission Support Group,,milpress_mentionee,3e3b14fecfbfa38daef01f65217b0dd9,milpress_mentionee__3e3b14fecfbfa38daef01f65217b0dd9
802nd security forces squadron,US 802nd Security Forces Squadron,188258,a959,,ruexercises,commands,Commands,US 802nd Security Forces Squadron,,milpress_mentionee,981f3b116840696c91fc814a50bcc852,milpress_mentionee__981f3b116840696c91fc814a50bcc852
803rd operations support squadron,US 803rd Operations Support Squadron,188258,a940,,ruexercises,commands,Commands,US 803rd Operations Support Squadron,,milpress_mentionee,55f970677d2842b0d7c613b78c1abc02,milpress_mentionee__55f970677d2842b0d7c613b78c1abc02
803rd operations support squadron a2,US 803rd Operations Support Squadron A2,188258,a940,,ruexercises,commands,Commands,US 803rd Operations Support Squadron A2,,milpress_mentionee,c31ae19d7b601d8b4359885b843931e8,milpress_mentionee__c31ae19d7b601d8b4359885b843931e8
805th combat test squadron,US 805th Combat Test Squadron,188258,a928,,ruexercises,commands,Commands,US 805th Combat Test Squadron,,milpress_mentionee,a982b673f40026f26ee0c6144bd612f0,milpress_mentionee__a982b673f40026f26ee0c6144bd612f0
805th combat test squadron a2,US 805th Combat Test Squadron A2,188258,a928,,ruexercises,commands,Commands,US 805th Combat Test Squadron A2,,milpress_mentionee,74eb036be08172c63d8367c89290bcf6,milpress_mentionee__74eb036be08172c63d8367c89290bcf6
805th combat training squadron,US 805th Combat Training Squadron,188258,a928,,ruexercises,commands,Commands,US 805th Combat Training Squadron,,milpress_mentionee,565bfa7281751c059def291621840108,milpress_mentionee__565bfa7281751c059def291621840108
80th fighter squadron,US 80th Fighter Squadron,188258,a1102,,ruexercises,commands,Commands,US 80th Fighter Squadron,,milpress_mentionee,df3b357d71017e42c356a2127cea725f,milpress_mentionee__df3b357d71017e42c356a2127cea725f
80th flying training wing,US 80th Flying Training Wing,188258,a1059,,ruexercises,commands,Commands,US 80th Flying Training Wing,,milpress_mentionee,7c1bc2eb6ac2118408424dc49c1d5e05,milpress_mentionee__7c1bc2eb6ac2118408424dc49c1d5e05
80th flying training wing a2,US 80th Flying Training Wing A2,188258,a1059,,ruexercises,commands,Commands,US 80th Flying Training Wing A2,,milpress_mentionee,b35e45ba9403f1ee560684b211d5e5f2,milpress_mentionee__b35e45ba9403f1ee560684b211d5e5f2
80th operations group,US 80th Operations Group,188258,a1059,,ruexercises,commands,Commands,US 80th Operations Group,,milpress_mentionee,df8c651080b334fcab24e75087fa15ae,milpress_mentionee__df8c651080b334fcab24e75087fa15ae
80th operations group a2,US 80th Operations Group A2,188258,a1059,,ruexercises,commands,Commands,US 80th Operations Group A2,,milpress_mentionee,62884aaf638eeee8797d82c815ac250c,milpress_mentionee__62884aaf638eeee8797d82c815ac250c
80th operations support squadron,US 80th Operations Support Squadron,188258,a1059,,ruexercises,commands,Commands,US 80th Operations Support Squadron,,milpress_mentionee,9bc23786d78252ffce2787a8773f382d,milpress_mentionee__9bc23786d78252ffce2787a8773f382d
80th operations support squadron a2,US 80th Operations Support Squadron A2,188258,a1059,,ruexercises,commands,Commands,US 80th Operations Support Squadron A2,,milpress_mentionee,26d22e0560e70b72bd0a969a19b6516c,milpress_mentionee__26d22e0560e70b72bd0a969a19b6516c
811th operations group,US 811th Operations Group,188258,a938,,ruexercises,commands,Commands,US 811th Operations Group,,milpress_mentionee,cd69056a0ffd08eef86aeb3fa08f3366,milpress_mentionee__cd69056a0ffd08eef86aeb3fa08f3366
811th operations support squadron a2,US 811th Operations Support Squadron A2,188258,a938,,ruexercises,commands,Commands,US 811th Operations Support Squadron A2,,milpress_mentionee,5c7fd40b5622ec328266dd88f9546fbf,milpress_mentionee__5c7fd40b5622ec328266dd88f9546fbf
811th security forces squadron,US 811th Security Forces Squadron,188258,a938,,ruexercises,commands,Commands,US 811th Security Forces Squadron,,milpress_mentionee,df7e7eb3958fcfd40a176be9c8b762ee,milpress_mentionee__df7e7eb3958fcfd40a176be9c8b762ee
811th security forces squadron a3,US 811th Security Forces Squadron A3,188258,a938,,ruexercises,commands,Commands,US 811th Security Forces Squadron A3,,milpress_mentionee,2c1fa4f8a3f5869ed5f14a3609b45727,milpress_mentionee__2c1fa4f8a3f5869ed5f14a3609b45727
812th civil engineer squadron,US 812th Civil Engineer Squadron,188258,a1120,,ruexercises,commands,Commands,US 812th Civil Engineer Squadron,,milpress_mentionee,a0c22d2e678398c0513984e9bfaf26fe,milpress_mentionee__a0c22d2e678398c0513984e9bfaf26fe
812th test support squadron,US 812th Test Support Squadron,188258,a1120,,ruexercises,commands,Commands,US 812th Test Support Squadron,,milpress_mentionee,42d668c568d37ac5e702a484d12dd234,milpress_mentionee__42d668c568d37ac5e702a484d12dd234
812th test support squadron a2,US 812th Test Support Squadron A2,188258,a1120,,ruexercises,commands,Commands,US 812th Test Support Squadron A2,,milpress_mentionee,6dadc951ac00d0704290df61f787a9c8,milpress_mentionee__6dadc951ac00d0704290df61f787a9c8
818th contingency response group,US 818th Contingency Response Group,188258,a914,,ruexercises,commands,Commands,US 818th Contingency Response Group,,milpress_mentionee,18df62526af23a923ac70d4ecc0e362c,milpress_mentionee__18df62526af23a923ac70d4ecc0e362c
818th mobility support advisory squadron,US 818th Mobility Support Advisory Squadron,188258,a914,,ruexercises,commands,Commands,US 818th Mobility Support Advisory Squadron,,milpress_mentionee,1b6c8350e83fa1bac8459a8ea5d259f7,milpress_mentionee__1b6c8350e83fa1bac8459a8ea5d259f7
818th mobility support advisory squadron command post,US 818th Mobility Support Advisory Squadron Command Post,188258,a914,,ruexercises,commands,Commands,US 818th Mobility Support Advisory Squadron Command Post,,milpress_mentionee,00ac9a23a777cc4077e20c9831da5af9,milpress_mentionee__00ac9a23a777cc4077e20c9831da5af9
818th operations support squadron,US 818th Operations Support Squadron,188258,a956,,ruexercises,commands,Commands,US 818th Operations Support Squadron,,milpress_mentionee,0dd7f359d91269e269a3aa44c8d467eb,milpress_mentionee__0dd7f359d91269e269a3aa44c8d467eb
818th operations support squadron a2,US 818th Operations Support Squadron A2,188258,a956,,ruexercises,commands,Commands,US 818th Operations Support Squadron A2,,milpress_mentionee,c8646a91c083771c278f609d10612b05,milpress_mentionee__c8646a91c083771c278f609d10612b05
819th expeditionary red horse squadron,US 819th Expeditionary Red Horse Squadron,188258,a1096,,ruexercises,commands,Commands,US 819th Expeditionary Red Horse Squadron,,milpress_mentionee,6fa3387b593e4aa36982777dea351f76,milpress_mentionee__6fa3387b593e4aa36982777dea351f76
81st air control squadron,US 81st Air Control Squadron,188258,a1037,,ruexercises,commands,Commands,US 81st Air Control Squadron,,milpress_mentionee,8e28e63c3830ba80b24ae8055b5898a1,milpress_mentionee__8e28e63c3830ba80b24ae8055b5898a1
81st expeditionary rescue squadron,US 81st Expeditionary Rescue Squadron,188258,a957,,ruexercises,commands,Commands,US 81st Expeditionary Rescue Squadron,,milpress_mentionee,9b31f839b8c6610f1aaa5bbd48edb2c6,milpress_mentionee__9b31f839b8c6610f1aaa5bbd48edb2c6
81st fighter squadron,US 81st Fighter Squadron,188258,a983,,ruexercises,commands,Commands,US 81st Fighter Squadron,,milpress_mentionee,554c1506a67333c83d903f82f9d8ad4c,milpress_mentionee__554c1506a67333c83d903f82f9d8ad4c
81st mission support group,US 81st Mission Support Group,188258,a1087,,ruexercises,commands,Commands,US 81st Mission Support Group,,milpress_mentionee,91d3641265ba5013ed8c6588d7d7ea5c,milpress_mentionee__91d3641265ba5013ed8c6588d7d7ea5c
81st sbct,US 81st SBCT,188258,a1166,,ruexercises,commands,Commands,US 81st SBCT,,milpress_mentionee,63dfae4319d46f1badebe194069c4f18,milpress_mentionee__63dfae4319d46f1badebe194069c4f18
81st security forces squadron,US 81st Security Forces Squadron,188258,a1087,,ruexercises,commands,Commands,US 81st Security Forces Squadron,,milpress_mentionee,2397fe03f72175417d1dfc6a0dda5965,milpress_mentionee__2397fe03f72175417d1dfc6a0dda5965
81st training group,US 81st Training Group,188258,a1087,,ruexercises,commands,Commands,US 81st Training Group,,milpress_mentionee,67f1b6b0a34c80484ec010a8a83efcdf,milpress_mentionee__67f1b6b0a34c80484ec010a8a83efcdf
81st training wing,US 81st Training Wing,188258,a1087,,ruexercises,commands,Commands,US 81st Training Wing,,milpress_mentionee,470f14212e6ba064270afc344c8cadf2,milpress_mentionee__470f14212e6ba064270afc344c8cadf2
81st training wing command post,US 81st Training Wing Command Post,188258,a1087,,ruexercises,commands,Commands,US 81st Training Wing Command Post,,milpress_mentionee,4e722a47d557ec2c20cdc052258dec8f,milpress_mentionee__4e722a47d557ec2c20cdc052258dec8f
820th base defense group,US 820th Base Defense Group,188258,a1041,,ruexercises,commands,Commands,US 820th Base Defense Group,,milpress_mentionee,cd4bcaf06a68dda745ac9e3ccb8eb745,milpress_mentionee__cd4bcaf06a68dda745ac9e3ccb8eb745
820th combat operations squadron,US 820th Combat Operations Squadron,188258,a1041,,ruexercises,commands,Commands,US 820th Combat Operations Squadron,,milpress_mentionee,555f3401d7bb377b8943f1c15cbc8c39,milpress_mentionee__555f3401d7bb377b8943f1c15cbc8c39
820th intelligence squadron,US 820th Intelligence Squadron,188258,a778,,ruexercises,commands,Commands,US 820th Intelligence Squadron,,milpress_mentionee,20a7cde84f8b49d227acfde91705bd75,milpress_mentionee__20a7cde84f8b49d227acfde91705bd75
820th intelligence squadron a2,US 820th Intelligence Squadron A2,188258,a778,,ruexercises,commands,Commands,US 820th Intelligence Squadron A2,,milpress_mentionee,7d8a4a23ed86aba763e9fdebc826e60e,milpress_mentionee__7d8a4a23ed86aba763e9fdebc826e60e
821st air base group,US 821st Air Base Group,188258,a962,,ruexercises,commands,Commands,US 821st Air Base Group,,milpress_mentionee,3d61a956fdf0631116375c036e784465,milpress_mentionee__3d61a956fdf0631116375c036e784465
821st contingency response group,US 821st Contingency Response Group,188258,a914,,ruexercises,commands,Commands,US 821st Contingency Response Group,,milpress_mentionee,2ebe9a723d697fb633418bf3aa10e9de,milpress_mentionee__2ebe9a723d697fb633418bf3aa10e9de
821st contingency response squadron,US 821st Contingency Response Squadron,188258,a914,,ruexercises,commands,Commands,US 821st Contingency Response Squadron,,milpress_mentionee,e23ffa49c5ace0b0d0a68f9bd99a267a,milpress_mentionee__e23ffa49c5ace0b0d0a68f9bd99a267a
821st contingency response squadron a2,US 821st Contingency Response Squadron A2,188258,a914,,ruexercises,commands,Commands,US 821st Contingency Response Squadron A2,,milpress_mentionee,ace408c61a338fed21052a6a0f97dbe0,milpress_mentionee__ace408c61a338fed21052a6a0f97dbe0
821st contingency response squadron a3,US 821st Contingency Response Squadron A3,188258,a914,,ruexercises,commands,Commands,US 821st Contingency Response Squadron A3,,milpress_mentionee,7f286929e956ee6a381f4f5169e3f959,milpress_mentionee__7f286929e956ee6a381f4f5169e3f959
821st contingency response support squadron,US 821st Contingency Response Support Squadron,188258,a914,,ruexercises,commands,Commands,US 821st Contingency Response Support Squadron,,milpress_mentionee,dbb2fdcc9298d3b578c96fff4e80f39d,milpress_mentionee__dbb2fdcc9298d3b578c96fff4e80f39d
821st contingency response support squadron a2,US 821st Contingency Response Support Squadron A2,188258,a914,,ruexercises,commands,Commands,US 821st Contingency Response Support Squadron A2,,milpress_mentionee,61d2610baad2edc79063bca18c8ac7db,milpress_mentionee__61d2610baad2edc79063bca18c8ac7db
821st security forces squadron,US 821st Security Forces Squadron,188258,a962,,ruexercises,commands,Commands,US 821st Security Forces Squadron,,milpress_mentionee,c4d91f11d9476602ae6aba950b76508f,milpress_mentionee__c4d91f11d9476602ae6aba950b76508f
822nd base defense squadron,US 822nd Base Defense Squadron,188258,a1041,,ruexercises,commands,Commands,US 822nd Base Defense Squadron,,milpress_mentionee,b9befbc130314a1c0a599f1ba538d3ce,milpress_mentionee__b9befbc130314a1c0a599f1ba538d3ce
823rd base defense squadron,US 823rd Base Defense Squadron,188258,a1041,,ruexercises,commands,Commands,US 823rd Base Defense Squadron,,milpress_mentionee,d91ede51ac08378b8e3a41c570362331,milpress_mentionee__d91ede51ac08378b8e3a41c570362331
823rd base defense squadron a2,US 823rd Base Defense Squadron A2,188258,a1041,,ruexercises,commands,Commands,US 823rd Base Defense Squadron A2,,milpress_mentionee,4ca02790d17286fb97c93427ccabf9ec,milpress_mentionee__4ca02790d17286fb97c93427ccabf9ec
824th base defense squadron,US 824th Base Defense Squadron,188258,a1041,,ruexercises,commands,Commands,US 824th Base Defense Squadron,,milpress_mentionee,0248d4b6c28067b6cfb2b226b0bf2c8b,milpress_mentionee__0248d4b6c28067b6cfb2b226b0bf2c8b
82nd airborne division 2nd brigade combat team,US 82nd Airborne Division 2nd Brigade Combat Team,188258,a811,,ruexercises,commands,Commands,US 82nd Airborne Division 2nd Brigade Combat Team,,milpress_mentionee,38ffe431626e9e4611e147de4f7c538a,milpress_mentionee__38ffe431626e9e4611e147de4f7c538a
82nd airborne division 3rd brigade combat team,US 82nd Airborne Division 3rd Brigade Combat Team,188258,a811,,ruexercises,commands,Commands,US 82nd Airborne Division 3rd Brigade Combat Team,,milpress_mentionee,a7892360683fd01a3a2f2a3ee71f230a,milpress_mentionee__a7892360683fd01a3a2f2a3ee71f230a
82nd airborne division sustainment brigade,US 82nd Airborne Division Sustainment Brigade,188258,a811,,ruexercises,commands,Commands,US 82nd Airborne Division Sustainment Brigade,,milpress_mentionee,229b39eb10469a0655c9e29145f52f6a,milpress_mentionee__229b39eb10469a0655c9e29145f52f6a
82nd expeditionary rescue squadron,US 82nd Expeditionary Rescue Squadron,188258,a957,,ruexercises,commands,Commands,US 82nd Expeditionary Rescue Squadron,,milpress_mentionee,af2ca4935af0042cf587cd2f2cbf8d0e,milpress_mentionee__af2ca4935af0042cf587cd2f2cbf8d0e
82nd reconnaissance squadron,US 82nd Reconnaissance Squadron,188258,a1024,,ruexercises,commands,Commands,US 82nd Reconnaissance Squadron,,milpress_mentionee,8823a10765c56430bb1434b556a7f3f1,milpress_mentionee__8823a10765c56430bb1434b556a7f3f1
82nd reconnaissance squadron a2,US 82nd Reconnaissance Squadron A2,188258,a1024,,ruexercises,commands,Commands,US 82nd Reconnaissance Squadron A2,,milpress_mentionee,59c91cf79f7e1c91dff21b51dda44d6f,milpress_mentionee__59c91cf79f7e1c91dff21b51dda44d6f
82nd training group,US 82nd Training Group,188258,a1059,,ruexercises,commands,Commands,US 82nd Training Group,,milpress_mentionee,ec2bac931247249805b5618215c5c134,milpress_mentionee__ec2bac931247249805b5618215c5c134
82nd training wing,US 82nd Training Wing,188258,a1059,,ruexercises,commands,Commands,US 82nd Training Wing,,milpress_mentionee,41c314278dd44c80224be62c1297bdb0,milpress_mentionee__41c314278dd44c80224be62c1297bdb0
82nd training wing command post,US 82nd Training Wing Command Post,188258,a1059,,ruexercises,commands,Commands,US 82nd Training Wing Command Post,,milpress_mentionee,e352c0aeb3f88a1ec48786e53e444a8a,milpress_mentionee__e352c0aeb3f88a1ec48786e53e444a8a
837th training squadron,US 837th Training Squadron,188258,a1143,,ruexercises,commands,Commands,US 837th Training Squadron,,milpress_mentionee,b13dcc9030d7f06b09a23c880ea116e6,milpress_mentionee__b13dcc9030d7f06b09a23c880ea116e6
83rd civil affairs battalion,US 83rd Civil Affairs Battalion,188258,a811,,ruexercises,commands,Commands,US 83rd Civil Affairs Battalion,,milpress_mentionee,3a8d76b9b0fdecb8616639d53b4f31bb,milpress_mentionee__3a8d76b9b0fdecb8616639d53b4f31bb
83rd network operations squadron,US 83rd Network Operations Squadron,188258,a807,,ruexercises,commands,Commands,US 83rd Network Operations Squadron,,milpress_mentionee,db57d1840c7e80ecf93aea2f9e4d2cf7,milpress_mentionee__db57d1840c7e80ecf93aea2f9e4d2cf7
844th communications group,US 844th Communications Group,188258,a925,,ruexercises,commands,Commands,US 844th Communications Group,,milpress_mentionee,0939f0e04657c38749aa53f33811538d,milpress_mentionee__0939f0e04657c38749aa53f33811538d
844th communications squadron,US 844th Communications Squadron,188258,a925,,ruexercises,commands,Commands,US 844th Communications Squadron,,milpress_mentionee,9b8d9289395620d1822e8e779e15caf8,milpress_mentionee__9b8d9289395620d1822e8e779e15caf8
844th communications squadron command post,US 844th Communications Squadron Command Post,188258,a925,,ruexercises,commands,Commands,US 844th Communications Squadron Command Post,,milpress_mentionee,944c6cf1fca9a40b58b972cca11dac48,milpress_mentionee__944c6cf1fca9a40b58b972cca11dac48
846th test squadron,US 846th Test Squadron,188258,a1016,,ruexercises,commands,Commands,US 846th Test Squadron,,milpress_mentionee,85ace55435143a7a51d0e73ec784c71b,milpress_mentionee__85ace55435143a7a51d0e73ec784c71b
84th test and evaluation squadron,US 84th Test and Evaluation Squadron,188258,a806,,ruexercises,commands,Commands,US 84th Test and Evaluation Squadron,,milpress_mentionee,e38e98bd31c3c43d4dd80e9074af6269,milpress_mentionee__e38e98bd31c3c43d4dd80e9074af6269
859th special operations squadron,US 859th Special Operations Squadron,188258,a1139,,ruexercises,commands,Commands,US 859th Special Operations Squadron,,milpress_mentionee,faa7405995e50495e1d507fd1022b6d3,milpress_mentionee__faa7405995e50495e1d507fd1022b6d3
85th test evaluation squadron,US 85th Test Evaluation Squadron,188258,a806,,ruexercises,commands,Commands,US 85th Test Evaluation Squadron,,milpress_mentionee,2d278611f543a3704fc37f915069d7dc,milpress_mentionee__2d278611f543a3704fc37f915069d7dc
860th air maintenance squadron,US 860th Air Maintenance Squadron,188258,a1058,,ruexercises,commands,Commands,US 860th Air Maintenance Squadron,,milpress_mentionee,35a3fd1cc7e60cd9c45a99e767261f88,milpress_mentionee__35a3fd1cc7e60cd9c45a99e767261f88
867th reconnaissance squadron,US 867th Reconnaissance Squadron,188258,a937,,ruexercises,commands,Commands,US 867th Reconnaissance Squadron,,milpress_mentionee,a4c49747212d33ca5df6a18443ed95ca,milpress_mentionee__a4c49747212d33ca5df6a18443ed95ca
86th airlift wing,US 86th Airlift Wing,188258,a820,,ruexercises,commands,Commands,US 86th Airlift Wing,,milpress_mentionee,fd9d6f26f987314150e08d9a14629b67,milpress_mentionee__fd9d6f26f987314150e08d9a14629b67
86th airlift wing command post,US 86th Airlift Wing Command Post,188258,a820,,ruexercises,commands,Commands,US 86th Airlift Wing Command Post,,milpress_mentionee,c23c16bc838b912513c758787fc7255c,milpress_mentionee__c23c16bc838b912513c758787fc7255c
86th civil engineer group,US 86th Civil Engineer Group,188258,a820,,ruexercises,commands,Commands,US 86th Civil Engineer Group,,milpress_mentionee,0eb448d428fc0b39d79d260b9eb4edc1,milpress_mentionee__0eb448d428fc0b39d79d260b9eb4edc1
86th civil engineer squadron,US 86th Civil Engineer Squadron,188258,a820,,ruexercises,commands,Commands,US 86th Civil Engineer Squadron,,milpress_mentionee,f50cae5188dc8003ba42dedc87e9fe79,milpress_mentionee__f50cae5188dc8003ba42dedc87e9fe79
86th infantry brigade combat team,US 86th Infantry Brigade Combat Team,188258,a1167,,ruexercises,commands,Commands,US 86th Infantry Brigade Combat Team,,milpress_mentionee,973ed5c1f5a4f82fd2c8d19d5b4f5e43,milpress_mentionee__973ed5c1f5a4f82fd2c8d19d5b4f5e43
86th mission support group,US 86th Mission Support Group,188258,a820,,ruexercises,commands,Commands,US 86th Mission Support Group,,milpress_mentionee,014bd6c53164cc881d6c9a023ac1c423,milpress_mentionee__014bd6c53164cc881d6c9a023ac1c423
86th operations group,US 86th Operations Group,188258,a820,,ruexercises,commands,Commands,US 86th Operations Group,,milpress_mentionee,1e575f3fb2d125ac100a8258c332a0bb,milpress_mentionee__1e575f3fb2d125ac100a8258c332a0bb
86th operations support squadron,US 86th Operations Support Squadron,188258,a820,,ruexercises,commands,Commands,US 86th Operations Support Squadron,,milpress_mentionee,b853982a9d70640dda2682c5fbc1ba64,milpress_mentionee__b853982a9d70640dda2682c5fbc1ba64
86th operations support squadron a2,US 86th Operations Support Squadron A2,188258,a820,,ruexercises,commands,Commands,US 86th Operations Support Squadron A2,,milpress_mentionee,7c3fd8969d40e79648c9583dcbb22b6f,milpress_mentionee__7c3fd8969d40e79648c9583dcbb22b6f
86th security forces squadron,US 86th Security Forces Squadron,188258,a820,,ruexercises,commands,Commands,US 86th Security Forces Squadron,,milpress_mentionee,f00e26ba046898dbcbd9323c62963a62,milpress_mentionee__f00e26ba046898dbcbd9323c62963a62
870th air expeditionary squadron,US 870th Air Expeditionary Squadron,188258,a1168,,ruexercises,commands,Commands,US 870th Air Expeditionary Squadron,,milpress_mentionee,68550fcb0d5360032d824e41e979a062,milpress_mentionee__68550fcb0d5360032d824e41e979a062
870th air expeditionary squadron command post,US 870th Air Expeditionary Squadron Command Post,188258,a819,,ruexercises,commands,Commands,US 870th Air Expeditionary Squadron Command Post,,milpress_mentionee,9232a5eda4aefcaebd2b20789e60d61c,milpress_mentionee__9232a5eda4aefcaebd2b20789e60d61c
87th air base wing,US 87th Air Base Wing,188258,a914,,ruexercises,commands,Commands,US 87th Air Base Wing,,milpress_mentionee,94f495ebccadaaf332ce718b265e8ee9,milpress_mentionee__94f495ebccadaaf332ce718b265e8ee9
87th air base wing command post,US 87th Air Base Wing Command Post,188258,a914,,ruexercises,commands,Commands,US 87th Air Base Wing Command Post,,milpress_mentionee,7ee22a03a643eee33ef28c143c878f09,milpress_mentionee__7ee22a03a643eee33ef28c143c878f09
87th civil engineer squadron,US 87th Civil Engineer Squadron,188258,a914,,ruexercises,commands,Commands,US 87th Civil Engineer Squadron,,milpress_mentionee,4fd617e9b87e4dcbbe3b10d55e74377c,milpress_mentionee__4fd617e9b87e4dcbbe3b10d55e74377c
87th logistics readiness squadron,US 87th Logistics Readiness Squadron,188258,a914,,ruexercises,commands,Commands,US 87th Logistics Readiness Squadron,,milpress_mentionee,e11cc1854a2586f880bd7cddd61d5b8d,milpress_mentionee__e11cc1854a2586f880bd7cddd61d5b8d
87th medical group,US 87th Medical Group,188258,a914,,ruexercises,commands,Commands,US 87th Medical Group,,milpress_mentionee,89b9500cd628106a1ba46c610f123793,milpress_mentionee__89b9500cd628106a1ba46c610f123793
87th medical support squadron,US 87th Medical Support Squadron,188258,a914,,ruexercises,commands,Commands,US 87th Medical Support Squadron,,milpress_mentionee,fb9bf46f2b5545d34d95b68649f3863e,milpress_mentionee__fb9bf46f2b5545d34d95b68649f3863e
87th medical support squadron command post,US 87th Medical Support Squadron Command Post,188258,a914,,ruexercises,commands,Commands,US 87th Medical Support Squadron Command Post,,milpress_mentionee,56014a0821f9958796d327e911e24c71,milpress_mentionee__56014a0821f9958796d327e911e24c71
