keyword,caption_name,location,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
kaifeng nanjiao airport,"Chinese Air Force Kaifeng Air Base in Kaifeng, China","114.343333333,34.756111111",forbase210,CompanyKeyword,"Chinese Air Force Kaifeng Air Base in Kaifeng, China",,dgm_foreignbases,19555d3d3af04e5eafa2a1ceef9615eb,dgm_foreignbases__19555d3d3af04e5eafa2a1ceef9615eb
kakabeka falls training area,"Canadian Armed Forces Kakabeka Falls Training Area in Thunder Bay, Canada","-89.61685,48.4001",forbase109,space,"Canadian Armed Forces Kakabeka Falls Training Area in Thunder Bay, Canada",,dgm_foreignbases,d0eeac45cfc1259aa2164761315abdae,dgm_foreignbases__d0eeac45cfc1259aa2164761315abdae
kakabeka falls training area,"Canadian Armed Forces Kakabeka Falls Training Area in Thunder Bay, Canada","-89.61685,48.4001",forbase109,ForeignMinister,"Canadian Armed Forces Kakabeka Falls Training Area in Thunder Bay, Canada",,dgm_foreignbases,d0eeac45cfc1259aa2164761315abdae,dgm_foreignbases__d0eeac45cfc1259aa2164761315abdae
kangaroo flats training area,"Australian Army installation Kangaroo Flats Training Area in Berry Springs, Australia","130.825833333,-12.792777777",forbase211,space,"Australian Army installation Kangaroo Flats Training Area in Berry Springs, Australia",,dgm_foreignbases,7e1705a9414590ab7ae8956dabd2cee4,dgm_foreignbases__7e1705a9414590ab7ae8956dabd2cee4
kangaroo flats training area,"Australian Army installation Kangaroo Flats Training Area in Berry Springs, Australia","130.825833333,-12.792777777",forbase211,Diplomat,"Australian Army installation Kangaroo Flats Training Area in Berry Springs, Australia",,dgm_foreignbases,7e1705a9414590ab7ae8956dabd2cee4,dgm_foreignbases__7e1705a9414590ab7ae8956dabd2cee4
katterbach kaserne,"US Army Katterbach Kaserne in Katterbach, Germany","10.638667,49.308167",forbase212,AAEntity,"US Army Katterbach Kaserne in Katterbach, Germany",,dgm_foreignbases,65a1854e8187bf3d3e2ce0dc65de6414,dgm_foreignbases__65a1854e8187bf3d3e2ce0dc65de6414
katterbach kaserne,"US Army Katterbach Kaserne in Katterbach, Germany","10.638667,49.308167",forbase212,ForeignMinistry,"US Army Katterbach Kaserne in Katterbach, Germany",,dgm_foreignbases,65a1854e8187bf3d3e2ce0dc65de6414,dgm_foreignbases__65a1854e8187bf3d3e2ce0dc65de6414
katterbach/bismarck kaserne,"US Army Katterbach Kaserne in Katterbach, Germany","10.638667,49.308167",forbase212,Exec,"US Army Katterbach Kaserne in Katterbach, Germany",,dgm_foreignbases,65a1854e8187bf3d3e2ce0dc65de6414,dgm_foreignbases__65a1854e8187bf3d3e2ce0dc65de6414
kaufbeuren air base,"German Air Force Kaufbeuren Air Base in Kaufbeuren, Germany","10.613,47.8724",forbase137,Organization,"German Air Force Kaufbeuren Air Base in Kaufbeuren, Germany",,dgm_foreignbases,db84b8db513e78e3f2f58d7596c812a7,dgm_foreignbases__db84b8db513e78e3f2f58d7596c812a7
kenebetsu air base,"JASDF Kenebetsu Airbase in Betsukai, Hokkaido Prefecture, Japan","144.74139,43.42472",forbase213,IndustryTerm,"JASDF Kenebetsu Airbase in Betsukai, Hokkaido Prefecture, Japan",,dgm_foreignbases,37fdccbec2c35f07973cc23e2b052a3b,dgm_foreignbases__37fdccbec2c35f07973cc23e2b052a3b
kfta,"Australian Army installation Kangaroo Flats Training Area in Berry Springs, Australia","130.825833333,-12.792777777",forbase211,Legislator,"Australian Army installation Kangaroo Flats Training Area in Berry Springs, Australia",,dgm_foreignbases,7e1705a9414590ab7ae8956dabd2cee4,dgm_foreignbases__7e1705a9414590ab7ae8956dabd2cee4
kinbundai ammunition branch,"JGSDF Vice-Camp Chikabumidai in Asahikawa, Hokkaido Prefecture, Japan","142.338266,43.808827",forbase203,Legislator,"JGSDF Vice-Camp Chikabumidai in Asahikawa, Hokkaido Prefecture, Japan",,dgm_foreignbases,c993a9b11baecd0a1d9dd69d1df05556,dgm_foreignbases__c993a9b11baecd0a1d9dd69d1df05556
kinbundai branch,"JGSDF Vice-Camp Chikabumidai in Asahikawa, Hokkaido Prefecture, Japan","142.338266,43.808827",forbase203,space,"JGSDF Vice-Camp Chikabumidai in Asahikawa, Hokkaido Prefecture, Japan",,dgm_foreignbases,c993a9b11baecd0a1d9dd69d1df05556,dgm_foreignbases__c993a9b11baecd0a1d9dd69d1df05556
kita chitose,"JGSDF Camp Kitachitose in Hokkaido Prefecture, Japan","141.61472,42.8225",forbase191,Diplomat,"JGSDF Camp Kitachitose in Hokkaido Prefecture, Japan",,dgm_foreignbases,19e35a01ca901ce6ae8b6e8dc93a6c94,dgm_foreignbases__19e35a01ca901ce6ae8b6e8dc93a6c94
kohhaido supply office,"JGSDF Vice-Camp Chikabumidai in Asahikawa, Hokkaido Prefecture, Japan","142.338266,43.808827",forbase203,Media,"JGSDF Vice-Camp Chikabumidai in Asahikawa, Hokkaido Prefecture, Japan",,dgm_foreignbases,c993a9b11baecd0a1d9dd69d1df05556,dgm_foreignbases__c993a9b11baecd0a1d9dd69d1df05556
komaki air base,"JASDF Kamake Airfield in Nagoya, Aichi Prefecture, Japan","136.924444444,35.255",forbase214,Person,"JASDF Kamake Airfield in Nagoya, Aichi Prefecture, Japan",,dgm_foreignbases,957f83a132a1c56aba5b4538f3c80743,dgm_foreignbases__957f83a132a1c56aba5b4538f3c80743
komaki airport,"JASDF Kamake Airfield in Nagoya, Aichi Prefecture, Japan","136.924444444,35.255",forbase214,Shipping,"JASDF Kamake Airfield in Nagoya, Aichi Prefecture, Japan",,dgm_foreignbases,957f83a132a1c56aba5b4538f3c80743,dgm_foreignbases__957f83a132a1c56aba5b4538f3c80743
komatsu airbase,"JASDF Komatsu Airbase in Ishikawa Prefecture, Japan","134.626389,34.005278",forbase62,ForeignMinister,"JASDF Komatsu Airbase in Ishikawa Prefecture, Japan",,dgm_foreignbases,f2ab964c8b459743fb05f96409d4c022,dgm_foreignbases__f2ab964c8b459743fb05f96409d4c022
komatsu base,"JASDF Komatsu Airbase in Ishikawa Prefecture, Japan","134.626389,34.005278",forbase62,Pipeline,"JASDF Komatsu Airbase in Ishikawa Prefecture, Japan",,dgm_foreignbases,f2ab964c8b459743fb05f96409d4c022,dgm_foreignbases__f2ab964c8b459743fb05f96409d4c022
kunsan air base,US Air Force Kunsan Air Base,"126.615833333,35.903611111",forbase215,DiplomaticFacilities,US Air Force Kunsan Air Base,,dgm_foreignbases,10f8302e36530d8aa9df72f5ff93a129,dgm_foreignbases__10f8302e36530d8aa9df72f5ff93a129
kunsan k-8 air base,US Air Force Kunsan Air Base,"126.615833333,35.903611111",forbase215,Person,US Air Force Kunsan Air Base,,dgm_foreignbases,10f8302e36530d8aa9df72f5ff93a129,dgm_foreignbases__10f8302e36530d8aa9df72f5ff93a129
kyoga-misaki communications site,"US Army Kyoga-misaki Communications Site in Kyoto, Japan","135.195277777,35.766666666",forbase216,DiplomaticFacilities,"US Army Kyoga-misaki Communications Site in Kyoto, Japan",,dgm_foreignbases,80833e64c10c8ed17a8e808fb06a6820,dgm_foreignbases__80833e64c10c8ed17a8e808fb06a6820
kyōgamisaki sub base,"JASDF Kyogamisaki Sub Base in Kyoto Prefecture, Japan","135.193194,35.766444",forbase217,space,"JASDF Kyogamisaki Sub Base in Kyoto Prefecture, Japan",,dgm_foreignbases,e1caa1dff343a546211b2d29cab61f31,dgm_foreignbases__e1caa1dff343a546211b2d29cab61f31
"l'aeroporto ""bartolomeo arrigoni"" di sarzana-luni","Italian Navy Sarzana-Luni Military Airfield in Sarzana, Italy","9.98888889,44.08888889",forbase218,Keyphrase,"Italian Navy Sarzana-Luni Military Airfield in Sarzana, Italy",,dgm_foreignbases,248da00c7ee18774294a28844b5a825c,dgm_foreignbases__248da00c7ee18774294a28844b5a825c
l'aeroporto di casarsa della delizia,"Italian Army Casarsa della Delizia Military Airfield in Casarca, Italy","12.81888889,45.95305556",forbase103,AAEntity,"Italian Army Casarsa della Delizia Military Airfield in Casarca, Italy",,dgm_foreignbases,9b68e2dc330081c330dcca9c3e564df5,dgm_foreignbases__9b68e2dc330081c330dcca9c3e564df5
l'aeroporto militare di ghedi,"Italian Air Force Ghedi Air Base in Ghedi, Italy","10.26766667,45.43216667",forbase153,DiplomaticFacilities,"Italian Air Force Ghedi Air Base in Ghedi, Italy",,dgm_foreignbases,e10265a076dcbadf69e3f8d4fab812c5,dgm_foreignbases__e10265a076dcbadf69e3f8d4fab812c5
"l'aeroporto militare di gioia del colle ""antonio ramirez""","Italian Air Force Gioia del Colle Air Base in Bari, Italy","16.933333333,40.767833333",forbase42,Keyphrase,"Italian Air Force Gioia del Colle Air Base in Bari, Italy",,dgm_foreignbases,d2e8b66ac2e0a2f407309ec7964d4c3b,dgm_foreignbases__d2e8b66ac2e0a2f407309ec7964d4c3b
l'aeroporto militare mario de bernardi,"Italian Air Force Pratica di Mare Air Base in Pomezia, Italy","12.44518333,41.65452222",forbase219,Legislator,"Italian Air Force Pratica di Mare Air Base in Pomezia, Italy",,dgm_foreignbases,2e2ef14077786539f2cafd442b54aef4,dgm_foreignbases__2e2ef14077786539f2cafd442b54aef4
l’aeroporto militare di decimomannu,"Italian Air Force Decimomannu Air Base in Decimomannu, Italy","8.972480555,39.354222222",forbase124,DiplomaticFacilities,"Italian Air Force Decimomannu Air Base in Decimomannu, Italy",,dgm_foreignbases,d15c5b7a64dfd205bf61ab9f6045a921,dgm_foreignbases__d15c5b7a64dfd205bf61ab9f6045a921
l’aeroporto militare di furbara,"Italian Air Force Furbara Airport in Furbara, Italy","12.0158,41.9969",forbase150,Keyphrase,"Italian Air Force Furbara Airport in Furbara, Italy",,dgm_foreignbases,cb90a360dded6f0c356583203143fd5f,dgm_foreignbases__cb90a360dded6f0c356583203143fd5f
la réunion air detachment,French Air and Space Force Air detachment 181 in La Réunion,"55.516388888,-20.89",forbase39,News,French Air and Space Force Air detachment 181 in La Réunion,,dgm_foreignbases,160a84a79aac793c672c21a4c9e9f914,dgm_foreignbases__160a84a79aac793c672c21a4c9e9f914
la spezia naval base,"Italian Navy La Spezia Naval Base in La Spezia, Italy","9.81666667,44.1",forbase67,Exec,"Italian Navy La Spezia Naval Base in La Spezia, Italy",,dgm_foreignbases,f9a2ba13b8de22390165d33d7afa75c8,dgm_foreignbases__f9a2ba13b8de22390165d33d7afa75c8
landivisiau airbase,"French Naval Air Base Landivisiau in Finistère, France","-4.15166667,48.53027778",forbase60,Organization,"French Naval Air Base Landivisiau in Finistère, France",,dgm_foreignbases,2916375f525450744747b0cc0763bc10,dgm_foreignbases__2916375f525450744747b0cc0763bc10
landivisiau naval air base,"French Naval Air Base Landivisiau in Finistère, France","-4.15166667,48.53027778",forbase60,Exec,"French Naval Air Base Landivisiau in Finistère, France",,dgm_foreignbases,2916375f525450744747b0cc0763bc10,dgm_foreignbases__2916375f525450744747b0cc0763bc10
landsberg-lech air base,"German Air Force Landsberg-Lech Air Base in Landsberg am Lech, Germany","10.91,48.0731",forbase138,CompanyKeyword,"German Air Force Landsberg-Lech Air Base in Landsberg am Lech, Germany",,dgm_foreignbases,5cc1fa99718d8f0897a98bbb1af518ba,dgm_foreignbases__5cc1fa99718d8f0897a98bbb1af518ba
lann bihoue naval air base,"French Naval Air Base Lann-Bihoué in Lorient, France","-3.43967,47.7609",forbase61,space,"French Naval Air Base Lann-Bihoué in Lorient, France",,dgm_foreignbases,e1835f0c143681745176d7eb1a880fce,dgm_foreignbases__e1835f0c143681745176d7eb1a880fce
lann-bihoué naval airbase,"French Naval Air Base Lann-Bihoué in Lorient, France","-3.43967,47.7609",forbase61,ForeignMinistry,"French Naval Air Base Lann-Bihoué in Lorient, France",,dgm_foreignbases,e1835f0c143681745176d7eb1a880fce,dgm_foreignbases__e1835f0c143681745176d7eb1a880fce
laupheim air base,"German Air Force Laupheim Air Base in Laupheim, Germany","9.91002,48.2203",forbase220,Legislator,"German Air Force Laupheim Air Base in Laupheim, Germany",,dgm_foreignbases,282fd611e556edfd8f622f0b35c76290,dgm_foreignbases__282fd611e556edfd8f622f0b35c76290
le centre commandant millé,"French Navy Commander Millé Center in Houilles, France","2.170941,48.919047",forbase108,Diplomat,"French Navy Commander Millé Center in Houilles, France",,dgm_foreignbases,1872588b5fedeef017b1782b9ed32633,dgm_foreignbases__1872588b5fedeef017b1782b9ed32633
lecce galatina airport,"Italian Air Force Lecce Galatina Airport in Galatina, Italy","18.133325,40.239227777",forbase22,Wells,"Italian Air Force Lecce Galatina Airport in Galatina, Italy",,dgm_foreignbases,10054e2fd562953c8b74c9263d8ec33b,dgm_foreignbases__10054e2fd562953c8b74c9263d8ec33b
lechfeld air base,"Bundeswehr Lechfeld Air Base in Bavaria, Germany","10.8612,48.1855",forbase139,Media,"Bundeswehr Lechfeld Air Base in Bavaria, Germany",,dgm_foreignbases,38764043c1b35cb69b55b948a53d6ad3,dgm_foreignbases__38764043c1b35cb69b55b948a53d6ad3
liangping airport,"Chinese Air Force Liangping Airport in Liangping, China","107.786111111,30.679444444",forbase221,AAEntity,"Chinese Air Force Liangping Airport in Liangping, China",,dgm_foreignbases,6ec030d75198d0688329a634965e6a4c,dgm_foreignbases__6ec030d75198d0688329a634965e6a4c
liangshan airfield,"Chinese Air Force Liangping Airport in Liangping, China","107.786111111,30.679444444",forbase221,Diplomat,"Chinese Air Force Liangping Airport in Liangping, China",,dgm_foreignbases,6ec030d75198d0688329a634965e6a4c,dgm_foreignbases__6ec030d75198d0688329a634965e6a4c
liangshan airport,"Chinese Air Force Liangping Airport in Liangping, China","107.786111111,30.679444444",forbase221,Media,"Chinese Air Force Liangping Airport in Liangping, China",,dgm_foreignbases,6ec030d75198d0688329a634965e6a4c,dgm_foreignbases__6ec030d75198d0688329a634965e6a4c
lingshui air base,"Chinese Air Force Lingshui Air Base on Hainan Island, China","109.98602,18.49565",forbase222,CompanyKeyword,"Chinese Air Force Lingshui Air Base on Hainan Island, China",,dgm_foreignbases,0fb0cd6a690b78bb75b3d5a5f53089e7,dgm_foreignbases__0fb0cd6a690b78bb75b3d5a5f53089e7
lingshui airbase,"Chinese Air Force Lingshui Air Base on Hainan Island, China","109.98602,18.49565",forbase222,CompanyKeyword,"Chinese Air Force Lingshui Air Base on Hainan Island, China",,dgm_foreignbases,0fb0cd6a690b78bb75b3d5a5f53089e7,dgm_foreignbases__0fb0cd6a690b78bb75b3d5a5f53089e7
long island submarine base,"French Navy Long Island submarine base in Brest, France","-4.506667,48.306389",forbase68,LegislativeCommittee,"French Navy Long Island submarine base in Brest, France",,dgm_foreignbases,9b84c35df5a632d16e9de834c541d5fe,dgm_foreignbases__9b84c35df5a632d16e9de834c541d5fe
lotte skyhill seongju country club,"THAAD Deployment Site in Seongju, South Korea","128.226223055,36.049358888",forbase223,AAEntity,"THAAD Deployment Site in Seongju, South Korea",,dgm_foreignbases,a76ffdb363c15e0121a79670f7c36c23,dgm_foreignbases__a76ffdb363c15e0121a79670f7c36c23
lucius d. clay kaserne,"US Army Lucius D. Clay Kaserne in Hesse, Germany","8.3254,50.0498",forbase117,AAEntity,"US Army Lucius D. Clay Kaserne in Hesse, Germany",,dgm_foreignbases,5625d7d6e88fd5828ae3f9f86e8a3d2f,dgm_foreignbases__5625d7d6e88fd5828ae3f9f86e8a3d2f
luhe ma'an airport,"Chinese Air Force Nanjing Luhe Airport in Nanjing, China","118.7954,32.3796",forbase224,Consulates,"Chinese Air Force Nanjing Luhe Airport in Nanjing, China",,dgm_foreignbases,8f6803c1314d64d44a8ec2faa128529a,dgm_foreignbases__8f6803c1314d64d44a8ec2faa128529a
luliang air base,"Chinese Air Force Luliang Air Base in Luliang County, China","103.6425,24.98805556",forbase225,Wells,"Chinese Air Force Luliang Air Base in Luliang County, China",,dgm_foreignbases,7cc2a0b467460c9ddb6e93287495e6d2,dgm_foreignbases__7cc2a0b467460c9ddb6e93287495e6d2
luoyang electronic equipment test center,"PLA Luoyang Electronic Equipment Test Center in Luoyang, China","Unable,to,find",forbase3,News,"PLA Luoyang Electronic Equipment Test Center in Luoyang, China",,dgm_foreignbases,cf21ade60aede4ff66a22fa3ea746c09,dgm_foreignbases__cf21ade60aede4ff66a22fa3ea746c09
luxeuil air base,"French Air and Space Force Air Base 116 in Luxeuil-les-Bains, France","6.365,47.787222",forbase28,CompanyKeyword,"French Air and Space Force Air Base 116 in Luxeuil-les-Bains, France",,dgm_foreignbases,9996d5e3a3264099e9278d54400183e7,dgm_foreignbases__9996d5e3a3264099e9278d54400183e7
luzhou lantian airport,"Chinese Air Force Luzhou Lantian Airport in Luzhou, China","105.391111111,28.852777777",forbase227,space,"Chinese Air Force Luzhou Lantian Airport in Luzhou, China",,dgm_foreignbases,3be7d56507737ec694ebf07594dcfd75,dgm_foreignbases__3be7d56507737ec694ebf07594dcfd75
malmsheim airfield,"German Air Force Malmsheim Airfield in Malmsheim, Germany","8.91944,48.7836",forbase145,Person,"German Air Force Malmsheim Airfield in Malmsheim, Germany",,dgm_foreignbases,cf79af8fccd16d2ecd8c44c9e707c28c,dgm_foreignbases__cf79af8fccd16d2ecd8c44c9e707c28c
marine corps air station iwakuni,"US Marine Corps Air Station Iwakuni in Yamaguchi Prefecture, Japan","132.244166666,34.145",forbase180,Diplomat,"US Marine Corps Air Station Iwakuni in Yamaguchi Prefecture, Japan",,dgm_foreignbases,0c3d11f1103c95dbe0c2eb12b3db949c,dgm_foreignbases__0c3d11f1103c95dbe0c2eb12b3db949c
marine corps base camp smedley d. butler,"US Marine Corps Base Camp Smedley D. Butler in Okinawa, Japan","127.782983,26.29736",forbase78,Legislator,"US Marine Corps Base Camp Smedley D. Butler in Okinawa, Japan",,dgm_foreignbases,4f898425151c036d6384928f1a5634c8,dgm_foreignbases__4f898425151c036d6384928f1a5634c8
marinestützpunkt eckernförde,"German Navy Naval Base Eckernforde in Eckernforde, Germany","9.8616,54.4727",forbase228,Pipeline,"German Navy Naval Base Eckernforde in Eckernforde, Germany",,dgm_foreignbases,2e4f14163f25601101f1adc21063515d,dgm_foreignbases__2e4f14163f25601101f1adc21063515d
marinestützpunkt hohe düne,"German Navy Hohe Dune naval base in Hohe Dune, Germany","12.11611111,54.17638889",forbase229,Refinery,"German Navy Hohe Dune naval base in Hohe Dune, Germany",,dgm_foreignbases,17f97b10fb6b88c2b92b76bf704f2c0d,dgm_foreignbases__17f97b10fb6b88c2b92b76bf704f2c0d
marinestützpunkt hohe düne,"German Navy Hohe Dune naval base in Hohe Dune, Germany","12.11611111,54.17638889",forbase229,Keyphrase,"German Navy Hohe Dune naval base in Hohe Dune, Germany",,dgm_foreignbases,17f97b10fb6b88c2b92b76bf704f2c0d,dgm_foreignbases__17f97b10fb6b88c2b92b76bf704f2c0d
marinestützpunkt kiel,"German Navy Naval base Kiel in Kiel, Germany","10.14388889,54.35694444",forbase230,CompanyKeyword,"German Navy Naval base Kiel in Kiel, Germany",,dgm_foreignbases,8e39b4378a4198763cbe596b5fcf8bee,dgm_foreignbases__8e39b4378a4198763cbe596b5fcf8bee
marinestützpunkt wilhelmshaven,"German Navy Naval Base Heppenser Groden in Wilhelmshaven, Germany","8.155,53.5342",forbase231,Media,"German Navy Naval Base Heppenser Groden in Wilhelmshaven, Germany",,dgm_foreignbases,bdc8950db660f9a05a2062542e4b9de1,dgm_foreignbases__bdc8950db660f9a05a2062542e4b9de1
mario de bernardi military airport,"Italian Air Force Pratica di Mare Air Base in Pomezia, Italy","12.44518333,41.65452222",forbase219,FTO,"Italian Air Force Pratica di Mare Air Base in Pomezia, Italy",,dgm_foreignbases,2e2ef14077786539f2cafd442b54aef4,dgm_foreignbases__2e2ef14077786539f2cafd442b54aef4
mary hill training area,"Canadian Armed Forces installation Mary Hill Training Area in Metchosin, Canada","-123.55121,48.34543",forbase110,Wells,"Canadian Armed Forces installation Mary Hill Training Area in Metchosin, Canada",,dgm_foreignbases,f70f656735ee4cf0587ef06d4162260a,dgm_foreignbases__f70f656735ee4cf0587ef06d4162260a
mary hill training area,"Canadian Armed Forces installation Mary Hill Training Area in Metchosin, Canada","-123.55121,48.34543",forbase110,Media,"Canadian Armed Forces installation Mary Hill Training Area in Metchosin, Canada",,dgm_foreignbases,f70f656735ee4cf0587ef06d4162260a,dgm_foreignbases__f70f656735ee4cf0587ef06d4162260a
matsushima air field,"JASDF Matsushima Airfield in Miyagi Prefecture, Japan","141.21194444,38.40305556",forbase232,LegislativeCommittee,"JASDF Matsushima Airfield in Miyagi Prefecture, Japan",,dgm_foreignbases,ef5a1265675db4fb51e78ef56fb52825,dgm_foreignbases__ef5a1265675db4fb51e78ef56fb52825
mcas iwakuni,"US Marine Corps Air Station Iwakuni in Yamaguchi Prefecture, Japan","132.244166666,34.145",forbase180,News,"US Marine Corps Air Station Iwakuni in Yamaguchi Prefecture, Japan",,dgm_foreignbases,0c3d11f1103c95dbe0c2eb12b3db949c,dgm_foreignbases__0c3d11f1103c95dbe0c2eb12b3db949c
meaford range and training area,"Canadian Armed Forces 4th Canadian Division Training Centre in Grey County, Canada","-80.69911,44.67569",forbase9,Legislator,"Canadian Armed Forces 4th Canadian Division Training Centre in Grey County, Canada",,dgm_foreignbases,6477d1210e6bc71f4d8f641af9902c12,dgm_foreignbases__6477d1210e6bc71f4d8f641af9902c12
militärflugplatz laupheim,"German Air Force Laupheim Air Base in Laupheim, Germany","9.91002,48.2203",forbase220,Organization,"German Air Force Laupheim Air Base in Laupheim, Germany",,dgm_foreignbases,282fd611e556edfd8f622f0b35c76290,dgm_foreignbases__282fd611e556edfd8f622f0b35c76290
minami torishima airbase,JMSDF Minami Torishima Airbase on Minasmi Torishima island in Japan,"153.979166666,24.289722222",forbase233,Organization,JMSDF Minami Torishima Airbase on Minasmi Torishima island in Japan,,dgm_foreignbases,97c7c6dc90c529cf78a6db513a2b657c,dgm_foreignbases__97c7c6dc90c529cf78a6db513a2b657c
minami torishima airport,JMSDF Minami Torishima Airbase on Minasmi Torishima island in Japan,"153.979166666,24.289722222",forbase233,Keyphrase,JMSDF Minami Torishima Airbase on Minasmi Torishima island in Japan,,dgm_foreignbases,97c7c6dc90c529cf78a6db513a2b657c,dgm_foreignbases__97c7c6dc90c529cf78a6db513a2b657c
minggang air base,"Chinese Air Force Minggang Air Base in Zhumadian, China","114.0588,33.026",forbase17,ForeignMinister,"Chinese Air Force Minggang Air Base in Zhumadian, China",,dgm_foreignbases,57f1aa0a9ad590405b029b4328867cc2,dgm_foreignbases__57f1aa0a9ad590405b029b4328867cc2
misawa air base,"Joint US-Japanese Misawa Airbase in Aomori Prefecture, Japan","141.371944444,40.705277777",forbase234,Pipeline,"Joint US-Japanese Misawa Airbase in Aomori Prefecture, Japan",,dgm_foreignbases,e2edc062fcebebc6201d6c80ee918f48,dgm_foreignbases__e2edc062fcebebc6201d6c80ee918f48
mod boscombe down,"UK Ministry of Defense Boscombe Down in Amesbury, UK","-1.7475,51.152222222",forbase235,ForeignMinister,"UK Ministry of Defense Boscombe Down in Amesbury, UK",,dgm_foreignbases,74a6e503b23398ffa4e45f3a4a7277ce,dgm_foreignbases__74a6e503b23398ffa4e45f3a4a7277ce
mod woodbridge,"UK Ministry of Defence Woodbridge in Woodbridge, UK","1.400825,52.0878",forbase236,Shipping,"UK Ministry of Defence Woodbridge in Woodbridge, UK",,dgm_foreignbases,cb9d3e6824acbafde5fe599059f9677a,dgm_foreignbases__cb9d3e6824acbafde5fe599059f9677a
monserrato airfield,"Regia Aeronautica Aeroporto di Monserrato in Monserrato, Italy","39.2608474,9.1266924",forbase21,Wells,"Regia Aeronautica Aeroporto di Monserrato in Monserrato, Italy",,dgm_foreignbases,8b3eea579d40322bbc7feee25ff37fc7,dgm_foreignbases__8b3eea579d40322bbc7feee25ff37fc7
mont-de-marsan air base,"French Air and Space Force Air Base 118 in Mont-de-Marsan, France","-0.50916667,43.91166667",forbase29,Person,"French Air and Space Force Air Base 118 in Mont-de-Marsan, France",,dgm_foreignbases,991ab809ff26b7ae379f83ceef882476,dgm_foreignbases__991ab809ff26b7ae379f83ceef882476
naf atsugi,"US Navy Naval Air Facility Atsugi in Kanagawa Prefecture, Japan","139.45,35.454722222",forbase49,Organization,"US Navy Naval Air Facility Atsugi in Kanagawa Prefecture, Japan",,dgm_foreignbases,554ee08d85bb6adb825696b71f9cb82a,dgm_foreignbases__554ee08d85bb6adb825696b71f9cb82a
nagoya airfield,"JASDF Kamake Airfield in Nagoya, Aichi Prefecture, Japan","136.924444444,35.255",forbase214,Wells,"JASDF Kamake Airfield in Nagoya, Aichi Prefecture, Japan",,dgm_foreignbases,957f83a132a1c56aba5b4538f3c80743,dgm_foreignbases__957f83a132a1c56aba5b4538f3c80743
naha air base,"US Air Force Naha Airbase in Okinawa, Japan","127.64583333,26.19583333",forbase237,Legislator,"US Air Force Naha Airbase in Okinawa, Japan",,dgm_foreignbases,c6321c8fe287c79376b09216e6ad0517,dgm_foreignbases__c6321c8fe287c79376b09216e6ad0517
nanchang xiangtang airport,"Chinese Air Force Nanchang Xiangtang Airport in Xiangtang, China","115.92444444,28.42083333",forbase238,Media,"Chinese Air Force Nanchang Xiangtang Airport in Xiangtang, China",,dgm_foreignbases,4b23549fc49dbc345ff1620640d17894,dgm_foreignbases__4b23549fc49dbc345ff1620640d17894
nas nowra,"Royal Australian Navy installation HMAS Albatross in Nowra, Australia","150.537,-34.9489",forbase163,Shipping,"Royal Australian Navy installation HMAS Albatross in Nowra, Australia",,dgm_foreignbases,a7754da4f003e8ac48945eb4ec853d20,dgm_foreignbases__a7754da4f003e8ac48945eb4ec853d20
nato air base geilenkirchen,"NATO Air Base Geilenkirchen in Geilenkirchen, Germany","6.0425,50.960833333",forbase239,Organization,"NATO Air Base Geilenkirchen in Geilenkirchen, Germany",,dgm_foreignbases,112f95816cee25de922cc38aa5b80090,dgm_foreignbases__112f95816cee25de922cc38aa5b80090
nato awacs airbase,"NATO Air Base Geilenkirchen in Geilenkirchen, Germany","6.0425,50.960833333",forbase239,ForeignMinister,"NATO Air Base Geilenkirchen in Geilenkirchen, Germany",,dgm_foreignbases,112f95816cee25de922cc38aa5b80090,dgm_foreignbases__112f95816cee25de922cc38aa5b80090
nato base sigonella,"US Air Force Naval Air Station Sigonella in Sicily, Italy","14.922222222,37.401666666",forbase18,Media,"US Air Force Naval Air Station Sigonella in Sicily, Italy",,dgm_foreignbases,f2d13df41e29abd0d6f7cd153c742377,dgm_foreignbases__f2d13df41e29abd0d6f7cd153c742377
nato-flugplatz geilenkirchen,"NATO Air Base Geilenkirchen in Geilenkirchen, Germany","6.0425,50.960833333",forbase239,Keyphrase,"NATO Air Base Geilenkirchen in Geilenkirchen, Germany",,dgm_foreignbases,112f95816cee25de922cc38aa5b80090,dgm_foreignbases__112f95816cee25de922cc38aa5b80090
naval air base frejus saint raphael,"French Naval Air Base Fréjus-Saint Raphaël in Var, France","6.7356,43.4175",forbase59,Keyphrase,"French Naval Air Base Fréjus-Saint Raphaël in Var, France",,dgm_foreignbases,6a9f00f38ccca9521174c6292e61f7b9,dgm_foreignbases__6a9f00f38ccca9521174c6292e61f7b9
naval air facility atsugi,"US Navy Naval Air Facility Atsugi in Kanagawa Prefecture, Japan","139.45,35.454722222",forbase49,CompanyKeyword,"US Navy Naval Air Facility Atsugi in Kanagawa Prefecture, Japan",,dgm_foreignbases,554ee08d85bb6adb825696b71f9cb82a,dgm_foreignbases__554ee08d85bb6adb825696b71f9cb82a
naval air station nowra,"Royal Australian Navy installation HMAS Albatross in Nowra, Australia","150.537,-34.9489",forbase163,Organization,"Royal Australian Navy installation HMAS Albatross in Nowra, Australia",,dgm_foreignbases,a7754da4f003e8ac48945eb4ec853d20,dgm_foreignbases__a7754da4f003e8ac48945eb4ec853d20
