keyword,caption_name,feeds,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
yt_peep_this_out,Peep THIS Out!,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC8MbwfzshpM4T4miBkhqx5A,Media,Peep THIS Out!,,dgm_youtube_crisk,1bb70c30b48f975e8d67674d52d327d8,dgm_youtube_crisk__1bb70c30b48f975e8d67674d52d327d8
yt_lynee'_monae,Lynee' Monae,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCkWWATxuu-D6uPydP-EvJYQ,ForeignMinister,Lynee' Monae,,dgm_youtube_crisk,2437358870bf4b43ababb9bb5a8e353a,dgm_youtube_crisk__2437358870bf4b43ababb9bb5a8e353a
yt_kbdproductionstv,KBDProductionsTV,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCsKDjB0_6MJ2SzoAkeMRJbw,Shipping,KBDProductionsTV,,dgm_youtube_crisk,6281cfda3af86994c57148c7721dd610,dgm_youtube_crisk__6281cfda3af86994c57148c7721dd610
yt_theendorsement,theendorsement,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCUpSk66Zn-kDFi7FBPx5XMQ,LegislativeCommittee,theendorsement,,dgm_youtube_crisk,c2a520204e42370b14efd3b93ce35c89,dgm_youtube_crisk__c2a520204e42370b14efd3b93ce35c89
yt_numbersixwithcheese,numbersixwithcheese,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC594xoDyTWCawyzGLlnhaJg,ForeignMinister,numbersixwithcheese,,dgm_youtube_crisk,e233816d2bf30800d101e7d711169660,dgm_youtube_crisk__e233816d2bf30800d101e7d711169660
yt_big_mike_food_reviews,BIG MIKE FOOD REVIEWS,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCTGnHV-kScttWwGt2DvmhKw,Exec,BIG MIKE FOOD REVIEWS,,dgm_youtube_crisk,b4bcbdc230713d962f5252cb05a65ec0,dgm_youtube_crisk__b4bcbdc230713d962f5252cb05a65ec0
yt_the_kingdom_report,The Kingdom Report,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC4f_p9UIxgfyqzUwzO4hUUA,Exec,The Kingdom Report,,dgm_youtube_crisk,60b17ec6954e6d56e3581af22c4e3711,dgm_youtube_crisk__60b17ec6954e6d56e3581af22c4e3711
yt_dsny_newscast_-_disney_news_&_discussion,DSNY Newscast - Disney News & Discussion,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCRH49DSFyl8oPwsiHyZ9O0g,Refinery,DSNY Newscast - Disney News & Discussion,,dgm_youtube_crisk,03a3b10c776928f410fe07077a5d48ed,dgm_youtube_crisk__03a3b10c776928f410fe07077a5d48ed
yt_coaster_studios,Coaster Studios,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCCnG72NjB4Kr0NDAiz-ksaQ,IndustryTerm,Coaster Studios,,dgm_youtube_crisk,dc0af1892eb84742279bd04fa6e434cd,dgm_youtube_crisk__dc0af1892eb84742279bd04fa6e434cd
yt_dfbguide,DFBGuide,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCnpWedLQdHpZqhgTLdB9Yyg,FTO,DFBGuide,,dgm_youtube_crisk,49f40a841da98d2b86d096e5509351a5,dgm_youtube_crisk__49f40a841da98d2b86d096e5509351a5
yt_cruise_with_ben_&_david,Cruise with Ben & David,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCGh9zg0zvyF3GqHeR4WR3Xg,Refinery,Cruise with Ben & David,,dgm_youtube_crisk,113789af948aca4f2c7fe6c7ea54b1ce,dgm_youtube_crisk__113789af948aca4f2c7fe6c7ea54b1ce
yt_la_lido_loca,La Lido Loca,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCqFivW2VWJtGfvrMreyjNbw,LegislativeCommittee,La Lido Loca,,dgm_youtube_crisk,3b86d7d8e55e3cef5eeff7ce77fd22f2,dgm_youtube_crisk__3b86d7d8e55e3cef5eeff7ce77fd22f2
yt_sam_chui,Sam Chui,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCfYCRj25JJQ41JGPqiqXmJw,Person,Sam Chui,,dgm_youtube_crisk,fac34df58b1a31ff22c6569aa6a0544e,dgm_youtube_crisk__fac34df58b1a31ff22c6569aa6a0544e
yt_dj's_aviation,Dj's Aviation,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC29_CCc5qpnRaVryYIKiLeg,Media,Dj's Aviation,,dgm_youtube_crisk,ba8d237727163a394703974ae32677ef,dgm_youtube_crisk__ba8d237727163a394703974ae32677ef
yt_nonstop_dan,Nonstop Dan,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCrLe85KbtkqnnSnIVc-KLjA,ForeignMinistry,Nonstop Dan,,dgm_youtube_crisk,764c7f7a189773ce752893ac3c3a4533,dgm_youtube_crisk__764c7f7a189773ce752893ac3c3a4533
yt_what_car?,What Car?,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC-GJbheknHZhSM7-Jgn63jg,Shipping,What Car?,,dgm_youtube_crisk,c6c8a280c0eb64929d5e7e40b992f3e4,dgm_youtube_crisk__c6c8a280c0eb64929d5e7e40b992f3e4
yt_spath,Spath,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UCT4waMvBJi6rsHUxONRzK_g,ForeignMinister,Spath,,dgm_youtube_crisk,941d801b32eca5948cd93c59b1bd71c0,dgm_youtube_crisk__941d801b32eca5948cd93c59b1bd71c0
yt_ziptrader,ZipTrader,feed/https://www.youtube.com/feeds/videos.xml?channel_id=UC0BGhWsIbV7Dm-lsvhdlMbA,AAEntity,ZipTrader,,dgm_youtube_crisk,8811a7770b66b2b6bccb230beb46ba3f,dgm_youtube_crisk__8811a7770b66b2b6bccb230beb46ba3f
