german_text,caption_text,lat,lon,ranking,default location,default_lon,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
jan-skala-strasse,"Jan-Skala-strasse in Bautzen, Germany",51.1933542,14.4523096,1,,,,Pipeline,"Jan-Skala-strasse in Bautzen, Germany",,german_fires_bautzen_locations,df4bb34397e7722d29d546ac252a0615,german_fires_bautzen_locations__df4bb34397e7722d29d546ac252a0615
johann-sebastian-bach-strasse,"Johann-Sebastian-Bach-strasse in Bautzen, Germany",51.1766596,14.4534514,1,,,,Media,"Johann-Sebastian-Bach-strasse in Bautzen, Germany",,german_fires_bautzen_locations,50afad45f9d44d9f531901baa56339cb,german_fires_bautzen_locations__50afad45f9d44d9f531901baa56339cb
johannes-kepler-strasse,"Johannes-Kepler-strasse in Bautzen, Germany",51.1934584,14.4404932,1,,,,Wells,"Johannes-Kepler-strasse in Bautzen, Germany",,german_fires_bautzen_locations,e740e24072c71ef9a2916ab6136d2010,german_fires_bautzen_locations__e740e24072c71ef9a2916ab6136d2010
johannes-r.-becher-strasse,"Johannes-R.-Becher-strasse in Bautzen, Germany",51.1781782,14.4444825,1,,,,ForeignMinistry,"Johannes-R.-Becher-strasse in Bautzen, Germany",,german_fires_bautzen_locations,c89c31139f5d06526496d9f052941e5c,german_fires_bautzen_locations__c89c31139f5d06526496d9f052941e5c
juri-gagarin-strasse,"Juri-Gagarin-strasse in Bautzen, Germany",51.1943607,14.4409916,1,,,,Diplomat,"Juri-Gagarin-strasse in Bautzen, Germany",,german_fires_bautzen_locations,3626991c9e1ade6139e0f8962fae7747,german_fires_bautzen_locations__3626991c9e1ade6139e0f8962fae7747
jagerstrasse,"Jagerstrasse in Bautzen, Germany",51.1734504,14.433097,1,,,,Keyphrase,"Jagerstrasse in Bautzen, Germany",,german_fires_bautzen_locations,fa53d6eeb7e394b01c4ab332bfd7cb46,german_fires_bautzen_locations__fa53d6eeb7e394b01c4ab332bfd7cb46
kantstrasse,"Kantstrasse in Bautzen, Germany",51.1822029,14.4441666,1,,,,Organization,"Kantstrasse in Bautzen, Germany",,german_fires_bautzen_locations,d6cc8ffdc26e475a3b8f029b7eac4a1c,german_fires_bautzen_locations__d6cc8ffdc26e475a3b8f029b7eac4a1c
karl-liebknecht-strasse,"Karl-Liebknecht-strasse in Bautzen, Germany",51.174061,14.4353308,1,,,,Wells,"Karl-Liebknecht-strasse in Bautzen, Germany",,german_fires_bautzen_locations,01903bdf06cc794dcc67a7ddc5a56f44,german_fires_bautzen_locations__01903bdf06cc794dcc67a7ddc5a56f44
karl-marx-strasse,"Karl-Marx-strasse in Bautzen, Germany",51.178849,14.4280536,1,,,,ForeignMinistry,"Karl-Marx-strasse in Bautzen, Germany",,german_fires_bautzen_locations,fa1d887e344eaeb364fd6e0edaccb26e,german_fires_bautzen_locations__fa1d887e344eaeb364fd6e0edaccb26e
karl-thomas-weg,"Karl-Thomas-Weg in Bautzen, Germany",51.2101103,14.3950175,1,,,,Exec,"Karl-Thomas-Weg in Bautzen, Germany",,german_fires_bautzen_locations,589bbb9aec60d013cd32d162822e2f37,german_fires_bautzen_locations__589bbb9aec60d013cd32d162822e2f37
kaspar-peuker-strasse,"Kaspar-Peuker-strasse in Bautzen, Germany",51.1751355,14.4413811,1,,,,ForeignMinistry,"Kaspar-Peuker-strasse in Bautzen, Germany",,german_fires_bautzen_locations,36c65ccd43c30b25f67477855c7b17fe,german_fires_bautzen_locations__36c65ccd43c30b25f67477855c7b17fe
kesselstrasse,"Kesselstrasse in Bautzen, Germany",51.1806381,14.4261778,1,,,,CompanyKeyword,"Kesselstrasse in Bautzen, Germany",,german_fires_bautzen_locations,e20085454a1274b695222ada66d2d661,german_fires_bautzen_locations__e20085454a1274b695222ada66d2d661
kirchplatz,"Kirchplatz in Bautzen, Germany",51.1806883,14.4291457,1,,,,IndustryTerm,"Kirchplatz in Bautzen, Germany",,german_fires_bautzen_locations,4e25bb2aa7a52921586cc23fd99bb6b6,german_fires_bautzen_locations__4e25bb2aa7a52921586cc23fd99bb6b6
kleine baschutzer strasse,"Kleine Baschutzer strasse in Bautzen, Germany",51.188213,14.4604814,1,,,,Media,"Kleine Baschutzer strasse in Bautzen, Germany",,german_fires_bautzen_locations,63b04ebb22eb2c55856441e3f2ab003b,german_fires_bautzen_locations__63b04ebb22eb2c55856441e3f2ab003b
kleine brudergasse,"Kleine Brudergasse in Bautzen, Germany",51.1825401,14.4227661,1,,,,AAEntity,"Kleine Brudergasse in Bautzen, Germany",,german_fires_bautzen_locations,f13f654673922bb7e45cf1febb50b418,german_fires_bautzen_locations__f13f654673922bb7e45cf1febb50b418
kleine fichtestrasse,"Kleine Fichtestrasse in Bautzen, Germany",51.1817115,14.4417264,1,,,,ForeignMinister,"Kleine Fichtestrasse in Bautzen, Germany",,german_fires_bautzen_locations,246158af55e2f459be34eab4389a5926,german_fires_bautzen_locations__246158af55e2f459be34eab4389a5926
kleine predigergasse,"Kleine Predigergasse in Bautzen, Germany",51.1826978,14.4216787,1,,,,AAEntity,"Kleine Predigergasse in Bautzen, Germany",,german_fires_bautzen_locations,f8312baa5950ae1b0c11fb5995924eb3,german_fires_bautzen_locations__f8312baa5950ae1b0c11fb5995924eb3
kleiner auritzer weg,"Kleiner Auritzer Weg in Bautzen, Germany",51.1730113,14.4603466,1,,,,Refinery,"Kleiner Auritzer Weg in Bautzen, Germany",,german_fires_bautzen_locations,e3379536f205a840e13094a01cc75229,german_fires_bautzen_locations__e3379536f205a840e13094a01cc75229
kleinseidauer strasse,"Kleinseidauer strasse in Bautzen, Germany",51.208154,14.3938544,1,,,,Diplomat,"Kleinseidauer strasse in Bautzen, Germany",,german_fires_bautzen_locations,fda87df5aa9d46740373c991c4f36c63,german_fires_bautzen_locations__fda87df5aa9d46740373c991c4f36c63
kleinwelkaer strasse,"Kleinwelkaer strasse in Bautzen, Germany",51.1976199,14.4122228,1,,,,space,"Kleinwelkaer strasse in Bautzen, Germany",,german_fires_bautzen_locations,ef16a6b6e2870a5c8ddd165adb51ccf8,german_fires_bautzen_locations__ef16a6b6e2870a5c8ddd165adb51ccf8
kleiststrasse,"Kleiststrasse in Bautzen, Germany",51.1732192,14.4557879,1,,,,Keyphrase,"Kleiststrasse in Bautzen, Germany",,german_fires_bautzen_locations,2a377b81679b940d8d258721c516ec9c,german_fires_bautzen_locations__2a377b81679b940d8d258721c516ec9c
klosterstrasse,"Klosterstrasse in Bautzen, Germany",51.172617,14.441194,1,,,,Diplomat,"Klosterstrasse in Bautzen, Germany",,german_fires_bautzen_locations,b155622bdd13b2f5ebd49485900ac5ce,german_fires_bautzen_locations__b155622bdd13b2f5ebd49485900ac5ce
kornblumenweg,"Kornblumenweg in Bautzen, Germany",51.1974805,14.4159331,1,,,,FTO,"Kornblumenweg in Bautzen, Germany",,german_fires_bautzen_locations,26c4b378305176e187a67bef7f597d52,german_fires_bautzen_locations__26c4b378305176e187a67bef7f597d52
kornmarkt,"Kornmarkt in Bautzen, Germany",51.1806109,14.4270279,1,,,,Pipeline,"Kornmarkt in Bautzen, Germany",,german_fires_bautzen_locations,6be2d1f967ef6a17289df86d11988e8b,german_fires_bautzen_locations__6be2d1f967ef6a17289df86d11988e8b
kornstrasse,"Kornstrasse in Bautzen, Germany",51.1818125,14.4250412,1,,,,Exec,"Kornstrasse in Bautzen, Germany",,german_fires_bautzen_locations,978f0383c76118d06a3449da6390ce15,german_fires_bautzen_locations__978f0383c76118d06a3449da6390ce15
kreckwitzer strasse,"Kreckwitzer strasse in Bautzen, Germany",51.1900512,14.4560154,1,,,,Pipeline,"Kreckwitzer strasse in Bautzen, Germany",,german_fires_bautzen_locations,7a04ae7c0f556a41901a1eb9840913f9,german_fires_bautzen_locations__7a04ae7c0f556a41901a1eb9840913f9
kretschmerstrasse,"Kretschmerstrasse in Bautzen, Germany",51.1777539,14.4454431,1,,,,Shipping,"Kretschmerstrasse in Bautzen, Germany",,german_fires_bautzen_locations,e0aef5488495520241eb82de47712aa6,german_fires_bautzen_locations__e0aef5488495520241eb82de47712aa6
kupferhammer,"Kupferhammer in Bautzen, Germany",51.1878522,14.4245155,1,,,,Media,"Kupferhammer in Bautzen, Germany",,german_fires_bautzen_locations,750fb3e606170b18b87a15318df57cf0,german_fires_bautzen_locations__750fb3e606170b18b87a15318df57cf0
kurt-pchalek-strasse,"Kurt-Pchalek-strasse in Bautzen, Germany",51.1792286,14.4301348,1,,,,Person,"Kurt-Pchalek-strasse in Bautzen, Germany",,german_fires_bautzen_locations,3a21ab0dcedcda33c08b76526722643f,german_fires_bautzen_locations__3a21ab0dcedcda33c08b76526722643f
kurze gasse,"Kurze Gasse in Bautzen, Germany",51.1808544,14.4253279,1,,,,Person,"Kurze Gasse in Bautzen, Germany",,german_fires_bautzen_locations,74002c31b5e7eddf0e77b6db5ffe126a,german_fires_bautzen_locations__74002c31b5e7eddf0e77b6db5ffe126a
kathe-kollwitz-platz,"Kathe-Kollwitz-Platz in Bautzen, Germany",51.1711248,14.437613,1,,,,AAEntity,"Kathe-Kollwitz-Platz in Bautzen, Germany",,german_fires_bautzen_locations,dce63984b94adf190d2631b5a3ca0a93,german_fires_bautzen_locations__dce63984b94adf190d2631b5a3ca0a93
kathe-kollwitz-strasse,"Kathe-Kollwitz-strasse in Bautzen, Germany",51.1711248,14.437613,1,,,,DiplomaticFacilities,"Kathe-Kollwitz-strasse in Bautzen, Germany",,german_fires_bautzen_locations,91fa8c63141e06c9e26c78019f944b4c,german_fires_bautzen_locations__91fa8c63141e06c9e26c78019f944b4c
lauengraben,"Lauengraben in Bautzen, Germany",51.1796213,14.424798,1,,,,ForeignMinistry,"Lauengraben in Bautzen, Germany",,german_fires_bautzen_locations,81c44c3aa4a31202363a9f8e8cbfa6cc,german_fires_bautzen_locations__81c44c3aa4a31202363a9f8e8cbfa6cc
leibnizstrasse,"Leibnizstrasse in Bautzen, Germany",51.1806559,14.4170493,1,,,,Person,"Leibnizstrasse in Bautzen, Germany",,german_fires_bautzen_locations,50bcefece32cbd16efc545231945d314,german_fires_bautzen_locations__50bcefece32cbd16efc545231945d314
lessingstrasse,"Lessingstrasse in Bautzen, Germany",51.1778263,14.434866,1,,,,News,"Lessingstrasse in Bautzen, Germany",,german_fires_bautzen_locations,cfd793ac558fcd14badab4474190cb08,german_fires_bautzen_locations__cfd793ac558fcd14badab4474190cb08
lilienthalstrasse,"Lilienthalstrasse in Bautzen, Germany",51.1754735,14.4019969,1,,,,ForeignMinister,"Lilienthalstrasse in Bautzen, Germany",,german_fires_bautzen_locations,19cb019d4a116b0ef3d47ed03213559b,german_fires_bautzen_locations__19cb019d4a116b0ef3d47ed03213559b
lindenstrasse,"Lindenstrasse in Bautzen, Germany",51.1681374,14.4645692,1,,,,Pipeline,"Lindenstrasse in Bautzen, Germany",,german_fires_bautzen_locations,6f222c96a5f97749e5b1c1acc280fca6,german_fires_bautzen_locations__6f222c96a5f97749e5b1c1acc280fca6
liselotte-herrmann-strasse,"Liselotte-Herrmann-strasse in Bautzen, Germany",51.1720728,14.4259208,1,,,,ForeignMinister,"Liselotte-Herrmann-strasse in Bautzen, Germany",,german_fires_bautzen_locations,d141adfa908678fb1d151c84dc68007d,german_fires_bautzen_locations__d141adfa908678fb1d151c84dc68007d
lotzestrasse,"Lotzestrasse in Bautzen, Germany",51.1802802,14.4323498,1,,,,IndustryTerm,"Lotzestrasse in Bautzen, Germany",,german_fires_bautzen_locations,6ef2b3cf7b2d70300bc72acf2baed94c,german_fires_bautzen_locations__6ef2b3cf7b2d70300bc72acf2baed94c
lubachau,"Lubachau in Bautzen, Germany",51.2145091,14.4133469,1,,,,Refinery,"Lubachau in Bautzen, Germany",,german_fires_bautzen_locations,39d65991dea58c8b03d5b4240bfe4a33,german_fires_bautzen_locations__39d65991dea58c8b03d5b4240bfe4a33
lobauer strasse,"Lobauer strasse in Bautzen, Germany",51.1770485,14.4584452,1,,,,Legislator,"Lobauer strasse in Bautzen, Germany",,german_fires_bautzen_locations,d3ce0488abbd70fb6eb8d47d769dc05d,german_fires_bautzen_locations__d3ce0488abbd70fb6eb8d47d769dc05d
lohrstrasse,"Lohrstrasse in Bautzen, Germany",51.1732516,14.4404752,1,,,,Pipeline,"Lohrstrasse in Bautzen, Germany",,german_fires_bautzen_locations,b2388323308da47603d5f05a5247e794,german_fires_bautzen_locations__b2388323308da47603d5f05a5247e794
loschau,"Loschau in Bautzen, Germany",51.2039787,14.3321043,1,,,,Keyphrase,"Loschau in Bautzen, Germany",,german_fires_bautzen_locations,0bf19e2cc1f9c0800f643f601bf40dd0,german_fires_bautzen_locations__0bf19e2cc1f9c0800f643f601bf40dd0
lutzowstrasse,"Lutzowstrasse in Bautzen, Germany",51.169329,14.4496341,1,,,,Keyphrase,"Lutzowstrasse in Bautzen, Germany",,german_fires_bautzen_locations,6c1b51c9202a74bb04e7a3c8cf04f739,german_fires_bautzen_locations__6c1b51c9202a74bb04e7a3c8cf04f739
malschwitzer strasse,"Malschwitzer strasse in Bautzen, Germany",51.1903056,14.4539089,1,,,,Consulates,"Malschwitzer strasse in Bautzen, Germany",,german_fires_bautzen_locations,0faa943a0079e4625cd9f259dc82d93d,german_fires_bautzen_locations__0faa943a0079e4625cd9f259dc82d93d
malsitzer weg,"Malsitzer Weg in Bautzen, Germany",51.200217,14.460178,1,,,,Wells,"Malsitzer Weg in Bautzen, Germany",,german_fires_bautzen_locations,aba93780eeefff8468dec85cd7ba3c12,german_fires_bautzen_locations__aba93780eeefff8468dec85cd7ba3c12
marschnerstrasse,"Marschnerstrasse in Bautzen, Germany",51.1773854,14.448301,1,,,,Media,"Marschnerstrasse in Bautzen, Germany",,german_fires_bautzen_locations,332ce00d4af18d9af46bb59051e1b576,german_fires_bautzen_locations__332ce00d4af18d9af46bb59051e1b576
martin-hoop-strasse,"Martin-Hoop-strasse in Bautzen, Germany",51.175156,14.4367512,1,,,,Person,"Martin-Hoop-strasse in Bautzen, Germany",,german_fires_bautzen_locations,9343ee0751d769bc629f8e9c77000761,german_fires_bautzen_locations__9343ee0751d769bc629f8e9c77000761
matthaus-lange-strasse,"Matthaus-Lange-strasse in Bautzen, Germany",51.2133386,14.3908505,1,,,,LegislativeCommittee,"Matthaus-Lange-strasse in Bautzen, Germany",,german_fires_bautzen_locations,d30462193ded35f5f6d94b23adfc5c5f,german_fires_bautzen_locations__d30462193ded35f5f6d94b23adfc5c5f
max-militzer-weg,"Max-Militzer-Weg in Bautzen, Germany",51.1553376,14.437918,1,,,,ForeignMinistry,"Max-Militzer-Weg in Bautzen, Germany",,german_fires_bautzen_locations,e71372835f1b9eaa0ae021ec38ed5eaf,german_fires_bautzen_locations__e71372835f1b9eaa0ae021ec38ed5eaf
max-planck-strasse,"Max-Planck-strasse in Bautzen, Germany",51.1884558,14.4385805,1,,,,AAEntity,"Max-Planck-strasse in Bautzen, Germany",,german_fires_bautzen_locations,c3f64a3c842baaab51bf6bc4e65aca85,german_fires_bautzen_locations__c3f64a3c842baaab51bf6bc4e65aca85
messergasse,"Messergasse in Bautzen, Germany",51.1828911,14.4213393,1,,,,LegislativeCommittee,"Messergasse in Bautzen, Germany",,german_fires_bautzen_locations,6ac8214bed4ab55a31816bd313108122,german_fires_bautzen_locations__6ac8214bed4ab55a31816bd313108122
michael-hornig-strasse,"Michael-Hornig-strasse in Bautzen, Germany",51.1745642,14.4625792,1,,,,space,"Michael-Hornig-strasse in Bautzen, Germany",,german_fires_bautzen_locations,2b3fbdcb94bbcfc87154a765df220c7e,german_fires_bautzen_locations__2b3fbdcb94bbcfc87154a765df220c7e
milkwitzer weg,"Milkwitzer Weg in Bautzen, Germany",51.2139004,14.3898795,1,,,,ForeignMinistry,"Milkwitzer Weg in Bautzen, Germany",,german_fires_bautzen_locations,b98a3dce691b0f794accd5a6b1c8252f,german_fires_bautzen_locations__b98a3dce691b0f794accd5a6b1c8252f
mozartstrasse,"Mozartstrasse in Bautzen, Germany",51.1779414,14.4486423,1,,,,Person,"Mozartstrasse in Bautzen, Germany",,german_fires_bautzen_locations,14929b9dee650b8a5aa0f9651e1c325b,german_fires_bautzen_locations__14929b9dee650b8a5aa0f9651e1c325b
muskauer strasse,"Muskauer strasse in Bautzen, Germany",51.1879818,14.4479474,1,,,,Keyphrase,"Muskauer strasse in Bautzen, Germany",,german_fires_bautzen_locations,f646c972b37f0371153c2d4980cb583c,german_fires_bautzen_locations__f646c972b37f0371153c2d4980cb583c
mattigstrasse,"Mattigstrasse in Bautzen, Germany",51.1773395,14.4369637,1,,,,CompanyKeyword,"Mattigstrasse in Bautzen, Germany",,german_fires_bautzen_locations,dd236844ccaac588f266bb1e92fbd42c,german_fires_bautzen_locations__dd236844ccaac588f266bb1e92fbd42c
monchsgasse,"Monchsgasse in Bautzen, Germany",51.1818515,14.4213411,1,,,,FTO,"Monchsgasse in Bautzen, Germany",,german_fires_bautzen_locations,2cb9078ec7f09d92d772b8b0f696f79f,german_fires_bautzen_locations__2cb9078ec7f09d92d772b8b0f696f79f
monchskirche,"Monchskirche in Bautzen, Germany",51.1820828,14.4217152,1,,,,ForeignMinistry,"Monchskirche in Bautzen, Germany",,german_fires_bautzen_locations,1080d4191df8ad52821c4cda8a8cdc82,german_fires_bautzen_locations__1080d4191df8ad52821c4cda8a8cdc82
muhlgasschen,"Muhlgasschen in Bautzen, Germany",51.1883525,14.4198848,1,,,,FTO,"Muhlgasschen in Bautzen, Germany",,german_fires_bautzen_locations,11452338ee15d964c32228df17e42833,german_fires_bautzen_locations__11452338ee15d964c32228df17e42833
muhlstrasse,"Muhlstrasse in Bautzen, Germany",51.1811309,14.4201798,1,,,,LegislativeCommittee,"Muhlstrasse in Bautzen, Germany",,german_fires_bautzen_locations,bb887f4fefa19e49b209465e25d3f37a,german_fires_bautzen_locations__bb887f4fefa19e49b209465e25d3f37a
muhltorgasse,"Muhltorgasse in Bautzen, Germany",51.180459,14.4228311,1,,,,FTO,"Muhltorgasse in Bautzen, Germany",,german_fires_bautzen_locations,e9079c514056d0d06fb674281e591b91,german_fires_bautzen_locations__e9079c514056d0d06fb674281e591b91
muhlweg,"Muhlweg in Bautzen, Germany",51.1952886,14.4732582,1,,,,Consulates,"Muhlweg in Bautzen, Germany",,german_fires_bautzen_locations,2bfd947127807a41bade1b6f02f0c817,german_fires_bautzen_locations__2bfd947127807a41bade1b6f02f0c817
nadelwitzer strasse,"Nadelwitzer strasse in Bautzen, Germany",51.1792407,14.461735,1,,,,Wells,"Nadelwitzer strasse in Bautzen, Germany",,german_fires_bautzen_locations,5638e0c864dca34f84ba1845dbeae176,german_fires_bautzen_locations__5638e0c864dca34f84ba1845dbeae176
neue siedlung,"Neue Siedlung in Bautzen, Germany",51.1822622,14.3927056,1,,,,LegislativeCommittee,"Neue Siedlung in Bautzen, Germany",,german_fires_bautzen_locations,e80e4813a456dbdd77f00f289ba08253,german_fires_bautzen_locations__e80e4813a456dbdd77f00f289ba08253
neue strasse,"Neue strasse in Bautzen, Germany",51.21222,14.3928268,1,,,,AAEntity,"Neue strasse in Bautzen, Germany",,german_fires_bautzen_locations,6713a6da457201744e50fdcbeb5f8e78,german_fires_bautzen_locations__6713a6da457201744e50fdcbeb5f8e78
neugasse,"Neugasse in Bautzen, Germany",51.1822912,14.4308769,1,,,,Shipping,"Neugasse in Bautzen, Germany",,german_fires_bautzen_locations,a35a5efd5fd19b97fac30ea69456b79a,german_fires_bautzen_locations__a35a5efd5fd19b97fac30ea69456b79a
neukircher strasse,"Neukircher strasse in Bautzen, Germany",51.1745977,14.3921422,1,,,,Legislator,"Neukircher strasse in Bautzen, Germany",,german_fires_bautzen_locations,ebab42646f12c16846cabc35b7a8498b,german_fires_bautzen_locations__ebab42646f12c16846cabc35b7a8498b
neumalsitz,"Neumalsitz in Bautzen, Germany",51.207464,14.4335561,1,,,,Pipeline,"Neumalsitz in Bautzen, Germany",,german_fires_bautzen_locations,39e33ad4883e3e72d2a61cd6e2e29fdd,german_fires_bautzen_locations__39e33ad4883e3e72d2a61cd6e2e29fdd
neusalzaer strasse,"Neusalzaer strasse in Bautzen, Germany",51.1628654,14.4287378,1,,,,DiplomaticFacilities,"Neusalzaer strasse in Bautzen, Germany",,german_fires_bautzen_locations,b7a20c8e8985cca7b94939b5e89410b4,german_fires_bautzen_locations__b7a20c8e8985cca7b94939b5e89410b4
neusche promenade,"Neusche Promenade in Bautzen, Germany",51.1696686,14.4086469,1,,,,Refinery,"Neusche Promenade in Bautzen, Germany",,german_fires_bautzen_locations,35e33d826f84818f8c73929d0b6d1ddb,german_fires_bautzen_locations__35e33d826f84818f8c73929d0b6d1ddb
neustadter strasse,"Neustadter strasse in Bautzen, Germany",51.1726276,14.4028393,1,,,,Wells,"Neustadter strasse in Bautzen, Germany",,german_fires_bautzen_locations,adbe20090984306af33cf0474721e443,german_fires_bautzen_locations__adbe20090984306af33cf0474721e443
neuteichnitzer strasse,"Neuteichnitzer strasse in Bautzen, Germany",51.2018944,14.4147821,1,,,,space,"Neuteichnitzer strasse in Bautzen, Germany",,german_fires_bautzen_locations,d12bec225e8e6aaf6c344aca4c7cdf71,german_fires_bautzen_locations__d12bec225e8e6aaf6c344aca4c7cdf71
nicolaipforte,"Nicolaipforte in Bautzen, Germany",51.1833737,14.4226312,1,,,,Organization,"Nicolaipforte in Bautzen, Germany",,german_fires_bautzen_locations,018764dd44c95ef636180e3f0b683d41,german_fires_bautzen_locations__018764dd44c95ef636180e3f0b683d41
niederkainaer strasse,"Niederkainaer strasse in Bautzen, Germany",51.1891749,14.4626769,1,,,,Shipping,"Niederkainaer strasse in Bautzen, Germany",,german_fires_bautzen_locations,e84d29b25f41b74647c6290649237153,german_fires_bautzen_locations__e84d29b25f41b74647c6290649237153
niederuhna,"Niederuhna in Bautzen, Germany",51.2084319,14.355246,1,,,,DiplomaticFacilities,"Niederuhna in Bautzen, Germany",,german_fires_bautzen_locations,29737bb51e170f465f2b20b0aef9eeb2,german_fires_bautzen_locations__29737bb51e170f465f2b20b0aef9eeb2
niemollerstrasse,"Niemollerstrasse in Bautzen, Germany",51.1817894,14.4471878,1,,,,Consulates,"Niemollerstrasse in Bautzen, Germany",,german_fires_bautzen_locations,90afc9e4e86e032159ea1a71663cf6e5,german_fires_bautzen_locations__90afc9e4e86e032159ea1a71663cf6e5
nikolaus-otto-strasse,"Nikolaus-Otto-strasse in Bautzen, Germany",51.194533,14.3430088,1,,,,FTO,"Nikolaus-Otto-strasse in Bautzen, Germany",,german_fires_bautzen_locations,8715649489b59057aee89e09495f93fb,german_fires_bautzen_locations__8715649489b59057aee89e09495f93fb
nimschutzer strasse,"Nimschutzer strasse in Bautzen, Germany",51.20003,14.4611472,1,,,,Pipeline,"Nimschutzer strasse in Bautzen, Germany",,german_fires_bautzen_locations,a73cc6eed29318a422fc091912f8cc0a,german_fires_bautzen_locations__a73cc6eed29318a422fc091912f8cc0a
obere strasse,"Obere strasse in Bautzen, Germany",51.1724461,14.4675117,1,,,,ForeignMinister,"Obere strasse in Bautzen, Germany",,german_fires_bautzen_locations,a2221cdeff30c01949581f2604cf65c7,german_fires_bautzen_locations__a2221cdeff30c01949581f2604cf65c7
oberkainaer strasse,"Oberkainaer strasse in Bautzen, Germany",51.152965,14.4223916,1,,,,DiplomaticFacilities,"Oberkainaer strasse in Bautzen, Germany",,german_fires_bautzen_locations,af16b3aefd2b78bef02f01a7f628b60f,german_fires_bautzen_locations__af16b3aefd2b78bef02f01a7f628b60f
oberuhna,"Oberuhna in Bautzen, Germany",51.2054102,14.3527164,1,,,,Legislator,"Oberuhna in Bautzen, Germany",,german_fires_bautzen_locations,4823f6d999403b3ef374feb285444dd6,german_fires_bautzen_locations__4823f6d999403b3ef374feb285444dd6
oberweg,"Oberweg in Bautzen, Germany",51.18609,14.4160991,1,,,,Refinery,"Oberweg in Bautzen, Germany",,german_fires_bautzen_locations,87c1c6a09d497a3bcef65efe006cfe69,german_fires_bautzen_locations__87c1c6a09d497a3bcef65efe006cfe69
oehna,"Oehna in Bautzen, Germany",51.199398,14.443277,1,,,,Pipeline,"Oehna in Bautzen, Germany",,german_fires_bautzen_locations,709e3cc94ca15d66fc02641a34989032,german_fires_bautzen_locations__709e3cc94ca15d66fc02641a34989032
ortenburg,"Ortenburg in Bautzen, Germany",51.1831752,14.4203829,1,,,,Exec,"Ortenburg in Bautzen, Germany",,german_fires_bautzen_locations,f761c4eebc820d9dd38471c60ee7837c,german_fires_bautzen_locations__f761c4eebc820d9dd38471c60ee7837c
otto-nagel-strasse,"Otto-Nagel-strasse in Bautzen, Germany",51.1932443,14.448099,1,,,,FTO,"Otto-Nagel-strasse in Bautzen, Germany",,german_fires_bautzen_locations,a353ab65660b318b65ae724a5727109d,german_fires_bautzen_locations__a353ab65660b318b65ae724a5727109d
packhofstrasse,"Packhofstrasse in Bautzen, Germany",51.1734579,14.4253338,1,,,,Exec,"Packhofstrasse in Bautzen, Germany",,german_fires_bautzen_locations,95ff4636650cb027f330c7e972d6c727,german_fires_bautzen_locations__95ff4636650cb027f330c7e972d6c727
parsevalstrasse,"Parsevalstrasse in Bautzen, Germany",51.1736901,14.403956,1,,,,Pipeline,"Parsevalstrasse in Bautzen, Germany",,german_fires_bautzen_locations,0d838e8ba49849eb272da1965753213d,german_fires_bautzen_locations__0d838e8ba49849eb272da1965753213d
paul-neck-strasse,"Paul-Neck-strasse in Bautzen, Germany",51.176636,14.4457696,1,,,,Shipping,"Paul-Neck-strasse in Bautzen, Germany",,german_fires_bautzen_locations,33db45eea5007037f7f10ffb07fe4947,german_fires_bautzen_locations__33db45eea5007037f7f10ffb07fe4947
paulistrasse,"Paulistrasse in Bautzen, Germany",51.1758375,14.4376,1,,,,Refinery,"Paulistrasse in Bautzen, Germany",,german_fires_bautzen_locations,abecb5c19d96b473fe65509a372addfd,german_fires_bautzen_locations__abecb5c19d96b473fe65509a372addfd
peter-buck-strasse,"Peter-Buck-strasse in Bautzen, Germany",51.2110029,14.3896907,1,,,,Exec,"Peter-Buck-strasse in Bautzen, Germany",,german_fires_bautzen_locations,922f8855cfae4158d3acbb339bdea6cc,german_fires_bautzen_locations__922f8855cfae4158d3acbb339bdea6cc
philipp-reis-strasse,"Philipp-Reis-strasse in Bautzen, Germany",51.1958258,14.3441306,1,,,,Person,"Philipp-Reis-strasse in Bautzen, Germany",,german_fires_bautzen_locations,5a4679d5704e802862bcac5d4fbd9b72,german_fires_bautzen_locations__5a4679d5704e802862bcac5d4fbd9b72
platz der volkerfreundschaft,"Platz der Volkerfreundschaft in Bautzen, Germany",51.1911106,14.4458139,1,,,,CompanyKeyword,"Platz der Volkerfreundschaft in Bautzen, Germany",,german_fires_bautzen_locations,0c30f03258b4e2bd0547154f4206f70a,german_fires_bautzen_locations__0c30f03258b4e2bd0547154f4206f70a
postplatz,"Postplatz in Bautzen, Germany",51.177298,14.4290548,1,,,,Person,"Postplatz in Bautzen, Germany",,german_fires_bautzen_locations,52f5d70061d1c8bc9e16144f2bcf7ead,german_fires_bautzen_locations__52f5d70061d1c8bc9e16144f2bcf7ead
predigergasse,"Predigergasse in Bautzen, Germany",51.1826538,14.4219811,1,,,,ForeignMinister,"Predigergasse in Bautzen, Germany",,german_fires_bautzen_locations,72f55d23fd95ba4f33e6268947b796fd,german_fires_bautzen_locations__72f55d23fd95ba4f33e6268947b796fd
preuschwitzer strasse,"Preuschwitzer strasse in Bautzen, Germany",51.1631707,14.4108762,1,,,,Diplomat,"Preuschwitzer strasse in Bautzen, Germany",,german_fires_bautzen_locations,1768c8cb2ff0c7f87b2d808052a41f4f,german_fires_bautzen_locations__1768c8cb2ff0c7f87b2d808052a41f4f
