keyword,caption_name,location_lower,groups,topic_id,entity_type,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(william a bootle; court),"Federal Court in Macon, GA","federal court in macon, ga",courthouse,,courthouse,,Courthouse,"Federal Court in Macon, GA",,dgm_tsa_channel_class_terms,ff6d5a5836305a8701bfdd753d4408a7,dgm_tsa_channel_class_terms__ff6d5a5836305a8701bfdd753d4408a7
(wilkie d. ferguson; court),"Federal Court in Miami, FL","federal court in miami, fl",courthouse,,courthouse,,Courthouse,"Federal Court in Miami, FL",,dgm_tsa_channel_class_terms,28bcade2e23ec84c9b52e840739dff7c,dgm_tsa_channel_class_terms__28bcade2e23ec84c9b52e840739dff7c
(wayne l. morse; court),"Federal Court in Eugene, OR","federal court in eugene, or",courthouse,,courthouse,,Courthouse,"Federal Court in Eugene, OR",,dgm_tsa_channel_class_terms,53a57ca7102c146be6733855bf1251a9,dgm_tsa_channel_class_terms__53a57ca7102c146be6733855bf1251a9
(wayne l morse; court),"Federal Court in Eugene, OR","federal court in eugene, or",courthouse,,courthouse,,Courthouse,"Federal Court in Eugene, OR",,dgm_tsa_channel_class_terms,3e2dcd22f5511c7eba03265873213a23,dgm_tsa_channel_class_terms__3e2dcd22f5511c7eba03265873213a23
(warren e. burger; court),"Federal Court in St. Paul, MN","federal court in st. paul, mn",courthouse,,courthouse,,Courthouse,"Federal Court in St. Paul, MN",,dgm_tsa_channel_class_terms,7e987943460042d84f4219a9fab2cb65,dgm_tsa_channel_class_terms__7e987943460042d84f4219a9fab2cb65
(warren b. rudman; court),"Federal Court in Concord, NH","federal court in concord, nh",courthouse,,courthouse,,Courthouse,"Federal Court in Concord, NH",,dgm_tsa_channel_class_terms,480c93c53c4277c32d9e9e1a57d4b342,dgm_tsa_channel_class_terms__480c93c53c4277c32d9e9e1a57d4b342
(warren b rudman; court),"Federal Court in Concord, NH","federal court in concord, nh",courthouse,,courthouse,,Courthouse,"Federal Court in Concord, NH",,dgm_tsa_channel_class_terms,4e6ca119b528b684e748eae7d79232a1,dgm_tsa_channel_class_terms__4e6ca119b528b684e748eae7d79232a1
(walter e. hoffman; court),"Federal Court in Norfolk, VA","federal court in norfolk, va",courthouse,,courthouse,,Courthouse,"Federal Court in Norfolk, VA",,dgm_tsa_channel_class_terms,7f75e4d29c410f4e6b4c02678be3252f,dgm_tsa_channel_class_terms__7f75e4d29c410f4e6b4c02678be3252f
(walter e hoffman; court),"Federal Court in Norfolk, VA","federal court in norfolk, va",courthouse,,courthouse,,Courthouse,"Federal Court in Norfolk, VA",,dgm_tsa_channel_class_terms,4dd70d339d764224d1b3ec9bcedf7fb8,dgm_tsa_channel_class_terms__4dd70d339d764224d1b3ec9bcedf7fb8
(veterans claims; court),"Federal Court in Washington, DC","federal court in washington, dc",courthouse,,courthouse,,Courthouse,"Federal Court in Washington, DC",,dgm_tsa_channel_class_terms,e973b4233b8202db2bb9d7fb2099803e,dgm_tsa_channel_class_terms__e973b4233b8202db2bb9d7fb2099803e
(tom stagg; court),"Federal Court in Shreveport, LA","federal court in shreveport, la",courthouse,,courthouse,,Courthouse,"Federal Court in Shreveport, LA",,dgm_tsa_channel_class_terms,0325ac9f8013a9f519994c833dcc9a9b,dgm_tsa_channel_class_terms__0325ac9f8013a9f519994c833dcc9a9b
(thomas s. foley; court),"Federal Court in Spokane, WA","federal court in spokane, wa",courthouse,,courthouse,,Courthouse,"Federal Court in Spokane, WA",,dgm_tsa_channel_class_terms,9c43953587cec997941a525940e36f87,dgm_tsa_channel_class_terms__9c43953587cec997941a525940e36f87
(thomas s foley; court),"Federal Court in Spokane, WA","federal court in spokane, wa",courthouse,,courthouse,,Courthouse,"Federal Court in Spokane, WA",,dgm_tsa_channel_class_terms,008e947771dac0d2383c3d81607f12c5,dgm_tsa_channel_class_terms__008e947771dac0d2383c3d81607f12c5
(thomas g. abernethy; court),"Federal Court in Aberdeen, MS","federal court in aberdeen, ms",courthouse,,courthouse,,Courthouse,"Federal Court in Aberdeen, MS",,dgm_tsa_channel_class_terms,f322cfc97f22bdb2f904e3e764d2d46d,dgm_tsa_channel_class_terms__f322cfc97f22bdb2f904e3e764d2d46d
(thomas g abernethy; court),"Federal Court in Aberdeen, MS","federal court in aberdeen, ms",courthouse,,courthouse,,Courthouse,"Federal Court in Aberdeen, MS",,dgm_tsa_channel_class_terms,cea08b0b150f60f3c535bb2f65e57368,dgm_tsa_channel_class_terms__cea08b0b150f60f3c535bb2f65e57368
(thomas f. eagleton; federal),"Federal Court in St. Louis, MO","federal court in st. louis, mo",courthouse,,courthouse,,Courthouse,"Federal Court in St. Louis, MO",,dgm_tsa_channel_class_terms,9757b10a4903a71b95e0592f738f7e9c,dgm_tsa_channel_class_terms__9757b10a4903a71b95e0592f738f7e9c
(thomas f eagleton; federal),"Federal Court in St. Louis, MO","federal court in st. louis, mo",courthouse,,courthouse,,Courthouse,"Federal Court in St. Louis, MO",,dgm_tsa_channel_class_terms,c2abb57dc21fadb77ac5decf6f7e02be,dgm_tsa_channel_class_terms__c2abb57dc21fadb77ac5decf6f7e02be
(thomas d lambros; court),"Federal Court in Youngstown, OH","federal court in youngstown, oh",courthouse,,courthouse,,Courthouse,"Federal Court in Youngstown, OH",,dgm_tsa_channel_class_terms,2a0ddf9cd5cbcbb1b187cc04fa02942a,dgm_tsa_channel_class_terms__2a0ddf9cd5cbcbb1b187cc04fa02942a
(theodore levin; court),"Federal Court in Detroit, MI","federal court in detroit, mi",courthouse,,courthouse,,Courthouse,"Federal Court in Detroit, MI",,dgm_tsa_channel_class_terms,787fa794406c4a074f219bf25d165d62,dgm_tsa_channel_class_terms__787fa794406c4a074f219bf25d165d62
