keyword,caption_name,location_lower,groups,topic_id,entity_type,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
lanai airport,Lanai Airport,lanai airport,airport,,airport,,Airport,Lanai Airport,,dgm_tsa_channel_class_terms,b65f5ef038a3b81d2d43ad74a8cb0a83,dgm_tsa_channel_class_terms__b65f5ef038a3b81d2d43ad74a8cb0a83
lancaster airport,Lancaster Airport,lancaster airport,airport,,airport,,Airport,Lancaster Airport,,dgm_tsa_channel_class_terms,0b698483f1a4d4b1b5fc4ca4bf74f27b,dgm_tsa_channel_class_terms__0b698483f1a4d4b1b5fc4ca4bf74f27b
capital region international airport,Capital Region International Airport,capital region international airport,airport,,airport,,Airport,Capital Region International Airport,,dgm_tsa_channel_class_terms,feb4937b59675b3a79986519c1509a5b,dgm_tsa_channel_class_terms__feb4937b59675b3a79986519c1509a5b
laredo international airport,Laredo International Airport,laredo international airport,airport,,airport,,Airport,Laredo International Airport,,dgm_tsa_channel_class_terms,9a3fecabc1c250d453c7401bd46776d3,dgm_tsa_channel_class_terms__9a3fecabc1c250d453c7401bd46776d3
north las vegas airport,North Las Vegas Airport,north las vegas airport,airport,,airport,,Airport,North Las Vegas Airport,,dgm_tsa_channel_class_terms,749322838a0090bbb7a1c5c72e7b601b,dgm_tsa_channel_class_terms__749322838a0090bbb7a1c5c72e7b601b
mccarran international airport,McCarran International Airport,mccarran international airport,airport,,airport,,Airport,McCarran International Airport,,dgm_tsa_channel_class_terms,db06951861bd1c2dbaf12c347d1725fa,dgm_tsa_channel_class_terms__db06951861bd1c2dbaf12c347d1725fa
arnold palmer regional airport,Arnold Palmer Regional Airport,arnold palmer regional airport,airport,,airport,,Airport,Arnold Palmer Regional Airport,,dgm_tsa_channel_class_terms,bf0b870c251643091f1c918f2f685b77,dgm_tsa_channel_class_terms__bf0b870c251643091f1c918f2f685b77
lawton–fort sill regional airport,Lawton–Fort Sill Regional Airport,lawton–fort sill regional airport,airport,,airport,,Airport,Lawton–Fort Sill Regional Airport,,dgm_tsa_channel_class_terms,0946a11ae35b7f5127b8adc26bdf9947,dgm_tsa_channel_class_terms__0946a11ae35b7f5127b8adc26bdf9947
lewiston-nez perce county airport,Lewiston-Nez Perce County Airport,lewiston-nez perce county airport,airport,,airport,,Airport,Lewiston-Nez Perce County Airport,,dgm_tsa_channel_class_terms,d245401d6cc4918347cf42e2e1247e70,dgm_tsa_channel_class_terms__d245401d6cc4918347cf42e2e1247e70
blue grass airport,Blue Grass Airport,blue grass airport,airport,,airport,,Airport,Blue Grass Airport,,dgm_tsa_channel_class_terms,8977519437fda69ef9e567ab06aa0db6,dgm_tsa_channel_class_terms__8977519437fda69ef9e567ab06aa0db6
lihue airport,Lihue Airport,lihue airport,airport,,airport,,Airport,Lihue Airport,,dgm_tsa_channel_class_terms,c1d953a04113618ad947ca43cc2ba278,dgm_tsa_channel_class_terms__c1d953a04113618ad947ca43cc2ba278
lincoln airport,Lincoln Airport,lincoln airport,airport,,airport,,Airport,Lincoln Airport,,dgm_tsa_channel_class_terms,ca6217bf980252951b9a1d9d863a6673,dgm_tsa_channel_class_terms__ca6217bf980252951b9a1d9d863a6673
clinton national airport,Clinton National Airport,clinton national airport,airport,,airport,,Airport,Clinton National Airport,,dgm_tsa_channel_class_terms,0836957e0c157886f2a0965b54ce9294,dgm_tsa_channel_class_terms__0836957e0c157886f2a0965b54ce9294
long beach airport,Long Beach Airport,long beach airport,airport,,airport,,Airport,Long Beach Airport,,dgm_tsa_channel_class_terms,40cf9719c887e725e08d6c6e9c1d4ee1,dgm_tsa_channel_class_terms__40cf9719c887e725e08d6c6e9c1d4ee1
east texas regional airport,East Texas Regional Airport,east texas regional airport,airport,,airport,,Airport,East Texas Regional Airport,,dgm_tsa_channel_class_terms,46fa751e342aed904e8a68b86854c47c,dgm_tsa_channel_class_terms__46fa751e342aed904e8a68b86854c47c
los angeles international airport,Los Angeles International Airport,los angeles international airport,airport,,airport,,Airport,Los Angeles International Airport,,dgm_tsa_channel_class_terms,90b57ed4cbd24790c47bda39f640a015,dgm_tsa_channel_class_terms__90b57ed4cbd24790c47bda39f640a015
louisville muhammad ali,Louisville Muhammad Ali International Airport,louisville muhammad ali international airport,airport,,airport,,Airport,Louisville Muhammad Ali International Airport,,dgm_tsa_channel_class_terms,bee27a101244b45b40743ad7c9134e0b,dgm_tsa_channel_class_terms__bee27a101244b45b40743ad7c9134e0b
lubbock preston smith international,Lubbock Preston Smith International Airport,lubbock preston smith international airport,airport,,airport,,Airport,Lubbock Preston Smith International Airport,,dgm_tsa_channel_class_terms,50bcf9f0322c9443f8b1dc954de8912c,dgm_tsa_channel_class_terms__50bcf9f0322c9443f8b1dc954de8912c
lynchburg regional airport,Lynchburg Regional Airport,lynchburg regional airport,airport,,airport,,Airport,Lynchburg Regional Airport,,dgm_tsa_channel_class_terms,0016a0495223d6b5001f6018064b4152,dgm_tsa_channel_class_terms__0016a0495223d6b5001f6018064b4152
middle georgia regional airport,Middle Georgia Regional Airport,middle georgia regional airport,airport,,airport,,Airport,Middle Georgia Regional Airport,,dgm_tsa_channel_class_terms,39cef04a370c3d7d4f653a1d809fb1ec,dgm_tsa_channel_class_terms__39cef04a370c3d7d4f653a1d809fb1ec
dane county regional airport,Dane County Regional Airport,dane county regional airport,airport,,airport,,Airport,Dane County Regional Airport,,dgm_tsa_channel_class_terms,f660ced275e3f59208fce59a4af78121,dgm_tsa_channel_class_terms__f660ced275e3f59208fce59a4af78121
manchester–boston regional airport,Manchester–Boston Regional Airport,manchester–boston regional airport,airport,,airport,,Airport,Manchester–Boston Regional Airport,,dgm_tsa_channel_class_terms,cd843a4cc35e3128ead6479c07bec2dd,dgm_tsa_channel_class_terms__cd843a4cc35e3128ead6479c07bec2dd
manhattan regional airport,Manhattan Regional Airport,manhattan regional airport,airport,,airport,,Airport,Manhattan Regional Airport,,dgm_tsa_channel_class_terms,e780939aabb8656b3e9fd424e638914e,dgm_tsa_channel_class_terms__e780939aabb8656b3e9fd424e638914e
mankato regional airport,Mankato Regional Airport,mankato regional airport,airport,,airport,,Airport,Mankato Regional Airport,,dgm_tsa_channel_class_terms,b12787d57673d523f3fd8e40f716530d,dgm_tsa_channel_class_terms__b12787d57673d523f3fd8e40f716530d
veterans airport of southern illinois,Veterans Airport of Southern Illinois,veterans airport of southern illinois,airport,,airport,,Airport,Veterans Airport of Southern Illinois,,dgm_tsa_channel_class_terms,6eb56d57897c7cdcda7543601ca1a1a3,dgm_tsa_channel_class_terms__6eb56d57897c7cdcda7543601ca1a1a3
sawyer international airport,Sawyer International Airport,sawyer international airport,airport,,airport,,Airport,Sawyer International Airport,,dgm_tsa_channel_class_terms,d69ceb50e4971407584690d48af696b0,dgm_tsa_channel_class_terms__d69ceb50e4971407584690d48af696b0
mason city municipal airport,Mason City Municipal Airport,mason city municipal airport,airport,,airport,,Airport,Mason City Municipal Airport,,dgm_tsa_channel_class_terms,95b870648c6cbb4f0179b30c25cd8dbc,dgm_tsa_channel_class_terms__95b870648c6cbb4f0179b30c25cd8dbc
mcallen miller international airport,McAllen Miller International Airport,mcallen miller international airport,airport,,airport,,Airport,McAllen Miller International Airport,,dgm_tsa_channel_class_terms,ebb62895b04c2c462ff9a57c67b98d42,dgm_tsa_channel_class_terms__ebb62895b04c2c462ff9a57c67b98d42
rogue valley international-medford airport,Rogue Valley International-Medford Airport,rogue valley international-medford airport,airport,,airport,,Airport,Rogue Valley International-Medford Airport,,dgm_tsa_channel_class_terms,7e294d2dc15ae9982830fdd41307a166,dgm_tsa_channel_class_terms__7e294d2dc15ae9982830fdd41307a166
melbourne orlando international airport,Melbourne Orlando International Airport,melbourne orlando international airport,airport,,airport,,Airport,Melbourne Orlando International Airport,,dgm_tsa_channel_class_terms,a5a02a6b1392cc622789cba674926795,dgm_tsa_channel_class_terms__a5a02a6b1392cc622789cba674926795
memphis international airport,Memphis International Airport,memphis international airport,airport,,airport,,Airport,Memphis International Airport,,dgm_tsa_channel_class_terms,23a86cd092a08defe2a7da7087331587,dgm_tsa_channel_class_terms__23a86cd092a08defe2a7da7087331587
meridian regional airport,Meridian Regional Airport,meridian regional airport,airport,,airport,,Airport,Meridian Regional Airport,,dgm_tsa_channel_class_terms,7842a46bc7da5a8961ca7459057718f4,dgm_tsa_channel_class_terms__7842a46bc7da5a8961ca7459057718f4
miami international airport,Miami International Airport,miami international airport,airport,,airport,,Airport,Miami International Airport,,dgm_tsa_channel_class_terms,3eaa10748af21f12e42d8db36a76bad0,dgm_tsa_channel_class_terms__3eaa10748af21f12e42d8db36a76bad0
midland-odessa international air and space port,Midland-Odessa International Air and Space Port,midland-odessa international air and space port,airport,,airport,,Airport,Midland-Odessa International Air and Space Port,,dgm_tsa_channel_class_terms,3bd94e04e56c80f54d52c61b965f2826,dgm_tsa_channel_class_terms__3bd94e04e56c80f54d52c61b965f2826
milwaukee mitchell international airport,Milwaukee Mitchell International Airport,milwaukee mitchell international airport,airport,,airport,,Airport,Milwaukee Mitchell International Airport,,dgm_tsa_channel_class_terms,e6c9de4e37c6087d22dc1b066ad6078d,dgm_tsa_channel_class_terms__e6c9de4e37c6087d22dc1b066ad6078d
minneapolis–saint paul international,Minneapolis–Saint Paul International Airport,minneapolis–saint paul international airport,airport,,airport,,Airport,Minneapolis–Saint Paul International Airport,,dgm_tsa_channel_class_terms,c2361d84bf3a295b409ec240fc3bfaa0,dgm_tsa_channel_class_terms__c2361d84bf3a295b409ec240fc3bfaa0
minot international airport,Minot International Airport,minot international airport,airport,,airport,,Airport,Minot International Airport,,dgm_tsa_channel_class_terms,b631bcfc6b2a3da931ccc11df139f24b,dgm_tsa_channel_class_terms__b631bcfc6b2a3da931ccc11df139f24b
missoula international airport,Missoula International Airport,missoula international airport,airport,,airport,,Airport,Missoula International Airport,,dgm_tsa_channel_class_terms,3a5f6be3e6980a17e58936f768bc9323,dgm_tsa_channel_class_terms__3a5f6be3e6980a17e58936f768bc9323
mobile regional airport,Mobile Regional Airport,mobile regional airport,airport,,airport,,Airport,Mobile Regional Airport,,dgm_tsa_channel_class_terms,75e0ba9421c5512cf282eac86e49b399,dgm_tsa_channel_class_terms__75e0ba9421c5512cf282eac86e49b399
modesto city–county airport,Modesto City–County Airport,modesto city–county airport,airport,,airport,,Airport,Modesto City–County Airport,,dgm_tsa_channel_class_terms,121acf94252dca86af0134424f377004,dgm_tsa_channel_class_terms__121acf94252dca86af0134424f377004
quad cities international airport,Quad Cities International Airport,quad cities international airport,airport,,airport,,Airport,Quad Cities International Airport,,dgm_tsa_channel_class_terms,1875ccd2906d70498f3eefef067e399d,dgm_tsa_channel_class_terms__1875ccd2906d70498f3eefef067e399d
monroe regional airport,Monroe Regional Airport,monroe regional airport,airport,,airport,,Airport,Monroe Regional Airport,,dgm_tsa_channel_class_terms,2ab1b6011310be6a3b5bfbcf8eb746eb,dgm_tsa_channel_class_terms__2ab1b6011310be6a3b5bfbcf8eb746eb
monterey regional airport,Monterey Regional Airport,monterey regional airport,airport,,airport,,Airport,Monterey Regional Airport,,dgm_tsa_channel_class_terms,0b8bc68b5ca6ea5e438ab87989f684ec,dgm_tsa_channel_class_terms__0b8bc68b5ca6ea5e438ab87989f684ec
montgomery regional airport,Montgomery Regional Airport,montgomery regional airport,airport,,airport,,Airport,Montgomery Regional Airport,,dgm_tsa_channel_class_terms,c2a688019c5bccba86f703afea0ee3c2,dgm_tsa_channel_class_terms__c2a688019c5bccba86f703afea0ee3c2
montrose regional airport,Montrose Regional Airport,montrose regional airport,airport,,airport,,Airport,Montrose Regional Airport,,dgm_tsa_channel_class_terms,31571128caab5e67bc7ebebf7ae2b9cf,dgm_tsa_channel_class_terms__31571128caab5e67bc7ebebf7ae2b9cf
morgantown municipal airport,Morgantown Municipal Airport,morgantown municipal airport,airport,,airport,,Airport,Morgantown Municipal Airport,,dgm_tsa_channel_class_terms,d5b10a15f008f742a444c07881fe5eb7,dgm_tsa_channel_class_terms__d5b10a15f008f742a444c07881fe5eb7
central wisconsin airport,Central Wisconsin Airport,central wisconsin airport,airport,,airport,,Airport,Central Wisconsin Airport,,dgm_tsa_channel_class_terms,f4547c86d0ff70e9abd55b875844a4db,dgm_tsa_channel_class_terms__f4547c86d0ff70e9abd55b875844a4db
muskegon county airport,Muskegon County Airport,muskegon county airport,airport,,airport,,Airport,Muskegon County Airport,,dgm_tsa_channel_class_terms,42f7faef52f719bc391107a571f2c901,dgm_tsa_channel_class_terms__42f7faef52f719bc391107a571f2c901
myrtle beach international airport,Myrtle Beach International Airport,myrtle beach international airport,airport,,airport,,Airport,Myrtle Beach International Airport,,dgm_tsa_channel_class_terms,897a5f424195933cc32b4e0241aea0fe,dgm_tsa_channel_class_terms__897a5f424195933cc32b4e0241aea0fe
nantucket memorial airport,Nantucket Memorial Airport,nantucket memorial airport,airport,,airport,,Airport,Nantucket Memorial Airport,,dgm_tsa_channel_class_terms,1ec4df5997c0a8b94b8ff60a472af61e,dgm_tsa_channel_class_terms__1ec4df5997c0a8b94b8ff60a472af61e
naples airport,Naples Airport,naples airport,airport,,airport,,Airport,Naples Airport,,dgm_tsa_channel_class_terms,7b7079281d638f0c36bce3ea8654d3ae,dgm_tsa_channel_class_terms__7b7079281d638f0c36bce3ea8654d3ae
nashville international airport,Nashville International Airport,nashville international airport,airport,,airport,,Airport,Nashville International Airport,,dgm_tsa_channel_class_terms,a872c0193d0296ea109a4b52d66044a7,dgm_tsa_channel_class_terms__a872c0193d0296ea109a4b52d66044a7
new bedford regional airport,New Bedford Regional Airport,new bedford regional airport,airport,,airport,,Airport,New Bedford Regional Airport,,dgm_tsa_channel_class_terms,d99326975c4810edef63445085dd628e,dgm_tsa_channel_class_terms__d99326975c4810edef63445085dd628e
carolina regional airport,Coastal Carolina Regional Airport,coastal carolina regional airport,airport,,airport,,Airport,Coastal Carolina Regional Airport,,dgm_tsa_channel_class_terms,bf410e39b1993ec9160b8355d8dcc4b1,dgm_tsa_channel_class_terms__bf410e39b1993ec9160b8355d8dcc4b1
tweed new haven airport,Tweed New Haven Airport,tweed new haven airport,airport,,airport,,Airport,Tweed New Haven Airport,,dgm_tsa_channel_class_terms,21957c427dd856a8ed965ec74f32d18a,dgm_tsa_channel_class_terms__21957c427dd856a8ed965ec74f32d18a
louis armstrong new orleans international,Louis Armstrong New Orleans International Airport,louis armstrong new orleans international airport,airport,,airport,,Airport,Louis Armstrong New Orleans International Airport,,dgm_tsa_channel_class_terms,4d900f116070cdee0bd5bb37e3f227ed,dgm_tsa_channel_class_terms__4d900f116070cdee0bd5bb37e3f227ed
laguardia airport,LaGuardia Airport,laguardia airport,airport,,airport,,Airport,LaGuardia Airport,,dgm_tsa_channel_class_terms,1582feaf231fcc489540f2b26b7e8161,dgm_tsa_channel_class_terms__1582feaf231fcc489540f2b26b7e8161
john f. kennedy international,John F. Kennedy International Airport,john f. kennedy international airport,airport,,airport,,Airport,John F. Kennedy International Airport,,dgm_tsa_channel_class_terms,85d5a0cceb031cf6f1ca12170b99c538,dgm_tsa_channel_class_terms__85d5a0cceb031cf6f1ca12170b99c538
newark liberty international,Newark Liberty International Airport,newark liberty international airport,airport,,airport,,Airport,Newark Liberty International Airport,,dgm_tsa_channel_class_terms,4c745f8951527cf80d237893f24086b2,dgm_tsa_channel_class_terms__4c745f8951527cf80d237893f24086b2
new york stewart international,New York Stewart International Airport,new york stewart international airport,airport,,airport,,Airport,New York Stewart International Airport,,dgm_tsa_channel_class_terms,7ee63e5ca5d0a2d39c67c1b954e13e5d,dgm_tsa_channel_class_terms__7ee63e5ca5d0a2d39c67c1b954e13e5d
newport news/williamsburg international,Newport News/Williamsburg International Airport,newport news/williamsburg international airport,airport,,airport,,Airport,Newport News/Williamsburg International Airport,,dgm_tsa_channel_class_terms,962c6e02840cbd7f77fc89806284b189,dgm_tsa_channel_class_terms__962c6e02840cbd7f77fc89806284b189
nome airport,Nome Airport,nome airport,airport,,airport,,Airport,Nome Airport,,dgm_tsa_channel_class_terms,01c6d76c2503e1a99668a28e4d1a3734,dgm_tsa_channel_class_terms__01c6d76c2503e1a99668a28e4d1a3734
norfolk international airport,Norfolk International Airport,norfolk international airport,airport,,airport,,Airport,Norfolk International Airport,,dgm_tsa_channel_class_terms,9cf41080c65c75a6e2941e95bda88d15,dgm_tsa_channel_class_terms__9cf41080c65c75a6e2941e95bda88d15
southwest oregon regional airport,Southwest Oregon Regional Airport,southwest oregon regional airport,airport,,airport,,Airport,Southwest Oregon Regional Airport,,dgm_tsa_channel_class_terms,a0447e76d90bf8a0d823d00cbf850473,dgm_tsa_channel_class_terms__a0447e76d90bf8a0d823d00cbf850473
oakland international airport,Oakland International Airport,oakland international airport,airport,,airport,,Airport,Oakland International Airport,,dgm_tsa_channel_class_terms,540e19fbc20296cc0a0a3fb5b6c2f822,dgm_tsa_channel_class_terms__540e19fbc20296cc0a0a3fb5b6c2f822
will rogers world airport,Will Rogers World Airport,will rogers world airport,airport,,airport,,Airport,Will Rogers World Airport,,dgm_tsa_channel_class_terms,2ab3dda2b12143375a9bc1d115f3ffc7,dgm_tsa_channel_class_terms__2ab3dda2b12143375a9bc1d115f3ffc7
eppley airfield,Eppley Airfield,eppley airfield,airport,,airport,,Airport,Eppley Airfield,,dgm_tsa_channel_class_terms,1ec25bcaec58b15fed289a8e71871fa7,dgm_tsa_channel_class_terms__1ec25bcaec58b15fed289a8e71871fa7
ontario international airport,Ontario International Airport,ontario international airport,airport,,airport,,Airport,Ontario International Airport,,dgm_tsa_channel_class_terms,4cf0c0a666eea619b69128c3df1a39b3,dgm_tsa_channel_class_terms__4cf0c0a666eea619b69128c3df1a39b3
orlando international airport,Orlando International Airport,orlando international airport,airport,,airport,,Airport,Orlando International Airport,,dgm_tsa_channel_class_terms,d6f162d0a0a4ca8afe647503bfd39d9b,dgm_tsa_channel_class_terms__d6f162d0a0a4ca8afe647503bfd39d9b
orlando sanford international,Orlando Sanford International Airport,orlando sanford international airport,airport,,airport,,Airport,Orlando Sanford International Airport,,dgm_tsa_channel_class_terms,51b5478e0dfb83905a5b0d6da5c88e9d,dgm_tsa_channel_class_terms__51b5478e0dfb83905a5b0d6da5c88e9d
oxnard airport,Oxnard Airport,oxnard airport,airport,,airport,,Airport,Oxnard Airport,,dgm_tsa_channel_class_terms,73ec5959a61745152e2ea7536ed71e33,dgm_tsa_channel_class_terms__73ec5959a61745152e2ea7536ed71e33
barkley regional airport,Barkley Regional Airport,barkley regional airport,airport,,airport,,Airport,Barkley Regional Airport,,dgm_tsa_channel_class_terms,ecd801fe302c500b30243c17550ee987,dgm_tsa_channel_class_terms__ecd801fe302c500b30243c17550ee987
page municipal airport,Page Municipal Airport,page municipal airport,airport,,airport,,Airport,Page Municipal Airport,,dgm_tsa_channel_class_terms,3b07c6eb63b875a22820531b82f64d20,dgm_tsa_channel_class_terms__3b07c6eb63b875a22820531b82f64d20
palm springs international,Palm Springs International Airport,palm springs international airport,airport,,airport,,Airport,Palm Springs International Airport,,dgm_tsa_channel_class_terms,522cdc14006a710f2541e3235a9c3b40,dgm_tsa_channel_class_terms__522cdc14006a710f2541e3235a9c3b40
northwest florida beaches international,Northwest Florida Beaches International Airport,northwest florida beaches international airport,airport,,airport,,Airport,Northwest Florida Beaches International Airport,,dgm_tsa_channel_class_terms,4a9d4c4c9f7d9ef23b5c0f0424948ffb,dgm_tsa_channel_class_terms__4a9d4c4c9f7d9ef23b5c0f0424948ffb
mid-ohio valley regional airport,Mid-Ohio Valley Regional Airport,mid-ohio valley regional airport,airport,,airport,,Airport,Mid-Ohio Valley Regional Airport,,dgm_tsa_channel_class_terms,c561fcdd8baba075ced9199519873d6a,dgm_tsa_channel_class_terms__c561fcdd8baba075ced9199519873d6a
tri-cities airport,Tri-Cities Airport,tri-cities airport,airport,,airport,,Airport,Tri-Cities Airport,,dgm_tsa_channel_class_terms,9a47f7af88f53888ae46969e5cf5b4ae,dgm_tsa_channel_class_terms__9a47f7af88f53888ae46969e5cf5b4ae
pellston regional airport,Pellston Regional Airport,pellston regional airport,airport,,airport,,Airport,Pellston Regional Airport,,dgm_tsa_channel_class_terms,59de322d7edec743c420e6391ab8c87d,dgm_tsa_channel_class_terms__59de322d7edec743c420e6391ab8c87d
eastern oregon regional,Eastern Oregon Regional Airport,eastern oregon regional airport,airport,,airport,,Airport,Eastern Oregon Regional Airport,,dgm_tsa_channel_class_terms,7a895287c1c6abefdf5a1b59dafe25ad,dgm_tsa_channel_class_terms__7a895287c1c6abefdf5a1b59dafe25ad
pensacola international airport,Pensacola International Airport,pensacola international airport,airport,,airport,,Airport,Pensacola International Airport,,dgm_tsa_channel_class_terms,392a0f8808a37b098bc2655180e7c974,dgm_tsa_channel_class_terms__392a0f8808a37b098bc2655180e7c974
general wayne a. downing peoria international,General Wayne A. Downing Peoria International Airport,general wayne a. downing peoria international airport,airport,,airport,,Airport,General Wayne A. Downing Peoria International Airport,,dgm_tsa_channel_class_terms,8f130686143d0a9559208daeb8b8ecc3,dgm_tsa_channel_class_terms__8f130686143d0a9559208daeb8b8ecc3
petersburg james a. johnson airport,Petersburg James A. Johnson Airport,petersburg james a. johnson airport,airport,,airport,,Airport,Petersburg James A. Johnson Airport,,dgm_tsa_channel_class_terms,4cd65f17add3cc006b2a887cfba0d839,dgm_tsa_channel_class_terms__4cd65f17add3cc006b2a887cfba0d839
philadelphia international airport,Philadelphia International Airport,philadelphia international airport,airport,,airport,,Airport,Philadelphia International Airport,,dgm_tsa_channel_class_terms,8c093bb91e0644037863302c4c5c0bcf,dgm_tsa_channel_class_terms__8c093bb91e0644037863302c4c5c0bcf
phoenix sky harbor international airport,Phoenix Sky Harbor International Airport,phoenix sky harbor international airport,airport,,airport,,Airport,Phoenix Sky Harbor International Airport,,dgm_tsa_channel_class_terms,ac290ea68132232ee8e79910e0fa6e55,dgm_tsa_channel_class_terms__ac290ea68132232ee8e79910e0fa6e55
pierre regional airport,Pierre Regional Airport,pierre regional airport,airport,,airport,,Airport,Pierre Regional Airport,,dgm_tsa_channel_class_terms,35a0f4046d4cb403288f8883afa39551,dgm_tsa_channel_class_terms__35a0f4046d4cb403288f8883afa39551
pittsburgh international airport,Pittsburgh International Airport,pittsburgh international airport,airport,,airport,,Airport,Pittsburgh International Airport,,dgm_tsa_channel_class_terms,45a48a4cbb9a76aebe332211078e712b,dgm_tsa_channel_class_terms__45a48a4cbb9a76aebe332211078e712b
pocatello regional airport,Pocatello Regional Airport,pocatello regional airport,airport,,airport,,Airport,Pocatello Regional Airport,,dgm_tsa_channel_class_terms,dc5711c6d84d0b5754eb6a315ce5e367,dgm_tsa_channel_class_terms__dc5711c6d84d0b5754eb6a315ce5e367
fairchild international airport,William R. Fairchild International Airport,william r. fairchild international airport,airport,,airport,,Airport,William R. Fairchild International Airport,,dgm_tsa_channel_class_terms,f82932b341a27018bbb34263f7e5447a,dgm_tsa_channel_class_terms__f82932b341a27018bbb34263f7e5447a
erie–ottawa international airport,Erie–Ottawa International Airport,erie–ottawa international airport,airport,,airport,,Airport,Erie–Ottawa International Airport,,dgm_tsa_channel_class_terms,ca06224dac2f7723edcf9e69df1282a4,dgm_tsa_channel_class_terms__ca06224dac2f7723edcf9e69df1282a4
portland international jetport,Portland International Jetport,portland international jetport,airport,,airport,,Airport,Portland International Jetport,,dgm_tsa_channel_class_terms,e7913d7f98d1e7d45316622054fd0833,dgm_tsa_channel_class_terms__e7913d7f98d1e7d45316622054fd0833
portland international airport,Portland International Airport,portland international airport,airport,,airport,,Airport,Portland International Airport,,dgm_tsa_channel_class_terms,67ba2cd02b206896347a00ec22cf48e3,dgm_tsa_channel_class_terms__67ba2cd02b206896347a00ec22cf48e3
portsmouth international airport,Portsmouth International Airport at Pease,portsmouth international airport at pease,airport,,airport,,Airport,Portsmouth International Airport at Pease,,dgm_tsa_channel_class_terms,ace64173d8796a5a7b4522e8a6e73617,dgm_tsa_channel_class_terms__ace64173d8796a5a7b4522e8a6e73617
presque isle international airport,Presque Isle International Airport,presque isle international airport,airport,,airport,,Airport,Presque Isle International Airport,,dgm_tsa_channel_class_terms,8fe6e8c78c19599971f97bb63ac12475,dgm_tsa_channel_class_terms__8fe6e8c78c19599971f97bb63ac12475
t. f. green international airport,Rhode Island T. F. Green International Airport,rhode island t. f. green international airport,airport,,airport,,Airport,Rhode Island T. F. Green International Airport,,dgm_tsa_channel_class_terms,938f73f2fa51c6117eec925dcd437e32,dgm_tsa_channel_class_terms__938f73f2fa51c6117eec925dcd437e32
provincetown municipal airport,Provincetown Municipal Airport,provincetown municipal airport,airport,,airport,,Airport,Provincetown Municipal Airport,,dgm_tsa_channel_class_terms,ae5cd93b64d55efbbebf4918bad58e27,dgm_tsa_channel_class_terms__ae5cd93b64d55efbbebf4918bad58e27
pullman–moscow regional airport,Pullman–Moscow Regional Airport,pullman–moscow regional airport,airport,,airport,,Airport,Pullman–Moscow Regional Airport,,dgm_tsa_channel_class_terms,e6384d4db6800cc3782b86332e00325c,dgm_tsa_channel_class_terms__e6384d4db6800cc3782b86332e00325c
quincy regional airport,Quincy Regional Airport,quincy regional airport,airport,,airport,,Airport,Quincy Regional Airport,,dgm_tsa_channel_class_terms,08ddc11e7819a0a690cc599c9c89593a,dgm_tsa_channel_class_terms__08ddc11e7819a0a690cc599c9c89593a
raleigh–durham international airport,Raleigh–Durham International Airport,raleigh–durham international airport,airport,,airport,,Airport,Raleigh–Durham International Airport,,dgm_tsa_channel_class_terms,65490d8fdd7ec0d2ed23c6212ac48b38,dgm_tsa_channel_class_terms__65490d8fdd7ec0d2ed23c6212ac48b38
reading regional airport,Reading Regional Airport,reading regional airport,airport,,airport,,Airport,Reading Regional Airport,,dgm_tsa_channel_class_terms,f58e8031d39d270fda3aff654392cac2,dgm_tsa_channel_class_terms__f58e8031d39d270fda3aff654392cac2
rapid city regional airport,Rapid City Regional Airport,rapid city regional airport,airport,,airport,,Airport,Rapid City Regional Airport,,dgm_tsa_channel_class_terms,bb10a931547dee58e22674e95dab8998,dgm_tsa_channel_class_terms__bb10a931547dee58e22674e95dab8998
redding municipal airport,Redding Municipal Airport,redding municipal airport,airport,,airport,,Airport,Redding Municipal Airport,,dgm_tsa_channel_class_terms,ea75e47f015bc87b7224797288fc14db,dgm_tsa_channel_class_terms__ea75e47f015bc87b7224797288fc14db
redmond municipal airport,Redmond Municipal Airport,redmond municipal airport,airport,,airport,,Airport,Redmond Municipal Airport,,dgm_tsa_channel_class_terms,1792ae46c3cdc381985a6aa8b2ce0bae,dgm_tsa_channel_class_terms__1792ae46c3cdc381985a6aa8b2ce0bae
reno-tahoe international airport,Reno-Tahoe International Airport,reno-tahoe international airport,airport,,airport,,Airport,Reno-Tahoe International Airport,,dgm_tsa_channel_class_terms,ac05dbffb71b2607a8e4d3b93c6f7f60,dgm_tsa_channel_class_terms__ac05dbffb71b2607a8e4d3b93c6f7f60
rhinelander–oneida county airport,Rhinelander–Oneida County Airport,rhinelander–oneida county airport,airport,,airport,,Airport,Rhinelander–Oneida County Airport,,dgm_tsa_channel_class_terms,9a4a91d0e465d760b832308f1c5baa3e,dgm_tsa_channel_class_terms__9a4a91d0e465d760b832308f1c5baa3e
richmond international airport,Richmond International Airport,richmond international airport,airport,,airport,,Airport,Richmond International Airport,,dgm_tsa_channel_class_terms,fb940724536accafa211d61b35f31f43,dgm_tsa_channel_class_terms__fb940724536accafa211d61b35f31f43
central wyoming regional airport,Central Wyoming Regional Airport,central wyoming regional airport,airport,,airport,,Airport,Central Wyoming Regional Airport,,dgm_tsa_channel_class_terms,ca0a535eee147141148538c6155a79da,dgm_tsa_channel_class_terms__ca0a535eee147141148538c6155a79da
