handle,caption_name,location_lower,include_groups,entity_type,location,lat,long,exclude_groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
gulftimes_qatar,Qatari news outlet Gulf Times,qatar,agriculture minister;agriculture ministry,hnmn,Qatar,25.354826,51.183884,,Hnmn,Qatari news outlet Gulf Times,,noneng_dgm_agr_mentioner_entities,4df9b7e4187c75b85c9bf765cf810d51,noneng_dgm_agr_mentioner_entities__4df9b7e4187c75b85c9bf765cf810d51
242_news,Congolese news outlet 242News,republic of congo,agriculture minister;agriculture ministry,hnmn,Republic of Congo,-0.228021,15.827659,,Hnmn,Congolese news outlet 242News,,noneng_dgm_agr_mentioner_entities,4a1883d16d6213e6f482403fbe2f6492,noneng_dgm_agr_mentioner_entities__4a1883d16d6213e6f482403fbe2f6492
7sur7_cd,Congolese news outlet 7SUR7,republic of congo,agriculture minister;agriculture ministry,hnmn,Republic of Congo,-0.228021,15.827659,,Hnmn,Congolese news outlet 7SUR7,,noneng_dgm_agr_mentioner_entities,47c44992d65f8411c72f7eda7e2e5be6,noneng_dgm_agr_mentioner_entities__47c44992d65f8411c72f7eda7e2e5be6
brazzanews,Congolese news outlet BrazzaNews,republic of congo,agriculture minister;agriculture ministry,hnmn,Republic of Congo,-0.228021,15.827659,,Hnmn,Congolese news outlet BrazzaNews,,noneng_dgm_agr_mentioner_entities,f122f85e4478d64f95fce717ba0db335,noneng_dgm_agr_mentioner_entities__f122f85e4478d64f95fce717ba0db335
congonn,Congolese news outlet Congo News Net,republic of congo,agriculture minister;agriculture ministry,hnmn,Republic of Congo,-0.228021,15.827659,,Hnmn,Congolese news outlet Congo News Net,,noneng_dgm_agr_mentioner_entities,98cd2eb9e2e55f677ca9f34ea7d6b2d5,noneng_dgm_agr_mentioner_entities__98cd2eb9e2e55f677ca9f34ea7d6b2d5
echocongobrazza,Congolese news outlet Echos Congo Brazza,republic of congo,agriculture minister;agriculture ministry,hnmn,Republic of Congo,-0.228021,15.827659,,Hnmn,Congolese news outlet Echos Congo Brazza,,noneng_dgm_agr_mentioner_entities,13650f01c294b3079eb0a6aa5a0f52c1,noneng_dgm_agr_mentioner_entities__13650f01c294b3079eb0a6aa5a0f52c1
adevarul,Romanian news outlet Adevarul,romania,agriculture minister;agriculture ministry,hnmn,Romania,45.943161,24.96676,,Hnmn,Romanian news outlet Adevarul,,noneng_dgm_agr_mentioner_entities,dfa0ff2ce14e11133ddc715379f0b7eb,noneng_dgm_agr_mentioner_entities__dfa0ff2ce14e11133ddc715379f0b7eb
agerpres,Romanian news outlet Agerpres,romania,agriculture minister;agriculture ministry,hnmn,Romania,45.943161,24.96676,,Hnmn,Romanian news outlet Agerpres,,noneng_dgm_agr_mentioner_entities,d79f3694b55d0537e397bc21f222dbe6,noneng_dgm_agr_mentioner_entities__d79f3694b55d0537e397bc21f222dbe6
digi24_hd,Romanian news outlet Digi24_HD,romania,agriculture minister;agriculture ministry,hnmn,Romania,45.943161,24.96676,,Hnmn,Romanian news outlet Digi24_HD,,noneng_dgm_agr_mentioner_entities,554ba08d69dc58ed72709651e843d22c,noneng_dgm_agr_mentioner_entities__554ba08d69dc58ed72709651e843d22c
stirileprotv,Romanian news outlet ProTV News,romania,agriculture minister;agriculture ministry,hnmn,Romania,45.943161,24.96676,,Hnmn,Romanian news outlet ProTV News,,noneng_dgm_agr_mentioner_entities,9f29a691916a1266b1cb514f17094654,noneng_dgm_agr_mentioner_entities__9f29a691916a1266b1cb514f17094654
interfax_news,Russian news outlet Interfax,russia,agriculture minister;agriculture ministry,hnmn,Russia,61.52401,105.318756,,Hnmn,Russian news outlet Interfax,,noneng_dgm_agr_mentioner_entities,069b9d76d6c772fc6ba462d7d7aeab1e,noneng_dgm_agr_mentioner_entities__069b9d76d6c772fc6ba462d7d7aeab1e
rentvchannel,Russian news outlet Ren TV News,russia,agriculture minister;agriculture ministry,hnmn,Russia,61.52401,105.318756,,Hnmn,Russian news outlet Ren TV News,,noneng_dgm_agr_mentioner_entities,a03461927605bd0f80298b9cb31ce5ef,noneng_dgm_agr_mentioner_entities__a03461927605bd0f80298b9cb31ce5ef
rianru,Russian news outlet RIA Novosti,russia,agriculture minister;agriculture ministry,hnmn,Russia,61.52401,105.318756,,Hnmn,Russian news outlet RIA Novosti,,noneng_dgm_agr_mentioner_entities,24635fef99e607c88fd7169549bc9ba4,noneng_dgm_agr_mentioner_entities__24635fef99e607c88fd7169549bc9ba4
rgrus,Russian news outlet Rossiyskaya Gazeta,russia,agriculture minister;agriculture ministry,hnmn,Russia,61.52401,105.318756,,Hnmn,Russian news outlet Rossiyskaya Gazeta,,noneng_dgm_agr_mentioner_entities,845d15749c70d6ad8e3a4787e9f8ec94,noneng_dgm_agr_mentioner_entities__845d15749c70d6ad8e3a4787e9f8ec94
tass_agency,Russian news outlet TACC,russia,agriculture minister;agriculture ministry,hnmn,Russia,61.52401,105.318756,,Hnmn,Russian news outlet TACC,,noneng_dgm_agr_mentioner_entities,d1b26ea7bd04a017089520ac990b7e7a,noneng_dgm_agr_mentioner_entities__d1b26ea7bd04a017089520ac990b7e7a
kigalitoday,Rwandan news outlet Kigali Today,rwanda,agriculture minister;agriculture ministry,hnmn,Rwanda,-1.940278,29.873888,,Hnmn,Rwandan news outlet Kigali Today,,noneng_dgm_agr_mentioner_entities,5f807add704ba0b8196b6ce68416e532,noneng_dgm_agr_mentioner_entities__5f807add704ba0b8196b6ce68416e532
chroniclesrw,Rwandan news outlet The Chronicles,rwanda,agriculture minister;agriculture ministry,hnmn,Rwanda,-1.940278,29.873888,,Hnmn,Rwandan news outlet The Chronicles,,noneng_dgm_agr_mentioner_entities,aaae12f4b4aa1c467d101507fe7afba2,noneng_dgm_agr_mentioner_entities__aaae12f4b4aa1c467d101507fe7afba2
newtimesrwanda,Rwandan news outlet The New Times Rwanda,rwanda,agriculture minister;agriculture ministry,hnmn,Rwanda,-1.940278,29.873888,,Hnmn,Rwandan news outlet The New Times Rwanda,,noneng_dgm_agr_mentioner_entities,56e0a4aed019b9a2a3f633414e049817,noneng_dgm_agr_mentioner_entities__56e0a4aed019b9a2a3f633414e049817
umuseke,Rwandan news outlet Umuseke,rwanda,agriculture minister;agriculture ministry,hnmn,Rwanda,-1.940278,29.873888,,Hnmn,Rwandan news outlet Umuseke,,noneng_dgm_agr_mentioner_entities,c1adb08da4b8fa6feb77d3c25cab23a4,noneng_dgm_agr_mentioner_entities__c1adb08da4b8fa6feb77d3c25cab23a4
spmla1ere,Saint-Pierrais news outlet La 1ere,saint pierre and miquelon,agriculture minister;agriculture ministry,hnmn,Saint Pierre and Miquelon,46.8852,-56.3159,,Hnmn,Saint-Pierrais news outlet La 1ere,,noneng_dgm_agr_mentioner_entities,464c26b0c4c71c7c598d8582f6146492,noneng_dgm_agr_mentioner_entities__464c26b0c4c71c7c598d8582f6146492
samoanews,Samoan news outlet Samoa News,samoa,agriculture minister;agriculture ministry,hnmn,Samoa,-13.759029,-172.104629,,Hnmn,Samoan news outlet Samoa News,,noneng_dgm_agr_mentioner_entities,5eac2d79de17cd1673590fa07882dacf,noneng_dgm_agr_mentioner_entities__5eac2d79de17cd1673590fa07882dacf
samoaobserver,Samoan news outlet Samoa Observer,samoa,agriculture minister;agriculture ministry,hnmn,Samoa,-13.759029,-172.104629,,Hnmn,Samoan news outlet Samoa Observer,,noneng_dgm_agr_mentioner_entities,60daa0138afadceb602afb6c1de45611,noneng_dgm_agr_mentioner_entities__60daa0138afadceb602afb6c1de45611
talamuamedia,Samoan news outlet Talamua,samoa,agriculture minister;agriculture ministry,hnmn,Samoa,-13.759029,-172.104629,,Hnmn,Samoan news outlet Talamua,,noneng_dgm_agr_mentioner_entities,03236a2329532c2d573d096be4f87e78,noneng_dgm_agr_mentioner_entities__03236a2329532c2d573d096be4f87e78
telanonstp,Sao Tomean news outlet Tela Non,sao tome and principe,agriculture minister;agriculture ministry,hnmn,Sao Tome and Principe,0.18636,6.613081,,Hnmn,Sao Tomean news outlet Tela Non,,noneng_dgm_agr_mentioner_entities,c8fa36253748be134da346ed5fedded2,noneng_dgm_agr_mentioner_entities__c8fa36253748be134da346ed5fedded2
alainbrk,Saudi news outlet Al Ain News,saudi arabia,agriculture minister;agriculture ministry,hnmn,Saudi Arabia,23.885942,45.079162,,Hnmn,Saudi news outlet Al Ain News,,noneng_dgm_agr_mentioner_entities,093eeb0fd529d4e0c210729c8f53c312,noneng_dgm_agr_mentioner_entities__093eeb0fd529d4e0c210729c8f53c312
alarabiya_brk,Saudi news outlet Al Arabiya,saudi arabia,agriculture minister;agriculture ministry,hnmn,Saudi Arabia,23.885942,45.079162,,Hnmn,Saudi news outlet Al Arabiya,,noneng_dgm_agr_mentioner_entities,69140842e2c678a9e6d11c1c659c7aa9,noneng_dgm_agr_mentioner_entities__69140842e2c678a9e6d11c1c659c7aa9
saudiatv,Saudi news outlet Al Saudiya,saudi arabia,agriculture minister;agriculture ministry,hnmn,Saudi Arabia,23.885942,45.079162,,Hnmn,Saudi news outlet Al Saudiya,,noneng_dgm_agr_mentioner_entities,e0899d3b079fdd9446c01e9b958d4b2f,noneng_dgm_agr_mentioner_entities__e0899d3b079fdd9446c01e9b958d4b2f
arabi21news,Saudi news outlet Arabi21News,saudi arabia,agriculture minister;agriculture ministry,hnmn,Saudi Arabia,23.885942,45.079162,,Hnmn,Saudi news outlet Arabi21News,,noneng_dgm_agr_mentioner_entities,2580a2b1bf2ebee926d7511409ce8e8f,noneng_dgm_agr_mentioner_entities__2580a2b1bf2ebee926d7511409ce8e8f
sabqorg,Saudi news outlet Sabq News,saudi arabia,agriculture minister;agriculture ministry,hnmn,Saudi Arabia,23.885942,45.079162,,Hnmn,Saudi news outlet Sabq News,,noneng_dgm_agr_mentioner_entities,08bf43760772e743ca950b8ce24c9fe8,noneng_dgm_agr_mentioner_entities__08bf43760772e743ca950b8ce24c9fe8
bonjourdakar,Senegalese news outlet Bonjour Dakar,senegal,agriculture minister;agriculture ministry,hnmn,Senegal,14.497401,-14.452362,,Hnmn,Senegalese news outlet Bonjour Dakar,,noneng_dgm_agr_mentioner_entities,2a15780de464b4392c1c154bbfd403fe,noneng_dgm_agr_mentioner_entities__2a15780de464b4392c1c154bbfd403fe
dakaractu,Senegalese news outlet Dakaractu,senegal,agriculture minister;agriculture ministry,hnmn,Senegal,14.497401,-14.452362,,Hnmn,Senegalese news outlet Dakaractu,,noneng_dgm_agr_mentioner_entities,c40cd7038dbd5b002c88075a1973aaf1,noneng_dgm_agr_mentioner_entities__c40cd7038dbd5b002c88075a1973aaf1
senegaldirect,Senegalese news outlet Senegal Direct,senegal,agriculture minister;agriculture ministry,hnmn,Senegal,14.497401,-14.452362,,Hnmn,Senegalese news outlet Senegal Direct,,noneng_dgm_agr_mentioner_entities,a3049cdf5b11c4085c146a549e43a2ee,noneng_dgm_agr_mentioner_entities__a3049cdf5b11c4085c146a549e43a2ee
senejournal,Senegalese news outlet SeneJournal,senegal,agriculture minister;agriculture ministry,hnmn,Senegal,14.497401,-14.452362,,Hnmn,Senegalese news outlet SeneJournal,,noneng_dgm_agr_mentioner_entities,4026429ead8c36ff9023ee552a9b08e9,noneng_dgm_agr_mentioner_entities__4026429ead8c36ff9023ee552a9b08e9
senenews,Senegalese news outlet SeneNews,senegal,agriculture minister;agriculture ministry,hnmn,Senegal,14.497401,-14.452362,,Hnmn,Senegalese news outlet SeneNews,,noneng_dgm_agr_mentioner_entities,c469beeeb230706e34749eacc7a738a5,noneng_dgm_agr_mentioner_entities__c469beeeb230706e34749eacc7a738a5
informernovine,Serbian news outlet Informer,serbia,agriculture minister;agriculture ministry,hnmn,Serbia,44.016521,21.005859,,Hnmn,Serbian news outlet Informer,,noneng_dgm_agr_mentioner_entities,1f554e2b09d491bf73ff76a24e41ade4,noneng_dgm_agr_mentioner_entities__1f554e2b09d491bf73ff76a24e41ade4
rts_vesti,Serbian news outlet RTS Vesti,serbia,agriculture minister;agriculture ministry,hnmn,Serbia,44.016521,21.005859,,Hnmn,Serbian news outlet RTS Vesti,,noneng_dgm_agr_mentioner_entities,f35f0a4cc8d195c5c58b2eb8b98f11bf,noneng_dgm_agr_mentioner_entities__f35f0a4cc8d195c5c58b2eb8b98f11bf
telegrafrs,Serbian news outlet Telegraf,serbia,agriculture minister;agriculture ministry,hnmn,Serbia,44.016521,21.005859,,Hnmn,Serbian news outlet Telegraf,,noneng_dgm_agr_mentioner_entities,df96937bcbe59e0a009fc4dc48721ad0,noneng_dgm_agr_mentioner_entities__df96937bcbe59e0a009fc4dc48721ad0
n1infobg,Serbian news outlet TV N1 Belgrade,serbia,agriculture minister;agriculture ministry,hnmn,Serbia,44.016521,21.005859,,Hnmn,Serbian news outlet TV N1 Belgrade,,noneng_dgm_agr_mentioner_entities,798372904047a3b707037335ec6ef713,noneng_dgm_agr_mentioner_entities__798372904047a3b707037335ec6ef713
novostionline,Serbian news outlet Novosti Online,serbia,agriculture minister;agriculture ministry,hnmn,Serbia,44.016521,21.005859,,Hnmn,Serbian news outlet Novosti Online,,noneng_dgm_agr_mentioner_entities,ee1a3e6e5eaefc9024b17b8a0c55fe08,noneng_dgm_agr_mentioner_entities__ee1a3e6e5eaefc9024b17b8a0c55fe08
seynewsagency,Seychellois news outlet Seychelles News Agency,seychelles,agriculture minister;agriculture ministry,hnmn,Seychelles,-4.679574,55.491977,,Hnmn,Seychellois news outlet Seychelles News Agency,,noneng_dgm_agr_mentioner_entities,382f2b0af516cae42c2f570d41a21383,noneng_dgm_agr_mentioner_entities__382f2b0af516cae42c2f570d41a21383
mothershipsg,Singaporean news outlet Mothership.sg,singapore,agriculture minister;agriculture ministry,hnmn,Singapore,1.352083,103.819836,,Hnmn,Singaporean news outlet Mothership.sg,,noneng_dgm_agr_mentioner_entities,40dbe5a6277026bec28b1d5ce25c8bd3,noneng_dgm_agr_mentioner_entities__40dbe5a6277026bec28b1d5ce25c8bd3
stompsingapore,Singaporean news outlet Stomp Singapore,singapore,agriculture minister;agriculture ministry,hnmn,Singapore,1.352083,103.819836,,Hnmn,Singaporean news outlet Stomp Singapore,,noneng_dgm_agr_mentioner_entities,1b947923a69cab73929adc68327ab73b,noneng_dgm_agr_mentioner_entities__1b947923a69cab73929adc68327ab73b
straits_times,Singaporean news outlet The Straits Times,singapore,agriculture minister;agriculture ministry,hnmn,Singapore,1.352083,103.819836,,Hnmn,Singaporean news outlet The Straits Times,,noneng_dgm_agr_mentioner_entities,d517d3beb935c531c5434dec412ca90f,noneng_dgm_agr_mentioner_entities__d517d3beb935c531c5434dec412ca90f
todayonline,Singaporean news outlet TODAY,singapore,agriculture minister;agriculture ministry,hnmn,Singapore,1.352083,103.819836,,Hnmn,Singaporean news outlet TODAY,,noneng_dgm_agr_mentioner_entities,ad413bab7bca5a57e2dddaf363b59774,noneng_dgm_agr_mentioner_entities__ad413bab7bca5a57e2dddaf363b59774
uktualitysk,Slovak news outlet Aktuality,slovakia,agriculture minister;agriculture ministry,hnmn,Slovakia,48.669026,19.699024,,Hnmn,Slovak news outlet Aktuality,,noneng_dgm_agr_mentioner_entities,5859881b088e06c2e747a1bd65766c2a,noneng_dgm_agr_mentioner_entities__5859881b088e06c2e747a1bd65766c2a
dennikn,Slovak news outlet Dennik N,slovakia,agriculture minister;agriculture ministry,hnmn,Slovakia,48.669026,19.699024,,Hnmn,Slovak news outlet Dennik N,,noneng_dgm_agr_mentioner_entities,fd42742fe34e4702e47d06852e48d67e,noneng_dgm_agr_mentioner_entities__fd42742fe34e4702e47d06852e48d67e
pravdask,Slovak news outlet Pravda.sk,slovakia,agriculture minister;agriculture ministry,hnmn,Slovakia,48.669026,19.699024,,Hnmn,Slovak news outlet Pravda.sk,,noneng_dgm_agr_mentioner_entities,ceb9fa7425b334e67c3109098ee06372,noneng_dgm_agr_mentioner_entities__ceb9fa7425b334e67c3109098ee06372
tvta3,Slovak news outlet TA3,slovakia,agriculture minister;agriculture ministry,hnmn,Slovakia,48.669026,19.699024,,Hnmn,Slovak news outlet TA3,,noneng_dgm_agr_mentioner_entities,91ed88184773886f9b90049fc85661f3,noneng_dgm_agr_mentioner_entities__91ed88184773886f9b90049fc85661f3
24ur_com,Slovenian news outlet 24ur,slovenia,agriculture minister;agriculture ministry,hnmn,Slovenia,46.151241,14.995463,,Hnmn,Slovenian news outlet 24ur,,noneng_dgm_agr_mentioner_entities,a0f92b139937b82ce4f88767839eeb86,noneng_dgm_agr_mentioner_entities__a0f92b139937b82ce4f88767839eeb86
delo,Slovenian news outlet Delo,slovenia,agriculture minister;agriculture ministry,hnmn,Slovenia,46.151241,14.995463,,Hnmn,Slovenian news outlet Delo,,noneng_dgm_agr_mentioner_entities,fe60d72409835d4d732f1e9707fab357,noneng_dgm_agr_mentioner_entities__fe60d72409835d4d732f1e9707fab357
dnevnik_si,Slovenian news outlet Dnevnik,slovenia,agriculture minister;agriculture ministry,hnmn,Slovenia,46.151241,14.995463,,Hnmn,Slovenian news outlet Dnevnik,,noneng_dgm_agr_mentioner_entities,48a977aeee21348b02166a37fdd405f0,noneng_dgm_agr_mentioner_entities__48a977aeee21348b02166a37fdd405f0
sta_novice,Slovenian news outlet Slovenian Press Agency,slovenia,agriculture minister;agriculture ministry,hnmn,Slovenia,46.151241,14.995463,,Hnmn,Slovenian news outlet Slovenian Press Agency,,noneng_dgm_agr_mentioner_entities,256a48f8934d4cbded476d64976deb4b,noneng_dgm_agr_mentioner_entities__256a48f8934d4cbded476d64976deb4b
vecer,Slovenian news outlet Vecer,slovenia,agriculture minister;agriculture ministry,hnmn,Slovenia,46.151241,14.995463,,Hnmn,Slovenian news outlet Vecer,,noneng_dgm_agr_mentioner_entities,d32dc287f2b67411cb8c1c84c5e79d9e,noneng_dgm_agr_mentioner_entities__d32dc287f2b67411cb8c1c84c5e79d9e
arlaadinewsa,Somali news outlet Arlaadi News,somalia,agriculture minister;agriculture ministry,hnmn,Somalia,5.152149,46.199616,,Hnmn,Somali news outlet Arlaadi News,,noneng_dgm_agr_mentioner_entities,8cf89ea9f209518a148573e8e2844044,noneng_dgm_agr_mentioner_entities__8cf89ea9f209518a148573e8e2844044
dhanaanmedia,Somali news outlet Dhanaan Media,somalia,agriculture minister;agriculture ministry,hnmn,Somalia,5.152149,46.199616,,Hnmn,Somali news outlet Dhanaan Media,,noneng_dgm_agr_mentioner_entities,247f6270a9017bf804aee4b05d59d9eb,noneng_dgm_agr_mentioner_entities__247f6270a9017bf804aee4b05d59d9eb
hiiraan,Somali news outlet Hiiraan,somalia,agriculture minister;agriculture ministry,hnmn,Somalia,5.152149,46.199616,,Hnmn,Somali news outlet Hiiraan,,noneng_dgm_agr_mentioner_entities,fb9649a96b2535b45e1121922d1a414b,noneng_dgm_agr_mentioner_entities__fb9649a96b2535b45e1121922d1a414b
somaliguardian,Somali news outlet SomaliGuardian,somalia,agriculture minister;agriculture ministry,hnmn,Somalia,5.152149,46.199616,,Hnmn,Somali news outlet SomaliGuardian,,noneng_dgm_agr_mentioner_entities,731652ced085da949319d20df6e1f0de,noneng_dgm_agr_mentioner_entities__731652ced085da949319d20df6e1f0de
haatufonline,Somalilander news outlet Haatuf Online,somaliland,agriculture minister;agriculture ministry,hnmn,Somaliland,9.4117434,46.8252838,,Hnmn,Somalilander news outlet Haatuf Online,,noneng_dgm_agr_mentioner_entities,f8b918f7e297b5cc864e3e203f71d9e6,noneng_dgm_agr_mentioner_entities__f8b918f7e297b5cc864e3e203f71d9e6
efenoticias,Spanish news outlet EFE Noticias,spain,agriculture minister;agriculture ministry,hnmn,Spain,40.463667,-3.74922,,Hnmn,Spanish news outlet EFE Noticias,,noneng_dgm_agr_mentioner_entities,08ae38e77b2501e770d7f3a54c6c5f31,noneng_dgm_agr_mentioner_entities__08ae38e77b2501e770d7f3a54c6c5f31
elconfidencial,Spanish news outlet El Confidencial,spain,agriculture minister;agriculture ministry,hnmn,Spain,40.463667,-3.74922,,Hnmn,Spanish news outlet El Confidencial,,noneng_dgm_agr_mentioner_entities,ae2fb2519e1e63048c736b5f8f2ff740,noneng_dgm_agr_mentioner_entities__ae2fb2519e1e63048c736b5f8f2ff740
elmundoes,Spanish news outlet El Mundo,spain,agriculture minister;agriculture ministry,hnmn,Spain,40.463667,-3.74922,,Hnmn,Spanish news outlet El Mundo,,noneng_dgm_agr_mentioner_entities,31cc8aaf1db40be72d70bc0d2cba19cf,noneng_dgm_agr_mentioner_entities__31cc8aaf1db40be72d70bc0d2cba19cf
elpais_espana,Spanish news outlet El Pais Espana,spain,agriculture minister;agriculture ministry,hnmn,Spain,40.463667,-3.74922,,Hnmn,Spanish news outlet El Pais Espana,,noneng_dgm_agr_mentioner_entities,d4ce1c6099f19e4ccb17222bc0a39e55,noneng_dgm_agr_mentioner_entities__d4ce1c6099f19e4ccb17222bc0a39e55
lavanguardia,Spanish news outlet La Vanguardia,spain,agriculture minister;agriculture ministry,hnmn,Spain,40.463667,-3.74922,,Hnmn,Spanish news outlet La Vanguardia,,noneng_dgm_agr_mentioner_entities,29a453009ff01865bf6e39273449ae67,noneng_dgm_agr_mentioner_entities__29a453009ff01865bf6e39273449ae67
adaderana,Sri Lankan news outlet Ada Derana,sri lanka,agriculture minister;agriculture ministry,hnmn,Sri Lanka,7.873054,80.771797,,Hnmn,Sri Lankan news outlet Ada Derana,,noneng_dgm_agr_mentioner_entities,4bc63e7488d6cb60699abc2dfdac7008,noneng_dgm_agr_mentioner_entities__4bc63e7488d6cb60699abc2dfdac7008
dailymirror_sl,Sri Lankan news outlet Daily Mirror,sri lanka,agriculture minister;agriculture ministry,hnmn,Sri Lanka,7.873054,80.771797,,Hnmn,Sri Lankan news outlet Daily Mirror,,noneng_dgm_agr_mentioner_entities,5308ce4c48fc2bbafd9b792865e36251,noneng_dgm_agr_mentioner_entities__5308ce4c48fc2bbafd9b792865e36251
newsdotlk,Sri Lankan news outlet News.lk,sri lanka,agriculture minister;agriculture ministry,hnmn,Sri Lanka,7.873054,80.771797,,Hnmn,Sri Lankan news outlet News.lk,,noneng_dgm_agr_mentioner_entities,4aa093cca027b37205d6944ccf8d3787,noneng_dgm_agr_mentioner_entities__4aa093cca027b37205d6944ccf8d3787
newsfirstsl,Sri Lankan news outlet NewsfirstSL,sri lanka,agriculture minister;agriculture ministry,hnmn,Sri Lanka,7.873054,80.771797,,Hnmn,Sri Lankan news outlet NewsfirstSL,,noneng_dgm_agr_mentioner_entities,538d35d5fc2f2135ce828918e9e43aa3,noneng_dgm_agr_mentioner_entities__538d35d5fc2f2135ce828918e9e43aa3
virakesari_lk,Sri Lankan news outlet Virakesari,sri lanka,agriculture minister;agriculture ministry,hnmn,Sri Lanka,7.873054,80.771797,,Hnmn,Sri Lankan news outlet Virakesari,,noneng_dgm_agr_mentioner_entities,242ddd39296b972c1770db903d187d93,noneng_dgm_agr_mentioner_entities__242ddd39296b972c1770db903d187d93
sudanakhbar,Sudanese news outlet Akhbar al-Sudan,sudan,agriculture minister;agriculture ministry,hnmn,Sudan,12.862807,30.217636,,Hnmn,Sudanese news outlet Akhbar al-Sudan,,noneng_dgm_agr_mentioner_entities,bfedd6e4ad72049f0d2c3490e795cad9,noneng_dgm_agr_mentioner_entities__bfedd6e4ad72049f0d2c3490e795cad9
sudan_brk,Sudanese news outlet Sudan al-Youm,sudan,agriculture minister;agriculture ministry,hnmn,Sudan,12.862807,30.217636,,Hnmn,Sudanese news outlet Sudan al-Youm,,noneng_dgm_agr_mentioner_entities,57ac901535b17ea48562b9926de634b2,noneng_dgm_agr_mentioner_entities__57ac901535b17ea48562b9926de634b2
suna_agency,Sudanese news outlet Sudan News Agency,sudan,agriculture minister;agriculture ministry,hnmn,Sudan,12.862807,30.217636,,Hnmn,Sudanese news outlet Sudan News Agency,,noneng_dgm_agr_mentioner_entities,2f72ac0b12fba0e4f3e3f03326e6d353,noneng_dgm_agr_mentioner_entities__2f72ac0b12fba0e4f3e3f03326e6d353
onlinedwt,Surinamese news outlet De Ware Tijd,suriname,agriculture minister;agriculture ministry,hnmn,Suriname,3.919305,-56.027783,,Hnmn,Surinamese news outlet De Ware Tijd,,noneng_dgm_agr_mentioner_entities,2358b91af443751ee3ac489f023f0767,noneng_dgm_agr_mentioner_entities__2358b91af443751ee3ac489f023f0767
gfcnieuws,Surinamese news outlet GFC Nieuws,suriname,agriculture minister;agriculture ministry,hnmn,Suriname,3.919305,-56.027783,,Hnmn,Surinamese news outlet GFC Nieuws,,noneng_dgm_agr_mentioner_entities,fbcbe867d03be4b52bcb61fe0f100d78,noneng_dgm_agr_mentioner_entities__fbcbe867d03be4b52bcb61fe0f100d78
surinameherald,Surinamese news outlet Suriname Herald,suriname,agriculture minister;agriculture ministry,hnmn,Suriname,3.919305,-56.027783,,Hnmn,Surinamese news outlet Suriname Herald,,noneng_dgm_agr_mentioner_entities,748d27387e967ef2db9ef4bd67b3783d,noneng_dgm_agr_mentioner_entities__748d27387e967ef2db9ef4bd67b3783d
aftonbladet,Swedish news outlet Aftonbladet,sweden,agriculture minister;agriculture ministry,hnmn,Sweden,60.128161,18.643501,,Hnmn,Swedish news outlet Aftonbladet,,noneng_dgm_agr_mentioner_entities,5b454c4b4b75f7e4ac4404bb0e7a79c1,noneng_dgm_agr_mentioner_entities__5b454c4b4b75f7e4ac4404bb0e7a79c1
dagensnyheter,Swedish news outlet Dagens Nyheter,sweden,agriculture minister;agriculture ministry,hnmn,Sweden,60.128161,18.643501,,Hnmn,Swedish news outlet Dagens Nyheter,,noneng_dgm_agr_mentioner_entities,e3812373ddbbc108825862e7eee2c111,noneng_dgm_agr_mentioner_entities__e3812373ddbbc108825862e7eee2c111
expressen,Swedish news outlet Expressen,sweden,agriculture minister;agriculture ministry,hnmn,Sweden,60.128161,18.643501,,Hnmn,Swedish news outlet Expressen,,noneng_dgm_agr_mentioner_entities,275ceab5cd7ece91deb8dd775be2aa83,noneng_dgm_agr_mentioner_entities__275ceab5cd7ece91deb8dd775be2aa83
svd,Swedish news outlet Svenska Dagbladet,sweden,agriculture minister;agriculture ministry,hnmn,Sweden,60.128161,18.643501,,Hnmn,Swedish news outlet Svenska Dagbladet,,noneng_dgm_agr_mentioner_entities,1e1e97957c0208fc6ae4077dc9b5976d,noneng_dgm_agr_mentioner_entities__1e1e97957c0208fc6ae4077dc9b5976d
sr_ekot,Swedish news outlet Sveriges Radios Ekoredaktion,sweden,agriculture minister;agriculture ministry,hnmn,Sweden,60.128161,18.643501,,Hnmn,Swedish news outlet Sveriges Radios Ekoredaktion,,noneng_dgm_agr_mentioner_entities,a4fd6ad0637e2270edcc93f4ba4e0bce,noneng_dgm_agr_mentioner_entities__a4fd6ad0637e2270edcc93f4ba4e0bce
letemps,Swiss news outlet Le Temps,switzerland,agriculture minister;agriculture ministry,hnmn,Switzerland,46.818188,8.227512,,Hnmn,Swiss news outlet Le Temps,,noneng_dgm_agr_mentioner_entities,7c0a646c04158b72b647d22ad8de5c78,noneng_dgm_agr_mentioner_entities__7c0a646c04158b72b647d22ad8de5c78
rtsinfo,Swiss news outlet RTS Info,switzerland,agriculture minister;agriculture ministry,hnmn,Switzerland,46.818188,8.227512,,Hnmn,Swiss news outlet RTS Info,,noneng_dgm_agr_mentioner_entities,afd394181848e4e0e355b8300055d972,noneng_dgm_agr_mentioner_entities__afd394181848e4e0e355b8300055d972
srfnews,Swiss news outlet SRF News,switzerland,agriculture minister;agriculture ministry,hnmn,Switzerland,46.818188,8.227512,,Hnmn,Swiss news outlet SRF News,,noneng_dgm_agr_mentioner_entities,5fc0805f99455e590f91e04ff8bb499d,noneng_dgm_agr_mentioner_entities__5fc0805f99455e590f91e04ff8bb499d
