keyword,keyword_upper,caption_name,location_name,location_lower,location (state),type,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
jaime williams,Jaime Williams,New York State Assemblymember Jaime Williams,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Jaime Williams,,EO_Mentioner,21d1c4a204506bdaf222cd012fab8e8f,EO_Mentioner__a5df0a77641e1588802769cfd65ddab2
carrie woerner,Carrie Woerner,New York State Assemblymember Carrie Woerner,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Carrie Woerner,,EO_Mentioner,50d4f7c9ebcc43564de3e6fe6e2ec8e5,EO_Mentioner__1e580c7f9db26cee9bad1c2b4798d24f
kenneth zebrowski,Kenneth Zebrowski,New York State Assemblymember Kenneth Zebrowski,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Kenneth Zebrowski,,EO_Mentioner,ff3e817c8727f675e7a961d49f243b7e,EO_Mentioner__239a297a7df32a7e0943bd3473a13213
stefani zinerman,Stefani Zinerman,New York State Assemblymember Stefani Zinerman,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Stefani Zinerman,,EO_Mentioner,c7035fb26c722df0fa688a1ef6a1ca66,EO_Mentioner__b99f4ce5219febd35480a0b05bff9108
josephaddabbo,JosephAddabbo,New York State Senator Addabbo,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Addabbo,,EO_Mentioner,35b659404549e87cd642ec5ec4dd5b96,EO_Mentioner__178176f316ffa7aa17ac73efb3bb60d4
frederickakshar,FrederickAkshar,New York State Senator Akshar,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Akshar,,EO_Mentioner,8171894fbc0e2cc8ffac8d460dc80289,EO_Mentioner__6fa497b7434e07a3e502a7a9b5a6f9be
jamaalbailey,JamaalBailey,New York State Senator Bailey,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Bailey,,EO_Mentioner,c6ad6d72c65ff00fbdb32268485e07cd,EO_Mentioner__df1360243efd6e71945856370b6c8c23
brianbenjamin,BrianBenjamin,New York State Senator Benjamin,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Benjamin,,EO_Mentioner,766e94e9f7ab3edc3894ff1105e67b31,EO_Mentioner__36df2e6bc974392e31822bde34d78a3e
alessandrabiaggi,AlessandraBiaggi,New York State Senator Biaggi,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Biaggi,,EO_Mentioner,1b7c3827313a616cba8a3161ac99e4df,EO_Mentioner__e0edffb1095af36b9e51bbdd4d26ca1b
georgeborrello,GeorgeBorrello,New York State Senator Borrello,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Borrello,,EO_Mentioner,fb52e10b840ee796d4c47c033b5eab9f,EO_Mentioner__3b705106a8d287ce19df2d4856028050
philipboyle,PhilipBoyle,New York State Senator Boyle,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Boyle,,EO_Mentioner,72fd64a20338d389a95db7909f66c1a5,EO_Mentioner__01d31e2c5b62fce0e40433d66364798e
neilbreslin,NeilBreslin,New York State Senator Breslin,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Breslin,,EO_Mentioner,5f8749387e56478bed641c7f9187ea56,EO_Mentioner__c23e76d8003d7f4047c56d4c40db0ce2
jabaribrisport,JabariBrisport,New York State Senator Brisport,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Brisport,,EO_Mentioner,1624a0ca078ae0a6ed1936a4a94b1543,EO_Mentioner__ff3bc03977cf26384888f75ca34f2f2e
johnbrooks,JohnBrooks,New York State Senator Brooks,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Brooks,,EO_Mentioner,1af92f26abf9dad67dcb1ba73eda429f,EO_Mentioner__83acf46615e67e8636d0a7fbd1632483
samrabrouk,SamraBrouk,New York State Senator Brouk,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Brouk,,EO_Mentioner,4f9c252562a543633900f08a89086286,EO_Mentioner__b9c192dd3d6a0e167ba59e21125830c1
leroycomrie,LeroyComrie,New York State Senator Comrie,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Comrie,,EO_Mentioner,35fff034a84c7e7b4e948b3e1f4f0f56,EO_Mentioner__2fa2306fb44575f7646e37cc9bd15848
jeremycooney,JeremyCooney,New York State Senator Cooney,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Cooney,,EO_Mentioner,9b12e26cb366a73e8d0b1e5c4fea15a1,EO_Mentioner__1b405163fe15a1dc1d4d14e78f4f24ac
simchafelder,SimchaFelder,New York State Senator Felder,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Felder,,EO_Mentioner,4f17eacf1c1150369dcefcaf8d294cf8,EO_Mentioner__b1c1e9652629d421704f4d8320dbfdc2
patrickgallivan,PatrickGallivan,New York State Senator Gallivan,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Gallivan,,EO_Mentioner,beb72900dacb955f50bcb1a26b559cba,EO_Mentioner__9fe5c0907b53cb4c09088f942023f994
jamesgaughran,JamesGaughran,New York State Senator Gaughran,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Gaughran,,EO_Mentioner,b4d9bd884fe4d53159d6023e406f13ca,EO_Mentioner__50ab575a3acf956bef875bf3669541b3
michaelgianaris,MichaelGianaris,New York State Senator Gianaris,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Gianaris,,EO_Mentioner,5e073aa99f9921969a4e3c45c2c567f1,EO_Mentioner__8ac25a1b0710bf5a3d8223ac803e8dfa
andrewgounardes,AndrewGounardes,New York State Senator Gounardes,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Gounardes,,EO_Mentioner,76829a8358bbfaf5c1b2b925e2a5b9ac,EO_Mentioner__493043e4cfce5f4402413b99f2665b85
josephgriffo,JosephGriffo,New York State Senator Griffo,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Griffo,,EO_Mentioner,a57316f5266cb2c9c6d55f9cd603564b,EO_Mentioner__769852fe172c0394bdf4388df752edbf
peterharckham,PeterHarckham,New York State Senator Harckham,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Harckham,,EO_Mentioner,16b641bc600b2ff39d977cfc884a5103,EO_Mentioner__cf9fbbee2513446edd6c577a116409ed
pamelahelming,PamelaHelming,New York State Senator Helming,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Helming,,EO_Mentioner,2aae035778659dffb955743d5d885323,EO_Mentioner__26ed9f6fa650b3b56c8e16168ac3d838
michellehinchey,MichelleHinchey,New York State Senator Hinchey,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Hinchey,,EO_Mentioner,f1587c973d276fd7124ddda2b719304d,EO_Mentioner__7fb93fdc2d2ef44a7a53cbf6e1e42cbe
bradhoylman,BradHoylman,New York State Senator Hoylman,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Hoylman,,EO_Mentioner,5c7934b0c7631d0a1c67b6077b353c9e,EO_Mentioner__9e14ca979b74682f8d784ad6f58a8dc2
robertjackson,RobertJackson,New York State Senator Jackson,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Jackson,,EO_Mentioner,5e29ab3415db33f47ad86abf08e899fe,EO_Mentioner__ff4d8ffeb0f668c05f77c7e662c72f01
daphnejordan,DaphneJordan,New York State Senator Jordan,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Jordan,,EO_Mentioner,5415d97a2cd43b8cf4817b65ad0a7164,EO_Mentioner__873a067d08e3fe296a098dde38d4fa6d
toddkaminsky,ToddKaminsky,New York State Senator Kaminsky,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Kaminsky,,EO_Mentioner,c60bbaa41538b302bcbe3305a0fdacf8,EO_Mentioner__4830d6c7b2569601116615c0087498d2
annakaplan,AnnaKaplan,New York State Senator Kaplan,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Kaplan,,EO_Mentioner,9b9a4b7e44ead6305f26483541b16e43,EO_Mentioner__e6e01903c1655c70d36aef83671d1d15
briankavanagh,BrianKavanagh,New York State Senator Kavanagh,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Kavanagh,,EO_Mentioner,b7e495e69cc5ffb86c1e6bfe76282877,EO_Mentioner__f761325bb3c941341fd1d388ee17f225
timothykennedy,TimothyKennedy,New York State Senator Kennedy,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Kennedy,,EO_Mentioner,689f34ff90bcbfeba32fae66faacac55,EO_Mentioner__27029b911291813fc2ebe098791656c0
lizkrueger,LizKrueger,New York State Senator Krueger,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Krueger,,EO_Mentioner,032bc91fdfae7fc65194acad4b42aadb,EO_Mentioner__b6ff064446fc41e7cf81eb39d9a94096
andrewlanza,AndrewLanza,New York State Senator Lanza,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Lanza,,EO_Mentioner,cca20e49d507ff7b032f4a222d78405c,EO_Mentioner__0620fb2ad1a999f6c71bace23f5d7e60
johnliu,JohnLiu,New York State Senator Liu,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Liu,,EO_Mentioner,d592be43869f845ddd1fad06be7d675f,EO_Mentioner__d2e3d97f1d65edd1f0aad71db8603a0c
johnmannion,JohnMannion,New York State Senator Mannion,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Mannion,,EO_Mentioner,ad49165d557cbe16b9124d72cbe4d905,EO_Mentioner__154e8dff4d2c24dde2e7e5f3817860bd
mikemartucci,MikeMartucci,New York State Senator Martucci,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Martucci,,EO_Mentioner,bd01588fc5ef34c9f251755384737476,EO_Mentioner__133a1642fd4f91e857d2c26a422df840
mariomattera,MarioMattera,New York State Senator Mattera,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Mattera,,EO_Mentioner,7f12af603a5e9de1748ef4ecf0430cb8,EO_Mentioner__ae836e65c1ce23c8c926a17885a180cf
rachelmay,RachelMay,New York State Senator May,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator May,,EO_Mentioner,fa9ffe8ea09b0d6ba9af38dfbc01c049,EO_Mentioner__2c508ccff053558d9d0018e67e6cf825
shelleymayer,ShelleyMayer,New York State Senator Mayer,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Mayer,,EO_Mentioner,f635d36f2b054a1a465440202727bfeb,EO_Mentioner__4b18b05368144b6300a26ad6d6a5fabb
zellnormyrie,ZellnorMyrie,New York State Senator Myrie,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Myrie,,EO_Mentioner,b27c59a5da3c3f7be0946fbcba253a12,EO_Mentioner__c0d2995ba298bf5d0734582857a45b3e
peteroberacker,PeterOberacker,New York State Senator Oberacker,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Oberacker,,EO_Mentioner,a9901bde82526687c703c4b22944a32d,EO_Mentioner__fcaaee70b9ac7d91a86c07ad63927411
thomaso'mara,ThomasO'Mara,New York State Senator O'Mara,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator O'Mara,,EO_Mentioner,34c989f3ef02d56e12ff6759d51f3f4b,EO_Mentioner__4c4495d4db6c1005ec3e5bbd9f4d7e34
robertortt,RobertOrtt,New York State Senator Ortt,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Ortt,,EO_Mentioner,adaca57a1c64dd6d6eb25f7ce9bacfcd,EO_Mentioner__054720623d2c8763cc986d7178d136ad
anthonypalumbo,AnthonyPalumbo,New York State Senator Palumbo,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Palumbo,,EO_Mentioner,b9d383a82b8974cb87d0110bed14084a,EO_Mentioner__68b21f8c179a6e4dafc694f198758606
kevinparker,KevinParker,New York State Senator Parker,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Parker,,EO_Mentioner,b3b85a74bfea6092f46ccf20495ffcf8,EO_Mentioner__b3b54b7eb4b51ca630ae1b62529c9783
roxannepersaud,RoxannePersaud,New York State Senator Persaud,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Persaud,,EO_Mentioner,97c97d29c495c7256bd9f65db19be0b6,EO_Mentioner__5e0e1531e7c6a1ade1e46e02b53ed1c5
jessicaramos,JessicaRamos,New York State Senator Ramos,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Ramos,,EO_Mentioner,a3512a99a05599d5b9774e28b672e70f,EO_Mentioner__7feb306cbcf45ff8cb4172f321b96a42
edwardrath,EdwardRath,New York State Senator Rath,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Rath,,EO_Mentioner,24b943549dd9a41247cc14e9040ac947,EO_Mentioner__5d58b541220c10ea79bea40c00771553
elijahreichlin-melnick,ElijahReichlin-Melnick,New York State Senator Reichlin-Melnick,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Reichlin-Melnick,,EO_Mentioner,568ab3b9e7a5078a8131393ca5fa3af1,EO_Mentioner__5d2bc0dd50176ba28fa724fb577d54e1
patriciaritchie,PatriciaRitchie,New York State Senator Ritchie,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Ritchie,,EO_Mentioner,6c7878d5e8d58dbb9ce00f9806849758,EO_Mentioner__a536cc7b0224e7d4f9fd05ea6cc37df0
j.rivera,J.Rivera,New York State Senator Rivera,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Rivera,,EO_Mentioner,5742a0c8e6c9fb2ed1ed4400c9a94448,EO_Mentioner__f302ff494ab4fdf5800a7507109b084e
seanryan,SeanRyan,New York State Senator Ryan,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Ryan,,EO_Mentioner,01cd29b5013dcfaa94ad1845d11d18ea,EO_Mentioner__28c7f793c68a29f2bb7947e5444dce01
juliasalazar,JuliaSalazar,New York State Senator Salazar,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Salazar,,EO_Mentioner,ad6072a05b537d92458778fd9a6042d6,EO_Mentioner__26aae4ccec8eef7079929d7a113a23ef
jamessanders,JamesSanders,New York State Senator Sanders,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Sanders,,EO_Mentioner,4942c1aa2fc9529f205e8bc83037ff7c,EO_Mentioner__e21ad7bcfe23fb20338991864ee4293a
dianesavino,DianeSavino,New York State Senator Savino,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Savino,,EO_Mentioner,48c07313e8c9e34106758254c9798904,EO_Mentioner__f06b652c1e0ee7dd1a225241618e5ce3
luissepulveda,LuisSepulveda,New York State Senator Sepulveda,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Sepulveda,,EO_Mentioner,b7bac0d3ade6fc50f6697b417cbe152a,EO_Mentioner__a0ffaec77a2f932ff2e411ef703728f2
susanserino,SusanSerino,New York State Senator Serino,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Serino,,EO_Mentioner,c11a9874900045e1bdd95585ba38cb86,EO_Mentioner__e6dc8b7c018b4457d0b1b12606bd2519
joséserrano,JoséSerrano,New York State Senator Serrano,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Serrano,,EO_Mentioner,b80f2c737a8690dc6e74ce891141eea7,EO_Mentioner__fe1a390b905e7ae1880fcc2161bad9d3
jamesskoufis,JamesSkoufis,New York State Senator Skoufis,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Skoufis,,EO_Mentioner,c1fb4bd4e4e58f9556604d8cfbdbd003,EO_Mentioner__996952364e703b61b14edaa42ba12db1
tobystavisky,TobyStavisky,New York State Senator Stavisky,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Stavisky,,EO_Mentioner,6d7857ce9f4bff5d643ac727858772bd,EO_Mentioner__16ea7a4ca73fac79f0a85323cf2be7de
danielstec,DanielStec,New York State Senator Stec,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Stec,,EO_Mentioner,b662969634971093774032be9b7b7cc1,EO_Mentioner__1c20c7ec5473159b41f9e8f68486b670
andreastewart-cousins,AndreaStewart-Cousins,New York State Senator Stewart-Cousins,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Stewart-Cousins,,EO_Mentioner,ba2e40ccef3a695b9ef42524e97a2d11,EO_Mentioner__7a6a9029c3bf9f4b938498b4032c1935
jamestedisco,JamesTedisco,New York State Senator Tedisco,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Tedisco,,EO_Mentioner,d4c85d12133c0d650206d57adb5bf858,EO_Mentioner__a3d5c073672e50269fe25d936a081abc
kevinthomas,KevinThomas,New York State Senator Thomas,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Thomas,,EO_Mentioner,eb4ad08c24c60674b1495478f874eaf4,EO_Mentioner__96ffadd15f8821e845cbd181737cc947
alexisweik,AlexisWeik,New York State Senator Weik,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Senator Weik,,EO_Mentioner,3d155d8d70ed524d6b4e518790133c95,EO_Mentioner__45d98cba2d04c22d10e98f5182706f85
peterabbate,PeterAbbate,New York State Assemblymember Peter Abbate,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Peter Abbate,,EO_Mentioner,8c10dae647f27f62b9d74b7b6a72fb71,EO_Mentioner__3e240b0f8317861781cb6c2ef53f2f5c
thomasabinanti,ThomasAbinanti,New York State Assemblymember Thomas Abinanti,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Thomas Abinanti,,EO_Mentioner,1cc20afbd6683ec09985b5d48618fba4,EO_Mentioner__6969bd18f4a9e883c97bd508b500363f
khaleelanderson,KhaleelAnderson,New York State Assemblymember Khaleel Anderson,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Khaleel Anderson,,EO_Mentioner,f12e36ccbc3bfc343eb7be4b499bc550,EO_Mentioner__3928177931d00b3c98d457cfcce4f582
joeangelino,JoeAngelino,New York State Assemblymember Joe Angelino,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Joe Angelino,,EO_Mentioner,dc98f8bf04cf1cce4c5100843366d4cd,EO_Mentioner__74bdad2006164ab47372f4921de9d55d
jakeashby,JakeAshby,New York State Assemblymember Jake Ashby,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Jake Ashby,,EO_Mentioner,1de1a72351d90d4bc2ed7e04fb1d5c0e,EO_Mentioner__9147e6051be640c5c15d11383a8ccd28
jeffrionaubry,JeffrionAubry,New York State Assemblymember Jeffrion Aubry,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Jeffrion Aubry,,EO_Mentioner,2abfd6c6a7ed78fee04679dd9fba9459,EO_Mentioner__330b7b5fd0d726e466fa7771b0552af9
williambarclay,WilliamBarclay,New York State Assemblymember William Barclay,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember William Barclay,,EO_Mentioner,f38ebd1a1f21e5d78e3b40aaee79dde9,EO_Mentioner__7daf7beb123403f7fe57618dd4403682
brianbarnwell,BrianBarnwell,New York State Assemblymember Brian Barnwell,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Brian Barnwell,,EO_Mentioner,c9e4a49492efd5fb6e09f413d1901b39,EO_Mentioner__e1dc79d3c28186365917892f7d133053
didibarrett,DidiBarrett,New York State Assemblymember Didi Barrett,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Didi Barrett,,EO_Mentioner,c29c712a9a965266f1f4753e222d765b,EO_Mentioner__8e2de2378e1fbd0fa03e5085f194be00
charlesbarron,CharlesBarron,New York State Assemblymember Charles Barron,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Charles Barron,,EO_Mentioner,41fd7209f6910160ed9969e986af491f,EO_Mentioner__58dd3a656570786a44dea5d178889547
michaelbenedetto,MichaelBenedetto,New York State Assemblymember Michael Benedetto,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Michael Benedetto,,EO_Mentioner,73295a6bce1ce5778169746d411aa6d2,EO_Mentioner__5e19a1dc103c58370cfb02e7da6b593e
rodneysebichotte,RodneyseBichotte,New York State Assemblymember Rodneyse Bichotte,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Rodneyse Bichotte,,EO_Mentioner,1a603ca724de083beacf78e3b553303d,EO_Mentioner__904c0e2257138916df0bbf93206a614d
kennethblankenbush,KennethBlankenbush,New York State Assemblymember Kenneth Blankenbush,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Kenneth Blankenbush,,EO_Mentioner,5593c7affecf675f025c92ed42d05112,EO_Mentioner__7fda77d042b9883937a11eed834739e2
karlbrabenec,KarlBrabenec,New York State Assemblymember Karl Brabenec,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Karl Brabenec,,EO_Mentioner,5003582d2d3ba4e7557fc2bdc2b4fe86,EO_Mentioner__001a73c4db7d616e84c90ec04c2aac7d
edwardbraunstein,EdwardBraunstein,New York State Assemblymember Edward Braunstein,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Edward Braunstein,,EO_Mentioner,ea14a869704c492bb4ede314b50b922c,EO_Mentioner__a46c1a524ed2f610ab940cff42d679ac
harrybronson,HarryBronson,New York State Assemblymember Harry Bronson,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Harry Bronson,,EO_Mentioner,598cee445470ca86291fd1ec47652d9d,EO_Mentioner__76b3e2a73b1b649211d5ded4aa281cb1
keithbrown,KeithBrown,New York State Assemblymember Keith Brown,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Keith Brown,,EO_Mentioner,092ff9300ac5aa14f57f3941ede15ea1,EO_Mentioner__17d7c17ea5254056a1c2e03f83bfa53e
chrisburdick,ChrisBurdick,New York State Assemblymember Chris Burdick,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Chris Burdick,,EO_Mentioner,8f2e81cf4ab39657b986744f8e5b2896,EO_Mentioner__c634a83e8af4dce31516022e605f6cc5
kennethburgos,KennethBurgos,New York State Assemblymember Kenneth Burgos,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Kenneth Burgos,,EO_Mentioner,aa0db4f1b355533ac76cde465f7b26b5,EO_Mentioner__6772f350a6ea2a499a0b680fc2653d55
patrickburke,PatrickBurke,New York State Assemblymember Patrick Burke,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Patrick Burke,,EO_Mentioner,cdeff9caab9e77a29dbfd2cca2ba4cf6,EO_Mentioner__62638c29bf9ce6c3126d6d2f543f38f9
mariannebuttenschon,MarianneButtenschon,New York State Assemblymember Marianne Buttenschon,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Marianne Buttenschon,,EO_Mentioner,87392e8b1f37b058e16b01f5db2e0da3,EO_Mentioner__d7ad9b06f5a79dcd138de673999bde2b
kevinbyrne,KevinByrne,New York State Assemblymember Kevin Byrne,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Kevin Byrne,,EO_Mentioner,ed40c6ec4bf638ee0f950f166abf5f1e,EO_Mentioner__18eea7208c44ddef986a59453113e776
marjoriebyrnes,MarjorieByrnes,New York State Assemblymember Marjorie Byrnes,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Marjorie Byrnes,,EO_Mentioner,005c24ec3c065b253e0804c769615bc1,EO_Mentioner__7e43ffc459e77646cf288b2491761450
kevincahill,KevinCahill,New York State Assemblymember Kevin Cahill,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Kevin Cahill,,EO_Mentioner,96b2387b2586359c2bd3970b69ff8936,EO_Mentioner__d6789d5dfd33663ef9c25a9f716a87ab
robertcarroll,RobertCarroll,New York State Assemblymember Robert Carroll,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Robert Carroll,,EO_Mentioner,93de6748d762288faaa8afaa4c6bb9e3,EO_Mentioner__39934103639d3aaebb6a9797b770610b
sarahclark,SarahClark,New York State Assemblymember Sarah Clark,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Sarah Clark,,EO_Mentioner,4a888412725b7cffa148a1226afd0b06,EO_Mentioner__b748f213de39209cfda7d81aea35b3b2
williamcolton,WilliamColton,New York State Assemblymember William Colton,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember William Colton,,EO_Mentioner,7b7c3aa09f54cd7dd602255523f92e0a,EO_Mentioner__0d036ed6dacf6012f0df62e093f60947
williamconrad,WilliamConrad,New York State Assemblymember William Conrad,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember William Conrad,,EO_Mentioner,ea0ae55eaced57e7e330f92b93564a77,EO_Mentioner__96ccb557884ab39761b3c7cbee1671e2
viviancook,VivianCook,New York State Assemblymember Vivian Cook,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Vivian Cook,,EO_Mentioner,a664fbb671a68a145639bfaf6e8b838b,EO_Mentioner__3b2ab475ded3feb9f1b7e6a3c0107dfa
catalinacruz,CatalinaCruz,New York State Assemblymember Catalina Cruz,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Catalina Cruz,,EO_Mentioner,436341fd870e916e957cda0fb309b8ed,EO_Mentioner__58e628890dc3c8864071901cfeacf120
michaelcusick,MichaelCusick,New York State Assemblymember Michael Cusick,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Michael Cusick,,EO_Mentioner,c87b81c8e53a8271e664ae78e22cb24e,EO_Mentioner__61562d11a28e05c6e4a234aa607cdd97
stevencymbrowitz,StevenCymbrowitz,New York State Assemblymember Steven Cymbrowitz,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Steven Cymbrowitz,,EO_Mentioner,daa598411c7542354201cc0bc13aa717,EO_Mentioner__2e327349749ed081c70a1d159535ff78
taylordarling,TaylorDarling,New York State Assemblymember Taylor Darling,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Taylor Darling,,EO_Mentioner,bc702a780743b25e8337825ad2f2e551,EO_Mentioner__4c481fee3d4a90036f58585da0d642e1
maritzadavila,MaritzaDavila,New York State Assemblymember Maritza Davila,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Maritza Davila,,EO_Mentioner,c143bd77ab78f2985091717c9d9119fa,EO_Mentioner__5d2e88978735cf263923d836802c0952
carmende la rosa,CarmenDe La Rosa,New York State Assemblymember Carmen De La Rosa,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Carmen De La Rosa,,EO_Mentioner,3dc7a30a2d09f0a4479b76c2debfe560,EO_Mentioner__28c3dbd7e9633407f5b1b8c6da2ad24b
