keyword,keyword_upper,caption_name,location_name,location_lower,location (state),type,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
josephde stefano,JosephDe Stefano,New York State Assemblymember Joseph De Stefano,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Joseph De Stefano,,EO_Mentioner,c6dbf0be858c22caef0645f064a19ee7,EO_Mentioner__5ed612d84ced4371022d8efbcad84c77
inezdickens,InezDickens,New York State Assemblymember Inez Dickens,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Inez Dickens,,EO_Mentioner,1bbca419064325f23e716e7c13c48f40,EO_Mentioner__47d502d6cb762c77a61ad5ca81d39932
erikdilan,ErikDilan,New York State Assemblymember Erik Dilan,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Erik Dilan,,EO_Mentioner,7befba8af5374cfb258d2ba79bda0e7b,EO_Mentioner__0b12fb42659c841f63d4a62dc72bb042
jeffreydinowitz,JeffreyDinowitz,New York State Assemblymember Jeffrey Dinowitz,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Jeffrey Dinowitz,,EO_Mentioner,eaa74881aee4a2831baf43f961ba3df6,EO_Mentioner__ce12f219c8874f366d89aac0bb74f016
daviddipietro,DavidDiPietro,New York State Assemblymember David DiPietro,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember David DiPietro,,EO_Mentioner,326eff5fdd436ea28b910631ca980a6c,EO_Mentioner__652cb75b00e053cd6fabfa8293d1c3b5
michaeldurso,MichaelDurso,New York State Assemblymember Michael Durso,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Michael Durso,,EO_Mentioner,d3a499fe7fe8e75817ee57f56095a448,EO_Mentioner__422435be45da628df340a60af23d9266
simchaeichenstein,SimchaEichenstein,New York State Assemblymember Simcha Eichenstein,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Simcha Eichenstein,,EO_Mentioner,7089c5e96f4b688505967b1e998862bd,EO_Mentioner__319925cf5a2bb0f631cf704b3f987d93
stevenenglebright,StevenEnglebright,New York State Assemblymember Steven Englebright,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Steven Englebright,,EO_Mentioner,a15f1b672a371c3f42b841c985da87a8,EO_Mentioner__6a644f3a45d336712f1ea2f9953e4d85
harveyepstein,HarveyEpstein,New York State Assemblymember Harvey Epstein,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Harvey Epstein,,EO_Mentioner,79f5404d3d0ace42a743394f2724fad1,EO_Mentioner__615fbf45536f834268f3df0706cd3022
patriciafahy,PatriciaFahy,New York State Assemblymember Patricia Fahy,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Patricia Fahy,,EO_Mentioner,b9a56bbaea46cd053c9199a440fbbd0c,EO_Mentioner__7ba764bee3d26e6b6501f0db822704af
charlesfall,CharlesFall,New York State Assemblymember Charles Fall,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Charles Fall,,EO_Mentioner,dc4f3a62935e805e30f3330dcd7a2cd5,EO_Mentioner__156c8074138e32dc8c2b961ecf690323
nathaliafernandez,NathaliaFernandez,New York State Assemblymember Nathalia Fernandez,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Nathalia Fernandez,,EO_Mentioner,c2ff7660d332a9f65335a7d61dd1966d,EO_Mentioner__c3dfaf44fab9df5e0ffe7647a23c9592
michaelfitzpatrick,MichaelFitzpatrick,New York State Assemblymember Michael Fitzpatrick,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Michael Fitzpatrick,,EO_Mentioner,77a14546331960389880d4aa1c18fd8f,EO_Mentioner__e86baa954103f8122a21f1c604c7971a
pharaforrest,PharaForrest,New York State Assemblymember Phara Forrest,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Phara Forrest,,EO_Mentioner,c40f815c35a38ae5ddbd0107743ffbc7,EO_Mentioner__aabf97eea3b671c2ce9ac1a05a0f21ff
christopherfriend,ChristopherFriend,New York State Assemblymember Christopher Friend,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Christopher Friend,,EO_Mentioner,4dd327e765c8c89707d99b2cf9630b81,EO_Mentioner__944780d77927adf5aed25c8e32f51855
mathyldefrontus,MathyldeFrontus,New York State Assemblymember Mathylde Frontus,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Mathylde Frontus,,EO_Mentioner,f45e38af37a5e340bf96c04d10f12983,EO_Mentioner__5639e6d7e2e2071fc829af552baff9fa
sandragalef,SandraGalef,New York State Assemblymember Sandra Galef,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Sandra Galef,,EO_Mentioner,89667e44dae55c8a098837ff8ab55539,EO_Mentioner__5725b6d0428efa975f7f38dead57373b
emilygallagher,EmilyGallagher,New York State Assemblymember Emily Gallagher,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Emily Gallagher,,EO_Mentioner,008d0d10ad103d5ee5569fec09064844,EO_Mentioner__251918091a2e879a822f1d1cd01540ac
jeffgallahan,JeffGallahan,New York State Assemblymember Jeff Gallahan,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Jeff Gallahan,,EO_Mentioner,9a7b3cfac394921c9ea05dd55a5aa869,EO_Mentioner__23fb23324cb836c44bc89814cb776e41
jarettgandolfo,JarettGandolfo,New York State Assemblymember Jarett Gandolfo,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Jarett Gandolfo,,EO_Mentioner,efdad714285918213ec267b851b42a82,EO_Mentioner__7eef120c2f6ab88b07787626f742cfdc
jodigiglio,JodiGiglio,New York State Assemblymember Jodi Giglio,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Jodi Giglio,,EO_Mentioner,5739379e1ed400827350c3e9d621d760,EO_Mentioner__d74dbc539f70a24850130fb9d643e9eb
josephgiglio,JosephGiglio,New York State Assemblymember Joseph Giglio,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Joseph Giglio,,EO_Mentioner,ead2ebd31a707cfa6def4f429ec0987d,EO_Mentioner__09c2241c5d5a704f9e86c696bb78c702
deborahglick,DeborahGlick,New York State Assemblymember Deborah Glick,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Deborah Glick,,EO_Mentioner,3b768c9fc2da88e57dc0f02780f71c37,EO_Mentioner__015493602437a17d94965989ea5d5910
jessicagonzález-rojas,JessicaGonzález-Rojas,New York State Assemblymember Jessica González-Rojas,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Jessica González-Rojas,,EO_Mentioner,af9af98045f68d31700dd520aab42d9e,EO_Mentioner__0950f0242f25a35febde794933021a18
andrewgoodell,AndrewGoodell,New York State Assemblymember Andrew Goodell,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Andrew Goodell,,EO_Mentioner,1c71bab1f7b6947139f60152d7f2631d,EO_Mentioner__610acb306aa7d569fe9a05576554cf3f
richardgottfried,RichardGottfried,New York State Assemblymember Richard Gottfried,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Richard Gottfried,,EO_Mentioner,8566bd99dda3911438c1c707cec8df8f,EO_Mentioner__74db5a15abd36c960423496051431e26
judygriffin,JudyGriffin,New York State Assemblymember Judy Griffin,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Judy Griffin,,EO_Mentioner,d4e8c3876d879009ab55d2228b38928e,EO_Mentioner__f0bfc2e68affaf39cf50c951db0599a6
aileengunther,AileenGunther,New York State Assemblymember Aileen Gunther,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Aileen Gunther,,EO_Mentioner,6f11f87e250babbd448b39edb5074109,EO_Mentioner__375e175ec640fc5cf65777a1b296460d
stephenhawley,StephenHawley,New York State Assemblymember Stephen Hawley,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Stephen Hawley,,EO_Mentioner,9ca5b35826dc4bdbaf2fe7351caa10d4,EO_Mentioner__f447db8b16151fa554c4918e2de0c36b
carlheastie,CarlHeastie,New York State Assemblymember Carl Heastie,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Carl Heastie,,EO_Mentioner,f11fa1c38b7c9df432dfee66d501e8e0,EO_Mentioner__206a8055f16ca27626f7eea23d9c2461
andrewhevesi,AndrewHevesi,New York State Assemblymember Andrew Hevesi,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Andrew Hevesi,,EO_Mentioner,fc49bf9370bc0c9a55a4a1138f61a8f4,EO_Mentioner__89d2d46301d6ce3e1c4dc1fabeaaa866
pamelahunter,PamelaHunter,New York State Assemblymember Pamela Hunter,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Pamela Hunter,,EO_Mentioner,0180dfa2ba839431c1cbd20a24731077,EO_Mentioner__14932ab2811bf6b23d15ea9dcbb4cb8d
aliciahyndman,AliciaHyndman,New York State Assemblymember Alicia Hyndman,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Alicia Hyndman,,EO_Mentioner,9d7f7995add0192571a58423f15fa35b,EO_Mentioner__cb7452370724c96369865e9693a8228d
chanteljackson,ChantelJackson,New York State Assemblymember Chantel Jackson,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Chantel Jackson,,EO_Mentioner,61cd99d165d746318fbf07ad888d95f4,EO_Mentioner__a494e1e4e74d4d910ca6d410968fb8d8
jonathanjacobson,JonathanJacobson,New York State Assemblymember Jonathan Jacobson,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Jonathan Jacobson,,EO_Mentioner,5c15b169e7bb82a87e60827da98016e3,EO_Mentioner__c3fc7305e3e8d889ce3b2f26158e7ced
kimberlyjean-pierre,KimberlyJean-Pierre,New York State Assemblymember Kimberly Jean-Pierre,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Kimberly Jean-Pierre,,EO_Mentioner,43407f7297a3d97e5996b9bd58eb1d62,EO_Mentioner__e4c1f21f2570437930ac15f8c1fd1c75
joshjensen,JoshJensen,New York State Assemblymember Josh Jensen,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Josh Jensen,,EO_Mentioner,5783d79362b4057180516076f943f805,EO_Mentioner__f41fa10489982975cdea005e58c271b0
d.jones,D.Jones,New York State Assemblymember D. Jones,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember D. Jones,,EO_Mentioner,ca7d9bc408541b5f5dbf96cc92ec4414,EO_Mentioner__19b032b21e89d4059368e6634e2f027f
latoyajoyner,LatoyaJoyner,New York State Assemblymember Latoya Joyner,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Latoya Joyner,,EO_Mentioner,b9fee37dc453d4ce9e7b194f6e950b1d,EO_Mentioner__ac04df0b83ed97bff6533853d52aa2e7
annakelles,AnnaKelles,New York State Assemblymember Anna Kelles,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Anna Kelles,,EO_Mentioner,843136fd1b328844ddfb45976dca2e14,EO_Mentioner__f9b68a0f8a25c7f2f9fd03c0498fa71e
ronaldkim,RonaldKim,New York State Assemblymember Ronald Kim,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Ronald Kim,,EO_Mentioner,ac88e36145593c1ca35e21b037e76d9a,EO_Mentioner__2e24807f8b73f1a2931285aa32667ca9
kieranlalor,KieranLalor,New York State Assemblymember Kieran Lalor,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Kieran Lalor,,EO_Mentioner,f635b7e9b29903e6ede6faf2e13e7fa2,EO_Mentioner__9dac25dd96fe3d81423a10cb5831123a
charleslavine,CharlesLavine,New York State Assemblymember Charles Lavine,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Charles Lavine,,EO_Mentioner,c232dd07f8d909eb0d16d3ac78671fb2,EO_Mentioner__3e06b2b4e0b8b3c47a89527eea68f3a3
michaellawler,MichaelLawler,New York State Assemblymember Michael Lawler,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Michael Lawler,,EO_Mentioner,2448aa3af6e166452a82a647a58c8d21,EO_Mentioner__c8b54c3c6a33608f87df2035665a5da3
johnlemondes,JohnLemondes,New York State Assemblymember John Lemondes,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember John Lemondes,,EO_Mentioner,c462172fd824ff5a5ae07a600bf11965,EO_Mentioner__a93c4719c7b7453bd9c221b488fcf556
jenniferlunsford,JenniferLunsford,New York State Assemblymember Jennifer Lunsford,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Jennifer Lunsford,,EO_Mentioner,a97e8cfca071215823d1178459c8b8b4,EO_Mentioner__65ab73bcc7f9c8b06eb9e70d1a9e7cde
donnalupardo,DonnaLupardo,New York State Assemblymember Donna Lupardo,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Donna Lupardo,,EO_Mentioner,9ed208fbce795abc0e594da92e0c3b53,EO_Mentioner__64fa5fc2cc806b010ef3c75fa5dea279
williammagnarelli,WilliamMagnarelli,New York State Assemblymember William Magnarelli,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember William Magnarelli,,EO_Mentioner,a63c9dfb47418ce29b2468a46cd0d670,EO_Mentioner__95f417d36381be7c6a188e800f42b13c
zohranmamdani,ZohranMamdani,New York State Assemblymember Zohran Mamdani,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Zohran Mamdani,,EO_Mentioner,b73b79e45fd9852a135214afefb9f61f,EO_Mentioner__35663c1d76063b93e8033509626b9bab
brianmanktelow,BrianManktelow,New York State Assemblymember Brian Manktelow,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Brian Manktelow,,EO_Mentioner,71d1d81f715bd8d10d2731b61c8ea875,EO_Mentioner__1a0a90ebcf4cda94554972a77f7d7bbc
johnmcdonald,JohnMcDonald,New York State Assemblymember John McDonald,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember John McDonald,,EO_Mentioner,1a9c76959ab74b1fea399ca586146446,EO_Mentioner__7c07a1e904e2f770e32d1bd816c6d125
davidmcdonough,DavidMcDonough,New York State Assemblymember David McDonough,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember David McDonough,,EO_Mentioner,ea60826967630c563915f5683d984155,EO_Mentioner__f54ff31a563ca5e9560ce749ecd05796
karenmcmahon,KarenMcMahon,New York State Assemblymember Karen McMahon,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Karen McMahon,,EO_Mentioner,c2acd5728d40de1d22b136017eb161a5,EO_Mentioner__d38738b4fda525ac5f07ef4607267367
demondmeeks,DemondMeeks,New York State Assemblymember Demond Meeks,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Demond Meeks,,EO_Mentioner,922bbf502e23ed54a800cf54083c84b5,EO_Mentioner__24728413703092e0d6b926ce8728fcc4
johnmikulin,JohnMikulin,New York State Assemblymember John Mikulin,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember John Mikulin,,EO_Mentioner,c06658edfb651b7c88c57c6046f7d20f,EO_Mentioner__26deded3ac1c1aff2a4db2b88d9dea0a
brianmiller,BrianMiller,New York State Assemblymember Brian Miller,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Brian Miller,,EO_Mentioner,7f9809e06208278061961ce93482f483,EO_Mentioner__5564b1b19dbb78bf0b3717c875dff281
melissamiller,MelissaMiller,New York State Assemblymember Melissa Miller,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Melissa Miller,,EO_Mentioner,edacb59c8bf68f6a474e76105a4bad4a,EO_Mentioner__6f140dfb4b7020acdeb0223a5a30c552
marcelamitaynes,MarcelaMitaynes,New York State Assemblymember Marcela Mitaynes,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Marcela Mitaynes,,EO_Mentioner,63ca17b2f16a0ee915797d2ba251a7b1,EO_Mentioner__c86cca2e495faf686d7bd836882d9e33
michaelmontesano,MichaelMontesano,New York State Assemblymember Michael Montesano,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Michael Montesano,,EO_Mentioner,ccc04a265a6857bc2ed559545d10fbff,EO_Mentioner__3cb85add8050ac7342ff019f9a01f0a8
angelomorinello,AngeloMorinello,New York State Assemblymember Angelo Morinello,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Angelo Morinello,,EO_Mentioner,635106166806fe780e641c5702cd0cf2,EO_Mentioner__c7ab051be6dc584eccc58969269ba810
yuh-lineniou,Yuh-LineNiou,New York State Assemblymember Yuh-Line Niou,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Yuh-Line Niou,,EO_Mentioner,061262f5b588c1ff5d02af9c20a5c0e0,EO_Mentioner__7abd52f7d58a986d5793dcd5d55daaab
catherinenolan,CatherineNolan,New York State Assemblymember Catherine Nolan,New York,new york,New York,StateLegislator,general.alert4,Statelegislator,New York State Assemblymember Catherine Nolan,,EO_Mentioner,4b0e463d31a02da936d5e64a410d3260,EO_Mentioner__a0ae34890f772764b122600f0ef139ad
