keyword,caption_name,topic_id,groups,location,guid,.1,.2,.3,.4,apple suppliers,.5,.6,.7,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
bae systems,BAE Systems,188278,,,68de11995b3eaa7243a40b135a58219b,,n,,,,,,11,ForeignMinister,BAE Systems,,dgm_weibo_media_mentionee,86fa1c7d785f9379a55ae051c9f210f3,dgm_weibo_media_mentionee__48c7e055cb46ce0c9f686921c0ac63b2
gartner inc,Gartner,188278,,,703eb1ce03e364a6d43758c37506d803,,n,,,,,,11,Diplomat,Gartner,,dgm_weibo_media_mentionee,85b785fee407edbba38b1a0650db2e26,dgm_weibo_media_mentionee__18bfab6309a4addeb7e1dae07d2a4b89
tyson foods,Tyson Foods,188278,,,70daa56a24d268007ec54982b85217e5,,n,,,,,,11,Pipeline,Tyson Foods,,dgm_weibo_media_mentionee,0e4844b189e35d60238705b6390307ad,dgm_weibo_media_mentionee__eb080d1d8fba5d1bf616c8398b25be0a
领汇房地产投资信托基金,Link Real Estate Investment Trust,188278,,,73c68fd19fb7f5a3ea0b002e1eea24b2,,#N/A,,1,,,,11,Keyphrase,Link Real Estate Investment Trust,,dgm_weibo_media_mentionee,8e60fd24ba155870e4455c16f8e84c10,dgm_weibo_media_mentionee__b4c1cdc91558d2fb8fba8f34db9cd58b
arris group,ARRIS Group,188278,,,75e2d30c9fa45127ae549a47b80d421f,,n,,,,,,11,Media,ARRIS Group,,dgm_weibo_media_mentionee,8240d52bab1b029fe4d84978759e02d3,dgm_weibo_media_mentionee__d674978e771d5b7256d3cc13fe861a85
fis company,FIS Company,188278,,,776e4467de3962f89c769e33c77235f9,,n,,,,,,11,Organization,FIS Company,,dgm_weibo_media_mentionee,9ad9fd6dad2bc64ec1a732ab50fc0bb5,dgm_weibo_media_mentionee__3a98cd3a96e1f063aaa0f5daca818096
duke energy,Duke Energy,188278,,,794cbab05fc1f2c570713e090fe21da8,,n,,,,,,11,IndustryTerm,Duke Energy,,dgm_weibo_media_mentionee,8b978040ce12e91362ffb253d7e7562d,dgm_weibo_media_mentionee__e5896ecb39885dd6f4b65900fe77aa50
卡姆丹克太阳能系统集团,Comtec Solar Systems Group,188278,,,7bd87e3c445c4d7ece3aba019e192e54,,#N/A,,1,,,,11,DiplomaticFacilities,Comtec Solar Systems Group,,dgm_weibo_media_mentionee,b4dc7968a673b44887cf17ae027f497e,dgm_weibo_media_mentionee__cc2a70ea5c87e9017fa4130f670e0b7b
xcel energy,Xcel Energy,188278,,,7d35331757a145e41208c2275691fd8b,,n,,,,,,11,FTO,Xcel Energy,,dgm_weibo_media_mentionee,587d33b08cda2be6655d3307850bef44,dgm_weibo_media_mentionee__9b8f6bc38750b48b560c33cf56001a41
live nation,Live Nation,188278,,,7f8dc2fc9426e0d0ead8e972defd5df1,,n,,,,,,11,Person,Live Nation,,dgm_weibo_media_mentionee,7b8ab763f897cfac161f56c006a501c3,dgm_weibo_media_mentionee__3229839204ab882a04cf697aca34f9be
halliburton,Halliburton,188278,,,83a6d68ef3070e05df03aead11ce0a63,,n,,,,,,11,IndustryTerm,Halliburton,,dgm_weibo_media_mentionee,977345f5b606077ce781d8cfc8cf9b87,dgm_weibo_media_mentionee__5c0738f65aa2efcd2bcc60fa1244309f
hubspot inc,HubSpot,188278,,,8739f41a02ccac6ed02c759956353739,,n,,,,,,11,Shipping,HubSpot,,dgm_weibo_media_mentionee,35e602bb975ccd6d96ef1c7435da8df5,dgm_weibo_media_mentionee__de4bd8ef4675ebb85a055955de76d0ee
1800flowers,1800Flowers,188278,,,894fb3718aef4fac966643eb37b49dea,,n,,,,,,11,ForeignMinistry,1800Flowers,,dgm_weibo_media_mentionee,8199398609633b58947334dce90da1da,dgm_weibo_media_mentionee__588595d2af6c06c1f4884081101931c9
foot locker,Foot Locker,188278,,,8d5f9c6e0e5c345c20fa8bd68475d55b,,n,,,,,,11,ForeignMinistry,Foot Locker,,dgm_weibo_media_mentionee,d0f0f57c5bdb7815835a0957d952a3eb,dgm_weibo_media_mentionee__3bbe7681bc7a60ed3d22764734cb699a
flex-n-gate,Flex-N-Gate,188278,,,8d760acc2f2ca23799ba4cfa23a3fe45,,n,,,,,,11,ForeignMinistry,Flex-N-Gate,,dgm_weibo_media_mentionee,a6a26ce1d7c107f4848637d32fcf1ae6,dgm_weibo_media_mentionee__8165895d321be757adcc7e4c98b0b495
norsk hydro,Norsk Hydro,188278,,,925cdbd6b30a1bbd26aad2ba4920447f,,n,,,,,,11,space,Norsk Hydro,,dgm_weibo_media_mentionee,622507681bad515e668248fffddc62fd,dgm_weibo_media_mentionee__14050f1a5eef44aa5966b4993129fab6
ross stores,Ross Stores,188278,,,9b9542770644c545d08e62bc83873c8c,,n,,,,,,11,Keyphrase,Ross Stores,,dgm_weibo_media_mentionee,51a373c59bec6fe0295a6a37929cc7a6,dgm_weibo_media_mentionee__728b27218cc87e8d1c7a7a93f53080a9
l'oreal s a,L'Oreal S.A.,188278,,,9f4fa5f10ba0b6fe6345edeabd5047dc,,n,,,,,,11,DiplomaticFacilities,L'Oreal S.A.,,dgm_weibo_media_mentionee,0609771cf56752f19f2c4bf25f922f37,dgm_weibo_media_mentionee__6ab076bf5ff092ec8e701aae3d95505b
papa john's,Papa John's,188278,,,9fdc1f9c5d94c5f0e69e2d9a59996cfe,,n,,,,,,11,DiplomaticFacilities,Papa John's,,dgm_weibo_media_mentionee,42fb0072e6bc6c4ecf763a6ff006dd6b,dgm_weibo_media_mentionee__4de6f9c07f9f7a192b3e6fca959a588b
dairy queen,Dairy Queen,188278,,,a5d91bcc184582038da424d86dbfb176,,n,,,,,,11,CompanyKeyword,Dairy Queen,,dgm_weibo_media_mentionee,734ee03bd142ca5e622974426327bcc9,dgm_weibo_media_mentionee__428d62889c33011117b5d5a0c89aec96
北京同仁堂科技发展股份,Tong Ren Tang Technologies Co. Ltd.,188278,,,a9e73695f0c1c2791adbd96e8ea0be0a,y,#N/A,,1,,Chinese company Tong Ren Tang Technologies Co. Ltd.,,11,Organization,Tong Ren Tang Technologies Co. Ltd.,,dgm_weibo_media_mentionee,a997ddef26a5d83d0a4584c7239b002b,dgm_weibo_media_mentionee__ea3fbaef74d07183f85a3840efc68634
dollar tree,Dollar Tree,188278,,,ab2d38473c67e7e13c2dc33e1ae5efce,,n,,,,,,11,Exec,Dollar Tree,,dgm_weibo_media_mentionee,2c0dc98cb4de0806fccf9dcf8503fdcf,dgm_weibo_media_mentionee__eb5bb08817748c3dc2dc43532ee79e39
firstenergy,FirstEnergy,188278,,,b003815e4d088cf63261fe2b38ee4fd4,,n,,,,,,11,Refinery,FirstEnergy,,dgm_weibo_media_mentionee,a20d76ff977419f074b4db578e6f4906,dgm_weibo_media_mentionee__9d946f50d4cf58c18478eb851401da10
transcanada,TransCanada,188278,,,b226c680bf8111ff2115aa729365ea27,,n,,,,,,11,Person,TransCanada,,dgm_weibo_media_mentionee,cd75931fd4f26aadb6c2fbfac5678e92,dgm_weibo_media_mentionee__f114332aaf720c6ece9b4a5f5ac916e6
weatherford,Weatherford,188278,,,b593593e6e5b4ddfb97904c10ab58282,,n,,,,,,11,Media,Weatherford,,dgm_weibo_media_mentionee,9d8221183538b0192457d3c6c9cae72a,dgm_weibo_media_mentionee__a24702cd051c9fc3639f573dea446a27
new balance,New Balance,188278,,,bcb07a4ccf2d06b1803afc107e46f4f0,,n,,,,,,11,LegislativeCommittee,New Balance,,dgm_weibo_media_mentionee,3caf29fe66f99187c833728b49699249,dgm_weibo_media_mentionee__17d359918fd3a6a893423f72a0898e3f
omni hotels,Omni Hotels,188278,,,bd5a7cf674e5545b6885bdf2413633ab,,n,,,,,,11,FTO,Omni Hotels,,dgm_weibo_media_mentionee,feb5de840fdd97e67caac1cd47c51da4,dgm_weibo_media_mentionee__e875186b49d8207bbd903468be4ffc3b
caterpillar,Caterpillar,188278,,,bdb4c989ad4c17392dcddb762cf407e1,,n,,,,,,11,Diplomat,Caterpillar,,dgm_weibo_media_mentionee,a23dcd338ffc3d1f79671f9bdc15c9ae,dgm_weibo_media_mentionee__b36725e851150ae2a6e85ce2e48d8193
lg chem ltd,LG Chem Ltd.,188278,,,c6252a7b05f4974b6479d12a2780e88a,,n,,,,,,11,ForeignMinistry,LG Chem Ltd.,,dgm_weibo_media_mentionee,e7f4a6f405bb0cbf7f2f8c9bbbc4a977,dgm_weibo_media_mentionee__a793445b1d8338fb89e3a254b9bcf0a0
polycom inc,Polycom,188278,,,cab64876fb63117bdf8acf253f13166b,,n,,,,,,11,Refinery,Polycom,,dgm_weibo_media_mentionee,bc9a1f1c4973ab94409b1e25d3ae3aca,dgm_weibo_media_mentionee__834622a413e3c42c2dd8080c226bee85
paychex inc,Paychex,188278,,,cbb1d5cbd04c32df3b63943db3497d6f,,n,,,,,,11,Exec,Paychex,,dgm_weibo_media_mentionee,2c50630c1ce16b93fff12df3672df4c5,dgm_weibo_media_mentionee__8816a190a15ced6c274d6f4698ee4763
vectrus inc,Vectrus,188278,,,d4304c4531e89a2d6353344dbfaf11b0,,n,,,,,,11,DiplomaticFacilities,Vectrus,,dgm_weibo_media_mentionee,ec0c1899da3cc03a1ac26557e18a1c41,dgm_weibo_media_mentionee__ba59e180fc4e4e2af91186ee31dc45e2
wells fargo,Wells Fargo,188278,,,d9d5c8ff5b1f43a93a3991d4472355af,,n,,,,,,11,FTO,Wells Fargo,,dgm_weibo_media_mentionee,1efa073c070c3062eaeefb544e45d1ad,dgm_weibo_media_mentionee__db9756cc1ba8953cec0b0d95989cfe39
chick-fil-a,Chick-Fil-A,188278,,,dcacaa6c910a47709f897b963266c88c,,n,,,,,,11,LegislativeCommittee,Chick-Fil-A,,dgm_weibo_media_mentionee,4cfe94dc72f4ef11ff13cc1fcb7c4b16,dgm_weibo_media_mentionee__f0687aaf86c39ed56ef1c345fcb99fab
广州白云山医药集团股份,Guangzhou Baiyunshan Pharmaceutical Holdings,188278,,,e40ffe1f3e0baceeb689616e5966a4f4,,#N/A,,1,,,,11,Shipping,Guangzhou Baiyunshan Pharmaceutical Holdings,,dgm_weibo_media_mentionee,21500d80b629d86c7ba0b29a6bc65dcd,dgm_weibo_media_mentionee__f1925175277de81d0eb1a6273e100f33
teco energy,TECO Energy,188278,,,e93f5d23a780d84159f6f0450ca157e4,,n,,,,,,11,space,TECO Energy,,dgm_weibo_media_mentionee,9ef27c7333f2e7b844bdaab75e472aa9,dgm_weibo_media_mentionee__8e6d084fe73cc236b20605b45795f9fe
unisys corp,Unisys Corp,188278,,,eb354ee9acdbf7b17524163df0158a6c,,n,,,,,,11,Pipeline,Unisys Corp,,dgm_weibo_media_mentionee,8d1196060114e5d640311e51844bc2a1,dgm_weibo_media_mentionee__144bf6dfd2a8c545cadd794a3c2ca611
越秀房地产信托投资基金,Yuexiu Real Estate Investment Trust,188278,,,ecbb17a9eaa10a95ade6fa368d03aa2b,,#N/A,,1,,,,11,ForeignMinister,Yuexiu Real Estate Investment Trust,,dgm_weibo_media_mentionee,e98d0760e07af24c01beae6351a821d2,dgm_weibo_media_mentionee__e7f3392591adf4325b38e9ca7aeee3ef
expedia inc,Expedia,188278,,,ecc351a5977ac42e2e6c1b982bc09077,,n,,,,,,11,space,Expedia,,dgm_weibo_media_mentionee,1d4393728781126978a6b8685f14ea36,dgm_weibo_media_mentionee__6d24490610b49f0dfddf53420e465537
ulta beauty,Ulta Beauty,188278,,,ee4163cb5f12917a86d9736a4c81f892,,n,,,,,,11,space,Ulta Beauty,,dgm_weibo_media_mentionee,08db38a9d95ccd089fd7023f1edef863,dgm_weibo_media_mentionee__a2029d188c91e1ddfe4e5814fc945b21
hanesbrands,Hanesbrands,188278,,,ee8c9dd9e69bb23c69f36aeaad4c99ea,,n,,,,,,11,space,Hanesbrands,,dgm_weibo_media_mentionee,e119337e841979a991668a237251bcc4,dgm_weibo_media_mentionee__b25af76821d74697c7bf6f194a5ec6aa
progressive,Progressive,188278,,,ff470d4a713e8b40d6e3a5179800e8d4,,n,,,,,,11,LegislativeCommittee,Progressive,,dgm_weibo_media_mentionee,842a4bfff80085369ad2112c52a51842,dgm_weibo_media_mentionee__9712e73e86ea0fe944ca2ce3f9f7dd87
深圳市中金岭南有色金属,Shenzhen Zhongjin Lingnan Nonferrous Metals,188278,,,,Chinese company,Chinese company Shenzhen Zhongjin Lingnan Nonferrous Metals,,0,,,,11,Wells,Shenzhen Zhongjin Lingnan Nonferrous Metals,,dgm_weibo_media_mentionee,b9afa9fd85b0b54a279a4791c834287c,dgm_weibo_media_mentionee__04c99814fee945fdb0a0a35f59c67410
中石化石油工程技术服务,Sinopec Petroleum Engineering Technology Service,188278,,,,Chinese company,Chinese company Sinopec Petroleum Engineering Technology Service,,0,,,,11,FTO,Sinopec Petroleum Engineering Technology Service,,dgm_weibo_media_mentionee,f0a882e3c45f3799d9ee20ac6cb46fc0,dgm_weibo_media_mentionee__376518ebfdcdc6d9f22ff48900b656ce
华商国际海洋能源科技控股,CMIC Ocean En-Tech Holding,188278,,,02146391971fee13e226b2508c877d7b,y,#N/A,,1,,Chinese company CMIC Ocean En-Tech Holding,,12,Person,CMIC Ocean En-Tech Holding,,dgm_weibo_media_mentionee,5c49fbf847daa925a8c0e25e6f69bb21,dgm_weibo_media_mentionee__d12575c0fd2859d85ef5774846f64aea
t rowe price,T Rowe Price,188278,,,0927e9e306bf9f1956414b99caae1375,,n,,,,,,12,Legislator,T Rowe Price,,dgm_weibo_media_mentionee,64f33d823cb8b8f8c37628581f65789d,dgm_weibo_media_mentionee__4b2c47d2b7c1ec51e13606f18712daf6
amc theatres,AMC Theatres,188278,,,0a055ff50c220beaed96b10728337ad1,,n,,,,,,12,FTO,AMC Theatres,,dgm_weibo_media_mentionee,50168b9b691d697d281000ad854feb64,dgm_weibo_media_mentionee__fd785a45c257e764af1b24c39bc17060
中国金属资源利用有限公司,state-owned company China Metal Resources Utilization,188121;188278,,,0eac223475dccca77373c458e4f5a109,,,,1,,,state-owned company state-owned company China Metal Resources Utilization,12,Media,state-owned company China Metal Resources Utilization,,dgm_weibo_media_mentionee,80b9ca99d65f6c5b547e19f08bd13fcc,dgm_weibo_media_mentionee__c768eff078e44df868ac179421f57385
中国金融国际投资有限公司,China Financial International Investments,188278,,,139765d47378c8df3f26f43fd12f2180,,,,1,,,,12,Diplomat,China Financial International Investments,,dgm_weibo_media_mentionee,70d8572c76d6cd360c218131847c1b8f,dgm_weibo_media_mentionee__88581959c4df410ae3b94a26f7172a35
吉林九台农村商业银行股份,Jilin Jiutai Rural Commercial Bank Corporation,188278,,,143c7979fc2c45c23a2c1a544019669d,,#N/A,,1,,,,12,Diplomat,Jilin Jiutai Rural Commercial Bank Corporation,,dgm_weibo_media_mentionee,80bd72ecc5fbdb3a42d483011bebb9c7,dgm_weibo_media_mentionee__0fdb1d734e9439d855c66d98e085998e
panera bread,Panera Bread,188278,,,162b2a1e7d5d771d2e4aa4fed1555877,,n,,,,,,12,AAEntity,Panera Bread,,dgm_weibo_media_mentionee,3234c9bb58f4a3af13e15b7410ee05ad,dgm_weibo_media_mentionee__dc3f79d86fa8192596f841a91ead892c
galp energia,Galp Energia,188278,,,174aa6e276df07f10ac2c93f1b1d1834,,n,,,,,,12,Organization,Galp Energia,,dgm_weibo_media_mentionee,cad54e7557f671a76b73325e834ea1d6,dgm_weibo_media_mentionee__0e3cd3b42d700ed49e775019879a2569
hormel foods,Hormel Foods,188278,,,1c3b377c794fc0cafc087346d01d0a13,,n,,,,,,12,Pipeline,Hormel Foods,,dgm_weibo_media_mentionee,fc6f8f42d74e77a865d76bde53ed1f8c,dgm_weibo_media_mentionee__ec40d912b5e9ddc6fef002907cad0016
henry schein,Henry Schein,188278,,,1c7f53abe31309e953fda92e6b447b3b,,n,,,,,,12,Media,Henry Schein,,dgm_weibo_media_mentionee,e66b58d013fa39b3204763ee8ff45e7b,dgm_weibo_media_mentionee__f3bd45847c77505c55b0eadd26bb8cf4
北京城建设计发展集团股份,"Beijing Urban Construction Design & Development Group Co.,",188278,,,1d0c642633d16908a64e15f672da9f35,y,#N/A,,1,,"Chinese company Beijing Urban Construction Design & Development Group Co.,",,12,Organization,"Beijing Urban Construction Design & Development Group Co.,",,dgm_weibo_media_mentionee,21cda263a1b2132f4b6e6b85f2a3953b,dgm_weibo_media_mentionee__b2e2d4c3c16a7c5fd456b449c7f49076
state street,State Street,188278,,,201ad1fbd6b93e7a274c84fe94a59a15,,n,,,,,,12,ForeignMinistry,State Street,,dgm_weibo_media_mentionee,2416998c5df9afc6502e19b03d2ca90a,dgm_weibo_media_mentionee__5d21313c03a277273f507b013631e108
proquire llc,Proquire LLC,188278,,,23f2482029477cdcc861ccbbf55de206,,n,,,,,,12,News,Proquire LLC,,dgm_weibo_media_mentionee,b8739e76b0a3f8d3c755a2b464b8c1fc,dgm_weibo_media_mentionee__5765db1665f6e0664268aa5b36933662
ryder system,Ryder System,188278,,,247778ec65ab7b493e675ac0da6831ae,,n,,,,,,12,Shipping,Ryder System,,dgm_weibo_media_mentionee,17a710b521e803d249d8687dd1fc9b6d,dgm_weibo_media_mentionee__0aa796fc8ce5a6bd8e385528116d6396
capita group,Capita Group,188278,,,24928f56135b78124b282f9fef44dd3a,,n,,,,,,12,Shipping,Capita Group,,dgm_weibo_media_mentionee,d920d1eb1f8ab4e0f1a898e9af8e9116,dgm_weibo_media_mentionee__47195400ef6be30125b446eb45cc3500
费利浦·麦克莫兰铜金公司,Freeport-McMoRan,188278,,,2c311268410c49193ff2c55fc30e0c2f,,n,,2,,,,12,Media,Freeport-McMoRan,,dgm_weibo_media_mentionee,ff779410251cbc43e997a0ab886c1f5c,dgm_weibo_media_mentionee__c99d73d28c97d71bffab2e72dfc79e12
docusign inc,Docusign Inc.,188278,,,2ca393e84020afd3ca4e9081cc96e94f,,n,,,,,,12,Exec,Docusign Inc.,,dgm_weibo_media_mentionee,447a9d135c989306c4ec78dd7622dd4e,dgm_weibo_media_mentionee__7a0ec444be35e76ea175819212c95263
ace hardware,Ace Hardware,188278,,,33d12e35c640c5bfe758459e5c0cea86,,n,,,,,,12,Wells,Ace Hardware,,dgm_weibo_media_mentionee,d635f923d690fb2e06b77839e6bf245d,dgm_weibo_media_mentionee__bb4c14c770e74c8ab27333cdd8b7ef37
baker hughes,Baker Hughes,188278,,,384ae2e6daea3075beaa74be884c0475,,n,,,,,,12,Wells,Baker Hughes,,dgm_weibo_media_mentionee,87a0f8ac13bad924eba05477bead1b75,dgm_weibo_media_mentionee__c9ffbecd66908f7787b90b41fc43ec9b
illumina inc,Illumina,188278,,,4277f66d61831d4dba70ea8dc829c996,,n,,,,,,12,space,Illumina,,dgm_weibo_media_mentionee,e1c69eb86747fbf1756d42b2bf7004af,dgm_weibo_media_mentionee__bba30c5260a5dbc099900ad5947c7914
schlumberger,Schlumberger,188278,,,48f1f48598d2c89e93926fa573f7f960,,n,,,,,,12,Person,Schlumberger,,dgm_weibo_media_mentionee,4d77bff63c80f30800fa391633813cad,dgm_weibo_media_mentionee__d604c17ed5dbef83bb3663cc126dcf61
domino pizza,Domino's Pizza,188278,,,4a5cb00a637bc5e0ebadbef1c40d429b,,n,,,,,,12,ForeignMinister,Domino's Pizza,,dgm_weibo_media_mentionee,03d7fea3c98cc12c9b8e82aa696b4174,dgm_weibo_media_mentionee__aafbe15418dc7add76ed040c00082b86
eastern bank,Eastern Bank,188278,,,5fb4d853a7a36126527694f6b7f4c12a,,n,,,,,,12,Organization,Eastern Bank,,dgm_weibo_media_mentionee,bd527827471fa980ebc376cd4229d06a,dgm_weibo_media_mentionee__e7c264ce3900208e884e223d1a46f1c8
tenet health,Tenet Health,188278,,,639e66de65b9dceef0c2b956a22c1424,,n,,,,,,12,Keyphrase,Tenet Health,,dgm_weibo_media_mentionee,3141b900f9cfe800a49a83b2b0e51ac4,dgm_weibo_media_mentionee__6b4c6b961948280de5d2b06d167d8a3c
altria group,Altria Group,188278,,,7826d229e1d1df2085a3014e49e3127b,,n,,,,,,12,AAEntity,Altria Group,,dgm_weibo_media_mentionee,1c2d1a1b7734582043b7a1be29280693,dgm_weibo_media_mentionee__5a63927483a432556f80ec1df9e5eaa2
沉阳三生制药有限责任公司,3SBio Inc.,188278,,,828e36002040afca019809b2ee0c9b04,,#N/A,,1,,,,12,Keyphrase,3SBio Inc.,,dgm_weibo_media_mentionee,544a88936ee0941a2dfe3385dec5a3a7,dgm_weibo_media_mentionee__2c972340fde44ac185e7e1e77bca329b
weis markets,Weis Markets,188278,,,897746b33b884c56c30c86aa9fc54d74,,n,,,,,,12,Media,Weis Markets,,dgm_weibo_media_mentionee,bd70e00221193476111d961bb429f17e,dgm_weibo_media_mentionee__0c602088abaadd6b3cccb1f215100b24
take-two互动软件,Take-Two Interactive Software,188278,,,989a38bf2134eaf523c7899e1bc1905b,,n,,,,,,12,AAEntity,Take-Two Interactive Software,,dgm_weibo_media_mentionee,a7bdb9825bd2970d73eb9fd2e22be0c5,dgm_weibo_media_mentionee__53d8dfeefbba7c502f22d5c13a2e3dd9
ralph lauren,Ralph Lauren,188278,,,9cf3f3c0cbd7891c9e26553626249795,,n,,,,,,12,IndustryTerm,Ralph Lauren,,dgm_weibo_media_mentionee,cd34b217b09d5a91a69396f0725b3984,dgm_weibo_media_mentionee__790c6eabf25d3b854cd9c3ec7ead2fe5
ingram micro,Ingram Micro,188278,,,9d771d80b8f55ad50c5ebc2b05f5ac39,,n,,,,,,12,Organization,Ingram Micro,,dgm_weibo_media_mentionee,3bdc26f5e3678c3d4d59590d5e73cca8,dgm_weibo_media_mentionee__1dca356ffd85c7970d18ead146296ded
atmos energy,Atmos Energy,188278,,,a0b5ebc872504caa80c88d7d3be35bc6,,n,,,,,,12,Media,Atmos Energy,,dgm_weibo_media_mentionee,3c002b54c0a94161b21f90ff738ab2c5,dgm_weibo_media_mentionee__ab0df6ae155ad9b498780d8c90fae447
waffle house,Waffle House,188278,,,aa57a4d9c38aca56fc90e0f0e3c91db2,,n,,,,,,12,News,Waffle House,,dgm_weibo_media_mentionee,5d21dfca92eeb8132ce40a3cfdd01520,dgm_weibo_media_mentionee__d83d380a7155e79247c1dfc50608301d
weyerhaeuser,Weyerhaeuser,188278,,,ae1c699abcd9aa394e346e9bb2c1d470,,n,,,,,,12,Organization,Weyerhaeuser,,dgm_weibo_media_mentionee,099f0c6fc9a0ee390f25b20bed656de4,dgm_weibo_media_mentionee__445b95b36ec9218b61e0474ca590921c
prysmian spa,Prysmian SpA,188278,,,ae1d3ee06fb84c44350d2710723fa91e,,n,,,,,,12,space,Prysmian SpA,,dgm_weibo_media_mentionee,3d7658def0a7c70a97a88a4a12ed6d18,dgm_weibo_media_mentionee__9b322354edfe092bb02a2137add9abb3
michelin usa,Michelin USA,188278,,,afa4b33e9c756b40695dff346afc3c8b,,n,,,,,,12,CompanyKeyword,Michelin USA,,dgm_weibo_media_mentionee,6f0dc611f2c4887792ccebe7da2ec3d9,dgm_weibo_media_mentionee__b6645214b1deab7839e5573d04477749
dish network,Dish Network,188278,,,b1af2508957e63f5943f14fe847abe14,,n,,,,,,12,Legislator,Dish Network,,dgm_weibo_media_mentionee,f77acba01edb94b9edc8ffd19c22d79a,dgm_weibo_media_mentionee__d00446778b90845c662447871888058b
中国金融投资管理有限公司,China Financial Services Holdings,188278,,,b299c5020db30892d9fc5f913ca55e5c,,,,1,,,,12,IndustryTerm,China Financial Services Holdings,,dgm_weibo_media_mentionee,948d8a9fb8060af23bd2d4d18985a7fd,dgm_weibo_media_mentionee__d144a8d5fbeaf88ae85f9536511b35de
nisource inc,NiSource Inc.,188278,,,b47145e5f51bcae838fcf50f771d96d6,,n,,,,,,12,Organization,NiSource Inc.,,dgm_weibo_media_mentionee,5565c2936e27b23d85a3cd63619d5250,dgm_weibo_media_mentionee__b3a121fad9f4b1403c940dd2619d1f10
上海复旦张江生物医药股份,Shanghai Fudan-Zhangjiang Bio-Pharmaceutical,188278,,,b64ed4e7a618c99299cf72d4fb18aa99,y,#N/A,,1,,Chinese company Shanghai Fudan-Zhangjiang Bio-Pharmaceutical,,12,Consulates,Shanghai Fudan-Zhangjiang Bio-Pharmaceutical,,dgm_weibo_media_mentionee,1c62d7c1784934b3e92017e39a1783e4,dgm_weibo_media_mentionee__09fbc1b45c7135a75f95bed4169ce1fc
estee lauder,Estee Lauder,188278,,,bc113e305ff83bc3cbb7587b490657fb,,n,,,,,,12,Diplomat,Estee Lauder,,dgm_weibo_media_mentionee,249127136cc04436a58b2420cab39d0f,dgm_weibo_media_mentionee__4a2d1f22611ece06b70ee79b423d9991
estée lauder,Estee Lauder,188278,,,bc113e305ff83bc3cbb7587b490657fb,,n,,,,,,12,LegislativeCommittee,Estee Lauder,,dgm_weibo_media_mentionee,11fa857ce7024c582d0f7066e6b47067,dgm_weibo_media_mentionee__4a2d1f22611ece06b70ee79b423d9991
coinbase inc,Coinbase Inc,188278,,,bf375122f49fbec2e49ed133eb6d2119,,n,,,,,,12,FTO,Coinbase Inc,,dgm_weibo_media_mentionee,8179c0522a6f583b280aad62397cc6a1,dgm_weibo_media_mentionee__0ff7d917cd91446f6b99a4414d370984
tiffany & co,Tiffany & Co.,188278,,,c909ae179d7f55ea22347e7e43ec5bea,,n,,,,,,12,CompanyKeyword,Tiffany & Co.,,dgm_weibo_media_mentionee,28faa8d0a06e616aa4324bf7e96abb1c,dgm_weibo_media_mentionee__7a5ba55adf83be247a3826c8d1339ccb
nbcuniversal,"NBCUniversal Media, LLC",188278,,,cfcf7aea6487efa1474d5c8bb0bbf24b,,n,,,,,,12,Diplomat,"NBCUniversal Media, LLC",,dgm_weibo_media_mentionee,aed129b20831be44ce166a5d199e1e5b,dgm_weibo_media_mentionee__4471f3539d5c9307b7535ad39b3fdb11
intl fcstone,INTL FCStone,188278,,,d42133409102523d5085139ab363c6e5,,n,,,,,,12,FTO,INTL FCStone,,dgm_weibo_media_mentionee,74dd982d04efcc436ddb3bb60e9818f8,dgm_weibo_media_mentionee__9e340ad6bd1e3f16eba7d4f17aeb7e8c
gdc technics,GDC Technics,188278,,,d63db0c031d59cc6404fee09851eb16b,,n,,,,,,12,Refinery,GDC Technics,,dgm_weibo_media_mentionee,f6f7465e575fdce14236ff5217e7b8b5,dgm_weibo_media_mentionee__de3392442f1ff44e5fe6eb31e5bea6e6
office depot,Office Depot,188278,,,dd340d6b52f2d35adc3b65bf38dfa433,,n,,,,,,12,Diplomat,Office Depot,,dgm_weibo_media_mentionee,c21868bc971e8a3748b789c80bf20db9,dgm_weibo_media_mentionee__df496af72b18c8daf1efc7ff89aeeb5d
enbridge inc,Enbridge,188278,,,eecb6c43a82fbbcb5050b5ebcfcf5e40,,n,,,,,,12,Shipping,Enbridge,,dgm_weibo_media_mentionee,242978f3810c0c754d2702ec131eece9,dgm_weibo_media_mentionee__3a650ac10e424ba68ab3b7dc8e5391c8
novo nordisk,Novo Nordisk,188278,,,f7d4808638e036ff019e94474b602855,,n,,,,,,12,Pipeline,Novo Nordisk,,dgm_weibo_media_mentionee,bd41e339135a4268f5076eb17dbeacd9,dgm_weibo_media_mentionee__6f74b7cda00f6e1592010ae8280dc7d0
land o'lakes,Land O'Lakes,188278,,,f96c50719f117892d842d25e57b99604,,n,,,,,,12,Refinery,Land O'Lakes,,dgm_weibo_media_mentionee,4239955e28470b4f07772d68bc7cf31f,dgm_weibo_media_mentionee__6fda54d101409d26daf865d7204728a4
澳大利亚国家宽带网络公司,NBN Co,188278,,,fbc846794aa017f18d519376d869df92,,n,,2,,,,12,space,NBN Co,,dgm_weibo_media_mentionee,093a2c48f9b399c6e7a8e57dc66da4ac,dgm_weibo_media_mentionee__5f972489aadf5c5fed2749d8c857ba5e
