keyword,Entity,City,State (US),Country,Caption Text,DE Assignment,Complete,QA Check,Notes,Dupe,Entity Caption,Character Count,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
hollylynch5,UK Politicians,London,,England,UK MP Lynch,Harshita,TRUE,FALSE,,1,UK Member of Parliament,9,Media,UK MP Lynch,,public_sector_keyword_mapping,1d0020c2b4c98339cfe290b86272e6b9,public_sector_keyword_mapping__1d0020c2b4c98339cfe290b86272e6b9
alison_mcgovern,UK Politicians,London,,England,UK MP McGovern,Harshita,TRUE,FALSE,,1,UK Member of Parliament,11,Legislator,UK MP McGovern,,public_sector_keyword_mapping,6d544583c2396410e6869dfd9803d313,public_sector_keyword_mapping__6d544583c2396410e6869dfd9803d313
nickgibbuk,UK Politicians,London,,England,UK MP Gibb,Harshita,TRUE,FALSE,,1,UK Member of Parliament,11,ForeignMinistry,UK MP Gibb,,public_sector_keyword_mapping,cc93025cf1ff7950b01bcb46e1285b42,public_sector_keyword_mapping__cc93025cf1ff7950b01bcb46e1285b42
scrabbpembs,UK Politicians,London,,England,UK MP Crabb,Harshita,TRUE,FALSE,,1,UK Member of Parliament,12,CompanyKeyword,UK MP Crabb,,public_sector_keyword_mapping,48cd1799d7fccc059490810cd99703b0,public_sector_keyword_mapping__48cd1799d7fccc059490810cd99703b0
nazshahbfd,UK Politicians,London,,England,UK MP Shah,Harshita,TRUE,FALSE,,1,UK Member of Parliament,12,Consulates,UK MP Shah,,public_sector_keyword_mapping,3b3be341407967839e055080aab4f7f2,public_sector_keyword_mapping__3b3be341407967839e055080aab4f7f2
niagriffithmp,UK Politicians,London,,England,UK MP Griffith,Harshita,TRUE,FALSE,,1,UK Member of Parliament,11,FTO,UK MP Griffith,,public_sector_keyword_mapping,4775c4cad79dba6a37ba5ceee5359c98,public_sector_keyword_mapping__4775c4cad79dba6a37ba5ceee5359c98
steph_peacock,UK Politicians,London,,England,UK MP Peacock,Harshita,TRUE,FALSE,,1,UK Member of Parliament,11,Diplomat,UK MP Peacock,,public_sector_keyword_mapping,2b0477188e341aed3a0d2a5019212322,public_sector_keyword_mapping__2b0477188e341aed3a0d2a5019212322
cgreenuk,UK Politicians,London,,England,UK MP Green,Harshita,TRUE,FALSE,,1,UK Member of Parliament,14,Consulates,UK MP Green,,public_sector_keyword_mapping,e9eb21049ea54fbfd84420437fe9eb60,public_sector_keyword_mapping__e9eb21049ea54fbfd84420437fe9eb60
jgray,UK Politicians,London,,England,UK MP Gray,Harshita,TRUE,FALSE,,1,UK Member of Parliament,10,Diplomat,UK MP Gray,,public_sector_keyword_mapping,e15df843baeafa16e37e9ef350616341,public_sector_keyword_mapping__e15df843baeafa16e37e9ef350616341
tony4rochdale,UK Politicians,London,,England,UK MP Lloyd,Harshita,TRUE,FALSE,,1,UK Member of Parliament,11,Exec,UK MP Lloyd,,public_sector_keyword_mapping,9cb1ea087164d6a3910601fd34ff6d6a,public_sector_keyword_mapping__9cb1ea087164d6a3910601fd34ff6d6a
andymcdonaldmp,UK Politicians,London,,England,UK MP McDonald,Harshita,TRUE,FALSE,,1,UK Member of Parliament,10,Pipeline,UK MP McDonald,,public_sector_keyword_mapping,e1e70385184b2241caf027fed94287b2,public_sector_keyword_mapping__e1e70385184b2241caf027fed94287b2
mikejwood,UK Politicians,London,,England,UK MP Wood,Harshita,TRUE,FALSE,,1,UK Member of Parliament,14,FTO,UK MP Wood,,public_sector_keyword_mapping,bc662af935d7e4e60b7ac592350a638e,public_sector_keyword_mapping__bc662af935d7e4e60b7ac592350a638e
fletch_1976,UK Politicians,London,,England,UK MP Fletcher,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Exec,UK MP Fletcher,,public_sector_keyword_mapping,e2be9424748818318459816f107a68b9,public_sector_keyword_mapping__e2be9424748818318459816f107a68b9
sharonhodgsonmp,UK Politicians,London,,England,UK MP Hodgson,Harshita,TRUE,FALSE,,1,UK Member of Parliament,11,Pipeline,UK MP Hodgson,,public_sector_keyword_mapping,ed7aebec9bb01e480fc41bb6337ed89c,public_sector_keyword_mapping__ed7aebec9bb01e480fc41bb6337ed89c
y_fovarguemp,UK Politicians,London,,England,UK MP Fovargue,Harshita,TRUE,FALSE,,1,UK Member of Parliament,10,Wells,UK MP Fovargue,,public_sector_keyword_mapping,107051b2e847fec57603c647f9911c68,public_sector_keyword_mapping__107051b2e847fec57603c647f9911c68
athertonnwales,UK Politicians,London,,England,UK MP Atherton,Harshita,TRUE,FALSE,,1,UK Member of Parliament,11,Person,UK MP Atherton,,public_sector_keyword_mapping,06081e1bb1719613b4c73222bcaaf272,public_sector_keyword_mapping__06081e1bb1719613b4c73222bcaaf272
awmurrison,UK Politicians,London,,England,UK MP Murrison,Harshita,TRUE,FALSE,,1,UK Member of Parliament,14,News,UK MP Murrison,,public_sector_keyword_mapping,7f1dd06a10b320eb7ff7fa08d293c73b,public_sector_keyword_mapping__7f1dd06a10b320eb7ff7fa08d293c73b
peterboneuk,UK Politicians,London,,England,UK MP Bone,Harshita,TRUE,FALSE,,1,UK Member of Parliament,10,Keyphrase,UK MP Bone,,public_sector_keyword_mapping,9900da88ddd75ec4dee36b4b3df8cf06,public_sector_keyword_mapping__9900da88ddd75ec4dee36b4b3df8cf06
nickymorgan01,UK Politicians,London,,England,UK MP Morgan,Harshita,TRUE,FALSE,,1,UK Member of Parliament,14,space,UK MP Morgan,,public_sector_keyword_mapping,a391b4d8533a5054654f2afd88178f74,public_sector_keyword_mapping__a391b4d8533a5054654f2afd88178f74
jimfromoldham,UK Politicians,London,,England,UK MP McMahon,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,LegislativeCommittee,UK MP McMahon,,public_sector_keyword_mapping,30ab918067f7074fe4a4744ec581cc35,public_sector_keyword_mapping__30ab918067f7074fe4a4744ec581cc35
alex_stafford,UK Politicians,London,,England,UK MP Stafford,Harshita,TRUE,FALSE,,1,UK Member of Parliament,14,Diplomat,UK MP Stafford,,public_sector_keyword_mapping,d594f421c275651f88355d220a86dbc4,public_sector_keyword_mapping__d594f421c275651f88355d220a86dbc4
skinnock,UK Politicians,London,,England,UK MP Kinnock,Harshita,TRUE,FALSE,,1,UK Member of Parliament,14,Exec,UK MP Kinnock,,public_sector_keyword_mapping,0080f78b2cb65a039c403b07bf2ee0e8,public_sector_keyword_mapping__0080f78b2cb65a039c403b07bf2ee0e8
cj_dinenage,UK Politicians,London,,England,UK MP Dinenage,Harshita,TRUE,FALSE,,1,UK Member of Parliament,14,Organization,UK MP Dinenage,,public_sector_keyword_mapping,d7aa03b0d63b24702bde3766e7c8ed68,public_sector_keyword_mapping__d7aa03b0d63b24702bde3766e7c8ed68
meg_hilliermp,UK Politicians,London,,England,UK MP Hillier,Harshita,TRUE,FALSE,,1,UK Member of Parliament,10,Exec,UK MP Hillier,,public_sector_keyword_mapping,12bf99d9a717921f87056065a1df228f,public_sector_keyword_mapping__12bf99d9a717921f87056065a1df228f
ab4scambs,UK Politicians,London,,England,UK MP Browne,Harshita,TRUE,FALSE,,1,UK Member of Parliament,12,Person,UK MP Browne,,public_sector_keyword_mapping,beab408fbb4279843520c3e8127986c4,public_sector_keyword_mapping__beab408fbb4279843520c3e8127986c4
andrewbowie_mp,UK Politicians,London,,England,UK MP Bowie,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,DiplomaticFacilities,UK MP Bowie,,public_sector_keyword_mapping,babadbd75482530cfe53cbcc23647948,public_sector_keyword_mapping__babadbd75482530cfe53cbcc23647948
annietrev,UK Politicians,London,,England,UK MP Trevelyan,Harshita,TRUE,FALSE,,1,UK Member of Parliament,14,Media,UK MP Trevelyan,,public_sector_keyword_mapping,753ab97035f20be0603fdfb923c01ae0,public_sector_keyword_mapping__753ab97035f20be0603fdfb923c01ae0
drrosena,UK Politicians,London,,England,UK MP Allin-Khan,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Organization,UK MP Allin-Khan,,public_sector_keyword_mapping,67e0e6918883aa6f85d91c5c21f75869,public_sector_keyword_mapping__67e0e6918883aa6f85d91c5c21f75869
julieelliottmp,UK Politicians,London,,England,UK MP Elliott,Harshita,TRUE,FALSE,,1,UK Member of Parliament,14,Consulates,UK MP Elliott,,public_sector_keyword_mapping,681df92d63900b3609a209c564d8a87b,public_sector_keyword_mapping__681df92d63900b3609a209c564d8a87b
mike_fabricant,UK Politicians,London,,England,UK MP Fabricant,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Media,UK MP Fabricant,,public_sector_keyword_mapping,217c9a291b4e3af9ab14a984b8d0b970,public_sector_keyword_mapping__217c9a291b4e3af9ab14a984b8d0b970
kieranmullanuk,UK Politicians,London,,England,UK MP Mullan,Harshita,TRUE,FALSE,,1,UK Member of Parliament,12,Media,UK MP Mullan,,public_sector_keyword_mapping,5414caa7cc72621511fd25003db8a9fe,public_sector_keyword_mapping__5414caa7cc72621511fd25003db8a9fe
valerie_vazmp,UK Politicians,London,,England,UK MP Vaz,Harshita,TRUE,FALSE,,1,UK Member of Parliament,11,AAEntity,UK MP Vaz,,public_sector_keyword_mapping,02fc022b22ec02f6ae725aa7439c7ceb,public_sector_keyword_mapping__02fc022b22ec02f6ae725aa7439c7ceb
theresa_may,UK Politicians,London,,England,UK MP May,Harshita,TRUE,FALSE,,1,UK Member of Parliament,15,Media,UK MP May,,public_sector_keyword_mapping,6b172b42719f15372dbefd1df9bbc57b,public_sector_keyword_mapping__6b172b42719f15372dbefd1df9bbc57b
stevebarclay,UK Politicians,London,,England,UK MP Barclay,Harshita,TRUE,FALSE,,1,UK Member of Parliament,16,FTO,UK MP Barclay,,public_sector_keyword_mapping,854bed7b0264bf17ad463237fc8ddc5b,public_sector_keyword_mapping__854bed7b0264bf17ad463237fc8ddc5b
peter_aldous,UK Politicians,London,,England,UK MP Aldous,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Organization,UK MP Aldous,,public_sector_keyword_mapping,5a0124ac8b3ca4772d1c593671de5261,public_sector_keyword_mapping__5a0124ac8b3ca4772d1c593671de5261
kevanjonesmp,UK Politicians,London,,England,UK MP Jones,Harshita,TRUE,FALSE,,1,UK Member of Parliament,15,Person,UK MP Jones,,public_sector_keyword_mapping,ea467493875e61af117258665d53b2a6,public_sector_keyword_mapping__ea467493875e61af117258665d53b2a6
mpgeorgeeustice,UK Politicians,London,,England,UK MP Eustice,Harshita,TRUE,FALSE,,1,UK Member of Parliament,12,FTO,UK MP Eustice,,public_sector_keyword_mapping,91e60a2a3bc519094df13f48dce3828a,public_sector_keyword_mapping__91e60a2a3bc519094df13f48dce3828a
s_hammond,UK Politicians,London,,England,UK MP Hammond,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Refinery,UK MP Hammond,,public_sector_keyword_mapping,7b4557cb6165c77ec5966e084ee847a0,public_sector_keyword_mapping__7b4557cb6165c77ec5966e084ee847a0
nigelmp,UK Politicians,London,,England,UK MP Evans,Harshita,TRUE,FALSE,,1,UK Member of Parliament,9,Pipeline,UK MP Evans,,public_sector_keyword_mapping,ade1a00b2eaace3f1b0b7158fd1d190c,public_sector_keyword_mapping__ade1a00b2eaace3f1b0b7158fd1d190c
siobhan_baillie,UK Politicians,London,,England,UK MP Baillie,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,News,UK MP Baillie,,public_sector_keyword_mapping,4a5d4558165cb9a29a11e57f676244af,public_sector_keyword_mapping__4a5d4558165cb9a29a11e57f676244af
drlisacameronmp,UK Politicians,London,,England,UK MP Cameron,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,DiplomaticFacilities,UK MP Cameron,,public_sector_keyword_mapping,0e683f05b1def99b2bfbb7a11e604a18,public_sector_keyword_mapping__0e683f05b1def99b2bfbb7a11e604a18
johnmcnallysnp,UK Politicians,London,,England,UK MP McNally,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Wells,UK MP McNally,,public_sector_keyword_mapping,c3ddb3c1a83aebca2fe779a3620431e6,public_sector_keyword_mapping__c3ddb3c1a83aebca2fe779a3620431e6
kamala,US Campaign,Washington,District of Columbia,USA,US Vice President Kamala Harris,Harshita,TRUE,FALSE,,1,n/a,31,Refinery,US Vice President Kamala Harris,,public_sector_keyword_mapping,8a8e5deaabac3aee565388c7b0d6a23f,public_sector_keyword_mapping__8a8e5deaabac3aee565388c7b0d6a23f
kamlaharris,US Campaign,Washington,District of Columbia,USA,US Vice President Kamala Harris,Harshita,TRUE,FALSE,,1,n/a,31,Diplomat,US Vice President Kamala Harris,,public_sector_keyword_mapping,8a8e5deaabac3aee565388c7b0d6a23f,public_sector_keyword_mapping__8a8e5deaabac3aee565388c7b0d6a23f
kamallaharris,US Campaign,Washington,District of Columbia,USA,US Vice President Kamala Harris,Harshita,TRUE,FALSE,,1,n/a,31,Media,US Vice President Kamala Harris,,public_sector_keyword_mapping,8a8e5deaabac3aee565388c7b0d6a23f,public_sector_keyword_mapping__8a8e5deaabac3aee565388c7b0d6a23f
kamalaharis,US Campaign,Washington,District of Columbia,USA,US Vice President Kamala Harris,Harshita,TRUE,FALSE,,1,n/a,31,AAEntity,US Vice President Kamala Harris,,public_sector_keyword_mapping,8a8e5deaabac3aee565388c7b0d6a23f,public_sector_keyword_mapping__8a8e5deaabac3aee565388c7b0d6a23f
kamlaharis,US Campaign,Washington,District of Columbia,USA,US Vice President Kamala Harris,Harshita,TRUE,FALSE,,1,n/a,31,Consulates,US Vice President Kamala Harris,,public_sector_keyword_mapping,8a8e5deaabac3aee565388c7b0d6a23f,public_sector_keyword_mapping__8a8e5deaabac3aee565388c7b0d6a23f
kamala harris,US Campaign,Washington,District of Columbia,USA,US Vice President Kamala Harris,Harshita,TRUE,FALSE,,1,n/a,31,ForeignMinister,US Vice President Kamala Harris,,public_sector_keyword_mapping,8a8e5deaabac3aee565388c7b0d6a23f,public_sector_keyword_mapping__8a8e5deaabac3aee565388c7b0d6a23f
kamla harris,US Campaign,Washington,District of Columbia,USA,US Vice President Kamala Harris,Harshita,TRUE,FALSE,,1,n/a,31,Media,US Vice President Kamala Harris,,public_sector_keyword_mapping,8a8e5deaabac3aee565388c7b0d6a23f,public_sector_keyword_mapping__8a8e5deaabac3aee565388c7b0d6a23f
kamalla harris,US Campaign,Washington,District of Columbia,USA,US Vice President Kamala Harris,Harshita,TRUE,FALSE,,1,n/a,31,Exec,US Vice President Kamala Harris,,public_sector_keyword_mapping,8a8e5deaabac3aee565388c7b0d6a23f,public_sector_keyword_mapping__8a8e5deaabac3aee565388c7b0d6a23f
kamala haris,US Campaign,Washington,District of Columbia,USA,US Vice President Kamala Harris,Harshita,TRUE,FALSE,,1,n/a,31,DiplomaticFacilities,US Vice President Kamala Harris,,public_sector_keyword_mapping,8a8e5deaabac3aee565388c7b0d6a23f,public_sector_keyword_mapping__8a8e5deaabac3aee565388c7b0d6a23f
kamla haris,US Campaign,Washington,District of Columbia,USA,US Vice President Kamala Harris,Harshita,TRUE,FALSE,,1,n/a,31,Shipping,US Vice President Kamala Harris,,public_sector_keyword_mapping,8a8e5deaabac3aee565388c7b0d6a23f,public_sector_keyword_mapping__8a8e5deaabac3aee565388c7b0d6a23f
pompeo family,US State Department,Washington,District of Columbia,USA,Pompeo Family,Harshita,TRUE,FALSE,,1,n/a,13,CompanyKeyword,Pompeo Family,,public_sector_keyword_mapping,f6edb763f8e66aac567c8b3e2f39a31b,public_sector_keyword_mapping__f6edb763f8e66aac567c8b3e2f39a31b
pompeofamily,US State Department,Washington,District of Columbia,USA,Pompeo Family,Harshita,TRUE,FALSE,,1,n/a,13,FTO,Pompeo Family,,public_sector_keyword_mapping,f6edb763f8e66aac567c8b3e2f39a31b,public_sector_keyword_mapping__f6edb763f8e66aac567c8b3e2f39a31b
kerry kennedy,US Public Figures,Washington,District of Columbia,USA,Kerry Kennedy,Harshita,TRUE,FALSE,,1,n/a,13,Refinery,Kerry Kennedy,,public_sector_keyword_mapping,1de2aef749abc5e943f3e89cf3119bfd,public_sector_keyword_mapping__1de2aef749abc5e943f3e89cf3119bfd
kerrykennedyrfk,US Public Figures,New York,New York,USA,Kerry Kennedy,Harshita,TRUE,FALSE,,1,n/a,13,DiplomaticFacilities,Kerry Kennedy,,public_sector_keyword_mapping,1de2aef749abc5e943f3e89cf3119bfd,public_sector_keyword_mapping__1de2aef749abc5e943f3e89cf3119bfd
kerrykennedy,US Public Figures,Washington,District of Columbia,USA,Kerry Kennedy,Harshita,TRUE,FALSE,,1,n/a,13,Media,Kerry Kennedy,,public_sector_keyword_mapping,1de2aef749abc5e943f3e89cf3119bfd,public_sector_keyword_mapping__1de2aef749abc5e943f3e89cf3119bfd
atlantamayor,US Public Figures,Atlanta,Georgia,USA,Atlanta Mayor,Harshita,TRUE,FALSE,,1,n/a,13,Pipeline,Atlanta Mayor,,public_sector_keyword_mapping,5c851b3f309882a0734d3a17f1eb2502,public_sector_keyword_mapping__5c851b3f309882a0734d3a17f1eb2502
mayorofatlanta,US Public Figures,Atlanta,Georgia,USA,Atlanta Mayor,Harshita,TRUE,FALSE,,1,n/a,13,IndustryTerm,Atlanta Mayor,,public_sector_keyword_mapping,5c851b3f309882a0734d3a17f1eb2502,public_sector_keyword_mapping__5c851b3f309882a0734d3a17f1eb2502
atlantasmayor,US Public Figures,Atlanta,Georgia,USA,Atlanta Mayor,Harshita,TRUE,FALSE,,1,n/a,13,Diplomat,Atlanta Mayor,,public_sector_keyword_mapping,5c851b3f309882a0734d3a17f1eb2502,public_sector_keyword_mapping__5c851b3f309882a0734d3a17f1eb2502
ianpaisley,UK Politicians,London,,England,UK MP Paisley,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Media,UK MP Paisley,,public_sector_keyword_mapping,ebe6ef4b91be97c9b66885cb2c7c2cdd,public_sector_keyword_mapping__ebe6ef4b91be97c9b66885cb2c7c2cdd
jimshannon,UK Politicians,London,,England,UK MP Shannon,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Diplomat,UK MP Shannon,,public_sector_keyword_mapping,91e4115157a998ed694932f6b90ecdc7,public_sector_keyword_mapping__91e4115157a998ed694932f6b90ecdc7
hannahbardell,UK Politicians,London,,England,UK MP Bardell,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Media,UK MP Bardell,,public_sector_keyword_mapping,ef00745f845c2890932f29a0f3a55a6a,public_sector_keyword_mapping__ef00745f845c2890932f29a0f3a55a6a
lisacameron,UK Politicians,London,,England,UK MP Cameron,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Consulates,UK MP Cameron,,public_sector_keyword_mapping,0e683f05b1def99b2bfbb7a11e604a18,public_sector_keyword_mapping__0e683f05b1def99b2bfbb7a11e604a18
douglaschapman,UK Politicians,London,,England,UK MP Chapman,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Refinery,UK MP Chapman,,public_sector_keyword_mapping,000252d2bc6e03c9e67db611ad391fac,public_sector_keyword_mapping__000252d2bc6e03c9e67db611ad391fac
angelacrawley,UK Politicians,London,,England,UK MP Crawley,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Pipeline,UK MP Crawley,,public_sector_keyword_mapping,84df3a60f1a14583b0d50e8e6f88a336,public_sector_keyword_mapping__84df3a60f1a14583b0d50e8e6f88a336
marionfellows,UK Politicians,London,,England,UK MP Fellows,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Consulates,UK MP Fellows,,public_sector_keyword_mapping,ebba561a8038b7daef8d6478445858db,public_sector_keyword_mapping__ebba561a8038b7daef8d6478445858db
margaretferrier,UK Politicians,London,,England,UK MP Ferrier,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,AAEntity,UK MP Ferrier,,public_sector_keyword_mapping,e409cf41eec228eac626ed9223ad88c1,public_sector_keyword_mapping__e409cf41eec228eac626ed9223ad88c1
johnmcnally,UK Politicians,London,,England,UK MP McNally,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,IndustryTerm,UK MP McNally,,public_sector_keyword_mapping,c3ddb3c1a83aebca2fe779a3620431e6,public_sector_keyword_mapping__c3ddb3c1a83aebca2fe779a3620431e6
adamafriyie,UK Politicians,London,,England,UK MP Afriyie,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,ForeignMinistry,UK MP Afriyie,,public_sector_keyword_mapping,0a25e20d65b970a1756ff35ccb4737c7,public_sector_keyword_mapping__0a25e20d65b970a1756ff35ccb4737c7
amandamilling,UK Politicians,London,,England,UK MP Milling,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Media,UK MP Milling,,public_sector_keyword_mapping,dde0e08e92e57d75a215897b308ba9ab,public_sector_keyword_mapping__dde0e08e92e57d75a215897b308ba9ab
andreajenkyns,UK Politicians,London,,England,UK MP Jenkyns,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,News,UK MP Jenkyns,,public_sector_keyword_mapping,b2d81bbf68c485856a6d684f60dfe08e,public_sector_keyword_mapping__b2d81bbf68c485856a6d684f60dfe08e
andrealeadsom,UK Politicians,London,,England,UK MP Leadsom,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Media,UK MP Leadsom,,public_sector_keyword_mapping,373de1ee36c279ba97a03f5eec33ef54,public_sector_keyword_mapping__373de1ee36c279ba97a03f5eec33ef54
andrewbridgen,UK Politicians,London,,England,UK MP Bridgen,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Refinery,UK MP Bridgen,,public_sector_keyword_mapping,46ba5687c93ab0b62a27f7f88e5ff19a,public_sector_keyword_mapping__46ba5687c93ab0b62a27f7f88e5ff19a
benwallace,UK Politicians,London,,England,UK MP Wallace,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Diplomat,UK MP Wallace,,public_sector_keyword_mapping,9a69c785cdda7114660ebfbbeb8ab35c,public_sector_keyword_mapping__9a69c785cdda7114660ebfbbeb8ab35c
benbradley,UK Politicians,London,,England,UK MP Bradley,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Wells,UK MP Bradley,,public_sector_keyword_mapping,5d8f4208caf569394c4dd0888c606085,public_sector_keyword_mapping__5d8f4208caf569394c4dd0888c606085
bimafolami,UK Politicians,London,,England,UK MP Afolami,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Shipping,UK MP Afolami,,public_sector_keyword_mapping,1ec20e4678d4fe9b3400fdc1ca289bc6,public_sector_keyword_mapping__1ec20e4678d4fe9b3400fdc1ca289bc6
bobstewart,UK Politicians,London,,England,UK MP Stewart,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Consulates,UK MP Stewart,,public_sector_keyword_mapping,3859ee72a56592a0fab082c49aa6c271,public_sector_keyword_mapping__3859ee72a56592a0fab082c49aa6c271
carolinejohnson,UK Politicians,London,,England,UK MP Johnson,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Pipeline,UK MP Johnson,,public_sector_keyword_mapping,2b8634a84b372a29550f9edb336e9598,public_sector_keyword_mapping__2b8634a84b372a29550f9edb336e9598
christopherpincher,UK Politicians,London,,England,UK MP Pincher,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,CompanyKeyword,UK MP Pincher,,public_sector_keyword_mapping,ad180b5a062fd77594b1c80ae51c646b,public_sector_keyword_mapping__ad180b5a062fd77594b1c80ae51c646b
damiancollins,UK Politicians,London,,England,UK MP Collins,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Organization,UK MP Collins,,public_sector_keyword_mapping,9dc8fac751a1b9688535323f85d3cd54,public_sector_keyword_mapping__9dc8fac751a1b9688535323f85d3cd54
danielpoulter,UK Politicians,London,,England,UK MP Poulter,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,FTO,UK MP Poulter,,public_sector_keyword_mapping,d36253633a11a38fa3439e04ddd027f2,public_sector_keyword_mapping__d36253633a11a38fa3439e04ddd027f2
davidmundell,UK Politicians,London,,England,UK MP Mundell,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Shipping,UK MP Mundell,,public_sector_keyword_mapping,923add6b2599b1a316b1762d85bcc36a,public_sector_keyword_mapping__923add6b2599b1a316b1762d85bcc36a
deanrussell,UK Politicians,London,,England,UK MP Russell,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Media,UK MP Russell,,public_sector_keyword_mapping,b8a9d5cbfbf6ee148d7c7cd7ac621baf,public_sector_keyword_mapping__b8a9d5cbfbf6ee148d7c7cd7ac621baf
edwardtimpson,UK Politicians,London,,England,UK MP Timpson,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Person,UK MP Timpson,,public_sector_keyword_mapping,da06e4ae0732bc3dc02bb3801c5fe202,public_sector_keyword_mapping__da06e4ae0732bc3dc02bb3801c5fe202
garethjohnson,UK Politicians,London,,England,UK MP Johnson,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Refinery,UK MP Johnson,,public_sector_keyword_mapping,2b8634a84b372a29550f9edb336e9598,public_sector_keyword_mapping__2b8634a84b372a29550f9edb336e9598
georgeeustice,UK Politicians,London,,England,UK MP Eustice,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Wells,UK MP Eustice,,public_sector_keyword_mapping,91e60a2a3bc519094df13f48dce3828a,public_sector_keyword_mapping__91e60a2a3bc519094df13f48dce3828a
georgefreeman,UK Politicians,London,,England,UK MP Freeman,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Media,UK MP Freeman,,public_sector_keyword_mapping,52b42724422a33b17df40e48d70b91da,public_sector_keyword_mapping__52b42724422a33b17df40e48d70b91da
gileswatling,UK Politicians,London,,England,UK MP Watling,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,ForeignMinistry,UK MP Watling,,public_sector_keyword_mapping,f67c8419e4bede212e7d6566cd294ffe,public_sector_keyword_mapping__f67c8419e4bede212e7d6566cd294ffe
harriettbaldwin,UK Politicians,London,,England,UK MP Baldwin,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Organization,UK MP Baldwin,,public_sector_keyword_mapping,adf967aa254b9ffe5c02681800ac5f73,public_sector_keyword_mapping__adf967aa254b9ffe5c02681800ac5f73
heatherwheeler,UK Politicians,London,,England,UK MP Wheeler,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Shipping,UK MP Wheeler,,public_sector_keyword_mapping,dccb1568d09275aaefce792437692ddd,public_sector_keyword_mapping__dccb1568d09275aaefce792437692ddd
helenwhately,UK Politicians,London,,England,UK MP Whately,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,News,UK MP Whately,,public_sector_keyword_mapping,101e36e8811d7cbaed77f863335fa3e0,public_sector_keyword_mapping__101e36e8811d7cbaed77f863335fa3e0
iainstewart,UK Politicians,London,,England,UK MP Stewart,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,DiplomaticFacilities,UK MP Stewart,,public_sector_keyword_mapping,3859ee72a56592a0fab082c49aa6c271,public_sector_keyword_mapping__3859ee72a56592a0fab082c49aa6c271
jamesheappey,UK Politicians,London,,England,UK MP Heappey,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Shipping,UK MP Heappey,,public_sector_keyword_mapping,6ced89557922a546b3691ea7e6e5611d,public_sector_keyword_mapping__6ced89557922a546b3691ea7e6e5611d
johnpenrose,UK Politicians,London,,England,UK MP Penrose,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,Consulates,UK MP Penrose,,public_sector_keyword_mapping,80474a08d9a9869f098b70fa0cd892c0,public_sector_keyword_mapping__80474a08d9a9869f098b70fa0cd892c0
johnredwood,UK Politicians,London,,England,UK MP Redwood,Harshita,TRUE,FALSE,,1,UK Member of Parliament,13,ForeignMinistry,UK MP Redwood,,public_sector_keyword_mapping,2cbc7c6cfd50aa68f17013b726dab354,public_sector_keyword_mapping__2cbc7c6cfd50aa68f17013b726dab354
