keyword,keyword_upper,caption_name,location_name,location_lower,type,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
gothamgazette,gothamgazette,Gotham Gazette,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Gotham Gazette,,LN_Mentioner,831ccd931234eef04d770f3e7857bc5c,LN_Mentioner__831ccd931234eef04d770f3e7857bc5c
thecityny,thecityny,The City,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,The City,,LN_Mentioner,c9a2e234485cea5ade9c9415c320ba20,LN_Mentioner__c9a2e234485cea5ade9c9415c320ba20
cityandstateny,cityandstateny,City and State NY,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,City and State NY,,LN_Mentioner,799af83fdd034e8b4161905404f1a050,LN_Mentioner__799af83fdd034e8b4161905404f1a050
queenseagle,queenseagle,Queens Daily Eagle,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Queens Daily Eagle,,LN_Mentioner,bca0580ced6311186a0189a766648650,LN_Mentioner__bca0580ced6311186a0189a766648650
ny1,NY1,Spectrum News NY1,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Spectrum News NY1,,LN_Mentioner,542cfad5fc734c45fc2a006c1f53423b,LN_Mentioner__542cfad5fc734c45fc2a006c1f53423b
nbcnewyork,NBCNewYork,NBC New York,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,NBC New York,,LN_Mentioner,7ad51079bc38162b289205dd31f85828,LN_Mentioner__7ad51079bc38162b289205dd31f85828
cbsnewyork,CBSNewYork,CBS New York,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,CBS New York,,LN_Mentioner,ff7fbbe2c84224b54d01dc9df77f5f4c,LN_Mentioner__ff7fbbe2c84224b54d01dc9df77f5f4c
abc7ny,ABC7NY,ABC7 New York,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,ABC7 New York,,LN_Mentioner,a27e3ab8284efefe474f5dc568efe180,LN_Mentioner__a27e3ab8284efefe474f5dc568efe180
news12bk,News12BK,News12BK,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,News12BK,,LN_Mentioner,3aac02fecfa9c58f92ad46da3188db45,LN_Mentioner__3aac02fecfa9c58f92ad46da3188db45
news12bx,News12BX,News12BX,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,News12BX,,LN_Mentioner,e8a30c4baa0e292f9636d26ece1db264,LN_Mentioner__e8a30c4baa0e292f9636d26ece1db264
siadvance,siadvance,Staten Island Advance,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Staten Island Advance,,LN_Mentioner,92d55cf2db0887ffb24e573609eb3b0f,LN_Mentioner__92d55cf2db0887ffb24e573609eb3b0f
nytmetro,NYTMetro,New York Times Metro,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,New York Times Metro,,LN_Mentioner,75d65f17e84f7927718d76467cb28054,LN_Mentioner__75d65f17e84f7927718d76467cb28054
pix11news,PIX11news,PIX11 News,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,PIX11 News,,LN_Mentioner,8832eb52d8d197d7907db79cd536650c,LN_Mentioner__8832eb52d8d197d7907db79cd536650c
nypost,nypost,New York Post,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,New York Post,,LN_Mentioner,f35f2eec037ff24906496198d5dbd7c2,LN_Mentioner__f35f2eec037ff24906496198d5dbd7c2
newyorkbeacon,NewYorkBeacon,New York Beacon,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,New York Beacon,,LN_Mentioner,2b05148ce9441e170fbb453da1083ae0,LN_Mentioner__2b05148ce9441e170fbb453da1083ae0
chalkbeatny,ChalkbeatNY,Chalkbeat New York,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Chalkbeat New York,,LN_Mentioner,d5128134d2cee5bda54941f9dc41ed55,LN_Mentioner__d5128134d2cee5bda54941f9dc41ed55
nydailynews,NYDailyNews,New York Daily News,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,New York Daily News,,LN_Mentioner,7d8e1758f156b0c6dcbad6fabf8bebfe,LN_Mentioner__7d8e1758f156b0c6dcbad6fabf8bebfe
nyamnews,NYAmNews,Amsterdam News,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Amsterdam News,,LN_Mentioner,ad75face7498db89482c9d400ad08bc8,LN_Mentioner__ad75face7498db89482c9d400ad08bc8
thecityny,THECITYNY,The City,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,The City,,LN_Mentioner,c9a2e234485cea5ade9c9415c320ba20,LN_Mentioner__c9a2e234485cea5ade9c9415c320ba20
gothamist,Gothamist,Gothamist,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Gothamist,,LN_Mentioner,28c266e0cc480796bd2731f1f53f55cf,LN_Mentioner__28c266e0cc480796bd2731f1f53f55cf
citylimitsnews,CityLimitsNews,City Limits,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,City Limits,,LN_Mentioner,07118c67a22fe667892560c9721daedd,LN_Mentioner__07118c67a22fe667892560c9721daedd
uptowncollectiv,Uptowncollectiv,Uptown Collective,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Uptown Collective,,LN_Mentioner,9370941f70a5d66dd4d505c679a9d720,LN_Mentioner__9370941f70a5d66dd4d505c679a9d720
w42st,w42st,W42st,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,W42st,,LN_Mentioner,b228e6b2aaf38ffedbafcb099d7da39c,LN_Mentioner__b228e6b2aaf38ffedbafcb099d7da39c
rooseveltisland,Rooseveltisland,Roosevelt Islander,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Roosevelt Islander,,LN_Mentioner,2c134d7a3382c7e5989497ce2b9c0e90,LN_Mentioner__2c134d7a3382c7e5989497ce2b9c0e90
eldiariony,eldiariony,El Diario,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,El Diario,,LN_Mentioner,2370c503336b2657fb37cce979fe6728,LN_Mentioner__2370c503336b2657fb37cce979fe6728
hcnewspapers,HCNewspapers,Harlem Community News,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Harlem Community News,,LN_Mentioner,67c64298d99e09fcd35a6b324a58f386,LN_Mentioner__67c64298d99e09fcd35a6b324a58f386
greenpointers,Greenpointers,Greenpointers,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Greenpointers,,LN_Mentioner,abba8b8c8fd8b58ddc0bd149127ad22a,LN_Mentioner__abba8b8c8fd8b58ddc0bd149127ad22a
thebkreader,TheBKReader,BK Reader,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,BK Reader,,LN_Mentioner,be9ddf50875a74dca98a108a800bc7ad,LN_Mentioner__be9ddf50875a74dca98a108a800bc7ad
bklyneagle,BklynEagle,Brooklyn Eagle,NYC,nyc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Brooklyn Eagle,,LN_Mentioner,dfc70827e7b27ef4e7a6cbd5742d5e95,LN_Mentioner__dfc70827e7b27ef4e7a6cbd5742d5e95
kpcc,KPCC,KPCC Los Angeles,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,KPCC Los Angeles,,LN_Mentioner,0dde7297c55bbfdc7b51dbaf0091a9cc,LN_Mentioner__0dde7297c55bbfdc7b51dbaf0091a9cc
ktla,KTLA,KTLA,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,KTLA,,LN_Mentioner,86ebfc30b089394d707fe848e4ab4658,LN_Mentioner__86ebfc30b089394d707fe848e4ab4658
downtownnews,DowntownNews,LA Downtown News,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,LA Downtown News,,LN_Mentioner,0d47fdceba8856bf00a9d30d6031ac14,LN_Mentioner__0d47fdceba8856bf00a9d30d6031ac14
ladailynews,ladailynews,LA Daily News,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,LA Daily News,,LN_Mentioner,a4541bbe4a2e363802ec099c29c8ebc7,LN_Mentioner__a4541bbe4a2e363802ec099c29c8ebc7
laist,laist,LAist,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,LAist,,LN_Mentioner,0e3e47c017ea47f7e8c407dafd5a3463,LN_Mentioner__0e3e47c017ea47f7e8c407dafd5a3463
cbsla,CBSLA,CBS Los Angeles,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,CBS Los Angeles,,LN_Mentioner,63e3fd8e5b29d60f754d963b94f39234,LN_Mentioner__63e3fd8e5b29d60f754d963b94f39234
lamag,LAmag,Los Angeles Magazine,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Los Angeles Magazine,,LN_Mentioner,a5bc2767851ee4db76803188287c7fd7,LN_Mentioner__a5bc2767851ee4db76803188287c7fd7
nbcla,NBCLA,NBC Southern California,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,NBC Southern California,,LN_Mentioner,577833985fc735fe7317d70e4c6e0c71,LN_Mentioner__577833985fc735fe7317d70e4c6e0c71
laweekly,LAWeekly,LA Weekly,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,LA Weekly,,LN_Mentioner,047bca7c5d8c8991e56c5737e3b269ff,LN_Mentioner__047bca7c5d8c8991e56c5737e3b269ff
theeastsiderla,TheEastsiderLA,The Eastsider,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,The Eastsider,,LN_Mentioner,4e5b81782ca30cd9515fbfe5df9f689a,LN_Mentioner__4e5b81782ca30cd9515fbfe5df9f689a
ourweeklynews,OurWeeklyNews,Our Weekly,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Our Weekly,,LN_Mentioner,6490d24092aef768be324922deea092d,LN_Mentioner__6490d24092aef768be324922deea092d
latimes,latimes,Los Angeles Times,Los Angeles,los angeles,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Los Angeles Times,,LN_Mentioner,2672b81a2f4acb8b6b7e1a0bcbd90501,LN_Mentioner__2672b81a2f4acb8b6b7e1a0bcbd90501
fox5dc,fox5dc,FOX 5 DC,DC,dc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,FOX 5 DC,,LN_Mentioner,ab118fe97390177414266fca67fb6532,LN_Mentioner__ab118fe97390177414266fca67fb6532
7newsdc,7NewsDC,7News DC,DC,dc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,7News DC,,LN_Mentioner,175cdf3b691367f826c32af5d4ecb566,LN_Mentioner__175cdf3b691367f826c32af5d4ecb566
nbcwashington,nbcwashington,NBCWashington,DC,dc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,NBCWashington,,LN_Mentioner,a6aa6872338965a90ba336d19465944e,LN_Mentioner__a6aa6872338965a90ba336d19465944e
dcist,DCist,DCist,DC,dc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,DCist,,LN_Mentioner,84808813535c8cfab9c42818a414015f,LN_Mentioner__84808813535c8cfab9c42818a414015f
postlocal,postlocal,Washington Post Local,DC,dc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Washington Post Local,,LN_Mentioner,01bbd11ebe9ffdf076098f4d782a0b42,LN_Mentioner__01bbd11ebe9ffdf076098f4d782a0b42
popville,PoPville,PoPville,DC,dc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,PoPville,,LN_Mentioner,25a82329a992bbcfeffbceb24776e895,LN_Mentioner__25a82329a992bbcfeffbceb24776e895
wusa9,wusa9,WUSA9,DC,dc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,WUSA9,,LN_Mentioner,1996483bbe1a01de42ef9e1f4ead7f57,LN_Mentioner__1996483bbe1a01de42ef9e1f4ead7f57
wcp,wcp,Washington City Paper,DC,dc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Washington City Paper,,LN_Mentioner,267ce59b8878542e87cc344f381fc686,LN_Mentioner__267ce59b8878542e87cc344f381fc686
washingtonian,washingtonian,Washingtonian,DC,dc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Washingtonian,,LN_Mentioner,bba7e5b6ffdb0dd46d7df3bf7d8dc632,LN_Mentioner__bba7e5b6ffdb0dd46d7df3bf7d8dc632
washblade,WashBlade,Washington Blade,DC,dc,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Washington Blade,,LN_Mentioner,b01ece050073e669c11957ba3675a7f1,LN_Mentioner__b01ece050073e669c11957ba3675a7f1
nbcdfw,NBCDFW,NBC Dallas-Fort Worth,Dallas,dallas,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,NBC Dallas-Fort Worth,,LN_Mentioner,59b90009d3a90d60fdb8a80d11ca50a1,LN_Mentioner__59b90009d3a90d60fdb8a80d11ca50a1
fox4,FOX4,FOX 4 News,Dallas,dallas,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,FOX 4 News,,LN_Mentioner,de9975465cfff2c5910acf3d01e12d26,LN_Mentioner__de9975465cfff2c5910acf3d01e12d26
keratx,keratx,Kera,Dallas,dallas,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Kera,,LN_Mentioner,21b06cbff015592d3fce8ae2616e8411,LN_Mentioner__21b06cbff015592d3fce8ae2616e8411
cbsdfw,CBSDFW,CBS 11 News,Dallas,dallas,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,CBS 11 News,,LN_Mentioner,fbf083da53e7a1f7883cb7cd4ccd9fa2,LN_Mentioner__fbf083da53e7a1f7883cb7cd4ccd9fa2
wfaa,wfaa,WFAA,Dallas,dallas,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,WFAA,,LN_Mentioner,7ab9884348d4f0cae43221a3c8b6d27f,LN_Mentioner__7ab9884348d4f0cae43221a3c8b6d27f
dallasnewsphoto,DallasNewsPhoto,The Dallas Morning News,Dallas,dallas,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,The Dallas Morning News,,LN_Mentioner,2bb05ea76e391944b466ea0b9581b41a,LN_Mentioner__2bb05ea76e391944b466ea0b9581b41a
dallas_observer,Dallas_Observer,Dallas Observer,Dallas,dallas,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Dallas Observer,,LN_Mentioner,33eda5da0623462d3d2f08a021acc948,LN_Mentioner__33eda5da0623462d3d2f08a021acc948
startelegram,startelegram,For Worth Star-Telegram,Dallas,dallas,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,For Worth Star-Telegram,,LN_Mentioner,1d4c72cbbd090e77e8a022f849d8df09,LN_Mentioner__1d4c72cbbd090e77e8a022f849d8df09
aldiadallas,AlDiaDallas,Al Dia Dallas,Dallas,dallas,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Al Dia Dallas,,LN_Mentioner,1af221cfe509e47cd64c0bf77fad5527,LN_Mentioner__1af221cfe509e47cd64c0bf77fad5527
kprc2,KPRC2,KPRC 2 Houston,Houston,houston,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,KPRC 2 Houston,,LN_Mentioner,dcc467212a8433fc7d3fb4a6b341634a,LN_Mentioner__dcc467212a8433fc7d3fb4a6b341634a
abc13houston,abc13houston,ABC13,Houston,houston,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,ABC13,,LN_Mentioner,5f3d537c3bbdea891486bdce3b713a8a,LN_Mentioner__5f3d537c3bbdea891486bdce3b713a8a
houstonpress,HoustonPress,Houston Press,Houston,houston,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Houston Press,,LN_Mentioner,b26d486e58eab8990b46be1d19f63655,LN_Mentioner__b26d486e58eab8990b46be1d19f63655
click2houston12,Click2houston12,Click2Houston,Houston,houston,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Click2Houston,,LN_Mentioner,1da7bf1c48a14725b6c8c0be96074504,LN_Mentioner__1da7bf1c48a14725b6c8c0be96074504
houstonchron,HoustonChron,Houston Chronicle,Houston,houston,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Houston Chronicle,,LN_Mentioner,819656c6576c6a8326e2e9953eec5b7d,LN_Mentioner__819656c6576c6a8326e2e9953eec5b7d
khou,KHOU,KHOU 11,Houston,houston,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,KHOU 11,,LN_Mentioner,db3a2a0df074b88605318a85170e56d1,LN_Mentioner__db3a2a0df074b88605318a85170e56d1
wsvn,WSVN,WSVN 7 News,Miami,miami,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,WSVN 7 News,,LN_Mentioner,bded94caffc1713a21551946d00c7b4f,LN_Mentioner__bded94caffc1713a21551946d00c7b4f
sunsentinel,sunsentinel,South Florida Sun Sentinel,Miami,miami,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,South Florida Sun Sentinel,,LN_Mentioner,e5b47b3ec4ddca13cf95d2b2212d2b03,LN_Mentioner__e5b47b3ec4ddca13cf95d2b2212d2b03
wplglocal10,WPLGLocal10,WPLG Local 10 News,Miami,miami,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,WPLG Local 10 News,,LN_Mentioner,e63d0cb9414a70236247bfda31e7eaa6,LN_Mentioner__e63d0cb9414a70236247bfda31e7eaa6
elnuevoherald,elnuevoherald,El Nuevo Herald,Miami,miami,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,El Nuevo Herald,,LN_Mentioner,99948540b5ee43304025ec54bdb83f9b,LN_Mentioner__99948540b5ee43304025ec54bdb83f9b
miaminewtimes,MiamiNewTimes,Miami New Times,Miami,miami,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Miami New Times,,LN_Mentioner,c47422f87da9018b129da00809bd8ef9,LN_Mentioner__c47422f87da9018b129da00809bd8ef9
miamitodaynews,MiamiTodayNews,Miami Today,Miami,miami,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Miami Today,,LN_Mentioner,724ea4f0082991e76280067f6d6ad4cf,LN_Mentioner__724ea4f0082991e76280067f6d6ad4cf
wpbt2,WPBT2,WPBT2,Miami,miami,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,WPBT2,,LN_Mentioner,f7c9e3fc0005b82f969a5b1a3902f4bc,LN_Mentioner__f7c9e3fc0005b82f969a5b1a3902f4bc
cbsmiami,CBSMiami,CBS Miami,Miami,miami,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,CBS Miami,,LN_Mentioner,8ff8ebee861a1d8355b3689dd63eb44f,LN_Mentioner__8ff8ebee861a1d8355b3689dd63eb44f
phillydailynews,PhillyDailyNews,Philadelphia Daily News,Philadelphia,philadelphia,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Philadelphia Daily News,,LN_Mentioner,95aa37acfb3d5419dde8cff757c7fb4a,LN_Mentioner__95aa37acfb3d5419dde8cff757c7fb4a
thephilacitizen,thephilacitizen,The Philadelphia Citizen,Philadelphia,philadelphia,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,The Philadelphia Citizen,,LN_Mentioner,91864e47ef7439b81ffafb32e2ce46fa,LN_Mentioner__91864e47ef7439b81ffafb32e2ce46fa
phillymag,PhillyMag,Philadelphia Mag,Philadelphia,philadelphia,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Philadelphia Mag,,LN_Mentioner,d99d859d6c4f8bec077540e10f2e8f44,LN_Mentioner__d99d859d6c4f8bec077540e10f2e8f44
6abc,6abc,6abc Philadelphia,Philadelphia,philadelphia,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,6abc Philadelphia,,LN_Mentioner,371fa87fb44806c785290cd271cef72d,LN_Mentioner__371fa87fb44806c785290cd271cef72d
phillyinquirer,PhillyInquirer,The Philadelphia Inquirer,Philadelphia,philadelphia,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,The Philadelphia Inquirer,,LN_Mentioner,983968f2496078c3470e19a4ff23964c,LN_Mentioner__983968f2496078c3470e19a4ff23964c
fox29philly,Fox29Philly,FOX 29,Philadelphia,philadelphia,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,FOX 29,,LN_Mentioner,5738d9fd7d02f6bf66666b6b8ae41c91,LN_Mentioner__5738d9fd7d02f6bf66666b6b8ae41c91
cbsphilly,CBSPhilly,CBS Philadelphia,Philadelphia,philadelphia,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,CBS Philadelphia,,LN_Mentioner,4b3420c4db7b4087abb9315ecd1b9274,LN_Mentioner__4b3420c4db7b4087abb9315ecd1b9274
nbcphiladelphia,NBCPhiladelphia,NBC Philadelphia,Philadelphia,philadelphia,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,NBC Philadelphia,,LN_Mentioner,9fda8d7b84779b7649d691cc143b4f7b,LN_Mentioner__9fda8d7b84779b7649d691cc143b4f7b
phillytrib,PhillyTrib,Philadelphia Tribune,Philadelphia,philadelphia,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Philadelphia Tribune,,LN_Mentioner,d79dfa84355fa22f847d4cd31682dbc9,LN_Mentioner__d79dfa84355fa22f847d4cd31682dbc9
phillyweekly,PhillyWeekly,Philadelphia Weekly,Philadelphia,philadelphia,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Philadelphia Weekly,,LN_Mentioner,4d4971341d76e1b0a5ea84673c392682,LN_Mentioner__4d4971341d76e1b0a5ea84673c392682
local4news,Local4News,Local 4 WDIV Detroit,Detroit,detroit,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Local 4 WDIV Detroit,,LN_Mentioner,0b681942f554c4d4a24fdbd22dee7f17,LN_Mentioner__0b681942f554c4d4a24fdbd22dee7f17
wxyzdetroit,wxyzdetroit,WXYZ Detroit,Detroit,detroit,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,WXYZ Detroit,,LN_Mentioner,bab4c6e1e3806420a5fddbae199101aa,LN_Mentioner__bab4c6e1e3806420a5fddbae199101aa
fox2detroit,fox2detroit,FOX 2 Detroit,Detroit,detroit,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,FOX 2 Detroit,,LN_Mentioner,467fe652d583342a487be09847be517f,LN_Mentioner__467fe652d583342a487be09847be517f
metrotimes,metrotimes,Detroit Metro Times,Detroit,detroit,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Detroit Metro Times,,LN_Mentioner,a4c821c5637401a1d8d98259cff12b98,LN_Mentioner__a4c821c5637401a1d8d98259cff12b98
detroitnews,detroitnews,Detroit News,Detroit,detroit,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Detroit News,,LN_Mentioner,ddf5d2e18e28552257d732bd29987b7f,LN_Mentioner__ddf5d2e18e28552257d732bd29987b7f
freep,freep,Detroit Free Press,Detroit,detroit,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Detroit Free Press,,LN_Mentioner,55fab0a3356a875da73a1094f16eb2cd,LN_Mentioner__55fab0a3356a875da73a1094f16eb2cd
cbsdetroit,CBSDetroit,CBS Detroit,Detroit,detroit,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,CBS Detroit,,LN_Mentioner,55bfac2fd21a63af913d0428c5e89bbc,LN_Mentioner__55bfac2fd21a63af913d0428c5e89bbc
modeld,modeld,ModelD Media,Detroit,detroit,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,ModelD Media,,LN_Mentioner,a5c2eadbd18073a8f13f9f219e51b57e,LN_Mentioner__a5c2eadbd18073a8f13f9f219e51b57e
ajc,ajc,Atlanta Journal-Constitution,Atlanta,atlanta,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Atlanta Journal-Constitution,,LN_Mentioner,83819a05e5ab1b499953836e944df063,LN_Mentioner__83819a05e5ab1b499953836e944df063
fox5atlanta,Fox5Atlanta,FOX 5 Atlanta,Atlanta,atlanta,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,FOX 5 Atlanta,,LN_Mentioner,01dcd0b3f7632376f48befc07afa5a1d,LN_Mentioner__01dcd0b3f7632376f48befc07afa5a1d
11alivenews,11AliveNews,11Alive News,Atlanta,atlanta,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,11Alive News,,LN_Mentioner,523c11291997c84858080964c500804e,LN_Mentioner__523c11291997c84858080964c500804e
wabe,WABE,WABE News,Atlanta,atlanta,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,WABE News,,LN_Mentioner,07957da710936fdc4fd743299fd042fa,LN_Mentioner__07957da710936fdc4fd743299fd042fa
atlbizchron,AtlBizChron,Atlanta Business Chronicle,Atlanta,atlanta,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Atlanta Business Chronicle,,LN_Mentioner,d5d137e7ea531be43c82063b9275b1a7,LN_Mentioner__d5d137e7ea531be43c82063b9275b1a7
wsbtv,wsbtv,WSB-TV,Atlanta,atlanta,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,WSB-TV,,LN_Mentioner,f5c880cd0d02bc1994a7f465aa48feef,LN_Mentioner__f5c880cd0d02bc1994a7f465aa48feef
theatlantavoice,theatlantavoice,The Atlanta Voice,Atlanta,atlanta,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,The Atlanta Voice,,LN_Mentioner,a5b83dfea1920f58896f2d011e11b1f0,LN_Mentioner__a5b83dfea1920f58896f2d011e11b1f0
adwnews,ADWNews,Atlanta Daily World,Atlanta,atlanta,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Atlanta Daily World,,LN_Mentioner,eb4c1f785cabaccc1523b650188a2d90,LN_Mentioner__eb4c1f785cabaccc1523b650188a2d90
cbsatlbreaking,CBSAtlBreaking,CBS Atlanta,Atlanta,atlanta,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,CBS Atlanta,,LN_Mentioner,8123d2ec76f24b7f0ab39f4f877b5308,LN_Mentioner__8123d2ec76f24b7f0ab39f4f877b5308
atlantamagazine,AtlantaMagazine,Atlanta Magazine,Atlanta,atlanta,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Atlanta Magazine,,LN_Mentioner,f9ea96101ccfd69bd884b05fb663a418,LN_Mentioner__f9ea96101ccfd69bd884b05fb663a418
georgiavoices,GeorgiaVoices,Georgia Voice,Atlanta,atlanta,SLGLocalNewsOutlet,general.alert4,Slglocalnewsoutlet,Georgia Voice,,LN_Mentioner,de978494752da902c89302dd98e4bd91,LN_Mentioner__de978494752da902c89302dd98e4bd91
