keyword,caption_name,location,topic_id,guid,groups,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
avi blasberger,Israeli Space Agency Director General Blasberger,a747,188261,,,,News,Israeli Space Agency Director General Blasberger,,dgm_spaceexclucompanies,2542c4db5f79e5cf2588d44ce71400a6,dgm_spaceexclucompanies__2542c4db5f79e5cf2588d44ce71400a6
morteza barari,Iranian Space Agency Administrator Barari,a1455,188261,,,,CompanyKeyword,Iranian Space Agency Administrator Barari,,dgm_spaceexclucompanies,ccc907310635931cd2f62548219aeccc,dgm_spaceexclucompanies__ccc907310635931cd2f62548219aeccc
hiroshi yamakawa,Japan Aerospace Exploration Agency Administrator Yamakawa,a1456,188261,,,,Organization,Japan Aerospace Exploration Agency Administrator Yamakawa,,dgm_spaceexclucompanies,fdac2900803bbba6b73a50d1d908998d,dgm_spaceexclucompanies__fdac2900803bbba6b73a50d1d908998d
yu chol-u,North Korea National Aerospace Development Administration Executive Chol-u,a1457,188261,,,,Diplomat,North Korea National Aerospace Development Administration Executive Chol-u,,dgm_spaceexclucompanies,c0c8fe52fbf7d823d99017f37363a391,dgm_spaceexclucompanies__c0c8fe52fbf7d823d99017f37363a391
sang-ryool lee,South Korea Aerospace Research Institute Administrator Lee,a1458,188261,,,,Shipping,South Korea Aerospace Research Institute Administrator Lee,,dgm_spaceexclucompanies,2c5ff170429a9abaa223bd1389d585c2,dgm_spaceexclucompanies__2c5ff170429a9abaa223bd1389d585c2
philippe baptiste,French National Centre for Space Studies Administrator Baptiste,a697,188261,,,,LegislativeCommittee,French National Centre for Space Studies Administrator Baptiste,,dgm_spaceexclucompanies,2a0412f627286e6b507d117b04e3e173,dgm_spaceexclucompanies__2a0412f627286e6b507d117b04e3e173
thomas djamaluddin,Indonesian National Institute of Aeronautics and Space Administrator Djamaluddin,a1459,188261,,,,IndustryTerm,Indonesian National Institute of Aeronautics and Space Administrator Djamaluddin,,dgm_spaceexclucompanies,d3616dd6e1f53bd76d91e6206e3acdfc,dgm_spaceexclucompanies__d3616dd6e1f53bd76d91e6206e3acdfc
mykhailo lev,State Space Agency of Ukraine Head Lev,a1460,188261,,,,FTO,State Space Agency of Ukraine Head Lev,,dgm_spaceexclucompanies,3934c0b7051fbd4ae866f4913b9813a8,dgm_spaceexclucompanies__3934c0b7051fbd4ae866f4913b9813a8
dmitry rogozin,Roscosmos Administrator Rogozin,a708,188261,,,,Refinery,Roscosmos Administrator Rogozin,,dgm_spaceexclucompanies,323409284ed683166b7b40021939a0c6,dgm_spaceexclucompanies__323409284ed683166b7b40021939a0c6
boeing cst-100 starliner,Boeing CST-100 Starliner spacecraft,a700,188261,fa7be71100c59377ed582e21587318d6,boeing,,Wells,Boeing CST-100 Starliner spacecraft,,dgm_spaceexclucompanies,1f69b98f46081d5a244c721a53945b5e,dgm_spaceexclucompanies__1f69b98f46081d5a244c721a53945b5e
spacex crew dragon endeavour,SpaceX Crew Dragon Endeavour spacecraft,a700,188261,482d22ee391c96d95e6bd36732770175,spacex,,IndustryTerm,SpaceX Crew Dragon Endeavour spacecraft,,dgm_spaceexclucompanies,53bc3c1dfc3689f670d79201ce780a24,dgm_spaceexclucompanies__53bc3c1dfc3689f670d79201ce780a24
nasa orion spacecraft,NASA Orion spacecraft,a700,188261,72edd483d3f07ef5c41c8fe3128041d4,,,DiplomaticFacilities,NASA Orion spacecraft,,dgm_spaceexclucompanies,f93d63e045f1530b8ad3d8e352176dc7,dgm_spaceexclucompanies__f93d63e045f1530b8ad3d8e352176dc7
zeus,Roscosmos nuclear space tug Zeus,a708,188261,,,,IndustryTerm,Roscosmos nuclear space tug Zeus,,dgm_spaceexclucompanies,ca1c33167005a05c1aa839a70d330d64,dgm_spaceexclucompanies__ca1c33167005a05c1aa839a70d330d64
sfera,Roscosmos multi-spectrum satellite Sfera series,a708,188261,,,,Legislator,Roscosmos multi-spectrum satellite Sfera series,,dgm_spaceexclucompanies,3088889a13138c0aebf5b5a864a9ed60,dgm_spaceexclucompanies__3088889a13138c0aebf5b5a864a9ed60
glonass-k2,Russian Glonass-K2 navigation satellite,a708,188261,,,,Consulates,Russian Glonass-K2 navigation satellite,,dgm_spaceexclucompanies,0360191c555079de2d3f59dd5b5a736c,dgm_spaceexclucompanies__0360191c555079de2d3f59dd5b5a736c
spektr-uv,Russian space telescope Spektr-UV,a708,188261,,,,Media,Russian space telescope Spektr-UV,,dgm_spaceexclucompanies,dad15d38ebd03595bb78e3510a9e2a2e,dgm_spaceexclucompanies__dad15d38ebd03595bb78e3510a9e2a2e
gonets-m,Russian communications satellite Gonets-M series,a708,188261,,,,space,Russian communications satellite Gonets-M series,,dgm_spaceexclucompanies,5f62b415cd0721223d797883b98aabb7,dgm_spaceexclucompanies__5f62b415cd0721223d797883b98aabb7
guowang,Chinese national satellite network Guowang,a1433,188261,,,,AAEntity,Chinese national satellite network Guowang,,dgm_spaceexclucompanies,d3ffb00377a8d38603f822ca3255f026,dgm_spaceexclucompanies__d3ffb00377a8d38603f822ca3255f026
hongyan,Chinese Hongyan satellite communication system,a1433,188261,,,,Legislator,Chinese Hongyan satellite communication system,,dgm_spaceexclucompanies,78386a3c938a94c85bc18c6bd066c186,dgm_spaceexclucompanies__78386a3c938a94c85bc18c6bd066c186
hongyun,Chinese Hongyun satellite communication system,a1433,188261,,,,space,Chinese Hongyun satellite communication system,,dgm_spaceexclucompanies,4af38959d6a7f360982dc5a223ea21fc,dgm_spaceexclucompanies__4af38959d6a7f360982dc5a223ea21fc
xingyun,Chinese Xingyun satellite communication system,a1433,188261,,,,Pipeline,Chinese Xingyun satellite communication system,,dgm_spaceexclucompanies,6679cebc4b0ff0f7000eaf989e9ac554,dgm_spaceexclucompanies__6679cebc4b0ff0f7000eaf989e9ac554
acs3,NASA ACS3 satellite,a700,188261,72edd483d3f07ef5c41c8fe3128041d4,,,Consulates,NASA ACS3 satellite,,dgm_spaceexclucompanies,8d6a5b85eb73ab3d822e4f1976c277f2,dgm_spaceexclucompanies__8d6a5b85eb73ab3d822e4f1976c277f2
accp,NASA ACCP Earth observation satellite series,a700,188261,72edd483d3f07ef5c41c8fe3128041d4,,,Media,NASA ACCP Earth observation satellite series,,dgm_spaceexclucompanies,bce25286798e9f4bfcd1979676210d3c,dgm_spaceexclucompanies__bce25286798e9f4bfcd1979676210d3c
landsat 9,NASA Landsat 9 Earth observation satellite,a700,188261,72edd483d3f07ef5c41c8fe3128041d4,,,IndustryTerm,NASA Landsat 9 Earth observation satellite,,dgm_spaceexclucompanies,6481f55c6c6b57f41bc3505d58d7d6e1,dgm_spaceexclucompanies__6481f55c6c6b57f41bc3505d58d7d6e1
swot,joint NASA and French CNES SWOT satellite,a700,188261,72edd483d3f07ef5c41c8fe3128041d4,,,ForeignMinistry,joint NASA and French CNES SWOT satellite,,dgm_spaceexclucompanies,ac0e3ed4706b7ec41cf88568fdd899a6,dgm_spaceexclucompanies__ac0e3ed4706b7ec41cf88568fdd899a6
cyclone global navigation satellite system,NASA Cyclone Global Navigation Satellite System,a700,188261,72edd483d3f07ef5c41c8fe3128041d4,,,Legislator,NASA Cyclone Global Navigation Satellite System,,dgm_spaceexclucompanies,a87a9c8227d8dc93c78ef19dd7b6e4ae,dgm_spaceexclucompanies__a87a9c8227d8dc93c78ef19dd7b6e4ae
deep space optical communications,NASA Deep Space Optical Communications Satellite,a1463,188261,72edd483d3f07ef5c41c8fe3128041d4,,,Legislator,NASA Deep Space Optical Communications Satellite,,dgm_spaceexclucompanies,950115ee8ace1c27e72a177ba5453c27,dgm_spaceexclucompanies__950115ee8ace1c27e72a177ba5453c27
james webb space telescope,James Webb Space Telescope,a700,188261,,,,Exec,James Webb Space Telescope,,dgm_spaceexclucompanies,ceaaa2a649e127addd776115ae4d6002,dgm_spaceexclucompanies__ceaaa2a649e127addd776115ae4d6002
europa clipper,NASA interplanetary mission unmanned spacecraft Europa Clipper,a700,188261,72edd483d3f07ef5c41c8fe3128041d4,,,CompanyKeyword,NASA interplanetary mission unmanned spacecraft Europa Clipper,,dgm_spaceexclucompanies,cbb53abb695fbfb327b1a8e76180cacd,dgm_spaceexclucompanies__cbb53abb695fbfb327b1a8e76180cacd
starlink,SpaceX Starlink communication satellite constellation,a700,188261,482d22ee391c96d95e6bd36732770175,spacex,,Refinery,SpaceX Starlink communication satellite constellation,,dgm_spaceexclucompanies,225d178775a33316b231b9afdb95ba5b,dgm_spaceexclucompanies__225d178775a33316b231b9afdb95ba5b
oneweb,OneWeb communications satellite system,a702,188261,ada9c72dcf7a19fd67c1789f26bd0851;8678e290bc51bd2b4ea4b17d80d02d37,,,AAEntity,OneWeb communications satellite system,,dgm_spaceexclucompanies,ee585d943f545f02040d58e0e1ff7cf8,dgm_spaceexclucompanies__ee585d943f545f02040d58e0e1ff7cf8
kuiper,Amazon's Project Kuiper communications satellite system,a700,188261,32ec5fc746a720416749e18927068772,,,Organization,Amazon's Project Kuiper communications satellite system,,dgm_spaceexclucompanies,f0acc83e4b4fdf57a82f0e122022172f,dgm_spaceexclucompanies__f0acc83e4b4fdf57a82f0e122022172f
wisa woodsat,ESA WISA Woodsat wooden research satellite,a697,188261,,,,Person,ESA WISA Woodsat wooden research satellite,,dgm_spaceexclucompanies,6fd6c45b8b26938542224e94ad1212c6,dgm_spaceexclucompanies__6fd6c45b8b26938542224e94ad1212c6
lignosat,Kyoto University LignoSat wooden research satellite,a1456,188261,,,,IndustryTerm,Kyoto University LignoSat wooden research satellite,,dgm_spaceexclucompanies,b2b0152112a8769d631aae963075dfe7,dgm_spaceexclucompanies__b2b0152112a8769d631aae963075dfe7
transport layer,US Space Development Agency Transport Layer military satellite system,a700,188261,,,,Wells,US Space Development Agency Transport Layer military satellite system,,dgm_spaceexclucompanies,e772ced80d020b7bce608dc0e3f6f407,dgm_spaceexclucompanies__e772ced80d020b7bce608dc0e3f6f407
tranche 0,US Space Development Agency Tranche 0 military satellite system,a700,188261,,,,Shipping,US Space Development Agency Tranche 0 military satellite system,,dgm_spaceexclucompanies,a4d4927aff5d400075d316fbca052b8a,dgm_spaceexclucompanies__a4d4927aff5d400075d316fbca052b8a
tranche 1,US Space Development Agency Tranche 1 military satellite system,a700,188261,,,,DiplomaticFacilities,US Space Development Agency Tranche 1 military satellite system,,dgm_spaceexclucompanies,d0c1a3363c029e4113efe70592195207,dgm_spaceexclucompanies__d0c1a3363c029e4113efe70592195207
prototype infrared payload,US Space Development Agency Prototype Infrafred Payload military satellite,a700,188261,,,,LegislativeCommittee,US Space Development Agency Prototype Infrafred Payload military satellite,,dgm_spaceexclucompanies,1af64150c925d1c8c35d46c3a3a707f2,dgm_spaceexclucompanies__1af64150c925d1c8c35d46c3a3a707f2
csirosat-1,Australian CSIRO CSIROSat-1 earth observation CubeSat satellite,a1432,188261,,,,ForeignMinistry,Australian CSIRO CSIROSat-1 earth observation CubeSat satellite,,dgm_spaceexclucompanies,126e0e80b9e43517183a831afa5c8bba,dgm_spaceexclucompanies__126e0e80b9e43517183a831afa5c8bba
biomass,ESA Biomass Earth observation satellite,a697,188261,,,,ForeignMinistry,ESA Biomass Earth observation satellite,,dgm_spaceexclucompanies,0d8cecba298df4d518fe3da5d0da180d,dgm_spaceexclucompanies__0d8cecba298df4d518fe3da5d0da180d
earthcare,Joint Japenese-ESA EarthCARE Earth Observation Satellite,a697,188261,,,,Shipping,Joint Japenese-ESA EarthCARE Earth Observation Satellite,,dgm_spaceexclucompanies,422ba77390ab459571835a3469380605,dgm_spaceexclucompanies__422ba77390ab459571835a3469380605
euclid,ESA Euclid space telescope,a697,188261,,,,IndustryTerm,ESA Euclid space telescope,,dgm_spaceexclucompanies,47f655df8fc74663a8570af182f7c17b,dgm_spaceexclucompanies__47f655df8fc74663a8570af182f7c17b
exomars,Joint Roscosmos-ESA ExoMars Mars exploration programme,a697,188261,,,,News,Joint Roscosmos-ESA ExoMars Mars exploration programme,,dgm_spaceexclucompanies,93f8646090e86d5bfc4cb5f267495062,dgm_spaceexclucompanies__93f8646090e86d5bfc4cb5f267495062
kazachok,Joint Roscosmos-ESA Kazachok Mars lander spacecraft,a708,188261,,,,Wells,Joint Roscosmos-ESA Kazachok Mars lander spacecraft,,dgm_spaceexclucompanies,5a0ae3a00fc2da4914ab238533bfcd17,dgm_spaceexclucompanies__5a0ae3a00fc2da4914ab238533bfcd17
rosalind franklin,Joint Roscosmos-ESA Rosalind Franklin Mars rover,a697,188261,,,,FTO,Joint Roscosmos-ESA Rosalind Franklin Mars rover,,dgm_spaceexclucompanies,2c73b1289400442f4c323c55f800d3f5,dgm_spaceexclucompanies__2c73b1289400442f4c323c55f800d3f5
flex,ESA FLEX Earth obervation satellite,a697,188261,,,,FTO,ESA FLEX Earth obervation satellite,,dgm_spaceexclucompanies,ed88d86e18451253664ecb2014d429d7,dgm_spaceexclucompanies__ed88d86e18451253664ecb2014d429d7
juice,ESA JUICE interplanetary science spacecraft,a697,188261,,,,IndustryTerm,ESA JUICE interplanetary science spacecraft,,dgm_spaceexclucompanies,d75b33706474d7d5e99527368f7a3649,dgm_spaceexclucompanies__d75b33706474d7d5e99527368f7a3649
plato,ESA PLATO space telescope,a697,188261,,,,Shipping,ESA PLATO space telescope,,dgm_spaceexclucompanies,b7ae8a6bc9a7694b57e6c79f85a0ebc9,dgm_spaceexclucompanies__b7ae8a6bc9a7694b57e6c79f85a0ebc9
sentinels-6b,ESA Sentinel-6B Earth observation satellite,a697,188261,,,,LegislativeCommittee,ESA Sentinel-6B Earth observation satellite,,dgm_spaceexclucompanies,642570f6a1e11c5581cb6f005cf90c1c,dgm_spaceexclucompanies__642570f6a1e11c5581cb6f005cf90c1c
yaogan 1,Chinese Yaogan 1 satellite,a1433,188261,,,,CompanyKeyword,Chinese Yaogan 1 satellite,,dgm_spaceexclucompanies,1b1c730c2bcb0fa043622bf9b6d6871f,dgm_spaceexclucompanies__1b1c730c2bcb0fa043622bf9b6d6871f
yaogan 2,Chinese Yaogan 2 satellite,a1433,188261,,,,Consulates,Chinese Yaogan 2 satellite,,dgm_spaceexclucompanies,424a168d305051a1ea36e1b6c5cff8fa,dgm_spaceexclucompanies__424a168d305051a1ea36e1b6c5cff8fa
yaogan 3,Chinese Yaogan 3 satellite,a1433,188261,,,,ForeignMinistry,Chinese Yaogan 3 satellite,,dgm_spaceexclucompanies,581641bd9fe5b1ce225f3a1a5c2c7feb,dgm_spaceexclucompanies__581641bd9fe5b1ce225f3a1a5c2c7feb
soyuz ms,Russian Soyuz MS spacecraft,a708,188261,,,,Consulates,Russian Soyuz MS spacecraft,,dgm_spaceexclucompanies,75e5ebe954d6038ac4db1a6018b8541d,dgm_spaceexclucompanies__75e5ebe954d6038ac4db1a6018b8541d
shenzhou,Chinese Shenzhou spacecraft,a1433,188261,,,,Consulates,Chinese Shenzhou spacecraft,,dgm_spaceexclucompanies,8025da021476ab4608da493574eb9a21,dgm_spaceexclucompanies__8025da021476ab4608da493574eb9a21
spaceshiptwo,Virgin Galactic SpaceShipTwo spacecraft,a700,188261,,virgingalactic,,Organization,Virgin Galactic SpaceShipTwo spacecraft,,dgm_spaceexclucompanies,2ad50ff0629e6cb67503defb75b3b873,dgm_spaceexclucompanies__2ad50ff0629e6cb67503defb75b3b873
new shepard,Blue Origin New Shepard spacecraft,a700,188261,e4708e2918ef66d64a10ff84863547e9,blueorigin,,Keyphrase,Blue Origin New Shepard spacecraft,,dgm_spaceexclucompanies,1ccad8cb37826483b596c7b0447deb85,dgm_spaceexclucompanies__1ccad8cb37826483b596c7b0447deb85
chinese next‑generation crewed spacecraft,Chinese next‑generation crewed spacecraft,a1433,188261,,,,DiplomaticFacilities,Chinese next‑generation crewed spacecraft,,dgm_spaceexclucompanies,24f43bee1553836e55222dc11ab9e9f5,dgm_spaceexclucompanies__24f43bee1553836e55222dc11ab9e9f5
spacex starship,SpaceX Starship spacecraft,a700,188261,482d22ee391c96d95e6bd36732770175,spacex,,ForeignMinistry,SpaceX Starship spacecraft,,dgm_spaceexclucompanies,39ca09d90194050e41990f819a0d15ce,dgm_spaceexclucompanies__39ca09d90194050e41990f819a0d15ce
gaganyaan,Indian Gaganyaan spacecraft,a699,188261,,,,Wells,Indian Gaganyaan spacecraft,,dgm_spaceexclucompanies,a6a174a648a7f474eb57c3196d80b20d,dgm_spaceexclucompanies__a6a174a648a7f474eb57c3196d80b20d
dream chaser,Sierra Nevada Corporation Dream Chaser spacecraft,a700,188261,,sierranevada,,Person,Sierra Nevada Corporation Dream Chaser spacecraft,,dgm_spaceexclucompanies,c4b287b9d401b78c690dd625efc45053,dgm_spaceexclucompanies__c4b287b9d401b78c690dd625efc45053
orel,Roscosmos Orel spacecraft,a708,188261,,,,Wells,Roscosmos Orel spacecraft,,dgm_spaceexclucompanies,f78de23e982820e467e33c991ee64a41,dgm_spaceexclucompanies__f78de23e982820e467e33c991ee64a41
rim-161 standard missile 3 interceptor,RIM-161 Standard Missile 3,a700,188258;188253,,,,IndustryTerm,RIM-161 Standard Missile 3,,dgm_spaceexclucompanies,a1321e9fdafba28c12fc866f2684a5f7,dgm_spaceexclucompanies__a1321e9fdafba28c12fc866f2684a5f7
dong neng-3,Dong Neng-3 anti-satellite missile,a1433,188261;188253;188257,,,,Exec,Dong Neng-3 anti-satellite missile,,dgm_spaceexclucompanies,f2422896caa0b9494b96ba46ed15adf7,dgm_spaceexclucompanies__f2422896caa0b9494b96ba46ed15adf7
dong neng-2,Dong Neng-2 anti-satellite missile,a1433,188261;188253;188257,,,,Wells,Dong Neng-2 anti-satellite missile,,dgm_spaceexclucompanies,394bda7b8b4742c626695a0c57777f24,dgm_spaceexclucompanies__394bda7b8b4742c626695a0c57777f24
yaogan-30,Chinese Yaogan-30 reconnaisance satellite cluster,a1433,188261,,,,Exec,Chinese Yaogan-30 reconnaisance satellite cluster,,dgm_spaceexclucompanies,cf04c883de31f5c6cd5c1634501b0b56,dgm_spaceexclucompanies__cf04c883de31f5c6cd5c1634501b0b56
yaogan-25,Chinese Yaogan-25 surveillance satellite cluster,a1433,188261,,,,Keyphrase,Chinese Yaogan-25 surveillance satellite cluster,,dgm_spaceexclucompanies,dc026aa79a696c89778d62cea5a0593d,dgm_spaceexclucompanies__dc026aa79a696c89778d62cea5a0593d
yaogan-16,Chinese Yaogan-16 surveillance satellite cluster,a1433,188261,,,,Person,Chinese Yaogan-16 surveillance satellite cluster,,dgm_spaceexclucompanies,175307bc22d26670f24b0f362764c07a,dgm_spaceexclucompanies__175307bc22d26670f24b0f362764c07a
yaogan-17,Chinese Yaogan-17 surveillance satellite cluster,a1433,188261,,,,LegislativeCommittee,Chinese Yaogan-17 surveillance satellite cluster,,dgm_spaceexclucompanies,5cd556e01d70b1a3a9f1bea341c411c3,dgm_spaceexclucompanies__5cd556e01d70b1a3a9f1bea341c411c3
yaogan-20,Chinese Yaogan-20 surveillance satellite cluster,a1433,188261,,,,News,Chinese Yaogan-20 surveillance satellite cluster,,dgm_spaceexclucompanies,c06a3e198ea7fdf17c08a86337dd88dc,dgm_spaceexclucompanies__c06a3e198ea7fdf17c08a86337dd88dc
ofeq 16,Israeli OFEQ-16 surveillance satellite,a747,188261,,,,Organization,Israeli OFEQ-16 surveillance satellite,,dgm_spaceexclucompanies,a4274d3296ca10a61294947494c000c4,dgm_spaceexclucompanies__a4274d3296ca10a61294947494c000c4
usa 314,USA 314 surveillance satellite,a700,188261,,,,FTO,USA 314 surveillance satellite,,dgm_spaceexclucompanies,508fa5112f8b17043728dfebde0d5c10,dgm_spaceexclucompanies__508fa5112f8b17043728dfebde0d5c10
usa 310,USA 310 surveillance satellite,a700,188261,,,,Refinery,USA 310 surveillance satellite,,dgm_spaceexclucompanies,04223d2867e8e7f815dcbe5d8b7cba2d,dgm_spaceexclucompanies__04223d2867e8e7f815dcbe5d8b7cba2d
cosmos 2546,Russian COSMOS 2564 missile warning satellite,a708,188258;188253,,,,LegislativeCommittee,Russian COSMOS 2564 missile warning satellite,,dgm_spaceexclucompanies,cb2f386f5d0ccca0887e349c4a5e44d5,dgm_spaceexclucompanies__cb2f386f5d0ccca0887e349c4a5e44d5
nour 01,Iranian NOUR-01 surveillance satellite,a1455,188261,,,,Pipeline,Iranian NOUR-01 surveillance satellite,,dgm_spaceexclucompanies,0bcb64f97db6b4505db1da2f4f4ea5b0,dgm_spaceexclucompanies__0bcb64f97db6b4505db1da2f4f4ea5b0
usa 294,USA 294 reconnaissance satellite,a700,188261,,,,Diplomat,USA 294 reconnaissance satellite,,dgm_spaceexclucompanies,f571688815d72f48d933568dc5572f2c,dgm_spaceexclucompanies__f571688815d72f48d933568dc5572f2c
