keyword,caption_name,location,topic_id,guid,groups,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
dove-4s-43,Dove-4s-43 earth observation satellite,a700,188261,,,,Legislator,Dove-4s-43 earth observation satellite,,dgm_spaceexclucompanies,afacc66294b06e64b11b2dfb85c777d4,dgm_spaceexclucompanies__afacc66294b06e64b11b2dfb85c777d4
dove-4s-44,Dove-4s-44 earth observation satellite,a700,188261,,,,Exec,Dove-4s-44 earth observation satellite,,dgm_spaceexclucompanies,566f00ebd92061cdf613e041b851bfa9,dgm_spaceexclucompanies__566f00ebd92061cdf613e041b851bfa9
dove-4s-45,Dove-4s-45 earth observation satellite,a700,188261,,,,space,Dove-4s-45 earth observation satellite,,dgm_spaceexclucompanies,1f8f37dc818f70987f897cd4ed818e04,dgm_spaceexclucompanies__1f8f37dc818f70987f897cd4ed818e04
dove-4s-46,Dove-4s-46 earth observation satellite,a700,188261,,,,ForeignMinister,Dove-4s-46 earth observation satellite,,dgm_spaceexclucompanies,2f85bcf09b7a80c5455965ac92e22275,dgm_spaceexclucompanies__2f85bcf09b7a80c5455965ac92e22275
dove-4s-47,Dove-4s-47 earth observation satellite,a700,188261,,,,space,Dove-4s-47 earth observation satellite,,dgm_spaceexclucompanies,5287273ecc67b4b15adac465c1e67078,dgm_spaceexclucompanies__5287273ecc67b4b15adac465c1e67078
dove-4s-48,Dove-4s-48 earth observation satellite,a700,188261,,,,Media,Dove-4s-48 earth observation satellite,,dgm_spaceexclucompanies,0f65c59608973e60ac9b73cece505649,dgm_spaceexclucompanies__0f65c59608973e60ac9b73cece505649
dove-4s-5,Dove-4s-5 earth observation satellite,a700,188261,,,,Media,Dove-4s-5 earth observation satellite,,dgm_spaceexclucompanies,42983cfd8b2a663189f81f66e120e83a,dgm_spaceexclucompanies__42983cfd8b2a663189f81f66e120e83a
dove-4s-6,Dove-4s-6 earth observation satellite,a700,188261,,,,Exec,Dove-4s-6 earth observation satellite,,dgm_spaceexclucompanies,d86c60f41502fb7981dd27012d4aa19c,dgm_spaceexclucompanies__d86c60f41502fb7981dd27012d4aa19c
dove-4s-7,Dove-4s-7 earth observation satellite,a700,188261,,,,space,Dove-4s-7 earth observation satellite,,dgm_spaceexclucompanies,584d25b719d4c3c6487a10e8e8cf75a9,dgm_spaceexclucompanies__584d25b719d4c3c6487a10e8e8cf75a9
dove-4s-8,Dove-4s-8 earth observation satellite,a700,188261,,,,DiplomaticFacilities,Dove-4s-8 earth observation satellite,,dgm_spaceexclucompanies,e201707230c3f47bb642bf36b8cee93f,dgm_spaceexclucompanies__e201707230c3f47bb642bf36b8cee93f
dove-4s-9,Dove-4s-9 earth observation satellite,a700,188261,,,,space,Dove-4s-9 earth observation satellite,,dgm_spaceexclucompanies,c97684f5d5162e29d94a3608016fbf78,dgm_spaceexclucompanies__c97684f5d5162e29d94a3608016fbf78
dove 4v-1,Dove 4v-1 earth observation satellite,a700,188261,,,,Person,Dove 4v-1 earth observation satellite,,dgm_spaceexclucompanies,9deba63edb5789e225ec4066e5cfd38c,dgm_spaceexclucompanies__9deba63edb5789e225ec4066e5cfd38c
dove 4v-10,Dove 4v-10 earth observation satellite,a700,188261,,,,Legislator,Dove 4v-10 earth observation satellite,,dgm_spaceexclucompanies,e58517fb309643b73c22e68bbcb7bdc4,dgm_spaceexclucompanies__e58517fb309643b73c22e68bbcb7bdc4
dove 4v-11,Dove 4v-11 earth observation satellite,a700,188261,,,,Person,Dove 4v-11 earth observation satellite,,dgm_spaceexclucompanies,65be147ef6dab36be77c89bc72d675b5,dgm_spaceexclucompanies__65be147ef6dab36be77c89bc72d675b5
dove 4v-12,Dove 4v-12 earth observation satellite,a700,188261,,,,Consulates,Dove 4v-12 earth observation satellite,,dgm_spaceexclucompanies,43bd28292ba7a344a0f564a9dd44f85b,dgm_spaceexclucompanies__43bd28292ba7a344a0f564a9dd44f85b
dove 4v-13,Dove 4v-13 earth observation satellite,a700,188261,,,,Legislator,Dove 4v-13 earth observation satellite,,dgm_spaceexclucompanies,fd23001ae4230253183e6d762891ec0d,dgm_spaceexclucompanies__fd23001ae4230253183e6d762891ec0d
dove 4v-14,Dove 4v-14 earth observation satellite,a700,188261,,,,Media,Dove 4v-14 earth observation satellite,,dgm_spaceexclucompanies,65f788eb657a3ae799f27c4079a2ca57,dgm_spaceexclucompanies__65f788eb657a3ae799f27c4079a2ca57
dove 4v-15,Dove 4v-15 earth observation satellite,a700,188261,,,,AAEntity,Dove 4v-15 earth observation satellite,,dgm_spaceexclucompanies,bfb2af88c08c036a11c7fc59245f5e3f,dgm_spaceexclucompanies__bfb2af88c08c036a11c7fc59245f5e3f
dove 4v-16,Dove 4v-16 earth observation satellite,a700,188261,,,,Person,Dove 4v-16 earth observation satellite,,dgm_spaceexclucompanies,3a7773c953ab571f2e273696a274d23e,dgm_spaceexclucompanies__3a7773c953ab571f2e273696a274d23e
dove 4v-17,Dove 4v-17 earth observation satellite,a700,188261,,,,LegislativeCommittee,Dove 4v-17 earth observation satellite,,dgm_spaceexclucompanies,3b30055cdcc91073d1d1073b7b375430,dgm_spaceexclucompanies__3b30055cdcc91073d1d1073b7b375430
dove 4v-18,Dove 4v-18 earth observation satellite,a700,188261,,,,ForeignMinister,Dove 4v-18 earth observation satellite,,dgm_spaceexclucompanies,ddf43eefe6fa1ff3a411bdaabfdb75ea,dgm_spaceexclucompanies__ddf43eefe6fa1ff3a411bdaabfdb75ea
dove 4v-19,Dove 4v-19 earth observation satellite,a700,188261,,,,Keyphrase,Dove 4v-19 earth observation satellite,,dgm_spaceexclucompanies,3399b7cc441684c59dea71892637d85e,dgm_spaceexclucompanies__3399b7cc441684c59dea71892637d85e
dove 4v-2,Dove 4v-2 earth observation satellite,a700,188261,,,,Organization,Dove 4v-2 earth observation satellite,,dgm_spaceexclucompanies,c43b62add3c487d42d3149093d3d892e,dgm_spaceexclucompanies__c43b62add3c487d42d3149093d3d892e
dove 4v-20,Dove 4v-20 earth observation satellite,a700,188261,,,,Keyphrase,Dove 4v-20 earth observation satellite,,dgm_spaceexclucompanies,b8ec96f840a9c732acec10f3e67aeee6,dgm_spaceexclucompanies__b8ec96f840a9c732acec10f3e67aeee6
dove 4v-21,Dove 4v-21 earth observation satellite,a700,188261,,,,ForeignMinistry,Dove 4v-21 earth observation satellite,,dgm_spaceexclucompanies,b2c1977069725ca735585dd0c3ce778a,dgm_spaceexclucompanies__b2c1977069725ca735585dd0c3ce778a
dove 4v-22,Dove 4v-22 earth observation satellite,a700,188261,,,,Consulates,Dove 4v-22 earth observation satellite,,dgm_spaceexclucompanies,4d1f0aa4622770dfcc233f6572be3cb5,dgm_spaceexclucompanies__4d1f0aa4622770dfcc233f6572be3cb5
dove 4v-23,Dove 4v-23 earth observation satellite,a700,188261,,,,Refinery,Dove 4v-23 earth observation satellite,,dgm_spaceexclucompanies,146fea5978f8a17afb6f150b378469ba,dgm_spaceexclucompanies__146fea5978f8a17afb6f150b378469ba
dove 4v-24,Dove 4v-24 earth observation satellite,a700,188261,,,,Pipeline,Dove 4v-24 earth observation satellite,,dgm_spaceexclucompanies,c437d64ffb2aadd4bac3a60465dea352,dgm_spaceexclucompanies__c437d64ffb2aadd4bac3a60465dea352
dove 4v-25,Dove 4v-25 earth observation satellite,a700,188261,,,,LegislativeCommittee,Dove 4v-25 earth observation satellite,,dgm_spaceexclucompanies,ab7c2a14b077c7dae1d4798eb596fe18,dgm_spaceexclucompanies__ab7c2a14b077c7dae1d4798eb596fe18
dove 4v-26,Dove 4v-26 earth observation satellite,a700,188261,,,,Wells,Dove 4v-26 earth observation satellite,,dgm_spaceexclucompanies,da86cb884cee78b1580a2931016c74f8,dgm_spaceexclucompanies__da86cb884cee78b1580a2931016c74f8
dove 4v-3,Dove 4v-3 earth observation satellite,a700,188261,,,,ForeignMinistry,Dove 4v-3 earth observation satellite,,dgm_spaceexclucompanies,a97a252669743fc2bbfdb73718126208,dgm_spaceexclucompanies__a97a252669743fc2bbfdb73718126208
dove 4v-4,Dove 4v-4 earth observation satellite,a700,188261,,,,IndustryTerm,Dove 4v-4 earth observation satellite,,dgm_spaceexclucompanies,8f39d0d1745cf148931975eae3ca016e,dgm_spaceexclucompanies__8f39d0d1745cf148931975eae3ca016e
dove 4v-5,Dove 4v-5 earth observation satellite,a700,188261,,,,Pipeline,Dove 4v-5 earth observation satellite,,dgm_spaceexclucompanies,0b308e7086ea8d9cb376c86f1ef6f5e5,dgm_spaceexclucompanies__0b308e7086ea8d9cb376c86f1ef6f5e5
dove 4v-6,Dove 4v-6 earth observation satellite,a700,188261,,,,Pipeline,Dove 4v-6 earth observation satellite,,dgm_spaceexclucompanies,bfa7985cc2baeae00552b16ef96e7a20,dgm_spaceexclucompanies__bfa7985cc2baeae00552b16ef96e7a20
dove 4v-7,Dove 4v-7 earth observation satellite,a700,188261,,,,Legislator,Dove 4v-7 earth observation satellite,,dgm_spaceexclucompanies,55cdd472c96385f400ae9c0f9c93996b,dgm_spaceexclucompanies__55cdd472c96385f400ae9c0f9c93996b
dove 4v-8,Dove 4v-8 earth observation satellite,a700,188261,,,,Refinery,Dove 4v-8 earth observation satellite,,dgm_spaceexclucompanies,20762687f2c71d7bde5c53efd2b58956,dgm_spaceexclucompanies__20762687f2c71d7bde5c53efd2b58956
dove 4v-9,Dove 4v-9 earth observation satellite,a700,188261,,,,Organization,Dove 4v-9 earth observation satellite,,dgm_spaceexclucompanies,8e10a219efe2422dc6a31c64d2261e53,dgm_spaceexclucompanies__8e10a219efe2422dc6a31c64d2261e53
usa 167,USA 167 communications satellite,a700,188261,,,,Exec,USA 167 communications satellite,,dgm_spaceexclucompanies,e51470e63242d8a6307e2a9e48ef113c,dgm_spaceexclucompanies__e51470e63242d8a6307e2a9e48ef113c
usa 170,USA 170 communications satellite,a700,188261,,,,DiplomaticFacilities,USA 170 communications satellite,,dgm_spaceexclucompanies,709dfc75653f8a6e64f4738328b34f22,dgm_spaceexclucompanies__709dfc75653f8a6e64f4738328b34f22
usa 135,USA 135 communications satellite,a700,188261,,,,IndustryTerm,USA 135 communications satellite,,dgm_spaceexclucompanies,da07b17161e6633696f5935b9d86b024,dgm_spaceexclucompanies__da07b17161e6633696f5935b9d86b024
usa 148,USA 148 communications satellite,a700,188261,,,,space,USA 148 communications satellite,,dgm_spaceexclucompanies,c8429617d82eed0576e4fe4a8df0ffe2,dgm_spaceexclucompanies__c8429617d82eed0576e4fe4a8df0ffe2
usa 153,USA 153 communications satellite,a700,188261,,,,ForeignMinister,USA 153 communications satellite,,dgm_spaceexclucompanies,d1d5512c5f5375160e86c6fb35cf3761,dgm_spaceexclucompanies__d1d5512c5f5375160e86c6fb35cf3761
usa 113,USA 113 communications satellite,a700,188261,,,,Pipeline,USA 113 communications satellite,,dgm_spaceexclucompanies,fdf14f660bb9fef9ad8fed57cea977ce,dgm_spaceexclucompanies__fdf14f660bb9fef9ad8fed57cea977ce
usa 130,USA 130 earth observation satellite,a700,188261,,,,Refinery,USA 130 earth observation satellite,,dgm_spaceexclucompanies,9bc73bab14a8c8f53ea0fcd5c43d6bb2,dgm_spaceexclucompanies__9bc73bab14a8c8f53ea0fcd5c43d6bb2
usa 149,USA 149 earth observation satellite,a700,188261,,,,Wells,USA 149 earth observation satellite,,dgm_spaceexclucompanies,d4da7dfe8d902197e9ed08a808a0e29d,dgm_spaceexclucompanies__d4da7dfe8d902197e9ed08a808a0e29d
usa 159,USA 159 earth observation satellite,a700,188261,,,,DiplomaticFacilities,USA 159 earth observation satellite,,dgm_spaceexclucompanies,51c808e40799c62aeb1606affe2d2bc8,dgm_spaceexclucompanies__51c808e40799c62aeb1606affe2d2bc8
usa 176,USA 176 earth observation satellite,a700,188261,,,,Media,USA 176 earth observation satellite,,dgm_spaceexclucompanies,4fdf47191441aaba8fb929057eb442d4,dgm_spaceexclucompanies__4fdf47191441aaba8fb929057eb442d4
dsx,DSX technology development satellite,a700,188261,,,,Diplomat,DSX technology development satellite,,dgm_spaceexclucompanies,3f52ee821cf46149c3fc6c4f7b14bafa,dgm_spaceexclucompanies__3f52ee821cf46149c3fc6c4f7b14bafa
eagle-1,Eagle-1 communications satellite,a700,188261,,,,Refinery,Eagle-1 communications satellite,,dgm_spaceexclucompanies,a2afd263c1786855be525778fa2d9b6f,dgm_spaceexclucompanies__a2afd263c1786855be525778fa2d9b6f
ecamsat,EcAMSat space science satellite,a700,188261,,,,Consulates,EcAMSat space science satellite,,dgm_spaceexclucompanies,7ee3a129772585241f938c4e5abb62f0,dgm_spaceexclucompanies__7ee3a129772585241f938c4e5abb62f0
echostar 10,Echostar 10 communications satellite,a700,188261,,,,IndustryTerm,Echostar 10 communications satellite,,dgm_spaceexclucompanies,683858047a9707738d58c9b0acf37110,dgm_spaceexclucompanies__683858047a9707738d58c9b0acf37110
echostar 11,Echostar 11 communications satellite,a700,188261,,,,IndustryTerm,Echostar 11 communications satellite,,dgm_spaceexclucompanies,4a32830b1cb9609dcc03e12198525e8a,dgm_spaceexclucompanies__4a32830b1cb9609dcc03e12198525e8a
echostar 14,Echostar 14 communications satellite,a700,188261,,,,Exec,Echostar 14 communications satellite,,dgm_spaceexclucompanies,a65fa8ac12634891747670efaf22d851,dgm_spaceexclucompanies__a65fa8ac12634891747670efaf22d851
echostar 15,Echostar 15 communications satellite,a700,188261,,,,ForeignMinister,Echostar 15 communications satellite,,dgm_spaceexclucompanies,91566576d33082b300589d9117adb5c1,dgm_spaceexclucompanies__91566576d33082b300589d9117adb5c1
echostar 16,Echostar 16 communications satellite,a700,188261,,,,Organization,Echostar 16 communications satellite,,dgm_spaceexclucompanies,a8a9bc87a44e11a2c9cca262a07b686d,dgm_spaceexclucompanies__a8a9bc87a44e11a2c9cca262a07b686d
echostar 17,Echostar 17 communications satellite,a700,188261,,,,Legislator,Echostar 17 communications satellite,,dgm_spaceexclucompanies,75eaf39bbb3e065c32ba3de3940c142c,dgm_spaceexclucompanies__75eaf39bbb3e065c32ba3de3940c142c
echostar 18,Echostar 18 communications satellite,a700,188261,,,,IndustryTerm,Echostar 18 communications satellite,,dgm_spaceexclucompanies,1fe913af10ca2d6a98527f4ccf73a950,dgm_spaceexclucompanies__1fe913af10ca2d6a98527f4ccf73a950
echostar 19,Echostar 19 communications satellite,a700,188261,,,,Keyphrase,Echostar 19 communications satellite,,dgm_spaceexclucompanies,3118076c95a732e54e537f0f625409a2,dgm_spaceexclucompanies__3118076c95a732e54e537f0f625409a2
echostar 21,Echostar 21 communications satellite,a700,188261,,,,FTO,Echostar 21 communications satellite,,dgm_spaceexclucompanies,e28e64f47560754f537350d5762eaff5,dgm_spaceexclucompanies__e28e64f47560754f537350d5762eaff5
echostar 23,Echostar 23 communications satellite,a700,188261,,,,FTO,Echostar 23 communications satellite,,dgm_spaceexclucompanies,83755c3c3df050c97f1d9cab9c99b861,dgm_spaceexclucompanies__83755c3c3df050c97f1d9cab9c99b861
echostar 7,Echostar 7 communications satellite,a700,188261,,,,ForeignMinistry,Echostar 7 communications satellite,,dgm_spaceexclucompanies,0aa9e8e8aac781aefcc9ba888b952a73,dgm_spaceexclucompanies__0aa9e8e8aac781aefcc9ba888b952a73
echostar 9/galaxy 23,Echostar 9/Galaxy 23 communications satellite,a700,188261,,,,FTO,Echostar 9/Galaxy 23 communications satellite,,dgm_spaceexclucompanies,69c60aa619d60e44fa7543b274f6120c,dgm_spaceexclucompanies__69c60aa619d60e44fa7543b274f6120c
echostar g1,Echostar G1 communications satellite,a700,188261,,,,DiplomaticFacilities,Echostar G1 communications satellite,,dgm_spaceexclucompanies,9c2e66640dc7ba2993a099c8a594d3c9,dgm_spaceexclucompanies__9c2e66640dc7ba2993a099c8a594d3c9
el camino real,El Camino Real technology development satellite,a700,188261,,,,Wells,El Camino Real technology development satellite,,dgm_spaceexclucompanies,fa5d266bb9404da3befb5647ca1ad225,dgm_spaceexclucompanies__fa5d266bb9404da3befb5647ca1ad225
elfin-a,ELFIN-A space science satellite,a700,188261,,,,AAEntity,ELFIN-A space science satellite,,dgm_spaceexclucompanies,72eaca40b0fe374a6d552cc8ffdd134b,dgm_spaceexclucompanies__72eaca40b0fe374a6d552cc8ffdd134b
elfin-star,ELFIN-Star space science satellite,a700,188261,,,,Refinery,ELFIN-Star space science satellite,,dgm_spaceexclucompanies,d2a4716c1d55653b1f2c89a0e49879ac,dgm_spaceexclucompanies__d2a4716c1d55653b1f2c89a0e49879ac
aura satellite,Aura earth observation satellite,a700,188261,,,,FTO,Aura earth observation satellite,,dgm_spaceexclucompanies,0d10ded97adea89e6da62fa9e15f90c8,dgm_spaceexclucompanies__0d10ded97adea89e6da62fa9e15f90c8
usa 286,USA 286 technology development satellite,a700,188261,,,,Keyphrase,USA 286 technology development satellite,,dgm_spaceexclucompanies,b6b28ad0e4f18e14409c94faa8629fea,dgm_spaceexclucompanies__b6b28ad0e4f18e14409c94faa8629fea
excite,eXCITE technology development satellite,a700,188261,,,,Media,eXCITE technology development satellite,,dgm_spaceexclucompanies,15dc4e35f3be51fc18758277978286d6,dgm_spaceexclucompanies__15dc4e35f3be51fc18758277978286d6
exocube-2,ExoCube-2 space science satellite,a700,188261,,,,Exec,ExoCube-2 space science satellite,,dgm_spaceexclucompanies,56e3a1fcf3d3704bc70eecd0ff9f2f33,dgm_spaceexclucompanies__56e3a1fcf3d3704bc70eecd0ff9f2f33
falconsat-3,Falconsat-3 technology development satellite,a700,188261,,,,Refinery,Falconsat-3 technology development satellite,,dgm_spaceexclucompanies,4c42796e423fb932b9cee485f80335aa,dgm_spaceexclucompanies__4c42796e423fb932b9cee485f80335aa
falconsat-6,Falconsat-6 technology development satellite,a700,188261,,,,Diplomat,Falconsat-6 technology development satellite,,dgm_spaceexclucompanies,b85d9c9f9e11ec405b0f497118f74379,dgm_spaceexclucompanies__b85d9c9f9e11ec405b0f497118f74379
falconsat-7,Falconsat-7 technology development satellite,a700,188261,,,,Pipeline,Falconsat-7 technology development satellite,,dgm_spaceexclucompanies,093c4d8403d5bdd8bba9871983fdcc13,dgm_spaceexclucompanies__093c4d8403d5bdd8bba9871983fdcc13
usa 300,USA 300 technology development satellite,a700,188261,,,,Organization,USA 300 technology development satellite,,dgm_spaceexclucompanies,4263996c5d1632ee3a0cb2c1d4db556e,dgm_spaceexclucompanies__4263996c5d1632ee3a0cb2c1d4db556e
usa 222,USA 222 technology development satellite,a1433,188261,,,,LegislativeCommittee,USA 222 technology development satellite,,dgm_spaceexclucompanies,94f4721ef6587292d95715dc0c71284d,dgm_spaceexclucompanies__94f4721ef6587292d95715dc0c71284d
fermi gamma-ray space telescope,Fermi Gamma-Ray Space Telescope space science satellite,a700,188261,,,,Refinery,Fermi Gamma-Ray Space Telescope space science satellite,,dgm_spaceexclucompanies,750d184f16ad2c893d1a915ec2eddfbf,dgm_spaceexclucompanies__750d184f16ad2c893d1a915ec2eddfbf
usa 215,USA 215 earth observation satellite,a700,188261,,,,ForeignMinistry,USA 215 earth observation satellite,,dgm_spaceexclucompanies,5921f22b67ab8007f3fd00a608ab957b,dgm_spaceexclucompanies__5921f22b67ab8007f3fd00a608ab957b
usa 234,USA 234 earth observation satellite,a700,188261,,,,ForeignMinistry,USA 234 earth observation satellite,,dgm_spaceexclucompanies,6f6b66a0bb3ac7d39683a809a533a438,dgm_spaceexclucompanies__6f6b66a0bb3ac7d39683a809a533a438
usa 247,USA 247 earth observation satellite,a700,188261,,,,DiplomaticFacilities,USA 247 earth observation satellite,,dgm_spaceexclucompanies,3925eedcc7e6d71abf01124894bc81cb,dgm_spaceexclucompanies__3925eedcc7e6d71abf01124894bc81cb
usa 267,USA 267 earth observation satellite,a700,188261,,,,Person,USA 267 earth observation satellite,,dgm_spaceexclucompanies,c5f0d2a74e5af224a190b14323c7abbb,dgm_spaceexclucompanies__c5f0d2a74e5af224a190b14323c7abbb
usa 281,USA 281 earth observation satellite,a700,188261,,,,Person,USA 281 earth observation satellite,,dgm_spaceexclucompanies,c288d36b4b8dce77c29ca2339b9d6d30,dgm_spaceexclucompanies__c288d36b4b8dce77c29ca2339b9d6d30
firebird-c,Firebird-C space science satellite,a700,188261,,,,DiplomaticFacilities,Firebird-C space science satellite,,dgm_spaceexclucompanies,16d4926a58e7f78e764b0a422dc0a52d,dgm_spaceexclucompanies__16d4926a58e7f78e764b0a422dc0a52d
firebird-d,Firebird-D space science satellite,a700,188261,,,,News,Firebird-D space science satellite,,dgm_spaceexclucompanies,68879e42be30d30339bd4af7ad6e48fb,dgm_spaceexclucompanies__68879e42be30d30339bd4af7ad6e48fb
usa 46,USA 46 communications satellite,a700,188261,,,,Diplomat,USA 46 communications satellite,,dgm_spaceexclucompanies,ea8b4c559942b2e2026865d38caff69e,dgm_spaceexclucompanies__ea8b4c559942b2e2026865d38caff69e
forté,FORTÉ earth observation satellite,a700,188261,,,,Shipping,FORTÉ earth observation satellite,,dgm_spaceexclucompanies,6494e1e3f3f3e4fed9fa746e6cb1e66f,dgm_spaceexclucompanies__6494e1e3f3f3e4fed9fa746e6cb1e66f
fox-1cliff,Fox-1Cliff communications satellite,a700,188261,,,,Exec,Fox-1Cliff communications satellite,,dgm_spaceexclucompanies,052008d74339c736b110baec3fd2eaaa,dgm_spaceexclucompanies__052008d74339c736b110baec3fd2eaaa
galaxy-11,Galaxy-11 communications satellite,a700,188261,,,,space,Galaxy-11 communications satellite,,dgm_spaceexclucompanies,9b2c451eba92c16b74d5ae5571968688,dgm_spaceexclucompanies__9b2c451eba92c16b74d5ae5571968688
galaxy-12,Galaxy-12 communications satellite,a700,188261,,,,AAEntity,Galaxy-12 communications satellite,,dgm_spaceexclucompanies,3488d72b6711f2218f1ffdf18073b543,dgm_spaceexclucompanies__3488d72b6711f2218f1ffdf18073b543
galaxy-14,Galaxy-14 communications satellite,a700,188261,,,,LegislativeCommittee,Galaxy-14 communications satellite,,dgm_spaceexclucompanies,437b08e433d54a3313177aa6afeedc78,dgm_spaceexclucompanies__437b08e433d54a3313177aa6afeedc78
galaxy-15,Galaxy-15 communications satellite,a700,188261,,,,Consulates,Galaxy-15 communications satellite,,dgm_spaceexclucompanies,67f515b6a4ca043e0abcb5ead548a782,dgm_spaceexclucompanies__67f515b6a4ca043e0abcb5ead548a782
galaxy-16,Galaxy-16 communications satellite,a700,188261,,,,Refinery,Galaxy-16 communications satellite,,dgm_spaceexclucompanies,b74e0748d8046d02e67d66c5222124be,dgm_spaceexclucompanies__b74e0748d8046d02e67d66c5222124be
galaxy-17,Galaxy-17 communications satellite,a700,188261,,,,DiplomaticFacilities,Galaxy-17 communications satellite,,dgm_spaceexclucompanies,078e4af0708847afedbed8e20631679a,dgm_spaceexclucompanies__078e4af0708847afedbed8e20631679a
galaxy-18,Galaxy-18 communications satellite,a700,188261,,,,Keyphrase,Galaxy-18 communications satellite,,dgm_spaceexclucompanies,3c0f7063a48f0dd8e4b05d5617ec81a6,dgm_spaceexclucompanies__3c0f7063a48f0dd8e4b05d5617ec81a6
galaxy-19,Galaxy-19 communications satellite,a700,188261,,,,AAEntity,Galaxy-19 communications satellite,,dgm_spaceexclucompanies,e64a5c17df97a79a5532fdb515ae583a,dgm_spaceexclucompanies__e64a5c17df97a79a5532fdb515ae583a
galaxy-25,Galaxy-25 communications satellite,a700,188261,,,,Organization,Galaxy-25 communications satellite,,dgm_spaceexclucompanies,aba955ab39b031ce175b6b737ac7cddb,dgm_spaceexclucompanies__aba955ab39b031ce175b6b737ac7cddb
galaxy-28,Galaxy-28 communications satellite,a700,188261,,,,Wells,Galaxy-28 communications satellite,,dgm_spaceexclucompanies,3e422709b35cd2863ccfdee56a60bee1,dgm_spaceexclucompanies__3e422709b35cd2863ccfdee56a60bee1
galaxy-30,Galaxy-30 communications satellite,a700,188261,,,,LegislativeCommittee,Galaxy-30 communications satellite,,dgm_spaceexclucompanies,44745255e18ec52a8607d3aae56dbf27,dgm_spaceexclucompanies__44745255e18ec52a8607d3aae56dbf27
galaxy-3c,Galaxy-3C communications satellite,a700,188261,,,,Keyphrase,Galaxy-3C communications satellite,,dgm_spaceexclucompanies,81dd57a22ccc9905351c24d48714fbc7,dgm_spaceexclucompanies__81dd57a22ccc9905351c24d48714fbc7
gearrsat-2,GEARRSAT-2 technology development satellite,a700,188261,,,,Pipeline,GEARRSAT-2 technology development satellite,,dgm_spaceexclucompanies,f7d0c00e7ebd1e054ffcf8ed67ab2902,dgm_spaceexclucompanies__f7d0c00e7ebd1e054ffcf8ed67ab2902
genesis-1,Genesis-1 technology development satellite,a700,188261,,,,Pipeline,Genesis-1 technology development satellite,,dgm_spaceexclucompanies,30635e0310f0fbe73f67bd4fcaac92f9,dgm_spaceexclucompanies__30635e0310f0fbe73f67bd4fcaac92f9
genesis-2,Genesis-2 technology development satellite,a700,188261,,,,Wells,Genesis-2 technology development satellite,,dgm_spaceexclucompanies,ffab7e9eb5453608648b50c94121b9d3,dgm_spaceexclucompanies__ffab7e9eb5453608648b50c94121b9d3
geoeye-1,GeoEye-1 earth observation satellite,a700,188261,,,,IndustryTerm,GeoEye-1 earth observation satellite,,dgm_spaceexclucompanies,df11293ea6408e28727c0a8951efc9e3,dgm_spaceexclucompanies__df11293ea6408e28727c0a8951efc9e3
globalstar fm37,Globalstar FM37 communications satellite,a700,188261,,,,Exec,Globalstar FM37 communications satellite,,dgm_spaceexclucompanies,ac535f6e670f5a5afa1e826c53d0d657,dgm_spaceexclucompanies__ac535f6e670f5a5afa1e826c53d0d657
globalstar m065,Globalstar M065 communications satellite,a700,188261,,,,Wells,Globalstar M065 communications satellite,,dgm_spaceexclucompanies,0d6897dcd0d14807af30635faafadbe5,dgm_spaceexclucompanies__0d6897dcd0d14807af30635faafadbe5
globalstar m066,Globalstar M066 communications satellite,a700,188261,,,,LegislativeCommittee,Globalstar M066 communications satellite,,dgm_spaceexclucompanies,693577e2cb1110b61d18c83af61db4b3,dgm_spaceexclucompanies__693577e2cb1110b61d18c83af61db4b3
globalstar m067,Globalstar M067 communications satellite,a700,188261,,,,ForeignMinister,Globalstar M067 communications satellite,,dgm_spaceexclucompanies,d2f590e1777b0e62d31cbe00fe54e74d,dgm_spaceexclucompanies__d2f590e1777b0e62d31cbe00fe54e74d
globalstar m069,Globalstar M069 communications satellite,a700,188261,,,,IndustryTerm,Globalstar M069 communications satellite,,dgm_spaceexclucompanies,bbc7324fb8b1d28007bce24ace37455d,dgm_spaceexclucompanies__bbc7324fb8b1d28007bce24ace37455d
globalstar m070,Globalstar M070 communications satellite,a700,188261,,,,AAEntity,Globalstar M070 communications satellite,,dgm_spaceexclucompanies,9b6864e8103178a7273ee0d218b3d39c,dgm_spaceexclucompanies__9b6864e8103178a7273ee0d218b3d39c
globalstar m071,Globalstar M071 communications satellite,a700,188261,,,,ForeignMinister,Globalstar M071 communications satellite,,dgm_spaceexclucompanies,c89862b120d14240e11c757b99cb7d5f,dgm_spaceexclucompanies__c89862b120d14240e11c757b99cb7d5f
globalstar m072,Globalstar M072 communications satellite,a700,188261,,,,Legislator,Globalstar M072 communications satellite,,dgm_spaceexclucompanies,4d78304998581f0e6756263def2ded0d,dgm_spaceexclucompanies__4d78304998581f0e6756263def2ded0d
globalstar m073,Globalstar M073 communications satellite,a700,188261,,,,ForeignMinister,Globalstar M073 communications satellite,,dgm_spaceexclucompanies,70b243c4a1495495e751aa9e1a9fa2b8,dgm_spaceexclucompanies__70b243c4a1495495e751aa9e1a9fa2b8
globalstar m074,Globalstar M074 communications satellite,a700,188261,,,,Legislator,Globalstar M074 communications satellite,,dgm_spaceexclucompanies,4ac94d59e12fdfe430009eef9b9ac102,dgm_spaceexclucompanies__4ac94d59e12fdfe430009eef9b9ac102
