keyword,caption_name,location_lower,entity_type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
Botswana,botswana,botswana,Country,Country,botswana,,dgm_traveladvisories_country_us,1c182d43cd8d37caf9ed0c3597fc83d9,dgm_traveladvisories_country_us__1c182d43cd8d37caf9ed0c3597fc83d9
Brazil,brazil,brazil,Country,Country,brazil,,dgm_traveladvisories_country_us,6e5fa4d9c48ca921c0a2ce1e64c9ae6f,dgm_traveladvisories_country_us__6e5fa4d9c48ca921c0a2ce1e64c9ae6f
Brunei,brunei,brunei,Country,Country,brunei,,dgm_traveladvisories_country_us,0be0d89a7660a0f90bc223b97924a527,dgm_traveladvisories_country_us__0be0d89a7660a0f90bc223b97924a527
Bulgaria,bulgaria,bulgaria,Country,Country,bulgaria,,dgm_traveladvisories_country_us,db5f144303047ccd07e8f149da182bc8,dgm_traveladvisories_country_us__db5f144303047ccd07e8f149da182bc8
Burkina-Faso,burkina-faso,burkina-faso,Country,Country,burkina-faso,,dgm_traveladvisories_country_us,8b035b3ec06309c20e155772f313f5f1,dgm_traveladvisories_country_us__8b035b3ec06309c20e155772f313f5f1
Burma,burma,burma,Country,Country,burma,,dgm_traveladvisories_country_us,bdedfda002cebb7903b2329f4c7f2ef9,dgm_traveladvisories_country_us__bdedfda002cebb7903b2329f4c7f2ef9
Burundi,burundi,burundi,Country,Country,burundi,,dgm_traveladvisories_country_us,385433f6872fe8a9fb0c31b358994e8b,dgm_traveladvisories_country_us__385433f6872fe8a9fb0c31b358994e8b
Cambodia,cambodia,cambodia,Country,Country,cambodia,,dgm_traveladvisories_country_us,7bf23feba70a30ed762096c1570bc416,dgm_traveladvisories_country_us__7bf23feba70a30ed762096c1570bc416
Cameroon,cameroon,cameroon,Country,Country,cameroon,,dgm_traveladvisories_country_us,9621cbb93d1b8d7e12682d1237c6d8d4,dgm_traveladvisories_country_us__9621cbb93d1b8d7e12682d1237c6d8d4
Canada (learn the provinces),canada (learn the provinces),canada (learn the provinces),Country,Country,canada (learn the provinces),,dgm_traveladvisories_country_us,4e7b8190f168a897b7e3c0a499c83658,dgm_traveladvisories_country_us__4e7b8190f168a897b7e3c0a499c83658
Cape Verde Island,cape verde island,cape verde island,Country,Country,cape verde island,,dgm_traveladvisories_country_us,4c8c628adbd599c43e5b377a6c563b3f,dgm_traveladvisories_country_us__4c8c628adbd599c43e5b377a6c563b3f
Central African Republic,central african republic,central african republic,Country,Country,central african republic,,dgm_traveladvisories_country_us,107bc51f0f59d738ab819811b10f6db5,dgm_traveladvisories_country_us__107bc51f0f59d738ab819811b10f6db5
Chad,chad,chad,Country,Country,chad,,dgm_traveladvisories_country_us,ede79b3fbf673a9a8e9bf3db02aeb7b2,dgm_traveladvisories_country_us__ede79b3fbf673a9a8e9bf3db02aeb7b2
Chile,chile,chile,Country,Country,chile,,dgm_traveladvisories_country_us,fd317045cbdcd26054de08112d6031b4,dgm_traveladvisories_country_us__fd317045cbdcd26054de08112d6031b4
China,china,china,Country,Country,china,,dgm_traveladvisories_country_us,8a7d7ba288ca0f0ea1ecf975b026e8e1,dgm_traveladvisories_country_us__8a7d7ba288ca0f0ea1ecf975b026e8e1
Colombia,colombia,colombia,Country,Country,colombia,,dgm_traveladvisories_country_us,25446782e2ccaf0afdb03e5d61d0fbb9,dgm_traveladvisories_country_us__25446782e2ccaf0afdb03e5d61d0fbb9
Comoro Islands,comoro islands,comoro islands,Country,Country,comoro islands,,dgm_traveladvisories_country_us,b4f0bcae812b8260f0c83628bfe4a41b,dgm_traveladvisories_country_us__b4f0bcae812b8260f0c83628bfe4a41b
Congo,congo,congo,Country,Country,congo,,dgm_traveladvisories_country_us,443fd8c93d17446bad49472af0e22dc3,dgm_traveladvisories_country_us__443fd8c93d17446bad49472af0e22dc3
Cook Islands,cook islands,cook islands,Country,Country,cook islands,,dgm_traveladvisories_country_us,a0ae0dd4316c2dbf9eaf976006215ef6,dgm_traveladvisories_country_us__a0ae0dd4316c2dbf9eaf976006215ef6
Costa Rica,costa rica,costa rica,Country,Country,costa rica,,dgm_traveladvisories_country_us,53bcde0ca0597e6777543b9ebf7892a4,dgm_traveladvisories_country_us__53bcde0ca0597e6777543b9ebf7892a4
Côte d'Ivoire,côte d'ivoire,côte d'ivoire,Country,Country,côte d'ivoire,,dgm_traveladvisories_country_us,3e57b42e5e33abb7831eb0164978cd67,dgm_traveladvisories_country_us__3e57b42e5e33abb7831eb0164978cd67
Croatia,croatia,croatia,Country,Country,croatia,,dgm_traveladvisories_country_us,267640588a3983481a032894a50f0be6,dgm_traveladvisories_country_us__267640588a3983481a032894a50f0be6
Cuba,cuba,cuba,Country,Country,cuba,,dgm_traveladvisories_country_us,2b84cd5da64a828bd859b18535c9345e,dgm_traveladvisories_country_us__2b84cd5da64a828bd859b18535c9345e
Cyprus,cyprus,cyprus,Country,Country,cyprus,,dgm_traveladvisories_country_us,6d68c7cfe5d1825d6622f3c824f8db8b,dgm_traveladvisories_country_us__6d68c7cfe5d1825d6622f3c824f8db8b
Czech Republic,czech republic,czech republic,Country,Country,czech republic,,dgm_traveladvisories_country_us,066e70e862f6b3e24f4fd2c294578634,dgm_traveladvisories_country_us__066e70e862f6b3e24f4fd2c294578634
Denmark,denmark,denmark,Country,Country,denmark,,dgm_traveladvisories_country_us,e9375700acbb6b42ae4101daa00b0c20,dgm_traveladvisories_country_us__e9375700acbb6b42ae4101daa00b0c20
Djibouti,djibouti,djibouti,Country,Country,djibouti,,dgm_traveladvisories_country_us,a2b10e1941066f4a25a0f3e1f853987e,dgm_traveladvisories_country_us__a2b10e1941066f4a25a0f3e1f853987e
Dominica,dominica,dominica,Country,Country,dominica,,dgm_traveladvisories_country_us,54f20902e0d16abe7c7bbcb99c40bf13,dgm_traveladvisories_country_us__54f20902e0d16abe7c7bbcb99c40bf13
Dominican Republic,dominican republic,dominican republic,Country,Country,dominican republic,,dgm_traveladvisories_country_us,dff1ff528e0e08ff28b410c426fb89bb,dgm_traveladvisories_country_us__dff1ff528e0e08ff28b410c426fb89bb
Ecuador,ecuador,ecuador,Country,Country,ecuador,,dgm_traveladvisories_country_us,2b4a1835a0aa73f5d53650771710fe43,dgm_traveladvisories_country_us__2b4a1835a0aa73f5d53650771710fe43
Egypt,egypt,egypt,Country,Country,egypt,,dgm_traveladvisories_country_us,4635c9536a61159732f9ce991ec4c095,dgm_traveladvisories_country_us__4635c9536a61159732f9ce991ec4c095
El Salvador,el salvador,el salvador,Country,Country,el salvador,,dgm_traveladvisories_country_us,eedf141a7e7b1cf0217932f3f75b8cb7,dgm_traveladvisories_country_us__eedf141a7e7b1cf0217932f3f75b8cb7
England,england,england,Country,Country,england,,dgm_traveladvisories_country_us,f48861ca24e26a23a923ca68657079f4,dgm_traveladvisories_country_us__f48861ca24e26a23a923ca68657079f4
Equatorial Guinea,equatorial guinea,equatorial guinea,Country,Country,equatorial guinea,,dgm_traveladvisories_country_us,89179fe8f36d91eb969a4494b58e0362,dgm_traveladvisories_country_us__89179fe8f36d91eb969a4494b58e0362
Eritrea,eritrea,eritrea,Country,Country,eritrea,,dgm_traveladvisories_country_us,41b59746d0ffb893c7b2a39cf59b6b07,dgm_traveladvisories_country_us__41b59746d0ffb893c7b2a39cf59b6b07
Estonia,estonia,estonia,Country,Country,estonia,,dgm_traveladvisories_country_us,5c6298b2e7597403c74346118933734c,dgm_traveladvisories_country_us__5c6298b2e7597403c74346118933734c
Ethiopia,ethiopia,ethiopia,Country,Country,ethiopia,,dgm_traveladvisories_country_us,a2694bc1f355e2b5e6c7ab74c1bd998e,dgm_traveladvisories_country_us__a2694bc1f355e2b5e6c7ab74c1bd998e
Fiji,fiji,fiji,Country,Country,fiji,,dgm_traveladvisories_country_us,67ef4f44837d2f3fa5aef528f8a27e17,dgm_traveladvisories_country_us__67ef4f44837d2f3fa5aef528f8a27e17
Finland,finland,finland,Country,Country,finland,,dgm_traveladvisories_country_us,631d44eaa1254ff71a1e11ba021d1266,dgm_traveladvisories_country_us__631d44eaa1254ff71a1e11ba021d1266
France (learn the regions),france (learn the regions),france (learn the regions),Country,Country,france (learn the regions),,dgm_traveladvisories_country_us,2b45ded05018b5c1b505f77a26cbb8be,dgm_traveladvisories_country_us__2b45ded05018b5c1b505f77a26cbb8be
French Polynesia,french polynesia,french polynesia,Country,Country,french polynesia,,dgm_traveladvisories_country_us,c6ff5b069f15245b5be347a276409cd2,dgm_traveladvisories_country_us__c6ff5b069f15245b5be347a276409cd2
Gabon,gabon,gabon,Country,Country,gabon,,dgm_traveladvisories_country_us,ee2144db632a80bb43dda38521c615e4,dgm_traveladvisories_country_us__ee2144db632a80bb43dda38521c615e4
Gambia,gambia,gambia,Country,Country,gambia,,dgm_traveladvisories_country_us,264ce69a65a7fc125fd53bee2c19140f,dgm_traveladvisories_country_us__264ce69a65a7fc125fd53bee2c19140f
Georgia,georgia,georgia,Country,Country,georgia,,dgm_traveladvisories_country_us,c0cdd82ce092b01267bdd88a8bfbb1f4,dgm_traveladvisories_country_us__c0cdd82ce092b01267bdd88a8bfbb1f4
Germany,germany,germany,Country,Country,germany,,dgm_traveladvisories_country_us,28ef36b35ae8cb1f542578f03408b512,dgm_traveladvisories_country_us__28ef36b35ae8cb1f542578f03408b512
Ghana,ghana,ghana,Country,Country,ghana,,dgm_traveladvisories_country_us,0e6049dbb2ce3c238f721fcc472dae55,dgm_traveladvisories_country_us__0e6049dbb2ce3c238f721fcc472dae55
Greece,greece,greece,Country,Country,greece,,dgm_traveladvisories_country_us,40bdb06018487838c520ab7419d2accf,dgm_traveladvisories_country_us__40bdb06018487838c520ab7419d2accf
Grenada,grenada,grenada,Country,Country,grenada,,dgm_traveladvisories_country_us,6aca8efbb22e6444d625fb610cdf706a,dgm_traveladvisories_country_us__6aca8efbb22e6444d625fb610cdf706a
Guatemala,guatemala,guatemala,Country,Country,guatemala,,dgm_traveladvisories_country_us,ac785d6fd8e6a6820365d4de2703b389,dgm_traveladvisories_country_us__ac785d6fd8e6a6820365d4de2703b389
Guinea,guinea,guinea,Country,Country,guinea,,dgm_traveladvisories_country_us,3da0d1211a75cc3ab6a98fe3c439636f,dgm_traveladvisories_country_us__3da0d1211a75cc3ab6a98fe3c439636f
Guinea Bissau,guinea bissau,guinea bissau,Country,Country,guinea bissau,,dgm_traveladvisories_country_us,1a6c0640140c043d229ba99786011f27,dgm_traveladvisories_country_us__1a6c0640140c043d229ba99786011f27
Guyana,guyana,guyana,Country,Country,guyana,,dgm_traveladvisories_country_us,fa2a885d6836e849fdead62ea7819169,dgm_traveladvisories_country_us__fa2a885d6836e849fdead62ea7819169
Haiti,haiti,haiti,Country,Country,haiti,,dgm_traveladvisories_country_us,87b190830af9de5d8c880be5fa6c5743,dgm_traveladvisories_country_us__87b190830af9de5d8c880be5fa6c5743
Honduras,honduras,honduras,Country,Country,honduras,,dgm_traveladvisories_country_us,1e28fe23fb146a883e01981724113f33,dgm_traveladvisories_country_us__1e28fe23fb146a883e01981724113f33
Hungary,hungary,hungary,Country,Country,hungary,,dgm_traveladvisories_country_us,3b4bbcb747288e1e6ede89221191781d,dgm_traveladvisories_country_us__3b4bbcb747288e1e6ede89221191781d
Iceland,iceland,iceland,Country,Country,iceland,,dgm_traveladvisories_country_us,83166cdeb7a2d9c1d591ad9d4eff4204,dgm_traveladvisories_country_us__83166cdeb7a2d9c1d591ad9d4eff4204
India,india,india,Country,Country,india,,dgm_traveladvisories_country_us,11a98374ebec8e0c7a54751d2161804d,dgm_traveladvisories_country_us__11a98374ebec8e0c7a54751d2161804d
Indonesia,indonesia,indonesia,Country,Country,indonesia,,dgm_traveladvisories_country_us,cda2c99fbf5e19f20d331299c15a4491,dgm_traveladvisories_country_us__cda2c99fbf5e19f20d331299c15a4491
Iran,iran,iran,Country,Country,iran,,dgm_traveladvisories_country_us,6f0a7d56c2cd7a0861b17eb27bfb562b,dgm_traveladvisories_country_us__6f0a7d56c2cd7a0861b17eb27bfb562b
Iraq,iraq,iraq,Country,Country,iraq,,dgm_traveladvisories_country_us,d3b1cee2327cfa357dabf0289958c024,dgm_traveladvisories_country_us__d3b1cee2327cfa357dabf0289958c024
Ireland,ireland,ireland,Country,Country,ireland,,dgm_traveladvisories_country_us,a66f852274a441f4f9676b070c0c64db,dgm_traveladvisories_country_us__a66f852274a441f4f9676b070c0c64db
Israel,israel,israel,Country,Country,israel,,dgm_traveladvisories_country_us,3f8454b7f2c12cebb1622b6b0dfd1021,dgm_traveladvisories_country_us__3f8454b7f2c12cebb1622b6b0dfd1021
Italy,italy,italy,Country,Country,italy,,dgm_traveladvisories_country_us,bab4ac375adad13f5693f24fceab7903,dgm_traveladvisories_country_us__bab4ac375adad13f5693f24fceab7903
Jamaica,jamaica,jamaica,Country,Country,jamaica,,dgm_traveladvisories_country_us,770105b98be2fdd6a6f096d29ca5632c,dgm_traveladvisories_country_us__770105b98be2fdd6a6f096d29ca5632c
Japan,japan,japan,Country,Country,japan,,dgm_traveladvisories_country_us,578ed5a4eecf5a15803abdc49f6152d6,dgm_traveladvisories_country_us__578ed5a4eecf5a15803abdc49f6152d6
Jordan,jordan,jordan,Country,Country,jordan,,dgm_traveladvisories_country_us,d16d377af76c99d27093abc22244b342,dgm_traveladvisories_country_us__d16d377af76c99d27093abc22244b342
Kazakhstan,kazakhstan,kazakhstan,Country,Country,kazakhstan,,dgm_traveladvisories_country_us,e22cc0a14faacf60ca06cebdc972caa5,dgm_traveladvisories_country_us__e22cc0a14faacf60ca06cebdc972caa5
Kenya,kenya,kenya,Country,Country,kenya,,dgm_traveladvisories_country_us,577e905f157abece95f454ad0b3058cf,dgm_traveladvisories_country_us__577e905f157abece95f454ad0b3058cf
Kiribati,kiribati,kiribati,Country,Country,kiribati,,dgm_traveladvisories_country_us,23fc580f98534d8012a20e14bd6eada0,dgm_traveladvisories_country_us__23fc580f98534d8012a20e14bd6eada0
Kuwait,kuwait,kuwait,Country,Country,kuwait,,dgm_traveladvisories_country_us,b18fa0d42ad9b3706237ef5b02434829,dgm_traveladvisories_country_us__b18fa0d42ad9b3706237ef5b02434829
Kyrgyzstan,kyrgyzstan,kyrgyzstan,Country,Country,kyrgyzstan,,dgm_traveladvisories_country_us,ae7d95378501e0f23dbbfd3434eb4720,dgm_traveladvisories_country_us__ae7d95378501e0f23dbbfd3434eb4720
Laos,laos,laos,Country,Country,laos,,dgm_traveladvisories_country_us,5495a2f9ee0ac16f7ee35878f502eefb,dgm_traveladvisories_country_us__5495a2f9ee0ac16f7ee35878f502eefb
Latvia,latvia,latvia,Country,Country,latvia,,dgm_traveladvisories_country_us,fdd7dad88f90fdc707b1b1aae34d9542,dgm_traveladvisories_country_us__fdd7dad88f90fdc707b1b1aae34d9542
Lebanon,lebanon,lebanon,Country,Country,lebanon,,dgm_traveladvisories_country_us,94e5a243ffca78a7583778ec2027c69b,dgm_traveladvisories_country_us__94e5a243ffca78a7583778ec2027c69b
Lesotho,lesotho,lesotho,Country,Country,lesotho,,dgm_traveladvisories_country_us,34c9c5ead9a4ad44797165d31620be4a,dgm_traveladvisories_country_us__34c9c5ead9a4ad44797165d31620be4a
Liberia,liberia,liberia,Country,Country,liberia,,dgm_traveladvisories_country_us,2f738a6c521838ed07e6ed03b1a58648,dgm_traveladvisories_country_us__2f738a6c521838ed07e6ed03b1a58648
Libya,libya,libya,Country,Country,libya,,dgm_traveladvisories_country_us,13551ec36474766c9f6beb2a568bfeee,dgm_traveladvisories_country_us__13551ec36474766c9f6beb2a568bfeee
Liechtenstein,liechtenstein,liechtenstein,Country,Country,liechtenstein,,dgm_traveladvisories_country_us,5abfef79f0201629ea491351dfe984b1,dgm_traveladvisories_country_us__5abfef79f0201629ea491351dfe984b1
Lithuania,lithuania,lithuania,Country,Country,lithuania,,dgm_traveladvisories_country_us,93efe964422847bf774649a3c89daa6d,dgm_traveladvisories_country_us__93efe964422847bf774649a3c89daa6d
Luxembourg,luxembourg,luxembourg,Country,Country,luxembourg,,dgm_traveladvisories_country_us,068b83b0839d8cff627bd91fdc8059fb,dgm_traveladvisories_country_us__068b83b0839d8cff627bd91fdc8059fb
Macedonia,macedonia,macedonia,Country,Country,macedonia,,dgm_traveladvisories_country_us,9dd0b70d54ce696d58d972d31ff0dfa8,dgm_traveladvisories_country_us__9dd0b70d54ce696d58d972d31ff0dfa8
Madagascar,madagascar,madagascar,Country,Country,madagascar,,dgm_traveladvisories_country_us,756c455b0a8843bac42ebb608bd29ed2,dgm_traveladvisories_country_us__756c455b0a8843bac42ebb608bd29ed2
Malawi,malawi,malawi,Country,Country,malawi,,dgm_traveladvisories_country_us,e8c30390bee469047b22988d8557ab20,dgm_traveladvisories_country_us__e8c30390bee469047b22988d8557ab20
Malaysia,malaysia,malaysia,Country,Country,malaysia,,dgm_traveladvisories_country_us,482afeb462daaebce1b4681e1f06b3c7,dgm_traveladvisories_country_us__482afeb462daaebce1b4681e1f06b3c7
Maldives,maldives,maldives,Country,Country,maldives,,dgm_traveladvisories_country_us,ebc234df81245f7bff973231d9393981,dgm_traveladvisories_country_us__ebc234df81245f7bff973231d9393981
Mali,mali,mali,Country,Country,mali,,dgm_traveladvisories_country_us,d372d4727d7feea47b8c92f8a137c05d,dgm_traveladvisories_country_us__d372d4727d7feea47b8c92f8a137c05d
Malta,malta,malta,Country,Country,malta,,dgm_traveladvisories_country_us,d20a90675f790ef1dea45b40eb8a97b7,dgm_traveladvisories_country_us__d20a90675f790ef1dea45b40eb8a97b7
Marshall Islands,marshall islands,marshall islands,Country,Country,marshall islands,,dgm_traveladvisories_country_us,cb8c8339c06dc088845da10f7147de74,dgm_traveladvisories_country_us__cb8c8339c06dc088845da10f7147de74
Mauritania,mauritania,mauritania,Country,Country,mauritania,,dgm_traveladvisories_country_us,a4969288f9dbc7882a464aca3fe27c40,dgm_traveladvisories_country_us__a4969288f9dbc7882a464aca3fe27c40
Mauritius,mauritius,mauritius,Country,Country,mauritius,,dgm_traveladvisories_country_us,5267f9a349e65086b209248732631478,dgm_traveladvisories_country_us__5267f9a349e65086b209248732631478
Mexico,mexico,mexico,Country,Country,mexico,,dgm_traveladvisories_country_us,4edfc924721abb774d5447bade86ea5d,dgm_traveladvisories_country_us__4edfc924721abb774d5447bade86ea5d
Micronesia,micronesia,micronesia,Country,Country,micronesia,,dgm_traveladvisories_country_us,16fe35ae3661e12db16ebb84a314c719,dgm_traveladvisories_country_us__16fe35ae3661e12db16ebb84a314c719
Moldavia,moldavia,moldavia,Country,Country,moldavia,,dgm_traveladvisories_country_us,ca4e5e426394cd9bb307477726fd5400,dgm_traveladvisories_country_us__ca4e5e426394cd9bb307477726fd5400
Monaco,monaco,monaco,Country,Country,monaco,,dgm_traveladvisories_country_us,77f09e1229462ba78b6a10825319ba12,dgm_traveladvisories_country_us__77f09e1229462ba78b6a10825319ba12
Mongolia,mongolia,mongolia,Country,Country,mongolia,,dgm_traveladvisories_country_us,f5b7bede50a81a6ed28a82708dcf57f4,dgm_traveladvisories_country_us__f5b7bede50a81a6ed28a82708dcf57f4
Montenegro,montenegro,montenegro,Country,Country,montenegro,,dgm_traveladvisories_country_us,fd1c44addbb563a0740a3beb74fe825d,dgm_traveladvisories_country_us__fd1c44addbb563a0740a3beb74fe825d
Morocco,morocco,morocco,Country,Country,morocco,,dgm_traveladvisories_country_us,217b6e5f0a09f648b648cc3d85d82da5,dgm_traveladvisories_country_us__217b6e5f0a09f648b648cc3d85d82da5
Mozambique,mozambique,mozambique,Country,Country,mozambique,,dgm_traveladvisories_country_us,ae82307ab0196bce148cae466863e4c5,dgm_traveladvisories_country_us__ae82307ab0196bce148cae466863e4c5
Namibia,namibia,namibia,Country,Country,namibia,,dgm_traveladvisories_country_us,deb38882b3f655b79324a860073a0977,dgm_traveladvisories_country_us__deb38882b3f655b79324a860073a0977
Nauru,nauru,nauru,Country,Country,nauru,,dgm_traveladvisories_country_us,c88eee44a87ce3c5b08ccdedf5a0cdef,dgm_traveladvisories_country_us__c88eee44a87ce3c5b08ccdedf5a0cdef
Nepal,nepal,nepal,Country,Country,nepal,,dgm_traveladvisories_country_us,45f1a4b4a2f6bdfa31838a823064389f,dgm_traveladvisories_country_us__45f1a4b4a2f6bdfa31838a823064389f
Netherlands,netherlands,netherlands,Country,Country,netherlands,,dgm_traveladvisories_country_us,6123486432d21179f354b970b501e518,dgm_traveladvisories_country_us__6123486432d21179f354b970b501e518
New Zealand,new zealand,new zealand,Country,Country,new zealand,,dgm_traveladvisories_country_us,ea14e587f5a8de7bf3975099762ce583,dgm_traveladvisories_country_us__ea14e587f5a8de7bf3975099762ce583
Nicaragua,nicaragua,nicaragua,Country,Country,nicaragua,,dgm_traveladvisories_country_us,0043ce23d022d129c73462f7ffe3f805,dgm_traveladvisories_country_us__0043ce23d022d129c73462f7ffe3f805
Nieu,nieu,nieu,Country,Country,nieu,,dgm_traveladvisories_country_us,6d1565121fc5ae46441ac098e78e8247,dgm_traveladvisories_country_us__6d1565121fc5ae46441ac098e78e8247
Niger,niger,niger,Country,Country,niger,,dgm_traveladvisories_country_us,5d45b85e2b53db3e91be18a8b339e947,dgm_traveladvisories_country_us__5d45b85e2b53db3e91be18a8b339e947
Nigeria,nigeria,nigeria,Country,Country,nigeria,,dgm_traveladvisories_country_us,f174114ad69e0db66eff6090be60b5e5,dgm_traveladvisories_country_us__f174114ad69e0db66eff6090be60b5e5
North Korea,north korea,north korea,Country,Country,north korea,,dgm_traveladvisories_country_us,fa4054535dfefe5aa24977dcb4542c37,dgm_traveladvisories_country_us__fa4054535dfefe5aa24977dcb4542c37
Northern Ireland,northern ireland,northern ireland,Country,Country,northern ireland,,dgm_traveladvisories_country_us,35380523e7c007d24db253d1f08c3cbd,dgm_traveladvisories_country_us__35380523e7c007d24db253d1f08c3cbd
Norway,norway,norway,Country,Country,norway,,dgm_traveladvisories_country_us,e6e6854f6b71f43039d3994aca352307,dgm_traveladvisories_country_us__e6e6854f6b71f43039d3994aca352307
Oman,oman,oman,Country,Country,oman,,dgm_traveladvisories_country_us,ad437fd2f44c7b3f8208a162604d81d0,dgm_traveladvisories_country_us__ad437fd2f44c7b3f8208a162604d81d0
Pakistan,pakistan,pakistan,Country,Country,pakistan,,dgm_traveladvisories_country_us,4e075844d2e00e4c800c8c62716bed8c,dgm_traveladvisories_country_us__4e075844d2e00e4c800c8c62716bed8c
Panama,panama,panama,Country,Country,panama,,dgm_traveladvisories_country_us,a0420c052acb3a75b05456fabf9093dc,dgm_traveladvisories_country_us__a0420c052acb3a75b05456fabf9093dc
Papua New Guinea,papua new guinea,papua new guinea,Country,Country,papua new guinea,,dgm_traveladvisories_country_us,57d05594d903f17eb3074a0121860369,dgm_traveladvisories_country_us__57d05594d903f17eb3074a0121860369
Paraguay,paraguay,paraguay,Country,Country,paraguay,,dgm_traveladvisories_country_us,3bafbfd8bf5ecf4c4a1b6e1df1ad8ec6,dgm_traveladvisories_country_us__3bafbfd8bf5ecf4c4a1b6e1df1ad8ec6
