keyword,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
fulfillment centre,fulfillment center,FTO,fulfillment center,,dgm_infrastructure,0054553d982825eb8443a6fc5e42ee73,dgm_infrastructure__0054553d982825eb8443a6fc5e42ee73
fulfillment center,fulfillment center,Person,fulfillment center,,dgm_infrastructure,0054553d982825eb8443a6fc5e42ee73,dgm_infrastructure__0054553d982825eb8443a6fc5e42ee73
factory,factory,Consulates,factory,,dgm_infrastructure,9549dd6065d019211460c59a86dd6536,dgm_infrastructure__9549dd6065d019211460c59a86dd6536
factories,factories,CompanyKeyword,factories,,dgm_infrastructure,0f695c4270a75757116dae29b123a07b,dgm_infrastructure__0f695c4270a75757116dae29b123a07b
facility,facility,DiplomaticFacilities,facility,,dgm_infrastructure,eaaa42a1464aa2b40a3ecfd68e2105d7,dgm_infrastructure__eaaa42a1464aa2b40a3ecfd68e2105d7
facilities,facilities,ForeignMinistry,facilities,,dgm_infrastructure,6e5f1255c3b7e3008e41ca8974012fc4,dgm_infrastructure__6e5f1255c3b7e3008e41ca8974012fc4
Executive's house,executive's home,IndustryTerm,executive's home,,dgm_infrastructure,4bd1564735ea45171de7d6e0b0b29823,dgm_infrastructure__4bd1564735ea45171de7d6e0b0b29823
Executive's home,executive's home,Shipping,executive's home,,dgm_infrastructure,4bd1564735ea45171de7d6e0b0b29823,dgm_infrastructure__4bd1564735ea45171de7d6e0b0b29823
Exec's house,executive's home,ForeignMinistry,executive's home,,dgm_infrastructure,4bd1564735ea45171de7d6e0b0b29823,dgm_infrastructure__4bd1564735ea45171de7d6e0b0b29823
Exec's home,executive's home,Keyphrase,executive's home,,dgm_infrastructure,4bd1564735ea45171de7d6e0b0b29823,dgm_infrastructure__4bd1564735ea45171de7d6e0b0b29823
distribution centre,distribution center,Legislator,distribution center,,dgm_infrastructure,3a9155d0290611e8fe525f57acdc292d,dgm_infrastructure__3a9155d0290611e8fe525f57acdc292d
distribution centers,distribution centers,CompanyKeyword,distribution centers,,dgm_infrastructure,934bb0e87b4e63a6e122b821364ff41f,dgm_infrastructure__934bb0e87b4e63a6e122b821364ff41f
distribution center,distribution center,Wells,distribution center,,dgm_infrastructure,3a9155d0290611e8fe525f57acdc292d,dgm_infrastructure__3a9155d0290611e8fe525f57acdc292d
datacentre,data center,DiplomaticFacilities,data center,,dgm_infrastructure,0a64f45950571ac59975cebc6ef162b0,dgm_infrastructure__0a64f45950571ac59975cebc6ef162b0
