keyword,keyword_upper,caption_name,location,location_lower,type,topic_id,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
arizonastateparksandtrails,ArizonaStateParksandTrails,Arizona State Parks and Trails,Arizona,arizona,SLGAgency,188120,3140002,Slgagency,Arizona State Parks and Trails,,LN_Mentionee,4f3fa45a46a8a3a73f73e10f1bc08554,LN_Mentionee__4f3fa45a46a8a3a73f73e10f1bc08554
arizonadepartmentofhealthservices,ArizonaDepartmentofHealthServices,Arizona Department of Health Services,Arizona,arizona,SLGAgency,188124,3140002,Slgagency,Arizona Department of Health Services,,LN_Mentionee,e6c2f935cee829c35b94e46a6bd83482,LN_Mentionee__e6c2f935cee829c35b94e46a6bd83482
arizonadepartmentoftransportation,ArizonaDepartmentofTransportation,Arizona Department of Transportation,Arizona,arizona,SLGAgency,188120,3140002,Slgagency,Arizona Department of Transportation,,LN_Mentionee,a25bcae1534ba26089f8cc957f118fba,LN_Mentionee__a25bcae1534ba26089f8cc957f118fba
arizonadepartmentofeducation,ArizonaDepartmentofEducation,Arizona Department of Education,Arizona,arizona,SLGAgency,188114,3140002,Slgagency,Arizona Department of Education,,LN_Mentionee,8746da0da0e88b86278287b6ad5a3018,LN_Mentionee__8746da0da0e88b86278287b6ad5a3018
arizonadepartmentofeconomicsecurity,ArizonaDepartmentofEconomicSecurity,Arizona Department of Economic Security,Arizona,arizona,SLGAgency,188120,3140002,Slgagency,Arizona Department of Economic Security,,LN_Mentionee,33138943e02f467a92fdab1680a58077,LN_Mentionee__33138943e02f467a92fdab1680a58077
arizonadepartmentofhousing,ArizonaDepartmentofHousing,Arizona Department of Housing,Arizona,arizona,SLGAgency,188289,3140002,Slgagency,Arizona Department of Housing,,LN_Mentionee,1978e9a86b35b54a956199a27c0f4005,LN_Mentionee__1978e9a86b35b54a956199a27c0f4005
arizonadepartmentofenvironmentalquality,ArizonaDepartmentofEnvironmentalQuality,Arizona Department of Environmental Quality,Arizona,arizona,SLGAgency,188133,3140002,Slgagency,Arizona Department of Environmental Quality,,LN_Mentionee,9ade57527576892e7050090fcb37ab45,LN_Mentionee__9ade57527576892e7050090fcb37ab45
arizonadepartmentofwaterresources,ArizonaDepartmentofWaterResources,Arizona Department of Water Resources,Arizona,arizona,SLGAgency,188242,3140002,Slgagency,Arizona Department of Water Resources,,LN_Mentionee,069458c07d91588f15370f007675f60e,LN_Mentionee__069458c07d91588f15370f007675f60e
newjerseydepartmentofenvironmentalprotection,NewJerseyDepartmentofEnvironmentalProtection,New Jersey Department of Environmental Protection,New Jersey,new jersey,SLGAgency,188133,3140002,Slgagency,New Jersey Department of Environmental Protection,,LN_Mentionee,6a4636057fd75a3782f230f16be8b158,LN_Mentionee__6a4636057fd75a3782f230f16be8b158
departmentofhealthforthestateofnewjersey,DepartmentofHealthfortheStateofNewJersey,Department of Health for the State of New Jersey,New Jersey,new jersey,SLGAgency,188124,3140002,Slgagency,Department of Health for the State of New Jersey,,LN_Mentionee,0c6712a2a2f9a0363ee879cf3b4d8e0e,LN_Mentionee__0c6712a2a2f9a0363ee879cf3b4d8e0e
newjerseydepartmentoftransportation,NewJerseyDepartmentofTransportation,New Jersey Department of Transportation,New Jersey,new jersey,SLGAgency,188120,3140002,Slgagency,New Jersey Department of Transportation,,LN_Mentionee,9dc60840438e77c9652da95c7e939606,LN_Mentionee__9dc60840438e77c9652da95c7e939606
newjerseydepartmentofeducation,NewJerseyDepartmentofEducation,New Jersey Department of Education,New Jersey,new jersey,SLGAgency,188114,3140002,Slgagency,New Jersey Department of Education,,LN_Mentionee,91ed5235d3845388b8072ec2b27e3436,LN_Mentionee__91ed5235d3845388b8072ec2b27e3436
northcarolinastateparks,NorthCarolinaStateParks,North Carolina State Parks,North Carolina,north carolina,SLGAgency,188120,3140002,Slgagency,North Carolina State Parks,,LN_Mentionee,191e2fabd7b84712ef56f67bcdbfbffd,LN_Mentionee__191e2fabd7b84712ef56f67bcdbfbffd
ncdepartmentofhealthandhumanservices,NCDepartmentofHealthandHumanServices,NC Department of Health and Human Services,North Carolina,north carolina,SLGAgency,188124,3140002,Slgagency,NC Department of Health and Human Services,,LN_Mentionee,8301dd0aae34fb27e5f69f2d9e89c176,LN_Mentionee__8301dd0aae34fb27e5f69f2d9e89c176
northcarolinadepartmentoftransportation,NorthCarolinaDepartmentofTransportation,North Carolina Department of Transportation,North Carolina,north carolina,SLGAgency,188120,3140002,Slgagency,North Carolina Department of Transportation,,LN_Mentionee,5fd1c4ab1f9b93c287934e5b7ff5f9e9,LN_Mentionee__5fd1c4ab1f9b93c287934e5b7ff5f9e9
northcarolinadepartmentofpublicinstruction,NorthCarolinaDepartmentofPublicInstruction,North Carolina Department of Public Instruction,North Carolina,north carolina,SLGAgency,188114,3140002,Slgagency,North Carolina Department of Public Instruction,,LN_Mentionee,6b8d150548026a052f8e06b4c5145d54,LN_Mentionee__6b8d150548026a052f8e06b4c5145d54
northcarolinastateenergyoffice,NorthCarolinaStateEnergyOffice,North Carolina State Energy Office,North Carolina,north carolina,SLGAgency,188120,3140002,Slgagency,North Carolina State Energy Office,,LN_Mentionee,00e83ba4c40d92d25654bd6d04b60942,LN_Mentionee__00e83ba4c40d92d25654bd6d04b60942
northcarolinadepartmentofenvironmentalquality,NorthCarolinaDepartmentofEnvironmentalQuality,North Carolina Department of Environmental Quality,North Carolina,north carolina,SLGAgency,188133,3140002,Slgagency,North Carolina Department of Environmental Quality,,LN_Mentionee,3e05a540f7f4d635117cc578575330d7,LN_Mentionee__3e05a540f7f4d635117cc578575330d7
coloradoparksandwildlife,ColoradoParksandWildlife,Colorado Parks and Wildlife,Colorado,colorado,SLGAgency,188120,3140002,Slgagency,Colorado Parks and Wildlife,,LN_Mentionee,c37125246ed1fc569065e247a9d8e3ff,LN_Mentionee__c37125246ed1fc569065e247a9d8e3ff
coloradodepartmentofpublichealthandenvironment,ColoradoDepartmentofPublicHealthandEnvironment,Colorado Department of Public Health and Environment,Colorado,colorado,SLGAgency,188124,3140002,Slgagency,Colorado Department of Public Health and Environment,,LN_Mentionee,5f97b206bc4c41682981ee8326ef17fb,LN_Mentionee__5f97b206bc4c41682981ee8326ef17fb
coloradodepartmentoftransportation,ColoradoDepartmentofTransportation,Colorado Department of Transportation,Colorado,colorado,SLGAgency,188120,3140002,Slgagency,Colorado Department of Transportation,,LN_Mentionee,f59b010c58d9d648cf90284a3cff571e,LN_Mentionee__f59b010c58d9d648cf90284a3cff571e
coloradodepartmentofeducation,ColoradoDepartmentofEducation,Colorado Department of Education,Colorado,colorado,SLGAgency,188114,3140002,Slgagency,Colorado Department of Education,,LN_Mentionee,5a60002ca81093b29edac1dbcc957331,LN_Mentionee__5a60002ca81093b29edac1dbcc957331
coloradoenergyoffice,ColoradoEnergyOffice,Colorado Energy Office,Colorado,colorado,SLGAgency,188120,3140002,Slgagency,Colorado Energy Office,,LN_Mentionee,32c256669b3c671bfdd8c56258dab637,LN_Mentionee__32c256669b3c671bfdd8c56258dab637
coloradodepartmentofnaturalresources,ColoradoDepartmentofNaturalResources,Colorado Department of Natural Resources,Colorado,colorado,SLGAgency,188133,3140002,Slgagency,Colorado Department of Natural Resources,,LN_Mentionee,a997716c0f49111d014350b2ab81687d,LN_Mentionee__a997716c0f49111d014350b2ab81687d
indianadepartmentofnaturalresources,IndianaDepartmentofNaturalResources,Indiana Department of Natural Resources,Indiana,indiana,SLGAgency,188133,3140002,Slgagency,Indiana Department of Natural Resources,,LN_Mentionee,23a68ff0252b0f7ef1370113408b17a0,LN_Mentionee__23a68ff0252b0f7ef1370113408b17a0
indianastatedepartmentofhealth,IndianaStateDepartmentofHealth,Indiana State Department of Health,Indiana,indiana,SLGAgency,188124,3140002,Slgagency,Indiana State Department of Health,,LN_Mentionee,328f8fa755586d5f4bc4c2869749777a,LN_Mentionee__328f8fa755586d5f4bc4c2869749777a
indianadepartmentoftransportation,IndianaDepartmentofTransportation,Indiana Department of Transportation,Indiana,indiana,SLGAgency,188120,3140002,Slgagency,Indiana Department of Transportation,,LN_Mentionee,d92d9e55c2180a8084f1e3032e861c24,LN_Mentionee__d92d9e55c2180a8084f1e3032e861c24
indianadepartmentofeducation,IndianaDepartmentofEducation,Indiana Department of Education,Indiana,indiana,SLGAgency,188114,3140002,Slgagency,Indiana Department of Education,,LN_Mentionee,3421076690c46b4e0b36216c3634672f,LN_Mentionee__3421076690c46b4e0b36216c3634672f
indianaofficeofenergydevelopment,IndianaOfficeofEnergyDevelopment,Indiana Office of Energy Development,Indiana,indiana,SLGAgency,188120,3140002,Slgagency,Indiana Office of Energy Development,,LN_Mentionee,bf589f2121e0cd49cbbc8af41ce52745,LN_Mentionee__bf589f2121e0cd49cbbc8af41ce52745
indianahousingandcommunitydevelopmentauthority,IndianaHousingandCommunityDevelopmentAuthority,Indiana Housing and Community Development Authority,Indiana,indiana,SLGAgency,188289,3140002,Slgagency,Indiana Housing and Community Development Authority,,LN_Mentionee,a6bfaabb5914b54c9d3004b63acfab0e,LN_Mentionee__a6bfaabb5914b54c9d3004b63acfab0e
indianadepartmentofenvironmentalmanagement,IndianaDepartmentofEnvironmentalManagement,Indiana Department of Environmental Management,Indiana,indiana,SLGAgency,188133,3140002,Slgagency,Indiana Department of Environmental Management,,LN_Mentionee,6cba8ffe29e445d6c79ced33c2919856,LN_Mentionee__6cba8ffe29e445d6c79ced33c2919856
illinoisdepartmentofnaturalresources,IllinoisDepartmentofNaturalResources,Illinois Department of Natural Resources,Illinois,illinois,SLGAgency,188133,3140002,Slgagency,Illinois Department of Natural Resources,,LN_Mentionee,293b4aa3e88ee2a6e064707eff12292c,LN_Mentionee__293b4aa3e88ee2a6e064707eff12292c
illinoisdepartmentofpublichealth,IllinoisDepartmentofPublicHealth,Illinois Department of Public Health,Illinois,illinois,SLGAgency,188124,3140002,Slgagency,Illinois Department of Public Health,,LN_Mentionee,b251a18c270d1329e5556c154c074b9f,LN_Mentionee__b251a18c270d1329e5556c154c074b9f
illinoisdepartmentoftransportation,IllinoisDepartmentofTransportation,Illinois Department of Transportation,Illinois,illinois,SLGAgency,188120,3140002,Slgagency,Illinois Department of Transportation,,LN_Mentionee,701fdcb21803867bf14ef089acfcf5db,LN_Mentionee__701fdcb21803867bf14ef089acfcf5db
illinoisstateboardofeducation,IllinoisStateBoardofEducation,Illinois State Board of Education,Illinois,illinois,SLGAgency,188114,3140002,Slgagency,Illinois State Board of Education,,LN_Mentionee,8fa3ab730e2baf837bb392367ba87b3f,LN_Mentionee__8fa3ab730e2baf837bb392367ba87b3f
illinoisenvironmentalprotectionagency,IllinoisEnvironmentalProtectionAgency,Illinois Environmental Protection Agency,Illinois,illinois,SLGAgency,188133,3140002,Slgagency,Illinois Environmental Protection Agency,,LN_Mentionee,0a6919b9a585b9ac1e112cb4def94817,LN_Mentionee__0a6919b9a585b9ac1e112cb4def94817
illinoishousingdevelopmentauthority,IllinoisHousingDevelopmentAuthority,Illinois Housing Development Authority,Illinois,illinois,SLGAgency,188289,3140002,Slgagency,Illinois Housing Development Authority,,LN_Mentionee,07fb8765deca54d927a12841c18c5881,LN_Mentionee__07fb8765deca54d927a12841c18c5881
"louisianadepartmentofculture,recreationandtourism","LouisianaDepartmentofCulture,RecreationandTourism","Louisiana Department of Culture, Recreation and Tourism",Louisiana,louisiana,SLGAgency,188120,3140002,Slgagency,"Louisiana Department of Culture, Recreation and Tourism",,LN_Mentionee,bfbfb09e14b897d09be1a9c358a11a90,LN_Mentionee__bfbfb09e14b897d09be1a9c358a11a90
louisianadepartmentofhealth,LouisianaDepartmentofHealth,Louisiana Department of Health,Louisiana,louisiana,SLGAgency,188124,3140002,Slgagency,Louisiana Department of Health,,LN_Mentionee,83a17c060ad5c94f1a79d1e92e2fe8bb,LN_Mentionee__83a17c060ad5c94f1a79d1e92e2fe8bb
louisianadepartmentoftransportationanddevelopment,LouisianaDepartmentofTransportationandDevelopment,Louisiana Department of Transportation and Development,Louisiana,louisiana,SLGAgency,188120,3140002,Slgagency,Louisiana Department of Transportation and Development,,LN_Mentionee,6ba311cc3ef6250ade3ddac5b5b888f9,LN_Mentionee__6ba311cc3ef6250ade3ddac5b5b888f9
louisianadepartmentofeducation,LouisianaDepartmentofEducation,Louisiana Department of Education,Louisiana,louisiana,SLGAgency,188114,3140002,Slgagency,Louisiana Department of Education,,LN_Mentionee,0a2de61bb75e82f1978ff8bced58c9ae,LN_Mentionee__0a2de61bb75e82f1978ff8bced58c9ae
louisianadepartmentofnaturalresources,LouisianaDepartmentofNaturalResources,Louisiana Department of Natural Resources,Louisiana,louisiana,SLGAgency,188133,3140002,Slgagency,Louisiana Department of Natural Resources,,LN_Mentionee,0064be6c0e520fcb65835d9295efc35a,LN_Mentionee__0064be6c0e520fcb65835d9295efc35a
louisianahousingcorporation,LouisianaHousingCorporation,Louisiana Housing Corporation,Louisiana,louisiana,SLGAgency,188120,3140002,Slgagency,Louisiana Housing Corporation,,LN_Mentionee,8d9c723ff18cbeecfa71d28dbc000f4a,LN_Mentionee__8d9c723ff18cbeecfa71d28dbc000f4a
michigandepartmentofnaturalresources,MichiganDepartmentofNaturalResources,Michigan Department of Natural Resources,Michigan,michigan,SLGAgency,188133,3140002,Slgagency,Michigan Department of Natural Resources,,LN_Mentionee,633748982cd72c38e2bcfb68c5c52eda,LN_Mentionee__633748982cd72c38e2bcfb68c5c52eda
michigandepartmentofhealthandhumanservices,MichiganDepartmentofHealthandHumanServices,Michigan Department of Health and Human Services,Michigan,michigan,SLGAgency,188124,3140002,Slgagency,Michigan Department of Health and Human Services,,LN_Mentionee,37299f6a06f9e17fb7dc814e29f0017e,LN_Mentionee__37299f6a06f9e17fb7dc814e29f0017e
michigandepartmentoftransportation,MichiganDepartmentofTransportation,Michigan Department of Transportation,Michigan,michigan,SLGAgency,188120,3140002,Slgagency,Michigan Department of Transportation,,LN_Mentionee,ab079fa05ce80f635bd24eb32bb13516,LN_Mentionee__ab079fa05ce80f635bd24eb32bb13516
michigandepartmentofeducation,MichiganDepartmentofEducation,Michigan Department of Education,Michigan,michigan,SLGAgency,188114,3140002,Slgagency,Michigan Department of Education,,LN_Mentionee,728a1ccdb0e4d4bb9e938c6cec2eb57a,LN_Mentionee__728a1ccdb0e4d4bb9e938c6cec2eb57a
michiganstatehousingdevelopmentauthority,MichiganStateHousingDevelopmentAuthority,Michigan State Housing Development Authority,Michigan,michigan,SLGAgency,188289,3140002,Slgagency,Michigan State Housing Development Authority,,LN_Mentionee,b1e3150bdf6a188a47996bb93420a412,LN_Mentionee__b1e3150bdf6a188a47996bb93420a412
"michigandepartmentofenvironment,greatlakes,andenergy","MichiganDepartmentofEnvironment,GreatLakes,andEnergy","Michigan Department of Environment, Great Lakes, and Energy",Michigan,michigan,SLGAgency,188133,3140002,Slgagency,"Michigan Department of Environment, Great Lakes, and Energy",,LN_Mentionee,95d4a455fe4f1da49effc802084ef52d,LN_Mentionee__95d4a455fe4f1da49effc802084ef52d
ohiodepartmentofhealth,OhioDepartmentofHealth,Ohio Department of Health,Ohio,ohio,SLGAgency,188124,3140002,Slgagency,Ohio Department of Health,,LN_Mentionee,0a92b3c03f7bd02a6fb6d227cedda43e,LN_Mentionee__0a92b3c03f7bd02a6fb6d227cedda43e
ohiodepartmentoftransportation,OhioDepartmentofTransportation,Ohio Department of Transportation,Ohio,ohio,SLGAgency,188120,3140002,Slgagency,Ohio Department of Transportation,,LN_Mentionee,7106c122dc1072aff4c3513a4c8a2d88,LN_Mentionee__7106c122dc1072aff4c3513a4c8a2d88
ohiodepartmentofnaturalresources,OhioDepartmentofNaturalResources,Ohio Department of Natural Resources,Ohio,ohio,SLGAgency,188133,3140002,Slgagency,Ohio Department of Natural Resources,,LN_Mentionee,05e55184a290ef0f8d9511f0a13a6bc4,LN_Mentionee__05e55184a290ef0f8d9511f0a13a6bc4
ohiodepartmentofeducation,OhioDepartmentofEducation,Ohio Department of Education,Ohio,ohio,SLGAgency,188114,3140002,Slgagency,Ohio Department of Education,,LN_Mentionee,6f42f1af848b3cd0622989fdd5247f56,LN_Mentionee__6f42f1af848b3cd0622989fdd5247f56
pennsylvaniadepartmentofconservationandnaturalresources,PennsylvaniaDepartmentofConservationandNaturalResources,Pennsylvania Department of Conservation and Natural Resources,Pennsylvania,pennsylvania,SLGAgency,188133,3140002,Slgagency,Pennsylvania Department of Conservation and Natural Resources,,LN_Mentionee,2a0115a7781223190ff667f6799a1038,LN_Mentionee__2a0115a7781223190ff667f6799a1038
pennsylvaniadepartmentofeducation,PennsylvaniaDepartmentofEducation,Pennsylvania Department of Education,Pennsylvania,pennsylvania,SLGAgency,188114,3140002,Slgagency,Pennsylvania Department of Education,,LN_Mentionee,acc19807e14f2c7366b5c0dfa7e9d4a0,LN_Mentionee__acc19807e14f2c7366b5c0dfa7e9d4a0
pennsylvaniadepartmentoftransportation,PennsylvaniaDepartmentofTransportation,Pennsylvania Department of Transportation,Pennsylvania,pennsylvania,SLGAgency,188120,3140002,Slgagency,Pennsylvania Department of Transportation,,LN_Mentionee,490dd4f0b497ef62f8c7dc2834eeaa66,LN_Mentionee__490dd4f0b497ef62f8c7dc2834eeaa66
pennsylvaniadepartmentofcommunityandeconomicdevelopment,PennsylvaniaDepartmentofCommunityandEconomicDevelopment,Pennsylvania Department of Community and Economic Development,Pennsylvania,pennsylvania,SLGAgency,188120,3140002,Slgagency,Pennsylvania Department of Community and Economic Development,,LN_Mentionee,baf40120fafaac0436f565af931c033c,LN_Mentionee__baf40120fafaac0436f565af931c033c
pennsylvaniadepartmentofhealth,PennsylvaniaDepartmentofHealth,Pennsylvania Department of Health,Pennsylvania,pennsylvania,SLGAgency,188124,3140002,Slgagency,Pennsylvania Department of Health,,LN_Mentionee,2f636fbec369882632dc7cf53804ebc4,LN_Mentionee__2f636fbec369882632dc7cf53804ebc4
metropolitantransportationauthority,MetropolitanTransportationAuthority,MTA,NYC,nyc,SLGAgency,188120,3140002,Slgagency,MTA,,LN_Mentionee,ba345e6b72fc9973d6dc3d5f3e63336f,LN_Mentionee__ba345e6b72fc9973d6dc3d5f3e63336f
newyorkcitytransitauthority,NewYorkCityTransitAuthority,New York City Transit Authority,NYC,nyc,SLGAgency,188120,3140002,Slgagency,New York City Transit Authority,,LN_Mentionee,633f4918c1769991c43904bc9f72fd11,LN_Mentionee__633f4918c1769991c43904bc9f72fd11
metropolitanareatransitauthority,MetropolitanAreaTransitAuthority,Washington Metropolitan Area Transit Authority,DC,dc,SLGAgency,188120,3140002,Slgagency,Washington Metropolitan Area Transit Authority,,LN_Mentionee,74951ac96271b9ad788518b5e8e5c6c9,LN_Mentionee__74951ac96271b9ad788518b5e8e5c6c9
washingtonmetropolitanareatransitauthority,WashingtonMetropolitanAreaTransitAuthority,Washington Metropolitan Area Transit Authority,DC,dc,SLGAgency,188120,3140002,Slgagency,Washington Metropolitan Area Transit Authority,,LN_Mentionee,633d4d9c68cb07a0c535df3c3b9d9f4d,LN_Mentionee__633d4d9c68cb07a0c535df3c3b9d9f4d
metropolitantransitauthorityofharriscounty,MetropolitanTransitAuthorityofHarrisCounty,Metropolitan Transit Authority of Harris County,Houston,houston,SLGAgency,188120,3140002,Slgagency,Metropolitan Transit Authority of Harris County,,LN_Mentionee,4f25fa9b6cbbb702f958451b849cefab,LN_Mentionee__4f25fa9b6cbbb702f958451b849cefab
martaatlanta,MARTAatlanta,MARTA,Atlanta,atlanta,SLGAgency,188120,3140002,Slgagency,MARTA,,LN_Mentionee,5efae83ec32ff661fc95431841904b1e,LN_Mentionee__5efae83ec32ff661fc95431841904b1e
atlantamarta,atlantamarta,MARTA,Atlanta,atlanta,SLGAgency,188120,3140002,Slgagency,MARTA,,LN_Mentionee,af41ba804f9c97cf8dde344eec4b88e2,LN_Mentionee__af41ba804f9c97cf8dde344eec4b88e2
chicagotransitauthority,ChicagoTransitAuthority,Chicago Transit Authority,Chicago,chicago,SLGAgency,188120,3140002,Slgagency,Chicago Transit Authority,,LN_Mentionee,3732bc5abcc40917cb52faf2946dbf6c,LN_Mentionee__3732bc5abcc40917cb52faf2946dbf6c
southeasternpennsylvaniatransportationauthority,SoutheasternPennsylvaniaTransportationAuthority,SEPTA,Philadelphia,philadelphia,SLGAgency,188120,3140002,Slgagency,SEPTA,,LN_Mentionee,bbd8ea0bcd485717a4845102580a53ff,LN_Mentionee__bbd8ea0bcd485717a4845102580a53ff
losangelescountymetropolitantransportationauthority,LosAngelesCountyMetropolitanTransportationAuthority,LA County Metropolitan Transportation Authority,Los Angeles,los angeles,SLGAgency,188120,3140002,Slgagency,LA County Metropolitan Transportation Authority,,LN_Mentionee,3f9dc6fbc8b63aab785b9f8d7dd79232,LN_Mentionee__3f9dc6fbc8b63aab785b9f8d7dd79232
themtssandiego,themtssandiego,San Diego metropolitan Transit system,San Diego,san diego,SLGAgency,188120,3140002,Slgagency,San Diego metropolitan Transit system,,LN_Mentionee,8441f9533c72aa658bcf5fc1b75129c9,LN_Mentionee__8441f9533c72aa658bcf5fc1b75129c9
centralohiotransitauthority,CentralOhioTransitAuthority,Central Ohio Transit Authority,Columbus,columbus,SLGAgency,188120,3140002,Slgagency,Central Ohio Transit Authority,,LN_Mentionee,cda7530c68b760f8e3a6f8c37c9d952d,LN_Mentionee__cda7530c68b760f8e3a6f8c37c9d952d
charlotteareatransitsystem,CharlotteAreaTransitSystem,Charlotte Area Transit system,Charlotte,charlotte,SLGAgency,188120,3140002,Slgagency,Charlotte Area Transit system,,LN_Mentionee,d3bd04cf570bae17bedee26c173be59c,LN_Mentionee__d3bd04cf570bae17bedee26c173be59c
viametropolitantransit,VIAMetropolitanTransit,San Antonio VIA Metropolitan Transit,San Antonio,san antonio,SLGAgency,188120,3140002,Slgagency,San Antonio VIA Metropolitan Transit,,LN_Mentionee,4928d57c9aaf5d83cf15eed4bed80a2c,LN_Mentionee__4928d57c9aaf5d83cf15eed4bed80a2c
ottawacarletonregionaltransitcommission,OttawaCarletonRegionalTransitCommission,Ottawa-Carleton Regional Transit Commission,Ottawa,ottawa,SLGAgency,188121,3140002,Slgagency,Ottawa-Carleton Regional Transit Commission,,LN_Mentionee,c3bb237d7d5171cc24b013e9078cd88a,LN_Mentionee__c3bb237d7d5171cc24b013e9078cd88a
transportassetholdingentity,TransportAssetHoldingEntity,Transport Asset Holding Entity of New South Wales,Sydney,sydney,SLGAgency,188121,3140002,Slgagency,Transport Asset Holding Entity of New South Wales,,LN_Mentionee,4a0ecef403f59c1445ac343c1c32abb9,LN_Mentionee__4a0ecef403f59c1445ac343c1c32abb9
regionaltransportationdistrict,RegionalTransportationDistrict,Denver Regional Transportation District,Colorado,colorado,SLGAgency,188120,3140002,Slgagency,Denver Regional Transportation District,,LN_Mentionee,4cc5454df796d312f4b6b27d9678a33c,LN_Mentionee__4cc5454df796d312f4b6b27d9678a33c
neworleansregionaltransitauthority,NewOrleansRegionalTransitAuthority,New Orleans Regional Transit Authority,Louisiana,louisiana,SLGAgency,188120,3140002,Slgagency,New Orleans Regional Transit Authority,,LN_Mentionee,4d2170e034b859e9a8fef04104049eb6,LN_Mentionee__4d2170e034b859e9a8fef04104049eb6
rtarapidtransit,RTARapidTransit,Greater Cleveland Regional Transit Authority Rapid Transit,Ohio,ohio,SLGAgency,188120,3140002,Slgagency,Greater Cleveland Regional Transit Authority Rapid Transit,,LN_Mentionee,242b02ded62e23fa887bb7d14a441e5b,LN_Mentionee__242b02ded62e23fa887bb7d14a441e5b
@nycdot,@nycdot,New York City Department of Transportation,NYC,nyc,SLGAgency,188120,3140002,Slgagency,New York City Department of Transportation,,LN_Mentionee,07014006cdf20f0469d98bd3eb6d83fc,LN_Mentionee__07014006cdf20f0469d98bd3eb6d83fc
@nyc_dot,@NYC_DOT,New York City Department of Transportation,NYC,nyc,SLGAgency,188120,3140002,Slgagency,New York City Department of Transportation,,LN_Mentionee,2ecc9862378bf4cf6ed925a24a1ca167,LN_Mentionee__2ecc9862378bf4cf6ed925a24a1ca167
@newyorkcitydepartmentoftransportation,@NewYorkCityDepartmentofTransportation,New York City Department of Transportation,NYC,nyc,SLGAgency,188120,3140002,Slgagency,New York City Department of Transportation,,LN_Mentionee,004292d39e76506ad3686a3fa6666ac6,LN_Mentionee__004292d39e76506ad3686a3fa6666ac6
@nycschools,@NYCSchools,New York City Department of Education,NYC,nyc,SLGAgency,188114,3140002,Slgagency,New York City Department of Education,,LN_Mentionee,42422a23cdf4caf478657e243ab63847,LN_Mentionee__42422a23cdf4caf478657e243ab63847
@newyorkcitydepartmentofeducation,@NewYorkCityDepartmentofEducation,New York City Department of Education,NYC,nyc,SLGAgency,188114,3140002,Slgagency,New York City Department of Education,,LN_Mentionee,2bf26f0aede7b5dadd6042364053b1c0,LN_Mentionee__2bf26f0aede7b5dadd6042364053b1c0
@dsny,@dsny,New York City Department of Sanitation,NYC,nyc,SLGAgency,188120,3140002,Slgagency,New York City Department of Sanitation,,LN_Mentionee,18b93898bf70952d620e143624ed15ff,LN_Mentionee__18b93898bf70952d620e143624ed15ff
@newyorkcitydepartmentofsanitation,@NewYorkCityDepartmentofSanitation,New York City Department of Sanitation,NYC,nyc,SLGAgency,188120,3140002,Slgagency,New York City Department of Sanitation,,LN_Mentionee,6944e74f048d023c219f605d01478903,LN_Mentionee__6944e74f048d023c219f605d01478903
@newyorkcitydepartmentofhomelessservices,@NewYorkCityDepartmentofHomelessServices,New York City Department of Homeless Services,NYC,nyc,SLGAgency,188289,3140002,Slgagency,New York City Department of Homeless Services,,LN_Mentionee,9598547cb7cf209b7202069015cc0bdb,LN_Mentionee__9598547cb7cf209b7202069015cc0bdb
@newyorkcityhousingauthority,@NewYorkCityHousingAuthority,New York City Housing Authority,NYC,nyc,SLGAgency,188289,3140002,Slgagency,New York City Housing Authority,,LN_Mentionee,35a7d16066d7f487d69c794505e1c3a8,LN_Mentionee__35a7d16066d7f487d69c794505e1c3a8
@nycha,@NYCHA,New York City Housing Authority,NYC,nyc,SLGAgency,188289,3140002,Slgagency,New York City Housing Authority,,LN_Mentionee,053a2d6d5d0fbe7f2e0577b11afdbf49,LN_Mentionee__053a2d6d5d0fbe7f2e0577b11afdbf49
@newyorkcitydepartmentofenvironmentalprotection,@NewYorkCityDepartmentofEnvironmentalProtection,New York City Department of Environmental Protection,NYC,nyc,SLGAgency,188133,3140002,Slgagency,New York City Department of Environmental Protection,,LN_Mentionee,4c745939b7caebf96914bb1ef2fabbd7,LN_Mentionee__4c745939b7caebf96914bb1ef2fabbd7
@nycdep,@nycdep,New York City Department of Environmental Protection,NYC,nyc,SLGAgency,188133,3140002,Slgagency,New York City Department of Environmental Protection,,LN_Mentionee,fb625087f73d746e9706db8eec81c265,LN_Mentionee__fb625087f73d746e9706db8eec81c265
@newyorkcitywaterboard,@NewYorkCityWaterBoard,New York City Water Board,NYC,nyc,SLGAgency,188242,3140002,Slgagency,New York City Water Board,,LN_Mentionee,725937bff12f690db069bc6f404f1a5f,LN_Mentionee__725937bff12f690db069bc6f404f1a5f
@nychealthy,@nycHealthy,New York City Department of Health and Mental Hygiene,NYC,nyc,SLGAgency,188124,3140002,Slgagency,New York City Department of Health and Mental Hygiene,,LN_Mentionee,7aab25167f1432445de6d0c6b2cf9b2d,LN_Mentionee__7aab25167f1432445de6d0c6b2cf9b2d
@newyorkcitydepartmentofhealthandmentalhygiene,@NewYorkCityDepartmentofHealthandMentalHygiene,New York City Department of Health and Mental Hygiene,NYC,nyc,SLGAgency,188124,3140002,Slgagency,New York City Department of Health and Mental Hygiene,,LN_Mentionee,51c342e009dcafdd29637339531da8ad,LN_Mentionee__51c342e009dcafdd29637339531da8ad
