keyword,keyword_upper,caption_name,location,location_lower,type,topic_id,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
@nycparks,@NYCParks,New York City Department of Parks and Recreation,NYC,nyc,SLGAgency,188120,3140002,Slgagency,New York City Department of Parks and Recreation,,LN_Mentionee,8ff5abb2e79ec1f5fe80e532a4e4dbb9,LN_Mentionee__8ff5abb2e79ec1f5fe80e532a4e4dbb9
@newyorkcitydepartmentofparksandrecreation,@NewYorkCityDepartmentofParksandRecreation,New York City Department of Parks and Recreation,NYC,nyc,SLGAgency,188120,3140002,Slgagency,New York City Department of Parks and Recreation,,LN_Mentionee,76951a50e8efe977eb827592d661e02b,LN_Mentionee__76951a50e8efe977eb827592d661e02b
@losangelesdepartmentofparksandrecreation,@LosAngelesDepartmentofParksandRecreation,Los Angeles Department of Parks and Recreation,Los Angeles,los angeles,SLGAgency,188120,3140002,Slgagency,Los Angeles Department of Parks and Recreation,,LN_Mentionee,35f41f45fe0c0d39c4dd256d42220951,LN_Mentionee__35f41f45fe0c0d39c4dd256d42220951
@losangelescountydepartmentofpublichealth,@LosAngelesCountyDepartmentofPublicHealth,Los Angeles County Department of Public Health,Los Angeles,los angeles,SLGAgency,188124,3140002,Slgagency,Los Angeles County Department of Public Health,,LN_Mentionee,4eec8f6ffdf7140d0245cb139825d11a,LN_Mentionee__4eec8f6ffdf7140d0245cb139825d11a
@lapublichealth,@lapublichealth,Los Angeles County Department of Public Health,Los Angeles,los angeles,SLGAgency,188124,3140002,Slgagency,Los Angeles County Department of Public Health,,LN_Mentionee,d13c0edee103806e77640b9db21c8e47,LN_Mentionee__d13c0edee103806e77640b9db21c8e47
@losangelesdepartmentoftransportation,@LosAngelesDepartmentofTransportation,Los Angeles Department of Transportation,Los Angeles,los angeles,SLGAgency,188120,3140002,Slgagency,Los Angeles Department of Transportation,,LN_Mentionee,00b3fbf82d01b08ccae94ad0cf626c8b,LN_Mentionee__00b3fbf82d01b08ccae94ad0cf626c8b
@ladot,@ladot,Los Angeles Department of Transportation,Los Angeles,los angeles,SLGAgency,188120,3140002,Slgagency,Los Angeles Department of Transportation,,LN_Mentionee,e4e1f391576c0bf00c4bf78c09d0bdef,LN_Mentionee__e4e1f391576c0bf00c4bf78c09d0bdef
@losangeleshomelessservicesauthority,@LosAngelesHomelessServicesAuthority,Los Angeles Homeless Services Authority,Los Angeles,los angeles,SLGAgency,188289,3140002,Slgagency,Los Angeles Homeless Services Authority,,LN_Mentionee,fb94e7eb42d4fe1b30c11ff475d02ccd,LN_Mentionee__fb94e7eb42d4fe1b30c11ff475d02ccd
@lahsa,@LAHSA,Los Angeles Homeless Services Authority,Los Angeles,los angeles,SLGAgency,188289,3140002,Slgagency,Los Angeles Homeless Services Authority,,LN_Mentionee,f79576aa2ef44ff0d702cfa9063435f2,LN_Mentionee__f79576aa2ef44ff0d702cfa9063435f2
@lahomeless,@LAHomeless,Los Angeles Homeless Services Authority,Los Angeles,los angeles,SLGAgency,188289,3140002,Slgagency,Los Angeles Homeless Services Authority,,LN_Mentionee,b7ce8712ad980b4211820ebd514a2a2d,LN_Mentionee__b7ce8712ad980b4211820ebd514a2a2d
@losangelescountyofficeofeducation,@LosAngelesCountyOfficeofEducation,Los Angeles County Office of Education,Los Angeles,los angeles,SLGAgency,188114,3140002,Slgagency,Los Angeles County Office of Education,,LN_Mentionee,a4da39ddd03f85dbdece3d5c18afa80a,LN_Mentionee__a4da39ddd03f85dbdece3d5c18afa80a
@losangelesdepartmentofwaterandpower,@LosAngelesDepartmentofWaterandPower,Los Angeles Department of Water and Power,Los Angeles,los angeles,SLGAgency,188241;188242,3140002,Slgagency,Los Angeles Department of Water and Power,,LN_Mentionee,895173aec2eaa7ae460661826c07a7da,LN_Mentionee__895173aec2eaa7ae460661826c07a7da
@ladwp,@ladwp,Los Angeles Department of Water and Power,Los Angeles,los angeles,SLGAgency,188241;188242,3140002,Slgagency,Los Angeles Department of Water and Power,,LN_Mentionee,4b786abd6f73bc534d26d3e27d42b48a,LN_Mentionee__4b786abd6f73bc534d26d3e27d42b48a
@losangeleshousingauthority,@LosAngelesHousingAuthority,Los Angeles Housing Authority,Los Angeles,los angeles,SLGAgency,188289,3140002,Slgagency,Los Angeles Housing Authority,,LN_Mentionee,f52f34bc492b2b665a5c91be331fce60,LN_Mentionee__f52f34bc492b2b665a5c91be331fce60
@hacla,@hacla,Los Angeles Housing Authority,Los Angeles,los angeles,SLGAgency,188289,3140002,Slgagency,Los Angeles Housing Authority,,LN_Mentionee,4e14141b2c6950a9908814dc5f428f51,LN_Mentionee__4e14141b2c6950a9908814dc5f428f51
@washingtondcdepartmentoftransportation,@WashingtonDCDepartmentofTransportation,"Washington, DC Department of Transportation",DC,dc,SLGAgency,188120,3140002,Slgagency,"Washington, DC Department of Transportation",,LN_Mentionee,58d90dffe42a676cfa4f206b5139ca14,LN_Mentionee__58d90dffe42a676cfa4f206b5139ca14
@washingtondcdepartmentofenergy&environment,@WashingtonDCDepartmentofEnergy&Environment,"Washington, DC Department of Energy and Environment",DC,dc,SLGAgency,188133,3140002,Slgagency,"Washington, DC Department of Energy and Environment",,LN_Mentionee,65e172f57dcc6b3827e8d44c38e354d1,LN_Mentionee__65e172f57dcc6b3827e8d44c38e354d1
@doee,@doee,"Washington, DC Department of Energy and Environment",DC,dc,SLGAgency,188133,3140002,Slgagency,"Washington, DC Department of Energy and Environment",,LN_Mentionee,fdfcd687e818ba5fda11372b39ce1d50,LN_Mentionee__fdfcd687e818ba5fda11372b39ce1d50
@washingtondchousingauthority,@WashingtonDCHousingAuthority,"Washington, DC Housing Authority",DC,dc,SLGAgency,188289,3140002,Slgagency,"Washington, DC Housing Authority",,LN_Mentionee,ff2e0fc8d9c855ea86e72a682624ed27,LN_Mentionee__ff2e0fc8d9c855ea86e72a682624ed27
@washingtondcdepartmentofpublicworks,@WashingtonDCDepartmentofPublicWorks,"Washington, DC Department of Public Works",DC,dc,SLGAgency,188120,3140002,Slgagency,"Washington, DC Department of Public Works",,LN_Mentionee,b6ac7c5568a032a98a1d5851dd46ad62,LN_Mentionee__b6ac7c5568a032a98a1d5851dd46ad62
@washingtondcdepartmentofwater,@WashingtonDCDepartmentofWater,"Washington, DC Department of Water",DC,dc,SLGAgency,188242,3140002,Slgagency,"Washington, DC Department of Water",,LN_Mentionee,2014c9774b30b1048e13975e458e20a5,LN_Mentionee__2014c9774b30b1048e13975e458e20a5
@dallasdepartmentofparksandrecreation,@DallasDepartmentofParksandRecreation,Dallas Department of Parks and Recreation,Dallas,dallas,SLGAgency,188120,3140002,Slgagency,Dallas Department of Parks and Recreation,,LN_Mentionee,4a28d88c032cf4bd5a4c01a1287af2a1,LN_Mentionee__4a28d88c032cf4bd5a4c01a1287af2a1
@dallascountydepartmentofhealthandhumanservices,@DallasCountyDepartmentofHealthandHumanServices,Dallas County Department of Health and Human Services,Dallas,dallas,SLGAgency,188124,3140002,Slgagency,Dallas County Department of Health and Human Services,,LN_Mentionee,5abe75c48c9f1fbed3edb1c33bec6629,LN_Mentionee__5abe75c48c9f1fbed3edb1c33bec6629
@dallasdepartmentoftransportation,@DallasDepartmentofTransportation,Dallas Department of Transportation,Dallas,dallas,SLGAgency,188120,3140002,Slgagency,Dallas Department of Transportation,,LN_Mentionee,627fbcf7fa956f7f13dd46efdc4d6741,LN_Mentionee__627fbcf7fa956f7f13dd46efdc4d6741
@dallasindependentschooldistrict,@DallasIndependentSchoolDistrict,Dallas Independent School District,Dallas,dallas,SLGAgency,188114,3140002,Slgagency,Dallas Independent School District,,LN_Mentionee,be95607a9cce7958c07e07808153886e,LN_Mentionee__be95607a9cce7958c07e07808153886e
@dallashousingauthority,@DallasHousingAuthority,Dallas Housing Authority,Dallas,dallas,SLGAgency,188120,3140002,Slgagency,Dallas Housing Authority,,LN_Mentionee,1d0304d2f695f3165d13ef23be12e387,LN_Mentionee__1d0304d2f695f3165d13ef23be12e387
@dallasdepartmentofsanitation,@DallasDepartmentofSanitation,Dallas Department of Sanitation,Dallas,dallas,SLGAgency,188120,3140002,Slgagency,Dallas Department of Sanitation,,LN_Mentionee,ed9b224458ea4ee2ba9e78229e222453,LN_Mentionee__ed9b224458ea4ee2ba9e78229e222453
@dallasdepartmentofwaterutilities,@DallasDepartmentofWaterUtilities,Dallas Department of Water,Dallas,dallas,SLGAgency,188242,3140002,Slgagency,Dallas Department of Water,,LN_Mentionee,7f91031ce2fad0a9e7df1d5c1704d0e5,LN_Mentionee__7f91031ce2fad0a9e7df1d5c1704d0e5
@houstondepartmentofparksandrecreation,@HoustonDepartmentofParksandRecreation,Houston Department of Parks and Recreation,Houston,houston,SLGAgency,188120,3140002,Slgagency,Houston Department of Parks and Recreation,,LN_Mentionee,4895b8d02ca4c2cd3c1e01ea1d0760d7,LN_Mentionee__4895b8d02ca4c2cd3c1e01ea1d0760d7
@houstonhealthdepartment,@HoustonHealthDepartment,Houston Department of Health,Houston,houston,SLGAgency,188124,3140002,Slgagency,Houston Department of Health,,LN_Mentionee,aff4e836495f9db996e5f9bf654af1fa,LN_Mentionee__aff4e836495f9db996e5f9bf654af1fa
@houstondepartmentofhousingandcommunitydevelopment,@HoustonDepartmentofHousingandCommunityDevelopment,Houston Department of Housing and Community Development,Houston,houston,SLGAgency,188289,3140002,Slgagency,Houston Department of Housing and Community Development,,LN_Mentionee,78ec046db37acb2f56788dee557b9a3a,LN_Mentionee__78ec046db37acb2f56788dee557b9a3a
@miamiparks,@miamiparks,Miami Department of Parks and Recreation,Miami,miami,SLGAgency,188120,3140002,Slgagency,Miami Department of Parks and Recreation,,LN_Mentionee,1acfda9e28482800ef52c5ec2e0eb088,LN_Mentionee__1acfda9e28482800ef52c5ec2e0eb088
@miamidepartmentofparksandrecreation,@MiamiDepartmentofparksandRecreation,Miami Department of Parks and Recreation,Miami,miami,SLGAgency,188120,3140002,Slgagency,Miami Department of Parks and Recreation,,LN_Mentionee,bdcec2e34fda193ccdd1ac7a94ea5384,LN_Mentionee__bdcec2e34fda193ccdd1ac7a94ea5384
@miamidadecountydepartmentofhealth,@MiamiDadeCountyDepartmentofHealth,Miami-Dade County Department of Health,Miami,miami,SLGAgency,188124,3140002,Slgagency,Miami-Dade County Department of Health,,LN_Mentionee,fa7129a46ac431ea20401d782a70588b,LN_Mentionee__fa7129a46ac431ea20401d782a70588b
@miamidadecountydepartmentoftransportation,@MiamiDadeCountyDepartmentofTransportation,Miami-Dade County Department of Transportation,Miami,miami,SLGAgency,188120,3140002,Slgagency,Miami-Dade County Department of Transportation,,LN_Mentionee,d4c493ebeb731be3d73144e6d233dded,LN_Mentionee__d4c493ebeb731be3d73144e6d233dded
@miamidadecountypublicschools,@MiamiDadeCountyPublicSchools,Miami-Dade County Public Schools,Miami,miami,SLGAgency,188114,3140002,Slgagency,Miami-Dade County Public Schools,,LN_Mentionee,c3a45795f790e5fc1879f1945bef6e3b,LN_Mentionee__c3a45795f790e5fc1879f1945bef6e3b
@miamidadecountydepartmentofwaterandsewer,@MiamiDadeCountyDepartmentofWaterandSewer,Miami-Dade County Department of Water and Sewer,Miami,miami,SLGAgency,188242,3140002,Slgagency,Miami-Dade County Department of Water and Sewer,,LN_Mentionee,c2d9f39b4423ddc3fdbd6ca43c053d50,LN_Mentionee__c2d9f39b4423ddc3fdbd6ca43c053d50
@philadelphiadepartmentofparksandrecreation,@PhiladelphiaDepartmentofParksandRecreation,Philadelphia Department of Parks and Recreation,Philadelphia,philadelphia,SLGAgency,188120,3140002,Slgagency,Philadelphia Department of Parks and Recreation,,LN_Mentionee,8847789fb5d4ff9dbf2cb7a4667b13bf,LN_Mentionee__8847789fb5d4ff9dbf2cb7a4667b13bf
@philadelphiadepartmentofpublichealth,@PhiladelphiaDepartmentofPublicHealth,Philadelphia Department of Public Health,Philadelphia,philadelphia,SLGAgency,188124,3140002,Slgagency,Philadelphia Department of Public Health,,LN_Mentionee,b2cc9cae110b2d4ea3746a13cfd66090,LN_Mentionee__b2cc9cae110b2d4ea3746a13cfd66090
"@philadelphiaofficeoftransportation,infrastructureandsustainability","@PhiladelphiaOfficeofTransportation,InfrastructureandSustainability","Philadelphia Office of Transportation, Infrastructure and Sustainability",Philadelphia,philadelphia,SLGAgency,188120,3140002,Slgagency,"Philadelphia Office of Transportation, Infrastructure and Sustainability",,LN_Mentionee,b776d6c7dd6cec87d23ca2c44cbecb98,LN_Mentionee__b776d6c7dd6cec87d23ca2c44cbecb98
@philadelphiahousingauthority,@PhiladelphiaHousingAuthority,Philadelphia Housing Authority,Philadelphia,philadelphia,SLGAgency,188289,3140002,Slgagency,Philadelphia Housing Authority,,LN_Mentionee,f868ed420d1796f01b6b6b87f2e2c48f,LN_Mentionee__f868ed420d1796f01b6b6b87f2e2c48f
@detroitdepartmentofparksandrecreation,@DetroitDepartmentofParksandRecreation,Detroit Department of Parks and Recreation,Detroit,detroit,SLGAgency,188120,3140002,Slgagency,Detroit Department of Parks and Recreation,,LN_Mentionee,48c8300d932a1d6e84ccea175095e13d,LN_Mentionee__48c8300d932a1d6e84ccea175095e13d
@detroithealthdepartment,@DetroitHealthDepartment,Detroit Health Department,Detroit,detroit,SLGAgency,188124,3140002,Slgagency,Detroit Health Department,,LN_Mentionee,3e17f2929ce721bcee956ba2d1c304ac,LN_Mentionee__3e17f2929ce721bcee956ba2d1c304ac
@detroithousingandrevitalizationdepartment,@DetroitHousingandRevitalizationDepartment,Detroit Housing and Revitalization Department,Detroit,detroit,SLGAgency,188289,3140002,Slgagency,Detroit Housing and Revitalization Department,,LN_Mentionee,e6e12a7c6e50c7788191c8473e85cd9a,LN_Mentionee__e6e12a7c6e50c7788191c8473e85cd9a
@detroitwaterandseweragedepartment,@DetroitWaterandSewerageDepartment,Detroit Department of Water and Sewerage,Detroit,detroit,SLGAgency,188242,3140002,Slgagency,Detroit Department of Water and Sewerage,,LN_Mentionee,544735a666ffc731c3cdaa9b3ae4c3b5,LN_Mentionee__544735a666ffc731c3cdaa9b3ae4c3b5
"@detroitbuildings,safety,engineeringandenvironmentaldepartment","@DetroitBuildings,Safety,EngineeringandEnvironmentalDepartment","Detroit Buildings, Safety, Engineering and Environmental Department",Detroit,detroit,SLGAgency,188120,3140002,Slgagency,"Detroit Buildings, Safety, Engineering and Environmental Department",,LN_Mentionee,12d5abe658bb49553e6d9c01edf06a3b,LN_Mentionee__12d5abe658bb49553e6d9c01edf06a3b
@atlantadepartmentofparksandrecreation,@AtlantaDepartmentofParksandRecreation,Atlanta Department of Parks and Recreation,Atlanta,atlanta,SLGAgency,188120,3140002,Slgagency,Atlanta Department of Parks and Recreation,,LN_Mentionee,e3d5ce9e54389959ae9852cc6c1d9cb8,LN_Mentionee__e3d5ce9e54389959ae9852cc6c1d9cb8
@atlantadepartmentofpublicworks,@AtlantaDepartmentofPublicWorks,Atlanta Department of Public Works,Atlanta,atlanta,SLGAgency,188120,3140002,Slgagency,Atlanta Department of Public Works,,LN_Mentionee,37776ce102139add20d8b53eaf846ea9,LN_Mentionee__37776ce102139add20d8b53eaf846ea9
@atlantadepartmentoftransportation,@AtlantaDepartmentofTransportation,Atlanta Department of Transportation,Atlanta,atlanta,SLGAgency,188120,3140002,Slgagency,Atlanta Department of Transportation,,LN_Mentionee,aed340663e39df19c37edde00a921736,LN_Mentionee__aed340663e39df19c37edde00a921736
@atlantadepartmentofcityplanning,@AtlantaDepartmentofCityPlanning,Atlanta Department of City Planning,Atlanta,atlanta,SLGAgency,188120,3140002,Slgagency,Atlanta Department of City Planning,,LN_Mentionee,9e0ce4891f0067ba584fa60b5226fc71,LN_Mentionee__9e0ce4891f0067ba584fa60b5226fc71
@atlantadepartmentofwatershedmanagement,@AtlantaDepartmentofWatershedManagement,Atlanta Department of Watershed Management,Atlanta,atlanta,SLGAgency,188133,3140002,Slgagency,Atlanta Department of Watershed Management,,LN_Mentionee,ebcd2359d698756e445676393b6c757e,LN_Mentionee__ebcd2359d698756e445676393b6c757e
@fultoncountydepartmentofpublichealth,@FultonCountyDepartmentofPublicHealth,Fulton County Department of Public Health,Atlanta,atlanta,SLGAgency,188124,3140002,Slgagency,Fulton County Department of Public Health,,LN_Mentionee,01603ff2749a4f8a52d53ee8604fbd94,LN_Mentionee__01603ff2749a4f8a52d53ee8604fbd94
@chicagoparksdistrict,@ChicagoParksDistrict,Chicago Parks District,Chicago,chicago,SLGAgency,188120,3140002,Slgagency,Chicago Parks District,,LN_Mentionee,c9611a0e0e1f68ba5dd92e9dafe577ad,LN_Mentionee__c9611a0e0e1f68ba5dd92e9dafe577ad
@chicagodepartmentofpublichealth,@ChicagoDepartmentofPublicHealth,Chicago Department of Public Health,Chicago,chicago,SLGAgency,188124,3140002,Slgagency,Chicago Department of Public Health,,LN_Mentionee,7817fc11e00e4be03ba520360f5fb6f7,LN_Mentionee__7817fc11e00e4be03ba520360f5fb6f7
@chicagodepartmentoftransportation,@ChicagoDepartmentofTransportation,Chicago Department of Transportation,Chicago,chicago,SLGAgency,188120,3140002,Slgagency,Chicago Department of Transportation,,LN_Mentionee,d5b70c0a714640f7692708a0d1d745c0,LN_Mentionee__d5b70c0a714640f7692708a0d1d745c0
@chicagohousingauthority,@ChicagoHousingAuthority,Chicago Housing Authority,Chicago,chicago,SLGAgency,188289,3140002,Slgagency,Chicago Housing Authority,,LN_Mentionee,55122255a0d359679531564766f1b5f6,LN_Mentionee__55122255a0d359679531564766f1b5f6
@chicagodepartmentofstreetsandsanitation,@ChicagoDepartmentofStreetsandSanitation,Chicago Department of Streets and Sanitation,Chicago,chicago,SLGAgency,188120,3140002,Slgagency,Chicago Department of Streets and Sanitation,,LN_Mentionee,b41557e76465a2e4177ad1e06d9d1ecf,LN_Mentionee__b41557e76465a2e4177ad1e06d9d1ecf
@dss,@dss,Chicago Department of Streets and Sanitation,Chicago,chicago,SLGAgency,188120,3140002,Slgagency,Chicago Department of Streets and Sanitation,,LN_Mentionee,65e568a15161e64125dedf1265cb42ec,LN_Mentionee__65e568a15161e64125dedf1265cb42ec
@chicagodepartmentofwatermanagement,@ChicagoDepartmentofWaterManagement,Chicago Department of Water Management,Chicago,chicago,SLGAgency,188242,3140002,Slgagency,Chicago Department of Water Management,,LN_Mentionee,ad354bc43db352753a452d150dc90549,LN_Mentionee__ad354bc43db352753a452d150dc90549
@sandiegodepartmentofparksandrecreation,@SanDiegoDepartmentofParksandRecreation,San Diego Department of Parks and Recreation,San Diego,san diego,SLGAgency,188120,3140002,Slgagency,San Diego Department of Parks and Recreation,,LN_Mentionee,c1d118aad41bc195c4fae26bc537db23,LN_Mentionee__c1d118aad41bc195c4fae26bc537db23
@sandiegocountyhealth&humanservicesagency,@SanDiegoCountyHealth&HumanServicesAgency,San Diego County Health & Human Services Agency,San Diego,san diego,SLGAgency,188124,3140002,Slgagency,San Diego County Health & Human Services Agency,,LN_Mentionee,bd0efaa3b3eee6a0ec29925d5d4f7a06,LN_Mentionee__bd0efaa3b3eee6a0ec29925d5d4f7a06
@sandiegocountytransportationdivision,@SanDiegoCountyTransportationDivision,San Diego County Transportation Division,San Diego,san diego,SLGAgency,188120,3140002,Slgagency,San Diego County Transportation Division,,LN_Mentionee,78e6ff6f438e78c9a8e017d0e263575f,LN_Mentionee__78e6ff6f438e78c9a8e017d0e263575f
@sandiegohousingcommission,@SanDiegoHousingCommission,San Diego Housing Commission,San Diego,san diego,SLGAgency,188289,3140002,Slgagency,San Diego Housing Commission,,LN_Mentionee,e7b3dcececcf515d6df184293aa3b1f9,LN_Mentionee__e7b3dcececcf515d6df184293aa3b1f9
