german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#dorotheenstrasse,"Dorotheenstrasse in Munster, Germany",51.9575789,7.6431568,1,,,,,,space,"Dorotheenstrasse in Munster, Germany",,german_fires_munster_locations,b2807f3f16db9e7e5886bf12e2484032,german_fires_munster_locations__b2807f3f16db9e7e5886bf12e2484032
#dorpatweg,"Dorpatweg in Munster, Germany",51.9763178,7.6116906,1,,,,,,IndustryTerm,"Dorpatweg in Munster, Germany",,german_fires_munster_locations,916215dd82ef0637436180cbf895c01a,german_fires_munster_locations__916215dd82ef0637436180cbf895c01a
#dortmunderstrasse,"Dortmunder Strasse in Munster, Germany",51.954464,7.6417155,1,,,,,,ForeignMinistry,"Dortmunder Strasse in Munster, Germany",,german_fires_munster_locations,04c1656f58c1a2eb94a2f6d97d7d5d72,german_fires_munster_locations__04c1656f58c1a2eb94a2f6d97d7d5d72
#drachterstrasse,"Drachterstrasse in Munster, Germany",51.9246216,7.6227563,1,,,,,,News,"Drachterstrasse in Munster, Germany",,german_fires_munster_locations,e8c51f084d0ef5679d9b8d71e7813e05,german_fires_munster_locations__e8c51f084d0ef5679d9b8d71e7813e05
#drechslerweg,"Drechslerweg in Munster, Germany",51.9508831,7.5273316,1,,,,,,CompanyKeyword,"Drechslerweg in Munster, Germany",,german_fires_munster_locations,e0fb4ed7b225646ffcba5268640665d0,german_fires_munster_locations__e0fb4ed7b225646ffcba5268640665d0
#dreieichen,"Drei Eichen in Munster, Germany",51.9964555,7.7052303,1,,,,,,News,"Drei Eichen in Munster, Germany",,german_fires_munster_locations,d82c0c8d47ba69d1bb980b32990e29be,german_fires_munster_locations__d82c0c8d47ba69d1bb980b32990e29be
#dreilinden,"Dreilinden in Munster, Germany",52.0388402,7.6162222,1,,,,,,Shipping,"Dreilinden in Munster, Germany",,german_fires_munster_locations,bca65c6af4487712f5fcb7c4e78ba147,german_fires_munster_locations__bca65c6af4487712f5fcb7c4e78ba147
#dreischkamp,"Dreischkamp in Munster, Germany",51.9587388,7.5368456,1,,,,,,Pipeline,"Dreischkamp in Munster, Germany",,german_fires_munster_locations,a9c18b4b0d6c04c7366de32f9b0a0727,german_fires_munster_locations__a9c18b4b0d6c04c7366de32f9b0a0727
#dreizehnerstrasse,"Dreizehnerstrasse in Munster, Germany",51.9837059,7.6082361,1,,,,,,Organization,"Dreizehnerstrasse in Munster, Germany",,german_fires_munster_locations,a4036178ba3f1ca0b2bba0270ef8ccb6,german_fires_munster_locations__a4036178ba3f1ca0b2bba0270ef8ccb6
#drensteinfurtweg,"Drensteinfurtweg in Munster, Germany",51.9274801,7.6033395,1,,,,,,Person,"Drensteinfurtweg in Munster, Germany",,german_fires_munster_locations,9101d6a903417346b1301128cb6262ca,german_fires_munster_locations__9101d6a903417346b1301128cb6262ca
#drolshagenweg,"Drolshagenweg in Munster, Germany",51.9386913,7.6560619,1,,,,,,AAEntity,"Drolshagenweg in Munster, Germany",,german_fires_munster_locations,e7587c7d50672ceeac1c289d5a5078fe,german_fires_munster_locations__e7587c7d50672ceeac1c289d5a5078fe
#drosselweg,"Drosselweg in Munster, Germany",51.9513802,7.5403416,1,,,,,,FTO,"Drosselweg in Munster, Germany",,german_fires_munster_locations,c8f67e802399d82ab71646190a62d1c5,german_fires_munster_locations__c8f67e802399d82ab71646190a62d1c5
#drostenhofstrasse,"Drostenhofstrasse in Munster, Germany",51.9162004,7.7303884,1,,,,,,Shipping,"Drostenhofstrasse in Munster, Germany",,german_fires_munster_locations,40175b1503d30058b78111bc7e07ff5a,german_fires_munster_locations__40175b1503d30058b78111bc7e07ff5a
#drostestrasse,"Drostestrasse in Munster, Germany",51.9882203,7.7025527,1,,,,,,CompanyKeyword,"Drostestrasse in Munster, Germany",,german_fires_munster_locations,838d78c42d8f9616556efc1fe9e45f70,german_fires_munster_locations__838d78c42d8f9616556efc1fe9e45f70
#drubbel,"Drubbel in Munster, Germany",51.9632701,7.6282222,1,,,,,,ForeignMinistry,"Drubbel in Munster, Germany",,german_fires_munster_locations,3b9dea69c550dfca00d26aef8fc7c16e,german_fires_munster_locations__3b9dea69c550dfca00d26aef8fc7c16e
#duddeyheide,"Duddeyheide in Munster, Germany",51.9241709,7.565605,1,,,,,,Legislator,"Duddeyheide in Munster, Germany",,german_fires_munster_locations,1ffd7349f984187a1058e66fabb816f1,german_fires_munster_locations__1ffd7349f984187a1058e66fabb816f1
#duesbergweg,"Duesbergweg in Munster, Germany",51.9322414,7.6162717,1,,,,,,Media,"Duesbergweg in Munster, Germany",,german_fires_munster_locations,c853d257142f2072a7b61aa7b5c597a2,german_fires_munster_locations__c853d257142f2072a7b61aa7b5c597a2
#dulmenerstrasse,"Dulmener Strasse in Munster, Germany",51.9245563,7.5168413,1,,,,,,Diplomat,"Dulmener Strasse in Munster, Germany",,german_fires_munster_locations,93336c1812ed251f6a579597774c735a,german_fires_munster_locations__93336c1812ed251f6a579597774c735a
#dunantstrasse,"Dunantstrasse in Munster, Germany",51.9468015,7.6101429,1,,,,,,Keyphrase,"Dunantstrasse in Munster, Germany",,german_fires_munster_locations,f31557e17a5f36ac3deb8650a6b23eba,german_fires_munster_locations__f31557e17a5f36ac3deb8650a6b23eba
#durerstrasse,"Durerstrasse in Munster, Germany",51.9689353,7.6245141,1,,,,,,Shipping,"Durerstrasse in Munster, Germany",,german_fires_munster_locations,78eaa984391192e3011704d083dbb8b1,german_fires_munster_locations__78eaa984391192e3011704d083dbb8b1
#dyckburgheide,"Dyckburgheide in Munster, Germany",51.9923596,7.6839896,1,,,,,,ForeignMinistry,"Dyckburgheide in Munster, Germany",,german_fires_munster_locations,3bf60b116f8ac1e5ba45bb296dc0ceab,german_fires_munster_locations__3bf60b116f8ac1e5ba45bb296dc0ceab
#dyckburgstrasse,"Dyckburgstrasse in Munster, Germany",51.9854252,7.6818069,1,,,,,,IndustryTerm,"Dyckburgstrasse in Munster, Germany",,german_fires_munster_locations,5e8c2594cc1cae99707e0e9e7b72a88e,german_fires_munster_locations__5e8c2594cc1cae99707e0e9e7b72a88e
#echelmeyerstrasse,"Echelmeyerstrasse in Munster, Germany",51.9365339,7.5884559,1,,,,,,ForeignMinister,"Echelmeyerstrasse in Munster, Germany",,german_fires_munster_locations,0d4139f382e877fce63e45643ab54407,german_fires_munster_locations__0d4139f382e877fce63e45643ab54407
#eckenerstrasse,"Eckenerstrasse in Munster, Germany",51.9708268,7.6333587,1,,,,,,Wells,"Eckenerstrasse in Munster, Germany",,german_fires_munster_locations,9c17a3910d6ebf1ff3a1338c0afdd6f0,german_fires_munster_locations__9c17a3910d6ebf1ff3a1338c0afdd6f0
#eckernstiege,"Eckernstiege in Munster, Germany",51.9171089,7.5334961,1,,,,,,Legislator,"Eckernstiege in Munster, Germany",,german_fires_munster_locations,7e19e2239a4cfec7154a08acab0fd257,german_fires_munster_locations__7e19e2239a4cfec7154a08acab0fd257
#edelbach,"Edelbach in Munster, Germany",51.9880139,7.6533949,1,,,,,,Exec,"Edelbach in Munster, Germany",,german_fires_munster_locations,f551574873be5733b40c457054401676,german_fires_munster_locations__f551574873be5733b40c457054401676
#edithsteinstrasse,"Edith-Stein-Strasse in Munster, Germany",51.9675774,7.6077105,1,,,,,,ForeignMinister,"Edith-Stein-Strasse in Munster, Germany",,german_fires_munster_locations,0a12d1fb68bdf86e4d633c543f60c85e,german_fires_munster_locations__0a12d1fb68bdf86e4d633c543f60c85e
#egbertsnoekstrasse,"Egbert-Snoek-Strasse in Munster, Germany",51.9406311,7.6487468,1,,,,,,Refinery,"Egbert-Snoek-Strasse in Munster, Germany",,german_fires_munster_locations,df33517eade546db2cbb754ecdcd90ca,german_fires_munster_locations__df33517eade546db2cbb754ecdcd90ca
