handle,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
jblm_pao,JBLM News,Refinery,JBLM News,,basementions_mentioner,8833011b49005f27888d609a4d577de4,basementions_mentioner__8833011b49005f27888d609a4d577de4
abc7,ABC7,Legislator,ABC7,,basementions_mentioner,aa15d744f2013d0b0e6bf4fce120e88b,basementions_mentioner__aa15d744f2013d0b0e6bf4fce120e88b
theitem,The Sumter Item,Shipping,The Sumter Item,,basementions_mentioner,7429c82a666ee512792d50b3eac11ea1,basementions_mentioner__7429c82a666ee512792d50b3eac11ea1
kansasdotcom,The Wichita Eagle,Consulates,The Wichita Eagle,,basementions_mentioner,e75481e69833ca717ee6fb413fb1b076,basementions_mentioner__e75481e69833ca717ee6fb413fb1b076
hawaiinewsnow,Hawaii News Now,AAEntity,Hawaii News Now,,basementions_mentioner,34fdf0c8104d943c2af9967f34af8049,basementions_mentioner__34fdf0c8104d943c2af9967f34af8049
rcjournal,Rapid City Journal,Keyphrase,Rapid City Journal,,basementions_mentioner,51b52fec8a8b2957fc9185ed73312601,basementions_mentioner__51b52fec8a8b2957fc9185ed73312601
lompocrecord,Lompoc Record,Legislator,Lompoc Record,,basementions_mentioner,5d8766b4ceb02c4facd52f6328e0767e,basementions_mentioner__5d8766b4ceb02c4facd52f6328e0767e
wwlp22news,WWLP,Keyphrase,WWLP,,basementions_mentioner,377036e2db3b114364bb691af2f108ce,basementions_mentioner__377036e2db3b114364bb691af2f108ce
spacecoastdaily,Space Coast Daily,Consulates,Space Coast Daily,,basementions_mentioner,85a46cf216b04f74858b9f9e0a498074,basementions_mentioner__85a46cf216b04f74858b9f9e0a498074
enidnews,Enid News & Eagle,IndustryTerm,Enid News & Eagle,,basementions_mentioner,0aa694fb02c47b4ec79557fd7035f972,basementions_mentioner__0aa694fb02c47b4ec79557fd7035f972
kswo_7news,KSWO 7News,ForeignMinister,KSWO 7News,,basementions_mentioner,31adaeb4465bfb0636462a4cca72f01d,basementions_mentioner__31adaeb4465bfb0636462a4cca72f01d
cbssacramento,CBS Sacramento,AAEntity,CBS Sacramento,,basementions_mentioner,860934bc18a22e076bc6b707af316ea0,basementions_mentioner__860934bc18a22e076bc6b707af316ea0
ksatnews,KSAT,Exec,KSAT,,basementions_mentioner,61dbc6340c17be99309b60f944110965,basementions_mentioner__61dbc6340c17be99309b60f944110965
cbsla,CBS Los Angeles,space,CBS Los Angeles,,basementions_mentioner,63e3fd8e5b29d60f754d963b94f39234,basementions_mentioner__63e3fd8e5b29d60f754d963b94f39234
mgmadvertiser,Montgomery Advertiser,Wells,Montgomery Advertiser,,basementions_mentioner,4f35e520f3de3af666555866e490fc37,basementions_mentioner__4f35e520f3de3af666555866e490fc37
arkansasonline,The Arkansas Democrat-Gazette,LegislativeCommittee,The Arkansas Democrat-Gazette,,basementions_mentioner,074ae4ccec6ca913c02c50caaef92e91,basementions_mentioner__074ae4ccec6ca913c02c50caaef92e91
annistonstar,Anniston Star,Wells,Anniston Star,,basementions_mentioner,423d8374483823f57df40c2fab09e05f,basementions_mentioner__423d8374483823f57df40c2fab09e05f
elpasotimes,El Paso Times,Person,El Paso Times,,basementions_mentioner,7b922c383ee470e3e32d71ef51262419,basementions_mentioner__7b922c383ee470e3e32d71ef51262419
macombdaily,Macomb Daily,ForeignMinister,Macomb Daily,,basementions_mentioner,3da99c981daa6bd91c037a12a09efdde,basementions_mentioner__3da99c981daa6bd91c037a12a09efdde
8news,8NEWS,News,8NEWS,,basementions_mentioner,936cdcd384c4693e9d94de277135ff2d,basementions_mentioner__936cdcd384c4693e9d94de277135ff2d
tullahomanews,Tullahoma News,IndustryTerm,Tullahoma News,,basementions_mentioner,e5ef8445b11c2a9df8941ab36fd389c7,basementions_mentioner__e5ef8445b11c2a9df8941ab36fd389c7
dispatch_argus,The Dispatch Argus,ForeignMinistry,The Dispatch Argus,,basementions_mentioner,8737d3f45effe2edece75a99ad2a96ee,basementions_mentioner__8737d3f45effe2edece75a99ad2a96ee
azds,Arizona Daily Sun,IndustryTerm,Arizona Daily Sun,,basementions_mentioner,b8e92dc6a0317563a9465d4561c9341e,basementions_mentioner__b8e92dc6a0317563a9465d4561c9341e
timesnewsonline,Times News,FTO,Times News,,basementions_mentioner,e1e9c1a3f26e3ec9789f028a3ff3bfa0,basementions_mentioner__e1e9c1a3f26e3ec9789f028a3ff3bfa0
plaqgazette,Plaquemines Gazette,Keyphrase,Plaquemines Gazette,,basementions_mentioner,aeeef03c01f7c5b9d0f83f3dabfaa0b1,basementions_mentioner__aeeef03c01f7c5b9d0f83f3dabfaa0b1
richmondrnews,Richmond Register,Shipping,Richmond Register,,basementions_mentioner,c6753176d07afe728c9399b1680da035,basementions_mentioner__c6753176d07afe728c9399b1680da035
mysa,My San Antonio,Organization,My San Antonio,,basementions_mentioner,a2c74ec27113f76ee6b8a0e08cdc05ae,basementions_mentioner__a2c74ec27113f76ee6b8a0e08cdc05ae
bklyneagle,Brooklyn Daily Eagle,Diplomat,Brooklyn Daily Eagle,,basementions_mentioner,afba0b5c9f17f986ef40e238bf0dd814,basementions_mentioner__afba0b5c9f17f986ef40e238bf0dd814
pinebeltnews,Pine Belt News,ForeignMinistry,Pine Belt News,,basementions_mentioner,57fe85b5d9d11ec34d36f52caf813274,basementions_mentioner__57fe85b5d9d11ec34d36f52caf813274
jdnews,The Daily News,ForeignMinistry,The Daily News,,basementions_mentioner,d8a067c94c5aa4cfe9a65f8f17fa18a8,basementions_mentioner__d8a067c94c5aa4cfe9a65f8f17fa18a8
egreenwichnews,East Greenwich News,Exec,East Greenwich News,,basementions_mentioner,e01da69607ac73c153b40a65923e93a0,basementions_mentioner__e01da69607ac73c153b40a65923e93a0
ccavalanche,Crawford County Avalanche,Diplomat,Crawford County Avalanche,,basementions_mentioner,e1212af6aaf20ff564c26e2a03cd2915,basementions_mentioner__e1212af6aaf20ff564c26e2a03cd2915
muskogeephoenix,Muskogee Phoenix,Person,Muskogee Phoenix,,basementions_mentioner,71ca46aab74dff5c6886cb1be461f488,basementions_mentioner__71ca46aab74dff5c6886cb1be461f488
guernseygazette,The Guernsey Gazette,Media,The Guernsey Gazette,,basementions_mentioner,aa27c64593eefe4dba4946389119ce7e,basementions_mentioner__aa27c64593eefe4dba4946389119ce7e
gtimes,Gainsville Times,Refinery,Gainsville Times,,basementions_mentioner,6b5d795ab64b7195b09b40e866ddf843,basementions_mentioner__6b5d795ab64b7195b09b40e866ddf843
sdut,San Diego Union Tribune,IndustryTerm,San Diego Union Tribune,,basementions_mentioner,d0e9de74575227ec8dfd8cea05a991c7,basementions_mentioner__d0e9de74575227ec8dfd8cea05a991c7
dailyastorian,The Astorian,Refinery,The Astorian,,basementions_mentioner,77d79c67efe4c5aacdbad8037c106551,basementions_mentioner__77d79c67efe4c5aacdbad8037c106551
bastropnews,Austin American-Statesman,space,Austin American-Statesman,,basementions_mentioner,2bb268e32ac45698b90fede4fb150a64,basementions_mentioner__2bb268e32ac45698b90fede4fb150a64
easternnmnews,The Eastern New Mexico News,LegislativeCommittee,The Eastern New Mexico News,,basementions_mentioner,eb36eeefb2faf2dfbabc640fe5ee18b0,basementions_mentioner__eb36eeefb2faf2dfbabc640fe5ee18b0
cumberlink,The Sentinel,Exec,The Sentinel,,basementions_mentioner,e6278b93876757d4f2f796fb11d6f1ec,basementions_mentioner__e6278b93876757d4f2f796fb11d6f1ec
kris6news,KRIS 6 News,Organization,KRIS 6 News,,basementions_mentioner,75f1681937706e0695446bb58d387f97,basementions_mentioner__75f1681937706e0695446bb58d387f97
kltv7,KLTV 7,Pipeline,KLTV 7,,basementions_mentioner,b3a2d24f079da3ef1c13260d04ef5a69,basementions_mentioner__b3a2d24f079da3ef1c13260d04ef5a69
wcbinews,WCBI News,space,WCBI News,,basementions_mentioner,ef6a438239dfd74cd71a7509658e5411,basementions_mentioner__ef6a438239dfd74cd71a7509658e5411
ktnv,KTNV 13 Action News,Media,KTNV 13 Action News,,basementions_mentioner,2a9f1b554310c84e35a695ed5c05c6dc,basementions_mentioner__2a9f1b554310c84e35a695ed5c05c6dc
eastoregonian,East Oregonian,ForeignMinistry,East Oregonian,,basementions_mentioner,94ef9d12885ac33f6115ea1454424774,basementions_mentioner__94ef9d12885ac33f6115ea1454424774
fox61news,FOX61,Exec,FOX61,,basementions_mentioner,e8f0970986f1a2df75fda2a5d5327123,basementions_mentioner__e8f0970986f1a2df75fda2a5d5327123
coastalpoint,Coastal Point,Wells,Coastal Point,,basementions_mentioner,ceb1fdcdb6ab5e91caef855ef8cfd040,basementions_mentioner__ceb1fdcdb6ab5e91caef855ef8cfd040
930wfmd,WFMD,News,WFMD,,basementions_mentioner,8c43e442507cb703cd9228b2a8b8c79c,basementions_mentioner__8c43e442507cb703cd9228b2a8b8c79c
kvoa,KVOA,Legislator,KVOA,,basementions_mentioner,1090f678525287603cfea2b8d828a396,basementions_mentioner__1090f678525287603cfea2b8d828a396
ajc,The Atlanta Journal-Constitution,AAEntity,The Atlanta Journal-Constitution,,basementions_mentioner,0d8813ec357f2d895840a7fcd98d81fa,basementions_mentioner__0d8813ec357f2d895840a7fcd98d81fa
wdtnews,Watertown Daily Times,ForeignMinister,Watertown Daily Times,,basementions_mentioner,178fbd9563f509f25a71128c55427145,basementions_mentioner__178fbd9563f509f25a71128c55427145
ktxs_news,KTXS,Person,KTXS,,basementions_mentioner,eb2b56414914ba142820d26872c2fe47,basementions_mentioner__eb2b56414914ba142820d26872c2fe47
kgetnews,KGET,DiplomaticFacilities,KGET,,basementions_mentioner,57f20aab220c7e6a661db03f3f299f4a,basementions_mentioner__57f20aab220c7e6a661db03f3f299f4a
newsminer,Fairbanks Daily News-Miner,Refinery,Fairbanks Daily News-Miner,,basementions_mentioner,631d08ce3ca431fcf6b7b5c794334842,basementions_mentioner__631d08ce3ca431fcf6b7b5c794334842
rgj,Reno Gazette Journal,Pipeline,Reno Gazette Journal,,basementions_mentioner,5f64336fa6bd3552eaba5471b46d9dac,basementions_mentioner__5f64336fa6bd3552eaba5471b46d9dac
kgwntv,KGWN,FTO,KGWN,,basementions_mentioner,613cd741d2cca1f4966a7f7ecefd312e,basementions_mentioner__613cd741d2cca1f4966a7f7ecefd312e
abc4utah,ABC4 Utah,Person,ABC4 Utah,,basementions_mentioner,f6336352a644cda08c6334806e5554f9,basementions_mentioner__f6336352a644cda08c6334806e5554f9
nbc12,NBC12,Person,NBC12,,basementions_mentioner,ef19e86cd87708d27315db39956d159d,basementions_mentioner__ef19e86cd87708d27315db39956d159d
nbcwashington,NBC Washington,ForeignMinister,NBC Washington,,basementions_mentioner,14bddfc2e94f26858a88efe88307ad36,basementions_mentioner__14bddfc2e94f26858a88efe88307ad36
koldnews,KOLD 13,News,KOLD 13,,basementions_mentioner,cbe7c0a22423ab2da21f7ba7b29972c4,basementions_mentioner__cbe7c0a22423ab2da21f7ba7b29972c4
wrblnews3,WRBL News 3,Legislator,WRBL News 3,,basementions_mentioner,99a7f6c6aef416cbf71940bfddbb1b7c,basementions_mentioner__99a7f6c6aef416cbf71940bfddbb1b7c
sjdailystar,San Juan Daily Star,Keyphrase,San Juan Daily Star,,basementions_mentioner,ab9230765b9a0b120671132da01d144d,basementions_mentioner__ab9230765b9a0b120671132da01d144d
clarksvillenow,Clarksville Now,Media,Clarksville Now,,basementions_mentioner,6ebc5a9cc34117569200e27d5db86fa0,basementions_mentioner__6ebc5a9cc34117569200e27d5db86fa0
wwmtnews,News Channel 3 WWMT,Media,News Channel 3 WWMT,,basementions_mentioner,2da39e7ae95d261b2b3619e99e7ed359,basementions_mentioner__2da39e7ae95d261b2b3619e99e7ed359
aug_chronicle,Augusta Chronicle,Media,Augusta Chronicle,,basementions_mentioner,7d514c485f944aca75b0f02c3701bd9b,basementions_mentioner__7d514c485f944aca75b0f02c3701bd9b
kuacfmtv,KUAC,Exec,KUAC,,basementions_mentioner,18ef690469ea5cfff23851a12af722f6,basementions_mentioner__18ef690469ea5cfff23851a12af722f6
6newsctx,KCEN News,space,KCEN News,,basementions_mentioner,433dff22ac5125e0ea89b0da3801026a,basementions_mentioner__433dff22ac5125e0ea89b0da3801026a
wcbd,WCBD News 2,ForeignMinistry,WCBD News 2,,basementions_mentioner,cfa1a57ac1f697e491a6ff8f943b2752,basementions_mentioner__cfa1a57ac1f697e491a6ff8f943b2752
wave3news,Wave 3 News,Organization,Wave 3 News,,basementions_mentioner,13d2623413974f957208dd9f14b4a284,basementions_mentioner__13d2623413974f957208dd9f14b4a284
leavenworthlamp,Fort Leavenworth Lamp,Wells,Fort Leavenworth Lamp,,basementions_mentioner,7eae09adc0cd95a8b3473d013538bd16,basementions_mentioner__7eae09adc0cd95a8b3473d013538bd16
krcg13,KRCG 13,Consulates,KRCG 13,,basementions_mentioner,b10c78bf44c3039ffd836ed1bde5f940,basementions_mentioner__b10c78bf44c3039ffd836ed1bde5f940
news8news,WKBT News 8,News,WKBT News 8,,basementions_mentioner,50373aec776a1058cbe8704e8150bb79,basementions_mentioner__50373aec776a1058cbe8704e8150bb79
wibw,WIBW,LegislativeCommittee,WIBW,,basementions_mentioner,cf95b47354a0c0d91b63988928ed6cd8,basementions_mentioner__cf95b47354a0c0d91b63988928ed6cd8
khonnews,KHON2 News,space,KHON2 News,,basementions_mentioner,767fbc7aa27b33295c1bae4e81590532,basementions_mentioner__767fbc7aa27b33295c1bae4e81590532
wtoc11,WTOC-11,LegislativeCommittee,WTOC-11,,basementions_mentioner,f49838a1f092b4f924ddeb6f6b5d0590,basementions_mentioner__f49838a1f092b4f924ddeb6f6b5d0590
800kiny,800 KINY,Legislator,800 KINY,,basementions_mentioner,276d5efeb9e9ecac929d04d2aaf0eed1,basementions_mentioner__276d5efeb9e9ecac929d04d2aaf0eed1
wtvynews4,WTVY News 4,Shipping,WTVY News 4,,basementions_mentioner,aa0e2492bbedfb93e6d38e749556df63,basementions_mentioner__aa0e2492bbedfb93e6d38e749556df63
kfor,KFOR,IndustryTerm,KFOR,,basementions_mentioner,d68394cb469b16cca5ad7161a070a6d9,basementions_mentioner__d68394cb469b16cca5ad7161a070a6d9
wncn,CBS 17,ForeignMinistry,CBS 17,,basementions_mentioner,b018efea0f0081dd127a73ea9d3b8350,basementions_mentioner__b018efea0f0081dd127a73ea9d3b8350
fox21news,FOX21 News,Legislator,FOX21 News,,basementions_mentioner,1d9aa597d7897b46bfe861f4eb30e569,basementions_mentioner__1d9aa597d7897b46bfe861f4eb30e569
cbsdenver,CBS Denver,ForeignMinister,CBS Denver,,basementions_mentioner,d576cd54e5f8b5119929aa1a55216b80,basementions_mentioner__d576cd54e5f8b5119929aa1a55216b80
lebanontown,LebTown,Media,LebTown,,basementions_mentioner,5dd2582c159cc9b14f0f6a5be77fc05f,basementions_mentioner__5dd2582c159cc9b14f0f6a5be77fc05f
capgaznews,Capital Gazette,IndustryTerm,Capital Gazette,,basementions_mentioner,ce513c6c1f32705c446299559f37f913,basementions_mentioner__ce513c6c1f32705c446299559f37f913
gosanangelo,GoSanAngelo,Person,GoSanAngelo,,basementions_mentioner,5cbe9a742a84988466337c923cbb500e,basementions_mentioner__5cbe9a742a84988466337c923cbb500e
gfherald,Grand Forks Herald,Legislator,Grand Forks Herald,,basementions_mentioner,42ff7bc37fa4a38978005a0d415cc189,basementions_mentioner__42ff7bc37fa4a38978005a0d415cc189
kslcom,KSL,AAEntity,KSL,,basementions_mentioner,498cc5161e4a768c672a011fa2aae89c,basementions_mentioner__498cc5161e4a768c672a011fa2aae89c
wbz,WBZ CBS Boston News,Wells,WBZ CBS Boston News,,basementions_mentioner,f155608aeb7dc9de174c1e5c4198b491,basementions_mentioner__f155608aeb7dc9de174c1e5c4198b491
whiotv,WHIO-TV,Consulates,WHIO-TV,,basementions_mentioner,b33cff47351cbfbc19509127d36ec535,basementions_mentioner__b33cff47351cbfbc19509127d36ec535
kolo8,KOLO8,Organization,KOLO8,,basementions_mentioner,88f719969212553d0bbcea80f3b3f14d,basementions_mentioner__88f719969212553d0bbcea80f3b3f14d
alamogordonews,Alamogordo Daily News,space,Alamogordo Daily News,,basementions_mentioner,1aae0669cb77261ac5c02e82d2e50653,basementions_mentioner__1aae0669cb77261ac5c02e82d2e50653
nwfdailynews,Northwest Florida Daily News,News,Northwest Florida Daily News,,basementions_mentioner,470f65f849b3ff027dc5752adc8ceb8e,basementions_mentioner__470f65f849b3ff027dc5752adc8ceb8e
ktvb,KTVB,Pipeline,KTVB,,basementions_mentioner,2a5f035da07196f6c2b86cecacbe70e6,basementions_mentioner__2a5f035da07196f6c2b86cecacbe70e6
wrtv,WRTV,CompanyKeyword,WRTV,,basementions_mentioner,f633078b738b1e343fb07efb3a56c07f,basementions_mentioner__f633078b738b1e343fb07efb3a56c07f
kccinews,KCCI,Keyphrase,KCCI,,basementions_mentioner,69a5dcc47a23c8be89effbbdd671e6f0,basementions_mentioner__69a5dcc47a23c8be89effbbdd671e6f0
weartv,WEAR-TV,Organization,WEAR-TV,,basementions_mentioner,93e3f0661926cb39487dcb86138861ed,basementions_mentioner__93e3f0661926cb39487dcb86138861ed
adndotcom,Anchorage Daily News,ForeignMinister,Anchorage Daily News,,basementions_mentioner,e95fa763d6907d8606181436d573adb9,basementions_mentioner__e95fa763d6907d8606181436d573adb9
wavy_news,WAVY-TV,Refinery,WAVY-TV,,basementions_mentioner,04ce73a56bda99e814340db36cb43f91,basementions_mentioner__04ce73a56bda99e814340db36cb43f91
thenewstribune,Tacoma News Tribune,Media,Tacoma News Tribune,,basementions_mentioner,a556f3001ef00d08e18e5cb76154b1dc,basementions_mentioner__a556f3001ef00d08e18e5cb76154b1dc
arlnowdotcom,Arlington Now,Media,Arlington Now,,basementions_mentioner,4f08ef1e1797cfbcc97ab38bbd70fc2c,basementions_mentioner__4f08ef1e1797cfbcc97ab38bbd70fc2c
wtop,WTOP,space,WTOP,,basementions_mentioner,cab9e2c6bf41b771ee8fe32f91a0e710,basementions_mentioner__cab9e2c6bf41b771ee8fe32f91a0e710
burlcotimes,Burlington County Times,CompanyKeyword,Burlington County Times,,basementions_mentioner,b0e1b6e9679eec5fb59810baf28c526b,basementions_mentioner__b0e1b6e9679eec5fb59810baf28c526b
jshoreonline,Jersey Shore Online,space,Jersey Shore Online,,basementions_mentioner,641412c187b832be6f53b0985f202062,basementions_mentioner__641412c187b832be6f53b0985f202062
ldleader,Leesville Daily Leader,Legislator,Leesville Daily Leader,,basementions_mentioner,14cf53befea3cc6d125935afa91b4795,basementions_mentioner__14cf53befea3cc6d125935afa91b4795
wlox,WLOX,Diplomat,WLOX,,basementions_mentioner,bd99447341f120c83592d6d6d398e601,basementions_mentioner__bd99447341f120c83592d6d6d398e601
kob4,KOB 4,AAEntity,KOB 4,,basementions_mentioner,36df4690bf5fb2c96a758af59be84a07,basementions_mentioner__36df4690bf5fb2c96a758af59be84a07
katvnews,KATV,Legislator,KATV,,basementions_mentioner,484575f962937f4671b6c8e10c1c4788,basementions_mentioner__484575f962937f4671b6c8e10c1c4788
abc15,ABC15,Wells,ABC15,,basementions_mentioner,8f1c159c9f2a1ad901b2c88ef9c78dda,basementions_mentioner__8f1c159c9f2a1ad901b2c88ef9c78dda
wfla,WFLA,Keyphrase,WFLA,,basementions_mentioner,ff25baf20bd8f33ea5308070594a9e3a,basementions_mentioner__ff25baf20bd8f33ea5308070594a9e3a
krtv,KRTV,CompanyKeyword,KRTV,,basementions_mentioner,8e26cdd2e25acca83c9858011fa4711d,basementions_mentioner__8e26cdd2e25acca83c9858011fa4711d
pressenterprise,The Press-Enterprise,Consulates,The Press-Enterprise,,basementions_mentioner,433a3ec39a1f1a295f4810fcad097400,basementions_mentioner__433a3ec39a1f1a295f4810fcad097400
wsfa12news,WFSA,Diplomat,WFSA,,basementions_mentioner,121061f532f2a815a31b017bb5d0cd30,basementions_mentioner__121061f532f2a815a31b017bb5d0cd30
mcalesternews,McAlester News-Capital,News,McAlester News-Capital,,basementions_mentioner,a5e0bef6f0c325f90241f72a7280d1aa,basementions_mentioner__a5e0bef6f0c325f90241f72a7280d1aa
islandpacket,The Beaufort Gazette,Refinery,The Beaufort Gazette,,basementions_mentioner,cbf3a2327969a2c03c8d4498131f198d,basementions_mentioner__cbf3a2327969a2c03c8d4498131f198d
nbsunjournal,New Bern Sun Journal,LegislativeCommittee,New Bern Sun Journal,,basementions_mentioner,c4e368e60e7de83ba12e671084103787,basementions_mentioner__c4e368e60e7de83ba12e671084103787
nbcsandiego,NBC 7,Exec,NBC 7,,basementions_mentioner,92ef64be4002121ed6d540e34a78cd3f,basementions_mentioner__92ef64be4002121ed6d540e34a78cd3f
kyma11,KYMA,Organization,KYMA,,basementions_mentioner,9f795661a4d58f1b2a1b7a0116e3b203,basementions_mentioner__9f795661a4d58f1b2a1b7a0116e3b203
potomaclocal,Potomac Local News,DiplomaticFacilities,Potomac Local News,,basementions_mentioner,de27c042de3aded5d0a4236f598c2991,basementions_mentioner__de27c042de3aded5d0a4236f598c2991
kcranews,KCRA,Pipeline,KCRA,,basementions_mentioner,da1aea76321fd1304ddda35ef57911eb,basementions_mentioner__da1aea76321fd1304ddda35ef57911eb
baltimoresun,The Baltimore Sun,Person,The Baltimore Sun,,basementions_mentioner,d6cfdef90462bd5987e11b9e6ce27844,basementions_mentioner__d6cfdef90462bd5987e11b9e6ce27844
wbaltv11,WBAL-TV,ForeignMinistry,WBAL-TV,,basementions_mentioner,300d0a1005a45e9ca48d43155a241c31,basementions_mentioner__300d0a1005a45e9ca48d43155a241c31
wbaltv12,WBAL-TV,IndustryTerm,WBAL-TV,,basementions_mentioner,300d0a1005a45e9ca48d43155a241c31,basementions_mentioner__300d0a1005a45e9ca48d43155a241c31
walbnews10,WALB,DiplomaticFacilities,WALB,,basementions_mentioner,fa28bf5243adc7d035ce44e4c7febfce,basementions_mentioner__fa28bf5243adc7d035ce44e4c7febfce
nevadadailymail,Nevada Daily Mail,Person,Nevada Daily Mail,,basementions_mentioner,5db2ab73ede576bc77d5fc3d1cb2f6b2,basementions_mentioner__5db2ab73ede576bc77d5fc3d1cb2f6b2
brd_dispatch,Brainerd Dispatch,Person,Brainerd Dispatch,,basementions_mentioner,5d4c7c5d1544957659d2841caf7e39d5,basementions_mentioner__5d4c7c5d1544957659d2841caf7e39d5
fcn2go,First Coast News,FTO,First Coast News,,basementions_mentioner,e82ef05fbf5db8cee34de210a10bc5ab,basementions_mentioner__e82ef05fbf5db8cee34de210a10bc5ab
13newsnow,13News Now,Legislator,13News Now,,basementions_mentioner,7ec4b758987a481f6ece4c731dadf5d6,basementions_mentioner__7ec4b758987a481f6ece4c731dadf5d6
fwbusinesspress,Fort Worth Business Press,Diplomat,Fort Worth Business Press,,basementions_mentioner,9b2cd0898d1a4e2aa3b45ff89c4c64e4,basementions_mentioner__9b2cd0898d1a4e2aa3b45ff89c4c64e4
jaxdotcom,The Florida Times-Union,Legislator,The Florida Times-Union,,basementions_mentioner,f9b8e6441c9c408e21e9fe324cc5ab76,basementions_mentioner__f9b8e6441c9c408e21e9fe324cc5ab76
keysweekly,Florida Keys Weekly,Pipeline,Florida Keys Weekly,,basementions_mentioner,f01d841429800b95ef316c8e46357ef7,basementions_mentioner__f01d841429800b95ef316c8e46357ef7
meridianstar,The Meridian Star,space,The Meridian Star,,basementions_mentioner,6b3a2b21a35d77d2dc87ea4fd310d08d,basementions_mentioner__6b3a2b21a35d77d2dc87ea4fd310d08d
pnj,Pensacola News Journal,ForeignMinister,Pensacola News Journal,,basementions_mentioner,42cc1e6a88c8e8cbe8678241d5796476,basementions_mentioner__42cc1e6a88c8e8cbe8678241d5796476
somdchronicle,The Southern Maryland Chronicle,LegislativeCommittee,The Southern Maryland Chronicle,,basementions_mentioner,6b87ffbb04ee2b86703c775b339c2494,basementions_mentioner__6b87ffbb04ee2b86703c775b339c2494
nfdailynews,Northwest Florida Daily News,DiplomaticFacilities,Northwest Florida Daily News,,basementions_mentioner,470f65f849b3ff027dc5752adc8ceb8e,basementions_mentioner__470f65f849b3ff027dc5752adc8ceb8e
whidbeynews,Whidbey News-Times,Legislator,Whidbey News-Times,,basementions_mentioner,adf68780a19d9a70e04ec4a2736f4d57,basementions_mentioner__adf68780a19d9a70e04ec4a2736f4d57
metrowestdaily,MetroWest Daily News,News,MetroWest Daily News,,basementions_mentioner,74f1bcabf2b96ebd2ec326c2b7241cd8,basementions_mentioner__74f1bcabf2b96ebd2ec326c2b7241cd8
wxxv25,WXXV News 25,AAEntity,WXXV News 25,,basementions_mentioner,67dbf2168c7522734ecff90fcdb27ef8,basementions_mentioner__67dbf2168c7522734ecff90fcdb27ef8
kitsapsun,Kitsap Sun,Refinery,Kitsap Sun,,basementions_mentioner,c6b464b777583c2c07f06c9f8e2c263c,basementions_mentioner__c6b464b777583c2c07f06c9f8e2c263c
myeverettnews,My Everett News,Exec,My Everett News,,basementions_mentioner,939cd02a9206dfeac4b309eecc24113a,basementions_mentioner__939cd02a9206dfeac4b309eecc24113a
wbiw,WBIW,Legislator,WBIW,,basementions_mentioner,6605faf0cb16bd37dbfdb3e93899e53b,basementions_mentioner__6605faf0cb16bd37dbfdb3e93899e53b
dailyherald,Daily Herald,Organization,Daily Herald,,basementions_mentioner,41a855389954e3773a7d6799b3a9b1fe,basementions_mentioner__41a855389954e3773a7d6799b3a9b1fe
thenewportdaily,The Newport Daily News,ForeignMinister,The Newport Daily News,,basementions_mentioner,b8bfbe7ba628a2aa481e3fc4d256165c,basementions_mentioner__b8bfbe7ba628a2aa481e3fc4d256165c
kpbsnews,kpbs,ForeignMinister,kpbs,,basementions_mentioner,6525793dccc07fb25930668e0fd89cbb,basementions_mentioner__6525793dccc07fb25930668e0fd89cbb
civilbeat,Honolulu Civil Beat,Diplomat,Honolulu Civil Beat,,basementions_mentioner,25182abefd25402f510782cef3604e91,basementions_mentioner__25182abefd25402f510782cef3604e91
postandcourier,The Post and Courier,Media,The Post and Courier,,basementions_mentioner,d7ae0773aa638b0c4a5a6b0f90ae505c,basementions_mentioner__d7ae0773aa638b0c4a5a6b0f90ae505c
jaxdailyrecord,Jacksonville Daily Record,Shipping,Jacksonville Daily Record,,basementions_mentioner,2705468efe147357db3b86f7bb39bdf9,basementions_mentioner__2705468efe147357db3b86f7bb39bdf9
virginianpilot,The Virginian Pilot,Pipeline,The Virginian Pilot,,basementions_mentioner,75f7c6bbc68df89b3c0d53c256b2e3ec,basementions_mentioner__75f7c6bbc68df89b3c0d53c256b2e3ec
orlandosentinel,Orlando Sentinel,Keyphrase,Orlando Sentinel,,basementions_mentioner,a73474df2e6abd3b6f2da13d958c9ac4,basementions_mentioner__a73474df2e6abd3b6f2da13d958c9ac4
wjhg-tv,WJHG,DiplomaticFacilities,WJHG,,basementions_mentioner,24dfec10dd57778a1ea9906a55e34042,basementions_mentioner__24dfec10dd57778a1ea9906a55e34042
brunswick_news,The Brunswick News,Consulates,The Brunswick News,,basementions_mentioner,a60859d0f271c2dee8b0458d1dbe2e53,basementions_mentioner__a60859d0f271c2dee8b0458d1dbe2e53
newsintheburg,The Free Lance-Star,Person,The Free Lance-Star,,basementions_mentioner,2fd47b5af29c4d6a7c1538a8cf41306f,basementions_mentioner__2fd47b5af29c4d6a7c1538a8cf41306f
vvdailypress,Daily Press,Consulates,Daily Press,,basementions_mentioner,47627bb30d11d8a5b40cd34002b62691,basementions_mentioner__47627bb30d11d8a5b40cd34002b62691
monmouthjournal,The Monmouth Journal,Organization,The Monmouth Journal,,basementions_mentioner,4be1a3e7a75020549be7803d00850f0c,basementions_mentioner__4be1a3e7a75020549be7803d00850f0c
