handle,caption_name,location,Type,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
sutterink,TV producer Karl Sutter,United States,Entertainment,united states,Entertainment,TV producer Karl Sutter,,entertainment_mentioner,c35cf0b1f83e3685d278b11aa16f205c,entertainment_mentioner__c35cf0b1f83e3685d278b11aa16f205c
xtiandela,YouTube personality Xtian Dela,United States,Entertainment,united states,Entertainment,YouTube personality Xtian Dela,,entertainment_mentioner,0f4580f9870ca697fb2d347afd45bd66,entertainment_mentioner__0f4580f9870ca697fb2d347afd45bd66
amaalmallik,Music director Amaal Mallik,United States,Entertainment,united states,Entertainment,Music director Amaal Mallik,,entertainment_mentioner,0861c4b324ebb4b24de30a5468958025,entertainment_mentioner__0861c4b324ebb4b24de30a5468958025
pedroj_ramirez,Journalist Pedro J Ramirez,United States,Entertainment,united states,Entertainment,Journalist Pedro J Ramirez,,entertainment_mentioner,78cd9260553ab152da89e75719f9ed3f,entertainment_mentioner__78cd9260553ab152da89e75719f9ed3f
jonmchu,Film director Jon M Chu,United States,Entertainment,united states,Entertainment,Film director Jon M Chu,,entertainment_mentioner,6bcdd785dd9524652048ad8a2b907c6d,entertainment_mentioner__6bcdd785dd9524652048ad8a2b907c6d
mamtamohan,Actor Mamta Mohandas,United States,Entertainment,united states,Entertainment,Actor Mamta Mohandas,,entertainment_mentioner,fc526173b34387c14e3a53f42b94118f,entertainment_mentioner__fc526173b34387c14e3a53f42b94118f
joeperry,Musician Joe Perry,United States,Entertainment,united states,Entertainment,Musician Joe Perry,,entertainment_mentioner,5e6a4ed4e1dfe4dbfd6fa26b81e408a5,entertainment_mentioner__5e6a4ed4e1dfe4dbfd6fa26b81e408a5
jodiemarsh,TV personality Jodie Marsh,United States,Entertainment,united states,Entertainment,TV personality Jodie Marsh,,entertainment_mentioner,0380eb587396b7a305939e8b2f0bc243,entertainment_mentioner__0380eb587396b7a305939e8b2f0bc243
kateysagal,Actor Katey Sagal,United States,Entertainment,united states,Entertainment,Actor Katey Sagal,,entertainment_mentioner,937818efe4a33f860949962ec55cf20b,entertainment_mentioner__937818efe4a33f860949962ec55cf20b
joeyking,Actor Joey King,United States,Entertainment,united states,Entertainment,Actor Joey King,,entertainment_mentioner,5202aa3553bd95815727d33da358aa40,entertainment_mentioner__5202aa3553bd95815727d33da358aa40
emilyvancamp,Actor Emily VanCamp,United States,Entertainment,united states,Entertainment,Actor Emily VanCamp,,entertainment_mentioner,3721c073079b641fa3fdcef22f4d03a3,entertainment_mentioner__3721c073079b641fa3fdcef22f4d03a3
suginoofficial,Actor Yosuke Sugino,United States,Entertainment,united states,Entertainment,Actor Yosuke Sugino,,entertainment_mentioner,dc4d7c5de6388d6e3e0f83e189659bf7,entertainment_mentioner__dc4d7c5de6388d6e3e0f83e189659bf7
chris_smoove,YouTube personality Chris Smoove,United States,Entertainment,united states,Entertainment,YouTube personality Chris Smoove,,entertainment_mentioner,35b46f58bea59da00280f96027fb8cf9,entertainment_mentioner__35b46f58bea59da00280f96027fb8cf9
anubhavsinha,Film director Anubhav Sinha,United States,Entertainment,united states,Entertainment,Film director Anubhav Sinha,,entertainment_mentioner,018ff8c072bc040d29fe84620de271b3,entertainment_mentioner__018ff8c072bc040d29fe84620de271b3
jeffdunham,Ventriloquist Jeff Dunham,United States,Entertainment,united states,Entertainment,Ventriloquist Jeff Dunham,,entertainment_mentioner,5cf2e0f3ba54ec3ba974e859dad5e9d8,entertainment_mentioner__5cf2e0f3ba54ec3ba974e859dad5e9d8
daniarmstrong88,TV personality Danielle Armstrong,United States,Entertainment,united states,Entertainment,TV personality Danielle Armstrong,,entertainment_mentioner,75528698d1dbbb7bbda88adcd7b8e59b,entertainment_mentioner__75528698d1dbbb7bbda88adcd7b8e59b
manuriosfdez,Actor Manu Rios,United States,Entertainment,united states,Entertainment,Actor Manu Rios,,entertainment_mentioner,9a33bf8236c8889431c5cb4965587ad6,entertainment_mentioner__9a33bf8236c8889431c5cb4965587ad6
rippialoha,Actor Riho Iida,United States,Entertainment,united states,Entertainment,Actor Riho Iida,,entertainment_mentioner,b7b83ae8745aa57c35ffeec67b3e7464,entertainment_mentioner__b7b83ae8745aa57c35ffeec67b3e7464
gloriaestefan,Singer-songwriter Gloria Estefan,United States,Entertainment,united states,Entertainment,Singer-songwriter Gloria Estefan,,entertainment_mentioner,c6a3619b3c3cbf56a9bd54dd1f0a5767,entertainment_mentioner__c6a3619b3c3cbf56a9bd54dd1f0a5767
shima_s2,Music artist Shima,United States,Entertainment,united states,Entertainment,Music artist Shima,,entertainment_mentioner,fae54f01f21bf73ec59e7d72efddc61f,entertainment_mentioner__fae54f01f21bf73ec59e7d72efddc61f
suicidesilence,Band Suicide Silence,United States,Entertainment,united states,Entertainment,Band Suicide Silence,,entertainment_mentioner,1b71ff6913c0f26c99fc02c75db6774c,entertainment_mentioner__1b71ff6913c0f26c99fc02c75db6774c
aynurdogan,Singer Aynur Dogan,United States,Entertainment,united states,Entertainment,Singer Aynur Dogan,,entertainment_mentioner,d091694da93e2bdfcc322c14a8fc5cc1,entertainment_mentioner__d091694da93e2bdfcc322c14a8fc5cc1
paparizouhelena,Singer-songwriter Helena Paparizou,United States,Entertainment,united states,Entertainment,Singer-songwriter Helena Paparizou,,entertainment_mentioner,6fc916a1298425b0df2f3f9df65df257,entertainment_mentioner__6fc916a1298425b0df2f3f9df65df257
iamcolinquinn,Comedian Colin Quinn,United States,Entertainment,united states,Entertainment,Comedian Colin Quinn,,entertainment_mentioner,61668e9d633439f1feef20bf3978e979,entertainment_mentioner__61668e9d633439f1feef20bf3978e979
melanieiglesias,Actor Melanie Iglesias,United States,Entertainment,united states,Entertainment,Actor Melanie Iglesias,,entertainment_mentioner,652c6ca8449c2743720bb5c5b35aee3e,entertainment_mentioner__652c6ca8449c2743720bb5c5b35aee3e
sakisrouvas,Actor Sakis Rouvas,United States,Entertainment,united states,Entertainment,Actor Sakis Rouvas,,entertainment_mentioner,cd96a693ab29a34373f42c9dd86c5e29,entertainment_mentioner__cd96a693ab29a34373f42c9dd86c5e29
koyabukazutoyo,Comedian Kazutoyo Koyabu,United States,Entertainment,united states,Entertainment,Comedian Kazutoyo Koyabu,,entertainment_mentioner,88e476ca0a2a487906b33d82bebd9c77,entertainment_mentioner__88e476ca0a2a487906b33d82bebd9c77
eastoncorbin,Singer Easton Corbin,United States,Entertainment,united states,Entertainment,Singer Easton Corbin,,entertainment_mentioner,649a3180da4556c55237262e1dd57c45,entertainment_mentioner__649a3180da4556c55237262e1dd57c45
7justinchambers,Actor Justin Chambers,United States,Entertainment,united states,Entertainment,Actor Justin Chambers,,entertainment_mentioner,cd0da902bab4fa4aa9f02dcc52dbf38f,entertainment_mentioner__cd0da902bab4fa4aa9f02dcc52dbf38f
kylecgshore,TV personality Kyle Christie,United States,Entertainment,united states,Entertainment,TV personality Kyle Christie,,entertainment_mentioner,c6b6f98fe077ac3311b0c69b14bf8c20,entertainment_mentioner__c6b6f98fe077ac3311b0c69b14bf8c20
laura88lee,YouTube personality Laura Lee,United States,Entertainment,united states,Entertainment,YouTube personality Laura Lee,,entertainment_mentioner,2434efda4a7c0211b48412c1becbdace,entertainment_mentioner__2434efda4a7c0211b48412c1becbdace
isaiahrashad,Rapper Isaiah Rashad,United States,Entertainment,united states,Entertainment,Rapper Isaiah Rashad,,entertainment_mentioner,d44bdd8b1bb69eb6b42623dd9700a1ab,entertainment_mentioner__d44bdd8b1bb69eb6b42623dd9700a1ab
iamsheree,TV personality Sheree Whitfield,United States,Entertainment,united states,Entertainment,TV personality Sheree Whitfield,,entertainment_mentioner,8f3dd8e774c9db3e0a6b652c3880230e,entertainment_mentioner__8f3dd8e774c9db3e0a6b652c3880230e
daveweasel,Comedian Dave Weasel,United States,Entertainment,united states,Entertainment,Comedian Dave Weasel,,entertainment_mentioner,4ecd5d2f9b8b0ea1ae8d7dc6e2ea04fb,entertainment_mentioner__4ecd5d2f9b8b0ea1ae8d7dc6e2ea04fb
originallimon,Music group La Original Banda El Limon,United States,Entertainment,united states,Entertainment,Music group La Original Banda El Limon,,entertainment_mentioner,2e3045d80ebd69123f9a25a62762bf49,entertainment_mentioner__2e3045d80ebd69123f9a25a62762bf49
dinhoouropreto,Musician Dinho Ouro Preto,United States,Entertainment,united states,Entertainment,Musician Dinho Ouro Preto,,entertainment_mentioner,0417b991d343e1adfe5a016ff434bdc8,entertainment_mentioner__0417b991d343e1adfe5a016ff434bdc8
itsgarytime,TV personality Gary Shirley,United States,Entertainment,united states,Entertainment,TV personality Gary Shirley,,entertainment_mentioner,a8ba68c5e6904d4e5c657c0de068d19d,entertainment_mentioner__a8ba68c5e6904d4e5c657c0de068d19d
kuhp2222,Singer Khalid Abdulrahman,United States,Entertainment,united states,Entertainment,Singer Khalid Abdulrahman,,entertainment_mentioner,5e232c7b562b4ec1cdb1fd89fc7aeee1,entertainment_mentioner__5e232c7b562b4ec1cdb1fd89fc7aeee1
zabaletachile,Actor Jorge Zabaleta,United States,Entertainment,united states,Entertainment,Actor Jorge Zabaleta,,entertainment_mentioner,404b9fcecf121feef3a05939a48d2863,entertainment_mentioner__404b9fcecf121feef3a05939a48d2863
guster,Band Guster,United States,Entertainment,united states,Entertainment,Band Guster,,entertainment_mentioner,41824ea1f7156fdaa2bd01f8addc8082,entertainment_mentioner__41824ea1f7156fdaa2bd01f8addc8082
maguyboughosn,Actor Maguy Bou Ghosn,United States,Entertainment,united states,Entertainment,Actor Maguy Bou Ghosn,,entertainment_mentioner,17e543ae8e529f6d45727d1d31c26f21,entertainment_mentioner__17e543ae8e529f6d45727d1d31c26f21
jameslock__,TV personality James Lock,United States,Entertainment,united states,Entertainment,TV personality James Lock,,entertainment_mentioner,8d3dd90d3e1bea13b29b27212626160b,entertainment_mentioner__8d3dd90d3e1bea13b29b27212626160b
johnbarrowman,Actor John Barrowman,United States,Entertainment,united states,Entertainment,Actor John Barrowman,,entertainment_mentioner,fc6b90930932822d1f860ee416c67c5a,entertainment_mentioner__fc6b90930932822d1f860ee416c67c5a
gerardbutler,Gerard Butler,United States,Entertainment,united states,Entertainment,Gerard Butler,,entertainment_mentioner,6cd686c4ed8d8b60d4dade228e7f2609,entertainment_mentioner__6cd686c4ed8d8b60d4dade228e7f2609
39saku_chan,Singer Sakura Miyawaki,United States,Entertainment,united states,Entertainment,Singer Sakura Miyawaki,,entertainment_mentioner,11dd7116e9faededb991ef66783969cc,entertainment_mentioner__11dd7116e9faededb991ef66783969cc
dionnewarwick,Dionne Warwick,United States,Entertainment,united states,Entertainment,Dionne Warwick,,entertainment_mentioner,09df3cd1a19dab8aeef6e4af7036e2c2,entertainment_mentioner__09df3cd1a19dab8aeef6e4af7036e2c2
therashamidesai,Actor Rashami Desai,United States,Entertainment,united states,Entertainment,Actor Rashami Desai,,entertainment_mentioner,e2981c4842ad376344e1ab2a8c6c806f,entertainment_mentioner__e2981c4842ad376344e1ab2a8c6c806f
shigeo0128,Comedian Shigeo Takahashi,United States,Entertainment,united states,Entertainment,Comedian Shigeo Takahashi,,entertainment_mentioner,bed94779bdc2d8c5d2235d04d2b9c216,entertainment_mentioner__bed94779bdc2d8c5d2235d04d2b9c216
johnmaine,Singer John O'Callaghan,United States,Entertainment,united states,Entertainment,Singer John O'Callaghan,,entertainment_mentioner,6f23ee5ad4ca31db62440ab641ad1c09,entertainment_mentioner__6f23ee5ad4ca31db62440ab641ad1c09
daftlimmy,Comedian Limmy,United States,Entertainment,united states,Entertainment,Comedian Limmy,,entertainment_mentioner,be2839b72230a504d07f531795f440c4,entertainment_mentioner__be2839b72230a504d07f531795f440c4
darthlux,DJ Laura Lux,United States,Entertainment,united states,Entertainment,DJ Laura Lux,,entertainment_mentioner,dc8ecb2d39a19809c3a8b828f0d6eda3,entertainment_mentioner__dc8ecb2d39a19809c3a8b828f0d6eda3
aseel,Singer Aseel Omran,United States,Entertainment,united states,Entertainment,Singer Aseel Omran,,entertainment_mentioner,3eaf1f500fcbb52a6b000284c2c4ab7e,entertainment_mentioner__3eaf1f500fcbb52a6b000284c2c4ab7e
scotthoying,Singer Scott Hoying,United States,Entertainment,united states,Entertainment,Singer Scott Hoying,,entertainment_mentioner,eb12101a19384fea8707334b57b38e93,entertainment_mentioner__eb12101a19384fea8707334b57b38e93
jakemiller,Singer-songwriter Jake Miller,United States,Entertainment,united states,Entertainment,Singer-songwriter Jake Miller,,entertainment_mentioner,0ebcae5433532c44aaa2d7b2f686492e,entertainment_mentioner__0ebcae5433532c44aaa2d7b2f686492e
threedaysgrace,Band Three Days Grace,United States,Entertainment,united states,Entertainment,Band Three Days Grace,,entertainment_mentioner,0832f74e255dd1f6f653258bd80fa738,entertainment_mentioner__0832f74e255dd1f6f653258bd80fa738
timheidecker,Comedian Tim Heidecker,United States,Entertainment,united states,Entertainment,Comedian Tim Heidecker,,entertainment_mentioner,5e2f5fe8ea70142f18348646e09d0440,entertainment_mentioner__5e2f5fe8ea70142f18348646e09d0440
ninagawamika,Photographer Mika Ninagawa,United States,Entertainment,united states,Entertainment,Photographer Mika Ninagawa,,entertainment_mentioner,216d85e36f1bfd3aea5a4d21f1d872d6,entertainment_mentioner__216d85e36f1bfd3aea5a4d21f1d872d6
nickgroff_,TV personality Nick Groff,United States,Entertainment,united states,Entertainment,TV personality Nick Groff,,entertainment_mentioner,1cb388d205af0ad8b96b5b29ed233c04,entertainment_mentioner__1cb388d205af0ad8b96b5b29ed233c04
honigstein,Journalist Raphael Honigstein,United States,Entertainment,united states,Entertainment,Journalist Raphael Honigstein,,entertainment_mentioner,fb15020a5ac9a9ceadf41cf0adba665a,entertainment_mentioner__fb15020a5ac9a9ceadf41cf0adba665a
brendanrobinson,Actor Brendan Robinson,United States,Entertainment,united states,Entertainment,Actor Brendan Robinson,,entertainment_mentioner,eb7050d0d3d14baf2406515198d38bfe,entertainment_mentioner__eb7050d0d3d14baf2406515198d38bfe
paddymcguinness,TV presenter Paddy McGuinness,United States,Entertainment,united states,Entertainment,TV presenter Paddy McGuinness,,entertainment_mentioner,3efe6abe852aa590099a20cd26254d19,entertainment_mentioner__3efe6abe852aa590099a20cd26254d19
buseterim,Instagram personality Buse Terim Bahcekapili,United States,Entertainment,united states,Entertainment,Instagram personality Buse Terim Bahcekapili,,entertainment_mentioner,726637cb33c70374721b5349301ba6ed,entertainment_mentioner__726637cb33c70374721b5349301ba6ed
sigarodriguinho,Soccer player Rodriguinho,United States,Entertainment,united states,Entertainment,Soccer player Rodriguinho,,entertainment_mentioner,6650007bf41e25368c0629eba715ad0c,entertainment_mentioner__6650007bf41e25368c0629eba715ad0c
shriya1109,Actor Shriya Saran,United States,Entertainment,united states,Entertainment,Actor Shriya Saran,,entertainment_mentioner,02fcf0a4825e2d97119e35008cdaeb66,entertainment_mentioner__02fcf0a4825e2d97119e35008cdaeb66
marieiitoyo,Actor Marie Iitoyo,United States,Entertainment,united states,Entertainment,Actor Marie Iitoyo,,entertainment_mentioner,87dbe8dd274237231b235206b8e167eb,entertainment_mentioner__87dbe8dd274237231b235206b8e167eb
jamielynnspears,Jamie Lynn Spears,United States,Entertainment,united states,Entertainment,Jamie Lynn Spears,,entertainment_mentioner,a65c1b1fe0eb6dd61806e34b7e67bd3f,entertainment_mentioner__a65c1b1fe0eb6dd61806e34b7e67bd3f
pattyarquette,Actor Patricia Arquette,United States,Entertainment,united states,Entertainment,Actor Patricia Arquette,,entertainment_mentioner,805b85cee7492f232d1f1f778b8c0a71,entertainment_mentioner__805b85cee7492f232d1f1f778b8c0a71
elliottwright_,TV personality Elliott Wright,United States,Entertainment,united states,Entertainment,TV personality Elliott Wright,,entertainment_mentioner,2ec6bdd01d438c0a9d2fd7028f74883d,entertainment_mentioner__2ec6bdd01d438c0a9d2fd7028f74883d
arobertwebb,Comedian Robert Webb,United States,Entertainment,united states,Entertainment,Comedian Robert Webb,,entertainment_mentioner,59c55ca15f0d1f5903e3e0b8b051754e,entertainment_mentioner__59c55ca15f0d1f5903e3e0b8b051754e
robhuebel,Actor Rob Huebel,United States,Entertainment,united states,Entertainment,Actor Rob Huebel,,entertainment_mentioner,d1f69ca5c2574bf867e025f4bc47868a,entertainment_mentioner__d1f69ca5c2574bf867e025f4bc47868a
dritadavanzo,TV personality Drita D'Avanzo,United States,Entertainment,united states,Entertainment,TV personality Drita D'Avanzo,,entertainment_mentioner,c1b79430174ac68485416c4834664545,entertainment_mentioner__c1b79430174ac68485416c4834664545
j4ckmull,Twitch personality Jack Mull,United States,Entertainment,united states,Entertainment,Twitch personality Jack Mull,,entertainment_mentioner,0dc045192fbf9b1524049e456349457b,entertainment_mentioner__0dc045192fbf9b1524049e456349457b
iamchrisramsey,Comedian Chris Ramsey,United States,Entertainment,united states,Entertainment,Comedian Chris Ramsey,,entertainment_mentioner,7265406945e45d7aee4f0aa59af6d985,entertainment_mentioner__7265406945e45d7aee4f0aa59af6d985
vanessadamata,Singer-songwriter Vanessa da Mata,United States,Entertainment,united states,Entertainment,Singer-songwriter Vanessa da Mata,,entertainment_mentioner,117ba15590a16dd78f176ec5a484e709,entertainment_mentioner__117ba15590a16dd78f176ec5a484e709
nick_colletti,former Vine personality Nick Colletti,United States,Entertainment,united states,Entertainment,former Vine personality Nick Colletti,,entertainment_mentioner,d40ba7c57be1803e6ba3a074c4e7abd0,entertainment_mentioner__d40ba7c57be1803e6ba3a074c4e7abd0
jin_jin_suruyo,Musician Jin,United States,Entertainment,united states,Entertainment,Musician Jin,,entertainment_mentioner,ec3f6d1dcd8f9652b62050c092d1e34b,entertainment_mentioner__ec3f6d1dcd8f9652b62050c092d1e34b
torquatto1,Make-up artist Fernando Torquatto,United States,Entertainment,united states,Entertainment,Make-up artist Fernando Torquatto,,entertainment_mentioner,f2e576c0e64c29e90bd355b7db91bd80,entertainment_mentioner__f2e576c0e64c29e90bd355b7db91bd80
aishatyler,Actor Aisha Tyler,United States,Entertainment,united states,Entertainment,Actor Aisha Tyler,,entertainment_mentioner,32d9b1cb82aa626e365fbe5e4224ace0,entertainment_mentioner__32d9b1cb82aa626e365fbe5e4224ace0
harikiri_tairi,Actor Airi Taira,United States,Entertainment,united states,Entertainment,Actor Airi Taira,,entertainment_mentioner,73980bf10f3df4babcc06a8c9723fee4,entertainment_mentioner__73980bf10f3df4babcc06a8c9723fee4
sarahmintzof,Actor Sarah Mintz,United States,Entertainment,united states,Entertainment,Actor Sarah Mintz,,entertainment_mentioner,79d51d5e8e0d462cfe6603839996cd90,entertainment_mentioner__79d51d5e8e0d462cfe6603839996cd90
ajtracey,Rapper AJ Tracey,United States,Entertainment,united states,Entertainment,Rapper AJ Tracey,,entertainment_mentioner,1198b50077e6ba0905538ea45f08e2d4,entertainment_mentioner__1198b50077e6ba0905538ea45f08e2d4
helenflanagan1,Actor Helen Flanagan,United States,Entertainment,united states,Entertainment,Actor Helen Flanagan,,entertainment_mentioner,f88c22f7ad89a10f94dc07799eb44c53,entertainment_mentioner__f88c22f7ad89a10f94dc07799eb44c53
takethat,Band Take That,United States,Entertainment,united states,Entertainment,Band Take That,,entertainment_mentioner,ceabdc71fd6908aca09e6b80613bcb30,entertainment_mentioner__ceabdc71fd6908aca09e6b80613bcb30
cdavran,Actor Cem Davran,United States,Entertainment,united states,Entertainment,Actor Cem Davran,,entertainment_mentioner,df438c37a0afab279a7c307e6733938f,entertainment_mentioner__df438c37a0afab279a7c307e6733938f
ajcookofficial,Actor AJ Cook,United States,Entertainment,united states,Entertainment,Actor AJ Cook,,entertainment_mentioner,137de37c65a6851022a8f50b00eee843,entertainment_mentioner__137de37c65a6851022a8f50b00eee843
cassadeepope,Singer-songwriter Cassadee Pope,United States,Entertainment,united states,Entertainment,Singer-songwriter Cassadee Pope,,entertainment_mentioner,a57193fbaa61eea32a92418923ff0ddd,entertainment_mentioner__a57193fbaa61eea32a92418923ff0ddd
yamako2626,Music group HoneyWorks,United States,Entertainment,united states,Entertainment,Music group HoneyWorks,,entertainment_mentioner,9ca2b7c778a8db5531e22b527977aa21,entertainment_mentioner__9ca2b7c778a8db5531e22b527977aa21
moderatto,Band Moderatto,United States,Entertainment,united states,Entertainment,Band Moderatto,,entertainment_mentioner,9bcaacd505e7e1b93fae9ffebb3811bc,entertainment_mentioner__9bcaacd505e7e1b93fae9ffebb3811bc
marimarvega,Actor Marimar Vega,United States,Entertainment,united states,Entertainment,Actor Marimar Vega,,entertainment_mentioner,7ab09e632df041e478f4474d4f614420,entertainment_mentioner__7ab09e632df041e478f4474d4f614420
thesaragilbert,Actor Sara Gilbert,United States,Entertainment,united states,Entertainment,Actor Sara Gilbert,,entertainment_mentioner,5e4dda61c1f2e996462a24c4c5acc34a,entertainment_mentioner__5e4dda61c1f2e996462a24c4c5acc34a
realfredhammond,Record producer Fred Hammond,United States,Entertainment,united states,Entertainment,Record producer Fred Hammond,,entertainment_mentioner,50fdb429c943b3f84b1644c07d2bb610,entertainment_mentioner__50fdb429c943b3f84b1644c07d2bb610
chris_daughtry,Singer-songwriter Chris Daughtry,United States,Entertainment,united states,Entertainment,Singer-songwriter Chris Daughtry,,entertainment_mentioner,f1c5b27d01174a05f75700fdc39ec35a,entertainment_mentioner__f1c5b27d01174a05f75700fdc39ec35a
skilletmusic,Band Skillet,United States,Entertainment,united states,Entertainment,Band Skillet,,entertainment_mentioner,bb843a0ed1b63bbbf571b1666ec81660,entertainment_mentioner__bb843a0ed1b63bbbf571b1666ec81660
edwardfouad,Actor Edward Fouad,United States,Entertainment,united states,Entertainment,Actor Edward Fouad,,entertainment_mentioner,7924ea2bee35537ab97c52bbe1321571,entertainment_mentioner__7924ea2bee35537ab97c52bbe1321571
nouriel,Economist Nouriel Roubini,United States,Entertainment,united states,Entertainment,Economist Nouriel Roubini,,entertainment_mentioner,821168f6548c8a072cd765cfd1567228,entertainment_mentioner__821168f6548c8a072cd765cfd1567228
joegorga,TV personality Joe Gorga,United States,Entertainment,united states,Entertainment,TV personality Joe Gorga,,entertainment_mentioner,0cd651eb6ce974398172a4cdd55c9a1c,entertainment_mentioner__0cd651eb6ce974398172a4cdd55c9a1c
jennyslate,Actor Jenny Slate,United States,Entertainment,united states,Entertainment,Actor Jenny Slate,,entertainment_mentioner,e2c7d93657d8a0b58eb97c5e917181c0,entertainment_mentioner__e2c7d93657d8a0b58eb97c5e917181c0
maggz100,Music artist Maggz,United States,Entertainment,united states,Entertainment,Music artist Maggz,,entertainment_mentioner,5507bf1c8e814fe97519033d462b8056,entertainment_mentioner__5507bf1c8e814fe97519033d462b8056
darlenezschech,Singer Darlene Zschech,United States,Entertainment,united states,Entertainment,Singer Darlene Zschech,,entertainment_mentioner,7d9911993e748f6e71a7121d3d1db93a,entertainment_mentioner__7d9911993e748f6e71a7121d3d1db93a
alexdelaiglesia,Film director Alex de la Iglesia,United States,Entertainment,united states,Entertainment,Film director Alex de la Iglesia,,entertainment_mentioner,ae9fd861be8f317789b8d69ce765d07e,entertainment_mentioner__ae9fd861be8f317789b8d69ce765d07e
yarashahidi,Actor Yara Shahidi,United States,Entertainment,united states,Entertainment,Actor Yara Shahidi,,entertainment_mentioner,e43239e70c827cbedd2979d789750b1e,entertainment_mentioner__e43239e70c827cbedd2979d789750b1e
jamienotweet,TV host Jamie Hyneman,United States,Entertainment,united states,Entertainment,TV host Jamie Hyneman,,entertainment_mentioner,29d6c21ecec53c31cfb2a7ed3d73c20f,entertainment_mentioner__29d6c21ecec53c31cfb2a7ed3d73c20f
thatonequeen,Bob the Drag Queen,United States,Entertainment,united states,Entertainment,Bob the Drag Queen,,entertainment_mentioner,0c34dca5e4da6e255da7932e4c98ad9c,entertainment_mentioner__0c34dca5e4da6e255da7932e4c98ad9c
thelululife,TV personality Luisa Zissman,United States,Entertainment,united states,Entertainment,TV personality Luisa Zissman,,entertainment_mentioner,4342576fd02b3fc1de6999a19d2e9144,entertainment_mentioner__4342576fd02b3fc1de6999a19d2e9144
skehehdanfdldi,Singer Onew,United States,Entertainment,united states,Entertainment,Singer Onew,,entertainment_mentioner,7b9ead8de12dd8fd2a79dd408c2ff7a9,entertainment_mentioner__7b9ead8de12dd8fd2a79dd408c2ff7a9
hiranokohta,Manga artist Kouta Hirano,United States,Entertainment,united states,Entertainment,Manga artist Kouta Hirano,,entertainment_mentioner,bdb1db1e3bb35f443b46cb8d03ec6ea9,entertainment_mentioner__bdb1db1e3bb35f443b46cb8d03ec6ea9
cnbluegt,Musician Lee Jong-hyun,United States,Entertainment,united states,Entertainment,Musician Lee Jong-hyun,,entertainment_mentioner,c0a3d691e738cee2ce5996e4057122a0,entertainment_mentioner__c0a3d691e738cee2ce5996e4057122a0
shiromiru36,Singer Miru Shiroma,United States,Entertainment,united states,Entertainment,Singer Miru Shiroma,,entertainment_mentioner,088a458dad8d4232e2b2e6355d87703d,entertainment_mentioner__088a458dad8d4232e2b2e6355d87703d
lindseystirling,Violinist Lindsey Stirling,United States,Entertainment,united states,Entertainment,Violinist Lindsey Stirling,,entertainment_mentioner,f7c862411f6a79f47c78b27b8f4a172c,entertainment_mentioner__f7c862411f6a79f47c78b27b8f4a172c
phillipasoo,Actor Phillipa Soo,United States,Entertainment,united states,Entertainment,Actor Phillipa Soo,,entertainment_mentioner,78d97d17bd8da1007e0203fb8983d328,entertainment_mentioner__78d97d17bd8da1007e0203fb8983d328
chan__31,Singer Minami Minegishi,United States,Entertainment,united states,Entertainment,Singer Minami Minegishi,,entertainment_mentioner,ee3320ff43315183a680885429ee4d19,entertainment_mentioner__ee3320ff43315183a680885429ee4d19
cameronmonaghan,Actor Cameron Monaghan,United States,Entertainment,united states,Entertainment,Actor Cameron Monaghan,,entertainment_mentioner,b7a93dd963e6c0a2e80f0a1d4a245e2f,entertainment_mentioner__b7a93dd963e6c0a2e80f0a1d4a245e2f
coollike,Filmmaker Charlie Mcdonnell,United States,Entertainment,united states,Entertainment,Filmmaker Charlie Mcdonnell,,entertainment_mentioner,28a73fcd01b547e3885a9b24793953c4,entertainment_mentioner__28a73fcd01b547e3885a9b24793953c4
realkiefer,Actor Kiefer Sutherland,United States,Entertainment,united states,Entertainment,Actor Kiefer Sutherland,,entertainment_mentioner,26fc8e01266883d08c2f77cf3204f589,entertainment_mentioner__26fc8e01266883d08c2f77cf3204f589
indiaarie,Singer-songwriter India.Arie,United States,Entertainment,united states,Entertainment,Singer-songwriter India.Arie,,entertainment_mentioner,81b701a8569146b4e789c6ed1de36cc5,entertainment_mentioner__81b701a8569146b4e789c6ed1de36cc5
tokui_sorangley,Voice actor Sora Tokui,United States,Entertainment,united states,Entertainment,Voice actor Sora Tokui,,entertainment_mentioner,25253ae34120262531cd19da38f356e3,entertainment_mentioner__25253ae34120262531cd19da38f356e3
jillzarin,TV personality Jill Zarin,United States,Entertainment,united states,Entertainment,TV personality Jill Zarin,,entertainment_mentioner,78dbab928077f7f852b0281b71a537ff,entertainment_mentioner__78dbab928077f7f852b0281b71a537ff
iza_goulart,Model Izabel Goulart,United States,Entertainment,united states,Entertainment,Model Izabel Goulart,,entertainment_mentioner,5d233eaf0627e9e0fe82c9bdd0cb0a36,entertainment_mentioner__5d233eaf0627e9e0fe82c9bdd0cb0a36
staceydash,Actor Stacey Dash,United States,Entertainment,united states,Entertainment,Actor Stacey Dash,,entertainment_mentioner,27c043b48ee76ed19c323d6c49dfed00,entertainment_mentioner__27c043b48ee76ed19c323d6c49dfed00
louiseathompson,TV personality Louise Thompson,United States,Entertainment,united states,Entertainment,TV personality Louise Thompson,,entertainment_mentioner,d5fd751cd63dbede317915f7bcded905,entertainment_mentioner__d5fd751cd63dbede317915f7bcded905
