german_text,caption_text,lat,lon,default location,default_lat,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
innere altstadt,"Innere Altstadt in Dresden, Germany",51.0516953,13.7389479,"Dresden, Germany",51.08922784,13.7941118,Wells,"Innere Altstadt in Dresden, Germany",,german_fires_dresden_locations,0dacdd66b940b128a5f829b9e38d21b2,german_fires_dresden_locations__0dacdd66b940b128a5f829b9e38d21b2
pirnaische vorstadt,"Pirnaische Vorstadt in Dresden, Germany",51.0518817,13.7533705,,,,Legislator,"Pirnaische Vorstadt in Dresden, Germany",,german_fires_dresden_locations,978ae8a8fc42a29535b11193af4b64f5,german_fires_dresden_locations__978ae8a8fc42a29535b11193af4b64f5
seevorstadt-ost,"Seevorstadt-Ost in Dresden, Germany",51.0366112,13.7587714,,,,Refinery,"Seevorstadt-Ost in Dresden, Germany",,german_fires_dresden_locations,017721139b75623e3f3c8d7dda36b1c0,german_fires_dresden_locations__017721139b75623e3f3c8d7dda36b1c0
strehlen-nordwest,"Strehlen-Nordwest in Dresden, Germany",51.0306807,13.7619435,,,,ForeignMinistry,"Strehlen-Nordwest in Dresden, Germany",,german_fires_dresden_locations,2d7671d6ae1284692fac708091035e06,german_fires_dresden_locations__2d7671d6ae1284692fac708091035e06
grosser garten,"Grosser Garten in Dresden, Germany",51.0378515,13.7628617,,,,FTO,"Grosser Garten in Dresden, Germany",,german_fires_dresden_locations,7e8c7dd233adc81517ebcc20549f1b3c,german_fires_dresden_locations__7e8c7dd233adc81517ebcc20549f1b3c
wilsdruffer vorstadt,"Wilsdruffer Vorstadt in Dresden, Germany",51.0523159,13.7274943,,,,CompanyKeyword,"Wilsdruffer Vorstadt in Dresden, Germany",,german_fires_dresden_locations,cdbfef8138d696f536308f89ed09db48,german_fires_dresden_locations__cdbfef8138d696f536308f89ed09db48
friedrichstadt,"Friedrichstadt in Dresden, Germany",51.0615344,13.7128755,,,,Exec,"Friedrichstadt in Dresden, Germany",,german_fires_dresden_locations,bb2ef20e38858a811a5e88ac8769902a,german_fires_dresden_locations__bb2ef20e38858a811a5e88ac8769902a
johannstadt-nord,"Johannstadt-Nord in Dresden, Germany",51.051662,13.7663115,,,,CompanyKeyword,"Johannstadt-Nord in Dresden, Germany",,german_fires_dresden_locations,b7d54aea29c3f0eacacead28c3e377e7,german_fires_dresden_locations__b7d54aea29c3f0eacacead28c3e377e7
johannstadt-sud,"Johannstadt-Sud in Dresden, Germany",51.051662,13.7663115,,,,News,"Johannstadt-Sud in Dresden, Germany",,german_fires_dresden_locations,4658b4cd440d3ef4ecf37ab3eb59a846,german_fires_dresden_locations__4658b4cd440d3ef4ecf37ab3eb59a846
seevorstadt-west,"Seevorstadt-West in Dresden, Germany",51.0431081,13.7377985,,,,Pipeline,"Seevorstadt-West in Dresden, Germany",,german_fires_dresden_locations,aac01522fef62d40620be722ac23608d,german_fires_dresden_locations__aac01522fef62d40620be722ac23608d
blasewitz,"Blasewitz in Dresden, Germany",51.042873,13.7953974,,,,Exec,"Blasewitz in Dresden, Germany",,german_fires_dresden_locations,683ffe2d0878eb39437309a5e7912027,german_fires_dresden_locations__683ffe2d0878eb39437309a5e7912027
neugruna,"Neugruna in Dresden, Germany",51.045241,13.8084885,,,,DiplomaticFacilities,"Neugruna in Dresden, Germany",,german_fires_dresden_locations,db9963ee0d556bcbd693804c36301caf,german_fires_dresden_locations__db9963ee0d556bcbd693804c36301caf
striesen-ost,"Striesen-Ost in Dresden, Germany",51.0432709,13.7919393,,,,FTO,"Striesen-Ost in Dresden, Germany",,german_fires_dresden_locations,72780e7a833d2bf726e1627ee712c99b,german_fires_dresden_locations__72780e7a833d2bf726e1627ee712c99b
striesen-sud,"Striesen-Sud in Dresden, Germany",51.0413273,13.7998223,,,,Media,"Striesen-Sud in Dresden, Germany",,german_fires_dresden_locations,fe905e18d56f6afbb786e6563405b0e5,german_fires_dresden_locations__fe905e18d56f6afbb786e6563405b0e5
striesen-west,"Striesen-West in Dresden, Germany",51.0432709,13.7919393,,,,IndustryTerm,"Striesen-West in Dresden, Germany",,german_fires_dresden_locations,c833b126c0f3f33cd343050f72a3bc62,german_fires_dresden_locations__c833b126c0f3f33cd343050f72a3bc62
johannstadt-sudost,"Johannstadt-Sudost in Dresden, Germany",51.051662,13.7663115,,,,Shipping,"Johannstadt-Sudost in Dresden, Germany",,german_fires_dresden_locations,de20b43d86eddb0174e38334fc3f5b44,german_fires_dresden_locations__de20b43d86eddb0174e38334fc3f5b44
seidnitz-nord,"Seidnitz-Nord in Dresden, Germany",51.026536,13.7984527,,,,AAEntity,"Seidnitz-Nord in Dresden, Germany",,german_fires_dresden_locations,8fa19505820b5c65fce149a735a96caa,german_fires_dresden_locations__8fa19505820b5c65fce149a735a96caa
tolkewitz,"Tolkewitz in Dresden, Germany",51.0340281,13.8245986,,,,space,"Tolkewitz in Dresden, Germany",,german_fires_dresden_locations,aef689521fc0ea365750a6e71c5a24aa,german_fires_dresden_locations__aef689521fc0ea365750a6e71c5a24aa
seidnitz,"Seidnitz in Dresden, Germany",51.026536,13.7984527,,,,CompanyKeyword,"Seidnitz in Dresden, Germany",,german_fires_dresden_locations,1175069e58dc983cb32073559d94b584,german_fires_dresden_locations__1175069e58dc983cb32073559d94b584
strehlen-nordost,"Strehlen-Nordost in Dresden, Germany",51.0306807,13.7619435,,,,Shipping,"Strehlen-Nordost in Dresden, Germany",,german_fires_dresden_locations,3cc168c53f11ad848094cea57915b807,german_fires_dresden_locations__3cc168c53f11ad848094cea57915b807
gruna,"Gruna in Dresden, Germany",51.0343693,13.7836002,,,,FTO,"Gruna in Dresden, Germany",,german_fires_dresden_locations,8496e57ed84f0def49ec4ff0476c0a36,german_fires_dresden_locations__8496e57ed84f0def49ec4ff0476c0a36
dobritz,"Dobritz in Dresden, Germany",51.0198145,13.8125927,,,,Wells,"Dobritz in Dresden, Germany",,german_fires_dresden_locations,366d3b2a6a47f1e22776143dea2d6edb,german_fires_dresden_locations__366d3b2a6a47f1e22776143dea2d6edb
friedrichstadt-sudwest,"Friedrichstadt-Sudwest in Dresden, Germany",51.0548372,13.6840456,,,,Shipping,"Friedrichstadt-Sudwest in Dresden, Germany",,german_fires_dresden_locations,199f50de147edf9667e53e5ab3b8c74f,german_fires_dresden_locations__199f50de147edf9667e53e5ab3b8c74f
cotta,"Cotta in Dresden, Germany",51.0548372,13.6840456,,,,Pipeline,"Cotta in Dresden, Germany",,german_fires_dresden_locations,8aae34512ce018c440b4f6ed6f37e13d,german_fires_dresden_locations__8aae34512ce018c440b4f6ed6f37e13d
lobtau-nord,"Lobtau-Nord in Dresden, Germany",51.0422862,13.7001358,,,,Keyphrase,"Lobtau-Nord in Dresden, Germany",,german_fires_dresden_locations,b44b766693edc2699933115f40dc5f48,german_fires_dresden_locations__b44b766693edc2699933115f40dc5f48
lobtau-sud,"Lobtau-Sud in Dresden, Germany",51.0422862,13.7001358,,,,LegislativeCommittee,"Lobtau-Sud in Dresden, Germany",,german_fires_dresden_locations,cf9dfafdb868d2cf4c055f8630a894dc,german_fires_dresden_locations__cf9dfafdb868d2cf4c055f8630a894dc
wolfnitz,"Wolfnitz in Dresden, Germany",51.0403013,13.677739,,,,Organization,"Wolfnitz in Dresden, Germany",,german_fires_dresden_locations,5b390433269fcdc2546d358a8f6391d9,german_fires_dresden_locations__5b390433269fcdc2546d358a8f6391d9
rossthal,"Rossthal in Dresden, Germany",51.0307866,13.6739344,,,,ForeignMinister,"Rossthal in Dresden, Germany",,german_fires_dresden_locations,66978a5e955a881eb7a6903bb5f92a11,german_fires_dresden_locations__66978a5e955a881eb7a6903bb5f92a11
niedergorbitz,"Niedergorbitz in Dresden, Germany",51.0525893,13.7371292,,,,space,"Niedergorbitz in Dresden, Germany",,german_fires_dresden_locations,ac16cf2e15ac88d40e9d4eaece4f80c6,german_fires_dresden_locations__ac16cf2e15ac88d40e9d4eaece4f80c6
dolzschen,"Dolzschen in Dresden, Germany",51.0251414,13.6878692,,,,CompanyKeyword,"Dolzschen in Dresden, Germany",,german_fires_dresden_locations,4c4f03bdd90df19543ebe222977f3b93,german_fires_dresden_locations__4c4f03bdd90df19543ebe222977f3b93
stetzsch,"Stetzsch in Dresden, Germany",51.0801511,13.6612564,,,,CompanyKeyword,"Stetzsch in Dresden, Germany",,german_fires_dresden_locations,91bd1f65dcc3a5fb908cb04129fc9a06,german_fires_dresden_locations__91bd1f65dcc3a5fb908cb04129fc9a06
kemnitz,"Kemnitz in Dresden, Germany",51.0732462,13.6634105,,,,FTO,"Kemnitz in Dresden, Germany",,german_fires_dresden_locations,7fd8d3d2b0f802eeb3a9b4cad45e359d,german_fires_dresden_locations__7fd8d3d2b0f802eeb3a9b4cad45e359d
leutewitz,"Leutewitz in Dresden, Germany",51.0560922,13.6734982,,,,Media,"Leutewitz in Dresden, Germany",,german_fires_dresden_locations,66c70f625cf60843f2a22ddb782bb5aa,german_fires_dresden_locations__66c70f625cf60843f2a22ddb782bb5aa
altomsewitz,"Altomsewitz in Dresden, Germany",51.0556038,13.6609724,,,,Person,"Altomsewitz in Dresden, Germany",,german_fires_dresden_locations,e78090d013b4d319f4f7e3bbf6f805d6,german_fires_dresden_locations__e78090d013b4d319f4f7e3bbf6f805d6
nausslitz,"Nausslitz in Dresden, Germany",51.0360143,13.685841,,,,IndustryTerm,"Nausslitz in Dresden, Germany",,german_fires_dresden_locations,a59e89fa745173c4d81a199ed494005f,german_fires_dresden_locations__a59e89fa745173c4d81a199ed494005f
gorbitz-sud,"Gorbitz-Sud in Dresden, Germany",51.0424959,13.6648734,,,,Organization,"Gorbitz-Sud in Dresden, Germany",,german_fires_dresden_locations,3aba4ffbe2e7b4fc8ca85c041e28955f,german_fires_dresden_locations__3aba4ffbe2e7b4fc8ca85c041e28955f
gorbitz-ost,"Gorbitz-Ost in Dresden, Germany",51.048172,13.677596,,,,ForeignMinistry,"Gorbitz-Ost in Dresden, Germany",,german_fires_dresden_locations,d59872a673bffea6efdc150fcf4ec7ec,german_fires_dresden_locations__d59872a673bffea6efdc150fcf4ec7ec
hirsch,"Hirsch in Dresden, Germany",51.0640401,13.8205582,,,,space,"Hirsch in Dresden, Germany",,german_fires_dresden_locations,e53b0373132eb2cae1c4d26b82f9625a,german_fires_dresden_locations__e53b0373132eb2cae1c4d26b82f9625a
rochwitz,"Rochwitz in Dresden, Germany",51.0492668,13.8416044,,,,Diplomat,"Rochwitz in Dresden, Germany",,german_fires_dresden_locations,7b363e0246f3bca71bbf7dbb3c96758b,german_fires_dresden_locations__7b363e0246f3bca71bbf7dbb3c96758b
loschwitz-nordost,"Loschwitz-Nordost in Dresden, Germany",51.0542554,13.8145314,,,,DiplomaticFacilities,"Loschwitz-Nordost in Dresden, Germany",,german_fires_dresden_locations,ce970540abaf3f8d8cfcbbdcda8bab73,german_fires_dresden_locations__ce970540abaf3f8d8cfcbbdcda8bab73
niederpoyritz,"Niederpoyritz in Dresden, Germany",51.0289998,13.8465315,,,,Wells,"Niederpoyritz in Dresden, Germany",,german_fires_dresden_locations,7cf12cd850dd550f10725ee4a9ec3c8c,german_fires_dresden_locations__7cf12cd850dd550f10725ee4a9ec3c8c
sobrigen,"Sobrigen in Dresden, Germany",50.9946871,13.8811523,,,,Organization,"Sobrigen in Dresden, Germany",,german_fires_dresden_locations,9ebf06b9b1be15cada206a7bc775c96f,german_fires_dresden_locations__9ebf06b9b1be15cada206a7bc775c96f
oberpoyritz,"Oberpoyritz in Dresden, Germany",51.0014954,13.8978876,,,,Media,"Oberpoyritz in Dresden, Germany",,german_fires_dresden_locations,df680da562a063b1525fa2b062883f41,german_fires_dresden_locations__df680da562a063b1525fa2b062883f41
leipziger vorstadt-west,"Leipziger Vorstadt-West in Dresden, Germany",51.0759476,13.7411739,,,,Exec,"Leipziger Vorstadt-West in Dresden, Germany",,german_fires_dresden_locations,1a1af708786117dd7933f120e588e179,german_fires_dresden_locations__1a1af708786117dd7933f120e588e179
kaditz-sud,"Kaditz-Sud in Dresden, Germany",51.0826635,13.6848657,,,,Diplomat,"Kaditz-Sud in Dresden, Germany",,german_fires_dresden_locations,1100fc20a257da83d9a87843eb874c9d,german_fires_dresden_locations__1100fc20a257da83d9a87843eb874c9d
trachau-sud,"Trachau-Sud in Dresden, Germany",51.0933,13.70929,,,,Person,"Trachau-Sud in Dresden, Germany",,german_fires_dresden_locations,90081862cb4f1c046193a882dbfd4df8,german_fires_dresden_locations__90081862cb4f1c046193a882dbfd4df8
ubigau,"ubigau in Dresden, Germany",51.0709447,13.693934,,,,Media,"ubigau in Dresden, Germany",,german_fires_dresden_locations,9e336ce45852a51d9f3d682e43940752,german_fires_dresden_locations__9e336ce45852a51d9f3d682e43940752
heide,"Heide in Dresden, Germany",51.0936111,13.8372222,,,,Media,"Heide in Dresden, Germany",,german_fires_dresden_locations,3eb186df8a8aae1eedba118c63370dd3,german_fires_dresden_locations__3eb186df8a8aae1eedba118c63370dd3
neuomsewitz,"Neuomsewitz in Dresden, Germany",51.0505159,13.6615188,,,,Wells,"Neuomsewitz in Dresden, Germany",,german_fires_dresden_locations,0bb88464631a5b51615b5073bb46aa47,german_fires_dresden_locations__0bb88464631a5b51615b5073bb46aa47
gorbitz-nord,"Gorbitz-Nord in Dresden, Germany",51.0424959,13.6648734,,,,Refinery,"Gorbitz-Nord in Dresden, Germany",,german_fires_dresden_locations,2e9c33db71025d7ab5d58fe829421e5b,german_fires_dresden_locations__2e9c33db71025d7ab5d58fe829421e5b
briesnitz,"Briesnitz in Dresden, Germany",51.0648777,13.6666975,,,,Diplomat,"Briesnitz in Dresden, Germany",,german_fires_dresden_locations,de1d2e4aca6ea8fd05973c3793191345,german_fires_dresden_locations__de1d2e4aca6ea8fd05973c3793191345
klotzsche,"Klotzsche in Dresden, Germany",51.1154638,13.7464998,,,,AAEntity,"Klotzsche in Dresden, Germany",,german_fires_dresden_locations,a6e520c726fad90fd927ef608df407b6,german_fires_dresden_locations__a6e520c726fad90fd927ef608df407b6
rahnitz,"Rahnitz in Dresden, Germany",51.1236708,13.742657,,,,Organization,"Rahnitz in Dresden, Germany",,german_fires_dresden_locations,d2abb94e80d4f00a8ae62d38b96abac1,german_fires_dresden_locations__d2abb94e80d4f00a8ae62d38b96abac1
wilschdorf,"Wilschdorf in Dresden, Germany",51.1211714,13.7189992,,,,Legislator,"Wilschdorf in Dresden, Germany",,german_fires_dresden_locations,31f1f619c54a2fc10e3226d54d0dc90f,german_fires_dresden_locations__31f1f619c54a2fc10e3226d54d0dc90f
hellerau,"Hellerau in Dresden, Germany",51.1170825,13.7409808,,,,Refinery,"Hellerau in Dresden, Germany",,german_fires_dresden_locations,71f8c8228b5d7a3b7e1a31f34e9777e5,german_fires_dresden_locations__71f8c8228b5d7a3b7e1a31f34e9777e5
flughafen,"Flughafen in Dresden, Germany",51.1321529,13.7672072,,,,Wells,"Flughafen in Dresden, Germany",,german_fires_dresden_locations,f47d83aa195ecd53ea3f7549109d99de,german_fires_dresden_locations__f47d83aa195ecd53ea3f7549109d99de
industriegebiet klotzsche,"Industriegebiet Klotzsche in Dresden, Germany",51.1154638,13.7464998,,,,Person,"Industriegebiet Klotzsche in Dresden, Germany",,german_fires_dresden_locations,318a4a03f91dab9176aa2dbf3d7120f3,german_fires_dresden_locations__318a4a03f91dab9176aa2dbf3d7120f3
kauscha,"Kauscha in Dresden, Germany",50.9972973,13.7763285,,,,space,"Kauscha in Dresden, Germany",,german_fires_dresden_locations,a256ac13e8899a862b2586434c3bcf3f,german_fires_dresden_locations__a256ac13e8899a862b2586434c3bcf3f
nickern,"Nickern in Dresden, Germany",50.9956114,13.7903802,,,,CompanyKeyword,"Nickern in Dresden, Germany",,german_fires_dresden_locations,f35e3faccdec702e3f52e7eeae5d6028,german_fires_dresden_locations__f35e3faccdec702e3f52e7eeae5d6028
luga,"Luga in Dresden, Germany",50.9845814,13.8324385,,,,Keyphrase,"Luga in Dresden, Germany",,german_fires_dresden_locations,f46f6b0113aace5281539141bd19d658,german_fires_dresden_locations__f46f6b0113aace5281539141bd19d658
torna,"Torna in Dresden, Germany",51.0067024,13.7754566,,,,Wells,"Torna in Dresden, Germany",,german_fires_dresden_locations,552cc2fbc070fde9e4ef40d6699a5bd1,german_fires_dresden_locations__552cc2fbc070fde9e4ef40d6699a5bd1
reick-nordwest,"Reick-Nordwest in Dresden, Germany",51.024895,13.7678094,,,,Exec,"Reick-Nordwest in Dresden, Germany",,german_fires_dresden_locations,d20e145e97e804f4e5bf1b901f241154,german_fires_dresden_locations__d20e145e97e804f4e5bf1b901f241154
mockritz-ost,"Mockritz-Ost in Dresden, Germany",51.0165478,13.7487283,,,,ForeignMinistry,"Mockritz-Ost in Dresden, Germany",,german_fires_dresden_locations,3b09bdf1999c433957bee572ed416672,german_fires_dresden_locations__3b09bdf1999c433957bee572ed416672
hellerberge,"Hellerberge in Dresden, Germany",51.0981199,13.7560054,,,,FTO,"Hellerberge in Dresden, Germany",,german_fires_dresden_locations,7dce075a76a80a65105c2c7c818f830a,german_fires_dresden_locations__7dce075a76a80a65105c2c7c818f830a
niedersedlitz-nord,"Niedersedlitz-Nord in Dresden, Germany",51.0031025,13.8164992,,,,LegislativeCommittee,"Niedersedlitz-Nord in Dresden, Germany",,german_fires_dresden_locations,9e7ff4599f05d3ec27c9b53751164808,german_fires_dresden_locations__9e7ff4599f05d3ec27c9b53751164808
dobritz-sud,"Dobritz-Sud in Dresden, Germany",51.0198145,13.8125927,,,,DiplomaticFacilities,"Dobritz-Sud in Dresden, Germany",,german_fires_dresden_locations,0fd6d35caa9a68e390c6345d5e6c4505,german_fires_dresden_locations__0fd6d35caa9a68e390c6345d5e6c4505
leuben,"Leuben in Dresden, Germany",51.0100836,13.8306906,,,,Person,"Leuben in Dresden, Germany",,german_fires_dresden_locations,ea13a6f8fcfcc983059e713a16a57a8f,german_fires_dresden_locations__ea13a6f8fcfcc983059e713a16a57a8f
alttolkewitz,"Alttolkewitz in Dresden, Germany",51.031338,13.8310261,,,,News,"Alttolkewitz in Dresden, Germany",,german_fires_dresden_locations,e16766dd17189d66ee7fb2280d6ce5da,german_fires_dresden_locations__e16766dd17189d66ee7fb2280d6ce5da
laubegast,"Laubegast in Dresden, Germany",51.0249046,13.8374459,,,,Media,"Laubegast in Dresden, Germany",,german_fires_dresden_locations,ade2d91ceb4c141f809f918962269932,german_fires_dresden_locations__ade2d91ceb4c141f809f918962269932
kleinzschachwitz,"Kleinzschachwitz in Dresden, Germany",51.0101414,13.8512768,,,,CompanyKeyword,"Kleinzschachwitz in Dresden, Germany",,german_fires_dresden_locations,6e6b1212e0decad3816167656406ddf6,german_fires_dresden_locations__6e6b1212e0decad3816167656406ddf6
zschieren,"Zschieren in Dresden, Germany",50.9920162,13.8698242,,,,Wells,"Zschieren in Dresden, Germany",,german_fires_dresden_locations,d7c17bb1ddea11eccb765d209d7702bd,german_fires_dresden_locations__d7c17bb1ddea11eccb765d209d7702bd
meusslitz,"Meusslitz in Dresden, Germany",51.0019825,13.84983,,,,AAEntity,"Meusslitz in Dresden, Germany",,german_fires_dresden_locations,15ed1fadd602540059b63a8263942a4d,german_fires_dresden_locations__15ed1fadd602540059b63a8263942a4d
sporbitz,"Sporbitz in Dresden, Germany",50.9931015,13.8508302,,,,space,"Sporbitz in Dresden, Germany",,german_fires_dresden_locations,4403875c6377ab54faacd3e869812bfe,german_fires_dresden_locations__4403875c6377ab54faacd3e869812bfe
grosszschachwitz,"Grosszschachwitz in Dresden, Germany",51.0015405,13.8396626,,,,News,"Grosszschachwitz in Dresden, Germany",,german_fires_dresden_locations,0bc133a91d74e1c3522b4ef86b085946,german_fires_dresden_locations__0bc133a91d74e1c3522b4ef86b085946
wachwitz,"Wachwitz in Dresden, Germany",51.0375895,13.8316664,,,,Exec,"Wachwitz in Dresden, Germany",,german_fires_dresden_locations,0fe5e94ad90b27ff65df3fbba3114bc5,german_fires_dresden_locations__0fe5e94ad90b27ff65df3fbba3114bc5
loschwitz,"Loschwitz in Dresden, Germany",51.0542554,13.8145314,,,,Keyphrase,"Loschwitz in Dresden, Germany",,german_fires_dresden_locations,d6a8b3b88f412d5937b4e273859f7588,german_fires_dresden_locations__d6a8b3b88f412d5937b4e273859f7588
buhlau,"Buhlau in Dresden, Germany",51.0618896,13.854905,,,,CompanyKeyword,"Buhlau in Dresden, Germany",,german_fires_dresden_locations,558fe4521abf1d74a0b6e27b56bc1262,german_fires_dresden_locations__558fe4521abf1d74a0b6e27b56bc1262
weisser,"Weisser in Dresden, Germany",51.0640401,13.8205582,,,,Wells,"Weisser in Dresden, Germany",,german_fires_dresden_locations,2d23d67f22622eb3563e039300001bbb,german_fires_dresden_locations__2d23d67f22622eb3563e039300001bbb
hosterwitz,"Hosterwitz in Dresden, Germany",51.0157492,13.8605695,,,,ForeignMinistry,"Hosterwitz in Dresden, Germany",,german_fires_dresden_locations,31352c559629d5b3bc57bd0f425f1ae0,german_fires_dresden_locations__31352c559629d5b3bc57bd0f425f1ae0
pillnitz,"Pillnitz in Dresden, Germany",51.008917,13.8740246,,,,Keyphrase,"Pillnitz in Dresden, Germany",,german_fires_dresden_locations,4c4fd7ad853f2e8278448257ff2eb110,german_fires_dresden_locations__4c4fd7ad853f2e8278448257ff2eb110
dresdner,"Dresdner in Dresden, Germany",51.0504088,13.7372621,,,,Shipping,"Dresdner in Dresden, Germany",,german_fires_dresden_locations,fc16ebc60f1b16d621b09efb04109f65,german_fires_dresden_locations__fc16ebc60f1b16d621b09efb04109f65
aussere neustadt,"aussere Neustadt in Dresden, Germany",51.0692444,13.7527402,,,,Keyphrase,"aussere Neustadt in Dresden, Germany",,german_fires_dresden_locations,c85a7ee939706d5e6f15162d887b6640,german_fires_dresden_locations__c85a7ee939706d5e6f15162d887b6640
radeberger vorstadt,"Radeberger Vorstadt in Dresden, Germany",51.0682858,13.7710823,,,,DiplomaticFacilities,"Radeberger Vorstadt in Dresden, Germany",,german_fires_dresden_locations,1fd1d0d195879bba48703d7708093297,german_fires_dresden_locations__1fd1d0d195879bba48703d7708093297
innere neustadt,"Innere Neustadt in Dresden, Germany",51.0592066,13.7477155,,,,LegislativeCommittee,"Innere Neustadt in Dresden, Germany",,german_fires_dresden_locations,af3319f1570c4b4af8a505dec23cc857,german_fires_dresden_locations__af3319f1570c4b4af8a505dec23cc857
leipziger vorstadt,"Leipziger Vorstadt in Dresden, Germany",51.0759476,13.7411739,,,,Shipping,"Leipziger Vorstadt in Dresden, Germany",,german_fires_dresden_locations,6779f599ee881b42a2a625373d882523,german_fires_dresden_locations__6779f599ee881b42a2a625373d882523
albertstadt,"Albertstadt in Dresden, Germany",51.0847044,13.779149,,,,Organization,"Albertstadt in Dresden, Germany",,german_fires_dresden_locations,30f79220699e24e01b84e895d60bb94c,german_fires_dresden_locations__30f79220699e24e01b84e895d60bb94c
pieschen-sud,"Pieschen-Sud in Dresden, Germany",51.0775918,13.7170699,,,,Exec,"Pieschen-Sud in Dresden, Germany",,german_fires_dresden_locations,0b8aa86cdb7fea7ab310ae7a09720f56,german_fires_dresden_locations__0b8aa86cdb7fea7ab310ae7a09720f56
mickten,"Mickten in Dresden, Germany",51.074444,13.700833,,,,News,"Mickten in Dresden, Germany",,german_fires_dresden_locations,c91ccd831986236d1b973de46911d242,german_fires_dresden_locations__c91ccd831986236d1b973de46911d242
kaditz,"Kaditz in Dresden, Germany",51.0826635,13.6848657,,,,DiplomaticFacilities,"Kaditz in Dresden, Germany",,german_fires_dresden_locations,ed217f15ebb632e9357912f8e532f4b2,german_fires_dresden_locations__ed217f15ebb632e9357912f8e532f4b2
trachau,"Trachau in Dresden, Germany",51.0901922,13.7109919,,,,space,"Trachau in Dresden, Germany",,german_fires_dresden_locations,3a16bbcf823607887023761ae2d1f7e3,german_fires_dresden_locations__3a16bbcf823607887023761ae2d1f7e3
pieschen-nord,"Pieschen-Nord in Dresden, Germany",51.086837,13.728619,,,,FTO,"Pieschen-Nord in Dresden, Germany",,german_fires_dresden_locations,62a5f14000fd80ad93c417461ea6425c,german_fires_dresden_locations__62a5f14000fd80ad93c417461ea6425c
trachenberge,"Trachenberge in Dresden, Germany",51.0975105,13.7277053,,,,Consulates,"Trachenberge in Dresden, Germany",,german_fires_dresden_locations,dd76e2f8d9df531b5fa0d9ed20a31387,german_fires_dresden_locations__dd76e2f8d9df531b5fa0d9ed20a31387
sudvorstadt-west,"Sudvorstadt-West in Dresden, Germany",51.0349577,13.728136,,,,Refinery,"Sudvorstadt-West in Dresden, Germany",,german_fires_dresden_locations,4b882883dbe8865af3709428cda9b28e,german_fires_dresden_locations__4b882883dbe8865af3709428cda9b28e
sudvorstadt-ost,"Sudvorstadt-Ost in Dresden, Germany",51.0366112,13.7587714,,,,Person,"Sudvorstadt-Ost in Dresden, Germany",,german_fires_dresden_locations,0d641c0816c943b2271b1f856488c9b7,german_fires_dresden_locations__0d641c0816c943b2271b1f856488c9b7
racknitz,"Racknitz in Dresden, Germany",51.0255485,13.7290216,,,,Person,"Racknitz in Dresden, Germany",,german_fires_dresden_locations,eef8614880834d73102517d5b3c5f2e5,german_fires_dresden_locations__eef8614880834d73102517d5b3c5f2e5
zschertnitz,"Zschertnitz in Dresden, Germany",51.0213603,13.7418248,,,,Wells,"Zschertnitz in Dresden, Germany",,german_fires_dresden_locations,62b3f4167afb3e36321b717835244219,german_fires_dresden_locations__62b3f4167afb3e36321b717835244219
strehlen-sudwest,"Strehlen-Sudwest in Dresden, Germany",51.0306807,13.7619435,,,,LegislativeCommittee,"Strehlen-Sudwest in Dresden, Germany",,german_fires_dresden_locations,77865f0ee1cdd3ad3a95a4c9aba15b81,german_fires_dresden_locations__77865f0ee1cdd3ad3a95a4c9aba15b81
kleinpestitz,"Kleinpestitz in Dresden, Germany",51.0185462,13.7264542,,,,Organization,"Kleinpestitz in Dresden, Germany",,german_fires_dresden_locations,70c76cb8f31ae08bbe2a11dc18f96ff7,german_fires_dresden_locations__70c76cb8f31ae08bbe2a11dc18f96ff7
mockritz,"Mockritz in Dresden, Germany",51.0165478,13.7487283,,,,Exec,"Mockritz in Dresden, Germany",,german_fires_dresden_locations,f9a1debad14ebdc7d66454cd9423532a,german_fires_dresden_locations__f9a1debad14ebdc7d66454cd9423532a
kaitz,"Kaitz in Dresden, Germany",51.0140524,13.7251405,,,,LegislativeCommittee,"Kaitz in Dresden, Germany",,german_fires_dresden_locations,ac0d955d115a5735514296b4601ed63c,german_fires_dresden_locations__ac0d955d115a5735514296b4601ed63c
gostritz,"Gostritz in Dresden, Germany",51.0071413,13.7496075,,,,Exec,"Gostritz in Dresden, Germany",,german_fires_dresden_locations,ac12c0ff7ecc8a5ce04737c6016f92ad,german_fires_dresden_locations__ac12c0ff7ecc8a5ce04737c6016f92ad
gittersee,"Gittersee in Dresden, Germany",51.0084172,13.6944202,,,,CompanyKeyword,"Gittersee in Dresden, Germany",,german_fires_dresden_locations,1119cd5911c1cfc59307beff2692469f,german_fires_dresden_locations__1119cd5911c1cfc59307beff2692469f
coschutz,"Coschutz in Dresden, Germany",51.0165678,13.704064,,,,Refinery,"Coschutz in Dresden, Germany",,german_fires_dresden_locations,90b4522b2ceff866638adcc25aa41fda,german_fires_dresden_locations__90b4522b2ceff866638adcc25aa41fda
plauen,"Plauen in Dresden, Germany",51.0178187,13.7158537,,,,FTO,"Plauen in Dresden, Germany",,german_fires_dresden_locations,94512ba0e67b8b7823e78580567e1888,german_fires_dresden_locations__94512ba0e67b8b7823e78580567e1888
