keyword,caption_name,location_id,groups,country,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#sanmartindelosandes,"San Martin de los Andes, Argentina",sanmartindelosandesargentina,argentina,Argentina,FTO,"San Martin de los Andes, Argentina",,dgm_latamnarcoticslocations,cb62b27f7d61eab667cecd60e8479ee1,dgm_latamnarcoticslocations__cb62b27f7d61eab667cecd60e8479ee1
#montecaseros,"Monte Caseros, Argentina",montecaserosargentina,argentina,Argentina,Wells,"Monte Caseros, Argentina",,dgm_latamnarcoticslocations,02d35ce93c8b4cbba15b185c3796fdf5,dgm_latamnarcoticslocations__02d35ce93c8b4cbba15b185c3796fdf5
#anatuya,"Anatuya, Argentina",anatuyaargentina,argentina,Argentina,CompanyKeyword,"Anatuya, Argentina",,dgm_latamnarcoticslocations,44c4a2ef7e5d552f075def5e5ea04108,dgm_latamnarcoticslocations__44c4a2ef7e5d552f075def5e5ea04108
#monteros,"Monteros, Argentina",monterosargentina,argentina,Argentina,Person,"Monteros, Argentina",,dgm_latamnarcoticslocations,aadafe8b43f6d95d170d29c91d57637b,dgm_latamnarcoticslocations__aadafe8b43f6d95d170d29c91d57637b
#villagesell,"Villa Gesell, Argentina",villagesellargentina,argentina,Argentina,Refinery,"Villa Gesell, Argentina",,dgm_latamnarcoticslocations,82d24700f917b842a25716fb513942b0,dgm_latamnarcoticslocations__82d24700f917b842a25716fb513942b0
#malargue,"Malargue, Argentina",malargueargentina,argentina,Argentina,CompanyKeyword,"Malargue, Argentina",,dgm_latamnarcoticslocations,d72672e88d13079ed3d6b2e5e201c35f,dgm_latamnarcoticslocations__d72672e88d13079ed3d6b2e5e201c35f
#riosegundo,"Rio Segundo, Argentina",riosegundoargentina,argentina,Argentina,Organization,"Rio Segundo, Argentina",,dgm_latamnarcoticslocations,557223a107753af737a75c70793ffa0e,dgm_latamnarcoticslocations__557223a107753af737a75c70793ffa0e
#manuelbgonnet,"Manuel B Gonnet, Argentina",manuelbgonnetargentina,argentina,Argentina,ForeignMinister,"Manuel B Gonnet, Argentina",,dgm_latamnarcoticslocations,b1fda110ea95e221bfa9a6cebddd81b8,dgm_latamnarcoticslocations__b1fda110ea95e221bfa9a6cebddd81b8
#famailla,"Famailla, Argentina",famaillaargentina,argentina,Argentina,Wells,"Famailla, Argentina",,dgm_latamnarcoticslocations,0693cfabdc1ddb263492a92f112a6d83,dgm_latamnarcoticslocations__0693cfabdc1ddb263492a92f112a6d83
#allen,"Allen, Argentina",allenargentina,argentina,Argentina,Organization,"Allen, Argentina",,dgm_latamnarcoticslocations,825dde6c3aa445033a8ebafcefaa0a0a,dgm_latamnarcoticslocations__825dde6c3aa445033a8ebafcefaa0a0a
#cincosaltos,"Cinco Saltos, Argentina",cincosaltosargentina,argentina,Argentina,LegislativeCommittee,"Cinco Saltos, Argentina",,dgm_latamnarcoticslocations,3b63221ecb48d98e12c7c7d80730fe76,dgm_latamnarcoticslocations__3b63221ecb48d98e12c7c7d80730fe76
#coronelsuarez,"Coronel Suarez, Argentina",coronelsuarezargentina,argentina,Argentina,Refinery,"Coronel Suarez, Argentina",,dgm_latamnarcoticslocations,d951648f450e8ce1f078c95f6bc93db9,dgm_latamnarcoticslocations__d951648f450e8ce1f078c95f6bc93db9
#veinticincodemayo,"Veinticinco de Mayo, Argentina",veinticincodemayoargentina,argentina,Argentina,Refinery,"Veinticinco de Mayo, Argentina",,dgm_latamnarcoticslocations,00256a19ae762e2d2bcb16229d66af39,dgm_latamnarcoticslocations__00256a19ae762e2d2bcb16229d66af39
#nogoya,"Nogoya, Argentina",nogoyaargentina,argentina,Argentina,space,"Nogoya, Argentina",,dgm_latamnarcoticslocations,2dfb965f0c7995da9c85d8b6c416f355,dgm_latamnarcoticslocations__2dfb965f0c7995da9c85d8b6c416f355
#crucecita,"Crucecita, Argentina",crucecitaargentina,argentina,Argentina,News,"Crucecita, Argentina",,dgm_latamnarcoticslocations,fe8b591ef90ab8774e1ca488fec105cf,dgm_latamnarcoticslocations__fe8b591ef90ab8774e1ca488fec105cf
#machagai,"Machagai, Argentina",machagaiargentina,argentina,Argentina,space,"Machagai, Argentina",,dgm_latamnarcoticslocations,2b05aec6e8625545f579b9f96713a503,dgm_latamnarcoticslocations__2b05aec6e8625545f579b9f96713a503
#lasflores,"Las Flores, Argentina",lasfloresargentina,argentina,Argentina,Exec,"Las Flores, Argentina",,dgm_latamnarcoticslocations,1e4794601a2fa7a83d9ab202a01e8c93,dgm_latamnarcoticslocations__1e4794601a2fa7a83d9ab202a01e8c93
#alejandrokorn,"Alejandro Korn, Argentina",alejandrokornargentina,argentina,Argentina,Person,"Alejandro Korn, Argentina",,dgm_latamnarcoticslocations,df979af0ab2a52b6d4c1eb1483724c5b,dgm_latamnarcoticslocations__df979af0ab2a52b6d4c1eb1483724c5b
#deanfunes,"Dean Funes, Argentina",deanfunesargentina,argentina,Argentina,Refinery,"Dean Funes, Argentina",,dgm_latamnarcoticslocations,f6be6f24f360a85560869a4b57c3c3ab,dgm_latamnarcoticslocations__f6be6f24f360a85560869a4b57c3c3ab
#sanisidrodelules,"San Isidro de Lules, Argentina",sanisidrodelulesargentina,argentina,Argentina,Keyphrase,"San Isidro de Lules, Argentina",,dgm_latamnarcoticslocations,725dcb5b7da66b4fb3409f82bc50a6f3,dgm_latamnarcoticslocations__725dcb5b7da66b4fb3409f82bc50a6f3
#sanjosedejachal,"San Jose de Jachal, Argentina",sanjosedejachalargentina,argentina,Argentina,Media,"San Jose de Jachal, Argentina",,dgm_latamnarcoticslocations,a1a10b83ed377bdff2b3753a4543e461,dgm_latamnarcoticslocations__a1a10b83ed377bdff2b3753a4543e461
#coronelpringles,"Coronel Pringles, Argentina",coronelpringlesargentina,argentina,Argentina,Pipeline,"Coronel Pringles, Argentina",,dgm_latamnarcoticslocations,8f9c28ec0615a39dc9f598b8302b8a57,dgm_latamnarcoticslocations__8f9c28ec0615a39dc9f598b8302b8a57
#pinamar,"Pinamar, Argentina",pinamarargentina,argentina,Argentina,ForeignMinister,"Pinamar, Argentina",,dgm_latamnarcoticslocations,49e54197eb0213712413e7de54f43bec,dgm_latamnarcoticslocations__49e54197eb0213712413e7de54f43bec
#laboulaye,"Laboulaye, Argentina",laboulayeargentina,argentina,Argentina,FTO,"Laboulaye, Argentina",,dgm_latamnarcoticslocations,4619806056cd785865facf87c123de36,dgm_latamnarcoticslocations__4619806056cd785865facf87c123de36
#vera,"Vera, Argentina",veraargentina,argentina,Argentina,DiplomaticFacilities,"Vera, Argentina",,dgm_latamnarcoticslocations,655ed83094874d385f9b0b4e8c6d89ea,dgm_latamnarcoticslocations__655ed83094874d385f9b0b4e8c6d89ea
#diamante,"Diamante, Argentina",diamanteargentina,argentina,Argentina,Diplomat,"Diamante, Argentina",,dgm_latamnarcoticslocations,e080b821952d24a8d9cbc2790383ed08,dgm_latamnarcoticslocations__e080b821952d24a8d9cbc2790383ed08
#esquina,"Esquina, Argentina",esquinaargentina,argentina,Argentina,AAEntity,"Esquina, Argentina",,dgm_latamnarcoticslocations,dfd9a29701672ab1a1e05a9e5c39cca9,dgm_latamnarcoticslocations__dfd9a29701672ab1a1e05a9e5c39cca9
#cosquin,"Cosquin, Argentina",cosquinargentina,argentina,Argentina,FTO,"Cosquin, Argentina",,dgm_latamnarcoticslocations,18752a890523c813de237e61f11df60e,dgm_latamnarcoticslocations__18752a890523c813de237e61f11df60e
#rufino,"Rufino, Argentina",rufinoargentina,argentina,Argentina,Exec,"Rufino, Argentina",,dgm_latamnarcoticslocations,23647ab5ed20953f71e34d0652afc0bf,dgm_latamnarcoticslocations__23647ab5ed20953f71e34d0652afc0bf
#sunchales,"Sunchales, Argentina",sunchalesargentina,argentina,Argentina,ForeignMinister,"Sunchales, Argentina",,dgm_latamnarcoticslocations,f3e40cf15325f441ae10f850a1f413f4,dgm_latamnarcoticslocations__f3e40cf15325f441ae10f850a1f413f4
#galvez,"Galvez, Argentina",galvezargentina,argentina,Argentina,Pipeline,"Galvez, Argentina",,dgm_latamnarcoticslocations,e83c59df4b1f5102384c7fb6b182d770,dgm_latamnarcoticslocations__e83c59df4b1f5102384c7fb6b182d770
#crespo,"Crespo, Argentina",crespoargentina,argentina,Argentina,CompanyKeyword,"Crespo, Argentina",,dgm_latamnarcoticslocations,7522b915c16a139af3ba3119460ebbc2,dgm_latamnarcoticslocations__7522b915c16a139af3ba3119460ebbc2
#firmat,"Firmat, Argentina",firmatargentina,argentina,Argentina,Wells,"Firmat, Argentina",,dgm_latamnarcoticslocations,de14d9fe29f358d172240d7f5edd2f3d,dgm_latamnarcoticslocations__de14d9fe29f358d172240d7f5edd2f3d
#morteros,"Morteros, Argentina",morterosargentina,argentina,Argentina,Pipeline,"Morteros, Argentina",,dgm_latamnarcoticslocations,eb425c432609e585de8d2c9ebf3198bd,dgm_latamnarcoticslocations__eb425c432609e585de8d2c9ebf3198bd
#sanantoniodeareco,"San Antonio de Areco, Argentina",sanantoniodearecoargentina,argentina,Argentina,FTO,"San Antonio de Areco, Argentina",,dgm_latamnarcoticslocations,518f00a4b55955f8c2ce444e69c200a3,dgm_latamnarcoticslocations__518f00a4b55955f8c2ce444e69c200a3
#coronda,"Coronda, Argentina",corondaargentina,argentina,Argentina,Keyphrase,"Coronda, Argentina",,dgm_latamnarcoticslocations,0643af74cf3e24c3d07b1bff25ec33b0,dgm_latamnarcoticslocations__0643af74cf3e24c3d07b1bff25ec33b0
#daireaux,"Daireaux, Argentina",daireauxargentina,argentina,Argentina,ForeignMinistry,"Daireaux, Argentina",,dgm_latamnarcoticslocations,3aaf9139e7446bdeba81b4d75a4052dc,dgm_latamnarcoticslocations__3aaf9139e7446bdeba81b4d75a4052dc
#rioceballos,"Rio Ceballos, Argentina",rioceballosargentina,argentina,Argentina,Pipeline,"Rio Ceballos, Argentina",,dgm_latamnarcoticslocations,fd7413b1fa35d9bc241ed490f849d1c0,dgm_latamnarcoticslocations__fd7413b1fa35d9bc241ed490f849d1c0
#sanantoniooeste,"San Antonio Oeste, Argentina",sanantoniooesteargentina,argentina,Argentina,Person,"San Antonio Oeste, Argentina",,dgm_latamnarcoticslocations,c677436dd180eb1de07879f4626efa8c,dgm_latamnarcoticslocations__c677436dd180eb1de07879f4626efa8c
#salvadormazza,"Salvador Mazza, Argentina",salvadormazzaargentina,argentina,Argentina,DiplomaticFacilities,"Salvador Mazza, Argentina",,dgm_latamnarcoticslocations,e079f7dec40ada51bed2e0deec7b1a98,dgm_latamnarcoticslocations__e079f7dec40ada51bed2e0deec7b1a98
#embalse,"Embalse, Argentina",embalseargentina,argentina,Argentina,Legislator,"Embalse, Argentina",,dgm_latamnarcoticslocations,2ef9d42d571c2206f213da4e7fa5f564,dgm_latamnarcoticslocations__2ef9d42d571c2206f213da4e7fa5f564
#carcarana,"Carcarana, Argentina",carcaranaargentina,argentina,Argentina,space,"Carcarana, Argentina",,dgm_latamnarcoticslocations,77ad913e1685b7d2917967d18cca8a26,dgm_latamnarcoticslocations__77ad913e1685b7d2917967d18cca8a26
#unquillo,"Unquillo, Argentina",unquilloargentina,argentina,Argentina,Pipeline,"Unquillo, Argentina",,dgm_latamnarcoticslocations,baa571b6bee0bbeec16a36d7054d9246,dgm_latamnarcoticslocations__baa571b6bee0bbeec16a36d7054d9246
#lafalda,"La Falda, Argentina",lafaldaargentina,argentina,Argentina,Legislator,"La Falda, Argentina",,dgm_latamnarcoticslocations,d6b24edcc793219ea531fa6172d8b5ca,dgm_latamnarcoticslocations__d6b24edcc793219ea531fa6172d8b5ca
#santateresita,"Santa Teresita, Argentina",santateresitaargentina,argentina,Argentina,AAEntity,"Santa Teresita, Argentina",,dgm_latamnarcoticslocations,c97f6da1749e1fdcc884a78477c2c9cc,dgm_latamnarcoticslocations__c97f6da1749e1fdcc884a78477c2c9cc
#tafidelvalle,"Tafi del Valle, Argentina",tafidelvalleargentina,argentina,Argentina,IndustryTerm,"Tafi del Valle, Argentina",,dgm_latamnarcoticslocations,d4a1cc8c5108f9eff0d2851c51e3f1a3,dgm_latamnarcoticslocations__d4a1cc8c5108f9eff0d2851c51e3f1a3
#laquiaca,"La Quiaca, Argentina",laquiacaargentina,argentina,Argentina,Person,"La Quiaca, Argentina",,dgm_latamnarcoticslocations,6bd20ae568eac5782b361c3b04a26b88,dgm_latamnarcoticslocations__6bd20ae568eac5782b361c3b04a26b88
#tinogasta,"Tinogasta, Argentina",tinogastaargentina,argentina,Argentina,Person,"Tinogasta, Argentina",,dgm_latamnarcoticslocations,301fd6098b5c74a3ef3456c10f020634,dgm_latamnarcoticslocations__301fd6098b5c74a3ef3456c10f020634
#frayluisbeltran,"Fray Luis Beltran, Argentina",frayluisbeltranargentina,argentina,Argentina,IndustryTerm,"Fray Luis Beltran, Argentina",,dgm_latamnarcoticslocations,86c6474d0681a57281982963fa2044f9,dgm_latamnarcoticslocations__86c6474d0681a57281982963fa2044f9
#tostado,"Tostado, Argentina",tostadoargentina,argentina,Argentina,AAEntity,"Tostado, Argentina",,dgm_latamnarcoticslocations,50eec93a93aa72b1a4a432ec5afca9c4,dgm_latamnarcoticslocations__50eec93a93aa72b1a4a432ec5afca9c4
#recreo,"Recreo, Argentina",recreoargentina,argentina,Argentina,DiplomaticFacilities,"Recreo, Argentina",,dgm_latamnarcoticslocations,f562ff7afc6c79845f6a86a0c0c3dfcb,dgm_latamnarcoticslocations__f562ff7afc6c79845f6a86a0c0c3dfcb
#puertodeseado,"Puerto Deseado, Argentina",puertodeseadoargentina,argentina,Argentina,Exec,"Puerto Deseado, Argentina",,dgm_latamnarcoticslocations,0c41f23fde168643a72c512e7c5cf32c,dgm_latamnarcoticslocations__0c41f23fde168643a72c512e7c5cf32c
#andalgala,"Andalgala, Argentina",andalgalaargentina,argentina,Argentina,space,"Andalgala, Argentina",,dgm_latamnarcoticslocations,4c707729f4c5e93074a53d69df345772,dgm_latamnarcoticslocations__4c707729f4c5e93074a53d69df345772
#benitojuarez,"Benito Juarez, Argentina",benitojuarezargentina,argentina,Argentina,Legislator,"Benito Juarez, Argentina",,dgm_latamnarcoticslocations,2034229ef1172bb1c6cd210ecef47b2b,dgm_latamnarcoticslocations__2034229ef1172bb1c6cd210ecef47b2b
#rosariodeltala,"Rosario del Tala, Argentina",rosariodeltalaargentina,argentina,Argentina,Refinery,"Rosario del Tala, Argentina",,dgm_latamnarcoticslocations,44dbfa5abbfc96c4726b91576300c341,dgm_latamnarcoticslocations__44dbfa5abbfc96c4726b91576300c341
#federacion,"Federacion, Argentina",federacionargentina,argentina,Argentina,News,"Federacion, Argentina",,dgm_latamnarcoticslocations,00ce99fc0674dea07bdaef043758690c,dgm_latamnarcoticslocations__00ce99fc0674dea07bdaef043758690c
#lasrosas,"Las Rosas, Argentina",lasrosasargentina,argentina,Argentina,Diplomat,"Las Rosas, Argentina",,dgm_latamnarcoticslocations,90bb98e5e526fa3035497f4b6691db74,dgm_latamnarcoticslocations__90bb98e5e526fa3035497f4b6691db74
#plazahuincul,"Plaza Huincul, Argentina",plazahuinculargentina,argentina,Argentina,Shipping,"Plaza Huincul, Argentina",,dgm_latamnarcoticslocations,c921ebde8bbfe04eafe806b21fd1cca3,dgm_latamnarcoticslocations__c921ebde8bbfe04eafe806b21fd1cca3
#empedrado,"Empedrado, Argentina",empedradoargentina,argentina,Argentina,Diplomat,"Empedrado, Argentina",,dgm_latamnarcoticslocations,d13fd798325e9bc52a053d459c57fa50,dgm_latamnarcoticslocations__d13fd798325e9bc52a053d459c57fa50
#sansalvador,"San Salvador, Argentina",sansalvadorargentina,argentina,Argentina,Exec,"San Salvador, Argentina",,dgm_latamnarcoticslocations,398313129a64afcb1ec7cef79fe8e2dd,dgm_latamnarcoticslocations__398313129a64afcb1ec7cef79fe8e2dd
#chosmalal,"Chos Malal, Argentina",chosmalalargentina,argentina,Argentina,ForeignMinistry,"Chos Malal, Argentina",,dgm_latamnarcoticslocations,5ce7458bde008d238b451563259bf809,dgm_latamnarcoticslocations__5ce7458bde008d238b451563259bf809
#chamical,"Chamical, Argentina",chamicalargentina,argentina,Argentina,DiplomaticFacilities,"Chamical, Argentina",,dgm_latamnarcoticslocations,ccde268888cbc10ac6851f7eb9f7b7a8,dgm_latamnarcoticslocations__ccde268888cbc10ac6851f7eb9f7b7a8
#oncativo,"Oncativo, Argentina",oncativoargentina,argentina,Argentina,Organization,"Oncativo, Argentina",,dgm_latamnarcoticslocations,0d78a39d06ca93a116de9b865dd2ed39,dgm_latamnarcoticslocations__0d78a39d06ca93a116de9b865dd2ed39
#laslomitas,"Las Lomitas, Argentina",laslomitasargentina,argentina,Argentina,AAEntity,"Las Lomitas, Argentina",,dgm_latamnarcoticslocations,81ebdf7b677de2023413595215ab98a9,dgm_latamnarcoticslocations__81ebdf7b677de2023413595215ab98a9
#america,"America, Argentina",americaargentina,argentina,Argentina,ForeignMinistry,"America, Argentina",,dgm_latamnarcoticslocations,45096507b4a5b389e79d88c19f1eb636,dgm_latamnarcoticslocations__45096507b4a5b389e79d88c19f1eb636
#aristobulodelvalle,"Aristobulo del Valle, Argentina",aristobulodelvalleargentina,argentina,Argentina,ForeignMinistry,"Aristobulo del Valle, Argentina",,dgm_latamnarcoticslocations,f104e6b198e85797ee60b108e21d83bf,dgm_latamnarcoticslocations__f104e6b198e85797ee60b108e21d83bf
#lacarlota,"La Carlota, Argentina",lacarlotaargentina,argentina,Argentina,space,"La Carlota, Argentina",,dgm_latamnarcoticslocations,ca6aa43e40708130840f557bc6653883,dgm_latamnarcoticslocations__ca6aa43e40708130840f557bc6653883
#roldan,"Roldan, Argentina",roldanargentina,argentina,Argentina,Legislator,"Roldan, Argentina",,dgm_latamnarcoticslocations,5ea6cf3c58647e8eeadccc3b3221f4d7,dgm_latamnarcoticslocations__5ea6cf3c58647e8eeadccc3b3221f4d7
#humahuaca,"Humahuaca, Argentina",humahuacaargentina,argentina,Argentina,CompanyKeyword,"Humahuaca, Argentina",,dgm_latamnarcoticslocations,b9c79880f32c67ba7f20c03ea0c331e9,dgm_latamnarcoticslocations__b9c79880f32c67ba7f20c03ea0c331e9
#lasparejas,"Las Parejas, Argentina",lasparejasargentina,argentina,Argentina,Media,"Las Parejas, Argentina",,dgm_latamnarcoticslocations,3cff82d47da5d64fdc294c0be4058b2d,dgm_latamnarcoticslocations__3cff82d47da5d64fdc294c0be4058b2d
#villacurabrochero,"Villa Cura Brochero, Argentina",villacurabrocheroargentina,argentina,Argentina,IndustryTerm,"Villa Cura Brochero, Argentina",,dgm_latamnarcoticslocations,50a35015c9f3388585d6c7c3dae35a32,dgm_latamnarcoticslocations__50a35015c9f3388585d6c7c3dae35a32
#bernardodeirigoyen,"Bernardo de Irigoyen, Argentina",bernardodeirigoyenargentina,argentina,Argentina,AAEntity,"Bernardo de Irigoyen, Argentina",,dgm_latamnarcoticslocations,1494dabe3a88dd18c7eab7543cc8e4df,dgm_latamnarcoticslocations__1494dabe3a88dd18c7eab7543cc8e4df
#puertogeneralsanmartin,"Puerto General San Martin, Argentina",puertogeneralsanmartinargentina,argentina,Argentina,ForeignMinistry,"Puerto General San Martin, Argentina",,dgm_latamnarcoticslocations,d8942eb41717f0d5a625c19ca28b46d4,dgm_latamnarcoticslocations__d8942eb41717f0d5a625c19ca28b46d4
#eltrebol,"El Trebol, Argentina",eltrebolargentina,argentina,Argentina,Exec,"El Trebol, Argentina",,dgm_latamnarcoticslocations,cb44d726f326ec654f7e4468b8a740fc,dgm_latamnarcoticslocations__cb44d726f326ec654f7e4468b8a740fc
#sancarloscentro,"San Carlos Centro, Argentina",sancarloscentroargentina,argentina,Argentina,Organization,"San Carlos Centro, Argentina",,dgm_latamnarcoticslocations,a212fa512f547e2873ffde189193d443,dgm_latamnarcoticslocations__a212fa512f547e2873ffde189193d443
#armstrong,"Armstrong, Argentina",armstrongargentina,argentina,Argentina,Diplomat,"Armstrong, Argentina",,dgm_latamnarcoticslocations,a44ec6dadb26ad30f0e90cda3ee06bbb,dgm_latamnarcoticslocations__a44ec6dadb26ad30f0e90cda3ee06bbb
#eduardocastex,"Eduardo Castex, Argentina",eduardocastexargentina,argentina,Argentina,Exec,"Eduardo Castex, Argentina",,dgm_latamnarcoticslocations,509a10e57ec0bb184c31c3e25f1252ed,dgm_latamnarcoticslocations__509a10e57ec0bb184c31c3e25f1252ed
#huincarenanco,"Huinca Renanco, Argentina",huincarenancoargentina,argentina,Argentina,Refinery,"Huinca Renanco, Argentina",,dgm_latamnarcoticslocations,85736aaffada27868081fab8c5a71303,dgm_latamnarcoticslocations__85736aaffada27868081fab8c5a71303
#villacanas,"Villa Canas, Argentina",villacanasargentina,argentina,Argentina,Shipping,"Villa Canas, Argentina",,dgm_latamnarcoticslocations,e8f856f08cc7bdd40b9cd63b9c44bcc9,dgm_latamnarcoticslocations__e8f856f08cc7bdd40b9cd63b9c44bcc9
#capilladelsenor,"Capilla del Senor, Argentina",capilladelsenorargentina,argentina,Argentina,Refinery,"Capilla del Senor, Argentina",,dgm_latamnarcoticslocations,947adacece9ae423b78ae8d181cd39e4,dgm_latamnarcoticslocations__947adacece9ae423b78ae8d181cd39e4
#capilladelmonte,"Capilla del Monte, Argentina",capilladelmonteargentina,argentina,Argentina,Exec,"Capilla del Monte, Argentina",,dgm_latamnarcoticslocations,78ce980ce0fa091fe0a326bd1e989450,dgm_latamnarcoticslocations__78ce980ce0fa091fe0a326bd1e989450
#coroneldugraty,"Coronel Du Graty, Argentina",coroneldugratyargentina,argentina,Argentina,CompanyKeyword,"Coronel Du Graty, Argentina",,dgm_latamnarcoticslocations,c235fabd3811c685e3e01f37a30a1740,dgm_latamnarcoticslocations__c235fabd3811c685e3e01f37a30a1740
#villaaberastain,"Villa Aberastain, Argentina",villaaberastainargentina,argentina,Argentina,Diplomat,"Villa Aberastain, Argentina",,dgm_latamnarcoticslocations,cc464c269cde650c23aaad5e13abb408,dgm_latamnarcoticslocations__cc464c269cde650c23aaad5e13abb408
#simoca,"Simoca, Argentina",simocaargentina,argentina,Argentina,Keyphrase,"Simoca, Argentina",,dgm_latamnarcoticslocations,0b8fe6cbb25d9ce0fa74466ebffcbbd6,dgm_latamnarcoticslocations__0b8fe6cbb25d9ce0fa74466ebffcbbd6
#urdinarrain,"Urdinarrain, Argentina",urdinarrainargentina,argentina,Argentina,Shipping,"Urdinarrain, Argentina",,dgm_latamnarcoticslocations,fc4c5f12aaf397bd66262e6cda9e1381,dgm_latamnarcoticslocations__fc4c5f12aaf397bd66262e6cda9e1381
#sanbernardodeltuyu,"San Bernardo del Tuyu, Argentina",sanbernardodeltuyuargentina,argentina,Argentina,Media,"San Bernardo del Tuyu, Argentina",,dgm_latamnarcoticslocations,a157085a6c38de46a911744bf4803b87,dgm_latamnarcoticslocations__a157085a6c38de46a911744bf4803b87
#arias,"Arias, Argentina",ariasargentina,argentina,Argentina,Refinery,"Arias, Argentina",,dgm_latamnarcoticslocations,2806d91c0d9adc4b6487d655e8f974c8,dgm_latamnarcoticslocations__2806d91c0d9adc4b6487d655e8f974c8
#sauceviejo,"Sauce Viejo, Argentina",sauceviejoargentina,argentina,Argentina,FTO,"Sauce Viejo, Argentina",,dgm_latamnarcoticslocations,767051b9df9014d3c62417262562cfc6,dgm_latamnarcoticslocations__767051b9df9014d3c62417262562cfc6
#realico,"Realico, Argentina",realicoargentina,argentina,Argentina,space,"Realico, Argentina",,dgm_latamnarcoticslocations,466dc6b22b52582d62ae5c00be08325c,dgm_latamnarcoticslocations__466dc6b22b52582d62ae5c00be08325c
#larroque,"Larroque, Argentina",larroqueargentina,argentina,Argentina,Shipping,"Larroque, Argentina",,dgm_latamnarcoticslocations,eb3d098cc20e692029a599968e30735e,dgm_latamnarcoticslocations__eb3d098cc20e692029a599968e30735e
#ingenierojacobacci,"Ingeniero Jacobacci, Argentina",ingenierojacobacciargentina,argentina,Argentina,CompanyKeyword,"Ingeniero Jacobacci, Argentina",,dgm_latamnarcoticslocations,d2c9431afd0f55b0f390c0a4b8369964,dgm_latamnarcoticslocations__d2c9431afd0f55b0f390c0a4b8369964
#elcalafate,"El Calafate, Argentina",elcalafateargentina,argentina,Argentina,ForeignMinister,"El Calafate, Argentina",,dgm_latamnarcoticslocations,8c831df4c7a178ceee67fc4b8fdff4a8,dgm_latamnarcoticslocations__8c831df4c7a178ceee67fc4b8fdff4a8
#sanfranciscodetilcara,"San Francisco de Tilcara, Argentina",sanfranciscodetilcaraargentina,argentina,Argentina,ForeignMinister,"San Francisco de Tilcara, Argentina",,dgm_latamnarcoticslocations,ecaeda09c5dc954efac3441f1ee0f8aa,dgm_latamnarcoticslocations__ecaeda09c5dc954efac3441f1ee0f8aa
#cachi,"Cachi, Argentina",cachiargentina,argentina,Argentina,ForeignMinister,"Cachi, Argentina",,dgm_latamnarcoticslocations,59efd93b2d03f93c6ab4b8e72f4268c5,dgm_latamnarcoticslocations__59efd93b2d03f93c6ab4b8e72f4268c5
#villaunion,"Villa Union, Argentina",villaunionargentina,argentina,Argentina,Refinery,"Villa Union, Argentina",,dgm_latamnarcoticslocations,985e73b45169400ecd8b99abf10cfad3,dgm_latamnarcoticslocations__985e73b45169400ecd8b99abf10cfad3
#alumine,"Alumine, Argentina",alumineargentina,argentina,Argentina,Refinery,"Alumine, Argentina",,dgm_latamnarcoticslocations,7aa88b94d5dbbb8d9b03c280898d7110,dgm_latamnarcoticslocations__7aa88b94d5dbbb8d9b03c280898d7110
#piedradelaguila,"Piedra del aguila, Argentina",piedradelaguilaargentina,argentina,Argentina,ForeignMinistry,"Piedra del aguila, Argentina",,dgm_latamnarcoticslocations,59bc8d6bf671cd74b5e3be9366fa031a,dgm_latamnarcoticslocations__59bc8d6bf671cd74b5e3be9366fa031a
#generallavalle,"General Lavalle, Argentina",generallavalleargentina,argentina,Argentina,News,"General Lavalle, Argentina",,dgm_latamnarcoticslocations,bc1d7413d1a189d27dadf9879b709b0c,dgm_latamnarcoticslocations__bc1d7413d1a189d27dadf9879b709b0c
#coronelmartinezdehoz,"Coronel Martinez de Hoz, Argentina",coronelmartinezdehozargentina,argentina,Argentina,Consulates,"Coronel Martinez de Hoz, Argentina",,dgm_latamnarcoticslocations,157d4a9396ca4e3e9ab3e294257a9579,dgm_latamnarcoticslocations__157d4a9396ca4e3e9ab3e294257a9579
#chuquisaca,"Chuquisaca, Bolivia",chuquisacabolivia,bolivia,Bolivia,Organization,"Chuquisaca, Bolivia",,dgm_latamnarcoticslocations,0d60ed6c5701bf9dc516c6fd12d02180,dgm_latamnarcoticslocations__0d60ed6c5701bf9dc516c6fd12d02180
#cochabamba,"Cochabamba, Bolivia",cochabambabolivia,bolivia,Bolivia,ForeignMinistry,"Cochabamba, Bolivia",,dgm_latamnarcoticslocations,d323215fef6b1d4cc55872bad5ca877d,dgm_latamnarcoticslocations__d323215fef6b1d4cc55872bad5ca877d
#oruro,"Oruro, Bolivia",orurobolivia,bolivia,Bolivia,Refinery,"Oruro, Bolivia",,dgm_latamnarcoticslocations,309ca21c2f964247823f2eb83dcff91c,dgm_latamnarcoticslocations__309ca21c2f964247823f2eb83dcff91c
#pando,"Pando, Bolivia",pandobolivia,bolivia,Bolivia,LegislativeCommittee,"Pando, Bolivia",,dgm_latamnarcoticslocations,9e6291488d9c80a9c6053f4cc0ec0cb7,dgm_latamnarcoticslocations__9e6291488d9c80a9c6053f4cc0ec0cb7
#tarija,"Tarija, Bolivia",tarijabolivia,bolivia,Bolivia,IndustryTerm,"Tarija, Bolivia",,dgm_latamnarcoticslocations,7a5b7d1e212d5c89167cdb509c2369fb,dgm_latamnarcoticslocations__7a5b7d1e212d5c89167cdb509c2369fb
