german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#carlhermannrudloffallee,"Carl-Hermann-Rudloff-Allee in Frankfurt, Germany",50.1752491,8.6214003,1,,,,Refinery,"Carl-Hermann-Rudloff-Allee in Frankfurt, Germany",,german_fires_frankfurt_locations,9bfe109b41cee03c601adace517cabff,german_fires_frankfurt_locations__4afabc17aaa1f35e6b285ab4f112af71
#carloschmidplatz,"Carlo-Schmid-Platz in Frankfurt, Germany",50.1206047,8.6510363,1,,,,Pipeline,"Carlo-Schmid-Platz in Frankfurt, Germany",,german_fires_frankfurt_locations,842338a2515aa59a78f91ed5f9694138,german_fires_frankfurt_locations__d4cf35441cf00cfa951dd2ccec26bbdd
#carlschultisstrasse,"Carl-Schultis-Strasse in Frankfurt, Germany",50.1527451,8.7472188,1,,,,Media,"Carl-Schultis-Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,49fa77822bd93b4654ee1e1006559edc,german_fires_frankfurt_locations__dba407396664acb005b057a0ff7b44a5
#carlsonnenscheinstrasse,"Carl-Sonnenschein-Strasse in Frankfurt, Germany",50.1257028,8.5724266,1,,,,News,"Carl-Sonnenschein-Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,05ed7d2b0870c83a22dd1909f7f1c227,german_fires_frankfurt_locations__b17a4f2469630bb7c1fa6d0fd53d1fa8
#carltheodorreiffensteinplatz,"Carl-Theodor-Reiffenstein-Platz in Frankfurt, Germany",50.1139518,8.6839183,1,,,,Diplomat,"Carl-Theodor-Reiffenstein-Platz in Frankfurt, Germany",,german_fires_frankfurt_locations,7164f25b7dffe5d7d3d9a8f970fa2cae,german_fires_frankfurt_locations__eca37f415107b4c5e9e4092b7c69fbeb
#carlulrichbrucke,"Carl-Ulrich-Brucke in Frankfurt, Germany",50.1120129,8.7576011,1,,,,Organization,"Carl-Ulrich-Brucke in Frankfurt, Germany",,german_fires_frankfurt_locations,b61598628383f9cb3ecbdf3a2d2965f1,german_fires_frankfurt_locations__042185f237d3a21904af5d8d879dfaf2
#carlvonnoordenplatz,"Carl-von-Noorden-Platz in Frankfurt, Germany",50.0973779,8.6647818,1,,,,CompanyKeyword,"Carl-von-Noorden-Platz in Frankfurt, Germany",,german_fires_frankfurt_locations,e3cac0d780b17ab3ee52c66faba7fc08,german_fires_frankfurt_locations__118f8897b47cfe783a27eb7a6ee70aef
#carlvonweinbergstrasse,"Carl-von-Weinberg-Strasse in Frankfurt, Germany",50.1325212,8.6660963,1,,,,DiplomaticFacilities,"Carl-von-Weinberg-Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,c66e2f8dd18863e61be2f78c16bb4e7b,german_fires_frankfurt_locations__92451707fd357e367e56fda1383a45e1
#carlweigertplatz,"Carl-Weigert-Platz in Frankfurt, Germany",50.0965886,8.6653861,1,,,,Exec,"Carl-Weigert-Platz in Frankfurt, Germany",,german_fires_frankfurt_locations,cf205c803ed7f157d7ccc1b49a3bbfc7,german_fires_frankfurt_locations__8dc781ac17847745e57d328733145564
#carlzeissstrasse,"Carl-Zeiss-Strasse in Frankfurt, Germany",50.1427347,8.7471872,1,,,,AAEntity,"Carl-Zeiss-Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,89070d971ace8224cc790acf9042a72a,german_fires_frankfurt_locations__e97a1514381c009cb589a350a7213525
