german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,.3,.4,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
kastanienweg,"Kastanienweg in Hamm, Germany",51.6882526,7.8779358,1,,,,,,,,Shipping,"Kastanienweg in Hamm, Germany",,german_fires_hamm_locations,1cb408a3f42dbb8ec94da55d031e6e82,german_fires_hamm_locations__1cb408a3f42dbb8ec94da55d031e6e82
katharinenstrasse,"Katharinenstrasse in Hamm, Germany",51.6941836,7.7559109,1,,,,,,,,Shipping,"Katharinenstrasse in Hamm, Germany",,german_fires_hamm_locations,721361097b5610da53ed2b13a8d52dac,german_fires_hamm_locations__721361097b5610da53ed2b13a8d52dac
kathe-kollwitz-weg,"Kathe-Kollwitz-Weg in Hamm, Germany",51.6519222,7.8430778,1,,,,,,,,Diplomat,"Kathe-Kollwitz-Weg in Hamm, Germany",,german_fires_hamm_locations,3c8a8e6131f0f5baf5e5907c8e55ccd7,german_fires_hamm_locations__3c8a8e6131f0f5baf5e5907c8e55ccd7
kegenhoffweg,"Kegenhoffweg in Hamm, Germany",51.7028395,7.8414468,1,,,,,,,,Person,"Kegenhoffweg in Hamm, Germany",,german_fires_hamm_locations,c0f6e782e3e14033acb9f523a9dc7985,german_fires_hamm_locations__c0f6e782e3e14033acb9f523a9dc7985
keitstrasse,"Keitstrasse in Hamm, Germany",51.6209243,7.7152362,1,,,,,,,,space,"Keitstrasse in Hamm, Germany",,german_fires_hamm_locations,a87fa955cd6a5df04f549873ce615951,german_fires_hamm_locations__a87fa955cd6a5df04f549873ce615951
keltenweg,"Keltenweg in Hamm, Germany",51.6689959,7.7815129,1,,,,,,,,Consulates,"Keltenweg in Hamm, Germany",,german_fires_hamm_locations,a969ee3d601b32110b7364346e536659,german_fires_hamm_locations__a969ee3d601b32110b7364346e536659
kentroper weg,"Kentroper Weg in Hamm, Germany",51.6830519,7.8307339,1,,,,,,,,ForeignMinister,"Kentroper Weg in Hamm, Germany",,german_fires_hamm_locations,0ffd31841a5e5052549c9bf36b98b57a,german_fires_hamm_locations__0ffd31841a5e5052549c9bf36b98b57a
keplerstrasse,"Keplerstrasse in Hamm, Germany",51.685509,7.8966849,1,,,,,,,,Diplomat,"Keplerstrasse in Hamm, Germany",,german_fires_hamm_locations,e1039c309cd415b3498452da0699bfa2,german_fires_hamm_locations__e1039c309cd415b3498452da0699bfa2
kerstheider strasse,"Kerstheider Strasse in Hamm, Germany",51.6380649,7.6997272,1,,,,,,,,News,"Kerstheider Strasse in Hamm, Germany",,german_fires_hamm_locations,ab5d68ef40845ac001bc7f415fcf00c2,german_fires_hamm_locations__ab5d68ef40845ac001bc7f415fcf00c2
kettermannweg,"Kettermannweg in Hamm, Germany",51.6072638,7.88267,1,,,,,,,,FTO,"Kettermannweg in Hamm, Germany",,german_fires_hamm_locations,40be3b8a751e8013bd01b0e63b6243a8,german_fires_hamm_locations__40be3b8a751e8013bd01b0e63b6243a8
kiebitzweg,"Kiebitzweg in Hamm, Germany",51.6864986,7.8672856,1,,,,,,,,Exec,"Kiebitzweg in Hamm, Germany",,german_fires_hamm_locations,61b909224bbf196bf1812b14d1067d7d,german_fires_hamm_locations__61b909224bbf196bf1812b14d1067d7d
kiefernweg,"Kiefernweg in Hamm, Germany",51.6675383,7.7322271,1,,,,,,,,Legislator,"Kiefernweg in Hamm, Germany",,german_fires_hamm_locations,c5ee039924349971e2e1cf575685b17e,german_fires_hamm_locations__c5ee039924349971e2e1cf575685b17e
kiefernweg,"Kiefernweg in Hamm, Germany",51.6675383,7.7322271,1,,,,,,,,CompanyKeyword,"Kiefernweg in Hamm, Germany",,german_fires_hamm_locations,c5ee039924349971e2e1cf575685b17e,german_fires_hamm_locations__c5ee039924349971e2e1cf575685b17e
killwinkler strasse,"Killwinkler Strasse in Hamm, Germany",51.6961443,7.7968629,1,,,,,,,,Wells,"Killwinkler Strasse in Hamm, Germany",,german_fires_hamm_locations,0ca3473d151871f9f503641439df2c4a,german_fires_hamm_locations__0ca3473d151871f9f503641439df2c4a
kimbernweg,"Kimbernweg in Hamm, Germany",51.6694835,7.7800365,1,,,,,,,,News,"Kimbernweg in Hamm, Germany",,german_fires_hamm_locations,895c982aa6fefb6cddca8bf45163156b,german_fires_hamm_locations__895c982aa6fefb6cddca8bf45163156b
kirchplatz,"Kirchplatz in Hamm, Germany",51.637862,7.7437413,1,,,,,,,,Exec,"Kirchplatz in Hamm, Germany",,german_fires_hamm_locations,04f7734d13499cda5e8193e456c8744d,german_fires_hamm_locations__04f7734d13499cda5e8193e456c8744d
kirchspiel,"Kirchspiel in Hamm, Germany",51.6310286,7.752071,1,,,,,,,,Exec,"Kirchspiel in Hamm, Germany",,german_fires_hamm_locations,a8e46c9b62a03988e6afdc81065578e0,german_fires_hamm_locations__a8e46c9b62a03988e6afdc81065578e0
kirchweg,"Kirchweg in Hamm, Germany",51.6747205,7.878181,1,,,,,,,,News,"Kirchweg in Hamm, Germany",,german_fires_hamm_locations,05912f0e3ca9c52e4887aa8dad861c97,german_fires_hamm_locations__05912f0e3ca9c52e4887aa8dad861c97
kirchweg,"Kirchweg in Hamm, Germany",51.6747205,7.878181,1,,,,,,,,Wells,"Kirchweg in Hamm, Germany",,german_fires_hamm_locations,05912f0e3ca9c52e4887aa8dad861c97,german_fires_hamm_locations__05912f0e3ca9c52e4887aa8dad861c97
kirschenweg,"Kirschenweg in Hamm, Germany",51.684297,7.879487,1,,,,,,,,IndustryTerm,"Kirschenweg in Hamm, Germany",,german_fires_hamm_locations,476ee6e5a3dde58095da98138dfdf9c7,german_fires_hamm_locations__476ee6e5a3dde58095da98138dfdf9c7
kissinger weg,"Kissinger Weg in Hamm, Germany",51.6687269,7.7695154,1,,,,,,,,Organization,"Kissinger Weg in Hamm, Germany",,german_fires_hamm_locations,adbd607703215fde7ec5c2b4c6375ed3,german_fires_hamm_locations__adbd607703215fde7ec5c2b4c6375ed3
kissingerhofen,"Kissingerhofen in Hamm, Germany",51.6621565,7.7711567,1,,,,,,,,ForeignMinistry,"Kissingerhofen in Hamm, Germany",,german_fires_hamm_locations,96beac9d2241a9baead59d5497a219ff,german_fires_hamm_locations__96beac9d2241a9baead59d5497a219ff
klaus-kath-weg,"Klaus-Kath-Weg in Hamm, Germany",51.682817,7.824374,1,,,,,,,,Exec,"Klaus-Kath-Weg in Hamm, Germany",,german_fires_hamm_locations,96efbec7f1e1c2460691247c55a7899b,german_fires_hamm_locations__96efbec7f1e1c2460691247c55a7899b
kleiberweg,"Kleiberweg in Hamm, Germany",51.7058956,7.7514859,1,,,,,,,,Diplomat,"Kleiberweg in Hamm, Germany",,german_fires_hamm_locations,6a6fae8e2a9c4700f423e24bd5c1d582,german_fires_hamm_locations__6a6fae8e2a9c4700f423e24bd5c1d582
kleinbahnstrasse,"Kleinbahnstrasse in Hamm, Germany",51.6279542,7.8530332,1,,,,,,,,Refinery,"Kleinbahnstrasse in Hamm, Germany",,german_fires_hamm_locations,01b7441ae662e17aebbb733820f27abc,german_fires_hamm_locations__01b7441ae662e17aebbb733820f27abc
kleine alleestrasse,"Kleine Alleestrasse in Hamm, Germany",51.6722881,7.8115265,1,,,,,,,,Wells,"Kleine Alleestrasse in Hamm, Germany",,german_fires_hamm_locations,cd48ed3ce9a236036cc399a0eda3f041,german_fires_hamm_locations__cd48ed3ce9a236036cc399a0eda3f041
kleine amtsstrasse,"Kleine Amtsstrasse in Hamm, Germany",51.7073237,7.8340633,1,,,,,,,,IndustryTerm,"Kleine Amtsstrasse in Hamm, Germany",,german_fires_hamm_locations,2c65e610a131a76b99ee47464e49a021,german_fires_hamm_locations__2c65e610a131a76b99ee47464e49a021
kleine werlstrasse,"Kleine Werlstrasse in Hamm, Germany",51.6409009,7.7551533,1,,,,,,,,Media,"Kleine Werlstrasse in Hamm, Germany",,german_fires_hamm_locations,439c5d8c25ea2e13ef092afef7b7495b,german_fires_hamm_locations__439c5d8c25ea2e13ef092afef7b7495b
kleiner sandweg,"Kleiner Sandweg in Hamm, Germany",51.6905994,7.8023161,1,,,,,,,,Shipping,"Kleiner Sandweg in Hamm, Germany",,german_fires_hamm_locations,cddfabd051829ac9c0a0a2eafcbff82b,german_fires_hamm_locations__cddfabd051829ac9c0a0a2eafcbff82b
kleiner sommerkamp,"Kleiner Sommerkamp in Hamm, Germany",51.7031825,7.8394574,1,,,,,,,,Wells,"Kleiner Sommerkamp in Hamm, Germany",,german_fires_hamm_locations,e48661f549cc34e16a65e03526f12f62,german_fires_hamm_locations__e48661f549cc34e16a65e03526f12f62
kleinweg,"Kleinweg in Hamm, Germany",51.6935414,7.7594369,1,,,,,,,,CompanyKeyword,"Kleinweg in Hamm, Germany",,german_fires_hamm_locations,fcdd460a999e5dec7963fb86ee1bd9aa,german_fires_hamm_locations__fcdd460a999e5dec7963fb86ee1bd9aa
kleistrasse,"Kleistrasse in Hamm, Germany",51.7062041,7.8582717,1,,,,,,,,Refinery,"Kleistrasse in Hamm, Germany",,german_fires_hamm_locations,c1a9db19ce2dff0a4227990b38a3f469,german_fires_hamm_locations__c1a9db19ce2dff0a4227990b38a3f469
klemens-horster-strasse,"Klemens-Horster-Strasse in Hamm, Germany",51.694809,7.7479834,1,,,,,,,,Diplomat,"Klemens-Horster-Strasse in Hamm, Germany",,german_fires_hamm_locations,95f9d80db20dcb611a3e1b694aea3741,german_fires_hamm_locations__95f9d80db20dcb611a3e1b694aea3741
klemmestrasse,"Klemmestrasse in Hamm, Germany",51.6982732,7.7584426,1,,,,,,,,Diplomat,"Klemmestrasse in Hamm, Germany",,german_fires_hamm_locations,3c36d325f0446bd4ff7a41af6ff82d29,german_fires_hamm_locations__3c36d325f0446bd4ff7a41af6ff82d29
klenzestrasse,"Klenzestrasse in Hamm, Germany",51.6874693,7.8940027,1,,,,,,,,Shipping,"Klenzestrasse in Hamm, Germany",,german_fires_hamm_locations,19fc613abc6a60605f57d07c41e10f5f,german_fires_hamm_locations__19fc613abc6a60605f57d07c41e10f5f
kletterrosenweg,"Kletterrosenweg in Hamm, Germany",51.6752063,7.8305404,1,,,,,,,,Person,"Kletterrosenweg in Hamm, Germany",,german_fires_hamm_locations,ccb99e54b463cde8ec67ae505fa61378,german_fires_hamm_locations__ccb99e54b463cde8ec67ae505fa61378
klopstockstrasse,"Klopstockstrasse in Hamm, Germany",51.6713055,7.8214729,1,,,,,,,,AAEntity,"Klopstockstrasse in Hamm, Germany",,german_fires_hamm_locations,ddaaf488c74c7dda2a2dd95431cb4b15,german_fires_hamm_locations__ddaaf488c74c7dda2a2dd95431cb4b15
klosterfeld,"Klosterfeld in Hamm, Germany",51.6317728,7.8534744,1,,,,,,,,space,"Klosterfeld in Hamm, Germany",,german_fires_hamm_locations,885db764e913231609df190ad61e254d,german_fires_hamm_locations__885db764e913231609df190ad61e254d
klostergarten,"Klostergarten in Hamm, Germany",51.6311107,7.8502191,1,,,,,,,,Pipeline,"Klostergarten in Hamm, Germany",,german_fires_hamm_locations,242accb1ec4c30206e8e4e9a4678a2d9,german_fires_hamm_locations__242accb1ec4c30206e8e4e9a4678a2d9
