company,GUID,caption name,exactcheck,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
venmo,cb5aa0e62a22c02eea509f4ed369f97e,Venmo,,IndustryTerm,Venmo,,CrunchbaseFunding_CompanyMapping,f02fb6bf9eacd044e56aff4151f8f252,CrunchbaseFunding_CompanyMapping__f02fb6bf9eacd044e56aff4151f8f252
amgen,cbbf605ac8c153dab40ee70a8371ed1b,Amgen,,Diplomat,Amgen,,CrunchbaseFunding_CompanyMapping,c142e310cf1889900ac13cc74784585c,CrunchbaseFunding_CompanyMapping__c142e310cf1889900ac13cc74784585c
cisco,ccd248e1c6fdd1da82a2ce08a0791fbd,Cisco Systems,,IndustryTerm,Cisco Systems,,CrunchbaseFunding_CompanyMapping,d6545329455aff8da17ad054a7f807d0,CrunchbaseFunding_CompanyMapping__d6545329455aff8da17ad054a7f807d0
news corp,cd2caf1143876745f0c62e83f7f49b74,News Corp,,space,News Corp,,CrunchbaseFunding_CompanyMapping,e1fe85a69d4ea8e6ebb546cda362685e,CrunchbaseFunding_CompanyMapping__e1fe85a69d4ea8e6ebb546cda362685e
news corporation,cd2caf1143876745f0c62e83f7f49b74,News Corp,,Shipping,News Corp,,CrunchbaseFunding_CompanyMapping,e1fe85a69d4ea8e6ebb546cda362685e,CrunchbaseFunding_CompanyMapping__e1fe85a69d4ea8e6ebb546cda362685e
murphy usa,cd90b2da6a32d5ea375b6cd5cda72386,Murphy USA,,Media,Murphy USA,,CrunchbaseFunding_CompanyMapping,00ae747ff5ad20e83df439ab616ecc35,CrunchbaseFunding_CompanyMapping__00ae747ff5ad20e83df439ab616ecc35
sheetz,cdda000ce3810ed425c523beab1c5fe2,Sheetz,,IndustryTerm,Sheetz,,CrunchbaseFunding_CompanyMapping,8b1fed2af91859b9f7ccbdc2224242d3,CrunchbaseFunding_CompanyMapping__8b1fed2af91859b9f7ccbdc2224242d3
naspers,ce4993037476d29237b23e29dc4d4501,Naspers,,Person,Naspers,,CrunchbaseFunding_CompanyMapping,7a10aa46998257b167933d6fb2121e20,CrunchbaseFunding_CompanyMapping__7a10aa46998257b167933d6fb2121e20
mcdonald's,ce93c4a9ef56bba5fbc32da77fd5d371,McDonald's,,FTO,McDonald's,,CrunchbaseFunding_CompanyMapping,700dd1ec75732af311920d8da4c372ca,CrunchbaseFunding_CompanyMapping__700dd1ec75732af311920d8da4c372ca
mcdonalds,ce93c4a9ef56bba5fbc32da77fd5d371,McDonald's,,Consulates,McDonald's,,CrunchbaseFunding_CompanyMapping,700dd1ec75732af311920d8da4c372ca,CrunchbaseFunding_CompanyMapping__700dd1ec75732af311920d8da4c372ca
nbcuniversal,"cfcf7aea6487efa1474d5c8bb0bbf24b,2e4b0c3f87d475be72b4f23ccfab4d2d",NBCUniversal,,Consulates,NBCUniversal,,CrunchbaseFunding_CompanyMapping,eb3c672327b687bf56a6d8abb7ce1f06,CrunchbaseFunding_CompanyMapping__eb3c672327b687bf56a6d8abb7ce1f06
edf energy,cffd794770c077a0cc3eb93d50c86ad6,EDF Energy,,Keyphrase,EDF Energy,,CrunchbaseFunding_CompanyMapping,7d04e5ba1f88d4fd28f2b4bfbb4a9eed,CrunchbaseFunding_CompanyMapping__7d04e5ba1f88d4fd28f2b4bfbb4a9eed
national australia bank limited,d01937aa966f223b9f8a0ec89cc9ba13,National Australia Bank Limited,,FTO,National Australia Bank Limited,,CrunchbaseFunding_CompanyMapping,dfcca49462fd377c9c9f2802b7142eaa,CrunchbaseFunding_CompanyMapping__dfcca49462fd377c9c9f2802b7142eaa
health care service corporation,d184f433776ecbd6d3b44a9b026f4049,Health Care Service Corporation,,ForeignMinister,Health Care Service Corporation,,CrunchbaseFunding_CompanyMapping,31fae8092eea86fa36ca2be62f997cdd,CrunchbaseFunding_CompanyMapping__31fae8092eea86fa36ca2be62f997cdd
subway,d233216e6356445c609b2c9d956ee7db,Subway,,Legislator,Subway,,CrunchbaseFunding_CompanyMapping,59e6c9bc4380c7ff71a3cd3eb9515b30,CrunchbaseFunding_CompanyMapping__59e6c9bc4380c7ff71a3cd3eb9515b30
cummins,"d24f37e6b843b4ce8160741ff42e05d1,8e8564bf3e946cda0a42b16cef99c3c1",Cummins,,Pipeline,Cummins,,CrunchbaseFunding_CompanyMapping,d07c652a61b68deab9fd7cf94ed1aa74,CrunchbaseFunding_CompanyMapping__d07c652a61b68deab9fd7cf94ed1aa74
rite aid,d3d26716193993df62bbc6ddc1422a0f,Rite Aid,,LegislativeCommittee,Rite Aid,,CrunchbaseFunding_CompanyMapping,51483ae28162eafa5add7e260fbe1dae,CrunchbaseFunding_CompanyMapping__51483ae28162eafa5add7e260fbe1dae
truist,"d40dbc4bd2cb221b6c8214ade7be1a01,2b6f4cda0b5cac5783edd79bc9596a70,2916b651bbc29138a226e7904de313ff",Truist,,Pipeline,Truist,,CrunchbaseFunding_CompanyMapping,4fcf947459b92d320e761770e71d46fc,CrunchbaseFunding_CompanyMapping__4fcf947459b92d320e761770e71d46fc
shamrock foods company,d48a3e0e6b3edb7dda380a5861670e5c,Shamrock Foods Company,,AAEntity,Shamrock Foods Company,,CrunchbaseFunding_CompanyMapping,705f19824d7d0b8dbe654e6b722bf881,CrunchbaseFunding_CompanyMapping__705f19824d7d0b8dbe654e6b722bf881
telia company ab,d4e3333a416b1445cdea73f9c4de9b66,Telia Company AB,,Legislator,Telia Company AB,,CrunchbaseFunding_CompanyMapping,596781c7ebc9b68cf693d5311b4ea6f5,CrunchbaseFunding_CompanyMapping__596781c7ebc9b68cf693d5311b4ea6f5
china mobile,d4e494bd291cd29fda19f156d85ea576,China Mobile Limited,,AAEntity,China Mobile Limited,,CrunchbaseFunding_CompanyMapping,64aca9ab3d4f267f4e1fcdcaff216078,CrunchbaseFunding_CompanyMapping__64aca9ab3d4f267f4e1fcdcaff216078
abbott laboratories,d625cbb483cc5cfc4cc85c88d86f34d3,Abbott Laboratories,,Person,Abbott Laboratories,,CrunchbaseFunding_CompanyMapping,85f68b724587f17d75725f58db29012c,CrunchbaseFunding_CompanyMapping__85f68b724587f17d75725f58db29012c
gdc technics,d63db0c031d59cc6404fee09851eb16b,GDC Technics,,Legislator,GDC Technics,,CrunchbaseFunding_CompanyMapping,de3392442f1ff44e5fe6eb31e5bea6e6,CrunchbaseFunding_CompanyMapping__de3392442f1ff44e5fe6eb31e5bea6e6
discovery communications,d66338fd20db917744793997852f4b88,Discovery,,News,Discovery,,CrunchbaseFunding_CompanyMapping,a1c4eb450799cb3f30c400d0201414e7,CrunchbaseFunding_CompanyMapping__a1c4eb450799cb3f30c400d0201414e7
worldpay,d67e5eafd0f799118b48aa2790cc183b,WorldPay,,Wells,WorldPay,,CrunchbaseFunding_CompanyMapping,53cb63d9abbfb1374f7fdebe861e7f7a,CrunchbaseFunding_CompanyMapping__53cb63d9abbfb1374f7fdebe861e7f7a
worldpay,"d67e5eafd0f799118b48aa2790cc183b,776e4467de3962f89c769e33c77235f9",Worldpay,,Shipping,Worldpay,,CrunchbaseFunding_CompanyMapping,ef386ad2921aaec7bf343960befbe194,CrunchbaseFunding_CompanyMapping__ef386ad2921aaec7bf343960befbe194
qbe insurance,d750b9095fa3da2801aa31bc0a30f79c,QBE Insurance,,FTO,QBE Insurance,,CrunchbaseFunding_CompanyMapping,9844f56098987d277d93d1f16d61be5f,CrunchbaseFunding_CompanyMapping__9844f56098987d277d93d1f16d61be5f
cigna,d771f74a295f7ea102248b87e1e0ebd3,Cigna,,Wells,Cigna,,CrunchbaseFunding_CompanyMapping,001f86414b79058a6ab09340d8f86dfe,CrunchbaseFunding_CompanyMapping__001f86414b79058a6ab09340d8f86dfe
micron technology,d78bbeafa640c400bf57ec9ed424b12b,Micron Technology,,Shipping,Micron Technology,,CrunchbaseFunding_CompanyMapping,60d803a83abc38863ef763daeb3853a4,CrunchbaseFunding_CompanyMapping__60d803a83abc38863ef763daeb3853a4
goldman sachs,d7da147afcfd4a6f38e43898c7054765,Goldman Sachs,,Refinery,Goldman Sachs,,CrunchbaseFunding_CompanyMapping,d81a3a023d342920551254d6f821d7b2,CrunchbaseFunding_CompanyMapping__d81a3a023d342920551254d6f821d7b2
twitter,d7e6c32993a18cd808bc47ac0af51f31,Twitter,,Pipeline,Twitter,,CrunchbaseFunding_CompanyMapping,2491bc9c7d8731e1ae33124093bc7026,CrunchbaseFunding_CompanyMapping__2491bc9c7d8731e1ae33124093bc7026
mckesson,d7f3a67888453257b007bfd7d7bf8484,McKesson,,Wells,McKesson,,CrunchbaseFunding_CompanyMapping,49b6b1cda514e269f33b01b89cd2dfcc,CrunchbaseFunding_CompanyMapping__49b6b1cda514e269f33b01b89cd2dfcc
ecolab,d83c030d144ee4028edf6101ce6b2ff0,Ecolab,,ForeignMinister,Ecolab,,CrunchbaseFunding_CompanyMapping,f6d204cfffcd0a0a0520c189a3879702,CrunchbaseFunding_CompanyMapping__f6d204cfffcd0a0a0520c189a3879702
deutsche bank,d8a184fcaeef29f49b85b9a851907b97,Deutsche Bank,,Diplomat,Deutsche Bank,,CrunchbaseFunding_CompanyMapping,54ebc4b3f1a2a0984d8e6fe04e5b873d,CrunchbaseFunding_CompanyMapping__54ebc4b3f1a2a0984d8e6fe04e5b873d
wells fargo,d9d5c8ff5b1f43a93a3991d4472355af,Wells Fargo,,ForeignMinister,Wells Fargo,,CrunchbaseFunding_CompanyMapping,db9756cc1ba8953cec0b0d95989cfe39,CrunchbaseFunding_CompanyMapping__db9756cc1ba8953cec0b0d95989cfe39
black knight inc,dabe87ed41c5874d0a127329bd059af9,Black Knight Inc,,LegislativeCommittee,Black Knight Inc,,CrunchbaseFunding_CompanyMapping,fc8dfafbcb4a0707a81941e07247aa21,CrunchbaseFunding_CompanyMapping__fc8dfafbcb4a0707a81941e07247aa21
jack in the box,db38047578d3110af8de490f78c78bc0,Jack in the Box,,IndustryTerm,Jack in the Box,,CrunchbaseFunding_CompanyMapping,6c5ebab20aef4064407525bb3dd1b6aa,CrunchbaseFunding_CompanyMapping__6c5ebab20aef4064407525bb3dd1b6aa
ascension,db9a31ac0ce81817fb5684b4094bd8c4,Ascension,,Diplomat,Ascension,,CrunchbaseFunding_CompanyMapping,a833570ea1d45f4c800ed4e56a981fe4,CrunchbaseFunding_CompanyMapping__a833570ea1d45f4c800ed4e56a981fe4
erickson,dc3b61e2b07e126faa969758e232c84f,Erickson,,IndustryTerm,Erickson,,CrunchbaseFunding_CompanyMapping,b011ddfbe663ea8c2355f35a5c7bbc82,CrunchbaseFunding_CompanyMapping__b011ddfbe663ea8c2355f35a5c7bbc82
chick-fil-a,dcacaa6c910a47709f897b963266c88c,Chick-Fil-A,,ForeignMinister,Chick-Fil-A,,CrunchbaseFunding_CompanyMapping,f0687aaf86c39ed56ef1c345fcb99fab,CrunchbaseFunding_CompanyMapping__f0687aaf86c39ed56ef1c345fcb99fab
lululemon,dcf18aebf1671864220c4f5042abbeb0,Lululemon,,Media,Lululemon,,CrunchbaseFunding_CompanyMapping,f211de282b83cfee9011e5abcff6bdfa,CrunchbaseFunding_CompanyMapping__f211de282b83cfee9011e5abcff6bdfa
hill-rom,dd0ed4b1b2984fc9c77294340e70c6cb,Hill-Rom,,LegislativeCommittee,Hill-Rom,,CrunchbaseFunding_CompanyMapping,07f95a70b11ebe94ea7b8d563c2712d4,CrunchbaseFunding_CompanyMapping__07f95a70b11ebe94ea7b8d563c2712d4
office depot,dd340d6b52f2d35adc3b65bf38dfa433,Office Depot,,Exec,Office Depot,,CrunchbaseFunding_CompanyMapping,df496af72b18c8daf1efc7ff89aeeb5d,CrunchbaseFunding_CompanyMapping__df496af72b18c8daf1efc7ff89aeeb5d
ally financial,dd4bc800f9a4c4d6659f7f7818d8c45d,Ally Financial,,Diplomat,Ally Financial,,CrunchbaseFunding_CompanyMapping,fc7809369342e4f094cba19dcc955b79,CrunchbaseFunding_CompanyMapping__fc7809369342e4f094cba19dcc955b79
netgear,ddf9aaa7e76a51a558ce47955aeae4c1,Netgear,,FTO,Netgear,,CrunchbaseFunding_CompanyMapping,37372feb8b57441e3421e10997a4eab2,CrunchbaseFunding_CompanyMapping__37372feb8b57441e3421e10997a4eab2
adp,df173000fb604482fc07d7f0d82d1e08,ADP,,DiplomaticFacilities,ADP,,CrunchbaseFunding_CompanyMapping,a771a5a37055ebcd81f69ccb77ac9a9b,CrunchbaseFunding_CompanyMapping__a771a5a37055ebcd81f69ccb77ac9a9b
scotiabank,df5ec78466b5193a66a72ce4c888146c,Scotiabank,,Shipping,Scotiabank,,CrunchbaseFunding_CompanyMapping,f1b39e80b43ecba99170ac1588826f91,CrunchbaseFunding_CompanyMapping__f1b39e80b43ecba99170ac1588826f91
h.e.b,dfcab08a746591ba1ef594ef3c15a602,H.E.B,,Pipeline,H.E.B,,CrunchbaseFunding_CompanyMapping,52096fba3b749d4b571ddef4b09a01ef,CrunchbaseFunding_CompanyMapping__52096fba3b749d4b571ddef4b09a01ef
s&p global,dfebd27ad984ba163dc65df523e8abf0,S&P Global,,ForeignMinister,S&P Global,,CrunchbaseFunding_CompanyMapping,284e8afada93c5f831288575f2c60b0a,CrunchbaseFunding_CompanyMapping__284e8afada93c5f831288575f2c60b0a
stericycle,e00f07eb07974b1ce687c155d987f665,Stericycle,,Wells,Stericycle,,CrunchbaseFunding_CompanyMapping,e29147864ce0a1b5107c048901529f42,CrunchbaseFunding_CompanyMapping__e29147864ce0a1b5107c048901529f42
geico,e01ba01b14e78ae340f567b451aefdac,Geico,,space,Geico,,CrunchbaseFunding_CompanyMapping,a42997fdbbcaa3172ec5a760b09b4499,CrunchbaseFunding_CompanyMapping__a42997fdbbcaa3172ec5a760b09b4499
aeromexico,e033d1d90ea50a530861ef856078d85b,Aeromexico,,Exec,Aeromexico,,CrunchbaseFunding_CompanyMapping,3be5654559104088eba8deb40e170b21,CrunchbaseFunding_CompanyMapping__3be5654559104088eba8deb40e170b21
carefirst of maryland,e0fd16625154955ddc280a50899171a1,CareFirst of Maryland,,IndustryTerm,CareFirst of Maryland,,CrunchbaseFunding_CompanyMapping,d15c7391442d544d2ea82065afeffdd6,CrunchbaseFunding_CompanyMapping__d15c7391442d544d2ea82065afeffdd6
carefirst,e0fd16625154955ddc280a50899171a1,CareFirst of Maryland,,Exec,CareFirst of Maryland,,CrunchbaseFunding_CompanyMapping,d15c7391442d544d2ea82065afeffdd6,CrunchbaseFunding_CompanyMapping__d15c7391442d544d2ea82065afeffdd6
baidu,e124818c3e704f0866b798552089cd98,Baidu,,IndustryTerm,Baidu,,CrunchbaseFunding_CompanyMapping,d36e219e608d6f9aa15b1e42081689fa,CrunchbaseFunding_CompanyMapping__d36e219e608d6f9aa15b1e42081689fa
air canada,e2437347300ecc96b6855502ea951918,Air Canada,,DiplomaticFacilities,Air Canada,,CrunchbaseFunding_CompanyMapping,76a25b8511a5f39c1bdc761f65636e4b,CrunchbaseFunding_CompanyMapping__76a25b8511a5f39c1bdc761f65636e4b
discount tire,e37342966f5e94c1466e8dc34f52a83d,Discount Tire,,ForeignMinistry,Discount Tire,,CrunchbaseFunding_CompanyMapping,bf97a394be0995faf90bede5ed452758,CrunchbaseFunding_CompanyMapping__bf97a394be0995faf90bede5ed452758
greyhound,e3ab0c8cd9af08bc75a37f8cb179a385,Greyhound,,Keyphrase,Greyhound,,CrunchbaseFunding_CompanyMapping,1f661538e76153821da663c188a2ea43,CrunchbaseFunding_CompanyMapping__1f661538e76153821da663c188a2ea43
enav,e4c4ad3924c8d869c554fa2fff637903,Enav,,Media,Enav,,CrunchbaseFunding_CompanyMapping,a4d8deb8bdc0882870d80010c347fac8,CrunchbaseFunding_CompanyMapping__a4d8deb8bdc0882870d80010c347fac8
iac,e5240bbc9432ee74c1233d72b69989f5,IAC,,AAEntity,IAC,,CrunchbaseFunding_CompanyMapping,973ec353d1e7caeadedeecac026a80a3,CrunchbaseFunding_CompanyMapping__973ec353d1e7caeadedeecac026a80a3
inter active corp,e5240bbc9432ee74c1233d72b69989f5,IAC,,space,IAC,,CrunchbaseFunding_CompanyMapping,973ec353d1e7caeadedeecac026a80a3,CrunchbaseFunding_CompanyMapping__973ec353d1e7caeadedeecac026a80a3
interactive corp,e5240bbc9432ee74c1233d72b69989f5,IAC,,Keyphrase,IAC,,CrunchbaseFunding_CompanyMapping,973ec353d1e7caeadedeecac026a80a3,CrunchbaseFunding_CompanyMapping__973ec353d1e7caeadedeecac026a80a3
interactivecorp,e5240bbc9432ee74c1233d72b69989f5,IAC,,FTO,IAC,,CrunchbaseFunding_CompanyMapping,973ec353d1e7caeadedeecac026a80a3,CrunchbaseFunding_CompanyMapping__973ec353d1e7caeadedeecac026a80a3
tesla,e53d433309d11e093f65fad899bcd69c,Tesla,,space,Tesla,,CrunchbaseFunding_CompanyMapping,8f3182163857c5463c883017ff1cd3cc,CrunchbaseFunding_CompanyMapping__8f3182163857c5463c883017ff1cd3cc
america movil,e555c613094c368b3d64e99253edd1d9,"América Móvil, S.A.B. de C.V.",,AAEntity,"América Móvil, S.A.B. de C.V.",,CrunchbaseFunding_CompanyMapping,0394d3c8cfb772b61d35b5f1563538f4,CrunchbaseFunding_CompanyMapping__0394d3c8cfb772b61d35b5f1563538f4
wayfair,e565b8b35732042f106a3cecf3aba349,Wayfair,,AAEntity,Wayfair,,CrunchbaseFunding_CompanyMapping,322fa528e2bef8f508553af6ee3f544e,CrunchbaseFunding_CompanyMapping__322fa528e2bef8f508553af6ee3f544e
nxp,e643b21bb9c4d92b2287ec10d6418a50,NXP Semiconductors N.V.,,Wells,NXP Semiconductors N.V.,,CrunchbaseFunding_CompanyMapping,351ec30647226ed93b9cc5621dc3ee5b,CrunchbaseFunding_CompanyMapping__351ec30647226ed93b9cc5621dc3ee5b
bank of america,e672678f644ea6ca9d8396db9db0bdf0,Bank of America,,space,Bank of America,,CrunchbaseFunding_CompanyMapping,e4b68a3710443456cf882f506dfa2af5,CrunchbaseFunding_CompanyMapping__e4b68a3710443456cf882f506dfa2af5
bofa,e672678f644ea6ca9d8396db9db0bdf0,Bank of America,,Organization,Bank of America,,CrunchbaseFunding_CompanyMapping,e4b68a3710443456cf882f506dfa2af5,CrunchbaseFunding_CompanyMapping__e4b68a3710443456cf882f506dfa2af5
samsung,e6b49ab6f111725be63675394a865818,Samsung,,ForeignMinistry,Samsung,,CrunchbaseFunding_CompanyMapping,3910b1e0ccab19bc46fd9db27cca49c9,CrunchbaseFunding_CompanyMapping__3910b1e0ccab19bc46fd9db27cca49c9
Samsung Next,e6b49ab6f111725be63675394a865818,Samsung Next,,Legislator,Samsung Next,,CrunchbaseFunding_CompanyMapping,9e2fc0a966a9a05c3e1f9cf513b3c66d,CrunchbaseFunding_CompanyMapping__9e2fc0a966a9a05c3e1f9cf513b3c66d
ppg industries,e6c474ee2ffefd876a7648da663ed3c1,PPG Industries,,Exec,PPG Industries,,CrunchbaseFunding_CompanyMapping,a889df4b876763ba3730e36dc3b085e8,CrunchbaseFunding_CompanyMapping__a889df4b876763ba3730e36dc3b085e8
wendy's,e6c916b62ed19a24a6bfb32672305366,Wendy's,,Person,Wendy's,,CrunchbaseFunding_CompanyMapping,fa4ca084c279a77087ca76a65e0443aa,CrunchbaseFunding_CompanyMapping__fa4ca084c279a77087ca76a65e0443aa
glencore,e8c3e06bec09d6c7a94c6155aa7e1519,Glencore,,Media,Glencore,,CrunchbaseFunding_CompanyMapping,fca794d4e62f5f71052c85eb8dbbe92c,CrunchbaseFunding_CompanyMapping__fca794d4e62f5f71052c85eb8dbbe92c
equinix,e9164dc0096ace526ef3eaf6360b2f43,Equinix (REIT),,Exec,Equinix (REIT),,CrunchbaseFunding_CompanyMapping,edc5858d879165a880ff3d90b094bc94,CrunchbaseFunding_CompanyMapping__edc5858d879165a880ff3d90b094bc94
nfl,e91833d83ab04011777fe55112e50674,NFL,,CompanyKeyword,NFL,,CrunchbaseFunding_CompanyMapping,18f8abea98013844e3b2112c9d33ffb8,CrunchbaseFunding_CompanyMapping__18f8abea98013844e3b2112c9d33ffb8
fidelity management,e9afa108b7b5298d3e935f63fb4a0d98,Fidelity Investments,,CompanyKeyword,Fidelity Investments,,CrunchbaseFunding_CompanyMapping,e36bc831df603e45c3d3893841088867,CrunchbaseFunding_CompanyMapping__e36bc831df603e45c3d3893841088867
steelcase,e9d6d9cbbb403ec0d10db8787cbe2a9c,Steelcase,,Legislator,Steelcase,,CrunchbaseFunding_CompanyMapping,19875eac6e28b2dac477834e2c15f101,CrunchbaseFunding_CompanyMapping__19875eac6e28b2dac477834e2c15f101
omnicom group,ea6062468947f07f14275affdc354f27,Omnicom Group,,ForeignMinister,Omnicom Group,,CrunchbaseFunding_CompanyMapping,779ebd877743d868af9e3a7c8f54ca90,CrunchbaseFunding_CompanyMapping__779ebd877743d868af9e3a7c8f54ca90
omnicom,ea6062468947f07f14275affdc354f27,Omnicom Group,,Pipeline,Omnicom Group,,CrunchbaseFunding_CompanyMapping,779ebd877743d868af9e3a7c8f54ca90,CrunchbaseFunding_CompanyMapping__779ebd877743d868af9e3a7c8f54ca90
univar,ea81aab8273889db268616476ae95f3b,Univar,,Refinery,Univar,,CrunchbaseFunding_CompanyMapping,7dc35c8681fb4b024b40bec3a01fe979,CrunchbaseFunding_CompanyMapping__7dc35c8681fb4b024b40bec3a01fe979
at&t,eb4c37efac8ef073aaf6d5e9f4120e0a,AT&T,,Exec,AT&T,,CrunchbaseFunding_CompanyMapping,b74e69c4545cf7fc29395289f96240c2,CrunchbaseFunding_CompanyMapping__b74e69c4545cf7fc29395289f96240c2
att,eb4c37efac8ef073aaf6d5e9f4120e0a,AT&T,,DiplomaticFacilities,AT&T,,CrunchbaseFunding_CompanyMapping,b74e69c4545cf7fc29395289f96240c2,CrunchbaseFunding_CompanyMapping__b74e69c4545cf7fc29395289f96240c2
republic airways,ec7be6dc9cfd62c057b97c2994d3f3e7,Republic Airways,,AAEntity,Republic Airways,,CrunchbaseFunding_CompanyMapping,41c7221b96cd31829e4664350d13b4c7,CrunchbaseFunding_CompanyMapping__41c7221b96cd31829e4664350d13b4c7
advance auto business support,ed08dbd0692173ac9a5c41ccafe27878,Advance Auto Business Support,,Shipping,Advance Auto Business Support,,CrunchbaseFunding_CompanyMapping,4189ef70a8cb2ca53eea33ee41fefc30,CrunchbaseFunding_CompanyMapping__4189ef70a8cb2ca53eea33ee41fefc30
advance auto parts,ed08dbd0692173ac9a5c41ccafe27878,Advance Auto Parts,,ForeignMinistry,Advance Auto Parts,,CrunchbaseFunding_CompanyMapping,69d87ac027e04a2bfded9d7e4e1de5a1,CrunchbaseFunding_CompanyMapping__69d87ac027e04a2bfded9d7e4e1de5a1
berkshire hathaway energy,"ed2de4f3fbc207e1265ef3ce4a4c7ec1,316ac0d178c7571f4693c5ba010cdda6",Berkshire Hathaway Energy,,Organization,Berkshire Hathaway Energy,,CrunchbaseFunding_CompanyMapping,c1360926b3ca0194c4516ad2472c402e,CrunchbaseFunding_CompanyMapping__c1360926b3ca0194c4516ad2472c402e
citigroup,eda335e4cc9dcfb9e0419735d0f597be,Citigroup,,Person,Citigroup,,CrunchbaseFunding_CompanyMapping,35b85f7fa633bdc479aa5da4f536c8e9,CrunchbaseFunding_CompanyMapping__35b85f7fa633bdc479aa5da4f536c8e9
citi ventures,eda335e4cc9dcfb9e0419735d0f597be,Citi Ventures,,IndustryTerm,Citi Ventures,,CrunchbaseFunding_CompanyMapping,146a7058a59027a5bec4163a5da278b7,CrunchbaseFunding_CompanyMapping__146a7058a59027a5bec4163a5da278b7
citi,eda335e4cc9dcfb9e0419735d0f597be,Citigroup,,Legislator,Citigroup,,CrunchbaseFunding_CompanyMapping,35b85f7fa633bdc479aa5da4f536c8e9,CrunchbaseFunding_CompanyMapping__35b85f7fa633bdc479aa5da4f536c8e9
meijer,edb8574c2deddeeb0aa91694a1c83541,Meijer,,Diplomat,Meijer,,CrunchbaseFunding_CompanyMapping,4c53ef2ad0e2af9dfa4b442d07b73ba0,CrunchbaseFunding_CompanyMapping__4c53ef2ad0e2af9dfa4b442d07b73ba0
foxconn,ee2e7fa3d26c12e1538f469c6a300819,Foxconn,,ForeignMinister,Foxconn,,CrunchbaseFunding_CompanyMapping,ea756eaa4cf766d5d40c5061847d8f94,CrunchbaseFunding_CompanyMapping__ea756eaa4cf766d5d40c5061847d8f94
sega,ee944408cd087f9889f109ebdf891ca5,Sega,,AAEntity,Sega,,CrunchbaseFunding_CompanyMapping,34a0414214534526d31329bf324aa561,CrunchbaseFunding_CompanyMapping__34a0414214534526d31329bf324aa561
atari,eea8c66f137678173d10b2feb9092520,Atari,,LegislativeCommittee,Atari,,CrunchbaseFunding_CompanyMapping,ac8fe873bc90b3779dd13935dd6f29f2,CrunchbaseFunding_CompanyMapping__ac8fe873bc90b3779dd13935dd6f29f2
enbridge,eecb6c43a82fbbcb5050b5ebcfcf5e40,Enbridge,,ForeignMinistry,Enbridge,,CrunchbaseFunding_CompanyMapping,3a650ac10e424ba68ab3b7dc8e5391c8,CrunchbaseFunding_CompanyMapping__3a650ac10e424ba68ab3b7dc8e5391c8
royal caribbean,eecbaca34934d7c9e95109c455848101,Royal Caribbean,,LegislativeCommittee,Royal Caribbean,,CrunchbaseFunding_CompanyMapping,77203fb70bf2ee980b47c9ecea2b2217,CrunchbaseFunding_CompanyMapping__77203fb70bf2ee980b47c9ecea2b2217
broadcom,eee2375af82b2a26a74ebb6b1a6a9d73,Broadcom,,Person,Broadcom,,CrunchbaseFunding_CompanyMapping,93933c6ca68705cf2c6eee19987428b0,CrunchbaseFunding_CompanyMapping__93933c6ca68705cf2c6eee19987428b0
bloomberg,f00730160093fc497dc7ebc0f77af425,Bloomberg,,IndustryTerm,Bloomberg,,CrunchbaseFunding_CompanyMapping,208421fcbc090a62f099f85472ded9ba,CrunchbaseFunding_CompanyMapping__208421fcbc090a62f099f85472ded9ba
nintendo,f0397455f681e1df28bf6a4ae93c9527,Nintendo,,Shipping,Nintendo,,CrunchbaseFunding_CompanyMapping,073b7e4ff1d153a52b07eadb5898cb92,CrunchbaseFunding_CompanyMapping__073b7e4ff1d153a52b07eadb5898cb92
ipsen,f08e7991c056bcae7d59b0ef5f9394e9,Ipsen,,Organization,Ipsen,,CrunchbaseFunding_CompanyMapping,72e24e8f01584e350155390bbce36547,CrunchbaseFunding_CompanyMapping__72e24e8f01584e350155390bbce36547
national abortion federation,f11044a23c9b39bc475dfd3487ba5848,National Abortion Federation,,Diplomat,National Abortion Federation,,CrunchbaseFunding_CompanyMapping,5a0f3f7c7017c769add607c75f302fd0,CrunchbaseFunding_CompanyMapping__5a0f3f7c7017c769add607c75f302fd0
quest diagnostics,f12132b960be26dc6aaa1c29540999ee,Quest Diagnostics,,LegislativeCommittee,Quest Diagnostics,,CrunchbaseFunding_CompanyMapping,2f06bc4f5662256cb3a19c6abba22491,CrunchbaseFunding_CompanyMapping__2f06bc4f5662256cb3a19c6abba22491
cbs,f12542dac0394a8d082f1ed4b3397f72,CBS,,Pipeline,CBS,,CrunchbaseFunding_CompanyMapping,250c51527f347066847969f002be67a2,CrunchbaseFunding_CompanyMapping__250c51527f347066847969f002be67a2
nba,f1a5d824d231d6bdf8e04fe30dba6630,NBA,,Legislator,NBA,,CrunchbaseFunding_CompanyMapping,52b6d6fc82db6aef110362f4755a1fe8,CrunchbaseFunding_CompanyMapping__52b6d6fc82db6aef110362f4755a1fe8
ubs,f1badbb1f14f9e62fedc1029b90b7f89,UBS,,Refinery,UBS,,CrunchbaseFunding_CompanyMapping,6757e1f16cdc3e62ab3c63f3017ca366,CrunchbaseFunding_CompanyMapping__6757e1f16cdc3e62ab3c63f3017ca366
