keyword,caption_name,location_lower,lat,long,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
schifferstadt,"Schifferstadt, Germany",schifferstadt,49.3828647,8.3767048,News,"Schifferstadt, Germany",,dgm_german_location,8d8970585b3bd94117d73a27c38c4a23,dgm_german_location__8d8970585b3bd94117d73a27c38c4a23
schillingsfürst,"Schillingsfürst, Germany",schillingsfürst,49.2862476,10.2622504,ForeignMinister,"Schillingsfürst, Germany",,dgm_german_location,91dcae9247d4752c6ec01d1d150e951a,dgm_german_location__91dcae9247d4752c6ec01d1d150e951a
schiltach,"Schiltach, Germany",schiltach,48.2917596,8.3468916,Wells,"Schiltach, Germany",,dgm_german_location,346e28a439bec477d8c38b1ec8d2a3b4,dgm_german_location__346e28a439bec477d8c38b1ec8d2a3b4
schirgiswalde-kirschau,"Schirgiswalde-Kirschau, Germany",schirgiswalde-kirschau,51.0754918,14.4243608,FTO,"Schirgiswalde-Kirschau, Germany",,dgm_german_location,887c83de285c5796a958949e08f5811f,dgm_german_location__887c83de285c5796a958949e08f5811f
schkeuditz,"Schkeuditz, Germany",schkeuditz,51.3944697,12.2240071,Organization,"Schkeuditz, Germany",,dgm_german_location,af16371a31899d186fc055fee9b08964,dgm_german_location__af16371a31899d186fc055fee9b08964
schkölen,"Schkölen, Germany",schkölen,51.0417164,11.8217961,Person,"Schkölen, Germany",,dgm_german_location,96f1d21fa778faded643f4246a060ad1,dgm_german_location__96f1d21fa778faded643f4246a060ad1
schleiden,"Schleiden, Germany",schleiden,50.5289601,6.4769205,Consulates,"Schleiden, Germany",,dgm_german_location,407ccab51e5e341a192c73cec1ed12b4,dgm_german_location__407ccab51e5e341a192c73cec1ed12b4
schleiz,"Schleiz, Germany",schleiz,50.5761665,11.8090005,AAEntity,"Schleiz, Germany",,dgm_german_location,9437bca5756a8dbefb4e78aff33dd80e,dgm_german_location__9437bca5756a8dbefb4e78aff33dd80e
schleswig,"Schleswig, Germany",schleswig,54.5239312,9.563227,CompanyKeyword,"Schleswig, Germany",,dgm_german_location,93052ae6029c42d5052cf44638a7f178,dgm_german_location__93052ae6029c42d5052cf44638a7f178
schlettau,"Schlettau, Germany",schlettau,50.5578866,12.9519534,Person,"Schlettau, Germany",,dgm_german_location,e1f560b2d8499b854f33b135736e92b1,dgm_german_location__e1f560b2d8499b854f33b135736e92b1
schleusingen,"Schleusingen, Germany",schleusingen,50.5367454,10.7450312,CompanyKeyword,"Schleusingen, Germany",,dgm_german_location,65af4e5726f65c894172d8186472f119,dgm_german_location__65af4e5726f65c894172d8186472f119
schlieben,"Schlieben, Germany",schlieben,51.7227689,13.3819019,Diplomat,"Schlieben, Germany",,dgm_german_location,501a80f6edda7209ca5e00c1c1d18888,dgm_german_location__501a80f6edda7209ca5e00c1c1d18888
schloß holte-stukenbrock,"Schloß Holte-Stukenbrock, Germany",schloß holte-stukenbrock,51.9027288,8.6359771,CompanyKeyword,"Schloß Holte-Stukenbrock, Germany",,dgm_german_location,ed20582d0fb894118c968e9026167c82,dgm_german_location__ed20582d0fb894118c968e9026167c82
schlotheim,"Schlotheim, Germany",schlotheim,51.244929,10.659656,AAEntity,"Schlotheim, Germany",,dgm_german_location,8ae877789f46e66e6d8b3f70d34b1638,dgm_german_location__8ae877789f46e66e6d8b3f70d34b1638
schlüchtern,"Schlüchtern, Germany",schlüchtern,50.3493544,9.5255493,Diplomat,"Schlüchtern, Germany",,dgm_german_location,f3cf0825f32ed23fc6f73db2f4a6dd01,dgm_german_location__f3cf0825f32ed23fc6f73db2f4a6dd01
schlüsselfeld,"Schlüsselfeld, Germany",schlüsselfeld,49.7575133,10.6228929,AAEntity,"Schlüsselfeld, Germany",,dgm_german_location,373edcfaf9f133daa1b2f87b7ea05986,dgm_german_location__373edcfaf9f133daa1b2f87b7ea05986
schmalkalden,"Schmalkalden, Germany",schmalkalden,50.7234272,10.4546019,Legislator,"Schmalkalden, Germany",,dgm_german_location,a220cb0c18fe3eb6e82f0450e5275273,dgm_german_location__a220cb0c18fe3eb6e82f0450e5275273
schmallenberg,"Schmallenberg, Germany",schmallenberg,51.1526332,8.2907902,Diplomat,"Schmallenberg, Germany",,dgm_german_location,3dcdb9df8a7dac152dc55ee859b5273a,dgm_german_location__3dcdb9df8a7dac152dc55ee859b5273a
schmölln,"Schmölln, Germany",schmölln,50.895434,12.3550616,News,"Schmölln, Germany",,dgm_german_location,c81cb7775b42e7f39e0e297575af51e0,dgm_german_location__c81cb7775b42e7f39e0e297575af51e0
schnackenburg,"Schnackenburg, Germany",schnackenburg,53.0376915,11.5610523,DiplomaticFacilities,"Schnackenburg, Germany",,dgm_german_location,508a435213933b9c1e8cb84cfb0a9169,dgm_german_location__508a435213933b9c1e8cb84cfb0a9169
schnaittenbach,"Schnaittenbach, Germany",schnaittenbach,49.543133,11.9989964,ForeignMinistry,"Schnaittenbach, Germany",,dgm_german_location,cf46c696e8756fdb8665d2188ecb6385,dgm_german_location__cf46c696e8756fdb8665d2188ecb6385
schneeberg,"Schneeberg, Germany",schneeberg,47.7670849,15.8055701,ForeignMinistry,"Schneeberg, Germany",,dgm_german_location,8feeeca26e3ea99e59fc6bcc85cb14f6,dgm_german_location__8feeeca26e3ea99e59fc6bcc85cb14f6
schneverdingen,"Schneverdingen, Germany",schneverdingen,53.1162319,9.7923436,Refinery,"Schneverdingen, Germany",,dgm_german_location,0f1b10bca449ee08ebfc7f79a6dd0390,dgm_german_location__0f1b10bca449ee08ebfc7f79a6dd0390
schömberg,"Schömberg, Germany",schömberg,48.787312,8.6454944,CompanyKeyword,"Schömberg, Germany",,dgm_german_location,7ae92423abbb8dcafebb109b7273e31b,dgm_german_location__7ae92423abbb8dcafebb109b7273e31b
schönau,"Schönau, Germany",schönau,49.4367662,8.8091463,Legislator,"Schönau, Germany",,dgm_german_location,9bfffbdf5ccbe450f7af29e06ebb7023,dgm_german_location__9bfffbdf5ccbe450f7af29e06ebb7023
schönau im schwarzwald,"Schönau im Schwarzwald, Germany",schönau im schwarzwald,47.7850287,7.8943141,AAEntity,"Schönau im Schwarzwald, Germany",,dgm_german_location,63a8478438057b2aaa8cb983e7337b70,dgm_german_location__63a8478438057b2aaa8cb983e7337b70
schönberg,"Schönberg, Germany",schönberg,54.4140025,10.4099902,Consulates,"Schönberg, Germany",,dgm_german_location,c7dba44f8b4432fec58bc03c2b18b23c,dgm_german_location__c7dba44f8b4432fec58bc03c2b18b23c
schönebeck elbe,"Schönebeck, Germany",schönebeck elbe,52.0091435,11.747048,DiplomaticFacilities,"Schönebeck, Germany",,dgm_german_location,0a96e5d0e10e8b106acb38eeeea2e53b,dgm_german_location__0a96e5d0e10e8b106acb38eeeea2e53b
schöneck_vogtl.,"Schöneck, Germany",schöneck_vogtl.,50.3936523,12.3356774,Consulates,"Schöneck, Germany",,dgm_german_location,ca2ac897c6001158f1dff43f495ed1a7,dgm_german_location__ca2ac897c6001158f1dff43f495ed1a7
schönewalde,"Schönewalde, Germany",schönewalde,51.7936668,13.2499717,Legislator,"Schönewalde, Germany",,dgm_german_location,6c71c8be875cebcbbea3d515721a7751,dgm_german_location__6c71c8be875cebcbbea3d515721a7751
schongau,"Schongau, Germany",schongau,47.8150246,10.8942968,DiplomaticFacilities,"Schongau, Germany",,dgm_german_location,1ae9aeeaf09f3afe9c4820bffed45d33,dgm_german_location__1ae9aeeaf09f3afe9c4820bffed45d33
schöningen,"Schöningen, Germany",schöningen,52.1394882,10.9661706,Refinery,"Schöningen, Germany",,dgm_german_location,4a429b2250e60a23b60f514d2becdbb5,dgm_german_location__4a429b2250e60a23b60f514d2becdbb5
schönsee,"Schönsee, Germany",schönsee,49.5114532,12.5473666,Refinery,"Schönsee, Germany",,dgm_german_location,6c80185e9873ca406abc4ec80ff43294,dgm_german_location__6c80185e9873ca406abc4ec80ff43294
schönwald,"Schönwald, Germany",schönwald,48.10411,8.2048757,Wells,"Schönwald, Germany",,dgm_german_location,58ee8b913d91e47297dce02eacc86c19,dgm_german_location__58ee8b913d91e47297dce02eacc86c19
schopfheim,"Schopfheim, Germany",schopfheim,47.6518603,7.8235713,Diplomat,"Schopfheim, Germany",,dgm_german_location,ff90751e4a699cc3a48806177915a32f,dgm_german_location__ff90751e4a699cc3a48806177915a32f
schöppenstedt,"Schöppenstedt, Germany",schöppenstedt,52.1454884,10.7760475,Consulates,"Schöppenstedt, Germany",,dgm_german_location,aafd6a7230c9aa2f37176a6999cbab15,dgm_german_location__aafd6a7230c9aa2f37176a6999cbab15
schorndorf,"Schorndorf, Germany",schorndorf,48.8015423,9.52962,Refinery,"Schorndorf, Germany",,dgm_german_location,02119f5f5d4a54935f435d869bfbae1f,dgm_german_location__02119f5f5d4a54935f435d869bfbae1f
schortens,"Schortens, Germany",schortens,53.5381133,7.9442591,DiplomaticFacilities,"Schortens, Germany",,dgm_german_location,37ff87d4508e02e1bf6de494e8434a2d,dgm_german_location__37ff87d4508e02e1bf6de494e8434a2d
schotten,"Schotten, Germany",schotten,50.5019846,9.1234184,Keyphrase,"Schotten, Germany",,dgm_german_location,d6c67fc84382ab53bd19c55543d47603,dgm_german_location__d6c67fc84382ab53bd19c55543d47603
schramberg,"Schramberg, Germany",schramberg,48.228146,8.3844681,DiplomaticFacilities,"Schramberg, Germany",,dgm_german_location,1f4c36e289f8d436b33f678f462ae15e,dgm_german_location__1f4c36e289f8d436b33f678f462ae15e
schraplau,"Schraplau, Germany",schraplau,51.435727,11.6650061,Keyphrase,"Schraplau, Germany",,dgm_german_location,156f4010c8396a3742b1f7d251e49a5a,dgm_german_location__156f4010c8396a3742b1f7d251e49a5a
schriesheim,"Schriesheim, Germany",schriesheim,49.4737672,8.66125,Exec,"Schriesheim, Germany",,dgm_german_location,9335670f1ce7fd9161936813137a326b,dgm_german_location__9335670f1ce7fd9161936813137a326b
schrobenhausen,"Schrobenhausen, Germany",schrobenhausen,48.5626401,11.2630624,Keyphrase,"Schrobenhausen, Germany",,dgm_german_location,f2d5b011077efcf7dcc2073268f6643b,dgm_german_location__f2d5b011077efcf7dcc2073268f6643b
schrozberg,"Schrozberg, Germany",schrozberg,49.3454398,9.9813877,Exec,"Schrozberg, Germany",,dgm_german_location,ad5d4f58ad233b5b3ac7378b989e1e7a,dgm_german_location__ad5d4f58ad233b5b3ac7378b989e1e7a
schüttorf,"Schüttorf, Germany",schüttorf,52.3225661,7.2254549,ForeignMinister,"Schüttorf, Germany",,dgm_german_location,2ef4779ac4bdc2774bcee2b47f367763,dgm_german_location__2ef4779ac4bdc2774bcee2b47f367763
schwaan,"Schwaan, Germany",schwaan,53.939859,12.1076632,Refinery,"Schwaan, Germany",,dgm_german_location,55e3748d76a4a4233da35e61c97a2654,dgm_german_location__55e3748d76a4a4233da35e61c97a2654
schwabach,"Schwabach, Germany",schwabach,49.3288905,11.0244827,LegislativeCommittee,"Schwabach, Germany",,dgm_german_location,3f580db797c7659490485ddbe15ab6fc,dgm_german_location__3f580db797c7659490485ddbe15ab6fc
schwäbisch gmünd,"Schwäbisch Gmünd, Germany",schwäbisch gmünd,48.7994019,9.8045704,space,"Schwäbisch Gmünd, Germany",,dgm_german_location,79b2eb3b041fa943a88819cdfde89e48,dgm_german_location__79b2eb3b041fa943a88819cdfde89e48
schwäbisch hall,"Schwäbisch Hall, Germany",schwäbisch hall,49.1124645,9.7372649,Consulates,"Schwäbisch Hall, Germany",,dgm_german_location,2dd5a68cc9ad6de4289445addda93d1a,dgm_german_location__2dd5a68cc9ad6de4289445addda93d1a
schwabmünchen,"Schwabmünchen, Germany",schwabmünchen,48.1800343,10.7557069,Person,"Schwabmünchen, Germany",,dgm_german_location,787f6a4f6056e47f4322599602fa5bfd,dgm_german_location__787f6a4f6056e47f4322599602fa5bfd
schwaigern,"Schwaigern, Germany",schwaigern,49.1418424,9.0589523,Media,"Schwaigern, Germany",,dgm_german_location,cccb4dc24e7c5e8fb58e3c2216ca40a4,dgm_german_location__cccb4dc24e7c5e8fb58e3c2216ca40a4
schwalbach am taunus,"Schwalbach am Taunus, Germany",schwalbach am taunus,50.1541966,8.5288048,CompanyKeyword,"Schwalbach am Taunus, Germany",,dgm_german_location,09d84c8692fc1caf7c7cab8815114bf3,dgm_german_location__09d84c8692fc1caf7c7cab8815114bf3
schwalmstadt,"Schwalmstadt, Germany",schwalmstadt,50.9216009,9.2551871,Wells,"Schwalmstadt, Germany",,dgm_german_location,386cf6e937d71efc465880dbd63a9703,dgm_german_location__386cf6e937d71efc465880dbd63a9703
schwandorf,"Schwandorf, Germany",schwandorf,49.3198883,12.1091352,space,"Schwandorf, Germany",,dgm_german_location,f26fececdf199ba74e1e55d05767065c,dgm_german_location__f26fececdf199ba74e1e55d05767065c
schwanebeck,"Schwanebeck, Germany",schwanebeck,51.9663535,11.1246872,CompanyKeyword,"Schwanebeck, Germany",,dgm_german_location,7c6f13f41c899bf5fabfcf7a9afc5a5b,dgm_german_location__7c6f13f41c899bf5fabfcf7a9afc5a5b
schwarzenbach a.d.saale,"Schwarzenbach an der Saale, Germany",schwarzenbach a.d.saale,50.2196902,11.9386099,LegislativeCommittee,"Schwarzenbach an der Saale, Germany",,dgm_german_location,0ee9a3c860d52cf55da752723df7e953,dgm_german_location__0ee9a3c860d52cf55da752723df7e953
schwarzenbach a.wald,"Schwarzenbach am Wald, Germany",schwarzenbach a.wald,50.2840089,11.6228546,Exec,"Schwarzenbach am Wald, Germany",,dgm_german_location,a20db9dc1da5c24003999329d23aa84a,dgm_german_location__a20db9dc1da5c24003999329d23aa84a
schwarzenbek,"Schwarzenbek, Germany",schwarzenbek,53.5048756,10.4852612,Refinery,"Schwarzenbek, Germany",,dgm_german_location,7596099021c09b8323f6555f1565734b,dgm_german_location__7596099021c09b8323f6555f1565734b
schwarzenberg_erzgeb.,"Schwarzenberg, Saxony, Germany",schwarzenberg_erzgeb.,50.5425641,12.7792228,DiplomaticFacilities,"Schwarzenberg, Saxony, Germany",,dgm_german_location,45871984d2dcc70a476d17d60a9c0f1a,dgm_german_location__45871984d2dcc70a476d17d60a9c0f1a
schwarzenborn,"Schwarzenborn, Germany",schwarzenborn,50.9114395,9.4473376,Keyphrase,"Schwarzenborn, Germany",,dgm_german_location,7601e42c4e6f7282c7bad91cb2bc4807,dgm_german_location__7601e42c4e6f7282c7bad91cb2bc4807
schwarzheide,"Schwarzheide, Germany",schwarzheide,51.4772614,13.8561913,ForeignMinister,"Schwarzheide, Germany",,dgm_german_location,b60ee71985fa150a167a99bc0f47b35c,dgm_german_location__b60ee71985fa150a167a99bc0f47b35c
schwedt_oder,"Schwedt, Germany",schwedt_oder,53.0624695,14.2734639,Exec,"Schwedt, Germany",,dgm_german_location,0346949275d254cb702a64d30c58f465,dgm_german_location__0346949275d254cb702a64d30c58f465
schweich,"Schweich, Germany",schweich,49.8196875,6.752588,ForeignMinistry,"Schweich, Germany",,dgm_german_location,4c7c17bc3591871fd2b99be731504f11,dgm_german_location__4c7c17bc3591871fd2b99be731504f11
schweinfurt,"Schweinfurt, Germany",schweinfurt,50.0492047,10.2194227,Exec,"Schweinfurt, Germany",,dgm_german_location,e74a50084b35707d61475a6e4c49dc3e,dgm_german_location__e74a50084b35707d61475a6e4c49dc3e
schwelm,"Schwelm, Germany",schwelm,51.2882674,7.291086,ForeignMinistry,"Schwelm, Germany",,dgm_german_location,edca3b70f008919371146a8372b5348f,dgm_german_location__edca3b70f008919371146a8372b5348f
schwentinental,"Schwentinental, Germany",schwentinental,54.2866519,10.2277088,Wells,"Schwentinental, Germany",,dgm_german_location,05a60698e4652b6ed6abd6a009428862,dgm_german_location__05a60698e4652b6ed6abd6a009428862
schwerin,"Schwerin, Germany",schwerin,53.6355022,11.4012499,Shipping,"Schwerin, Germany",,dgm_german_location,2368904c159f24a65d912d1ea752cf70,dgm_german_location__2368904c159f24a65d912d1ea752cf70
schwerte,"Schwerte, Germany",schwerte,51.4289295,7.5656315,IndustryTerm,"Schwerte, Germany",,dgm_german_location,f449a82f6c39690b9aff22ca6a9c0ebe,dgm_german_location__f449a82f6c39690b9aff22ca6a9c0ebe
schwetzingen,"Schwetzingen, Germany",schwetzingen,49.3852193,8.5722444,ForeignMinister,"Schwetzingen, Germany",,dgm_german_location,913e35b734bc38ad0ff74a586d037af2,dgm_german_location__913e35b734bc38ad0ff74a586d037af2
sebnitz,"Sebnitz, Germany",sebnitz,50.9709117,14.273873,IndustryTerm,"Sebnitz, Germany",,dgm_german_location,5fa48f711749124bcaedf6524cc8ac3e,dgm_german_location__5fa48f711749124bcaedf6524cc8ac3e
seehausen altmark,"Seehausen, Altmark, Germany",seehausen altmark,52.866667,11.75,DiplomaticFacilities,"Seehausen, Altmark, Germany",,dgm_german_location,fe519db0aaceaebb0da032d1b5fe1f69,dgm_german_location__fe519db0aaceaebb0da032d1b5fe1f69
seeland,"Seeland, Germany",seeland,51.8018485,11.3348547,Person,"Seeland, Germany",,dgm_german_location,15b04212446bfa540d6bfef7f9e23807,dgm_german_location__15b04212446bfa540d6bfef7f9e23807
seelow,"Seelow, Germany",seelow,52.5315702,14.3798314,Pipeline,"Seelow, Germany",,dgm_german_location,24ecf37d69de71a9f87f9659e92665e4,dgm_german_location__24ecf37d69de71a9f87f9659e92665e4
seelze,"Seelze, Germany",seelze,52.3949194,9.5939408,AAEntity,"Seelze, Germany",,dgm_german_location,ebef64de9fe9073a9a1f621bea1d8043,dgm_german_location__ebef64de9fe9073a9a1f621bea1d8043
seesen,"Seesen, Germany",seesen,51.8914818,10.1798261,ForeignMinistry,"Seesen, Germany",,dgm_german_location,65d860278bc57dc07dc2a013fb5cb97d,dgm_german_location__65d860278bc57dc07dc2a013fb5cb97d
sehnde,"Sehnde, Germany",sehnde,52.3171922,9.9672765,Media,"Sehnde, Germany",,dgm_german_location,17740205d37d355aeb362b413ac7c19f,dgm_german_location__17740205d37d355aeb362b413ac7c19f
seifhennersdorf,"Seifhennersdorf, Germany",seifhennersdorf,50.9352877,14.6074418,ForeignMinistry,"Seifhennersdorf, Germany",,dgm_german_location,4d68f807d1cfcfd58233c3bfbaad583a,dgm_german_location__4d68f807d1cfcfd58233c3bfbaad583a
selbitz,"Selbitz, Germany",selbitz,50.3161183,11.7473528,Consulates,"Selbitz, Germany",,dgm_german_location,d52f16fd9c20566e07252c581647452c,dgm_german_location__d52f16fd9c20566e07252c581647452c
seligenstadt,"Seligenstadt, Germany",seligenstadt,50.0437013,8.9711343,IndustryTerm,"Seligenstadt, Germany",,dgm_german_location,c64fff9472606fd9c6e8c0cc1a1fb985,dgm_german_location__c64fff9472606fd9c6e8c0cc1a1fb985
selm,"Selm, Germany",selm,51.6957181,7.467609,AAEntity,"Selm, Germany",,dgm_german_location,d1fac415510c737f29b918557a201913,dgm_german_location__d1fac415510c737f29b918557a201913
selters westerwald,"Selters (Westerwald), Germany",selters westerwald,50.5304826,7.7528226,DiplomaticFacilities,"Selters (Westerwald), Germany",,dgm_german_location,750221c06ef7a8cc5f6376d9d97fe6d8,dgm_german_location__750221c06ef7a8cc5f6376d9d97fe6d8
senden,"Senden, Germany",senden,48.3255759,10.04927,ForeignMinister,"Senden, Germany",,dgm_german_location,824524f1a432f31949800950f11741c3,dgm_german_location__824524f1a432f31949800950f11741c3
sendenhorst,"Sendenhorst, Germany",sendenhorst,51.844112,7.831945,Exec,"Sendenhorst, Germany",,dgm_german_location,4936cc1ea83a8d4ce30ad5d42aeb91aa,dgm_german_location__4936cc1ea83a8d4ce30ad5d42aeb91aa
senftenberg,"Senftenberg, Germany",senftenberg,51.5189796,13.996908,Refinery,"Senftenberg, Germany",,dgm_german_location,ef8b6e636dda6d04b9c08da88976bff8,dgm_german_location__ef8b6e636dda6d04b9c08da88976bff8
seßlach,"Seßlach, Germany",seßlach,50.19064,10.8432106,Wells,"Seßlach, Germany",,dgm_german_location,cf7e703f8f2f38614cc78b8d9a78f1f1,dgm_german_location__cf7e703f8f2f38614cc78b8d9a78f1f1
siegburg,"Siegburg, Germany",siegburg,50.7998473,7.2074514,LegislativeCommittee,"Siegburg, Germany",,dgm_german_location,e157d5647c959ff6e70702909d4d0e2a,dgm_german_location__e157d5647c959ff6e70702909d4d0e2a
siegen,"Siegen, Germany",siegen,50.8838492,8.0209591,FTO,"Siegen, Germany",,dgm_german_location,98ebf1aa8f68a7c052a667d2d6043a46,dgm_german_location__98ebf1aa8f68a7c052a667d2d6043a46
sigmaringen,"Sigmaringen, Germany",sigmaringen,48.0912921,9.2286121,Consulates,"Sigmaringen, Germany",,dgm_german_location,64f1da78c5d0ec5d79c521c207dedc55,dgm_german_location__64f1da78c5d0ec5d79c521c207dedc55
simbach a.inn,"Simbach am Inn, Germany",simbach a.inn,48.2675863,13.0273628,Shipping,"Simbach am Inn, Germany",,dgm_german_location,20bc8b0a21271f93265132facdb7cfa1,dgm_german_location__20bc8b0a21271f93265132facdb7cfa1
simmern_ hunsrück,"Simmern/ Hunsrück, Germany",simmern_ hunsrück,49.983333,7.516667,Keyphrase,"Simmern/ Hunsrück, Germany",,dgm_german_location,3bdda7a8aee1ce11db2333250a3f67b3,dgm_german_location__3bdda7a8aee1ce11db2333250a3f67b3
sindelfingen,"Sindelfingen, Germany",sindelfingen,48.7074558,9.0044053,DiplomaticFacilities,"Sindelfingen, Germany",,dgm_german_location,acc2698601c3af623b3f468efd63fdc3,dgm_german_location__acc2698601c3af623b3f468efd63fdc3
singen hohentwiel,"Singen, Germany",singen hohentwiel,47.7670971,8.8722387,ForeignMinistry,"Singen, Germany",,dgm_german_location,d13d03746ac8f8a1c14b1fd2a5081394,dgm_german_location__d13d03746ac8f8a1c14b1fd2a5081394
sinsheim,"Sinsheim, Germany",sinsheim,49.2488637,8.8884905,Keyphrase,"Sinsheim, Germany",,dgm_german_location,302b93e67b1876ca14fa56ca63d2e779,dgm_german_location__302b93e67b1876ca14fa56ca63d2e779
sinzig,"Sinzig, Germany",sinzig,50.5426993,7.2487023,Exec,"Sinzig, Germany",,dgm_german_location,4234410a9059038f5a21503f77a7f735,dgm_german_location__4234410a9059038f5a21503f77a7f735
soest,"Soest, Germany",soest,51.5711476,8.105754,Keyphrase,"Soest, Germany",,dgm_german_location,2f27759f4aac6cc4a8b581c173c09a03,dgm_german_location__2f27759f4aac6cc4a8b581c173c09a03
solingen,"Solingen, Germany",solingen,51.1652199,7.0671161,Keyphrase,"Solingen, Germany",,dgm_german_location,a595378e924f93edf67c54a5608fe077,dgm_german_location__a595378e924f93edf67c54a5608fe077
solms,"Solms, Germany",solms,50.5519629,8.4165038,Legislator,"Solms, Germany",,dgm_german_location,6a345ef1d8ad4e1463c869122f5e7a64,dgm_german_location__6a345ef1d8ad4e1463c869122f5e7a64
soltau,"Soltau, Germany",soltau,52.9846914,9.842125,AAEntity,"Soltau, Germany",,dgm_german_location,23609bbe2d8734a8cb1566e5e9a56f03,dgm_german_location__23609bbe2d8734a8cb1566e5e9a56f03
sömmerda,"Sömmerda, Germany",sömmerda,51.1613676,11.1263427,space,"Sömmerda, Germany",,dgm_german_location,c91eba681cca15e512d0f4789ae9b1c8,dgm_german_location__c91eba681cca15e512d0f4789ae9b1c8
sondershausen,"Sondershausen, Germany",sondershausen,51.3691898,10.8710502,Legislator,"Sondershausen, Germany",,dgm_german_location,8c8b56e74804b056835fd2219077d705,dgm_german_location__8c8b56e74804b056835fd2219077d705
sonneberg,"Sonneberg, Germany",sonneberg,50.3601821,11.1709899,Diplomat,"Sonneberg, Germany",,dgm_german_location,14db34d15113e03278767c42fe8be94e,dgm_german_location__14db34d15113e03278767c42fe8be94e
sonnewalde,"Sonnewalde, Germany",sonnewalde,51.6889023,13.6469677,Pipeline,"Sonnewalde, Germany",,dgm_german_location,4e5936c47cecb709e18f57d3cbd6609e,dgm_german_location__4e5936c47cecb709e18f57d3cbd6609e
sonthofen,"Sonthofen, Germany",sonthofen,47.5161161,10.2808617,Organization,"Sonthofen, Germany",,dgm_german_location,88917507c897860104c953d657e3107c,dgm_german_location__88917507c897860104c953d657e3107c
sontra,"Sontra, Germany",sontra,51.0680551,9.9353653,Media,"Sontra, Germany",,dgm_german_location,9b6f23e1ecdf14e442f9a989e0b0be52,dgm_german_location__9b6f23e1ecdf14e442f9a989e0b0be52
spaichingen,"Spaichingen, Germany",spaichingen,48.0748189,8.7347582,Pipeline,"Spaichingen, Germany",,dgm_german_location,59974f48eb41aabf870b7e2fe5d266a0,dgm_german_location__59974f48eb41aabf870b7e2fe5d266a0
spalt,"Spalt, Germany",spalt,49.1750626,10.9251325,IndustryTerm,"Spalt, Germany",,dgm_german_location,6fa1ee7710aa6636adfa7ef5792feb57,dgm_german_location__6fa1ee7710aa6636adfa7ef5792feb57
spenge,"Spenge, Germany",spenge,52.1368374,8.4868115,AAEntity,"Spenge, Germany",,dgm_german_location,7c4ed860baa355d799700f6d330908fb,dgm_german_location__7c4ed860baa355d799700f6d330908fb
speyer,"Speyer, Germany",speyer,49.3172765,8.4412172,DiplomaticFacilities,"Speyer, Germany",,dgm_german_location,d4b661128bfd6cdc4aadd25459c8f372,dgm_german_location__d4b661128bfd6cdc4aadd25459c8f372
spremberg,"Spremberg, Germany",spremberg,51.5696303,14.376813,Legislator,"Spremberg, Germany",,dgm_german_location,798686c6940bd63f6e658b7fb4be9d9d,dgm_german_location__798686c6940bd63f6e658b7fb4be9d9d
springe,"Springe, Germany",springe,52.2107905,9.5531458,Refinery,"Springe, Germany",,dgm_german_location,2d2db973094d6613fe4eb5c3b83af5a7,dgm_german_location__2d2db973094d6613fe4eb5c3b83af5a7
sprockhövel,"Sprockhövel, Germany",sprockhövel,51.3639672,7.2469129,Media,"Sprockhövel, Germany",,dgm_german_location,d78be78c3a32abe96460c8df3d521be5,dgm_german_location__d78be78c3a32abe96460c8df3d521be5
st. blasien,"Sankt Blasien, Germany",st. blasien,47.760114,8.1280721,Exec,"Sankt Blasien, Germany",,dgm_german_location,95179fa48ae5f49bb24ef8e8f84cae8b,dgm_german_location__95179fa48ae5f49bb24ef8e8f84cae8b
st. georgen im schwarzwald,"Sankt Georgen im Schwarzwald, Germany",st. georgen im schwarzwald,48.1289227,8.3348476,Diplomat,"Sankt Georgen im Schwarzwald, Germany",,dgm_german_location,8c724ad73aa38fbad599fc0201b43a30,dgm_german_location__8c724ad73aa38fbad599fc0201b43a30
st. ingbert,"Sankt Ingbert, Germany",st. ingbert,49.2774456,7.1118995,Person,"Sankt Ingbert, Germany",,dgm_german_location,1f3083c8a012f6b5c16bfa1b4bf0a1d8,dgm_german_location__1f3083c8a012f6b5c16bfa1b4bf0a1d8
st. wendel,"Sankt Wendel, Germany",st. wendel,49.4677707,7.1690625,Shipping,"Sankt Wendel, Germany",,dgm_german_location,2772a930bcec16ae505d11200776e86f,dgm_german_location__2772a930bcec16ae505d11200776e86f
stade,"Stade, Germany",stade,53.5928618,9.4709494,Diplomat,"Stade, Germany",,dgm_german_location,bcdc8b8628ae1a48fccd0ade59011f98,dgm_german_location__bcdc8b8628ae1a48fccd0ade59011f98
stadt wehlen,"Stadt Wehlen, Germany",stadt wehlen,50.9578001,14.0318762,FTO,"Stadt Wehlen, Germany",,dgm_german_location,de96df35ef0ceedb3f23b8920372ec71,dgm_german_location__de96df35ef0ceedb3f23b8920372ec71
stadtallendorf,"Stadtallendorf, Germany",stadtallendorf,50.8218537,9.0202151,News,"Stadtallendorf, Germany",,dgm_german_location,7e5e2761c47af7b12a5643d849b39c95,dgm_german_location__7e5e2761c47af7b12a5643d849b39c95
stadtbergen,"Stadtbergen, Germany",stadtbergen,48.3646963,10.8437328,LegislativeCommittee,"Stadtbergen, Germany",,dgm_german_location,d5f7a6bacd55a62f0a92fdb7641bdb50,dgm_german_location__d5f7a6bacd55a62f0a92fdb7641bdb50
