icao,iata,location,caption_name,country,location_name,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
umgg,GME,Gomel,Gomel Airport,Belarus,"Gomel Airport, Gomel, Belarus",52.5256835,31.0153041,Organization,Gomel Airport,,notam_icao_to_location,b08ceb8c4390110b0a30254b547df280,notam_icao_to_location__b08ceb8c4390110b0a30254b547df280
ummg,GNA,Grodno,Grodno Airport,Belarus,"Grodno Airport, Grodno, Belarus",53.6043622,24.0454181,Organization,Grodno Airport,,notam_icao_to_location,cebf527b59b51c98f33caf2178c65e61,notam_icao_to_location__cebf527b59b51c98f33caf2178c65e61
umms,MSQ,Minsk,Minsk Airport,Belarus,"Minsk Airport, Minsk, Belarus",53.8896537,28.0342018,FTO,Minsk Airport,,notam_icao_to_location,ce8062005bbddc912eac4253408653b5,notam_icao_to_location__ce8062005bbddc912eac4253408653b5
ummm,MHP,Minsk,Minsk-1 Airport,Belarus,"Minsk-1 Airport, Minsk, Belarus",53.8655125,27.5407858,LegislativeCommittee,Minsk-1 Airport,,notam_icao_to_location,5544219948dd11f5b17b063873d03f58,notam_icao_to_location__5544219948dd11f5b17b063873d03f58
umii,VTB,Vitebsk,Vitebsk Vostochny Airport,Belarus,"Vitebsk Vostochny Airport, Vitebsk, Belarus",55.1280573,30.3544596,ForeignMinister,Vitebsk Vostochny Airport,,notam_icao_to_location,88911ef83702301d7cee4d8fe5db197c,notam_icao_to_location__88911ef83702301d7cee4d8fe5db197c
ebaw,ANR,Antwerp,Antwerp Airport,Belgium,"Antwerp Airport, Antwerp, Belgium",51.188746,4.4608734,Legislator,Antwerp Airport,,notam_icao_to_location,caa424a81ebbb179f487988f35dbce60,notam_icao_to_location__caa424a81ebbb179f487988f35dbce60
ebbr,BRU,Brussels,Brussels Airport,Belgium,"Brussels Airport, Brussels, Belgium",50.900999,4.4855744,ForeignMinister,Brussels Airport,,notam_icao_to_location,4f6c72620f5e0d80bb183c93e0bba994,notam_icao_to_location__4f6c72620f5e0d80bb183c93e0bba994
ebci,CRL,Charleroi,Brussels South Charleroi Airport,Belgium,"Brussels South Charleroi Airport, Charleroi, Belgium",50.4625374,4.4588213,Person,Brussels South Charleroi Airport,,notam_icao_to_location,b81ae9f204b9f02408ef74ffa1e4b5db,notam_icao_to_location__b81ae9f204b9f02408ef74ffa1e4b5db
ebkt,KJK,Kortrijk,Flanders Airport,Belgium,"Flanders Airport, Kortrijk, Belgium",50.8202338,3.2174266,Diplomat,Flanders Airport,,notam_icao_to_location,448cb72856e875f9959f6814240ce7ac,notam_icao_to_location__448cb72856e875f9959f6814240ce7ac
eblg,LGG,Grace-Hollogne,Liege Airport,Belgium,"Liege Airport, Grace-Hollogne, Belgium",50.6411593,5.4479116,Person,Liege Airport,,notam_icao_to_location,a65810a2a71ffa542bec93fce29a85a2,notam_icao_to_location__a65810a2a71ffa542bec93fce29a85a2
ebos,OST,Ostend,Ostend-Bruges Airport,Belgium,"Ostend-Bruges Airport, Ostend, Belgium",51.2044433,2.8698524,Consulates,Ostend-Bruges Airport,,notam_icao_to_location,61e696f25fdf74fce194750ab57510d9,notam_icao_to_location__61e696f25fdf74fce194750ab57510d9
mzbz,BZE,Ladyville,Philip S.W. Goldson Airport,Belize,"Philip S.W. Goldson Airport, Ladyville, Belize",17.5360677,-88.3077692,Diplomat,Philip S.W. Goldson Airport,,notam_icao_to_location,6447aab84a3670ddfacf5302e91656d1,notam_icao_to_location__6447aab84a3670ddfacf5302e91656d1
dbbb,COO,Cotonou,Cotonou Cadjehoun Airport,Benin,"Cotonou Cadjehoun Airport, Cotonou, Benin",6.3531747,2.3848281,space,Cotonou Cadjehoun Airport,,notam_icao_to_location,7376191ab28ec6ebd05b23b0edb29f6d,notam_icao_to_location__7376191ab28ec6ebd05b23b0edb29f6d
dbbk,KDC,Kandi,Kandi Airport,Benin,"Kandi Airport, Kandi, Benin",11.1450786,2.9404462,Consulates,Kandi Airport,,notam_icao_to_location,29e16ee4a20fe907aa0aeb11bce35b95,notam_icao_to_location__29e16ee4a20fe907aa0aeb11bce35b95
dbbn,NAE,Natitingou,Boundetingou Airport,Benin,"Boundetingou Airport, Natitingou, Benin",10.3760564,1.359885,Organization,Boundetingou Airport,,notam_icao_to_location,254279358ae88cb16827563b98b2f3d8,notam_icao_to_location__254279358ae88cb16827563b98b2f3d8
dbbp,PKO,Parakou,Parakou Airport,Benin,"Parakou Airport, Parakou, Benin",9.357433,2.6122795,Wells,Parakou Airport,,notam_icao_to_location,d277c3baadb0356787aa1cdea438af8b,notam_icao_to_location__d277c3baadb0356787aa1cdea438af8b
txkf,BDA,St. George's,L.F. Wade Airport,Bermuda,"L.F. Wade Airport, St. George's, Bermuda",32.3819877,-64.6769793,Consulates,L.F. Wade Airport,,notam_icao_to_location,4409789f814915c33cb742857b82f90c,notam_icao_to_location__4409789f814915c33cb742857b82f90c
vqpr,PBH,Paro,Paro Airport,Bhutan,"Paro Airport, Paro, Bhutan",27.4051915,89.4210298,Refinery,Paro Airport,,notam_icao_to_location,77d40b4aae3b6b0a92e9230b424ec89f,notam_icao_to_location__77d40b4aae3b6b0a92e9230b424ec89f
slap,APB,Apolo,Apolo Airport,Bolivia,"Apolo Airport, Apolo, Bolivia",-14.7372196,-68.4114976,Organization,Apolo Airport,,notam_icao_to_location,c25b76ef23c32e3a0c765fd259816e65,notam_icao_to_location__c25b76ef23c32e3a0c765fd259816e65
slbj,BJO,Bermejo,Bermejo Airport,Bolivia,"Bermejo Airport, Bermejo, Bolivia",-22.7707823,-64.3126054,Consulates,Bermejo Airport,,notam_icao_to_location,a3ea1861e18cd4c3ce011710485bec4a,notam_icao_to_location__a3ea1861e18cd4c3ce011710485bec4a
slca,CAM,Camiri,Camiri Airport,Bolivia,"Camiri Airport, Camiri, Bolivia",-20.0066274,-63.527972,Keyphrase,Camiri Airport,,notam_icao_to_location,4614b635569ba2da3ff90e91c7ed1c5a,notam_icao_to_location__4614b635569ba2da3ff90e91c7ed1c5a
slco,CIJ,Cobija,Cobija Airport,Bolivia,"Cobija Airport, Cobija, Bolivia",-11.0411209,-68.7802775,Keyphrase,Cobija Airport,,notam_icao_to_location,a2682f36e953d0b4728c596bce370082,notam_icao_to_location__a2682f36e953d0b4728c596bce370082
slcb,CBB,Cochabamba,Jorge Wilsterman Airport,Bolivia,"Jorge Wilsterman Airport, Cochabamba, Bolivia",-17.4170476,-66.1787081,LegislativeCommittee,Jorge Wilsterman Airport,,notam_icao_to_location,cccd47fe3b5291f30d51b986d35c86d0,notam_icao_to_location__cccd47fe3b5291f30d51b986d35c86d0
slcp,CEP,Concepcion,Concepcion Airport,Bolivia,"Concepcion Airport, Concepcion, Bolivia",-16.142466,-62.0264092,ForeignMinistry,Concepcion Airport,,notam_icao_to_location,ed323a3d6d8ec63d3822a4711dd4ed48,notam_icao_to_location__ed323a3d6d8ec63d3822a4711dd4ed48
slgy,GYA,Guayaramerin,Guayaramerin Airport,Bolivia,"Guayaramerin Airport, Guayaramerin, Bolivia",-10.8217725,-65.3463319,LegislativeCommittee,Guayaramerin Airport,,notam_icao_to_location,db3781a35a2920ac05d114ce3537c023,notam_icao_to_location__db3781a35a2920ac05d114ce3537c023
sllp,LPB,La Paz,El Alto Airport,Bolivia,"El Alto Airport, La Paz, Bolivia",-16.5103874,-68.1882252,Wells,El Alto Airport,,notam_icao_to_location,758d1b8b93fbaec4f9772dbdd9a74eba,notam_icao_to_location__758d1b8b93fbaec4f9772dbdd9a74eba
slmg,MGD,Magdalena,Magdalena Airport,Bolivia,"Magdalena Airport, Magdalena, Bolivia",-13.2585001,-64.0624393,AAEntity,Magdalena Airport,,notam_icao_to_location,68816423b713b32735f2b959aae9d7c6,notam_icao_to_location__68816423b713b32735f2b959aae9d7c6
slag,MHW,Monteagudo,Monteagudo Airport,Bolivia,"Monteagudo Airport, Monteagudo, Bolivia",-19.8177485,-63.9682301,IndustryTerm,Monteagudo Airport,,notam_icao_to_location,afeaf8dae3a4c4d1f97367702a050bb1,notam_icao_to_location__afeaf8dae3a4c4d1f97367702a050bb1
slor,ORU,Oruro,Juan Mendoza Airport,Bolivia,"Juan Mendoza Airport, Oruro, Bolivia",-17.9634005,-67.0732679,space,Juan Mendoza Airport,,notam_icao_to_location,3a2819eb63031c8f47b44a878a55415f,notam_icao_to_location__3a2819eb63031c8f47b44a878a55415f
slps,PSZ,Puerto Suarez,Puerto Suarez Airport,Bolivia,"Puerto Suarez Airport, Puerto Suarez, Bolivia",-18.9812084,-57.8214863,IndustryTerm,Puerto Suarez Airport,,notam_icao_to_location,a2e2a7b73242543668af1c00d6cce7e8,notam_icao_to_location__a2e2a7b73242543668af1c00d6cce7e8
slry,REY,Reyes,Reyes Airport,Bolivia,"Reyes Airport, Reyes, Bolivia",-14.3055627,-67.3540626,IndustryTerm,Reyes Airport,,notam_icao_to_location,acd2ef2bac0378cd5f19dbe39fc3130e,notam_icao_to_location__acd2ef2bac0378cd5f19dbe39fc3130e
slri,RIB,Riberalta,Riberalta Airport,Bolivia,"Riberalta Airport, Riberalta, Bolivia",-11.0094363,-66.0740239,Media,Riberalta Airport,,notam_icao_to_location,e5d27065ca1cfbb19e73d6871cbc0080,notam_icao_to_location__e5d27065ca1cfbb19e73d6871cbc0080
slrb,RBO,Robore,Robore Airport,Bolivia,"Robore Airport, Robore, Bolivia",-18.3250214,-59.7682003,Person,Robore Airport,,notam_icao_to_location,c576d5b9646b5eb6db77d931972cf544,notam_icao_to_location__c576d5b9646b5eb6db77d931972cf544
slrq,RBQ,Rurrenabaque,Rurrenabaque Airport,Bolivia,"Rurrenabaque Airport, Rurrenabaque, Bolivia",-14.4275,-67.4980556,News,Rurrenabaque Airport,,notam_icao_to_location,424c1aa3ca268b7ae74cb994ff374dee,notam_icao_to_location__424c1aa3ca268b7ae74cb994ff374dee
slsb,SRJ,San Borja,Capitan German Quiroga Guardia Airport,Bolivia,"Capitan German Quiroga Guardia Airport, San Borja, Bolivia",-14.8582153,-66.7374789,AAEntity,Capitan German Quiroga Guardia Airport,,notam_icao_to_location,acd017020e38e26ce1be235597246675,notam_icao_to_location__acd017020e38e26ce1be235597246675
slsm,SNM,San Ignacio De Moxos,San Ignacio De Moxos Airport,Bolivia,"San Ignacio De Moxos Airport, San Ignacio De Moxos, Bolivia",-14.966666,-65.633331,Wells,San Ignacio De Moxos Airport,,notam_icao_to_location,6900342ac42a36e5f11f58e7c07915c9,notam_icao_to_location__6900342ac42a36e5f11f58e7c07915c9
slsi,SNG,San Ignacio De Velasco,San Ignacio De Velasco Airport,Bolivia,"San Ignacio De Velasco Airport, San Ignacio De Velasco, Bolivia",-16.3801928,-60.9624313,CompanyKeyword,San Ignacio De Velasco Airport,,notam_icao_to_location,35753b1045d9f349dca9c8b147dc9da0,notam_icao_to_location__35753b1045d9f349dca9c8b147dc9da0
sljv,SJV,San Javier,San Javier Airport,Bolivia,"San Javier Airport, San Javier, Bolivia",-16.2770327,-62.5032543,AAEntity,San Javier Airport,,notam_icao_to_location,c1d584c42bcf2cbbfd662a6c577931ac,notam_icao_to_location__c1d584c42bcf2cbbfd662a6c577931ac
sljo,SJB,San Joaquin,San Joaquin Airport,Bolivia,"San Joaquin Airport, San Joaquin, Bolivia",-13.052912,-64.6621646,Refinery,San Joaquin Airport,,notam_icao_to_location,c1806d8f43d7af7413c62438e8ff167d,notam_icao_to_location__c1806d8f43d7af7413c62438e8ff167d
slra,SRD,San Ramon,San Ramon Airport,Bolivia,"San Ramon Airport, San Ramon, Bolivia",-13.2611233,-64.6055253,Consulates,San Ramon Airport,,notam_icao_to_location,bb8998714b3ef0124d1462f8526d1f83,notam_icao_to_location__bb8998714b3ef0124d1462f8526d1f83
slvr,VVI,Santa Cruz de la Sierra,Viru Viru Airport,Bolivia,"Viru Viru Airport, Santa Cruz de la Sierra, Bolivia",-17.6431198,-63.1407565,DiplomaticFacilities,Viru Viru Airport,,notam_icao_to_location,1af1b69097c812a1ab82079a6be64346,notam_icao_to_location__1af1b69097c812a1ab82079a6be64346
slet,SRZ,Santa Cruz de la Sierra,El Trompillo Airport,Bolivia,"El Trompillo Airport, Santa Cruz de la Sierra, Bolivia",-17.8012029,-63.1757901,Person,El Trompillo Airport,,notam_icao_to_location,7e33e3f08683e74009430e543003ddcd,notam_icao_to_location__7e33e3f08683e74009430e543003ddcd
slsu,SRE,Sucre,Juana Azurduy De Padilla Airport,Bolivia,"Juana Azurduy De Padilla Airport, Sucre, Bolivia",-19.0137568,-65.2927825,Refinery,Juana Azurduy De Padilla Airport,,notam_icao_to_location,acb89edbef79eb11bb58e075a52c3055,notam_icao_to_location__acb89edbef79eb11bb58e075a52c3055
sltj,TJA,Tarija,Tarija Airport,Bolivia,"Tarija Airport, Tarija, Bolivia",-21.5482703,-64.7093097,LegislativeCommittee,Tarija Airport,,notam_icao_to_location,142389dd41c8adbd8ca741cea2110151,notam_icao_to_location__142389dd41c8adbd8ca741cea2110151
sltr,TDD,Trinidad,Teniente Jorge Henrich Arauz Airport,Bolivia,"Teniente Jorge Henrich Arauz Airport, Trinidad, Bolivia",-14.822613,-64.91931,Shipping,Teniente Jorge Henrich Arauz Airport,,notam_icao_to_location,9741ffc72381fc5cbfa1ae62413bf86d,notam_icao_to_location__9741ffc72381fc5cbfa1ae62413bf86d
slvg,VAH,Vallegrande,Vallegrande Airport,Bolivia,"Vallegrande Airport, Vallegrande, Bolivia",-18.483334,-64.1,Consulates,Vallegrande Airport,,notam_icao_to_location,0a6d9fcdc84cd2e30828af686cefd37c,notam_icao_to_location__0a6d9fcdc84cd2e30828af686cefd37c
slvm,VLM,Villamontes,Lieutenant Colonel Rafael Pabon Airport,Bolivia,"Lieutenant Colonel Rafael Pabon Airport, Villamontes, Bolivia",-21.255,-63.4055556,LegislativeCommittee,Lieutenant Colonel Rafael Pabon Airport,,notam_icao_to_location,1bfdc4aa8aeb8395a7acf89ca15ab511,notam_icao_to_location__1bfdc4aa8aeb8395a7acf89ca15ab511
slya,BYC,Yacuiba,Yacuiba Airport,Bolivia,"Yacuiba Airport, Yacuiba, Bolivia",-21.9660308,-63.6564914,LegislativeCommittee,Yacuiba Airport,,notam_icao_to_location,de84ad88bcd481136a38b68794263a0d,notam_icao_to_location__de84ad88bcd481136a38b68794263a0d
lqbk,BNX,Banja Luka,Banja Luka Airport,Bosnia and Herzegovina,"Banja Luka Airport, Banja Luka, Bosnia and Herzegovina",44.9336292,17.30379,Refinery,Banja Luka Airport,,notam_icao_to_location,71a32ebf7efe51186611b6f417e82bd0,notam_icao_to_location__71a32ebf7efe51186611b6f417e82bd0
lqmo,OMO,Mostar,Mostar Airport,Bosnia and Herzegovina,"Mostar Airport, Mostar, Bosnia and Herzegovina",43.2900729,17.8361672,ForeignMinistry,Mostar Airport,,notam_icao_to_location,c9630fdfb7ef6a8cef40947424cb2b5d,notam_icao_to_location__c9630fdfb7ef6a8cef40947424cb2b5d
lqsa,SJJ,Sarajevo,Sarajevo Airport,Bosnia and Herzegovina,"Sarajevo Airport, Sarajevo, Bosnia and Herzegovina",43.8261853,18.3368175,CompanyKeyword,Sarajevo Airport,,notam_icao_to_location,1d2f845e9dcfce2261c76ac7c75893b2,notam_icao_to_location__1d2f845e9dcfce2261c76ac7c75893b2
lqtz,TZL,Tuzla,Tuzla Airport,Bosnia and Herzegovina,"Tuzla Airport, Tuzla, Bosnia and Herzegovina",44.4640429,18.7102891,Media,Tuzla Airport,,notam_icao_to_location,04ede7560b2b36438d3a0af96b43ebc9,notam_icao_to_location__04ede7560b2b36438d3a0af96b43ebc9
fbft,FRW,Francistown,Francistown Airport,Botswana,"Francistown Airport, Francistown, Botswana",-21.159123,27.4761934,News,Francistown Airport,,notam_icao_to_location,6deec147b365fb2d4aca51f946078bd4,notam_icao_to_location__6deec147b365fb2d4aca51f946078bd4
fbsk,GBE,Gaborone,Sir Seretse Khama Airport,Botswana,"Sir Seretse Khama Airport, Gaborone, Botswana",-24.5575861,25.9241017,Pipeline,Sir Seretse Khama Airport,,notam_icao_to_location,11641db64f4f8df59586ae58cb4a18c5,notam_icao_to_location__11641db64f4f8df59586ae58cb4a18c5
fbgz,GNZ,Ghanzi,Ghanzi Airport,Botswana,"Ghanzi Airport, Ghanzi, Botswana",-21.6988821,21.653403,DiplomaticFacilities,Ghanzi Airport,,notam_icao_to_location,560ce7076b7264f4fdb48bdddc4a91bc,notam_icao_to_location__560ce7076b7264f4fdb48bdddc4a91bc
fbjw,JWA,Jwaneng,Jwaneng Airport,Botswana,"Jwaneng Airport, Jwaneng, Botswana",-24.602333,24.690971,News,Jwaneng Airport,,notam_icao_to_location,250992206f297fde4e793e4e5727fbd6,notam_icao_to_location__250992206f297fde4e793e4e5727fbd6
fbke,BBK,Kasane,Kasane Airport,Botswana,"Kasane Airport, Kasane, Botswana",-17.8306004,25.1637186,Wells,Kasane Airport,,notam_icao_to_location,8ae5541f40748a839ba44cccb36bc1bf,notam_icao_to_location__8ae5541f40748a839ba44cccb36bc1bf
fbkr,KHW,Khwai River,Khwai River Airport,Botswana,"Khwai River Airport, Khwai River, Botswana",-19.1497138,23.7887892,Exec,Khwai River Airport,,notam_icao_to_location,8515dbaed464b980327325632a6e025b,notam_icao_to_location__8515dbaed464b980327325632a6e025b
fbmn,MUB,Maun,Maun Airport,Botswana,"Maun Airport, Maun, Botswana",-19.9758333,23.4281667,Legislator,Maun Airport,,notam_icao_to_location,984b092a81110ff1b67897875d78e238,notam_icao_to_location__984b092a81110ff1b67897875d78e238
fbor,ORP,Orapa,Orapa Airport,Botswana,"Orapa Airport, Orapa, Botswana",-21.2665526,25.3185762,Media,Orapa Airport,,notam_icao_to_location,6b02ef3355cfaaed6479053230bf5dbd,notam_icao_to_location__6b02ef3355cfaaed6479053230bf5dbd
fbsp,PKW,Selebi-Phikwe,Selebi-Phikwe Airport,Botswana,"Selebi-Phikwe Airport, Selebi-Phikwe, Botswana",-22.0589619,27.8288378,Pipeline,Selebi-Phikwe Airport,,notam_icao_to_location,1dc121907b6be465a23ce4805de6d0ad,notam_icao_to_location__1dc121907b6be465a23ce4805de6d0ad
fbsw,SWX,Shakawe,Shakawe Airport,Botswana,"Shakawe Airport, Shakawe, Botswana",-18.3723371,21.8382273,Consulates,Shakawe Airport,,notam_icao_to_location,18854bee39581f25ee5a9a38fbf43a35,notam_icao_to_location__18854bee39581f25ee5a9a38fbf43a35
fbts,TBY,Tshabong,Tshabong Airport,Botswana,"Tshabong Airport, Tshabong, Botswana",-26.0345812,22.4038145,ForeignMinister,Tshabong Airport,,notam_icao_to_location,b39db416523671abeff9ffb082174773,notam_icao_to_location__b39db416523671abeff9ffb082174773
fbtl,TLD,Tuli Lodge,Limpopo Valley Airfield,Botswana,"Limpopo Valley Airfield, Tuli Lodge, Botswana",-22.1915778,29.1261295,Exec,Limpopo Valley Airfield,,notam_icao_to_location,3367f29a09a33d3923598afb598cd81d,notam_icao_to_location__3367f29a09a33d3923598afb598cd81d
sbar,AJU,Aracaju,Santa Maria Airport,Brazil,"Santa Maria Airport, Aracaju, Brazil",-10.9869886,-37.0726223,Shipping,Santa Maria Airport,,notam_icao_to_location,732cdd56fe19a71439f7da9dce452db6,notam_icao_to_location__732cdd56fe19a71439f7da9dce452db6
sbbe,BEL,Belem,Val de Cans Airport,Brazil,"Val de Cans Airport, Belem, Brazil",-1.3820615,-48.4775227,Organization,Val de Cans Airport,,notam_icao_to_location,5c398703647d6c85c88cca0c7f3fca21,notam_icao_to_location__5c398703647d6c85c88cca0c7f3fca21
sbcf,CNF,Belo Horizonte,Tancredo Neves Airport,Brazil,"Tancredo Neves Airport, Belo Horizonte, Brazil",-19.634099,-43.965396,Exec,Tancredo Neves Airport,,notam_icao_to_location,dee9b96c52d437d53b2b8f496bd1493d,notam_icao_to_location__dee9b96c52d437d53b2b8f496bd1493d
sbbh,PLU,Belo Horizonte,Belo Horizonte Airport,Brazil,"Belo Horizonte Airport, Belo Horizonte, Brazil",-19.8498475,-43.9548899,space,Belo Horizonte Airport,,notam_icao_to_location,96c6c7cd6ffd6a66767067fabe29b223,notam_icao_to_location__96c6c7cd6ffd6a66767067fabe29b223
sbbv,BVB,Boa Vista,Boa Vista Airport,Brazil,"Boa Vista Airport, Boa Vista, Brazil",2.8443151,-60.6952945,Legislator,Boa Vista Airport,,notam_icao_to_location,bb13d28e60abe4eddf6c3054bfd98616,notam_icao_to_location__bb13d28e60abe4eddf6c3054bfd98616
sbbr,BSB,Brasilia,Brasilia Airport,Brazil,"Brasilia Airport, Brasilia, Brazil",-15.8697369,-47.9172348,ForeignMinister,Brasilia Airport,,notam_icao_to_location,c0e87a5189f349d07af374b1739cd640,notam_icao_to_location__c0e87a5189f349d07af374b1739cd640
sbkp,VCP,Campinas,Viracopos Airport,Brazil,"Viracopos Airport, Campinas, Brazil",-23.008205,-47.1375685,News,Viracopos Airport,,notam_icao_to_location,a4491e31ddb10916e51c66e023faba14,notam_icao_to_location__a4491e31ddb10916e51c66e023faba14
sbcg,CGR,Campo Grande,Campo Grande Airport,Brazil,"Campo Grande Airport, Campo Grande, Brazil",-20.4686937,-54.6741233,News,Campo Grande Airport,,notam_icao_to_location,dafd22ed354c167c758a14ed993d661e,notam_icao_to_location__dafd22ed354c167c758a14ed993d661e
sbcr,CMG,Corumba,Corumb Airport,Brazil,"Corumb Airport, Corumba, Brazil",-19.013786,-57.663428,Media,Corumb Airport,,notam_icao_to_location,9de1706474b4278e47e9a4f5912a9215,notam_icao_to_location__9de1706474b4278e47e9a4f5912a9215
sbcz,CZS,Cruzeiro do Sul,Cruzeiro do Sul Airport,Brazil,"Cruzeiro do Sul Airport, Cruzeiro do Sul, Brazil",-7.598349,-72.773428,News,Cruzeiro do Sul Airport,,notam_icao_to_location,ad955f14b6652214afdf859f5da3bc4a,notam_icao_to_location__ad955f14b6652214afdf859f5da3bc4a
sbcy,CGB,Varzea Grande,Marechal Rondon Airport,Brazil,"Marechal Rondon Airport, Varzea Grande, Brazil",-15.6513167,-56.1205266,Media,Marechal Rondon Airport,,notam_icao_to_location,e86999d543fb871798f62ed70bbe873c,notam_icao_to_location__e86999d543fb871798f62ed70bbe873c
sbct,CWB,Curitiba,Afonso Pena Airport,Brazil,"Afonso Pena Airport, Curitiba, Brazil",-25.5327132,-49.1724811,Person,Afonso Pena Airport,,notam_icao_to_location,322c0f9b6cb2b45aef407224aa2478fc,notam_icao_to_location__322c0f9b6cb2b45aef407224aa2478fc
sbfl,FLN,Florianopolis,Florianopolis Airport,Brazil,"Florianopolis Airport, Florianopolis, Brazil",-27.670118,-48.5459657,Legislator,Florianopolis Airport,,notam_icao_to_location,e1635d0433ef6218ecf167ec79830639,notam_icao_to_location__e1635d0433ef6218ecf167ec79830639
sbfz,FOR,Fortaleza,Pinto Martins Airport,Brazil,"Pinto Martins Airport, Fortaleza, Brazil",-3.7771555,-38.5330966,Refinery,Pinto Martins Airport,,notam_icao_to_location,15fca2657cc62240833cb1dedacd8e96,notam_icao_to_location__15fca2657cc62240833cb1dedacd8e96
sbfi,IGU,Foz do Iguacu,Foz do Iguacu Airport,Brazil,"Foz do Iguacu Airport, Foz do Iguacu, Brazil",-25.5977089,-54.4885132,IndustryTerm,Foz do Iguacu Airport,,notam_icao_to_location,d40c8184d73928b535c6491dba904708,notam_icao_to_location__d40c8184d73928b535c6491dba904708
