icao,iata,location,caption_name,country,location_name,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
yplc,PLO,Port Lincoln,Port Lincoln Airport,Australia,"Port Lincoln Airport, Port Lincoln, Australia",-34.6038062,135.8746148,Consulates,Port Lincoln Airport,,notam_icao_to_location,56c07c4b5ba751ded70745c9861c205c,notam_icao_to_location__56c07c4b5ba751ded70745c9861c205c
ypmq,PQQ,Port Macquarie,Port Macquarie Airport,Australia,"Port Macquarie Airport, Port Macquarie, Australia",-31.4320644,152.8661715,Person,Port Macquarie Airport,,notam_icao_to_location,c8664e68f072ab28ed761d76ad7ee5ee,notam_icao_to_location__c8664e68f072ab28ed761d76ad7ee5ee
ypir,PPI,Port Pirie,Port Pirie Airport,Australia,"Port Pirie Airport, Port Pirie, Australia",-33.2390759,137.9985512,space,Port Pirie Airport,,notam_icao_to_location,3d1e2b381f09eb225e4f73db03aef67a,notam_icao_to_location__3d1e2b381f09eb225e4f73db03aef67a
ypod,PTJ,Portland,Portland Airport,Australia,"Portland Airport, Portland, Australia",-38.3183286,141.4698309,FTO,Portland Airport,,notam_icao_to_location,cc0b87d568b52edfef5ede24f9033916,notam_icao_to_location__cc0b87d568b52edfef5ede24f9033916
ybpn,PPP,Gunyarra,Whitsunday Coast Airport,Australia,"Whitsunday Coast Airport, Gunyarra, Australia",-20.4927178,148.5588604,DiplomaticFacilities,Whitsunday Coast Airport,,notam_icao_to_location,8b2c398af3747b5eec5bc49424b69de0,notam_icao_to_location__8b2c398af3747b5eec5bc49424b69de0
yqlp,ULP,Quilpie,Quilpie Airport,Australia,"Quilpie Airport, Quilpie, Australia",-26.6102251,144.2571104,News,Quilpie Airport,,notam_icao_to_location,e3567aee1c4bbd27cddef1b4147844c6,notam_icao_to_location__e3567aee1c4bbd27cddef1b4147844c6
yred,RCL,Redcliffe,Redcliffe Airport,Australia,"Redcliffe Airport, Redcliffe, Australia",-27.2066559,153.0719714,Wells,Redcliffe Airport,,notam_icao_to_location,434ef86561a257e9dc699148ab82618b,notam_icao_to_location__434ef86561a257e9dc699148ab82618b
ypph,PER,Perth,Perth Airport,Australia,"Perth Airport, Perth, Australia",-31.9385476,115.9672492,FTO,Perth Airport,,notam_icao_to_location,d7ccde8e84dbedcd7672da852ce15ce0,notam_icao_to_location__d7ccde8e84dbedcd7672da852ce15ce0
yren,RMK,Renmark,Renmark Airport,Australia,"Renmark Airport, Renmark, Australia",-34.1753513,140.7455129,CompanyKeyword,Renmark Airport,,notam_icao_to_location,6fb94313a27515094be57755b28f76fd,notam_icao_to_location__6fb94313a27515094be57755b28f76fd
yroi,RBC,Robinvale,Robinvale Airport,Australia,"Robinvale Airport, Robinvale, Australia",-34.6431399,142.7707451,Person,Robinvale Airport,,notam_icao_to_location,f890255226e9669320f03325c67f5856,notam_icao_to_location__f890255226e9669320f03325c67f5856
ybrk,ROK,Rockhampton,Rockhampton Airport,Australia,"Rockhampton Airport, Rockhampton, Australia",-23.3781427,150.4761785,Keyphrase,Rockhampton Airport,,notam_icao_to_location,89fad383f38db9dc88421850e6da4768,notam_icao_to_location__89fad383f38db9dc88421850e6da4768
yrom,RMA,Roma,Roma Airport,Australia,"Roma Airport, Roma, Australia",-26.5439832,148.7792139,FTO,Roma Airport,,notam_icao_to_location,70c32aa7ab29ac6cfda6666d6723c931,notam_icao_to_location__70c32aa7ab29ac6cfda6666d6723c931
yngu,RPM,Ngukurr,Ngukurr Airport,Australia,"Ngukurr Airport, Ngukurr, Australia",-14.7232084,134.7474975,Exec,Ngukurr Airport,,notam_icao_to_location,a8efac144a1b36fe8ea8d75814ed23da,notam_icao_to_location__a8efac144a1b36fe8ea8d75814ed23da
yrti,RTS,Rottnest Island,Rottnest Island Airport,Australia,"Rottnest Island Airport, Rottnest Island, Australia",-32.004795,115.542883,AAEntity,Rottnest Island Airport,,notam_icao_to_location,07ea7f0d38e188f64fe6a632ce937e77,notam_icao_to_location__07ea7f0d38e188f64fe6a632ce937e77
ysge,SGO,Saint George,Saint George Airport,Australia,"Saint George Airport, Saint George, Australia",-28.0480707,148.5929558,Exec,Saint George Airport,,notam_icao_to_location,0a2289addf6a05b1749d1e1e3feb0da9,notam_icao_to_location__0a2289addf6a05b1749d1e1e3feb0da9
ywsl,SXE,Fulham,West Sale Airport,Australia,"West Sale Airport, Fulham, Australia",-38.0932293,146.9664459,Exec,West Sale Airport,,notam_icao_to_location,77062e19165a8dcbea3eee8b3522a52f,notam_icao_to_location__77062e19165a8dcbea3eee8b3522a52f
ysht,SHT,Shepparton,Shepparton Airport,Australia,"Shepparton Airport, Shepparton, Australia",-36.4284649,145.3904915,Exec,Shepparton Airport,,notam_icao_to_location,5de6cef10e450c9bd0ccd00e7ab253cd,notam_icao_to_location__5de6cef10e450c9bd0ccd00e7ab253cd
ysmi,SIO,Smithton,Smithton Airport,Australia,"Smithton Airport, Smithton, Australia",-40.8289586,145.0849413,AAEntity,Smithton Airport,,notam_icao_to_location,0b1c7969292e1200be15ecb99419e972,notam_icao_to_location__0b1c7969292e1200be15ecb99419e972
yspt,SHQ,Southport,Southport Airport,Australia,"Southport Airport, Southport, Australia",-27.9246158,153.37117,Exec,Southport Airport,,notam_icao_to_location,24f26744be9f24cbd06d39fb940f8b65,notam_icao_to_location__24f26744be9f24cbd06d39fb940f8b65
ysth,HLS,St Helens,St Helens Airport,Australia,"St Helens Airport, St Helens, Australia",-41.3379215,148.2853676,ForeignMinister,St Helens Airport,,notam_icao_to_location,cb7012f72798d52a8278fb4da82ec213,notam_icao_to_location__cb7012f72798d52a8278fb4da82ec213
yswl,SWC,Stawell,Stawell Airport,Australia,"Stawell Airport, Stawell, Australia",-37.0680357,142.7417262,Shipping,Stawell Airport,,notam_icao_to_location,999563e0e8e0705135a710039b3954ac,notam_icao_to_location__999563e0e8e0705135a710039b3954ac
ysrn,SRN,Strahan,Strahan Airport,Australia,"Strahan Airport, Strahan, Australia",-42.1524658,145.2919931,Keyphrase,Strahan Airport,,notam_icao_to_location,2fd8f9e45726dc30b2e83d2a7cfcf5ed,notam_icao_to_location__2fd8f9e45726dc30b2e83d2a7cfcf5ed
yswh,SWH,Swan Hill,Swan Hill Airport,Australia,"Swan Hill Airport, Swan Hill, Australia",-35.3755577,143.54971,space,Swan Hill Airport,,notam_icao_to_location,6fd5325d9105093da979a4ff4bd00531,notam_icao_to_location__6fd5325d9105093da979a4ff4bd00531
ystw,TMW,Tamworth,Tamworth Airport,Australia,"Tamworth Airport, Tamworth, Australia",-31.0844541,150.8483738,Media,Tamworth Airport,,notam_icao_to_location,a1dc302eaf64f2c1aa9906bc1eecca41,notam_icao_to_location__a1dc302eaf64f2c1aa9906bc1eecca41
ytre,TRO,Taree,Taree Airport,Australia,"Taree Airport, Taree, Australia",-31.8903748,152.509373,AAEntity,Taree Airport,,notam_icao_to_location,a6b4078e15f0f5f7514880c9c9fdcca9,notam_icao_to_location__a6b4078e15f0f5f7514880c9c9fdcca9
ytam,XTO,Taroom,Taroom Airport,Australia,"Taroom Airport, Taroom, Australia",-25.8013745,149.8946098,DiplomaticFacilities,Taroom Airport,,notam_icao_to_location,cd8a37070778d395b936e6addf937005,notam_icao_to_location__cd8a37070778d395b936e6addf937005
ytem,TEM,Temora,Temora Airport,Australia,"Temora Airport, Temora, Australia",-34.4217303,147.5116199,DiplomaticFacilities,Temora Airport,,notam_icao_to_location,e9b2df6d0221f536a98eb0848f8115e4,notam_icao_to_location__e9b2df6d0221f536a98eb0848f8115e4
ytnk,TCA,Tennant Creek,Tennant Creek Airport,Australia,"Tennant Creek Airport, Tennant Creek, Australia",-19.641071,134.1845951,Refinery,Tennant Creek Airport,,notam_icao_to_location,f717dbffae4312acd058eacffbe043b7,notam_icao_to_location__f717dbffae4312acd058eacffbe043b7
ytng,THG,Thangool,Thangool Airport,Australia,"Thangool Airport, Thangool, Australia",-24.4916687,150.5737304,Keyphrase,Thangool Airport,,notam_icao_to_location,42e229c948d97e5af800efb0ea906a87,notam_icao_to_location__42e229c948d97e5af800efb0ea906a87
ytgm,XTG,Thargomindah,Thargomindah Airport,Australia,"Thargomindah Airport, Thargomindah, Australia",-27.9871356,143.8155462,FTO,Thargomindah Airport,,notam_icao_to_location,c8d674792f5121ffa83ca20769c04945,notam_icao_to_location__c8d674792f5121ffa83ca20769c04945
ytib,TYB,Tibooburra,Tibooburra Airport,Australia,"Tibooburra Airport, Tibooburra, Australia",-29.4520153,142.0579881,Wells,Tibooburra Airport,,notam_icao_to_location,3c8858e874ed10e0a8eb709b85c8531a,notam_icao_to_location__3c8858e874ed10e0a8eb709b85c8531a
ytwb,TWB,Toowoomba,Toowoomba Airport,Australia,"Toowoomba Airport, Toowoomba, Australia",-27.5443664,151.9177747,Exec,Toowoomba Airport,,notam_icao_to_location,78b75e43dd5fe3361ab6e8691071a996,notam_icao_to_location__78b75e43dd5fe3361ab6e8691071a996
ybtl,TSV,Townsville,Townsville Airport,Australia,"Townsville Airport, Townsville, Australia",-19.247051,146.7667984,Consulates,Townsville Airport,,notam_icao_to_location,9f1c4929477f4c232e9ea5295cf38be2,notam_icao_to_location__9f1c4929477f4c232e9ea5295cf38be2
ymml,MEL,Melbourne,Melbourne Airport,Australia,"Melbourne Airport, Melbourne, Australia",-37.6697377,144.8488148,Wells,Melbourne Airport,,notam_icao_to_location,bfbf825ddda093b29876870c4bbd6be8,notam_icao_to_location__bfbf825ddda093b29876870c4bbd6be8
ytmu,TUM,Tumut,Tumut Airport,Australia,"Tumut Airport, Tumut, Australia",-35.2687991,148.2430989,FTO,Tumut Airport,,notam_icao_to_location,91efc1323cca40c8d12916e4823cff3f,notam_icao_to_location__91efc1323cca40c8d12916e4823cff3f
yswg,WGA,Wagga Wagga,Wagga Wagga Airport,Australia,"Wagga Wagga Airport, Wagga Wagga, Australia",-35.1591667,147.4619444,Keyphrase,Wagga Wagga Airport,,notam_icao_to_location,23fa6684668fd1aa5e69cca48da33221,notam_icao_to_location__23fa6684668fd1aa5e69cca48da33221
ywlg,WGE,Walgett,Walgett Airport,Australia,"Walgett Airport, Walgett, Australia",-30.0307077,148.1230594,Exec,Walgett Airport,,notam_icao_to_location,5b3c6f95f57473e74d7b003f0f2277c8,notam_icao_to_location__5b3c6f95f57473e74d7b003f0f2277c8
ywgt,WGT,Wangaratta,Wangaratta Airport,Australia,"Wangaratta Airport, Wangaratta, Australia",-36.417427,146.3061676,Diplomat,Wangaratta Airport,,notam_icao_to_location,e098c67eac784a1acec227744950af86,notam_icao_to_location__e098c67eac784a1acec227744950af86
ywkb,WKB,Warracknabeal,Warracknabeal Airport,Australia,"Warracknabeal Airport, Warracknabeal, Australia",-36.3205243,142.4179107,DiplomaticFacilities,Warracknabeal Airport,,notam_icao_to_location,1e82b09352bd29ec9aa7d9906aec76d9,notam_icao_to_location__1e82b09352bd29ec9aa7d9906aec76d9
ywrn,QRR,Warren,Warren Airport,Australia,"Warren Airport, Warren, Australia",39.457782,-84.2541586,Refinery,Warren Airport,,notam_icao_to_location,e7195cad056f95116a8173ad42fdb18c,notam_icao_to_location__e7195cad056f95116a8173ad42fdb18c
ybwp,WEI,Weipa,Weipa Airport,Australia,"Weipa Airport, Weipa, Australia",-12.6779148,141.9222022,Person,Weipa Airport,,notam_icao_to_location,5dd90c95757d4f88547927fde9fc0c42,notam_icao_to_location__5dd90c95757d4f88547927fde9fc0c42
ywwl,WWA,West Wyalong,West Wyalong Airport,Australia,"West Wyalong Airport, West Wyalong, Australia",-33.9167698,147.2043777,ForeignMinister,West Wyalong Airport,,notam_icao_to_location,79a2c555fcecdde5c722fcaa8a2656bb,notam_icao_to_location__79a2c555fcecdde5c722fcaa8a2656bb
ywha,WYA,Whyalla,Whyalla Airport,Australia,"Whyalla Airport, Whyalla, Australia",-33.0523346,137.5216662,Refinery,Whyalla Airport,,notam_icao_to_location,ad2789a83da01807c1c1b915a3944499,notam_icao_to_location__ad2789a83da01807c1c1b915a3944499
ywlu,WUN,Wiluna,Wiluna Airport,Australia,"Wiluna Airport, Wiluna, Australia",-26.627882,120.220436,LegislativeCommittee,Wiluna Airport,,notam_icao_to_location,e219a68efdec0ca449f9f2b4de1ea3a8,notam_icao_to_location__e219a68efdec0ca449f9f2b4de1ea3a8
ywdh,WNR,Windorah,Windorah Airport,Australia,"Windorah Airport, Windorah, Australia",-25.4119105,142.6635791,ForeignMinister,Windorah Airport,,notam_icao_to_location,9857c9ce326cedec91b71e87d3e186cb,notam_icao_to_location__9857c9ce326cedec91b71e87d3e186cb
ywtn,WIN,Winton,Winton Airport,Australia,"Winton Airport, Winton, Australia",-22.3636104,143.0845729,IndustryTerm,Winton Airport,,notam_icao_to_location,f5d9d95ddb6f047c9bc197c077e98296,notam_icao_to_location__f5d9d95ddb6f047c9bc197c077e98296
ywol,WOL,Wollongong,Wollongong Airport,Australia,"Wollongong Airport, Wollongong, Australia",-34.560358,150.7904758,Organization,Wollongong Airport,,notam_icao_to_location,0ccc478d5bc2a8cc6364cba4adb18b6b,notam_icao_to_location__0ccc478d5bc2a8cc6364cba4adb18b6b
yyng,NGA,Young,Young Airport,Australia,"Young Airport, Young, Australia",-34.2490532,148.2471031,space,Young Airport,,notam_icao_to_location,196525a7cbdd63e37477a8524972c019,notam_icao_to_location__196525a7cbdd63e37477a8524972c019
yaye,AYQ,Yulara,Ayers Rock Airport,Australia,"Ayers Rock Airport, Yulara, Australia",-25.1905134,130.9762717,Organization,Ayers Rock Airport,,notam_icao_to_location,7b02518e09df65ff1597048b573d31cb,notam_icao_to_location__7b02518e09df65ff1597048b573d31cb
lowg,GRZ,Feldkirchen bei Graz,Graz Airport,Austria,"Graz Airport, Feldkirchen bei Graz, Austria",46.9940455,15.4401315,Shipping,Graz Airport,,notam_icao_to_location,d7841d1d569587105eb33429152bc333,notam_icao_to_location__d7841d1d569587105eb33429152bc333
lowl,LNZ,Horsching,Linz Airport,Austria,"Linz Airport, Horsching, Austria",48.2394698,14.1917892,FTO,Linz Airport,,notam_icao_to_location,bd77ce4cfc6c5611e75c3995af55fd66,notam_icao_to_location__bd77ce4cfc6c5611e75c3995af55fd66
lowi,INN,Innsbruck,Innsbruck Airport,Austria,"Innsbruck Airport, Innsbruck, Austria",47.2576489,11.3513075,Consulates,Innsbruck Airport,,notam_icao_to_location,940ba51c7cd54e2499704d337d303b59,notam_icao_to_location__940ba51c7cd54e2499704d337d303b59
lowk,KLU,Klagenfurt am Worthersee,Klagenfurt Airport,Austria,"Klagenfurt Airport, Klagenfurt am Worthersee, Austria",46.6500125,14.3248578,space,Klagenfurt Airport,,notam_icao_to_location,af88f467d84fc82ecbc884dd9364af38,notam_icao_to_location__af88f467d84fc82ecbc884dd9364af38
lows,SZG,Salzburg,Salzburg Airport,Austria,"Salzburg Airport, Salzburg, Austria",47.7942439,13.0033427,Exec,Salzburg Airport,,notam_icao_to_location,fc26b200ed0e7c432cce79e37f27179b,notam_icao_to_location__fc26b200ed0e7c432cce79e37f27179b
loww,VIE,Schwechat,Vienna Airport,Austria,"Vienna Airport, Schwechat, Austria",48.1126125,16.5755139,News,Vienna Airport,,notam_icao_to_location,477a6134d4a98aaa28c98448689eb4c7,notam_icao_to_location__477a6134d4a98aaa28c98448689eb4c7
ubbb,BAK,Baku,Heydar Aliyev Airport,Azerbaijan,"Heydar Aliyev Airport, Baku, Azerbaijan",40.4656128,50.0521445,Person,Heydar Aliyev Airport,,notam_icao_to_location,122fda69f603f5272da318f7b2213e39,notam_icao_to_location__122fda69f603f5272da318f7b2213e39
ubbg,KVD,Ganja,Ganja Airport,Azerbaijan,"Ganja Airport, Ganja, Azerbaijan",40.7394875,46.2997587,ForeignMinister,Ganja Airport,,notam_icao_to_location,88d66a21855eb740c8a9bc16837804f3,notam_icao_to_location__88d66a21855eb740c8a9bc16837804f3
myan,SAQ,Sa Andros Bahama Andros,San Andros Airport,Bahamas,"San Andros Airport, Sa Andros Bahama Andros, Bahamas",25.0534439,-78.0417404,space,San Andros Airport,,notam_icao_to_location,dc1de8411726f86680b50064039bc8b1,notam_icao_to_location__dc1de8411726f86680b50064039bc8b1
myab,MAY,Moxey Town,Clarence A. Bain Airport,Bahamas,"Clarence A. Bain Airport, Moxey Town, Bahamas",24.2877604,-77.6832994,DiplomaticFacilities,Clarence A. Bain Airport,,notam_icao_to_location,8d7ac0e7a50feb9c64dfa5900bf21461,notam_icao_to_location__8d7ac0e7a50feb9c64dfa5900bf21461
myaf,ASD,Andros Town,Andros Town Airport,Bahamas,"Andros Town Airport, Andros Town, Bahamas",24.6984948,-77.7908772,Keyphrase,Andros Town Airport,,notam_icao_to_location,aa52a5031c15800caba3be9157b36b3b,notam_icao_to_location__aa52a5031c15800caba3be9157b36b3b
myca,ATC,Arthurs Town,Arthurs Town Airport,Bahamas,"Arthurs Town Airport, Arthurs Town, Bahamas",24.6291256,-75.6750177,Wells,Arthurs Town Airport,,notam_icao_to_location,a373f727e0bd97137dd52af52c7072bf,notam_icao_to_location__a373f727e0bd97137dd52af52c7072bf
mybc,CCZ,Chub Cay,Chub Cay Airport,Bahamas,"Chub Cay Airport, Chub Cay, Bahamas",25.4186961,-77.8850221,LegislativeCommittee,Chub Cay Airport,,notam_icao_to_location,4bedbc9e57c18a3857fe9d2d4920a506,notam_icao_to_location__4bedbc9e57c18a3857fe9d2d4920a506
mysm,ZSA,San Salvador,San Salvador Airport,Bahamas,"San Salvador Airport, San Salvador, Bahamas",24.0625812,-74.5275247,IndustryTerm,San Salvador Airport,,notam_icao_to_location,769b6828f0cd86609c9ac6298b0a9590,notam_icao_to_location__769b6828f0cd86609c9ac6298b0a9590
myci,CRI,Colonial Hill,Colonial Hill Airport,Bahamas,"Colonial Hill Airport, Colonial Hill, Bahamas",22.7458716,-74.1766923,CompanyKeyword,Colonial Hill Airport,,notam_icao_to_location,2e4ceeb35e1ff8e29c51bb7a2183223e,notam_icao_to_location__2e4ceeb35e1ff8e29c51bb7a2183223e
myak,COX,Congo Town,Congo Town Airport,Bahamas,"Congo Town Airport, Congo Town, Bahamas",24.1565751,-77.5837637,CompanyKeyword,Congo Town Airport,,notam_icao_to_location,42222159b89e7a2a277e0aa313f43d03,notam_icao_to_location__42222159b89e7a2a277e0aa313f43d03
myld,LGI,Deadman's Cay,Deadman's Cay Airport,Bahamas,"Deadman's Cay Airport, Deadman's Cay, Bahamas",23.1780477,-75.0934833,Organization,Deadman's Cay Airport,,notam_icao_to_location,6fdadd3fe08e3edd93d596bbc2fabef8,notam_icao_to_location__6fdadd3fe08e3edd93d596bbc2fabef8
mygf,FPO,Freeport,Grand Bahama Airport,Bahamas,"Grand Bahama Airport, Freeport, Bahamas",26.5481476,-78.6962699,CompanyKeyword,Grand Bahama Airport,,notam_icao_to_location,12b15fcd8ca1b6514671da254ecc72f7,notam_icao_to_location__12b15fcd8ca1b6514671da254ecc72f7
myem,GHB,Governor's Harbour,Governor's Harbour Airport,Bahamas,"Governor's Harbour Airport, Governor's Harbour, Bahamas",25.1948096,-76.2439622,Exec,Governor's Harbour Airport,,notam_icao_to_location,771ae4e132b2baa0c3a9ad29140d7433,notam_icao_to_location__771ae4e132b2baa0c3a9ad29140d7433
myef,GGT,Moss Town,Exuma Airport,Bahamas,"Exuma Airport, Moss Town, Bahamas",23.5636217,-75.8738254,DiplomaticFacilities,Exuma Airport,,notam_icao_to_location,2be95d8549591595fd38334362d2eea2,notam_icao_to_location__2be95d8549591595fd38334362d2eea2
mybg,GHC,Great Harbour Cay,Great Harbour Cay Airport,Bahamas,"Great Harbour Cay Airport, Great Harbour Cay, Bahamas",25.7413107,-77.8444624,Wells,Great Harbour Cay Airport,,notam_icao_to_location,750586e813b4ba58da621354add7fcf4,notam_icao_to_location__750586e813b4ba58da621354add7fcf4
myls,SML,Stella Maris,Stella Maris Airport,Bahamas,"Stella Maris Airport, Stella Maris, Bahamas",23.5823398,-75.2678886,CompanyKeyword,Stella Maris Airport,,notam_icao_to_location,41dc7733822f05d0a46c64c7ac358a5e,notam_icao_to_location__41dc7733822f05d0a46c64c7ac358a5e
myam,MHH,Marsh Harbour,Marsh Harbour Airport,Bahamas,"Marsh Harbour Airport, Marsh Harbour, Bahamas",26.5133857,-77.07815,Keyphrase,Marsh Harbour Airport,,notam_icao_to_location,6ce8932c375d30e0be849385df1ab2e3,notam_icao_to_location__6ce8932c375d30e0be849385df1ab2e3
myig,IGA,Inagua,Inagua Airport,Bahamas,"Inagua Airport, Inagua, Bahamas",20.9744732,-73.6757806,DiplomaticFacilities,Inagua Airport,,notam_icao_to_location,2f9d952c299e57b08334b3f62182aaf8,notam_icao_to_location__2f9d952c299e57b08334b3f62182aaf8
mymm,MYG,Mayaguana,Mayaguana Airport,Bahamas,"Mayaguana Airport, Mayaguana, Bahamas",22.379758,-73.012587,Pipeline,Mayaguana Airport,,notam_icao_to_location,9efc7bead24e9f8409fe0c70193e1bc1,notam_icao_to_location__9efc7bead24e9f8409fe0c70193e1bc1
mynn,NAS,Nassau,Nassau Airport,Bahamas,"Nassau Airport, Nassau, Bahamas",25.0439288,-77.4655212,space,Nassau Airport,,notam_icao_to_location,bc2f00b2505b2b6bf5073f8d2476d596,notam_icao_to_location__bc2f00b2505b2b6bf5073f8d2476d596
mycb,CAT,New Bight,New Bight Airport,Bahamas,"New Bight Airport, New Bight, Bahamas",24.3152048,-75.4541384,AAEntity,New Bight Airport,,notam_icao_to_location,56f5f4d3b93d6753b149a62ca84f7aad,notam_icao_to_location__56f5f4d3b93d6753b149a62ca84f7aad
myen,NMC,Norman's Cay,Norman's Cay Airport,Bahamas,"Norman's Cay Airport, Norman's Cay, Bahamas",24.6118035,-76.8158718,Keyphrase,Norman's Cay Airport,,notam_icao_to_location,8fc8501a4e418d5e408042695c55c3a2,notam_icao_to_location__8fc8501a4e418d5e408042695c55c3a2
myeh,ELH,North Eleuthera,North Eleuthera Airport,Bahamas,"North Eleuthera Airport, North Eleuthera, Bahamas",25.4760612,-76.684034,Person,North Eleuthera Airport,,notam_icao_to_location,aa0bf7124f58b4a88a2e7ccf431391e2,notam_icao_to_location__aa0bf7124f58b4a88a2e7ccf431391e2
mypi,PID,Paradise Island,New Providence Airport,Bahamas,"New Providence Airport, Paradise Island, Bahamas",25.080495,-77.315726,space,New Providence Airport,,notam_icao_to_location,06b6a50ba964009114a784f7f15d8d9e,notam_icao_to_location__06b6a50ba964009114a784f7f15d8d9e
myer,RSD,Rock Sound,Rock Sound Airport,Bahamas,"Rock Sound Airport, Rock Sound, Bahamas",24.888681,-76.1694149,Exec,Rock Sound Airport,,notam_icao_to_location,fc00d99ad42c96adf451687f1073822b,notam_icao_to_location__fc00d99ad42c96adf451687f1073822b
mybs,BIM,South Bimini,South Bimini Airport,Bahamas,"South Bimini Airport, South Bimini, Bahamas",25.7013619,-79.2725993,Pipeline,South Bimini Airport,,notam_icao_to_location,0c7e75b2666dc541c394ea49c5817589,notam_icao_to_location__0c7e75b2666dc541c394ea49c5817589
myap,AXP,Spring Point,Spring Point Airport,Bahamas,"Spring Point Airport, Spring Point, Bahamas",22.442048,-73.97066,Shipping,Spring Point Airport,,notam_icao_to_location,3035b26abbc8b7826156c710fb274878,notam_icao_to_location__3035b26abbc8b7826156c710fb274878
myes,TYM,Staniel Cay,Staniel Cay Airport,Bahamas,"Staniel Cay Airport, Staniel Cay, Bahamas",24.1689634,-76.4399674,FTO,Staniel Cay Airport,,notam_icao_to_location,d8b1f88c00b3a0fd96921dd363cbefda,notam_icao_to_location__d8b1f88c00b3a0fd96921dd363cbefda
myat,TCB,Treasure Cay,Treasure Cay Airport,Bahamas,"Treasure Cay Airport, Treasure Cay, Bahamas",26.7427831,-77.3880025,ForeignMinister,Treasure Cay Airport,,notam_icao_to_location,52c268b5a1609c634048ad8531a95600,notam_icao_to_location__52c268b5a1609c634048ad8531a95600
obbi,BAH,Bahrain,Bahrain Airport,Bahrain,"Bahrain Airport, Bahrain, Bahrain",26.2701516,50.6345323,Shipping,Bahrain Airport,,notam_icao_to_location,9b655112eed07bf8723d04d418c7ce99,notam_icao_to_location__9b655112eed07bf8723d04d418c7ce99
vgbr,BZL,Barisal,Barisal Airport,Bangladesh,"Barisal Airport, Barisal, Bangladesh",22.798734,90.2998388,Wells,Barisal Airport,,notam_icao_to_location,14e9732a56b7a5a421a5e48ab14d1adb,notam_icao_to_location__14e9732a56b7a5a421a5e48ab14d1adb
vgeg,CGP,Chittagong,Shah Amanat Airport,Bangladesh,"Shah Amanat Airport, Chittagong, Bangladesh",22.2456982,91.8146787,Refinery,Shah Amanat Airport,,notam_icao_to_location,aa0817eda6bc9466520ec20f31cd3ae4,notam_icao_to_location__aa0817eda6bc9466520ec20f31cd3ae4
vgcm,CLA,Comilla,Comilla Airport,Bangladesh,"Comilla Airport, Comilla, Bangladesh",23.461086,91.1805846,space,Comilla Airport,,notam_icao_to_location,4b7a307afb0e788f7a4ca566c1949633,notam_icao_to_location__4b7a307afb0e788f7a4ca566c1949633
vgcb,CXB,Cox's Bazar,Cox's Bazar Airport,Bangladesh,"Cox's Bazar Airport, Cox's Bazar, Bangladesh",21.4506677,91.9666701,News,Cox's Bazar Airport,,notam_icao_to_location,92d00e6049b1597629abb3270f6819f5,notam_icao_to_location__92d00e6049b1597629abb3270f6819f5
vghs,DAC,Dhaka,Hazrat Shahjalal Airport,Bangladesh,"Hazrat Shahjalal Airport, Dhaka, Bangladesh",23.8434344,90.4029252,Consulates,Hazrat Shahjalal Airport,,notam_icao_to_location,5b54daf5221b5b6fddc7bab746dcd61d,notam_icao_to_location__5b54daf5221b5b6fddc7bab746dcd61d
vgjr,JSR,Jessore,Jessore Airport,Bangladesh,"Jessore Airport, Jessore, Bangladesh",23.1771288,89.1607174,Organization,Jessore Airport,,notam_icao_to_location,0b4a4188ea044788a1a1e30da3d8dec4,notam_icao_to_location__0b4a4188ea044788a1a1e30da3d8dec4
vgrj,RJH,Rajshahi,Rajshahi Airport,Bangladesh,"Rajshahi Airport, Rajshahi, Bangladesh",24.4448317,88.6138471,Diplomat,Rajshahi Airport,,notam_icao_to_location,77a8f8e84330ece7b26083fa9c1fa786,notam_icao_to_location__77a8f8e84330ece7b26083fa9c1fa786
vgsd,SPD,Saidpur,Saidpur Airport,Bangladesh,"Saidpur Airport, Saidpur, Bangladesh",25.7631998,88.9095261,Refinery,Saidpur Airport,,notam_icao_to_location,e2175dd5b80a6afd085fc3b9bd1c62d8,notam_icao_to_location__e2175dd5b80a6afd085fc3b9bd1c62d8
vgsy,ZYL,Sylhet,Osmani Airport,Bangladesh,"Osmani Airport, Sylhet, Bangladesh",24.9583415,91.8707201,Shipping,Osmani Airport,,notam_icao_to_location,c4cb6c580aff3995945c16cfdbed9ff3,notam_icao_to_location__c4cb6c580aff3995945c16cfdbed9ff3
vgsg,TKR,Thakuragaon,Thakuragaon Airport,Bangladesh,"Thakuragaon Airport, Thakuragaon, Bangladesh",26.0162177,88.4038925,CompanyKeyword,Thakuragaon Airport,,notam_icao_to_location,0544181ce973c6e8d64676c4d0e2b01b,notam_icao_to_location__0544181ce973c6e8d64676c4d0e2b01b
tbpb,BGI,Seawell,Grantley Adams Airport,Barbados,"Grantley Adams Airport, Seawell, Barbados",13.0800629,-59.4876456,Shipping,Grantley Adams Airport,,notam_icao_to_location,7298dcdabff476b46526a42c53bbeea7,notam_icao_to_location__7298dcdabff476b46526a42c53bbeea7
umbb,BQT,Brest,Brest Airport,Belarus,"Brest Airport, Brest, Belarus",52.111442,23.9000739,space,Brest Airport,,notam_icao_to_location,515813265e27e366c449b8beef75444b,notam_icao_to_location__515813265e27e366c449b8beef75444b
