german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
am grunen weg,"Am Grunen Weg in Meerbusch, Germany",51.2430998,6.7046002,1,,,,Refinery,"Am Grunen Weg in Meerbusch, Germany",,german_fires_meerbusch_locations,35b02987140ed8f5e682fe1c2f7c54d2,german_fires_meerbusch_locations__35b02987140ed8f5e682fe1c2f7c54d2
am gumpertzhof,"Am Gumpertzhof in Meerbusch, Germany",51.2696525,6.6169538,1,,,,LegislativeCommittee,"Am Gumpertzhof in Meerbusch, Germany",,german_fires_meerbusch_locations,53599b37813f376dba51dbce070c5dfe,german_fires_meerbusch_locations__53599b37813f376dba51dbce070c5dfe
am gutort,"Am Gutort in Meerbusch, Germany",51.2775293,6.6262634,1,,,,Shipping,"Am Gutort in Meerbusch, Germany",,german_fires_meerbusch_locations,0824ba26a3a9c5db9c46f16c3ec47706,german_fires_meerbusch_locations__0824ba26a3a9c5db9c46f16c3ec47706
am gutshof,"Am Gutshof in Meerbusch, Germany",51.2399974,6.6886374,1,,,,Legislator,"Am Gutshof in Meerbusch, Germany",,german_fires_meerbusch_locations,7ced70df278905bdbb6110daef043ed3,german_fires_meerbusch_locations__7ced70df278905bdbb6110daef043ed3
am hagelkreuz,"Am Hagelkreuz in Meerbusch, Germany",51.2643699,6.6272811,1,,,,ForeignMinister,"Am Hagelkreuz in Meerbusch, Germany",,german_fires_meerbusch_locations,9e9d74cd8ae4b7a0ca6188619d846ef7,german_fires_meerbusch_locations__9e9d74cd8ae4b7a0ca6188619d846ef7
am hannenhof,"Am Hannenhof in Meerbusch, Germany",51.3065525,6.629704,1,,,,Legislator,"Am Hannenhof in Meerbusch, Germany",,german_fires_meerbusch_locations,23df9dd01c7c146d93f9bce92258bb02,german_fires_meerbusch_locations__23df9dd01c7c146d93f9bce92258bb02
am haushof,"Am Haushof in Meerbusch, Germany",51.2827853,6.6591084,1,,,,Diplomat,"Am Haushof in Meerbusch, Germany",,german_fires_meerbusch_locations,726ad8940f9d66c35c0e0d0744492313,german_fires_meerbusch_locations__726ad8940f9d66c35c0e0d0744492313
am heidbergdamm,"Am Heidbergdamm in Meerbusch, Germany",51.3044218,6.6928773,1,,,,ForeignMinister,"Am Heidbergdamm in Meerbusch, Germany",,german_fires_meerbusch_locations,07dbf6bd457d8a0cc9ee77b04856341e,german_fires_meerbusch_locations__07dbf6bd457d8a0cc9ee77b04856341e
am hoterhof,"Am Hoterhof in Meerbusch, Germany",51.2729887,6.6197801,1,,,,Exec,"Am Hoterhof in Meerbusch, Germany",,german_fires_meerbusch_locations,d89c16520e9ea95129da75962b761827,german_fires_meerbusch_locations__d89c16520e9ea95129da75962b761827
am hovel,"Am Hovel in Meerbusch, Germany",51.2553708,6.6944479,1,,,,space,"Am Hovel in Meerbusch, Germany",,german_fires_meerbusch_locations,3921e029e4355c04a119ab3a90118ba0,german_fires_meerbusch_locations__3921e029e4355c04a119ab3a90118ba0
am ismerhof,"Am Ismerhof in Meerbusch, Germany",51.3037648,6.6787736,1,,,,FTO,"Am Ismerhof in Meerbusch, Germany",,german_fires_meerbusch_locations,72d72900f330837076c277a4de759129,german_fires_meerbusch_locations__72d72900f330837076c277a4de759129
