keyword,caption_name,topic_id,type,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
dacian gold,Australian mining company Dacian Gold,188471,mining company,,MiningCompany,Australian mining company Dacian Gold,,dgm_mining_mentionee,44ef750edc930fed13f72fe43d85aaae,dgm_mining_mentionee__44ef750edc930fed13f72fe43d85aaae
daechang,South Korean mining company Daechang,188471,mining company,,MiningCompany,South Korean mining company Daechang,,dgm_mining_mentionee,6c1c0f3bb0a17ead45db97780a1d6197,dgm_mining_mentionee__6c1c0f3bb0a17ead45db97780a1d6197
daeho al,South Korean mining company Daeho Al,188471,mining company,,MiningCompany,South Korean mining company Daeho Al,,dgm_mining_mentionee,0d3a56bcace3d3c121f6a03eb240682b,dgm_mining_mentionee__0d3a56bcace3d3c121f6a03eb240682b
daiki aluminium industry,Japanese mining company Daiki Aluminium Industry,188471,mining company,,MiningCompany,Japanese mining company Daiki Aluminium Industry,,dgm_mining_mentionee,e59f54fef473c8da5aa6313299ebe6fb,dgm_mining_mentionee__e59f54fef473c8da5aa6313299ebe6fb
ddh1,Australian mining company DDH1,188471,mining company,,MiningCompany,Australian mining company DDH1,,dgm_mining_mentionee,a4f5702dbdb056a818b11cc57af847ff,dgm_mining_mentionee__a4f5702dbdb056a818b11cc57af847ff
dongguan eontec,Chinese mining company Dongguan Eontec,188471,mining company,,MiningCompany,Chinese mining company Dongguan Eontec,,dgm_mining_mentionee,a856baf43381cb7d4cf54a0bc086bc2c,dgm_mining_mentionee__a856baf43381cb7d4cf54a0bc086bc2c
dundee precious metals,Canadian mining company Dundee Precious Metals,188471,mining company,,MiningCompany,Canadian mining company Dundee Precious Metals,,dgm_mining_mentionee,9788a90bba187bbd5d9ccca55b61dcde,dgm_mining_mentionee__9788a90bba187bbd5d9ccca55b61dcde
dynacor gold mines,Canadian mining company Dynacor Gold Mines,188471,mining company,,MiningCompany,Canadian mining company Dynacor Gold Mines,,dgm_mining_mentionee,58d2e651af39e9b71251c265ed21ef9d,dgm_mining_mentionee__58d2e651af39e9b71251c265ed21ef9d
egypt aluminum,Egyptian mining company Egypt Aluminum,188471,mining company,,MiningCompany,Egyptian mining company Egypt Aluminum,,dgm_mining_mentionee,aa36bcf2d845d311a67360dac3f93fc0,dgm_mining_mentionee__aa36bcf2d845d311a67360dac3f93fc0
eldorado gold,Canadian mining company Eldorado Gold Corporation,188471,mining company,,MiningCompany,Canadian mining company Eldorado Gold Corporation,,dgm_mining_mentionee,28feef1100bf9ee462e0e631d480883b,dgm_mining_mentionee__28feef1100bf9ee462e0e631d480883b
en+ group,Russian mining company En+ Group,188471,mining company,,MiningCompany,Russian mining company En+ Group,,dgm_mining_mentionee,3337dbcb6dcc93cc0a6bde939164b720,dgm_mining_mentionee__3337dbcb6dcc93cc0a6bde939164b720
rusal,Russian metals company Rusal,188471,mining company,,MiningCompany,Russian metals company Rusal,,dgm_mining_mentionee,3e2fbfcd94aaf904c8bb4e635a6ab55d,dgm_mining_mentionee__3e2fbfcd94aaf904c8bb4e635a6ab55d
endeavour mining,UK mining company Endeavour Mining,188471,mining company,,MiningCompany,UK mining company Endeavour Mining,,dgm_mining_mentionee,da69e7aa8eefe7d1b6c33314a0f7cd11,dgm_mining_mentionee__da69e7aa8eefe7d1b6c33314a0f7cd11
endeavour silver,Canadian mining company Endeavour Silver,188471,mining company,,MiningCompany,Canadian mining company Endeavour Silver,,dgm_mining_mentionee,c04e978a4e23f1c5fbff2e5d5f7c02e5,dgm_mining_mentionee__c04e978a4e23f1c5fbff2e5d5f7c02e5
evolution mining,Australian mining company Evolution Mining,188471,mining company,,MiningCompany,Australian mining company Evolution Mining,,dgm_mining_mentionee,3da50051ea506b95f9ffeed425a0c467,dgm_mining_mentionee__3da50051ea506b95f9ffeed425a0c467
first majestic silver,Canadian mining company First Majestic Silver,188471,mining company,,MiningCompany,Canadian mining company First Majestic Silver,,dgm_mining_mentionee,94daeb754407b0ab731e7ef20ffb9a13,dgm_mining_mentionee__94daeb754407b0ab731e7ef20ffb9a13
foraco international sa,French mining company Foraco International SA,188471,mining company,,MiningCompany,French mining company Foraco International SA,,dgm_mining_mentionee,f3b76d3d995677c7f90d3cfaa038bd16,dgm_mining_mentionee__f3b76d3d995677c7f90d3cfaa038bd16
fortuna silver mines,Canadian mining company Fortuna Silver Mines,188471,mining company,,MiningCompany,Canadian mining company Fortuna Silver Mines,,dgm_mining_mentionee,62bdae571757bf01eb31dca2a901e166,dgm_mining_mentionee__62bdae571757bf01eb31dca2a901e166
franco-nevada,Canadian mining company Franco-Nevada Corporation,188471,mining company,,MiningCompany,Canadian mining company Franco-Nevada Corporation,,dgm_mining_mentionee,1268eff495f2107de7680f67ad97d585,dgm_mining_mentionee__1268eff495f2107de7680f67ad97d585
fujian minfa aluminium,Chinese mining company Fujian Minfa Aluminium,188471,mining company,,MiningCompany,Chinese mining company Fujian Minfa Aluminium,,dgm_mining_mentionee,183322409f8f2c021ff4f02ec757982d,dgm_mining_mentionee__183322409f8f2c021ff4f02ec757982d
ganfeng lithium,Chinese mining company Ganfeng Lithium,188471,mining company,,MiningCompany,Chinese mining company Ganfeng Lithium,,dgm_mining_mentionee,a8ade29fe219491946cf969c7a822a10,dgm_mining_mentionee__a8ade29fe219491946cf969c7a822a10
gansu ronghua industry group,Chinese mining company Gansu Ronghua Industry Group,188471,mining company,,MiningCompany,Chinese mining company Gansu Ronghua Industry Group,,dgm_mining_mentionee,2fcbe65248f7ce96f68d425fc79b3937,dgm_mining_mentionee__2fcbe65248f7ce96f68d425fc79b3937
gascoyne resources,Australian mining company Gascoyne Resources,188471,mining company,,MiningCompany,Australian mining company Gascoyne Resources,,dgm_mining_mentionee,838e5327715b9f8dd73641a7ecbda186,dgm_mining_mentionee__838e5327715b9f8dd73641a7ecbda186
gem co ltd,"Chinese mining company GEM Co., Ltd.",188471,mining company,,MiningCompany,"Chinese mining company GEM Co., Ltd.",,dgm_mining_mentionee,8829beea387e5c3c140e0d093a6ddc3d,dgm_mining_mentionee__8829beea387e5c3c140e0d093a6ddc3d
gem diamonds,UK mining company Gem Diamonds,188471,mining company,,MiningCompany,UK mining company Gem Diamonds,,dgm_mining_mentionee,6bb85e43ef6b7eae77e7ccde32b11681,dgm_mining_mentionee__6bb85e43ef6b7eae77e7ccde32b11681
godawari power & ispat,Indian mining company Godawari Power & Ispat,188471,mining company,,MiningCompany,Indian mining company Godawari Power & Ispat,,dgm_mining_mentionee,540938827e7d949172894efee3ceddd0,dgm_mining_mentionee__540938827e7d949172894efee3ceddd0
gold fields,South African mining company Gold Fields,188471,mining company,,MiningCompany,South African mining company Gold Fields,,dgm_mining_mentionee,7197b8375a74122d1323621b7d179847,dgm_mining_mentionee__7197b8375a74122d1323621b7d179847
gold resource,US mining company Gold Resource Corporation,188471,mining company,,MiningCompany,US mining company Gold Resource Corporation,,dgm_mining_mentionee,03c8d916ef3950e887bbc86d5d15397c,dgm_mining_mentionee__03c8d916ef3950e887bbc86d5d15397c
gold road resources,Australian mining company Gold Road Resources,188471,mining company,,MiningCompany,Australian mining company Gold Road Resources,,dgm_mining_mentionee,22648657f712cd741c0633a7b14e96a0,dgm_mining_mentionee__22648657f712cd741c0633a7b14e96a0
golden star resources,Canadian mining company Golden Star Resources,188471,mining company,,MiningCompany,Canadian mining company Golden Star Resources,,dgm_mining_mentionee,8786817d8a213a787f02d9a23e97a91e,dgm_mining_mentionee__8786817d8a213a787f02d9a23e97a91e
gran colombia gold,Canadian mining company Gran Colombia Gold,188471,mining company,,MiningCompany,Canadian mining company Gran Colombia Gold,,dgm_mining_mentionee,b4f955a1239a67bed20c579efa6d81d8,dgm_mining_mentionee__b4f955a1239a67bed20c579efa6d81d8
great panther mining,Canadian mining company Great Panther Mining,188471,mining company,,MiningCompany,Canadian mining company Great Panther Mining,,dgm_mining_mentionee,eedfca9fc4ff8fb4d0bdaf445a642e07,dgm_mining_mentionee__eedfca9fc4ff8fb4d0bdaf445a642e07
green leader holdings group,Hong Kong mining company Green Leader Holdings Group,188471,mining company,,MiningCompany,Hong Kong mining company Green Leader Holdings Group,,dgm_mining_mentionee,adfca0820b057dfe4fe32cfc8f34b510,dgm_mining_mentionee__adfca0820b057dfe4fe32cfc8f34b510
grimp advanced materials,Chinese mining company GRIMP Advanced Materials,188471,mining company,,MiningCompany,Chinese mining company GRIMP Advanced Materials,,dgm_mining_mentionee,3ac5bb2f62c6d43e676daca72ada4bb9,dgm_mining_mentionee__3ac5bb2f62c6d43e676daca72ada4bb9
guangdong haomei new material,Chinese mining company Guangdong Haomei New Material,188471,mining company,,MiningCompany,Chinese mining company Guangdong Haomei New Material,,dgm_mining_mentionee,e5292e59d306e2624219b03685eb81f0,dgm_mining_mentionee__e5292e59d306e2624219b03685eb81f0
guangdong hec technologyholding,Chinese mining company Guangdong Hec Technologyholding,188471,mining company,,MiningCompany,Chinese mining company Guangdong Hec Technologyholding,,dgm_mining_mentionee,0399dacd6f5a5db8ca53796e991b3aa0,dgm_mining_mentionee__0399dacd6f5a5db8ca53796e991b3aa0
guangdong hongda blasting,Chinese mining company Guangdong Hongda Blasting,188471,mining company,,MiningCompany,Chinese mining company Guangdong Hongda Blasting,,dgm_mining_mentionee,407b9fa37bb5fefd7f7faef35fa9487c,dgm_mining_mentionee__407b9fa37bb5fefd7f7faef35fa9487c
guangdong hoshion aluminium,Chinese mining company Guangdong Hoshion Aluminium,188471,mining company,,MiningCompany,Chinese mining company Guangdong Hoshion Aluminium,,dgm_mining_mentionee,cc63ea61b450424bde15a05fa374f933,dgm_mining_mentionee__cc63ea61b450424bde15a05fa374f933
guangdong jingyi metal,Chinese mining company Guangdong Jingyi Metal,188471,mining company,,MiningCompany,Chinese mining company Guangdong Jingyi Metal,,dgm_mining_mentionee,363edb07c07ca0b2a15583403a965c1f,dgm_mining_mentionee__363edb07c07ca0b2a15583403a965c1f
guangdong xianglu tungsten,Chinese mining company Guangdong Xianglu Tungsten,188471,mining company,,MiningCompany,Chinese mining company Guangdong Xianglu Tungsten,,dgm_mining_mentionee,c81de4d52960fca1c4ad1c6f81a357bd,dgm_mining_mentionee__c81de4d52960fca1c4ad1c6f81a357bd
guocheng mining,Chinese mining company GuoCheng Mining,188471,mining company,,MiningCompany,Chinese mining company GuoCheng Mining,,dgm_mining_mentionee,7f313bdb01a7a8c7e8aaeaa65dcc3db1,dgm_mining_mentionee__7f313bdb01a7a8c7e8aaeaa65dcc3db1
hakudo,Japanese mining company Hakudo,188471,mining company,,MiningCompany,Japanese mining company Hakudo,,dgm_mining_mentionee,971e3e38194b6c3553ff350366f4264b,dgm_mining_mentionee__971e3e38194b6c3553ff350366f4264b
hangzhou huaguang advanced welding materials,Chinese mining company Hangzhou Huaguang Advanced Welding Materials,188471,mining company,,MiningCompany,Chinese mining company Hangzhou Huaguang Advanced Welding Materials,,dgm_mining_mentionee,569718885378b6e1ee92b5cd572be6be,dgm_mining_mentionee__569718885378b6e1ee92b5cd572be6be
harmony gold,South African mining company Harmony Gold Mining,188471,mining company,,MiningCompany,South African mining company Harmony Gold Mining,,dgm_mining_mentionee,050635f41494ff0fff2a73d785bcbf99,dgm_mining_mentionee__050635f41494ff0fff2a73d785bcbf99
hebei sitong new metal material,Chinese mining company Hebei Sitong New Metal Material,188471,mining company,,MiningCompany,Chinese mining company Hebei Sitong New Metal Material,,dgm_mining_mentionee,ca6066bd3112b73369183e071044c0a1,dgm_mining_mentionee__ca6066bd3112b73369183e071044c0a1
hecla mining company,US mining company Hecla Mining Company,188471,mining company,,MiningCompany,US mining company Hecla Mining Company,,dgm_mining_mentionee,7454a8f4d5b90b51576fe0de5f7a3fe5,dgm_mining_mentionee__7454a8f4d5b90b51576fe0de5f7a3fe5
henan jinma energy,Chinese mining company Henan Jinma Energy,188471,mining company,,MiningCompany,Chinese mining company Henan Jinma Energy,,dgm_mining_mentionee,763f75fa2c8a54c5ba20a39fa6f7dd13,dgm_mining_mentionee__763f75fa2c8a54c5ba20a39fa6f7dd13
henan mingtai al.industrial,Chinese mining company Henan Mingtai Al.Industrial,188471,mining company,,MiningCompany,Chinese mining company Henan Mingtai Al.Industrial,,dgm_mining_mentionee,52f099f209e4be80c7c4f449342c6acc,dgm_mining_mentionee__52f099f209e4be80c7c4f449342c6acc
henan shenhuo coal & power,Chinese mining company Henan Shenhuo Coal & Power,188471,mining company,,MiningCompany,Chinese mining company Henan Shenhuo Coal & Power,,dgm_mining_mentionee,ac778b79b3576ceba5f80c79774ab5e6,dgm_mining_mentionee__ac778b79b3576ceba5f80c79774ab5e6
henan yuguang,Chinese mining company Henan Yuguang,188471,mining company,,MiningCompany,Chinese mining company Henan Yuguang,,dgm_mining_mentionee,432ba31497868995167472e1ad0cadbc,dgm_mining_mentionee__432ba31497868995167472e1ad0cadbc
hi-tech pipes,Indian mining company Hi-Tech Pipes,188471,mining company,,MiningCompany,Indian mining company Hi-Tech Pipes,,dgm_mining_mentionee,4646f0640acd98addc1e5f321fa7401f,dgm_mining_mentionee__4646f0640acd98addc1e5f321fa7401f
hiap teck venture berhad,Malaysian mining company Hiap Teck Venture Berhad,188471,mining company,,MiningCompany,Malaysian mining company Hiap Teck Venture Berhad,,dgm_mining_mentionee,82d5cff7596239b3fadf758bd3b5ad59,dgm_mining_mentionee__82d5cff7596239b3fadf758bd3b5ad59
hoa phat group,Vietnamese mining company Hoa Phat Group Joint Stock Company,188471,mining company,,MiningCompany,Vietnamese mining company Hoa Phat Group Joint Stock Company,,dgm_mining_mentionee,6ce5b1afbb67ce7cfb322e69c459e5dc,dgm_mining_mentionee__6ce5b1afbb67ce7cfb322e69c459e5dc
hochschild mining,UK mining company Hochschild Mining,188471,mining company,,MiningCompany,UK mining company Hochschild Mining,,dgm_mining_mentionee,919349ba0848f0bb7b1f993c33ba17e9,dgm_mining_mentionee__919349ba0848f0bb7b1f993c33ba17e9
hulamin,South African mining company Hulamin,188471,mining company,,MiningCompany,South African mining company Hulamin,,dgm_mining_mentionee,f3e0c5b943f62c2e94516615c550c927,dgm_mining_mentionee__f3e0c5b943f62c2e94516615c550c927
huludao zinc industry,Chinese mining company Huludao Zinc Industry,188471,mining company,,MiningCompany,Chinese mining company Huludao Zinc Industry,,dgm_mining_mentionee,e2b21ff757b152c2ba36cdae2c066e41,dgm_mining_mentionee__e2b21ff757b152c2ba36cdae2c066e41
hummingbird resources,UK mining company Hummingbird Resources,188471,mining company,,MiningCompany,UK mining company Hummingbird Resources,,dgm_mining_mentionee,3603c59b903cff9d06ccf1c5604163a6,dgm_mining_mentionee__3603c59b903cff9d06ccf1c5604163a6
hunan gold,Chinese mining company Hunan Gold Corporation,188471,mining company,,MiningCompany,Chinese mining company Hunan Gold Corporation,,dgm_mining_mentionee,e0365e950577bda27ea7afd58d91ef31,dgm_mining_mentionee__e0365e950577bda27ea7afd58d91ef31
iamgold,Canadian mining company IAMGOLD Corporation,188471,mining company,,MiningCompany,Canadian mining company IAMGOLD Corporation,,dgm_mining_mentionee,9c664a60d5b162b7c9f510074c052895,dgm_mining_mentionee__9c664a60d5b162b7c9f510074c052895
igo,Australian mining company IGO,188471,mining company,,MiningCompany,Australian mining company IGO,,dgm_mining_mentionee,9aec564fb0e2965e1c7a0dbf665d968e,dgm_mining_mentionee__9aec564fb0e2965e1c7a0dbf665d968e
image resources nl,Australian mining company Image Resources NL,188471,mining company,,MiningCompany,Australian mining company Image Resources NL,,dgm_mining_mentionee,8902c90e9e196c4d0770d5895b2be270,dgm_mining_mentionee__8902c90e9e196c4d0770d5895b2be270
impala platinum,South African mining company Impala Platinum,188471,mining company,,MiningCompany,South African mining company Impala Platinum,,dgm_mining_mentionee,6cfcfb5e3e4b1ab5fd01b593c1a83525,dgm_mining_mentionee__6cfcfb5e3e4b1ab5fd01b593c1a83525
industrias electro químicas,Peruvian mining company Industrias Electro Químicas,188471,mining company,,MiningCompany,Peruvian mining company Industrias Electro Químicas,,dgm_mining_mentionee,8de43571544f736690b9ca4c2468d585,dgm_mining_mentionee__8de43571544f736690b9ca4c2468d585
industrias penoles,Mexican mining company Industrias Penoles,188471,mining company,,MiningCompany,Mexican mining company Industrias Penoles,,dgm_mining_mentionee,f1876893b389fd207eb20225439e3bdc,dgm_mining_mentionee__f1876893b389fd207eb20225439e3bdc
inner mongolia erdos resourcesltd.,Chinese mining company Inner Mongolia Erdos Resourcesltd.,188471,mining company,,MiningCompany,Chinese mining company Inner Mongolia Erdos Resourcesltd.,,dgm_mining_mentionee,99f6d4d7b02821baabc53f9edf17c9fd,dgm_mining_mentionee__99f6d4d7b02821baabc53f9edf17c9fd
inner mongolia xingye mining,Chinese mining company Inner Mongolia Xingye Mining,188471,mining company,,MiningCompany,Chinese mining company Inner Mongolia Xingye Mining,,dgm_mining_mentionee,4ad0e05727fba07b7ea58e0013d91edf,dgm_mining_mentionee__4ad0e05727fba07b7ea58e0013d91edf
innuovo technology,Chinese mining company Innuovo Technology,188471,mining company,,MiningCompany,Chinese mining company Innuovo Technology,,dgm_mining_mentionee,84b4d297b5e598b9b02a440b1373dd13,dgm_mining_mentionee__84b4d297b5e598b9b02a440b1373dd13
intrepid potash,US mining company Intrepid Potash,188471,mining company,,MiningCompany,US mining company Intrepid Potash,,dgm_mining_mentionee,822cfbfe6ea00a47f9d8dfc9ef73fb01,dgm_mining_mentionee__822cfbfe6ea00a47f9d8dfc9ef73fb01
ismt,Indian mining company ISMT,188471,mining company,,MiningCompany,Indian mining company ISMT,,dgm_mining_mentionee,a85d55eed2370cbe4e2f3498f8a6fab3,dgm_mining_mentionee__a85d55eed2370cbe4e2f3498f8a6fab3
jayaswal neco industries,Indian mining company Jayaswal Neco Industries,188471,mining company,,MiningCompany,Indian mining company Jayaswal Neco Industries,,dgm_mining_mentionee,4815b61cc015b8b8aac63b9389639eb6,dgm_mining_mentionee__4815b61cc015b8b8aac63b9389639eb6
jchx mining management,Chinese mining company JCHX Mining Management,188471,mining company,,MiningCompany,Chinese mining company JCHX Mining Management,,dgm_mining_mentionee,ef418b3c9879ac7feb6b4c29e806006b,dgm_mining_mentionee__ef418b3c9879ac7feb6b4c29e806006b
jiangsu alcha aluminium group,Chinese mining company Jiangsu Alcha Aluminium Group,188471,mining company,,MiningCompany,Chinese mining company Jiangsu Alcha Aluminium Group,,dgm_mining_mentionee,88db684b5030ec16cc2b61450ec60174,dgm_mining_mentionee__88db684b5030ec16cc2b61450ec60174
jiangsu asia-pacific light alloy technology,Chinese mining company Jiangsu Asia-Pacific Light Alloy Technology,188471,mining company,,MiningCompany,Chinese mining company Jiangsu Asia-Pacific Light Alloy Technology,,dgm_mining_mentionee,3660004b86e8baf6137d1f13e9d82961,dgm_mining_mentionee__3660004b86e8baf6137d1f13e9d82961
jiangsu boqian new materials stock,Chinese mining company Jiangsu Boqian New Materials Stock,188471,mining company,,MiningCompany,Chinese mining company Jiangsu Boqian New Materials Stock,,dgm_mining_mentionee,6943528b54cbf5329ca3e0f289474fe6,dgm_mining_mentionee__6943528b54cbf5329ca3e0f289474fe6
jiangsu dingsheng new material joint-stock,Chinese mining company Jiangsu Dingsheng New Material Joint-Stock,188471,mining company,,MiningCompany,Chinese mining company Jiangsu Dingsheng New Material Joint-Stock,,dgm_mining_mentionee,b0143eb2aafaa178b1c1dba215a20fbc,dgm_mining_mentionee__b0143eb2aafaa178b1c1dba215a20fbc
jiangsu libert,Chinese mining company Jiangsu Libert INC.,188471,mining company,,MiningCompany,Chinese mining company Jiangsu Libert INC.,,dgm_mining_mentionee,f2d41aa1aeb730fdecd9a795e16f7391,dgm_mining_mentionee__f2d41aa1aeb730fdecd9a795e16f7391
jiangsu lidao new materials,Chinese mining company Jiangsu Lidao New Materials,188471,mining company,,MiningCompany,Chinese mining company Jiangsu Lidao New Materials,,dgm_mining_mentionee,e0469828a0c3a255d001bd5708646a69,dgm_mining_mentionee__e0469828a0c3a255d001bd5708646a69
jiangxi geto new materials,Chinese mining company Jiangxi GETO New Materials Corporation,188471,mining company,,MiningCompany,Chinese mining company Jiangxi GETO New Materials Corporation,,dgm_mining_mentionee,5b4c22714beef0e14456313536a3e340,dgm_mining_mentionee__5b4c22714beef0e14456313536a3e340
jiaozuo wanfang aluminum manufacturing,Chinese mining company JiaoZuo WanFang Aluminum Manufacturing,188471,mining company,,MiningCompany,Chinese mining company JiaoZuo WanFang Aluminum Manufacturing,,dgm_mining_mentionee,f0f9b31688387aa6f481b73128b9c862,dgm_mining_mentionee__f0f9b31688387aa6f481b73128b9c862
jinzhou jixiang molybdenum,Chinese mining company Jinzhou Jixiang Molybdenum,188471,mining company,,MiningCompany,Chinese mining company Jinzhou Jixiang Molybdenum,,dgm_mining_mentionee,43c07afc7f8e54014f3caf87022d612d,dgm_mining_mentionee__43c07afc7f8e54014f3caf87022d612d
jordan phosphate mines,Jordanian mining company Jordan Phosphate Mines,188471,mining company,,MiningCompany,Jordanian mining company Jordan Phosphate Mines,,dgm_mining_mentionee,226af2d371ea0a9b594ab8f4fd3de90f,dgm_mining_mentionee__226af2d371ea0a9b594ab8f4fd3de90f
jubilee metals group,UK mining company Jubilee Metals Group,188471,mining company,,MiningCompany,UK mining company Jubilee Metals Group,,dgm_mining_mentionee,317bdb3fb99b2ea68361cdbca292e4ac,dgm_mining_mentionee__317bdb3fb99b2ea68361cdbca292e4ac
juli sling,Chinese mining company Juli Sling,188471,mining company,,MiningCompany,Chinese mining company Juli Sling,,dgm_mining_mentionee,1d040bfa76eba12706896b023c45a204,dgm_mining_mentionee__1d040bfa76eba12706896b023c45a204
kailuan energy chemical,Chinese mining company Kailuan Energy Chemical,188471,mining company,,MiningCompany,Chinese mining company Kailuan Energy Chemical,,dgm_mining_mentionee,e344cfde8da254e0e363e96349192b6f,dgm_mining_mentionee__e344cfde8da254e0e363e96349192b6f
kaiser aluminum,US mining company Kaiser Aluminum Corporation,188471,mining company,,MiningCompany,US mining company Kaiser Aluminum Corporation,,dgm_mining_mentionee,9854c98af51ad124463665c20b7a6cd2,dgm_mining_mentionee__9854c98af51ad124463665c20b7a6cd2
karora resources,Canadian mining company Karora Resources,188471,mining company,,MiningCompany,Canadian mining company Karora Resources,,dgm_mining_mentionee,79c9d1f2fbddf9e88fba03cbb4a7bdc5,dgm_mining_mentionee__79c9d1f2fbddf9e88fba03cbb4a7bdc5
kghm polska miedz,Polish mining company KGHM Polska Miedz,188471,mining company,,MiningCompany,Polish mining company KGHM Polska Miedz,,dgm_mining_mentionee,02d7c9997f6c5b25370736a401e6b98b,dgm_mining_mentionee__02d7c9997f6c5b25370736a401e6b98b
kinross gold,Canadian mining company Kinross Gold Corporation,188471,mining company,,MiningCompany,Canadian mining company Kinross Gold Corporation,,dgm_mining_mentionee,73ec2066a3d83e9fdef66b2778cd07af,dgm_mining_mentionee__73ec2066a3d83e9fdef66b2778cd07af
kiocl,Indian mining company KIOCL,188471,mining company,,MiningCompany,Indian mining company KIOCL,,dgm_mining_mentionee,d865c8180ff284b135d56ca81ece4014,dgm_mining_mentionee__d865c8180ff284b135d56ca81ece4014
kirkland lake gold,Canadian mining company Kirkland Lake Gold,188471,mining company,,MiningCompany,Canadian mining company Kirkland Lake Gold,,dgm_mining_mentionee,b7bd594efa32728267fbcbe45815b61c,dgm_mining_mentionee__b7bd594efa32728267fbcbe45815b61c
korea zinc company,South Korean mining company Korea Zinc Company,188471,mining company,,MiningCompany,South Korean mining company Korea Zinc Company,,dgm_mining_mentionee,4744a35d7c3e1381a32616fb9996827e,dgm_mining_mentionee__4744a35d7c3e1381a32616fb9996827e
koza altin isletmeleri a.s.,Turkish mining company Koza Altin Isletmeleri A.S.,188471,mining company,,MiningCompany,Turkish mining company Koza Altin Isletmeleri A.S.,,dgm_mining_mentionee,595a60ee46156748c211a08e0c07ac06,dgm_mining_mentionee__595a60ee46156748c211a08e0c07ac06
kurotani,Japanese mining company Kurotani Corporation,188471,mining company,,MiningCompany,Japanese mining company Kurotani Corporation,,dgm_mining_mentionee,085bbbb57729da36ef8e913d9a3a0ded,dgm_mining_mentionee__085bbbb57729da36ef8e913d9a3a0ded
lb aluminium berhad,Malaysian mining company LB Aluminium Berhad,188471,mining company,,MiningCompany,Malaysian mining company LB Aluminium Berhad,,dgm_mining_mentionee,d319fdb2f114f6611976d989d4065c3a,dgm_mining_mentionee__d319fdb2f114f6611976d989d4065c3a
lcy technology,Taiwanese mining company LCY Technology,188471,mining company,,MiningCompany,Taiwanese mining company LCY Technology,,dgm_mining_mentionee,75151633886bc9d2905e9d8ba6c05e1c,dgm_mining_mentionee__75151633886bc9d2905e9d8ba6c05e1c
leeku industrial,South Korean mining company Leeku Industrial,188471,mining company,,MiningCompany,South Korean mining company Leeku Industrial,,dgm_mining_mentionee,6d5996d12ccce6cafb1d1cd8405982e5,dgm_mining_mentionee__6d5996d12ccce6cafb1d1cd8405982e5
lian hong art.,Taiwanese mining company Lian Hong Art.,188471,mining company,,MiningCompany,Taiwanese mining company Lian Hong Art.,,dgm_mining_mentionee,fc9a47d04a05713ecd1bea2fc7fbec46,dgm_mining_mentionee__fc9a47d04a05713ecd1bea2fc7fbec46
liaoning fu-an heavy industry,Chinese mining company Liaoning Fu-An Heavy Industry,188471,mining company,,MiningCompany,Chinese mining company Liaoning Fu-An Heavy Industry,,dgm_mining_mentionee,5d6dcab2ec85151e5b12afb0cb04f7d6,dgm_mining_mentionee__5d6dcab2ec85151e5b12afb0cb04f7d6
liaoning hongyang energy resource,Chinese mining company Liaoning Hongyang Energy Resource,188471,mining company,,MiningCompany,Chinese mining company Liaoning Hongyang Energy Resource,,dgm_mining_mentionee,50db166f1fe223516e7ab71d1b348c0b,dgm_mining_mentionee__50db166f1fe223516e7ab71d1b348c0b
lingbao gold group company,Hong Kong mining company Lingbao Gold Group Company,188471,mining company,,MiningCompany,Hong Kong mining company Lingbao Gold Group Company,,dgm_mining_mentionee,f1735a9a4db44fca9a7cc5b1ef0157f2,dgm_mining_mentionee__f1735a9a4db44fca9a7cc5b1ef0157f2
liton technology,Taiwanese mining company Liton Technology,188471,mining company,,MiningCompany,Taiwanese mining company Liton Technology,,dgm_mining_mentionee,3c5a3c8af577304f48bc686db1b349e1,dgm_mining_mentionee__3c5a3c8af577304f48bc686db1b349e1
lucara diamond,Canadian mining company Lucara Diamond,188471,mining company,,MiningCompany,Canadian mining company Lucara Diamond,,dgm_mining_mentionee,a493a55deb1c8ff58ff7d6371732546e,dgm_mining_mentionee__a493a55deb1c8ff58ff7d6371732546e
ivanhoe mines,Canadian mining company Ivanhoe Mines,188471,mining company,,MiningCompany,Canadian mining company Ivanhoe Mines,,dgm_mining_mentionee,87fec236d08ce841b4b2cf7282a6ff87,dgm_mining_mentionee__87fec236d08ce841b4b2cf7282a6ff87
lundin gold,Canadian mining company Lundin Gold,188471,mining company,,MiningCompany,Canadian mining company Lundin Gold,,dgm_mining_mentionee,7f0c9b7d7320131061492cce95f49707,dgm_mining_mentionee__7f0c9b7d7320131061492cce95f49707
luyin investment group,Chinese mining company Luyin Investment Group,188471,mining company,,MiningCompany,Chinese mining company Luyin Investment Group,,dgm_mining_mentionee,6323c9db138ac80f3a97d2a8c2d396af,dgm_mining_mentionee__6323c9db138ac80f3a97d2a8c2d396af
lynas rare earths,Australian mining company Lynas Rare Earths,188471,mining company,,MiningCompany,Australian mining company Lynas Rare Earths,,dgm_mining_mentionee,0d9735f8b9953ddd0fa64c0fa9884899,dgm_mining_mentionee__0d9735f8b9953ddd0fa64c0fa9884899
malaysia smelting berhad,Malaysian mining company Malaysia Smelting Corporation Berhad,188471,mining company,,MiningCompany,Malaysian mining company Malaysia Smelting Corporation Berhad,,dgm_mining_mentionee,76493ec3f604709e5c38cd2ac1c5e662,dgm_mining_mentionee__76493ec3f604709e5c38cd2ac1c5e662
