keyword,caption_name,topic_id,type,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
mine,mines,188471,industry terms,,IndustryTerms,mines,,dgm_mining_mentionee,1b62fd62b993e4b2bc19564796495bdc,dgm_mining_mentionee__1b62fd62b993e4b2bc19564796495bdc
#mining,mining,188471,industry terms,,IndustryTerms,mining,,dgm_mining_mentionee,e1c0a6007e8f45c96d4b9f2d0df0551c,dgm_mining_mentionee__e1c0a6007e8f45c96d4b9f2d0df0551c
#mine,mines,188471,industry terms,,IndustryTerms,mines,,dgm_mining_mentionee,1b62fd62b993e4b2bc19564796495bdc,dgm_mining_mentionee__1b62fd62b993e4b2bc19564796495bdc
area c mine,Olimpiada gold mine,188471,iron ore mines,,IronOreMines,Olimpiada gold mine,,dgm_mining_mentionee,6d7d02ce0d94e91ab318dadf297e25ff,dgm_mining_mentionee__6d7d02ce0d94e91ab318dadf297e25ff
balmoral south mine,Veladero gold mine,188471,iron ore mines,,IronOreMines,Veladero gold mine,,dgm_mining_mentionee,74d3d2f323a8424ef4793532205fe683,dgm_mining_mentionee__74d3d2f323a8424ef4793532205fe683
brockman 4 mine,Boddington gold mine,188471,iron ore mines,,IronOreMines,Boddington gold mine,,dgm_mining_mentionee,8fed944c3f3a91e429141563d4f6ed5d,dgm_mining_mentionee__8fed944c3f3a91e429141563d4f6ed5d
brockman 2 mine,Brockman 2 iron ore mine,188471,iron ore mines,,IronOreMines,Brockman 2 iron ore mine,,dgm_mining_mentionee,7e97553503ecccfefe399c652416cfeb,dgm_mining_mentionee__7e97553503ecccfefe399c652416cfeb
brockman mine,Brockman iron ore mine,188471,iron ore mines,,IronOreMines,Brockman iron ore mine,,dgm_mining_mentionee,7ab5a465ef66632d1db567e15e8f7358,dgm_mining_mentionee__7ab5a465ef66632d1db567e15e8f7358
bungaroo south mine,Bungaroo South iron ore mine,188471,iron ore mines,,IronOreMines,Bungaroo South iron ore mine,,dgm_mining_mentionee,a2509cac157590d9581a103a564b16d5,dgm_mining_mentionee__a2509cac157590d9581a103a564b16d5
channar mine,Channar iron ore mine,188471,iron ore mines,,IronOreMines,Channar iron ore mine,,dgm_mining_mentionee,f091954f8ecf7a3813dff1bc807d7491,dgm_mining_mentionee__f091954f8ecf7a3813dff1bc807d7491
christmas creek mine,Christmas Creek iron ore mine,188471,iron ore mines,,IronOreMines,Christmas Creek iron ore mine,,dgm_mining_mentionee,2f94014f61996410a582954d58e225fe,dgm_mining_mentionee__2f94014f61996410a582954d58e225fe
