german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,.3,.4,.5,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
lessingstrasse,"Lessingstrasse in Solingen, Germany",51.1784875,7.0665702,1,,,,,,,,,Legislator,"Lessingstrasse in Solingen, Germany",,german_fires_solingen_locations,f6bbd499cabae130d169f001d3958985,german_fires_solingen_locations__f6bbd499cabae130d169f001d3958985
liebermannstrasse,"Liebermannstrasse in Solingen, Germany",51.1824153,7.0478688,1,,,,,,,,,Media,"Liebermannstrasse in Solingen, Germany",,german_fires_solingen_locations,cfca025e72ac7c9964b66121fc2d9908,german_fires_solingen_locations__cfca025e72ac7c9964b66121fc2d9908
liebigstrasse,"Liebigstrasse in Solingen, Germany",51.1763755,7.0302578,1,,,,,,,,,space,"Liebigstrasse in Solingen, Germany",,german_fires_solingen_locations,f339fa804d57771d8c6148fef9c5a832,german_fires_solingen_locations__f339fa804d57771d8c6148fef9c5a832
lilienstrasse,"Lilienstrasse in Solingen, Germany",51.1781964,7.0411019,1,,,,,,,,,Exec,"Lilienstrasse in Solingen, Germany",,german_fires_solingen_locations,dcfe7a7a99b3efcf24791e741ab18f46,german_fires_solingen_locations__dcfe7a7a99b3efcf24791e741ab18f46
lilienthalstrasse,"Lilienthalstrasse in Solingen, Germany",51.1776733,7.0378357,1,,,,,,,,,FTO,"Lilienthalstrasse in Solingen, Germany",,german_fires_solingen_locations,5085a245274c50956087136288a0b60a,german_fires_solingen_locations__5085a245274c50956087136288a0b60a
limminghofer strasse,"Limminghofer Strasse in Solingen, Germany",51.1711825,7.0400525,1,,,,,,,,,ForeignMinister,"Limminghofer Strasse in Solingen, Germany",,german_fires_solingen_locations,8cbde5f01b50028f49e9dc19b7301fa2,german_fires_solingen_locations__8cbde5f01b50028f49e9dc19b7301fa2
lindenbaumstrasse,"Lindenbaumstrasse in Solingen, Germany",51.1605849,7.1091816,1,,,,,,,,,IndustryTerm,"Lindenbaumstrasse in Solingen, Germany",,german_fires_solingen_locations,5e3d103e401cb716afb96bbcf7e886ce,german_fires_solingen_locations__5e3d103e401cb716afb96bbcf7e886ce
lindenhof,"Lindenhof in Solingen, Germany",51.1552083,7.0713728,1,,,,,,,,,Refinery,"Lindenhof in Solingen, Germany",,german_fires_solingen_locations,1df900918d977f36ffeccb55ed3e2f22,german_fires_solingen_locations__1df900918d977f36ffeccb55ed3e2f22
lindenstrasse,"Lindenstrasse in Solingen, Germany",51.1685713,7.0888935,1,,,,,,,,,FTO,"Lindenstrasse in Solingen, Germany",,german_fires_solingen_locations,7ba1169c366a4ded52aabd1a4733bd2a,german_fires_solingen_locations__7ba1169c366a4ded52aabd1a4733bd2a
lindgesfeld,"Lindgesfeld in Solingen, Germany",51.2033762,7.0810504,1,,,,,,,,,Refinery,"Lindgesfeld in Solingen, Germany",,german_fires_solingen_locations,9ad5a377a0eff6edd8cbd0f319f67444,german_fires_solingen_locations__9ad5a377a0eff6edd8cbd0f319f67444
lingmannstrasse,"Lingmannstrasse in Solingen, Germany",51.1745011,7.0779065,1,,,,,,,,,News,"Lingmannstrasse in Solingen, Germany",,german_fires_solingen_locations,38a71ec1f3937ed1a58e14f151ac6273,german_fires_solingen_locations__38a71ec1f3937ed1a58e14f151ac6273
linkgasse,"Linkgasse in Solingen, Germany",51.1710654,7.084457,1,,,,,,,,,AAEntity,"Linkgasse in Solingen, Germany",,german_fires_solingen_locations,e79a21e2242e5c4cd52896cafe0da094,german_fires_solingen_locations__e79a21e2242e5c4cd52896cafe0da094
lippestrasse,"Lippestrasse in Solingen, Germany",51.1626035,6.9953651,1,,,,,,,,,Organization,"Lippestrasse in Solingen, Germany",,german_fires_solingen_locations,9f0266d52cbad695f35872bedf0b1c01,german_fires_solingen_locations__9f0266d52cbad695f35872bedf0b1c01
lochbachstrasse,"Lochbachstrasse in Solingen, Germany",51.1753611,7.0388091,1,,,,,,,,,FTO,"Lochbachstrasse in Solingen, Germany",,german_fires_solingen_locations,9a1a138f2e8bf3c5e226bedf74947291,german_fires_solingen_locations__9a1a138f2e8bf3c5e226bedf74947291
locher buschchen,"Locher Buschchen in Solingen, Germany",51.174588,7.0453731,1,,,,,,,,,DiplomaticFacilities,"Locher Buschchen in Solingen, Germany",,german_fires_solingen_locations,9269042d7864683ca4e703eedc8a8935,german_fires_solingen_locations__9269042d7864683ca4e703eedc8a8935
locher kotten,"Locher Kotten in Solingen, Germany",51.1752246,7.0454139,1,,,,,,,,,ForeignMinistry,"Locher Kotten in Solingen, Germany",,german_fires_solingen_locations,08a44162e09f68587f09b3de1c577f23,german_fires_solingen_locations__08a44162e09f68587f09b3de1c577f23
locher strasse,"Locher Strasse in Solingen, Germany",51.1771448,7.0431275,1,,,,,,,,,Shipping,"Locher Strasse in Solingen, Germany",,german_fires_solingen_locations,bab8e1e12d3ab9962f7fe0dc6238d72f,german_fires_solingen_locations__bab8e1e12d3ab9962f7fe0dc6238d72f
lohdenberg,"Lohdenberg in Solingen, Germany",51.1314402,7.0029682,1,,,,,,,,,Diplomat,"Lohdenberg in Solingen, Germany",,german_fires_solingen_locations,f780434546e561b1fba09b264bf8aaed,german_fires_solingen_locations__f780434546e561b1fba09b264bf8aaed
lohdorf,"Lohdorf in Solingen, Germany",51.1451236,7.015082,1,,,,,,,,,CompanyKeyword,"Lohdorf in Solingen, Germany",,german_fires_solingen_locations,abfda2362c100f305cca564e1be3a0ae,german_fires_solingen_locations__abfda2362c100f305cca564e1be3a0ae
lohdorfer feld,"Lohdorfer Feld in Solingen, Germany",51.144167,7.0184661,1,,,,,,,,,Exec,"Lohdorfer Feld in Solingen, Germany",,german_fires_solingen_locations,21bd0ccbef809c282efa3cbea673e22d,german_fires_solingen_locations__21bd0ccbef809c282efa3cbea673e22d
lohdorfer strasse,"Lohdorfer Strasse in Solingen, Germany",51.1517174,7.0258811,1,,,,,,,,,ForeignMinistry,"Lohdorfer Strasse in Solingen, Germany",,german_fires_solingen_locations,0652adeeba4b211a53b8a163f944f0d4,german_fires_solingen_locations__0652adeeba4b211a53b8a163f944f0d4
lortzingstrasse,"Lortzingstrasse in Solingen, Germany",51.1504958,7.0625371,1,,,,,,,,,Media,"Lortzingstrasse in Solingen, Germany",,german_fires_solingen_locations,90f8f2cbecc2a5fd1b1b2b733d56baf8,german_fires_solingen_locations__90f8f2cbecc2a5fd1b1b2b733d56baf8
lotharstrasse,"Lotharstrasse in Solingen, Germany",51.1709056,7.0516935,1,,,,,,,,,IndustryTerm,"Lotharstrasse in Solingen, Germany",,german_fires_solingen_locations,2dfce4cd45127532f2c95844787c27b9,german_fires_solingen_locations__2dfce4cd45127532f2c95844787c27b9
lotsenstrasse,"Lotsenstrasse in Solingen, Germany",51.1654762,6.9884198,1,,,,,,,,,News,"Lotsenstrasse in Solingen, Germany",,german_fires_solingen_locations,68fb03881c5738bf0d88187dd0e8505a,german_fires_solingen_locations__68fb03881c5738bf0d88187dd0e8505a
lowenburgstrasse,"Lowenburgstrasse in Solingen, Germany",51.1386913,7.0152845,1,,,,,,,,,LegislativeCommittee,"Lowenburgstrasse in Solingen, Germany",,german_fires_solingen_locations,9073dbb52225aeaaccf87492424cee73,german_fires_solingen_locations__9073dbb52225aeaaccf87492424cee73
lubecker strasse,"Lubecker Strasse in Solingen, Germany",51.1701275,6.9904331,1,,,,,,,,,Media,"Lubecker Strasse in Solingen, Germany",,german_fires_solingen_locations,f558fec9a6cf433b38bf23cd5874dd3f,german_fires_solingen_locations__f558fec9a6cf433b38bf23cd5874dd3f
lucasstrasse,"Lucasstrasse in Solingen, Germany",51.1858083,7.0761755,1,,,,,,,,,Keyphrase,"Lucasstrasse in Solingen, Germany",,german_fires_solingen_locations,eb229fc908e13e28affc0d12e4a633ec,german_fires_solingen_locations__eb229fc908e13e28affc0d12e4a633ec
luderitzweg,"Luderitzweg in Solingen, Germany",51.1637975,7.0168363,1,,,,,,,,,Pipeline,"Luderitzweg in Solingen, Germany",,german_fires_solingen_locations,06e619731deb0d53c78af9fa5d6c4286,german_fires_solingen_locations__06e619731deb0d53c78af9fa5d6c4286
ludwig-richter-weg,"Ludwig-Richter-Weg in Solingen, Germany",51.1662291,6.980922,1,,,,,,,,,space,"Ludwig-Richter-Weg in Solingen, Germany",,german_fires_solingen_locations,af4443e5c589ebe74b99790ce0e8ef32,german_fires_solingen_locations__af4443e5c589ebe74b99790ce0e8ef32
ludwigsdorfer weg,"Ludwigsdorfer Weg in Solingen, Germany",51.1435273,7.0131443,1,,,,,,,,,AAEntity,"Ludwigsdorfer Weg in Solingen, Germany",,german_fires_solingen_locations,7e02929d8d0a49e3902f598dee2e9465,german_fires_solingen_locations__7e02929d8d0a49e3902f598dee2e9465
ludwigstrasse,"Ludwigstrasse in Solingen, Germany",51.1742112,7.0626171,1,,,,,,,,,Refinery,"Ludwigstrasse in Solingen, Germany",,german_fires_solingen_locations,93322de066aeade7f4c559511a787407,german_fires_solingen_locations__93322de066aeade7f4c559511a787407
luisenstrasse,"Luisenstrasse in Solingen, Germany",51.1760616,7.0719157,1,,,,,,,,,Organization,"Luisenstrasse in Solingen, Germany",,german_fires_solingen_locations,3a9b0ce5471cbc6173ca354499e1394c,german_fires_solingen_locations__3a9b0ce5471cbc6173ca354499e1394c
luneschlossstrasse,"Luneschlossstrasse in Solingen, Germany",51.1625336,7.0837841,1,,,,,,,,,Diplomat,"Luneschlossstrasse in Solingen, Germany",,german_fires_solingen_locations,cff58227076be7a78b827e2404d5ed4d,german_fires_solingen_locations__cff58227076be7a78b827e2404d5ed4d
lutzowstrasse,"Lutzowstrasse in Solingen, Germany",51.2040796,7.0867384,1,,,,,,,,,Shipping,"Lutzowstrasse in Solingen, Germany",,german_fires_solingen_locations,da19a4001b55d21f4e940382b3f5058c,german_fires_solingen_locations__da19a4001b55d21f4e940382b3f5058c
magnolienweg,"Magnolienweg in Solingen, Germany",51.1810003,7.0995984,1,,,,,,,,,AAEntity,"Magnolienweg in Solingen, Germany",,german_fires_solingen_locations,a2e5249b6babebf63d51b206c619ecf8,german_fires_solingen_locations__a2e5249b6babebf63d51b206c619ecf8
mainauweg,"Mainauweg in Solingen, Germany",51.1276149,6.9967705,1,,,,,,,,,News,"Mainauweg in Solingen, Germany",,german_fires_solingen_locations,51ce79258990e20fcf2f58f79661c2cd,german_fires_solingen_locations__51ce79258990e20fcf2f58f79661c2cd
mainstrasse,"Mainstrasse in Solingen, Germany",51.1685569,7.0745789,1,,,,,,,,,space,"Mainstrasse in Solingen, Germany",,german_fires_solingen_locations,cd2759d21ed8626382e4fdb0271c4372,german_fires_solingen_locations__cd2759d21ed8626382e4fdb0271c4372
malteserstrasse,"Malteserstrasse in Solingen, Germany",51.1692523,7.0881739,1,,,,,,,,,ForeignMinister,"Malteserstrasse in Solingen, Germany",,german_fires_solingen_locations,5986a97e136667450e0a473d21000bdf,german_fires_solingen_locations__5986a97e136667450e0a473d21000bdf
mangenberger strasse,"Mangenberger Strasse in Solingen, Germany",51.1675398,7.0543776,1,,,,,,,,,LegislativeCommittee,"Mangenberger Strasse in Solingen, Germany",,german_fires_solingen_locations,08c6d1d206c22dc5658454cb910064b8,german_fires_solingen_locations__08c6d1d206c22dc5658454cb910064b8
mankhauser hof,"Mankhauser Hof in Solingen, Germany",51.1605348,7.0201767,1,,,,,,,,,DiplomaticFacilities,"Mankhauser Hof in Solingen, Germany",,german_fires_solingen_locations,9d615f8147b550720504aa11ce995571,german_fires_solingen_locations__9d615f8147b550720504aa11ce995571
mankhauser strasse,"Mankhauser Strasse in Solingen, Germany",51.1603576,7.0122678,1,,,,,,,,,Pipeline,"Mankhauser Strasse in Solingen, Germany",,german_fires_solingen_locations,712d819b358b7259d56b92a8bfde0ef7,german_fires_solingen_locations__712d819b358b7259d56b92a8bfde0ef7
margaretenstrasse,"Margaretenstrasse in Solingen, Germany",51.1796611,7.0941822,1,,,,,,,,,Wells,"Margaretenstrasse in Solingen, Germany",,german_fires_solingen_locations,9ddfbc524f0d7e1d29a3d50e4aa94509,german_fires_solingen_locations__9ddfbc524f0d7e1d29a3d50e4aa94509
marienstrasse,"Marienstrasse in Solingen, Germany",51.1615105,7.0678787,1,,,,,,,,,Pipeline,"Marienstrasse in Solingen, Germany",,german_fires_solingen_locations,e3990ababcd25e6de4d2fd922a885402,german_fires_solingen_locations__e3990ababcd25e6de4d2fd922a885402
marktstrasse,"Marktstrasse in Solingen, Germany",51.193986,7.0767719,1,,,,,,,,,Person,"Marktstrasse in Solingen, Germany",,german_fires_solingen_locations,2f87ed33784c6d690bfd0aea9090e0c7,german_fires_solingen_locations__2f87ed33784c6d690bfd0aea9090e0c7
marmorweg,"Marmorweg in Solingen, Germany",51.1593595,7.1223945,1,,,,,,,,,Exec,"Marmorweg in Solingen, Germany",,german_fires_solingen_locations,e12afb06388d9a7bea37ebb1bcc7eb05,german_fires_solingen_locations__e12afb06388d9a7bea37ebb1bcc7eb05
marschnerweg,"Marschnerweg in Solingen, Germany",51.183133,7.0624572,1,,,,,,,,,ForeignMinister,"Marschnerweg in Solingen, Germany",,german_fires_solingen_locations,f7b87484026c54cbfa0e782fd71011ea,german_fires_solingen_locations__f7b87484026c54cbfa0e782fd71011ea
marsstrasse,"Marsstrasse in Solingen, Germany",51.1612013,7.0174124,1,,,,,,,,,ForeignMinistry,"Marsstrasse in Solingen, Germany",,german_fires_solingen_locations,ef4f4baa7e91ca4a6669ded7d8a696e6,german_fires_solingen_locations__ef4f4baa7e91ca4a6669ded7d8a696e6
martin-luther-strasse,"Martin-Luther-Strasse in Solingen, Germany",51.1650666,7.0783719,1,,,,,,,,,FTO,"Martin-Luther-Strasse in Solingen, Germany",,german_fires_solingen_locations,5771119f4d981b3299f1e5036251e120,german_fires_solingen_locations__5771119f4d981b3299f1e5036251e120
martinstrasse,"Martinstrasse in Solingen, Germany",51.1709924,7.04778,1,,,,,,,,,ForeignMinister,"Martinstrasse in Solingen, Germany",,german_fires_solingen_locations,8a9d9ea9ad7415c1611628897e9f62b0,german_fires_solingen_locations__8a9d9ea9ad7415c1611628897e9f62b0
maschinenstrasse,"Maschinenstrasse in Solingen, Germany",51.1668566,7.0570634,1,,,,,,,,,Refinery,"Maschinenstrasse in Solingen, Germany",,german_fires_solingen_locations,8da221999bf8902720b4ab111354e2cf,german_fires_solingen_locations__8da221999bf8902720b4ab111354e2cf
matthias-claudius-strasse,"Matthias-Claudius-Strasse in Solingen, Germany",51.1489926,7.0117239,1,,,,,,,,,Media,"Matthias-Claudius-Strasse in Solingen, Germany",,german_fires_solingen_locations,e6baec035f5e011fe7de4ed16f486326,german_fires_solingen_locations__e6baec035f5e011fe7de4ed16f486326
maubes,"Maubes in Solingen, Germany",51.1727136,7.0011262,1,,,,,,,,,Shipping,"Maubes in Solingen, Germany",,german_fires_solingen_locations,9088bbdf1a7d6618408e1cfe84e08f37,german_fires_solingen_locations__9088bbdf1a7d6618408e1cfe84e08f37
maubeshauser strasse,"Maubeshauser Strasse in Solingen, Germany",51.1694485,6.9883538,1,,,,,,,,,Legislator,"Maubeshauser Strasse in Solingen, Germany",,german_fires_solingen_locations,4346be98f1e449da2ea2164f4bd5b0a0,german_fires_solingen_locations__4346be98f1e449da2ea2164f4bd5b0a0
maurerstrasse,"Maurerstrasse in Solingen, Germany",51.1670997,7.0612961,1,,,,,,,,,Media,"Maurerstrasse in Solingen, Germany",,german_fires_solingen_locations,bd3d39d640aa1a25d10c73490cff23c7,german_fires_solingen_locations__bd3d39d640aa1a25d10c73490cff23c7
max-leven-gasse,"Max-Leven-Gasse in Solingen, Germany",51.1695874,7.080682,1,,,,,,,,,CompanyKeyword,"Max-Leven-Gasse in Solingen, Germany",,german_fires_solingen_locations,80a45dd66a8211818e2e6bda82ab70e6,german_fires_solingen_locations__80a45dd66a8211818e2e6bda82ab70e6
max-planck-strasse,"Max-Planck-Strasse in Solingen, Germany",51.1687486,7.0156674,1,,,,,,,,,DiplomaticFacilities,"Max-Planck-Strasse in Solingen, Germany",,german_fires_solingen_locations,48abf0ccbc93d89c0a2a9dcda274982c,german_fires_solingen_locations__48abf0ccbc93d89c0a2a9dcda274982c
meigen,"Meigen in Solingen, Germany",51.1706081,7.1065771,1,,,,,,,,,Consulates,"Meigen in Solingen, Germany",,german_fires_solingen_locations,030969c38a90fb162b8aa161a9d64ab4,german_fires_solingen_locations__030969c38a90fb162b8aa161a9d64ab4
meigener strasse,"Meigener Strasse in Solingen, Germany",51.1697373,7.1061864,1,,,,,,,,,AAEntity,"Meigener Strasse in Solingen, Germany",,german_fires_solingen_locations,c85a5583c7d03c0a9db8aaf879533953,german_fires_solingen_locations__c85a5583c7d03c0a9db8aaf879533953
meisenburger weg,"Meisenburger Weg in Solingen, Germany",51.1533175,7.1076107,1,,,,,,,,,Consulates,"Meisenburger Weg in Solingen, Germany",,german_fires_solingen_locations,8f85610efa6e33b4d689f82f01ab8315,german_fires_solingen_locations__8f85610efa6e33b4d689f82f01ab8315
meisenhof,"Meisenhof in Solingen, Germany",51.1564674,7.1006497,1,,,,,,,,,Pipeline,"Meisenhof in Solingen, Germany",,german_fires_solingen_locations,fe8c2ae3aa1b487883ae30d3c767fc4b,german_fires_solingen_locations__fe8c2ae3aa1b487883ae30d3c767fc4b
meissener strasse,"Meissener Strasse in Solingen, Germany",51.1691385,7.0074831,1,,,,,,,,,Shipping,"Meissener Strasse in Solingen, Germany",,german_fires_solingen_locations,dabc786d9e824af10cdbb4a0455e9d42,german_fires_solingen_locations__dabc786d9e824af10cdbb4a0455e9d42
meistermannstrasse,"Meistermannstrasse in Solingen, Germany",51.1813306,7.0529145,1,,,,,,,,,ForeignMinister,"Meistermannstrasse in Solingen, Germany",,german_fires_solingen_locations,3d0ed1b2a692acf5a325b7aef99c81de,german_fires_solingen_locations__3d0ed1b2a692acf5a325b7aef99c81de
melanchthonstrasse,"Melanchthonstrasse in Solingen, Germany",51.2075447,7.0792782,1,,,,,,,,,Shipping,"Melanchthonstrasse in Solingen, Germany",,german_fires_solingen_locations,37106895a6aee505296a63fc0e69d6e6,german_fires_solingen_locations__37106895a6aee505296a63fc0e69d6e6
melbeckstrasse,"Melbeckstrasse in Solingen, Germany",51.1673829,7.0776562,1,,,,,,,,,FTO,"Melbeckstrasse in Solingen, Germany",,german_fires_solingen_locations,86416085f031e26974f76a68271df54e,german_fires_solingen_locations__86416085f031e26974f76a68271df54e
memelstrasse,"Memelstrasse in Solingen, Germany",51.1795952,7.0730597,1,,,,,,,,,Media,"Memelstrasse in Solingen, Germany",,german_fires_solingen_locations,f59e7a30dabda414884cf2f3d5bcf1db,german_fires_solingen_locations__f59e7a30dabda414884cf2f3d5bcf1db
menzelstrasse,"Menzelstrasse in Solingen, Germany",51.185044,7.0317827,1,,,,,,,,,Shipping,"Menzelstrasse in Solingen, Germany",,german_fires_solingen_locations,159e21ef9dba59211e40250ad14fc699,german_fires_solingen_locations__159e21ef9dba59211e40250ad14fc699
mercatorweg,"Mercatorweg in Solingen, Germany",51.152476,7.1028369,1,,,,,,,,,Refinery,"Mercatorweg in Solingen, Germany",,german_fires_solingen_locations,34e17a4ac0df7ce9ffb4c3f2a0d81557,german_fires_solingen_locations__34e17a4ac0df7ce9ffb4c3f2a0d81557
mercimek-platz,"Mercimek-Platz in Solingen, Germany",51.1803911,7.0843563,1,,,,,,,,,ForeignMinistry,"Mercimek-Platz in Solingen, Germany",,german_fires_solingen_locations,7f83bae71d03701faf961730847e33c4,german_fires_solingen_locations__7f83bae71d03701faf961730847e33c4
merianstrasse,"Merianstrasse in Solingen, Germany",51.176844,7.0847444,1,,,,,,,,,ForeignMinistry,"Merianstrasse in Solingen, Germany",,german_fires_solingen_locations,c8d6ad4af56ec592779d7112916ad309,german_fires_solingen_locations__c8d6ad4af56ec592779d7112916ad309
merkurstrasse,"Merkurstrasse in Solingen, Germany",51.1608309,7.0158534,1,,,,,,,,,ForeignMinister,"Merkurstrasse in Solingen, Germany",,german_fires_solingen_locations,3f212fbe9fc42b736dfdd2c9aaa10907,german_fires_solingen_locations__3f212fbe9fc42b736dfdd2c9aaa10907
merowingerstrasse,"Merowingerstrasse in Solingen, Germany",51.1894164,7.0733362,1,,,,,,,,,Shipping,"Merowingerstrasse in Solingen, Germany",,german_fires_solingen_locations,297f95249beed5a4007c2aa4a42c7a3b,german_fires_solingen_locations__297f95249beed5a4007c2aa4a42c7a3b
merscheider busch,"Merscheider Busch in Solingen, Germany",51.1644849,7.0257416,1,,,,,,,,,Refinery,"Merscheider Busch in Solingen, Germany",,german_fires_solingen_locations,7659758116f3812600fd9f92b371c838,german_fires_solingen_locations__7659758116f3812600fd9f92b371c838
merscheider strasse,"Merscheider Strasse in Solingen, Germany",51.1658323,7.0247605,1,,,,,,,,,CompanyKeyword,"Merscheider Strasse in Solingen, Germany",,german_fires_solingen_locations,5b2a4ba0f6f7b27647ee26029664b497,german_fires_solingen_locations__5b2a4ba0f6f7b27647ee26029664b497
messerstrasse,"Messerstrasse in Solingen, Germany",51.1575283,7.0687596,1,,,,,,,,,space,"Messerstrasse in Solingen, Germany",,german_fires_solingen_locations,d60ac0e1d9cce3b05c535b6a958ace75,german_fires_solingen_locations__d60ac0e1d9cce3b05c535b6a958ace75
meteorstrasse,"Meteorstrasse in Solingen, Germany",51.1668656,7.0094138,1,,,,,,,,,LegislativeCommittee,"Meteorstrasse in Solingen, Germany",,german_fires_solingen_locations,ddcdcce04d01af320134755c2d236649,german_fires_solingen_locations__ddcdcce04d01af320134755c2d236649
meves-berns-strasse,"Meves-Berns-Strasse in Solingen, Germany",51.1768866,7.0766121,1,,,,,,,,,ForeignMinistry,"Meves-Berns-Strasse in Solingen, Germany",,german_fires_solingen_locations,e04763059849e62530fc6a29fa6de52b,german_fires_solingen_locations__e04763059849e62530fc6a29fa6de52b
michelsdorfer weg,"Michelsdorfer Weg in Solingen, Germany",51.1432408,7.0125865,1,,,,,,,,,Wells,"Michelsdorfer Weg in Solingen, Germany",,german_fires_solingen_locations,95ba95a287b17f0b48363a0c2f7f2bec,german_fires_solingen_locations__95ba95a287b17f0b48363a0c2f7f2bec
milchstrasse,"Milchstrasse in Solingen, Germany",51.1724919,7.0685044,1,,,,,,,,,LegislativeCommittee,"Milchstrasse in Solingen, Germany",,german_fires_solingen_locations,26898ad2cd766827acc84bf3de1ca416,german_fires_solingen_locations__26898ad2cd766827acc84bf3de1ca416
mittagstrasse,"Mittagstrasse in Solingen, Germany",51.1513399,7.0654474,1,,,,,,,,,Refinery,"Mittagstrasse in Solingen, Germany",,german_fires_solingen_locations,7bc548d257cc4ddc71f0a93ca701c0ca,german_fires_solingen_locations__7bc548d257cc4ddc71f0a93ca701c0ca
mittelgonrather strasse,"Mittelgonrather Strasse in Solingen, Germany",51.1720471,7.054714,1,,,,,,,,,space,"Mittelgonrather Strasse in Solingen, Germany",,german_fires_solingen_locations,98d6cb3d5cab798326594213bd1b2674,german_fires_solingen_locations__98d6cb3d5cab798326594213bd1b2674
mittelhohscheid,"Mittelhohscheid in Solingen, Germany",51.1452358,7.0515847,1,,,,,,,,,News,"Mittelhohscheid in Solingen, Germany",,german_fires_solingen_locations,616678b67a7afb229e96b8acf1beddec,german_fires_solingen_locations__616678b67a7afb229e96b8acf1beddec
mittelhohscheider weg,"Mittelhohscheider Weg in Solingen, Germany",51.1449981,7.05095,1,,,,,,,,,space,"Mittelhohscheider Weg in Solingen, Germany",,german_fires_solingen_locations,6415a83f6dd44b05925844d3aa92acc3,german_fires_solingen_locations__6415a83f6dd44b05925844d3aa92acc3
mittelitterstrasse,"Mittelitterstrasse in Solingen, Germany",51.1867862,7.0342481,1,,,,,,,,,FTO,"Mittelitterstrasse in Solingen, Germany",,german_fires_solingen_locations,b313dd905167d4880d4ca613094b8198,german_fires_solingen_locations__b313dd905167d4880d4ca613094b8198
mittelkatternberg,"Mittelkatternberg in Solingen, Germany",51.1551219,7.0400579,1,,,,,,,,,News,"Mittelkatternberg in Solingen, Germany",,german_fires_solingen_locations,ce26d1f44818340c021e7c6be89b2963,german_fires_solingen_locations__ce26d1f44818340c021e7c6be89b2963
mittelpilghausen,"Mittelpilghausen in Solingen, Germany",51.1585598,7.0625392,1,,,,,,,,,ForeignMinister,"Mittelpilghausen in Solingen, Germany",,german_fires_solingen_locations,fded31289211f5e62140facb852fea91,german_fires_solingen_locations__fded31289211f5e62140facb852fea91
mittelpilghauser weg,"Mittelpilghauser Weg in Solingen, Germany",51.1567063,7.0658613,1,,,,,,,,,DiplomaticFacilities,"Mittelpilghauser Weg in Solingen, Germany",,german_fires_solingen_locations,3f009e1693cbc9a17f1f0b99600744c7,german_fires_solingen_locations__3f009e1693cbc9a17f1f0b99600744c7
mittelstrasse,"Mittelstrasse in Solingen, Germany",51.1629927,7.0095032,1,,,,,,,,,Person,"Mittelstrasse in Solingen, Germany",,german_fires_solingen_locations,a4a983bcb57ae992a79fbc3b4d57a306,german_fires_solingen_locations__a4a983bcb57ae992a79fbc3b4d57a306
mohnweg,"Mohnweg in Solingen, Germany",51.1397278,6.9983143,1,,,,,,,,,Diplomat,"Mohnweg in Solingen, Germany",,german_fires_solingen_locations,cf1ebcc641c3d22327737306028c868b,german_fires_solingen_locations__cf1ebcc641c3d22327737306028c868b
mohrenkamp,"Mohrenkamp in Solingen, Germany",51.2094876,7.0795963,1,,,,,,,,,Wells,"Mohrenkamp in Solingen, Germany",,german_fires_solingen_locations,d923fa7e29a44213e30907dd9fd926de,german_fires_solingen_locations__d923fa7e29a44213e30907dd9fd926de
moltkestrasse,"Moltkestrasse in Solingen, Germany",51.1688944,7.0262807,1,,,,,,,,,Shipping,"Moltkestrasse in Solingen, Germany",,german_fires_solingen_locations,09566218e611a30d4dc37d94035b3539,german_fires_solingen_locations__09566218e611a30d4dc37d94035b3539
monhofer feld,"Monhofer Feld in Solingen, Germany",51.1740517,7.0071009,1,,,,,,,,,DiplomaticFacilities,"Monhofer Feld in Solingen, Germany",,german_fires_solingen_locations,89600a3c7c92bb70d2752ee9d5a3cf09,german_fires_solingen_locations__89600a3c7c92bb70d2752ee9d5a3cf09
monhofer strasse,"Monhofer Strasse in Solingen, Germany",51.1715049,7.01154,1,,,,,,,,,Legislator,"Monhofer Strasse in Solingen, Germany",,german_fires_solingen_locations,e205e8ac3234385ab23eb5f1cbb02a74,german_fires_solingen_locations__e205e8ac3234385ab23eb5f1cbb02a74
montanushof,"Montanushof in Solingen, Germany",51.160058,7.0345312,1,,,,,,,,,Wells,"Montanushof in Solingen, Germany",,german_fires_solingen_locations,f6b529f16d8f6997629b5ff125b87985,german_fires_solingen_locations__f6b529f16d8f6997629b5ff125b87985
morgenstrasse,"Morgenstrasse in Solingen, Germany",51.1518052,7.0658829,1,,,,,,,,,DiplomaticFacilities,"Morgenstrasse in Solingen, Germany",,german_fires_solingen_locations,83fdcd786c85ca874c9484098675ded2,german_fires_solingen_locations__83fdcd786c85ca874c9484098675ded2
morikestrasse,"Morikestrasse in Solingen, Germany",51.1906289,7.0598962,1,,,,,,,,,Wells,"Morikestrasse in Solingen, Germany",,german_fires_solingen_locations,5d63dfa833610b84f9aa111aba5a3060,german_fires_solingen_locations__5d63dfa833610b84f9aa111aba5a3060
moselstrasse,"Moselstrasse in Solingen, Germany",51.168044,7.0741638,1,,,,,,,,,ForeignMinister,"Moselstrasse in Solingen, Germany",,german_fires_solingen_locations,625b3794714b1f57a9fcc0b394d9518f,german_fires_solingen_locations__625b3794714b1f57a9fcc0b394d9518f
